id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2720100233,9,1,1,0,23,b3r6d8ydtmtjckam6pku9y400,1,27.5,4.9,2024-09-14T16:01:21.556Z,2024-09-14T16:01:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209818713,213,3.08,5209818709,141,6.1,5209818705,56,Back,5209818711,212,12.3,5209818707,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100301,10,1,1,0,24,b3r6d8ydtmtjckam6pku9y400,1,15.6,4.7,2024-09-14T16:01:22.988Z,2024-09-14T16:01:26Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209818995,56,Back,5209819001,212,27.0,5209818999,141,40.6,5209819003,213,2.01,5209818997,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100359,11,1,1,0,27,b3r6d8ydtmtjckam6pku9y400,1,3.6,43.4,2024-09-14T16:01:26.276Z,2024-09-14T16:01:29Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5209819327,56,Back,5209819333,212,30.5,5209819335,213,1.00,5209819331,141,81.1,5209819329,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100379,12,1,1,0,31,b3r6d8ydtmtjckam6pku9y400,1,20.0,83.5,2024-09-14T16:01:29.844Z,2024-09-14T16:01:31Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209819427,212,14.5,5209819423,140,31.0,5209819425,141,96.5,5209819421,56,Back,5209819429,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100405,13,1,1,0,33,b3r6d8ydtmtjckam6pku9y400,1,31.0,96.5,2024-09-14T16:01:31.468Z,2024-09-14T16:01:34Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5209819625,141,88.1,5209819623,140,18.2,5209819627,212,14.6,5209819629,213,3.54,5209819621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100503,14,1,1,0,35,b3r6d8ydtmtjckam6pku9y400,1,18.2,88.1,2024-09-14T16:01:33.932Z,2024-09-14T16:01:43Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209820297,212,26.0,5209820291,56,Back,5209820293,140,7.1,5209820295,141,53.9,5209820299,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100641,15,1,1,0,44,b3r6d8ydtmtjckam6pku9y400,1,14.6,49.9,2024-09-14T16:01:42.892Z,2024-09-14T16:02:11Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,1.0,,5209821117,140,85.3,5209821121,212,75.2,5209822941,154,,5209821113,157,,5209821115,56,Center,5209821123,213,0.16,5209821119,141,67.5,5209822939,210,13,5209821125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100643,16,13,1,0,47,b3r6d8ydtmtjckam6pku9y400,1,81.9,64.2,2024-09-14T16:01:45.770Z,2024-09-14T18:44:55Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5209822977,230,97.5,5209821139,22,,5209822967,55,15,5209822975,328,,5209822961,74,,5209822973,103,69.4,5209822965,154,,5209822971,102,49.4,5209822963,29,5209821143,56,Center,5209822979,231,50.9,5209822523,72,5209822525,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100889,3,5,1,0,53,59as3grjvj19voay31j3yfgni,1,-1.4,45.6,2024-09-14T16:01:51.665Z,2024-09-14T16:10:37Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5209822707,346,,5209822759,233,17,5209822705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100665,17,5,1,0,53,b3r6d8ydtmtjckam6pku9y400,0,101.4,54.4,2024-09-14T16:01:51.665Z,2024-09-14T16:10:38Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5209822801,233,3,5209821257,56,Center,5209821261,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100943,4,1,1,1,7,59as3grjvj19voay31j3yfgni,1,5.0,50.9,2024-09-14T16:02:05.384Z,2024-09-14T16:02:53Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5209823005,213,1.56,5209826175,189,,5209823003,212,14.1,5209822999,140,5.1,5209822997,56,Back,5209823001,141,71.6,5209823009,237,,5209822995,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101507,7,1,1,1,9,59as3grjvj19voay31j3yfgni,1,5.8,71.1,2024-09-14T16:02:07.708Z,2024-09-14T16:02:55Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5209826071,140,12.2,5209826355,189,,5209826075,212,13.4,5209826073,141,88.1,5209826069,56,Back,5209826077,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100979,5,1,1,1,11,59as3grjvj19voay31j3yfgni,1,13.2,90.9,2024-09-14T16:02:09.744Z,2024-09-14T16:02:59Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209823167,212,19.7,5209823163,140,31.9,5209823165,141,88.7,5209823161,56,Back,5209823169,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720100983,6,50,1,1,13,59as3grjvj19voay31j3yfgni,1,31.2,91.2,2024-09-14T16:02:11.956Z,2024-09-14T16:03:05Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5209823187,285,,5209823453,233,18,5209823185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101025,18,7,1,1,13,b3r6d8ydtmtjckam6pku9y400,1,68.8,8.8,2024-09-14T16:02:11.957Z,2024-09-14T18:45:16Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5210713271,384,,5209823405,286,,5209823403,56,Right,5209823429,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101041,20,1,1,1,21,b3r6d8ydtmtjckam6pku9y400,1,64.7,6.7,2024-09-14T16:02:20.016Z,2024-09-14T16:02:21Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5209823529,213,2.91,5209823517,56,Back,5209823521,141,15.6,5209823519,140,40.4,5209823527,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101073,21,1,1,1,22,b3r6d8ydtmtjckam6pku9y400,1,38.6,18.5,2024-09-14T16:02:21.014Z,2024-09-14T16:02:23Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209823675,212,20.6,5209823673,141,47.2,5209823669,56,Back,5209823671,140,32.3,5209823677,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101099,22,1,1,1,24,b3r6d8ydtmtjckam6pku9y400,1,29.5,55.2,2024-09-14T16:02:23.238Z,2024-09-14T16:02:24Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209823821,212,16.2,5209823817,140,14.8,5209823815,56,Back,5209823819,141,47.9,5209823823,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101213,23,1,1,1,26,b3r6d8ydtmtjckam6pku9y400,1,14.8,47.9,2024-09-14T16:02:24.838Z,2024-09-14T16:02:32Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5209824375,141,19.5,5209824379,213,4.96,5209824377,212,19.9,5209824371,140,19.5,5209824369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101243,24,1,1,1,33,b3r6d8ydtmtjckam6pku9y400,1,30.6,8.3,2024-09-14T16:02:32.094Z,2024-09-14T16:02:34Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209824553,213,3.56,5209824549,141,3.5,5209824547,140,23.7,5209824545,56,Back,5209824551,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101297,25,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,23.7,3.5,2024-09-14T16:02:34.086Z,2024-09-14T16:02:37Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209824873,212,26.4,5209824867,56,Back,5209824875,213,2.17,5209824871,141,35.5,5209824869,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101373,26,1,1,1,39,b3r6d8ydtmtjckam6pku9y400,1,13.3,40.9,2024-09-14T16:02:37.710Z,2024-09-14T16:02:43Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5209825329,140,19.6,5209825331,141,65.4,5209825333,212,17.9,5209825335,213,1.19,5209825327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101539,27,1,1,1,45,b3r6d8ydtmtjckam6pku9y400,1,30.2,81.2,2024-09-14T16:02:43.430Z,2024-09-14T16:02:54Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209826239,140,18.8,5209826247,213,4.19,5209826241,141,50.9,5209826243,212,23.8,5209826237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101565,28,1,1,1,55,b3r6d8ydtmtjckam6pku9y400,1,28.5,48.2,2024-09-14T16:02:53.974Z,2024-09-14T16:02:55Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5209826403,140,36.2,5209826409,213,1.15,5209826405,141,74.7,5209826407,212,19.8,5209826401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101629,29,1,1,1,57,b3r6d8ydtmtjckam6pku9y400,1,36.5,75.7,2024-09-14T16:02:55.703Z,2024-09-14T16:02:59Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209826709,141,69.4,5209826713,213,5.72,5209826705,56,Back,5209826711,212,8.0,5209826707,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101665,30,1,1,2,0,b3r6d8ydtmtjckam6pku9y400,1,42.9,69.4,2024-09-14T16:02:58.975Z,2024-09-14T16:03:01Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5209826943,156,,5209826931,141,45.8,5209826929,140,27.0,5209826927,56,Back,5209826933,212,23.2,5209826935,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101697,31,1,1,2,3,b3r6d8ydtmtjckam6pku9y400,1,27.6,44.3,2024-09-14T16:03:02.191Z,2024-09-14T16:03:04Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5209827157,140,30.9,5209827163,213,4.94,5209827155,56,Back,5209827161,212,15.5,5209827159,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101721,32,1,1,2,5,b3r6d8ydtmtjckam6pku9y400,0,33.7,17.6,2024-09-14T16:03:04.263Z,2024-09-14T16:03:06Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209827293,213,0.69,5209827281,140,65.7,5209827297,1,,5209827285,141,58.5,5209827277,56,Center,5209827289,212,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101757,9,1,1,2,10,59as3grjvj19voay31j3yfgni,1,32.0,41.2,2024-09-14T16:03:08.853Z,2024-09-14T16:03:38Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5209827495,212,19.0,5209827493,141,67.2,5209827491,140,25.5,5209827489,56,Back,5209827497,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101783,10,1,1,2,11,59as3grjvj19voay31j3yfgni,1,25.4,67.2,2024-09-14T16:03:10.261Z,2024-09-14T16:03:37Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5209827631,56,Back,5209827643,213,3.57,5209827641,212,17.8,5209827635,140,10.0,5209827639,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101829,11,1,1,2,13,59as3grjvj19voay31j3yfgni,0,10.6,56.6,2024-09-14T16:03:11.470Z,2024-09-14T16:03:15Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5209827909,141,82.6,5209827913,213,0.30,5209827915,1,,5209827907,140,65.5,5209827911,212,60.3,5209827905,56,Left,5209827903,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101883,34,3,1,2,20,b3r6d8ydtmtjckam6pku9y400,0,35.0,4.0,2024-09-14T16:03:19.015Z,2024-09-14T18:46:09Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5210717835,465,,5209828543,233,12,5209828193,56,Back,5209828547,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101925,12,7,1,2,20,59as3grjvj19voay31j3yfgni,1,65.0,96.0,2024-09-14T16:03:19.016Z,2024-09-14T18:46:11Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209828523,233,34,5210718007,167,,5210718009,385,,5209828405,285,,5209828403,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101931,13,43,1,2,23,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-14T16:03:21.486Z,2024-09-14T16:03:25Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209828753,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720101959,14,5,1,2,25,59as3grjvj19voay31j3yfgni,0,69.2,102.0,2024-09-14T16:03:23.421Z,2024-09-14T16:10:38Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209830087,233,35,5209828601,56,Left,5209828603,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102265,35,5,1,2,25,b3r6d8ydtmtjckam6pku9y400,1,30.8,-2.0,2024-09-14T16:03:23.421Z,2024-09-14T16:10:38Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209830047,56,Back,5209830049,347,,5209830061,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102281,36,1,1,2,41,b3r6d8ydtmtjckam6pku9y400,1,31.2,0.0,2024-09-14T16:03:40.040Z,2024-09-14T16:03:41Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209830159,213,1.30,5209830147,107,,5209830155,141,11.6,5209830153,140,33.6,5209830151,56,Back,5209830157,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102361,37,1,1,2,43,b3r6d8ydtmtjckam6pku9y400,0,33.6,11.6,2024-09-14T16:03:41.504Z,2024-09-14T16:57:45Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5209830539,141,17.7,5209830545,1,,5209830543,213,0.60,5209830533,157,,5209830541,212,7.4,5209830535,56,Back,5209830537,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102339,15,43,1,2,46,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-14T16:03:44.607Z,2024-09-14T16:03:49Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209830461,286,0,5209830459,56,Center,5209830759,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102365,38,4,1,2,47,b3r6d8ydtmtjckam6pku9y400,1,40.6,20.6,2024-09-14T16:03:45.998Z,2024-09-14T16:03:52Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209830783,152,,5209830785,286,,5209830779,294,,5209830831,233,16,5209830777,13,,5209830781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102347,16,4,1,2,47,59as3grjvj19voay31j3yfgni,0,59.4,79.4,2024-09-14T16:03:45.999Z,2024-09-14T16:03:53Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209830859,233,38,5209830573,13,,5209830575,294,,5209830579,152,,5209830577,56,Left,5209830583,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102519,39,1,1,2,55,b3r6d8ydtmtjckam6pku9y400,1,40.5,23.7,2024-09-14T16:03:54.241Z,2024-09-14T16:57:50Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5209831407,56,Back,5209831411,141,20.0,5210114945,189,,5209831405,152,,5209831403,5,,5209831417,213,3.55,5209831413,212,6.4,5209831409,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102533,40,1,1,2,56,b3r6d8ydtmtjckam6pku9y400,1,34.9,20.0,2024-09-14T16:03:54.896Z,2024-09-14T16:57:51Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209831475,141,54.0,5209831473,140,29.3,5209831477,212,23.9,5209831479,213,1.82,5210114961,189,,5209831471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720102595,41,1,1,2,57,b3r6d8ydtmtjckam6pku9y400,1,29.3,54.0,2024-09-14T16:03:55.640Z,2024-09-14T16:03:59Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209831857,141,29.2,5209831867,213,4.93,5209831845,56,Back,5209831861,212,17.3,5209831847,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
