id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2802144579,8,1,1,0,12,c165yjiny1qnmfdvefxvflnkc,1,47.7,15.3,2025-04-17T12:00:21.080Z,2025-04-17T12:00:24Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5657645681,213,2.64,5657645679,212,19.8,5657645675,140,31.1,5657645677,141,29.2,5657645673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144581,9,1,1,0,15,c165yjiny1qnmfdvefxvflnkc,1,29.6,30.7,2025-04-17T12:00:24.360Z,2025-04-17T12:00:27Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5657645705,213,2.48,5657645699,140,10.9,5657645701,141,53.3,5657645703,212,24.9,5657645697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144585,10,1,1,0,18,c165yjiny1qnmfdvefxvflnkc,1,11.9,52.7,2025-04-17T12:00:27.240Z,2025-04-17T12:00:29Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5657645725,213,5.31,5657645717,56,Back,5657645719,140,21.8,5657645723,212,18.6,5657645721,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144589,11,1,1,0,20,c165yjiny1qnmfdvefxvflnkc,1,19.2,26.7,2025-04-17T12:00:29.239Z,2025-04-17T12:00:31Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5657645753,212,18.9,5657645751,141,7.9,5657645749,140,32.5,5657645747,56,Back,5657645755,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144593,12,1,1,0,23,c165yjiny1qnmfdvefxvflnkc,0,33.3,6.5,2025-04-17T12:00:31.764Z,2025-04-17T12:00:33Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5657645775,141,10.7,5657645779,213,0.25,5657645777,212,11.6,5657645771,56,Back,5657645773,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144595,4,61,1,0,25,cftj6g399tknheudaxsdpfdgb,1,57.7,94.1,2025-04-17T12:00:33.500Z,2025-04-17T16:40:59Z,95nyhb9eanuobgbkdccyrwob8,F. Damkjer,,,5657645781,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144601,6,1,1,0,27,cftj6g399tknheudaxsdpfdgb,1,59.9,95.3,2025-04-17T12:00:35.737Z,2025-04-17T12:00:36Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5657645799,141,92.1,5657645795,56,Left,5657645797,140,56.2,5657645803,213,3.65,5657645801,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144605,7,1,1,0,28,cftj6g399tknheudaxsdpfdgb,1,56.2,92.1,2025-04-17T12:00:36.474Z,2025-04-17T12:00:40Z,95nyhb9eanuobgbkdccyrwob8,F. Damkjer,,,5657645823,56,Back,5657645827,141,73.8,5657645825,140,43.1,5657645829,212,18.5,5657645831,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144611,8,1,1,0,31,cftj6g399tknheudaxsdpfdgb,1,43.8,72.6,2025-04-17T12:00:40.426Z,2025-04-17T12:00:45Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5657645875,212,19.4,5657645877,213,4.84,5657645871,140,46.2,5657645873,141,44.3,5657645869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144615,9,1,1,0,37,cftj6g399tknheudaxsdpfdgb,1,54.7,32.7,2025-04-17T12:00:45.802Z,2025-04-17T12:00:49Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5657645905,213,2.13,5657645897,56,Back,5657645899,140,46.1,5657645903,212,17.0,5657645901,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144623,10,1,1,0,40,cftj6g399tknheudaxsdpfdgb,1,47.2,54.0,2025-04-17T12:00:49.354Z,2025-04-17T12:00:51Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5657645939,140,62.7,5657645943,212,16.8,5657645937,56,Center,5657645941,141,48.1,5657645945,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144629,11,1,1,0,42,cftj6g399tknheudaxsdpfdgb,1,62.8,48.1,2025-04-17T12:00:50.922Z,2025-04-17T12:00:53Z,95nyhb9eanuobgbkdccyrwob8,F. Damkjer,,,5657645979,56,Back,5657645981,140,45.6,5657645983,141,55.1,5657645987,213,2.88,5657645985,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144633,12,1,1,0,45,cftj6g399tknheudaxsdpfdgb,1,53.5,53.9,2025-04-17T12:00:53.738Z,2025-04-17T12:00:55Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5657646005,213,4.92,5657645997,56,Center,5657645999,140,57.6,5657646003,212,20.8,5657646001,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144635,13,1,1,0,46,cftj6g399tknheudaxsdpfdgb,1,57.9,23.9,2025-04-17T12:00:55.274Z,2025-04-17T12:00:57Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5657646017,140,77.6,5657646015,56,Right,5657646019,141,3.8,5657646021,212,24.8,5657646023,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144643,14,1,1,0,49,cftj6g399tknheudaxsdpfdgb,1,77.8,3.8,2025-04-17T12:00:57.578Z,2025-04-17T12:00:59Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5657646039,140,88.6,5657646043,212,14.7,5657646037,56,Right,5657646041,141,17.6,5657646045,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144645,15,61,1,0,50,cftj6g399tknheudaxsdpfdgb,0,88.6,17.6,2025-04-17T12:00:59.418Z,2025-04-17T12:00:59Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5657646049,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144655,13,12,1,0,51,c165yjiny1qnmfdvefxvflnkc,1,11.1,75.7,2025-04-17T12:01:00.037Z,2025-04-17T12:01:04Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5657646105,212,24.8,5657646099,56,Back,5657646107,213,0.03,5657646103,141,76.7,5657646101,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144663,15,1,1,0,56,c165yjiny1qnmfdvefxvflnkc,1,36.7,81.1,2025-04-17T12:01:04.600Z,2025-04-17T12:01:09Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5657646147,213,0.20,5657646145,212,10.7,5657646139,56,Back,5657646143,141,84.2,5657646141,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144675,16,1,1,1,1,c165yjiny1qnmfdvefxvflnkc,1,60.8,84.1,2025-04-17T12:01:09.528Z,2025-04-17T12:01:12Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5657646197,212,8.7,5657646195,141,95.1,5657646199,213,1.03,5657646193,140,65.1,5657646191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144683,17,1,1,1,3,c165yjiny1qnmfdvefxvflnkc,1,67.2,95.6,2025-04-17T12:01:12.248Z,2025-04-17T12:01:15Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5657646261,213,6.17,5657646259,212,19.4,5657646255,140,85.6,5657646257,141,92.4,5657646253,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144687,18,1,1,1,7,c165yjiny1qnmfdvefxvflnkc,1,86.5,93.5,2025-04-17T12:01:15.640Z,2025-04-17T12:01:20Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5657646287,140,80.8,5657646285,56,Left,5657646293,213,2.84,5657646289,141,96.2,5657646291,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144689,19,3,1,1,11,c165yjiny1qnmfdvefxvflnkc,0,87.0,94.8,2025-04-17T12:01:20.424Z,2025-04-17T16:42:07Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5657974305,465,,5657646325,233,16,5657646299,286,,5657646297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144691,16,7,1,1,11,cftj6g399tknheudaxsdpfdgb,1,13.0,5.2,2025-04-17T12:01:20.425Z,2025-04-17T16:42:11Z,95nyhb9eanuobgbkdccyrwob8,F. Damkjer,,,5657974325,178,,5657646303,285,,5657646301,56,Back,5657646321,233,19,5657974323,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144697,18,1,1,1,13,cftj6g399tknheudaxsdpfdgb,1,9.6,5.0,2025-04-17T12:01:21.517Z,2025-04-17T16:42:14Z,95nyhb9eanuobgbkdccyrwob8,F. Damkjer,,,5657646333,140,11.7,5657646331,56,Back,5657646337,212,3.7,5657646339,213,0.94,5657646335,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144711,19,1,1,1,14,cftj6g399tknheudaxsdpfdgb,0,11.7,9.4,2025-04-17T12:01:22.986Z,2025-04-17T12:01:26Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5657646413,140,52.8,5657646411,56,Right,5657646421,1,,5657646419,213,0.03,5657646415,141,11.0,5657646417,212,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144723,21,1,1,1,21,c165yjiny1qnmfdvefxvflnkc,1,42.3,89.4,2025-04-17T12:01:30.126Z,2025-04-17T16:42:36Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5657646497,141,60.0,5657646495,140,13.0,5657646499,212,36.7,5657646503,1,,5657646501,213,3.72,5657646493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144733,22,1,1,1,22,c165yjiny1qnmfdvefxvflnkc,1,19.4,60.7,2025-04-17T12:01:31.079Z,2025-04-17T16:42:41Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5657646551,56,Back,5657646553,140,26.0,5657646559,213,1.24,5657646555,141,90.0,5657646557,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144743,23,1,1,1,26,c165yjiny1qnmfdvefxvflnkc,1,31.6,89.4,2025-04-17T12:01:34.776Z,2025-04-17T12:01:57Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5657646599,56,Back,5657646601,140,33.9,5657646603,141,79.3,5657646607,213,5.05,5657646605,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144745,24,1,1,1,30,c165yjiny1qnmfdvefxvflnkc,1,36.8,68.7,2025-04-17T12:01:38.584Z,2025-04-17T12:01:40Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5657646625,141,33.9,5657646629,213,4.49,5657646627,212,24.3,5657646621,56,Back,5657646623,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144751,25,1,1,1,31,c165yjiny1qnmfdvefxvflnkc,1,31.7,33.9,2025-04-17T12:01:40.103Z,2025-04-17T12:01:45Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5657646663,213,5.15,5657646659,141,10.6,5657646661,212,17.5,5657646655,56,Back,5657646657,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144753,26,1,1,1,36,c165yjiny1qnmfdvefxvflnkc,0,41.1,8.0,2025-04-17T12:01:44.589Z,2025-04-17T16:42:52Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5657646675,212,15.7,5657646669,56,Right,5657646677,213,5.88,5657646673,141,0.0,5657646671,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144767,20,5,1,1,37,cftj6g399tknheudaxsdpfdgb,1,47.2,101.4,2025-04-17T12:01:45.958Z,2025-04-17T12:36:58Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5657646721,56,Back,5657646723,347,,5657646725,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144757,27,5,1,1,37,c165yjiny1qnmfdvefxvflnkc,0,52.8,-1.4,2025-04-17T12:01:45.958Z,2025-04-17T12:01:51Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5657646693,56,Right,5657646731,233,20,5657646695,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144785,21,1,1,1,58,cftj6g399tknheudaxsdpfdgb,0,42.5,100.0,2025-04-17T12:02:07.003Z,2025-04-17T12:02:08Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5657646857,212,6.9,5657646855,141,91.8,5657646859,213,4.65,5657646851,56,Back,5657646853,140,42.1,5657646849,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144789,28,8,1,1,59,c165yjiny1qnmfdvefxvflnkc,1,61.8,16.8,2025-04-17T12:02:08.312Z,2025-04-17T16:43:07Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5657646867,56,Right,5657975159,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144801,30,1,1,2,4,c165yjiny1qnmfdvefxvflnkc,1,75.9,43.0,2025-04-17T12:02:12.570Z,2025-04-17T12:02:45Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,1.0,,5657646955,140,85.9,5657646961,213,6.21,5657646959,212,10.5,5657647383,210,15,5657646957,141,41.9,5657646953,56,Center,5657647385,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144803,31,15,1,2,6,c165yjiny1qnmfdvefxvflnkc,1,86.8,46.1,2025-04-17T12:02:14.632Z,2025-04-17T12:02:45Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5657647405,230,98.5,5657647409,233,22,5657647407,231,48.6,5657647393,55,30,5657647389,29,,5657647387,78,,5657647399,103,19,5657647397,102,50.8,5657647251,82,5657647403,147,46.8,5657647247,72,5657647391,154,5657646971,56,Center,5657647401,146,88.6,5657646967,22,5657646969,17,,,,,,,,,,,,,,,,,
2802144807,22,10,1,2,6,cftj6g399tknheudaxsdpfdgb,1,13.4,52.6,2025-04-17T12:02:14.732Z,2025-04-17T16:43:27Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5657646991,94,,5657646993,56,Back,5657647429,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144817,32,1,1,2,11,c165yjiny1qnmfdvefxvflnkc,0,78.4,85.2,2025-04-17T12:02:19.607Z,2025-04-17T16:43:44Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5657647047,141,80.1,5657647049,212,4.0,5657647045,140,80.3,5657647051,213,5.23,5657647043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144821,23,61,1,2,12,cftj6g399tknheudaxsdpfdgb,1,19.2,23.5,2025-04-17T12:02:20.469Z,2025-04-17T16:43:39Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5657647069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144831,24,1,1,2,14,cftj6g399tknheudaxsdpfdgb,0,11.4,12.8,2025-04-17T12:02:22.722Z,2025-04-17T16:43:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5657647135,1,,5657647123,157,,5657647127,140,24.8,5657647129,141,63.0,5657647125,56,Back,5657647133,213,1.18,5657647131,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144835,33,1,1,2,16,c165yjiny1qnmfdvefxvflnkc,0,69.1,39.4,2025-04-17T12:02:24.599Z,2025-04-17T12:02:25Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5657647151,213,5.82,5657647147,141,36.4,5657647145,140,73.0,5657647149,212,4.6,5657647141,3,,5657647143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144841,25,1,1,2,17,cftj6g399tknheudaxsdpfdgb,0,19.8,74.0,2025-04-17T12:02:26.122Z,2025-04-17T16:44:03Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5657647201,140,43.4,5657647203,141,100.0,5657647199,56,Back,5657647205,212,31.3,5657647207,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144843,26,5,1,2,21,cftj6g399tknheudaxsdpfdgb,0,41.4,101.6,2025-04-17T12:02:30.038Z,2025-04-17T12:36:59Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5657647209,56,Back,5657647261,233,34,5657647211,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144855,34,5,1,2,21,c165yjiny1qnmfdvefxvflnkc,1,58.6,-1.6,2025-04-17T12:02:30.038Z,2025-04-17T12:36:59Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5657647257,233,26,5657647245,347,,5657647243,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
