id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2800580301,9,1,1,0,13,ahnt9ejgwj58ul8auzdvi3czf,1,51.3,10.0,2025-04-13T12:00:21.479Z,2025-04-13T12:00:23Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5648920791,212,13.4,5648920789,141,17.5,5648920787,140,39.5,5648920785,56,Back,5648920793,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580347,10,1,1,0,16,ahnt9ejgwj58ul8auzdvi3czf,1,41.1,24.2,2025-04-13T12:00:23.783Z,2025-04-13T12:00:27Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648921021,1,,5648921011,56,Back,5648921015,141,71.3,5648921017,212,32.7,5648921019,213,1.78,5648921013,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580377,11,1,1,0,19,ahnt9ejgwj58ul8auzdvi3czf,0,33.5,75.9,2025-04-13T12:00:27.095Z,2025-04-13T12:00:29Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5648921173,56,Back,5648921185,213,0.87,5648921175,140,45.2,5648921181,212,18.9,5648921177,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580389,3,8,1,0,22,cftj6g399tknheudaxsdpfdgb,1,68.2,19.7,2025-04-13T12:00:30.706Z,2025-04-13T15:23:36Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5648921241,56,Right,5650124995,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580457,5,1,1,0,24,cftj6g399tknheudaxsdpfdgb,0,74.8,8.0,2025-04-13T12:00:32.073Z,2025-04-13T15:23:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5648921607,140,86.9,5648921615,213,1.12,5648921611,141,46.2,5648921613,212,28.9,5648921601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580473,12,12,1,0,25,ahnt9ejgwj58ul8auzdvi3czf,1,11.7,46.7,2025-04-13T12:00:33.016Z,2025-04-13T12:00:44Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648921683,56,Back,5648921715,167,,5648921685,140,0.0,5648921687,141,88.7,5648921689,212,31.7,5648921691,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580467,6,6,1,0,26,cftj6g399tknheudaxsdpfdgb,1,90.6,38.8,2025-04-13T12:00:33.978Z,2025-04-13T12:37:14Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5648921875,233,13,5648922811,75,,5648921705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800580475,13,6,1,0,26,ahnt9ejgwj58ul8auzdvi3czf,0,9.4,61.2,2025-04-13T12:00:33.978Z,2025-04-13T15:24:09Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648921823,233,6,5648921785,56,Back,5648921787,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581175,7,1,1,1,17,cftj6g399tknheudaxsdpfdgb,0,99.4,0.7,2025-04-13T12:01:25.523Z,2025-04-13T15:24:04Z,195o7hchielt14ic49r3k06sq,Serginho,,,5648925329,56,Center,5648925333,140,90.5,5648925319,2,,5648925321,6,,5648925341,1,,5650127765,224,,5650127767,20,,5648925335,141,61.1,5648925337,212,42.1,5648925339,213,1.79,5648925323,155,,,,,,,,,,,,,,,,,,,,,,
2800581187,14,44,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,8.6,38.2,2025-04-13T12:01:28.434Z,2025-04-13T12:01:32Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5648925393,233,8,5648925383,56,Back,5648925385,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581181,8,44,1,1,20,cftj6g399tknheudaxsdpfdgb,0,91.4,61.8,2025-04-13T12:01:28.435Z,2025-04-13T12:01:33Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5648925361,286,,5648925359,56,Center,5648925405,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581229,15,12,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,8.1,39.4,2025-04-13T12:01:28.578Z,2025-04-13T15:24:27Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5648925601,15,,5648925557,56,Back,5648925561,140,16.3,5648925565,141,14.6,5648925567,212,18.9,5648925569,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581317,9,1,1,1,27,cftj6g399tknheudaxsdpfdgb,1,84.5,87.7,2025-04-13T12:01:35.219Z,2025-04-13T12:39:56Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5648926017,56,Back,5648926019,140,44.9,5648926033,1,,5648926029,213,3.15,5648926027,212,41.6,5648926023,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581411,10,1,1,1,30,cftj6g399tknheudaxsdpfdgb,1,43.7,86.1,2025-04-13T12:01:37.907Z,2025-04-13T15:24:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5648926479,56,Back,5648926483,141,44.0,5650130905,1,,5648926481,140,25.9,5648926489,213,4.13,5648926485,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581439,11,1,1,1,35,cftj6g399tknheudaxsdpfdgb,1,27.5,40.3,2025-04-13T12:01:43.012Z,2025-04-13T15:24:50Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5648926635,56,Back,5648926643,213,5.33,5648926639,141,15.0,5648926641,212,21.1,5648926637,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581489,12,1,1,1,37,cftj6g399tknheudaxsdpfdgb,1,36.9,15.2,2025-04-13T12:01:44.916Z,2025-04-13T15:24:58Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5648926907,212,28.9,5648926903,141,46.8,5648926899,140,18.5,5648926897,56,Back,5648926913,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581543,13,1,1,1,40,cftj6g399tknheudaxsdpfdgb,1,18.8,48.8,2025-04-13T12:01:48.036Z,2025-04-13T12:01:50Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5648927173,141,69.3,5648927165,56,Back,5648927175,212,15.7,5648927169,140,25.7,5648927177,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581673,14,1,1,1,42,cftj6g399tknheudaxsdpfdgb,1,24.4,69.4,2025-04-13T12:01:50.676Z,2025-04-13T12:01:56Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5648927815,56,Back,5648927819,141,49.3,5648927817,140,13.6,5648927821,212,17.8,5648927823,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581701,15,1,1,1,49,cftj6g399tknheudaxsdpfdgb,1,13.8,49.3,2025-04-13T12:01:56.772Z,2025-04-13T12:01:59Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5648927973,56,Back,5648927981,213,1.60,5648927977,141,67.8,5648927979,212,12.6,5648927975,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581751,16,1,1,1,51,cftj6g399tknheudaxsdpfdgb,1,13.5,69.4,2025-04-13T12:01:59.156Z,2025-04-13T12:02:02Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5648928191,212,15.1,5648928187,140,5.8,5648928189,141,50.6,5648928185,56,Back,5648928193,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581771,17,1,1,1,54,cftj6g399tknheudaxsdpfdgb,0,7.4,45.8,2025-04-13T12:02:02.340Z,2025-04-13T15:25:15Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5648928259,56,Back,5648928261,140,29.8,5648928263,141,48.1,5648928267,213,0.07,5648928265,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581769,16,8,1,1,55,ahnt9ejgwj58ul8auzdvi3czf,1,58.7,49.6,2025-04-13T12:02:03.547Z,2025-04-13T15:25:22Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5648928253,56,Center,5650133199,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581839,17,43,1,1,57,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-13T12:02:04.757Z,2025-04-13T15:25:43Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5650134907,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581851,18,1,1,1,58,ahnt9ejgwj58ul8auzdvi3czf,0,77.4,60.1,2025-04-13T12:02:06.075Z,2025-04-13T15:26:07Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5648928627,56,Center,5648928633,212,23.1,5648928629,140,80.9,5648928631,141,26.6,5648928635,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581833,18,43,1,1,59,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-13T12:02:07.412Z,2025-04-13T15:26:14Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5650137447,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581933,19,1,1,2,4,cftj6g399tknheudaxsdpfdgb,1,41.5,85.9,2025-04-13T12:02:12.404Z,2025-04-13T15:26:20Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5648929037,213,5.97,5648929035,212,21.3,5648929031,140,60.8,5648929033,141,76.1,5648929029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581959,20,1,1,2,8,cftj6g399tknheudaxsdpfdgb,1,65.9,83.2,2025-04-13T12:02:16.069Z,2025-04-13T12:02:17Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5648929153,56,Left,5648929157,140,75.5,5648929161,212,10.8,5648929159,141,89.1,5648929163,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581985,21,1,1,2,9,cftj6g399tknheudaxsdpfdgb,0,77.4,91.4,2025-04-13T12:02:17.685Z,2025-04-13T12:02:49Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5648929303,213,4.84,5648929299,141,86.5,5648929297,140,77.8,5648929295,56,Left,5648929301,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582337,25,61,1,2,11,ahnt9ejgwj58ul8auzdvi3czf,1,25.5,2.8,2025-04-13T12:02:18.931Z,2025-04-13T12:02:46Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5648931047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581987,22,3,1,2,11,cftj6g399tknheudaxsdpfdgb,0,76.4,74.3,2025-04-13T12:02:19.525Z,2025-04-13T15:26:45Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5650139789,465,,5648929327,286,,5648929515,233,19,5648929325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582009,19,7,1,2,11,ahnt9ejgwj58ul8auzdvi3czf,1,23.6,25.7,2025-04-13T12:02:19.526Z,2025-04-13T15:26:51Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5650140173,384,,5648929481,233,22,5648929453,56,Back,5650140175,178,,5648929455,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582033,20,1,1,2,12,ahnt9ejgwj58ul8auzdvi3czf,0,20.6,40.6,2025-04-13T12:02:20.123Z,2025-04-13T15:26:54Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648929577,213,5.92,5648929569,56,Back,5648929575,212,14.1,5648929571,140,33.1,5648929573,141,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800581999,23,8,1,2,13,cftj6g399tknheudaxsdpfdgb,1,70.9,61.7,2025-04-13T12:02:21.429Z,2025-04-13T15:27:01Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5648929393,56,Center,5650140715,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582115,24,1,1,2,17,cftj6g399tknheudaxsdpfdgb,1,73.2,25.8,2025-04-13T12:02:25.013Z,2025-04-13T15:27:08Z,195o7hchielt14ic49r3k06sq,Serginho,,,5648929971,141,29.7,5648929975,213,0.19,5648929967,56,Center,5648929969,140,86.6,5648929973,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582131,25,3,1,2,20,cftj6g399tknheudaxsdpfdgb,0,88.6,28.4,2025-04-13T12:02:28.501Z,2025-04-13T15:27:20Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5648930029,56,Center,5648930031,286,,5648930253,233,21,5650142271,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582157,21,7,1,2,20,ahnt9ejgwj58ul8auzdvi3czf,1,11.4,71.6,2025-04-13T12:02:28.502Z,2025-04-13T15:27:26Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5650142675,383,,5648930191,56,Back,5650142677,178,,5648930193,285,,5648930237,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582175,22,1,1,2,23,ahnt9ejgwj58ul8auzdvi3czf,0,23.3,68.9,2025-04-13T12:02:30.875Z,2025-04-13T17:14:40Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5650143611,1,,5648930283,140,25.3,5650143779,236,,5650715937,233,26,5648930285,141,64.5,5648930289,213,5.32,5648930287,212,3.7,5650143609,157,,5648930281,56,Back,5650143781,286,,,,,,,,,,,,,,,,,,,,,,,,,
2800582167,26,74,1,2,23,cftj6g399tknheudaxsdpfdgb,1,80.0,33.0,2025-04-13T12:02:30.876Z,2025-04-13T12:02:33Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5648930249,56,Center,5648930251,285,,5648930329,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582277,24,4,1,2,28,ahnt9ejgwj58ul8auzdvi3czf,1,37.4,58.2,2025-04-13T12:02:35.988Z,2025-04-13T12:02:40Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5648930807,233,27,5648930793,265,,5648930795,286,,5648930787,13,,5648930789,56,Back,5648930791,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582243,27,4,1,2,28,cftj6g399tknheudaxsdpfdgb,0,62.6,41.8,2025-04-13T12:02:35.989Z,2025-04-13T12:02:41Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5648930635,285,,5648930847,233,24,5648930631,152,,5648930629,56,Center,5648930633,265,,5648930627,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582685,26,1,1,2,56,ahnt9ejgwj58ul8auzdvi3czf,1,46.3,55.2,2025-04-13T12:03:04.044Z,2025-04-13T12:03:06Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5648932907,5,,5648932909,152,,5648932913,56,Back,5648932917,140,44.0,5648932925,212,18.7,5648932929,213,1.70,5648932921,141,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582757,27,1,1,2,58,ahnt9ejgwj58ul8auzdvi3czf,1,43.0,75.6,2025-04-13T12:03:06.076Z,2025-04-13T15:28:08Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5648933291,140,33.8,5648933293,141,44.6,5648933287,56,Back,5648933297,213,4.28,5648933295,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582785,28,1,1,3,2,ahnt9ejgwj58ul8auzdvi3czf,1,34.3,45.2,2025-04-13T12:03:10.588Z,2025-04-13T15:28:15Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648933485,56,Back,5648933487,140,40.0,5648933489,141,50.3,5648933491,212,6.9,5648933493,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582795,28,83,1,3,4,cftj6g399tknheudaxsdpfdgb,0,61.8,56.6,2025-04-13T12:03:11.730Z,2025-04-13T13:57:02Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5648933795,399,lioz4hr2umpne2bwar18qa96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582825,29,1,1,3,4,ahnt9ejgwj58ul8auzdvi3czf,1,38.5,48.5,2025-04-13T12:03:12.636Z,2025-04-13T15:28:23Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5648933673,212,12.3,5648933667,56,Back,5648933669,140,28.1,5648933677,213,3.61,5648933671,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582865,30,1,1,3,7,ahnt9ejgwj58ul8auzdvi3czf,0,32.6,46.2,2025-04-13T12:03:15.213Z,2025-04-13T15:28:37Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648933895,140,49.9,5648933903,1,,5648933899,212,37.1,5648933897,141,0.0,5648933901,213,5.22,5648933893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582883,29,5,1,3,9,cftj6g399tknheudaxsdpfdgb,1,52.8,101.6,2025-04-13T12:03:16.775Z,2025-04-13T12:03:20Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5648933975,347,,5648934005,233,31,5648933973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582875,31,5,1,3,9,ahnt9ejgwj58ul8auzdvi3czf,0,47.2,-1.6,2025-04-13T12:03:16.775Z,2025-04-13T12:37:05Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5648934039,233,29,5648933937,56,Back,5648933939,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
