id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/12/value,qualifier/17/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2702826731,8,1,1,0,53,anga7587r1zv4ey71ge9zxol3,1,12.6,67.5,2024-07-22T17:01:58.829Z,2024-07-22T17:02:02Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5114637241,213,5.13,5114637243,1,,5114637239,212,35.5,5114637233,56,Back,5114637237,141,19.9,5114637231,155,,5114637235,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826733,9,44,1,0,56,anga7587r1zv4ey71ge9zxol3,1,31.2,13.4,2024-07-22T17:02:01.997Z,2024-07-22T17:02:03Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5114637247,56,Back,5114637249,285,,5114637265,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826737,11,44,1,0,56,b3r6d8ydtmtjckam6pku9y400,0,68.8,86.6,2024-07-22T17:02:01.998Z,2024-07-22T17:02:03Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5114637261,56,Left,5114637269,233,9,5114637263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826741,10,1,1,0,57,anga7587r1zv4ey71ge9zxol3,1,26.4,20.3,2024-07-22T17:02:02.477Z,2024-07-22T17:02:04Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5114637297,213,0.12,5114637291,140,57.6,5114637295,212,33.0,5114637287,3,,5114637299,1,,5114637293,141,26.1,5114637289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826743,11,1,1,0,58,anga7587r1zv4ey71ge9zxol3,0,57.6,26.1,2024-07-22T17:02:04.366Z,2024-07-22T17:02:05Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5114637303,3,,5114637313,213,1.69,5114637309,141,36.3,5114637311,212,7.0,5114637305,56,Center,5114637307,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826753,13,1,1,1,0,b3r6d8ydtmtjckam6pku9y400,1,43.6,63.5,2024-07-22T17:02:06.181Z,2024-07-22T17:02:08Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5114637343,140,36.8,5114637349,213,2.42,5114637341,56,Back,5114637345,141,72.8,5114637347,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826759,14,1,1,1,2,b3r6d8ydtmtjckam6pku9y400,1,37.8,72.2,2024-07-22T17:02:08.148Z,2024-07-22T17:02:11Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5114637381,212,6.9,5114637379,141,64.7,5114637375,56,Back,5114637377,140,42.2,5114637383,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826765,15,1,1,1,6,b3r6d8ydtmtjckam6pku9y400,1,44.8,61.1,2024-07-22T17:02:11.764Z,2024-07-22T17:02:16Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5114637403,140,44.7,5114637409,213,4.71,5114637401,56,Back,5114637411,1,,5114637405,141,11.2,5114637407,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826777,16,1,1,1,10,b3r6d8ydtmtjckam6pku9y400,1,46.3,9.7,2024-07-22T17:02:16.324Z,2024-07-22T17:02:20Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5114637479,140,45.8,5114637481,141,31.3,5114637485,213,1.61,5114637477,56,Back,5114637483,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826783,17,1,1,1,15,b3r6d8ydtmtjckam6pku9y400,1,53.5,37.3,2024-07-22T17:02:20.739Z,2024-07-22T17:02:23Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5114637517,56,Center,5114637523,212,16.0,5114637525,213,1.53,5114637519,140,54.1,5114637521,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826787,18,1,1,1,18,b3r6d8ydtmtjckam6pku9y400,1,54.2,59.9,2024-07-22T17:02:23.588Z,2024-07-22T17:02:26Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5114637565,213,1.31,5114637561,141,89.6,5114637557,56,Left,5114637559,140,59.3,5114637563,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826791,19,1,1,1,20,b3r6d8ydtmtjckam6pku9y400,1,59.3,89.6,2024-07-22T17:02:26.324Z,2024-07-22T17:02:28Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5114637587,212,9.4,5114637585,141,95.4,5114637581,56,Left,5114637589,213,0.43,5114637583,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826797,20,1,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,65.2,93.6,2024-07-22T17:02:28.804Z,2024-07-22T17:02:30Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5114637621,56,Left,5114637625,141,84.3,5114637627,212,13.8,5114637623,140,53.5,5114637629,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826807,21,1,1,1,24,b3r6d8ydtmtjckam6pku9y400,1,45.7,76.5,2024-07-22T17:02:30.163Z,2024-07-22T17:02:32Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5114637667,140,40.4,5114637665,56,Back,5114637669,141,38.6,5114637673,213,4.50,5114637671,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826821,22,1,1,1,27,b3r6d8ydtmtjckam6pku9y400,1,45.1,40.6,2024-07-22T17:02:32.772Z,2024-07-22T17:02:39Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5114637759,141,83.3,5114637763,213,0.54,5114637753,155,,5114637765,1,,5114637757,140,91.3,5114637761,212,56.5,5114637755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826823,23,1,1,1,33,b3r6d8ydtmtjckam6pku9y400,1,95.4,93.6,2024-07-22T17:02:39.444Z,2024-07-22T17:02:41Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5114637777,213,3.67,5114637771,140,81.9,5114637769,56,Left,5114637775,212,16.5,5114637773,141,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826827,24,1,1,1,36,b3r6d8ydtmtjckam6pku9y400,1,83.9,85.8,2024-07-22T17:02:41.764Z,2024-07-22T17:02:44Z,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,5114637793,213,0.98,5114637791,212,8.7,5114637789,141,96.5,5114637787,140,88.5,5114637785,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826839,25,1,1,1,38,b3r6d8ydtmtjckam6pku9y400,1,88.5,94.2,2024-07-22T17:02:44.180Z,2024-07-22T17:02:47Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5114637865,212,8.8,5114637861,140,80.1,5114637867,213,3.14,5114637859,56,Left,5114637863,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826831,12,83,1,1,39,anga7587r1zv4ey71ge9zxol3,0,14.3,12.5,2024-07-22T17:02:44.781Z,2024-07-22T17:02:51Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5114637949,399,e81dfbtza1g8v3lozf39x3f85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826847,26,1,1,1,41,b3r6d8ydtmtjckam6pku9y400,0,79.6,92.6,2024-07-22T17:02:46.932Z,2024-07-22T19:42:59Z,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,5114898553,387,,5114898555,20,,5114898551,225,,5114637909,140,91.3,5114637903,2,,5114637913,212,39.9,5114637907,56,Center,5114637917,1,,5114637915,213,5.03,5114637905,155,5114637911,141,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826843,13,44,1,1,43,anga7587r1zv4ey71ge9zxol3,1,8.9,61.4,2024-07-22T17:02:49.261Z,2024-07-22T17:02:52Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5114637887,56,Back,5114637959,233,27,5114637889,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826851,27,44,1,1,43,b3r6d8ydtmtjckam6pku9y400,0,91.1,38.6,2024-07-22T17:02:49.262Z,2024-07-22T17:02:52Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5114637931,56,Center,5114637971,233,13,5114637933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826849,14,12,1,1,44,anga7587r1zv4ey71ge9zxol3,1,9.1,59.5,2024-07-22T17:02:49.853Z,2024-07-22T17:02:51Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5114637935,15,,5114637927,212,25.3,5114637921,56,Back,5114637925,141,73.4,5114637929,213,0.38,5114637923,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826861,28,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,1,73.7,14.6,2024-07-22T17:02:52.243Z,2024-07-22T17:02:54Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5114637993,212,12.9,5114637989,140,63.4,5114637991,141,25.0,5114637987,56,Center,5114637995,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826867,29,1,1,1,48,b3r6d8ydtmtjckam6pku9y400,1,63.6,25.9,2024-07-22T17:02:54.388Z,2024-07-22T17:02:57Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5114638029,56,Center,5114638033,141,51.5,5114638037,213,1.64,5114638031,140,62.4,5114638035,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826871,30,1,1,1,51,b3r6d8ydtmtjckam6pku9y400,0,64.6,48.1,2024-07-22T17:02:56.948Z,2024-07-22T17:02:57Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5114638063,213,5.74,5114638059,141,41.9,5114638055,56,Center,5114638061,212,8.2,5114638057,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826875,15,8,1,1,53,anga7587r1zv4ey71ge9zxol3,1,30.7,52.5,2024-07-22T17:02:58.621Z,2024-07-22T19:43:20Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5114638079,56,Back,5114899319,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826883,31,1,1,1,53,b3r6d8ydtmtjckam6pku9y400,1,73.0,49.6,2024-07-22T17:02:58.947Z,2024-07-22T17:03:00Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5114638125,213,4.58,5114638119,140,72.3,5114638121,141,41.6,5114638123,212,5.5,5114638117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826885,32,3,1,1,55,b3r6d8ydtmtjckam6pku9y400,0,70.7,42.2,2024-07-22T17:03:00.788Z,2024-07-22T19:44:30Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5114639259,286,,5114639275,233,16,5114638133,56,Center,5114901939,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826895,16,7,1,1,55,anga7587r1zv4ey71ge9zxol3,1,29.3,57.8,2024-07-22T17:03:00.789Z,2024-07-22T19:44:40Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,,5114638189,56,Back,5114639271,233,32,5114902285,384,,5114638191,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826911,18,1,1,1,58,anga7587r1zv4ey71ge9zxol3,1,31.3,65.1,2024-07-22T17:03:03.565Z,2024-07-22T17:03:10Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5114638285,141,80.8,5114638281,56,Back,5114638287,212,19.7,5114638283,140,47.1,5114638289,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826913,19,3,1,2,4,anga7587r1zv4ey71ge9zxol3,0,69.9,93.6,2024-07-22T17:03:09.901Z,2024-07-22T19:44:58Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5114638329,233,33,5114638295,286,,5114902867,465,,5114638293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826917,33,7,1,2,4,b3r6d8ydtmtjckam6pku9y400,1,30.1,6.4,2024-07-22T17:03:09.902Z,2024-07-22T19:45:05Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5114638313,285,,5114638309,167,,5114638311,56,Back,5114638315,233,19,5114903075,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826933,20,5,1,2,5,anga7587r1zv4ey71ge9zxol3,1,69.6,101.6,2024-07-22T17:03:10.941Z,2024-07-22T17:03:18Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5114638383,347,,5114638385,233,34,5114638381,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826921,34,5,1,2,5,b3r6d8ydtmtjckam6pku9y400,0,30.4,-1.6,2024-07-22T17:03:10.941Z,2024-07-22T17:50:19Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5114638337,347,,5114638335,56,Back,5114638389,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826937,21,1,1,2,12,anga7587r1zv4ey71ge9zxol3,1,65.5,100.0,2024-07-22T17:03:17.869Z,2024-07-22T17:03:19Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5114638405,107,,5114638415,213,3.60,5114638411,141,84.7,5114638407,56,Back,5114638417,1,,5114638413,212,25.9,5114638409,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826943,22,1,1,2,13,anga7587r1zv4ey71ge9zxol3,1,43.4,84.7,2024-07-22T17:03:18.813Z,2024-07-22T17:03:19Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5114638447,140,46.9,5114638453,213,5.81,5114638445,56,Back,5114638449,141,81.9,5114638451,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702826949,23,1,1,2,14,anga7587r1zv4ey71ge9zxol3,1,46.9,81.9,2024-07-22T17:03:19.709Z,2024-07-22T17:03:29Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5114638493,213,4.12,5114638491,212,25.3,5114638489,141,51.1,5114638485,56,Back,5114638487,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
