id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/16/value
2814167097,7,1,1,0,12,anga7587r1zv4ey71ge9zxol3,1,31.2,95.6,2025-05-12T17:00:37.550Z,2025-05-12T20:24:01Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5723845521,141,84.0,5723845525,213,4.58,5723845523,212,8.0,5723845517,56,Back,5723845519,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167101,8,4,1,0,13,anga7587r1zv4ey71ge9zxol3,1,30.0,86.4,2025-05-12T17:00:38.775Z,2025-05-12T20:24:02Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5723845577,294,,5723845573,13,,5723845583,152,,5723845585,285,,5723845587,233,7,5723845581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167095,7,4,1,0,13,c165yjiny1qnmfdvefxvflnkc,0,70.0,13.6,2025-05-12T17:00:38.776Z,2025-05-12T21:50:24Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5723845545,152,,5723845609,233,8,5723845541,13,,5723845543,56,Right,5723892857,294,,5723845549,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167219,9,1,1,0,35,anga7587r1zv4ey71ge9zxol3,1,28.6,92.1,2025-05-12T17:01:00.743Z,2025-05-12T20:25:27Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5723846193,1,,5723846181,152,,5723846187,141,72.8,5723846185,140,94.6,5723846179,157,,5723846191,213,6.10,5723846183,56,Center,5723846189,212,70.5,5723846177,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167223,10,61,1,0,37,anga7587r1zv4ey71ge9zxol3,0,94.6,72.8,2025-05-12T17:01:02.479Z,2025-05-12T17:51:08Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5723846213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197477,418,1,1,0,40,c165yjiny1qnmfdvefxvflnkc,1,10.3,20.3,2025-05-12T17:01:05.108Z,2025-05-12T17:48:36Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5724018929,56,Back,5724018937,213,4.56,5724018935,212,3.5,5724018931,140,9.8,5724018933,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197657,420,1,1,0,41,c165yjiny1qnmfdvefxvflnkc,0,6.4,10.3,2025-05-12T17:01:06.108Z,2025-05-12T20:25:42Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5724019879,157,,5724019891,1,,5724019883,140,10.0,5724019887,212,3.8,5724019885,141,9.6,5724019881,56,Back,5724019889,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814199253,473,61,1,0,41,anga7587r1zv4ey71ge9zxol3,1,90.2,87.7,2025-05-12T17:01:06.208Z,2025-05-12T21:54:11Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5724029085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197845,421,1,1,0,43,c165yjiny1qnmfdvefxvflnkc,1,30.4,10.1,2025-05-12T17:01:08.108Z,2025-05-12T17:49:10Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5724020933,56,Back,5724020947,212,4.8,5724020941,141,5.3,5724020937,140,27.0,5724020951,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197923,422,1,1,0,44,c165yjiny1qnmfdvefxvflnkc,1,28.9,5.5,2025-05-12T17:01:09.108Z,2025-05-12T17:49:18Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5724021387,141,15.0,5724021385,140,38.8,5724021391,213,0.56,5724021383,56,Back,5724021389,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814198085,423,1,1,0,46,c165yjiny1qnmfdvefxvflnkc,0,43.5,24.9,2025-05-12T17:01:11.108Z,2025-05-12T17:49:35Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5724022383,140,59.2,5724022381,56,Center,5724022387,212,23.4,5724022385,141,49.4,5724022389,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167257,11,8,1,0,48,anga7587r1zv4ey71ge9zxol3,1,30.5,48.1,2025-05-12T17:01:13.711Z,2025-05-12T20:25:59Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5724482845,383,,5723846439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167287,13,1,1,0,49,anga7587r1zv4ey71ge9zxol3,1,29.3,56.6,2025-05-12T17:01:14.567Z,2025-05-12T17:51:43Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5723846607,213,1.00,5723846601,140,37.2,5723846605,212,15.3,5723846599,56,Back,5723846603,141,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814198301,424,83,1,0,52,c165yjiny1qnmfdvefxvflnkc,0,59.3,9.8,2025-05-12T17:01:17.108Z,2025-05-12T20:26:21Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5724023779,399,79b0b6eqck5vn4b3fawxsaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167293,14,1,1,0,52,anga7587r1zv4ey71ge9zxol3,1,36.1,86.5,2025-05-12T17:01:17.487Z,2025-05-12T20:26:20Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5723846647,56,Back,5723846653,212,11.6,5723846649,140,46.4,5723846655,213,5.92,5723846651,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167335,15,1,1,0,53,anga7587r1zv4ey71ge9zxol3,1,46.2,76.9,2025-05-12T17:01:18.855Z,2025-05-12T20:26:49Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5723846989,56,Center,5723846997,213,6.27,5723846995,212,29.0,5723846991,140,73.8,5723846993,141,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167339,16,61,1,1,1,anga7587r1zv4ey71ge9zxol3,0,95.4,70.1,2025-05-12T17:01:27.071Z,2025-05-12T17:51:03Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5723847005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814198503,425,12,1,1,2,c165yjiny1qnmfdvefxvflnkc,1,3.7,31.9,2025-05-12T17:01:27.108Z,2025-05-12T17:51:14Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5724028133,140,0.0,5724028135,141,30.3,5724028137,212,5.1,5724028131,167,,5724028139,213,3.36,5724024829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167533,8,6,1,1,2,c165yjiny1qnmfdvefxvflnkc,0,12.8,43.6,2025-05-12T17:01:27.851Z,2025-05-12T20:27:13Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5723848323,56,Back,5723855643,233,17,5723848325,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167341,17,6,1,1,2,anga7587r1zv4ey71ge9zxol3,1,87.2,56.4,2025-05-12T17:01:27.851Z,2025-05-12T17:55:52Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5723847059,56,Center,5723847063,73,,5723855619,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167523,18,1,1,1,40,anga7587r1zv4ey71ge9zxol3,1,99.5,99.5,2025-05-12T17:02:05.961Z,2025-05-12T20:27:15Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5723848207,2,,5723848217,140,91.2,5723848225,1,,5723848221,212,40.4,5724486227,72,,5723848209,6,,5723848219,141,41.5,5723848211,155,,5723848215,56,Center,5723848223,213,4.49,5723851875,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167535,19,1,1,1,42,anga7587r1zv4ey71ge9zxol3,1,91.2,41.3,2025-05-12T17:02:07.776Z,2025-05-12T17:03:53Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,1.0,,5723848867,154,,5723848865,210,15,5723848273,56,Center,5723848277,141,57.6,5723848271,3,,5723848275,140,92.0,5723848293,213,1.50,5723848291,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167541,20,15,1,1,44,anga7587r1zv4ey71ge9zxol3,1,92.0,57.6,2025-05-12T17:02:09.952Z,2025-05-12T20:27:41Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5723848877,154,,5723848655,25,,5724033755,108,,5723848891,230,99.7,5723848887,146,94.2,5723848875,29,,5723848657,15,,5723848889,147,56.0,5723848879,55,19,5723848885,103,19,5723848315,56,Center,5723848893,231,50.9,5723848873,78,5723848661,328,5723848883,102,51.7,5723848313,17,5723848663,82,5723848897,233,9,,,,,,,,,
2814167555,9,10,1,1,44,c165yjiny1qnmfdvefxvflnkc,1,5.8,44.0,2025-05-12T17:02:10.052Z,2025-05-12T20:27:41Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5723848981,233,20,5723848375,56,Back,5723848373,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167551,21,13,1,1,46,anga7587r1zv4ey71ge9zxol3,1,80.7,52.9,2025-05-12T17:02:11.313Z,2025-05-12T20:28:06Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5723849243,103,84.7,5723849247,458,,5723849239,74,,5723848355,18,,5723849251,231,50.5,5723849057,25,,5723849059,20,,5723849241,102,48.6,5723849245,215,,5723848357,56,Center,5723849249,230,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167641,10,5,1,1,47,c165yjiny1qnmfdvefxvflnkc,1,-1.0,58.6,2025-05-12T17:02:12.576Z,2025-05-12T21:55:59Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5723848827,56,Back,5723848829,346,,5723848835,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167559,22,5,1,1,47,anga7587r1zv4ey71ge9zxol3,0,101.0,41.4,2025-05-12T17:02:12.576Z,2025-05-12T20:27:58Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5723848841,233,10,5723848383,346,,5723848381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167671,11,1,1,2,8,c165yjiny1qnmfdvefxvflnkc,1,3.7,55.8,2025-05-12T17:02:33.385Z,2025-05-12T17:51:38Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5724029855,189,,5723849035,213,1.34,5723849029,140,5.3,5723849031,141,66.4,5723849033,212,7.4,5723849027,56,Back,5723849039,237,,5723849025,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167685,12,1,1,2,9,c165yjiny1qnmfdvefxvflnkc,1,6.6,72.0,2025-05-12T17:02:34.634Z,2025-05-12T17:51:39Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5723849123,56,Back,5724029963,189,,5723849127,141,87.4,5723849125,140,6.1,5723849129,212,10.5,5723849131,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167713,13,1,1,2,10,c165yjiny1qnmfdvefxvflnkc,1,6.1,87.4,2025-05-12T17:02:35.874Z,2025-05-12T20:28:28Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5724489091,155,,5723849311,141,77.3,5723849315,213,6.14,5723849317,1,,5723849313,212,48.6,5723849307,56,Center,5723849309,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167715,14,44,1,2,14,c165yjiny1qnmfdvefxvflnkc,1,54.5,81.2,2025-05-12T17:02:39.650Z,2025-05-12T17:56:04Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5723849321,56,Left,5723849323,286,,5723849349,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167721,23,44,1,2,14,anga7587r1zv4ey71ge9zxol3,0,45.5,18.8,2025-05-12T17:02:39.651Z,2025-05-12T17:56:04Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5723849343,56,Back,5723849379,233,14,5723849345,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167717,15,1,1,2,14,c165yjiny1qnmfdvefxvflnkc,0,51.9,77.3,2025-05-12T17:02:39.754Z,2025-05-12T17:52:18Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5723849335,212,9.5,5723849337,213,6.10,5723849329,56,Center,5723849331,140,60.8,5723849333,141,74.7,5723849325,3,,5723849327,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167731,24,12,1,2,16,anga7587r1zv4ey71ge9zxol3,1,29.0,26.6,2025-05-12T17:02:41.682Z,2025-05-12T17:02:42Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5723849409,56,Back,5723849423,167,,5723849413,141,0.0,5723849415,212,19.7,5723849417,213,4.88,5723849411,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167743,16,5,1,2,16,c165yjiny1qnmfdvefxvflnkc,1,67.2,101.8,2025-05-12T17:02:42.052Z,2025-05-12T17:57:24Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5723849461,347,,5723849459,56,Left,5723849507,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167733,25,5,1,2,16,anga7587r1zv4ey71ge9zxol3,0,32.8,-1.8,2025-05-12T17:02:42.052Z,2025-05-12T17:56:32Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5723849419,56,Back,5723849421,347,,5723849525,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167817,17,1,1,2,26,c165yjiny1qnmfdvefxvflnkc,1,64.8,100.0,2025-05-12T17:02:51.980Z,2025-05-12T17:02:53Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723849873,107,,5723849877,140,65.5,5723849875,56,Left,5723849881,212,4.2,5723849883,213,4.89,5723849879,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167821,18,1,1,2,28,c165yjiny1qnmfdvefxvflnkc,1,65.5,95.0,2025-05-12T17:02:53.706Z,2025-05-12T17:02:54Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5723849901,140,66.7,5723849907,213,0.68,5723849905,212,1.6,5723849903,141,96.5,5723849899,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167825,19,1,1,2,29,c165yjiny1qnmfdvefxvflnkc,1,66.7,96.5,2025-05-12T17:02:54.410Z,2025-05-12T17:52:30Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723849933,141,94.2,5723849937,213,3.40,5723849935,212,6.1,5723849931,140,61.1,5723849929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167847,20,1,1,2,30,c165yjiny1qnmfdvefxvflnkc,1,60.5,91.7,2025-05-12T17:02:55.210Z,2025-05-12T17:02:58Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5723850053,213,4.19,5723850049,141,54.9,5723850051,212,28.8,5723850047,140,46.9,5723850045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167885,21,1,1,2,32,c165yjiny1qnmfdvefxvflnkc,1,46.3,49.1,2025-05-12T17:02:57.898Z,2025-05-12T20:29:05Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5723850243,141,23.7,5723850237,56,Center,5723850247,212,31.5,5723850239,140,71.4,5723850251,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167893,22,1,1,2,35,c165yjiny1qnmfdvefxvflnkc,1,65.6,14.7,2025-05-12T17:03:00.339Z,2025-05-12T17:52:42Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5723850287,56,Right,5723850293,212,8.9,5723850291,141,8.2,5723850295,213,5.77,5723850289,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167897,23,1,1,2,36,c165yjiny1qnmfdvefxvflnkc,0,76.1,6.7,2025-05-12T17:03:01.818Z,2025-05-12T20:29:11Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5724490639,224,,5723850319,56,Right,5724490641,20,,5723850323,141,11.0,5723850321,140,79.2,5723850327,213,0.73,5723850325,212,4.4,5724034715,155,,5723850315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167891,26,61,1,2,37,anga7587r1zv4ey71ge9zxol3,1,27.7,86.0,2025-05-12T17:03:03.053Z,2025-05-12T17:03:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5723850277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814167903,27,52,1,2,41,anga7587r1zv4ey71ge9zxol3,1,4.4,54.5,2025-05-12T17:03:06.185Z,2025-05-12T20:29:17Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5724490891,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
