id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2797110237,9,1,1,0,15,anga7587r1zv4ey71ge9zxol3,1,27.4,73.7,2025-04-06T12:01:17.030Z,2025-04-06T12:01:20Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5629812321,140,33.1,5629812327,213,1.12,5629812323,141,91.9,5629812319,56,Back,5629812325,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110257,10,1,1,0,18,anga7587r1zv4ey71ge9zxol3,1,36.5,93.4,2025-04-06T12:01:20.230Z,2025-04-06T12:01:22Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5629812427,212,8.3,5629812429,213,6.24,5629812421,140,44.4,5629812419,56,Back,5629812425,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110309,11,1,1,0,20,anga7587r1zv4ey71ge9zxol3,1,44.4,92.9,2025-04-06T12:01:22.166Z,2025-04-06T14:51:17Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5629812721,1,,5630782633,156,,5629812707,56,Back,5629812709,140,10.9,5629812711,141,52.8,5629812717,213,3.80,5629812713,212,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110437,12,1,1,0,23,anga7587r1zv4ey71ge9zxol3,1,10.4,53.9,2025-04-06T12:01:25.318Z,2025-04-06T12:01:32Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5629813319,141,70.5,5629813317,140,13.1,5629813325,213,1.32,5629813323,212,11.6,5629813315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110517,13,1,1,0,30,anga7587r1zv4ey71ge9zxol3,1,21.2,69.3,2025-04-06T12:01:32.758Z,2025-04-06T12:01:36Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5629813713,213,4.86,5629813707,140,23.8,5629813709,141,42.2,5629813711,212,18.6,5629813705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110539,14,1,1,0,33,anga7587r1zv4ey71ge9zxol3,1,24.9,38.4,2025-04-06T12:01:35.975Z,2025-04-06T12:01:37Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629813811,140,35.7,5629813819,212,23.7,5629813809,56,Back,5629813823,213,5.21,5629813815,141,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110583,15,1,1,0,35,anga7587r1zv4ey71ge9zxol3,1,35.8,7.5,2025-04-06T12:01:37.606Z,2025-04-06T12:01:40Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5629813993,213,2.14,5629813985,56,Back,5629813989,141,30.9,5629813991,212,18.9,5629813987,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110641,16,1,1,0,37,anga7587r1zv4ey71ge9zxol3,1,25.3,31.5,2025-04-06T12:01:39.910Z,2025-04-06T12:01:43Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629814275,212,25.4,5629814273,141,50.5,5629814277,213,2.61,5629814269,56,Back,5629814271,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110657,17,1,1,0,41,anga7587r1zv4ey71ge9zxol3,1,6.0,49.8,2025-04-06T12:01:43.111Z,2025-04-06T12:01:44Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5629814371,212,19.6,5629814369,141,38.4,5629814367,140,23.1,5629814373,213,5.88,5629814365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110665,18,1,1,0,42,anga7587r1zv4ey71ge9zxol3,1,23.0,38.6,2025-04-06T12:01:44.374Z,2025-04-06T12:01:47Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5629814459,156,,5629814421,141,14.3,5629814423,212,22.6,5629814419,140,8.3,5629814417,56,Back,5629814425,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110719,19,1,1,0,45,anga7587r1zv4ey71ge9zxol3,1,8.1,14.7,2025-04-06T12:01:47.270Z,2025-04-06T12:01:49Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629814737,141,44.4,5629814741,213,1.87,5629814739,212,21.1,5629814735,140,2.2,5629814733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110775,20,1,1,0,47,anga7587r1zv4ey71ge9zxol3,1,2.2,44.5,2025-04-06T12:01:49.431Z,2025-04-06T12:01:52Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5629815011,56,Back,5629815017,212,24.0,5629815019,213,1.27,5629815013,140,9.0,5629815015,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110855,21,1,1,0,50,anga7587r1zv4ey71ge9zxol3,1,9.2,77.9,2025-04-06T12:01:52.742Z,2025-04-06T12:01:58Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5629815407,213,0.61,5629815401,140,25.2,5629815403,141,95.2,5629815405,212,20.5,5629815399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110921,22,1,1,0,55,anga7587r1zv4ey71ge9zxol3,1,26.3,94.3,2025-04-06T12:01:57.926Z,2025-04-06T12:02:00Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5629815675,141,75.4,5629815673,140,24.7,5629815679,213,4.58,5629815677,212,13.0,5629815671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111023,23,1,1,0,58,anga7587r1zv4ey71ge9zxol3,1,26.2,74.0,2025-04-06T12:02:00.199Z,2025-04-06T12:02:07Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5629816223,213,4.68,5629816215,56,Back,5629816221,212,20.5,5629816219,141,43.8,5629816217,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111081,24,1,1,1,5,anga7587r1zv4ey71ge9zxol3,1,25.4,42.1,2025-04-06T12:02:07.590Z,2025-04-06T12:02:11Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629816473,141,75.7,5629816469,56,Back,5629816471,140,29.0,5629816477,213,1.41,5629816475,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111125,25,1,1,1,9,anga7587r1zv4ey71ge9zxol3,1,29.0,75.7,2025-04-06T12:02:11.270Z,2025-04-06T12:02:14Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5629816719,141,93.4,5629816711,56,Back,5629816723,212,13.9,5629816715,140,35.6,5629816725,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111163,26,1,1,1,12,anga7587r1zv4ey71ge9zxol3,1,36.2,93.2,2025-04-06T12:02:14.310Z,2025-04-06T12:02:17Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5629816923,212,34.8,5629816921,141,44.7,5629816927,1,,5629816925,213,4.39,5629816917,56,Back,5629816919,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111221,27,1,1,1,15,anga7587r1zv4ey71ge9zxol3,1,26.6,39.3,2025-04-06T12:02:17.606Z,2025-04-06T12:02:21Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629817215,141,10.4,5629817221,1,,5629817213,140,53.3,5629817211,56,Right,5629817217,212,34.2,5629817219,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111291,28,1,1,1,19,anga7587r1zv4ey71ge9zxol3,1,55.1,9.7,2025-04-06T12:02:21.078Z,2025-04-06T12:02:24Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5629817533,213,1.46,5629817523,141,28.0,5629817515,56,Center,5629817527,212,12.5,5629817519,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111299,29,4,1,1,22,anga7587r1zv4ey71ge9zxol3,1,59.0,11.8,2025-04-06T12:02:24.855Z,2025-04-06T14:52:03Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5629817731,56,Right,5629817729,13,,5629817737,286,,5629817733,152,,5630787269,294,,5629817765,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111297,3,4,1,1,22,ahnt9ejgwj58ul8auzdvi3czf,0,41.0,88.2,2025-04-06T12:02:24.856Z,2025-04-06T14:52:05Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5629817623,285,,5629817615,13,,5629817805,233,29,5630787443,294,,5629817617,56,Back,5629817619,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111395,30,1,1,1,28,anga7587r1zv4ey71ge9zxol3,1,56.0,16.0,2025-04-06T12:02:30.215Z,2025-04-06T12:54:34Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5629818085,140,33.4,5629818091,213,2.96,5629818083,56,Back,5629818081,152,,5629818079,5,,5629818087,141,22.3,5629818089,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111463,31,1,1,1,30,anga7587r1zv4ey71ge9zxol3,1,33.0,22.9,2025-04-06T12:02:32.966Z,2025-04-06T12:02:35Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629818455,212,25.4,5629818449,56,Back,5629818453,141,59.9,5629818457,213,1.71,5629818451,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111517,32,1,1,1,33,anga7587r1zv4ey71ge9zxol3,1,32.3,60.1,2025-04-06T12:02:35.718Z,2025-04-06T12:54:44Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5629818683,141,83.7,5629818681,140,39.6,5629818679,56,Back,5629818687,213,1.13,5629818685,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111589,33,1,1,1,37,anga7587r1zv4ey71ge9zxol3,1,39.7,84.3,2025-04-06T12:02:39.542Z,2025-04-06T12:55:04Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5629819075,212,13.6,5629819071,140,33.5,5629819069,56,Back,5629819077,213,4.21,5629819073,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111651,34,1,1,1,40,anga7587r1zv4ey71ge9zxol3,1,33.2,69.4,2025-04-06T12:02:42.870Z,2025-04-06T12:02:45Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5629819387,141,90.3,5629819391,213,0.99,5629819389,212,17.0,5629819383,56,Back,5629819385,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111703,35,1,1,1,43,anga7587r1zv4ey71ge9zxol3,0,51.1,90.3,2025-04-06T12:02:45.830Z,2025-04-06T12:55:12Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5629819661,140,100.0,5629819659,56,Left,5629819657,155,,5629819669,1,,5629819667,213,6.25,5629819663,141,87.7,5629819665,212,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111915,4,5,1,1,47,ahnt9ejgwj58ul8auzdvi3czf,1,-1.2,9.5,2025-04-06T12:02:49.500Z,2025-04-06T12:41:58Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5629820703,56,Back,5629820705,346,,5629820725,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111791,36,5,1,1,47,anga7587r1zv4ey71ge9zxol3,0,101.2,90.5,2025-04-06T12:02:49.500Z,2025-04-06T12:41:58Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5629820759,233,4,5629820069,346,,5629820067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111951,5,1,1,2,0,ahnt9ejgwj58ul8auzdvi3czf,1,3.7,56.2,2025-04-06T12:03:02.632Z,2025-04-06T14:52:44Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5629820883,141,74.1,5629820881,140,11.9,5629820879,56,Back,5629820877,124,,5629820929,189,,5629820887,213,0.96,5629820885,212,14.9,5629820891,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112039,6,1,1,2,5,ahnt9ejgwj58ul8auzdvi3czf,0,14.2,79.6,2025-04-06T12:03:07.256Z,2025-04-06T12:03:08Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5629821355,56,Back,5629821363,213,6.21,5629821359,141,77.0,5629821357,140,37.2,5629821361,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112115,38,1,1,2,8,anga7587r1zv4ey71ge9zxol3,1,62.5,38.7,2025-04-06T12:03:10.486Z,2025-04-06T12:03:12Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5629821683,140,60.4,5629821685,141,23.8,5629821679,56,Center,5629821689,212,10.4,5629821691,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112131,39,1,1,2,10,anga7587r1zv4ey71ge9zxol3,1,60.3,23.8,2025-04-06T12:03:12.262Z,2025-04-06T12:03:13Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5629821763,56,Right,5629821765,140,69.8,5629821767,141,11.7,5629821771,213,5.59,5629821769,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112159,40,1,1,2,11,anga7587r1zv4ey71ge9zxol3,1,70.2,10.9,2025-04-06T12:03:13.286Z,2025-04-06T12:03:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5629821881,141,28.6,5629821877,56,Center,5629821879,140,67.6,5629821885,213,1.79,5629821883,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112197,41,1,1,2,12,anga7587r1zv4ey71ge9zxol3,1,67.7,28.6,2025-04-06T12:03:14.933Z,2025-04-06T12:03:18Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5629822071,141,47.0,5629822067,56,Center,5629822069,140,75.6,5629822075,213,0.99,5629822073,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112175,7,83,1,2,14,ahnt9ejgwj58ul8auzdvi3czf,0,23.2,58.5,2025-04-06T12:03:16.552Z,2025-04-06T12:03:19Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5629822125,399,58o5ram4bf58357786j9jr7kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112199,42,61,1,2,16,anga7587r1zv4ey71ge9zxol3,0,76.6,47.3,2025-04-06T12:03:18.166Z,2025-04-06T12:03:18Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5629822089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112289,9,1,1,2,18,ahnt9ejgwj58ul8auzdvi3czf,1,30.8,53.1,2025-04-06T12:03:20.792Z,2025-04-06T12:03:23Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5629822551,141,62.0,5629822549,140,43.3,5629822547,56,Back,5629822553,212,14.5,5629822555,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112355,10,3,1,2,21,ahnt9ejgwj58ul8auzdvi3czf,1,48.2,47.6,2025-04-06T12:03:23.640Z,2025-04-06T14:53:07Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5629822879,286,,5629822877,56,Back,5630793051,464,,5629822931,233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112315,43,45,1,2,21,anga7587r1zv4ey71ge9zxol3,0,51.8,52.4,2025-04-06T12:03:23.640Z,2025-04-06T12:42:11Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5629822951,233,10,5629822667,285,,5629822665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112445,11,1,1,2,25,ahnt9ejgwj58ul8auzdvi3czf,1,66.2,32.1,2025-04-06T12:03:27.144Z,2025-04-06T12:03:31Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5629823335,213,5.32,5629823333,212,21.4,5629823331,141,6.2,5629823329,140,77.8,5629823327,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112465,12,1,1,2,29,ahnt9ejgwj58ul8auzdvi3czf,1,81.2,5.3,2025-04-06T12:03:31.800Z,2025-04-06T14:53:24Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5629823457,212,6.5,5629823459,213,1.07,5629823449,56,Right,5629823455,141,13.7,5629823453,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112479,13,1,1,2,30,ahnt9ejgwj58ul8auzdvi3czf,1,84.2,13.7,2025-04-06T12:03:32.536Z,2025-04-06T12:03:33Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5629823523,212,8.0,5629823515,56,Right,5629823521,141,6.7,5629823525,213,3.78,5629823519,140,78.1,5629823549,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797112535,15,1,1,2,32,ahnt9ejgwj58ul8auzdvi3czf,1,77.5,6.2,2025-04-06T12:03:34.056Z,2025-04-06T14:53:37Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5629823851,213,3.10,5629823847,141,6.8,5629823849,212,9.2,5629823843,56,Right,5629823845,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
