id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value,qualifier/20/value
2708115939,9,1,1,0,16,aljua8crr0vkwit0j3m59jw9j,1,58.5,87.2,2024-08-11T16:02:23.804Z,2024-08-11T16:02:26Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143833035,212,8.7,5143833037,213,0.69,5143833033,141,95.3,5143833029,56,Left,5143833031,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708115943,10,61,1,0,17,aljua8crr0vkwit0j3m59jw9j,0,64.9,95.3,2024-08-11T16:02:24.476Z,2024-08-11T16:19:12Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143833059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708115949,3,5,1,0,18,b3r6d8ydtmtjckam6pku9y400,1,36.5,-1.2,2024-08-11T16:02:25.489Z,2024-08-11T17:05:13Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5143833079,56,Back,5143833165,233,11,5143833081,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708115957,11,5,1,0,18,aljua8crr0vkwit0j3m59jw9j,0,63.5,101.2,2024-08-11T16:02:25.489Z,2024-08-11T17:05:14Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143833143,347,,5143833141,56,Left,5143833169,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116041,4,1,1,0,23,b3r6d8ydtmtjckam6pku9y400,1,41.1,0.0,2024-08-11T16:02:30.769Z,2024-08-11T16:02:36Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5143833581,140,22.1,5143833583,141,41.3,5143833587,213,2.17,5143833577,107,,5143833589,1,,5143833579,56,Back,5143833585,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116095,5,1,1,0,29,b3r6d8ydtmtjckam6pku9y400,1,22.1,41.3,2024-08-11T16:02:36.320Z,2024-08-11T16:02:42Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143833933,56,Back,5143833937,141,72.9,5143833935,140,24.3,5143833941,213,1.46,5143833939,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116147,6,1,1,0,35,b3r6d8ydtmtjckam6pku9y400,1,38.7,91.7,2024-08-11T16:02:42.369Z,2024-08-11T16:02:45Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5143834169,212,21.9,5143834175,213,4.22,5143834159,56,Back,5143834161,140,28.8,5143834165,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708157697,462,83,1,0,37,aljua8crr0vkwit0j3m59jw9j,0,70.9,30.7,2024-08-11T16:02:43.939Z,2024-08-11T16:52:45Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5144068439,399,ajjw1ikceu3g39sy6dsf9kdg4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116189,7,1,1,0,38,b3r6d8ydtmtjckam6pku9y400,0,28.8,62.9,2024-08-11T16:02:45.313Z,2024-08-11T16:02:47Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143834293,56,Back,5143834301,213,4.66,5143834299,212,16.7,5143834295,140,28.0,5143834297,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708219723,941,51,1,0,40,b3r6d8ydtmtjckam6pku9y400,1,24.9,51.9,2024-08-11T16:02:47.274Z,2024-08-11T18:28:25Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5144416529,169,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116265,13,1,1,0,42,aljua8crr0vkwit0j3m59jw9j,1,73.7,58.8,2024-08-11T16:02:49.070Z,2024-08-11T16:03:01Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,1.0,,5143834715,141,62.6,5143834711,56,Center,5143834713,140,74.4,5143835275,210,15,5143834717,212,2.7,5143834719,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116261,8,83,1,0,44,b3r6d8ydtmtjckam6pku9y400,0,15.9,41.9,2024-08-11T16:02:51.249Z,2024-08-11T16:02:56Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5143834949,399,a8opuarwq9byw73nhfgvo9nca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116267,14,15,1,0,44,aljua8crr0vkwit0j3m59jw9j,1,86.0,61.4,2024-08-11T16:02:51.533Z,2024-08-11T18:28:39Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143834727,22,,5143835281,55,13,5143835289,146,89.1,5143835285,102,54.1,5143834939,82,,5143835305,233,9,5143835277,76,,5143835295,231,52.3,5143835291,147,59.8,5144417349,215,5143834935,72,5143834729,17,5143835287,103,19,5143834731,56,Center,5143835279,29,5143835293,230,97.6,5144416593,468,941,,,,,,,,,,,,,,,
2708116281,9,10,1,0,44,b3r6d8ydtmtjckam6pku9y400,1,10.9,40.2,2024-08-11T16:02:51.633Z,2024-08-11T16:03:02Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143834789,94,,5143835321,233,14,5143834791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116289,10,6,1,0,45,b3r6d8ydtmtjckam6pku9y400,0,13.4,39.1,2024-08-11T16:02:52.157Z,2024-08-11T18:28:42Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143834849,56,Back,5143834851,73,,5143834861,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116273,15,6,1,0,45,aljua8crr0vkwit0j3m59jw9j,1,86.6,60.9,2024-08-11T16:02:52.157Z,2024-08-11T17:05:01Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143834821,56,Center,5143834823,73,,5143834855,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116645,16,1,1,1,16,aljua8crr0vkwit0j3m59jw9j,0,99.5,99.6,2024-08-11T16:03:23.165Z,2024-08-11T18:28:51Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143836891,6,,5143836901,141,55.2,5143836893,155,,5143836903,212,30.5,5143836897,56,Center,5143836899,140,95.2,5143836889,2,,5144418059,20,,5143836895,223,,5143836905,213,,,,,,,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,
2708116675,11,12,1,1,18,b3r6d8ydtmtjckam6pku9y400,1,2.9,42.1,2024-08-11T16:03:25.570Z,2024-08-11T16:04:03Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5143837101,56,Back,5143837103,140,11.8,5143837107,212,25.8,5143837109,213,5.08,5143837105,141,6.8,5143837115,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116721,17,1,1,1,25,aljua8crr0vkwit0j3m59jw9j,1,84.3,94.8,2024-08-11T16:03:32.477Z,2024-08-11T16:03:34Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143837381,56,Left,5143837383,140,70.1,5143837387,212,14.9,5143837389,213,3.16,5143837385,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116763,18,1,1,1,27,aljua8crr0vkwit0j3m59jw9j,1,70.1,94.4,2024-08-11T16:03:34.079Z,2024-08-11T18:29:10Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5143837607,212,36.2,5143837597,2,,5143837609,213,5.68,5143837599,155,,5143837611,1,,5143837601,56,Center,5143837603,140,98.5,5143837605,141,64.3,5144419209,224,,5144419211,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116783,19,1,1,1,31,aljua8crr0vkwit0j3m59jw9j,1,98.5,64.3,2024-08-11T16:03:38.014Z,2024-08-11T16:04:23Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,1.0,,5143837731,56,Center,5143837733,140,89.2,5143837737,212,9.8,5143840533,210,15,5143837739,213,3.13,5143840535,154,,5143837735,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116791,20,15,1,1,32,aljua8crr0vkwit0j3m59jw9j,1,92.9,62.0,2024-08-11T16:03:39.454Z,2024-08-11T18:29:38Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5144420983,76,,5143840547,55,19,5143840543,29,,5143840555,146,95.8,5143839949,25,,5143840559,230,98.5,5143840551,102,53.1,5143840563,233,12,5144420981,17,,5143840545,154,5143839951,20,5143837783,56,5143839955,82,,5144420985,100,,5143840557,147,5143840561,231,53.2,5143840553,103,15.3,,Center,58.3,,,,,,,,,,,,
2708116819,12,10,1,1,32,b3r6d8ydtmtjckam6pku9y400,1,4.4,42.7,2024-08-11T16:03:39.554Z,2024-08-11T18:29:41Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5143837925,94,,5143837927,56,Back,5143840567,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116797,21,61,1,1,33,aljua8crr0vkwit0j3m59jw9j,1,89.1,63.4,2024-08-11T16:03:40.360Z,2024-08-11T16:03:40Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5143837809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116835,13,12,1,1,36,b3r6d8ydtmtjckam6pku9y400,1,3.2,41.8,2024-08-11T16:03:43.131Z,2024-08-11T18:06:37Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143838023,212,31.2,5143838021,141,18.9,5143838019,140,28.9,5143838025,213,5.76,5143838017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116847,22,1,1,1,36,aljua8crr0vkwit0j3m59jw9j,1,65.2,81.5,2024-08-11T16:03:43.694Z,2024-08-11T16:03:45Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5143838055,213,0.11,5143838045,3,,5143838047,56,Left,5143838049,140,70.7,5143838053,212,5.8,5143838051,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116853,23,3,1,1,38,aljua8crr0vkwit0j3m59jw9j,0,73.4,83.8,2024-08-11T16:03:45.826Z,2024-08-11T18:29:58Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5144422317,464,,5143838123,233,14,5143838087,56,Left,5143838089,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116851,14,7,1,1,38,b3r6d8ydtmtjckam6pku9y400,0,26.6,16.2,2024-08-11T16:03:45.827Z,2024-08-11T18:30:36Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5143838109,233,23,5144424685,385,,5143838077,285,,5143838075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116869,15,83,1,1,39,b3r6d8ydtmtjckam6pku9y400,0,29.7,12.6,2024-08-11T16:03:46.579Z,2024-08-11T16:05:20Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5143838257,399,a8opuarwq9byw73nhfgvo9nca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116885,24,1,1,1,40,aljua8crr0vkwit0j3m59jw9j,1,69.4,86.8,2024-08-11T16:03:47.486Z,2024-08-11T16:03:49Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143838249,141,88.0,5143838245,140,64.8,5143838251,212,4.9,5143838253,213,2.97,5143838241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116933,25,1,1,1,43,aljua8crr0vkwit0j3m59jw9j,1,62.0,86.2,2024-08-11T16:03:49.982Z,2024-08-11T16:03:55Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5143838503,141,70.3,5143838495,56,Back,5143838499,140,38.9,5143838507,212,26.6,5143838509,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116959,26,1,1,1,47,aljua8crr0vkwit0j3m59jw9j,1,37.1,67.8,2024-08-11T16:03:54.894Z,2024-08-11T16:53:36Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5143838651,140,45.0,5143838653,141,67.9,5143838649,56,Back,5143838657,213,0.01,5143838655,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708158253,463,61,1,1,48,aljua8crr0vkwit0j3m59jw9j,1,47.0,68.5,2024-08-11T16:03:54.939Z,2024-08-11T16:54:02Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5144072221,189,,5144071483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708116963,27,43,1,1,50,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-11T16:03:57.822Z,2024-08-11T16:04:08Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143839287,144,61,5143838677,189,0,5143838667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117045,28,61,1,1,58,aljua8crr0vkwit0j3m59jw9j,0,82.3,91.1,2024-08-11T16:04:05.375Z,2024-08-11T16:04:05Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143839123,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117059,16,4,1,1,58,b3r6d8ydtmtjckam6pku9y400,1,15.4,8.4,2024-08-11T16:04:05.838Z,2024-08-11T16:07:24Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5143839205,56,Back,5143839203,13,,5143839211,285,,5143839225,233,29,5143839209,265,,5143839207,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117051,29,4,1,1,58,aljua8crr0vkwit0j3m59jw9j,0,84.6,91.6,2024-08-11T16:04:05.839Z,2024-08-11T16:04:09Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143839189,152,,5143839187,56,Left,5143839191,265,,5143839239,233,16,5143839193,286,,5143839185,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117415,17,1,1,2,20,b3r6d8ydtmtjckam6pku9y400,1,12.6,5.5,2024-08-11T16:04:27.284Z,2024-08-11T16:04:34Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5143841337,56,Back,5143841343,212,15.5,5143841339,140,9.1,5143841341,141,27.6,5143841335,152,,5143841345,213,1.81,5143841333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117469,18,1,1,2,27,b3r6d8ydtmtjckam6pku9y400,0,15.9,35.4,2024-08-11T16:04:33.941Z,2024-08-11T16:04:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5143841647,56,Center,5143841657,1,,5143841649,140,62.7,5143841653,212,50.7,5143841651,141,54.0,5143841655,213,0.25,5143841645,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117561,31,44,1,2,31,aljua8crr0vkwit0j3m59jw9j,1,37.6,44.1,2024-08-11T16:04:37.964Z,2024-08-11T16:54:23Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5143842201,233,19,5143842187,285,,5143842185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117489,19,44,1,2,31,b3r6d8ydtmtjckam6pku9y400,0,62.4,55.9,2024-08-11T16:04:37.965Z,2024-08-11T17:04:54Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5143841785,286,,5143841781,56,Center,5143842211,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117505,30,1,1,2,31,aljua8crr0vkwit0j3m59jw9j,0,35.2,37.7,2024-08-11T16:04:38.463Z,2024-08-11T16:04:40Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5143841885,141,45.5,5143841879,3,,5143841889,213,0.21,5143841887,212,26.0,5143841883,140,59.4,5143841881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117525,20,1,1,2,33,b3r6d8ydtmtjckam6pku9y400,0,39.4,52.8,2024-08-11T16:04:40.324Z,2024-08-11T16:04:41Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143842001,140,51.8,5143841999,56,Center,5143842003,141,43.3,5143841997,3,,5143842007,213,5.82,5143842005,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708117575,32,1,1,2,36,aljua8crr0vkwit0j3m59jw9j,0,45.9,56.4,2024-08-11T16:04:43.536Z,2024-08-11T16:04:45Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143842281,213,5.81,5143842271,56,Center,5143842279,212,11.0,5143842277,141,49.1,5143842275,140,55.2,5143842267,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
