id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2728168413,9,1,1,0,17,b3r6d8ydtmtjckam6pku9y400,1,37.5,24.0,2024-09-29T16:00:48.641Z,2024-09-29T16:00:52Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253909765,56,Center,5253909773,213,0.16,5253909769,141,29.2,5253909771,212,22.4,5253909767,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168449,10,1,1,0,20,b3r6d8ydtmtjckam6pku9y400,1,51.9,21.9,2024-09-29T16:00:52Z,2024-09-29T16:00:54Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5253909953,213,3.10,5253909945,56,Back,5253909951,212,22.2,5253909947,140,30.8,5253909949,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168471,11,1,1,0,22,b3r6d8ydtmtjckam6pku9y400,1,30.6,27.4,2024-09-29T16:00:53.782Z,2024-09-29T16:00:55Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253910081,212,19.5,5253910075,56,Back,5253910077,140,28.9,5253910083,213,1.66,5253910079,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168555,12,1,1,0,24,b3r6d8ydtmtjckam6pku9y400,1,28.6,58.5,2024-09-29T16:00:55.563Z,2024-09-29T16:01:00Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5253910585,213,1.58,5253910579,140,28.3,5253910577,56,Back,5253910583,212,24.7,5253910581,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168665,13,1,1,0,28,b3r6d8ydtmtjckam6pku9y400,1,17.6,85.3,2024-09-29T16:01:00.031Z,2024-09-29T16:01:09Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5253911209,140,3.8,5253911221,213,4.00,5253911213,141,60.8,5253911205,56,Back,5253911217,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168707,14,1,1,0,38,b3r6d8ydtmtjckam6pku9y400,1,5.9,57.8,2024-09-29T16:01:09.609Z,2024-09-29T16:01:11Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5253911461,212,23.8,5253911455,56,Back,5253911463,213,1.00,5253911457,140,18.2,5253911459,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168723,15,1,1,0,40,b3r6d8ydtmtjckam6pku9y400,1,18.2,87.2,2024-09-29T16:01:11.078Z,2024-09-29T16:01:12Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5253911557,212,25.0,5253911553,140,41.9,5253911559,213,6.19,5253911555,141,83.6,5253911551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168735,16,1,1,0,41,b3r6d8ydtmtjckam6pku9y400,0,41.9,83.6,2024-09-29T16:01:12.218Z,2024-09-29T16:01:12Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5253911637,140,43.9,5253911633,56,Back,5253911641,141,96.5,5253911647,213,1.34,5253911643,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168753,3,8,1,0,42,c165yjiny1qnmfdvefxvflnkc,1,57.2,12.8,2024-09-29T16:01:13.716Z,2024-09-29T16:01:13Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253911729,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168767,4,5,1,0,42,c165yjiny1qnmfdvefxvflnkc,0,60.6,-2.0,2024-09-29T16:01:13.828Z,2024-09-29T16:25:20Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253911929,233,17,5253911827,347,,5253911823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168781,17,5,1,0,42,b3r6d8ydtmtjckam6pku9y400,1,39.4,102.0,2024-09-29T16:01:13.828Z,2024-09-29T16:25:20Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5253911881,56,Back,5253911897,233,4,5253911883,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168811,18,1,1,0,44,b3r6d8ydtmtjckam6pku9y400,1,35.1,100.0,2024-09-29T16:01:15.468Z,2024-09-29T16:01:18Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5253912065,140,26.0,5253912063,56,Back,5253912061,107,,5253912069,212,14.2,5253912067,141,86.2,5253912071,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168953,19,1,1,0,47,b3r6d8ydtmtjckam6pku9y400,1,26.0,79.0,2024-09-29T16:01:18.406Z,2024-09-29T16:01:27Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5253912781,141,42.8,5253912785,213,4.75,5253912779,140,26.9,5253912783,212,24.6,5253912777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728168991,20,1,1,0,55,b3r6d8ydtmtjckam6pku9y400,1,32.2,34.2,2024-09-29T16:01:26.955Z,2024-09-29T16:01:30Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253913007,212,25.9,5253913009,213,1.40,5253913001,56,Back,5253913003,140,36.5,5253913005,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169051,21,1,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,40.6,69.9,2024-09-29T16:01:29.963Z,2024-09-29T16:01:34Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5253913347,56,Back,5253913355,213,4.49,5253913351,141,32.8,5253913349,140,35.1,5253913353,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169105,22,1,1,1,3,b3r6d8ydtmtjckam6pku9y400,1,35.1,32.8,2024-09-29T16:01:34.187Z,2024-09-29T16:01:37Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253913621,141,54.3,5253913625,213,1.51,5253913623,212,14.7,5253913619,140,36.0,5253913617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169141,23,1,1,1,6,b3r6d8ydtmtjckam6pku9y400,1,38.5,53.6,2024-09-29T16:01:37.787Z,2024-09-29T16:01:39Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5253913825,56,Back,5253913831,212,22.1,5253913833,213,5.10,5253913829,141,23.4,5253913827,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169185,24,1,1,1,8,b3r6d8ydtmtjckam6pku9y400,0,46.8,22.8,2024-09-29T16:01:39.708Z,2024-09-29T16:01:42Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253914045,56,Right,5253914053,213,6.21,5253914049,141,19.4,5253914047,140,76.7,5253914051,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169229,5,8,1,1,13,c165yjiny1qnmfdvefxvflnkc,1,31.9,81.7,2024-09-29T16:01:44.240Z,2024-09-29T16:56:04Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5253914271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169295,7,1,1,1,14,c165yjiny1qnmfdvefxvflnkc,1,32.0,81.7,2024-09-29T16:01:45.200Z,2024-09-29T16:56:07Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5253914621,213,0.55,5253914615,140,43.0,5253914617,141,92.0,5253914613,56,Back,5253914619,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169373,8,1,1,1,16,c165yjiny1qnmfdvefxvflnkc,1,43.9,90.2,2024-09-29T16:01:47.920Z,2024-09-29T16:01:52Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5253915069,213,4.74,5253915067,212,10.7,5253915061,56,Back,5253915063,140,44.2,5253915065,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169405,9,1,1,1,21,c165yjiny1qnmfdvefxvflnkc,1,43.9,76.0,2024-09-29T16:01:52.512Z,2024-09-29T16:01:53Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5253915189,56,Back,5253915191,140,30.4,5253915197,213,2.61,5253915195,212,16.5,5253915193,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169411,10,1,1,1,22,c165yjiny1qnmfdvefxvflnkc,0,30.4,88.3,2024-09-29T16:01:53.456Z,2024-09-29T16:01:54Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5253915231,212,37.5,5253915223,157,,5253915225,56,Center,5253915235,1,,5253915229,141,66.3,5253915227,140,63.1,5253915233,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169449,25,1,1,1,23,b3r6d8ydtmtjckam6pku9y400,0,34.0,32.5,2024-09-29T16:01:54.252Z,2024-09-29T16:01:56Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5253915415,3,,5253915425,213,0.04,5253915423,212,28.7,5253915421,141,34.0,5253915419,140,61.3,5253915417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169563,11,1,1,1,26,c165yjiny1qnmfdvefxvflnkc,1,35.7,62.4,2024-09-29T16:01:57.553Z,2024-09-29T16:02:02Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5253915955,212,24.9,5253915953,141,73.6,5253915947,157,,5253915951,140,58.3,5253915949,56,Center,5253915959,1,,5253915957,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169567,12,50,1,1,30,c165yjiny1qnmfdvefxvflnkc,1,60.2,68.0,2024-09-29T16:02:01.841Z,2024-09-29T16:39:28Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5253916233,233,26,5253915969,286,,5253915967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169601,26,7,1,1,30,b3r6d8ydtmtjckam6pku9y400,0,39.8,32.0,2024-09-29T16:02:01.842Z,2024-09-29T16:39:28Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5253916133,285,,5253916189,233,12,5253916131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169683,13,1,1,1,36,c165yjiny1qnmfdvefxvflnkc,0,59.8,74.2,2024-09-29T16:02:07.361Z,2024-09-29T16:02:08Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5253916661,140,88.9,5253916665,212,30.6,5253916663,141,73.5,5253916659,56,Center,5253916667,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169917,28,1,1,1,41,b3r6d8ydtmtjckam6pku9y400,1,9.4,25.5,2024-09-29T16:02:12.140Z,2024-09-29T16:02:21Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253917879,212,16.8,5253917875,141,48.1,5253917871,140,3.0,5253917869,56,Back,5253917885,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728169977,29,1,1,1,50,b3r6d8ydtmtjckam6pku9y400,0,23.1,69.0,2024-09-29T16:02:21.420Z,2024-09-29T16:02:25Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5253918165,212,54.2,5253918163,141,78.1,5253918161,140,74.4,5253918157,157,,5253918169,1,,5253918167,213,0.11,5253918159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170009,14,43,1,1,55,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-29T16:02:26.081Z,2024-09-29T16:02:31Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253918317,56,Back,5253918327,212,8.5,5253918793,144,1,5253918329,213,5.92,5253918321,140,35.6,5253918315,3,0,5253918325,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170027,30,2,1,1,56,b3r6d8ydtmtjckam6pku9y400,1,63.8,78.9,2024-09-29T16:02:27.993Z,2024-09-29T16:02:36Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5253919319,140,76.8,5253918435,56,Center,5253919317,7,ssluj1c3ft94nkfs58dc8cq2,5253919321,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170491,16,1,1,2,16,c165yjiny1qnmfdvefxvflnkc,1,30.1,46.4,2024-09-29T16:02:47.089Z,2024-09-29T16:02:48Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5253920595,212,16.3,5253920593,141,68.5,5253920585,5,,5253920589,56,Back,5253920591,140,24.0,5253920587,241,,5253920597,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170515,17,1,1,2,17,c165yjiny1qnmfdvefxvflnkc,1,24.0,68.5,2024-09-29T16:02:48.161Z,2024-09-29T16:02:49Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5253920701,213,1.22,5253920695,140,28.9,5253920693,56,Back,5253920699,212,14.9,5253920697,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170555,18,1,1,2,17,c165yjiny1qnmfdvefxvflnkc,1,28.9,89.1,2024-09-29T16:02:48.961Z,2024-09-29T16:02:50Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5253920923,212,13.4,5253920913,56,Back,5253920919,140,25.0,5253920921,141,70.3,5253920925,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170605,19,1,1,2,19,c165yjiny1qnmfdvefxvflnkc,1,25.1,70.3,2024-09-29T16:02:50.385Z,2024-09-29T16:02:52Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5253921179,141,33.0,5253921177,140,26.3,5253921185,213,4.76,5253921175,56,Back,5253921181,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170673,20,1,1,2,20,c165yjiny1qnmfdvefxvflnkc,1,26.3,33.0,2024-09-29T16:02:51.905Z,2024-09-29T16:02:54Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5253921573,140,28.1,5253921587,213,4.81,5253921565,56,Back,5253921577,141,4.0,5253921583,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170733,21,1,1,2,23,c165yjiny1qnmfdvefxvflnkc,0,28.5,4.3,2024-09-29T16:02:54.641Z,2024-09-29T16:02:57Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253921929,140,58.4,5253921931,141,12.0,5253921927,56,Right,5253921933,212,31.8,5253921925,155,,5253921937,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170725,31,8,1,2,25,b3r6d8ydtmtjckam6pku9y400,1,42.8,97.1,2024-09-29T16:02:56.895Z,2024-09-29T16:02:57Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5253921983,15,,5253921893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728171189,22,5,1,2,26,c165yjiny1qnmfdvefxvflnkc,1,49.2,-2.0,2024-09-29T16:02:57.614Z,2024-09-29T16:25:20Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253924415,56,Back,5253924457,233,32,5253924417,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728170759,32,5,1,2,26,b3r6d8ydtmtjckam6pku9y400,0,50.8,102.0,2024-09-29T16:02:57.614Z,2024-09-29T16:25:20Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5253924509,233,22,5253922057,56,Left,5253922063,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728171223,23,1,1,2,44,c165yjiny1qnmfdvefxvflnkc,1,54.6,0.0,2024-09-29T16:03:15.538Z,2024-09-29T16:03:17Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253924629,107,,5253924635,140,58.7,5253924641,213,1.13,5253924633,56,Right,5253924639,212,10.0,5253924637,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728171231,24,1,1,2,45,c165yjiny1qnmfdvefxvflnkc,1,56.0,13.2,2024-09-29T16:03:16.833Z,2024-09-29T16:03:17Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5253924675,141,7.1,5253924671,56,Right,5253924679,213,5.24,5253924673,140,58.3,5253924677,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728171263,25,1,1,2,46,c165yjiny1qnmfdvefxvflnkc,1,58.3,7.1,2024-09-29T16:03:17.538Z,2024-09-29T16:03:19Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253924829,213,2.34,5253924823,140,54.0,5253924827,212,6.5,5253924821,56,Right,5253924825,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728171303,26,1,1,2,47,c165yjiny1qnmfdvefxvflnkc,1,49.4,14.0,2024-09-29T16:03:18.914Z,2024-09-29T16:03:20Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5253925121,56,Back,5253925125,141,11.9,5253925129,213,3.21,5253925123,140,30.4,5253925127,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728171449,27,1,1,2,49,c165yjiny1qnmfdvefxvflnkc,1,29.8,12.6,2024-09-29T16:03:20.802Z,2024-09-29T16:03:27Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5253925923,141,46.4,5253925919,56,Back,5253925929,213,1.72,5253925927,212,23.2,5253925921,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
