id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2804010733,360,61,1,0,10,36g6ifzjliec1jqnbtf7yesme,1,19.1,85.8,2025-04-20T15:03:46.497Z,2025-04-20T19:11:26Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5667816631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975381,5,4,1,0,12,36g6ifzjliec1jqnbtf7yesme,1,14.0,92.8,2025-04-20T15:03:49.375Z,2025-04-20T16:06:13Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667622971,152,,5667623029,233,8,5667622975,285,,5667622973,265,,5667622965,13,,5667622969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975385,8,4,1,0,12,aljua8crr0vkwit0j3m59jw9j,0,86.0,7.2,2025-04-20T15:03:49.376Z,2025-04-20T16:06:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5667623021,286,,5667623017,152,,5667623013,13,,5667623033,233,5,5667623019,265,,5667623015,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975479,6,1,1,0,26,36g6ifzjliec1jqnbtf7yesme,1,12.5,85.6,2025-04-20T15:04:03.395Z,2025-04-20T15:04:05Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667623523,141,59.4,5667623521,140,7.2,5667623517,152,,5667623519,56,Back,5667623525,212,18.7,5667623515,5,,5667623527,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975511,7,1,1,0,28,36g6ifzjliec1jqnbtf7yesme,1,7.2,59.4,2025-04-20T15:04:05.285Z,2025-04-20T15:04:08Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667623707,56,Back,5667623713,212,21.0,5667623709,140,13.5,5667623715,213,1.25,5667623711,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975547,8,1,1,0,32,36g6ifzjliec1jqnbtf7yesme,1,13.5,88.7,2025-04-20T15:04:08.768Z,2025-04-20T19:12:03Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667623927,141,64.8,5667623923,56,Back,5667623929,212,29.5,5667623925,140,36.9,5668431353,155,,5667623931,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975565,9,1,1,0,36,36g6ifzjliec1jqnbtf7yesme,1,36.9,64.8,2025-04-20T15:04:12.627Z,2025-04-20T15:04:15Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5667624027,140,39.9,5667624033,213,1.35,5667624029,141,85.9,5667624025,56,Back,5667624031,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975567,10,61,1,0,38,36g6ifzjliec1jqnbtf7yesme,1,39.9,85.9,2025-04-20T15:04:15.247Z,2025-04-20T19:12:24Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667624045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975597,11,1,1,0,39,36g6ifzjliec1jqnbtf7yesme,1,39.4,86.5,2025-04-20T15:04:15.966Z,2025-04-20T15:04:19Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5667624177,141,95.1,5667624181,213,0.32,5667624173,56,Left,5667624179,212,18.8,5667624175,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975613,12,1,1,0,43,36g6ifzjliec1jqnbtf7yesme,1,50.5,94.2,2025-04-20T15:04:19.715Z,2025-04-20T16:04:13Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667624295,56,Back,5667624303,213,3.56,5667624301,212,16.9,5667624297,140,35.8,5667624299,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975621,13,1,1,0,47,36g6ifzjliec1jqnbtf7yesme,1,35.7,84.2,2025-04-20T15:04:23.788Z,2025-04-20T15:04:26Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667624365,196,,5667624373,212,52.3,5667624377,1,,5667624369,140,54.3,5667624371,141,12.9,5667624375,213,5.10,5667624363,155,,5667624367,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975627,14,44,1,0,49,36g6ifzjliec1jqnbtf7yesme,1,55.0,15.5,2025-04-20T15:04:26.225Z,2025-04-20T20:50:39Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5667624423,233,9,5667624399,56,Right,5667624401,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975625,9,44,1,0,49,aljua8crr0vkwit0j3m59jw9j,0,45.0,84.5,2025-04-20T15:04:26.226Z,2025-04-20T20:50:39Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5667624395,285,,5667624431,233,14,5667624393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975639,15,1,1,0,50,36g6ifzjliec1jqnbtf7yesme,1,54.3,12.9,2025-04-20T15:04:27.100Z,2025-04-20T15:04:30Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5667624509,212,10.8,5667624505,140,64.0,5667624511,213,5.95,5667624507,141,7.7,5667624497,3,,5667624503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975645,16,1,1,0,53,36g6ifzjliec1jqnbtf7yesme,1,64.0,7.7,2025-04-20T15:04:30.345Z,2025-04-20T15:04:31Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5667624529,56,Right,5667624535,212,4.6,5667624531,140,61.7,5667624537,213,2.13,5667624533,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975673,17,1,1,0,54,36g6ifzjliec1jqnbtf7yesme,1,61.7,13.4,2025-04-20T15:04:31.157Z,2025-04-20T15:04:34Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5667624699,56,Center,5667624707,213,1.25,5667624705,212,11.9,5667624701,140,65.3,5667624703,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975701,18,1,1,0,57,36g6ifzjliec1jqnbtf7yesme,1,65.8,30.0,2025-04-20T15:04:34.125Z,2025-04-20T15:04:37Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5667624825,213,0.83,5667624819,140,70.5,5667624817,56,Center,5667624821,141,37.9,5667624823,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975707,19,1,1,0,58,36g6ifzjliec1jqnbtf7yesme,0,70.5,39.4,2025-04-20T15:04:34.624Z,2025-04-20T19:12:53Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5667624851,212,2.6,5667624845,56,Center,5667624849,141,35.7,5667624881,233,10,5667624885,286,,5667624853,213,4.92,5667624847,140,71.0,5667624879,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975693,10,74,1,0,58,aljua8crr0vkwit0j3m59jw9j,1,23.1,53.6,2025-04-20T15:04:34.625Z,2025-04-20T19:12:55Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5667624779,285,,5667624777,56,Back,5667624893,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804123593,876,61,1,0,59,36g6ifzjliec1jqnbtf7yesme,1,79.1,51.9,2025-04-20T15:04:35.878Z,2025-04-20T19:12:59Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5668435325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975729,12,1,1,1,2,aljua8crr0vkwit0j3m59jw9j,1,21.5,51.3,2025-04-20T15:04:38.515Z,2025-04-20T15:04:39Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5667624959,56,Back,5667624965,212,11.7,5667624961,140,26.4,5667624967,213,5.17,5667624963,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975747,13,1,1,1,3,aljua8crr0vkwit0j3m59jw9j,0,26.4,35.8,2025-04-20T15:04:39.553Z,2025-04-20T20:50:54Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5667625053,212,3.3,5668436125,236,,5667625057,213,0.10,5667625047,141,36.3,5667625039,56,Back,5667625045,140,29.5,5668436127,286,,5668778143,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975755,20,74,1,1,3,36g6ifzjliec1jqnbtf7yesme,1,32.3,67.7,2025-04-20T15:04:39.554Z,2025-04-20T20:50:54Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5668435985,285,,5668778161,233,13,5667825717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975785,22,1,1,1,7,36g6ifzjliec1jqnbtf7yesme,1,55.3,57.2,2025-04-20T15:04:44.405Z,2025-04-20T16:05:34Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5667625223,140,52.6,5667625233,213,4.54,5667625231,212,16.6,5667625219,56,Center,5667625227,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975807,23,1,1,1,8,36g6ifzjliec1jqnbtf7yesme,1,52.6,33.1,2025-04-20T15:04:44.889Z,2025-04-20T15:04:49Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5667625357,141,69.4,5667625353,56,Back,5667625359,212,27.5,5667625361,213,2.03,5667625355,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975827,24,1,1,1,12,36g6ifzjliec1jqnbtf7yesme,1,39.8,71.4,2025-04-20T15:04:49.153Z,2025-04-20T15:04:53Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667625485,141,57.5,5667625481,56,Back,5667625483,140,19.6,5667625487,212,23.2,5667625489,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975835,25,1,1,1,16,36g6ifzjliec1jqnbtf7yesme,1,20.5,52.2,2025-04-20T15:04:53.372Z,2025-04-20T15:04:57Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667625649,56,Back,5667625657,213,5.01,5667625653,141,32.1,5667625651,140,24.5,5667625655,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975843,26,1,1,1,20,36g6ifzjliec1jqnbtf7yesme,1,25.6,30.6,2025-04-20T15:04:56.902Z,2025-04-20T15:04:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5667625733,141,30.4,5667625739,213,6.27,5667625729,140,34.6,5667625727,56,Back,5667625737,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975849,27,1,1,1,22,36g6ifzjliec1jqnbtf7yesme,1,34.6,30.4,2025-04-20T15:04:58.824Z,2025-04-20T15:05:00Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5667625767,212,23.7,5667625769,213,2.98,5667625765,141,36.1,5667625789,156,,5667625763,140,12.3,5667625761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975865,28,1,1,1,25,36g6ifzjliec1jqnbtf7yesme,1,12.6,36.9,2025-04-20T15:05:01.823Z,2025-04-20T15:05:04Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667625953,212,22.6,5667625951,141,65.1,5667625955,213,1.01,5667625949,140,24.0,5667625947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975875,29,1,1,1,28,36g6ifzjliec1jqnbtf7yesme,1,26.5,66.6,2025-04-20T15:05:04.869Z,2025-04-20T15:05:06Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667626037,141,90.8,5667626041,213,1.27,5667626033,56,Back,5667626039,212,17.2,5667626035,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975915,30,1,1,1,30,36g6ifzjliec1jqnbtf7yesme,1,33.5,91.4,2025-04-20T15:05:06.822Z,2025-04-20T15:05:13Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667626343,56,Back,5667626347,141,76.1,5667626345,140,27.0,5667626351,213,4.13,5667626349,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975947,31,1,1,1,36,36g6ifzjliec1jqnbtf7yesme,1,32.8,66.9,2025-04-20T15:05:13.336Z,2025-04-20T15:05:17Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667626567,213,4.72,5667626563,141,29.8,5667626559,56,Back,5667626565,212,25.2,5667626561,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803975991,32,1,1,1,40,36g6ifzjliec1jqnbtf7yesme,1,31.7,27.1,2025-04-20T15:05:17.491Z,2025-04-20T15:05:24Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5667626807,56,Center,5667626823,213,0.17,5667626819,212,25.5,5667626815,141,33.4,5667626811,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976039,33,1,1,1,47,36g6ifzjliec1jqnbtf7yesme,1,56.6,29.4,2025-04-20T15:05:23.918Z,2025-04-20T15:05:32Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5667627063,56,Back,5667627071,213,3.26,5667627067,141,26.4,5667627065,140,40.5,5667627069,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976055,34,1,1,1,56,36g6ifzjliec1jqnbtf7yesme,1,42.4,18.8,2025-04-20T15:05:32.667Z,2025-04-20T15:05:34Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5667627149,213,4.51,5667627147,212,2.1,5667627141,56,Back,5667627143,140,42.0,5667627145,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976083,35,1,1,1,57,36g6ifzjliec1jqnbtf7yesme,1,53.4,36.8,2025-04-20T15:05:34.135Z,2025-04-20T19:13:54Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5667627257,140,65.1,5667627263,213,1.20,5667627259,141,83.6,5667627255,56,Left,5667627265,1,,5667627261,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976099,36,1,1,2,1,36g6ifzjliec1jqnbtf7yesme,1,69.7,86.0,2025-04-20T15:05:37.791Z,2025-04-20T15:05:41Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667627357,141,71.4,5667627353,56,Center,5667627359,212,14.3,5667627361,213,5.52,5667627355,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804124589,699,83,1,2,3,aljua8crr0vkwit0j3m59jw9j,1,16.1,32.9,2025-04-20T15:05:39.944Z,2025-04-20T19:14:04Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5668440415,399,3q4tnk1z46lop4rbdpjtfoc2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976103,37,3,1,2,4,36g6ifzjliec1jqnbtf7yesme,0,86.8,63.2,2025-04-20T15:05:40.868Z,2025-04-20T19:14:10Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667627701,286,,5667627381,56,Center,5667804705,233,14,5668441001,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976119,14,7,1,2,4,aljua8crr0vkwit0j3m59jw9j,1,13.2,36.8,2025-04-20T15:05:40.869Z,2025-04-20T19:14:13Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5667627553,285,,5667627551,56,Back,5667804657,233,37,5668441205,384,,5668441207,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976153,16,1,1,2,8,aljua8crr0vkwit0j3m59jw9j,1,23.7,35.2,2025-04-20T15:05:44.961Z,2025-04-20T15:06:35Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5667627683,56,Right,5667627693,1,,5667627687,141,11.6,5667627685,140,55.8,5667627689,212,37.3,5667627691,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976179,17,1,1,2,12,aljua8crr0vkwit0j3m59jw9j,1,55.9,14.0,2025-04-20T15:05:49.281Z,2025-04-20T15:05:54Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5667627837,212,10.7,5667627833,140,53.2,5667627839,213,1.84,5667627835,141,29.1,5667627831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803976193,38,83,1,2,16,36g6ifzjliec1jqnbtf7yesme,0,38.7,63.3,2025-04-20T15:05:53.459Z,2025-04-20T19:14:31Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667628097,399,5x8064b3yr7txk0czddfjtffu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
