id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/18/value
2720981769,6,61,1,0,21,9qsmopgutr7ut5g6workk8w4i,0,31.2,1.3,2024-09-15T16:02:00.583Z,2024-09-15T16:02:05Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5214561059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720981977,6,5,1,0,22,aljua8crr0vkwit0j3m59jw9j,1,68.6,100.6,2024-09-15T16:02:02.088Z,2024-09-15T16:51:42Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5214562175,56,Left,5214564991,233,7,5214562177,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720981795,7,5,1,0,22,9qsmopgutr7ut5g6workk8w4i,0,31.4,-0.6000000000000001,2024-09-15T16:02:02.088Z,2024-09-15T16:51:42Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5214561157,347,,5214565005,233,6,5214561155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982029,7,1,1,0,35,aljua8crr0vkwit0j3m59jw9j,1,69.0,100.0,2024-09-15T16:02:14.768Z,2024-09-15T16:02:17Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5214562453,212,3.7,5214562455,213,4.14,5214562451,141,97.1,5214562443,56,Left,5214562439,107,,5214562447,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982045,8,1,1,0,37,aljua8crr0vkwit0j3m59jw9j,0,68.6,98.7,2024-09-15T16:02:16.608Z,2024-09-15T16:02:22Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5214562585,56,Left,5214562589,141,100.0,5214562593,213,2.90,5214562591,212,7.8,5214562587,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982193,8,5,1,0,39,9qsmopgutr7ut5g6workk8w4i,1,39.2,-1.2,2024-09-15T16:02:18.640Z,2024-09-15T16:51:42Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5214563445,233,9,5214563441,56,Back,5214563443,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982053,9,5,1,0,39,aljua8crr0vkwit0j3m59jw9j,0,60.8,101.2,2024-09-15T16:02:18.640Z,2024-09-15T16:51:42Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5214562637,347,,5214563491,233,8,5214562635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982269,9,1,1,0,46,9qsmopgutr7ut5g6workk8w4i,1,39.6,0.0,2024-09-15T16:02:25.255Z,2024-09-15T18:21:48Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5214563807,141,18.6,5214563809,212,23.5,5214563813,1,,5214563811,213,2.51,5214563803,56,Back,5214563805,140,21.5,5214563801,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982293,10,1,1,0,52,9qsmopgutr7ut5g6workk8w4i,0,24.5,14.7,2024-09-15T16:02:32.071Z,2024-09-15T16:02:37Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5214563945,56,Center,5214564173,157,,5214563953,213,0.49,5214563955,1,,5214563951,212,53.8,5214563949,141,52.1,5214563947,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982315,10,1,1,0,54,aljua8crr0vkwit0j3m59jw9j,1,27.4,47.5,2024-09-15T16:02:33.341Z,2024-09-15T18:22:03Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5214564073,213,0.65,5214564069,212,7.3,5214564057,56,Back,5214564055,3,,5214564065,141,54.0,5214564061,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982341,11,1,1,0,56,aljua8crr0vkwit0j3m59jw9j,0,33.0,54.3,2024-09-15T16:02:35.189Z,2024-09-15T18:22:13Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5214564217,141,58.5,5215294645,168,,5214564213,56,Center,5214564215,140,52.7,5214564221,213,0.14,5214564219,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982429,11,1,1,0,58,9qsmopgutr7ut5g6workk8w4i,1,48.5,39.7,2024-09-15T16:02:37.949Z,2024-09-15T18:22:19Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5214564617,140,25.2,5214564619,141,54.0,5214564615,56,Back,5214564623,213,2.76,5214564621,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982443,12,1,1,1,2,9qsmopgutr7ut5g6workk8w4i,1,25.2,54.0,2024-09-15T16:02:41.488Z,2024-09-15T16:02:42Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5214564685,140,29.0,5214564683,56,Back,5214564687,141,38.3,5214564691,213,5.07,5214564689,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982491,13,1,1,1,3,9qsmopgutr7ut5g6workk8w4i,1,29.0,38.3,2024-09-15T16:02:42.984Z,2024-09-15T18:22:31Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5214564929,56,Back,5214564931,140,23.2,5214564935,212,11.6,5214564933,141,52.8,5214564937,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982521,14,1,1,1,5,9qsmopgutr7ut5g6workk8w4i,1,23.2,52.8,2024-09-15T16:02:44.976Z,2024-09-15T16:02:46Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5214565133,212,10.3,5214565131,141,45.4,5214565125,56,Back,5214565137,213,5.77,5214565127,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982547,15,1,1,1,7,9qsmopgutr7ut5g6workk8w4i,1,31.8,45.4,2024-09-15T16:02:46.159Z,2024-09-15T16:02:47Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5214565259,212,15.5,5214565255,141,23.6,5214565251,140,27.5,5214565263,213,4.42,5214565247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982625,16,1,1,1,8,9qsmopgutr7ut5g6workk8w4i,1,27.5,23.4,2024-09-15T16:02:47.856Z,2024-09-15T16:02:51Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5214565615,213,5.65,5214565611,141,0.7,5214565613,212,26.0,5214565607,56,Back,5214565609,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982677,17,1,1,1,11,9qsmopgutr7ut5g6workk8w4i,1,47.4,0.7000000000000001,2024-09-15T16:02:50.472Z,2024-09-15T18:01:47Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5214565819,140,54.5,5214565837,213,0.56,5214565829,141,7.6,5214565833,212,8.8,5214565813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982693,18,1,1,1,12,9qsmopgutr7ut5g6workk8w4i,0,54.5,7.6,2024-09-15T16:02:51.856Z,2024-09-15T18:01:47Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5214565899,212,6.6,5214565901,213,4.52,5214565895,140,53.3,5214565893,56,Right,5214565897,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982783,12,5,1,1,13,aljua8crr0vkwit0j3m59jw9j,1,49.1,101.6,2024-09-15T16:02:52.848Z,2024-09-15T16:51:43Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5214566425,56,Back,5214566453,233,19,5214566429,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982699,19,5,1,1,13,9qsmopgutr7ut5g6workk8w4i,0,50.9,-1.6,2024-09-15T16:02:52.848Z,2024-09-15T16:51:43Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5214565935,56,Right,5214566481,233,12,5214565937,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982837,13,1,1,1,20,aljua8crr0vkwit0j3m59jw9j,1,46.1,100.0,2024-09-15T16:02:59.647Z,2024-09-15T16:03:03Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5214566717,140,27.0,5214566719,141,81.1,5214566725,1,,5214566721,212,24.5,5214566723,213,3.76,5214566733,189,,5214566713,107,,5214566715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720982943,14,1,1,1,24,aljua8crr0vkwit0j3m59jw9j,1,21.1,69.4,2024-09-15T16:03:03.680Z,2024-09-15T16:03:10Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5214567357,56,Back,5214567371,213,3.91,5214567359,140,7.6,5214567361,141,49.4,5214567365,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983015,15,1,1,1,30,aljua8crr0vkwit0j3m59jw9j,1,8.4,44.8,2024-09-15T16:03:10.112Z,2024-09-15T16:03:14Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5214567789,212,20.0,5214567791,213,4.98,5214567787,141,16.4,5214567783,56,Back,5214567785,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983089,16,1,1,1,34,aljua8crr0vkwit0j3m59jw9j,1,17.3,12.2,2024-09-15T16:03:13.400Z,2024-09-15T18:23:24Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5214568213,140,74.9,5214568211,56,Center,5214568215,141,37.6,5214568221,213,0.28,5214568225,1,,5214568209,155,,5214568217,212,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983099,17,3,1,1,37,aljua8crr0vkwit0j3m59jw9j,0,72.8,41.9,2024-09-15T16:03:16.565Z,2024-09-15T18:23:36Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5215301485,465,,5214570395,233,20,5214568259,56,Center,5214568265,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983115,20,7,1,1,37,9qsmopgutr7ut5g6workk8w4i,1,27.2,58.1,2024-09-15T16:03:16.566Z,2024-09-15T21:06:19Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5214568391,233,17,5215301973,384,,5214568361,56,Back,5214568363,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983103,18,43,1,1,40,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-15T16:03:19.601Z,2024-09-15T16:03:41Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5214570685,144,61,5214568303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983521,22,1,1,1,57,9qsmopgutr7ut5g6workk8w4i,1,14.1,53.7,2024-09-15T16:03:36.183Z,2024-09-15T16:03:39Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5214570487,56,Back,5214570493,212,22.8,5214570489,140,23.6,5214570491,141,83.9,5214570499,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983567,23,1,1,1,59,9qsmopgutr7ut5g6workk8w4i,1,28.3,86.2,2024-09-15T16:03:38.645Z,2024-09-15T18:28:32Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5214570697,56,Back,5214570699,140,43.6,5214570705,213,0.35,5214570703,212,17.1,5214570701,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983579,24,1,1,2,1,9qsmopgutr7ut5g6workk8w4i,0,43.9,94.8,2024-09-15T16:03:40.493Z,2024-09-15T18:28:35Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5214570781,213,5.26,5214570775,141,75.1,5214570771,56,Center,5214570773,140,51.7,5214570779,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983591,19,8,1,2,2,aljua8crr0vkwit0j3m59jw9j,1,47.2,21.0,2024-09-15T16:03:41.430Z,2024-09-15T18:28:41Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5215323727,385,,5214570857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983619,25,1,1,2,4,9qsmopgutr7ut5g6workk8w4i,1,51.0,66.4,2024-09-15T16:03:43.447Z,2024-09-15T16:03:44Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5214571011,213,4.02,5214571003,56,Back,5214571005,140,46.7,5214571007,141,58.4,5214571009,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983633,26,1,1,2,5,9qsmopgutr7ut5g6workk8w4i,1,46.6,58.5,2024-09-15T16:03:44.360Z,2024-09-15T16:03:45Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5214571055,56,Back,5214571061,212,4.8,5214571063,213,1.61,5214571059,141,65.5,5214571057,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983645,27,1,1,2,5,9qsmopgutr7ut5g6workk8w4i,1,46.4,65.5,2024-09-15T16:03:44.911Z,2024-09-15T16:03:45Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5214571095,212,5.8,5214571093,141,57.0,5214571091,140,46.0,5214571089,56,Back,5214571097,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983723,28,1,1,2,6,9qsmopgutr7ut5g6workk8w4i,1,46.0,57.0,2024-09-15T16:03:45.375Z,2024-09-15T16:03:49Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5214571483,56,Back,5214571489,141,53.6,5214571491,212,12.1,5214571493,213,3.33,5214571487,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983785,29,1,1,2,10,9qsmopgutr7ut5g6workk8w4i,1,35.6,50.1,2024-09-15T16:03:49.392Z,2024-09-15T16:03:51Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5214571791,56,Right,5214571795,141,1.4,5214571793,140,70.2,5214571789,155,,5214571801,1,,5214571799,213,5.54,5214571797,212,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983811,30,1,1,2,12,9qsmopgutr7ut5g6workk8w4i,1,70.2,1.6,2024-09-15T16:03:51.759Z,2024-09-15T16:03:53Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5214571927,140,70.9,5214571931,212,6.2,5214571933,213,1.45,5214571929,141,10.6,5214571923,3,,5214571925,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983827,31,1,1,2,13,9qsmopgutr7ut5g6workk8w4i,0,70.8,10.7,2024-09-15T16:03:52.951Z,2024-09-15T16:03:53Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5214571997,212,9.4,5214571999,213,1.23,5214571995,141,23.7,5214571993,140,73.8,5214571991,56,Center,5214571989,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983931,21,1,1,2,16,aljua8crr0vkwit0j3m59jw9j,0,31.6,69.7,2024-09-15T16:03:55.711Z,2024-09-15T16:03:58Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5214572461,140,58.3,5214572465,212,28.2,5214572463,141,74.7,5214572459,56,Center,5214572467,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983967,33,1,1,2,19,9qsmopgutr7ut5g6workk8w4i,1,39.0,31.8,2024-09-15T16:03:59.047Z,2024-09-15T16:04:00Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5214572659,141,46.7,5214572657,140,45.9,5214572661,212,12.5,5214572663,213,0.95,5214572655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720983985,34,1,1,2,20,9qsmopgutr7ut5g6workk8w4i,1,45.9,46.7,2024-09-15T16:04:00.016Z,2024-09-15T18:29:17Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5214572737,56,Back,5214572747,212,7.6,5214572743,141,42.7,5214572741,140,39.1,5214572751,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720984073,22,83,1,2,26,aljua8crr0vkwit0j3m59jw9j,0,66.2,51.9,2024-09-15T16:04:05.887Z,2024-09-15T16:04:10Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5214573579,399,6anvl82jyio52wo87cbxdp4np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720984129,35,1,1,2,29,9qsmopgutr7ut5g6workk8w4i,1,36.5,50.1,2024-09-15T16:04:08.359Z,2024-09-15T16:04:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5214573517,56,Back,5214573519,140,44.9,5214573521,141,67.0,5214573525,213,0.92,5214573523,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720984137,36,1,1,2,30,9qsmopgutr7ut5g6workk8w4i,1,44.9,67.0,2024-09-15T16:04:09.423Z,2024-09-15T16:04:11Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5214573565,140,48.3,5214573563,56,Back,5214573567,141,89.6,5214573571,213,1.34,5214573569,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
