id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2804613897,6,5,1,0,16,5rz9enoyknpg8ji78za5b82p0,0,43.0,101.8,2025-04-21T16:03:29.984Z,2025-04-21T16:32:23Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5671109487,56,Back,5671109837,233,6,5671109489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804613945,6,5,1,0,16,b3r6d8ydtmtjckam6pku9y400,1,57.0,-1.8,2025-04-21T16:03:29.984Z,2025-04-21T16:32:23Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5671109809,56,Right,5671109829,233,6,5671109811,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804613979,7,1,1,0,22,b3r6d8ydtmtjckam6pku9y400,1,56.7,0.0,2025-04-21T16:03:36.052Z,2025-04-21T16:03:39Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5671109997,141,8.8,5671110001,213,1.27,5671109991,107,,5671109993,56,Right,5671109995,140,58.8,5671109999,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804613991,7,83,1,0,24,5rz9enoyknpg8ji78za5b82p0,0,45.5,83.3,2025-04-21T16:03:37.841Z,2025-04-21T16:03:47Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5671110425,399,c9u2w9ikckbrra8vln2ucbf9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614035,8,1,1,0,25,b3r6d8ydtmtjckam6pku9y400,1,58.0,7.6,2025-04-21T16:03:39.220Z,2025-04-21T16:03:45Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5671110333,212,32.0,5671110331,141,18.2,5671110329,140,28.3,5671110335,213,2.91,5671110327,56,Back,5671110337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614059,9,1,1,0,32,b3r6d8ydtmtjckam6pku9y400,1,27.5,26.8,2025-04-21T16:03:45.427Z,2025-04-21T16:03:47Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5671110549,212,18.3,5671110545,141,53.7,5671110537,56,Back,5671110539,140,28.4,5671110553,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614081,10,1,1,0,34,b3r6d8ydtmtjckam6pku9y400,1,29.3,57.6,2025-04-21T16:03:47.300Z,2025-04-21T16:03:50Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671110725,213,1.23,5671110719,141,86.8,5671110715,56,Back,5671110717,140,36.1,5671110723,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614113,11,1,1,0,37,b3r6d8ydtmtjckam6pku9y400,1,37.5,73.5,2025-04-21T16:03:50.772Z,2025-04-21T16:03:54Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671110953,141,47.6,5671110951,140,18.9,5671110955,212,26.3,5671110957,213,3.88,5671110949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614175,12,1,1,0,40,b3r6d8ydtmtjckam6pku9y400,1,18.1,49.0,2025-04-21T16:03:54.228Z,2025-04-21T16:04:01Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5671111315,212,16.3,5671111309,56,Back,5671111317,213,1.29,5671111313,141,72.1,5671111311,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614193,13,1,1,0,47,b3r6d8ydtmtjckam6pku9y400,0,31.3,74.4,2025-04-21T16:04:00.964Z,2025-04-21T16:04:03Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671111391,56,Left,5671111389,155,,5671111393,140,73.6,5671111397,212,45.2,5671111399,213,0.19,5671111401,1,,5671111395,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614199,8,1,1,0,49,5rz9enoyknpg8ji78za5b82p0,0,21.2,16.2,2025-04-21T16:04:02.879Z,2025-04-21T16:04:04Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5671111437,56,Back,5671111445,213,6.06,5671111435,3,,5671111439,140,36.2,5671111441,141,11.0,5671111443,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614241,14,1,1,0,52,b3r6d8ydtmtjckam6pku9y400,1,77.7,93.0,2025-04-21T16:04:05.268Z,2025-04-21T16:04:55Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671111751,141,85.9,5671111753,212,6.3,5671111747,56,Left,5671111749,140,81.6,5671111755,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614243,15,3,1,0,53,b3r6d8ydtmtjckam6pku9y400,0,81.9,85.8,2025-04-21T16:04:06.989Z,2025-04-21T19:33:56Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5671709857,286,,5671111763,56,Left,5671739989,233,9,5671710633,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614331,9,7,1,0,53,5rz9enoyknpg8ji78za5b82p0,1,18.1,14.2,2025-04-21T16:04:06.990Z,2025-04-21T19:33:56Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5671710817,178,,5671112315,56,Back,5671739979,233,15,5671710815,384,,5671710069,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615511,18,45,1,0,56,5rz9enoyknpg8ji78za5b82p0,0,28.0,31.9,2025-04-21T16:04:09.915Z,2025-04-21T18:10:43Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5671119451,233,31,5671119051,56,Back,5671119053,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615487,31,3,1,0,56,b3r6d8ydtmtjckam6pku9y400,1,72.0,68.1,2025-04-21T16:04:09.915Z,2025-04-21T19:22:03Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5671118927,56,Center,5671711179,465,,5671119397,233,18,5671118929,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614273,16,1,1,0,57,b3r6d8ydtmtjckam6pku9y400,1,76.1,77.3,2025-04-21T16:04:10.308Z,2025-04-21T16:04:11Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5671111981,213,0.55,5671111979,212,18.0,5671111973,56,Left,5671111977,141,91.1,5671111975,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614297,17,1,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,90.7,91.1,2025-04-21T16:04:11.381Z,2025-04-21T16:04:13Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671112095,141,92.7,5671112099,212,3.3,5671112103,213,2.81,5671112085,56,Left,5671112091,140,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614337,18,1,1,1,0,b3r6d8ydtmtjckam6pku9y400,1,87.7,92.9,2025-04-21T16:04:13.540Z,2025-04-21T16:04:16Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5671112341,212,9.3,5671112343,213,3.07,5671112339,141,93.9,5671112335,56,Left,5671112337,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614335,10,43,1,1,1,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-21T16:04:15.066Z,2025-04-21T16:06:00Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5671119933,144,83,5671112471,399,dux0skggr99ydjz3kn58p3wmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614357,19,1,1,1,2,b3r6d8ydtmtjckam6pku9y400,1,75.3,94.2,2025-04-21T16:04:15.842Z,2025-04-21T16:04:18Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671112445,213,3.24,5671112437,56,Left,5671112443,212,7.0,5671112441,141,93.2,5671112439,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614419,20,1,1,1,4,b3r6d8ydtmtjckam6pku9y400,1,68.2,90.0,2025-04-21T16:04:18.212Z,2025-04-21T16:04:22Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5671112787,212,27.7,5671112783,140,47.1,5671112781,56,Back,5671112785,141,65.5,5671112789,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614449,21,1,1,1,9,b3r6d8ydtmtjckam6pku9y400,1,49.2,72.4,2025-04-21T16:04:22.740Z,2025-04-21T16:04:25Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671112975,141,90.2,5671112979,213,1.07,5671112977,212,13.8,5671112971,56,Left,5671112973,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614499,22,1,1,1,11,b3r6d8ydtmtjckam6pku9y400,0,56.1,91.8,2025-04-21T16:04:24.900Z,2025-04-21T16:04:27Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671113193,155,,5671113207,1,,5671113205,213,5.97,5671113201,141,74.2,5671113203,212,38.5,5671113195,56,Center,5671113197,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614545,11,1,1,1,16,5rz9enoyknpg8ji78za5b82p0,0,8.1,25.9,2025-04-21T16:04:29.828Z,2025-04-21T16:04:30Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5671113423,140,15.9,5671113421,56,Back,5671113429,213,5.58,5671113419,3,,5671113425,141,15.6,5671113427,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614571,23,1,1,1,16,b3r6d8ydtmtjckam6pku9y400,0,91.7,85.3,2025-04-21T16:04:30.020Z,2025-04-21T16:04:32Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671113561,141,76.3,5671113563,212,9.0,5671113555,3,,5671113559,140,98.0,5671113557,56,Center,5671113565,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614589,12,61,1,1,18,5rz9enoyknpg8ji78za5b82p0,0,2.0,21.5,2025-04-21T16:04:31.811Z,2025-04-21T19:23:13Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5671113619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614597,13,6,1,1,19,5rz9enoyknpg8ji78za5b82p0,0,0.0,18.2,2025-04-21T16:04:32.531Z,2025-04-21T19:23:17Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5671113807,233,24,5671113737,73,,5671113735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614595,24,6,1,1,19,b3r6d8ydtmtjckam6pku9y400,1,100.0,81.8,2025-04-21T16:04:32.531Z,2025-04-21T16:32:31Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671113675,73,,5671113673,56,Left,5671113771,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614933,25,1,1,1,45,b3r6d8ydtmtjckam6pku9y400,0,99.5,99.5,2025-04-21T16:04:59.236Z,2025-04-21T19:23:19Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5671115739,2,,5671115757,1,,5671115747,56,Center,5671115749,140,93.6,5671115755,213,4.54,5671115745,223,,5671115743,155,,5671115741,6,,5671714973,20,5671115751,141,46.6,5671115753,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615005,14,12,1,1,49,5rz9enoyknpg8ji78za5b82p0,1,6.7,59.6,2025-04-21T16:05:03.108Z,2025-04-21T16:08:24Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671116201,213,5.62,5671116197,141,16.5,5671116195,140,42.1,5671116193,56,Back,5671116199,212,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614983,26,61,1,1,53,b3r6d8ydtmtjckam6pku9y400,0,61.8,90.2,2025-04-21T16:05:07.060Z,2025-04-21T16:05:07Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671116103,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615013,27,83,1,1,55,b3r6d8ydtmtjckam6pku9y400,0,60.0,87.2,2025-04-21T16:05:08.532Z,2025-04-21T16:05:13Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671116679,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615087,16,1,1,1,55,5rz9enoyknpg8ji78za5b82p0,0,47.5,25.3,2025-04-21T16:05:08.835Z,2025-04-21T16:05:12Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5671116615,141,49.4,5671116617,212,34.6,5671116621,1,,5671116619,213,0.49,5671116613,140,76.5,5671116611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615109,28,59,1,1,59,b3r6d8ydtmtjckam6pku9y400,1,24.4,51.3,2025-04-21T16:05:13.140Z,2025-04-21T16:05:14Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5671116719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615129,29,12,1,2,0,b3r6d8ydtmtjckam6pku9y400,1,24.4,51.3,2025-04-21T16:05:14.195Z,2025-04-21T16:05:16Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5671116819,213,5.28,5671116915,167,,5671116815,141,0.0,5671116813,140,46.2,5671116811,56,Back,5671116817,212,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615225,17,5,1,2,2,5rz9enoyknpg8ji78za5b82p0,1,51.2,101.7,2025-04-21T16:05:15.494Z,2025-04-21T16:32:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5671117525,233,30,5671117399,56,Left,5671117401,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615139,30,5,1,2,2,b3r6d8ydtmtjckam6pku9y400,0,48.8,-1.7,2025-04-21T16:05:15.494Z,2025-04-21T16:32:24Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5671116897,56,Back,5671117537,233,17,5671116899,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615763,19,1,1,2,49,5rz9enoyknpg8ji78za5b82p0,1,53.6,100.0,2025-04-21T16:06:02.299Z,2025-04-21T16:06:05Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5671120377,212,14.8,5671120365,56,Back,5671120381,213,4.25,5671120373,141,82.6,5671120367,140,47.3,5671120361,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615805,20,1,1,2,52,5rz9enoyknpg8ji78za5b82p0,1,46.2,74.7,2025-04-21T16:06:05.290Z,2025-04-21T16:58:36Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5671120623,212,34.5,5671120621,141,24.0,5671120619,140,44.6,5671120627,1,,5671120617,56,Back,5671120625,213,4.66,5671288765,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615845,21,1,1,2,55,5rz9enoyknpg8ji78za5b82p0,0,43.3,19.2,2025-04-21T16:06:08.921Z,2025-04-21T16:58:41Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671120847,141,20.4,5671120845,140,89.1,5671120853,1,,5671120851,213,0.02,5671120849,212,48.1,5671120841,157,,5671120843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615887,32,1,1,3,0,b3r6d8ydtmtjckam6pku9y400,0,7.6,83.3,2025-04-21T16:06:13.683Z,2025-04-21T16:06:15Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671121083,141,65.5,5671121081,140,7.6,5671121079,56,Back,5671121085,212,12.1,5671121087,213,4.71,5671121077,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615909,22,61,1,3,3,5rz9enoyknpg8ji78za5b82p0,0,93.6,40.1,2025-04-21T16:06:16.868Z,2025-04-21T16:06:17Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5671121211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615957,33,12,1,3,5,b3r6d8ydtmtjckam6pku9y400,1,11.5,59.7,2025-04-21T16:06:18.645Z,2025-04-21T16:06:20Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5671121523,213,1.02,5671121521,212,21.0,5671121515,56,Back,5671121517,140,22.0,5671121519,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616003,35,1,1,3,7,b3r6d8ydtmtjckam6pku9y400,1,22.0,86.0,2025-04-21T16:06:20.693Z,2025-04-21T16:06:23Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671121767,141,94.5,5671121765,140,30.9,5671121763,56,Back,5671121769,212,11.0,5671121771,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616077,36,1,1,3,10,b3r6d8ydtmtjckam6pku9y400,1,31.9,94.2,2025-04-21T16:06:23.347Z,2025-04-21T16:06:27Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5671122177,213,3.44,5671122175,212,9.6,5671122169,56,Back,5671122171,140,23.2,5671122173,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
