id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2807847155,5,1,1,0,9,36g6ifzjliec1jqnbtf7yesme,0,32.6,4.7,2025-04-28T17:02:32.493Z,2025-04-28T17:02:36Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5688938975,56,Center,5688938973,157,,5688938979,141,38.6,5688938985,1,,5688938981,212,59.7,5688938983,213,0.40,5688938977,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847195,7,1,1,0,17,c165yjiny1qnmfdvefxvflnkc,1,14.3,59.4,2025-04-28T17:02:40.296Z,2025-04-28T17:02:42Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5688939161,213,0.72,5688939157,141,69.9,5688939155,140,22.1,5688939153,56,Back,5688939159,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847211,9,1,1,0,20,c165yjiny1qnmfdvefxvflnkc,1,25.3,75.4,2025-04-28T17:02:43.441Z,2025-04-28T17:02:45Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5688939243,140,30.9,5688939241,56,Back,5688939245,141,87.8,5688939249,213,0.96,5688939247,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847229,10,1,1,0,22,c165yjiny1qnmfdvefxvflnkc,1,30.9,87.8,2025-04-28T17:02:45.057Z,2025-04-28T17:02:47Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5688939339,140,24.6,5688939341,141,75.3,5688939343,212,10.8,5688939345,213,4.05,5688939337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847241,11,1,1,0,24,c165yjiny1qnmfdvefxvflnkc,1,24.0,72.4,2025-04-28T17:02:47Z,2025-04-28T17:02:50Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5688939457,213,4.65,5688939453,141,33.7,5688939451,140,22.4,5688939455,212,26.4,5688939449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847303,12,1,1,0,29,c165yjiny1qnmfdvefxvflnkc,1,20.5,27.6,2025-04-28T17:02:51.873Z,2025-04-28T17:02:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5688939831,213,5.76,5688939827,141,5.2,5688939829,212,30.5,5688939823,56,Back,5688939825,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847321,13,1,1,0,34,c165yjiny1qnmfdvefxvflnkc,1,58.0,5.0,2025-04-28T17:02:57.559Z,2025-04-28T17:02:59Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5688940043,213,2.56,5688940041,212,19.8,5688940037,140,42.2,5688940039,141,20.9,5688940035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847335,14,1,1,0,37,c165yjiny1qnmfdvefxvflnkc,1,46.4,26.6,2025-04-28T17:02:59.856Z,2025-04-28T19:56:37Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5688940161,140,43.7,5688940163,141,66.9,5688940165,212,27.6,5688940167,213,1.67,5688940159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847369,15,1,1,0,39,c165yjiny1qnmfdvefxvflnkc,1,44.7,62.4,2025-04-28T17:03:02.280Z,2025-04-28T17:03:05Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5688940319,140,54.5,5688940325,213,1.03,5688940321,141,87.8,5688940323,212,20.1,5688940317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847393,16,1,1,0,42,c165yjiny1qnmfdvefxvflnkc,1,56.6,91.2,2025-04-28T17:03:05.743Z,2025-04-28T17:03:10Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5688940547,213,4.92,5688940539,56,Center,5688940543,141,75.6,5688940541,140,58.7,5688940545,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847415,17,1,1,0,47,c165yjiny1qnmfdvefxvflnkc,1,47.4,70.2,2025-04-28T17:03:10.607Z,2025-04-28T17:03:14Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5688940685,213,4.18,5688940683,212,26.6,5688940681,141,36.6,5688940679,140,34.5,5688940677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847435,18,1,1,0,50,c165yjiny1qnmfdvefxvflnkc,1,40.5,32.7,2025-04-28T17:03:13.816Z,2025-04-28T17:03:17Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5688940791,56,Back,5688940795,140,43.4,5688940799,212,11.9,5688940797,141,15.8,5688940801,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847481,19,1,1,0,54,c165yjiny1qnmfdvefxvflnkc,0,52.7,20.3,2025-04-28T17:03:17Z,2025-04-28T19:56:58Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5688941067,56,Right,5689519183,1,,5688941079,212,35.7,5688941081,213,5.93,5688941071,140,84.6,5688941075,141,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847479,6,43,1,1,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-04-28T17:03:23.597Z,2025-04-28T19:57:05Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5689519307,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847495,7,1,1,1,2,36g6ifzjliec1jqnbtf7yesme,0,9.5,96.0,2025-04-28T17:03:25.429Z,2025-04-28T17:03:27Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5688941171,212,2.9,5688941173,213,4.57,5688941169,141,91.8,5688941165,56,Back,5688941187,286,,5688941181,236,,5688941183,233,20,5688941167,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847497,20,74,1,1,2,c165yjiny1qnmfdvefxvflnkc,1,83.0,9.8,2025-04-28T17:03:25.430Z,2025-04-28T17:14:59Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5688941177,285,,5688941193,233,7,5688941175,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847603,8,5,1,1,5,36g6ifzjliec1jqnbtf7yesme,1,-0.9,90.2,2025-04-28T17:03:28.309Z,2025-04-28T17:13:42Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5688941849,56,Back,5688941851,346,,5688941881,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847503,21,5,1,1,5,c165yjiny1qnmfdvefxvflnkc,0,100.9,9.8,2025-04-28T17:03:28.309Z,2025-04-28T17:13:42Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5688941225,56,Right,5688941889,233,8,5688941227,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847625,9,1,1,1,23,36g6ifzjliec1jqnbtf7yesme,1,4.6,62.2,2025-04-28T17:03:45.940Z,2025-04-28T17:56:11Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5688942007,212,8.6,5688942013,237,,5688942001,56,Back,5688942003,140,3.3,5688942005,141,49.7,5688941999,124,,5688942009,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847635,10,43,1,1,25,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-04-28T17:03:48.340Z,2025-04-28T17:56:13Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5688942065,56,Back,5688942069,141,66.0,5688942073,213,1.23,5688942071,212,11.9,5689097839,144,1,5688942067,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847641,11,1,1,1,27,36g6ifzjliec1jqnbtf7yesme,0,7.5,44.2,2025-04-28T17:03:50.772Z,2025-04-28T17:03:51Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5688942097,157,,5688942107,213,6.00,5688942109,1,,5688942105,212,36.0,5688942103,141,29.2,5688942101,140,40.4,5688942099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847677,22,1,1,1,29,c165yjiny1qnmfdvefxvflnkc,1,61.1,68.3,2025-04-28T17:03:52.551Z,2025-04-28T19:57:40Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5688942317,213,0.92,5688942309,56,Left,5688942315,212,13.9,5688942313,141,84.6,5688942311,140,69.1,5688942307,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847679,23,44,1,1,32,c165yjiny1qnmfdvefxvflnkc,1,67.2,75.4,2025-04-28T17:03:55.452Z,2025-04-28T17:03:59Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5688942337,233,12,5688942329,56,Center,5688942331,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847673,12,44,1,1,32,36g6ifzjliec1jqnbtf7yesme,0,32.8,24.6,2025-04-28T17:03:55.453Z,2025-04-28T17:13:30Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5688942287,56,Back,5688942289,285,,5688942353,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847695,24,43,1,1,32,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-04-28T17:03:55.719Z,2025-04-28T17:04:04Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5688942419,168,0,5688942425,141,70.9,5688942423,140,73.9,5688942421,56,Center,5688942639,144,1,5688942429,213,5.78,5688942427,212,6.7,5688942417,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847703,25,1,1,1,33,c165yjiny1qnmfdvefxvflnkc,0,70.8,76.7,2025-04-28T17:03:56.120Z,2025-04-28T22:00:23Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5688942491,213,5.37,5688942479,56,Center,5688942483,141,67.3,5688942481,140,75.5,5688942477,3,,5688942487,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807949455,809,44,1,1,37,36g6ifzjliec1jqnbtf7yesme,1,22.9,27.4,2025-04-28T17:04:00.430Z,2025-04-28T19:58:12Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5689521137,56,Back,5689521143,233,841,5689521141,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807949453,841,44,1,1,37,c165yjiny1qnmfdvefxvflnkc,0,77.1,72.6,2025-04-28T17:04:00.431Z,2025-04-28T19:58:12Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5689521147,233,809,5689521131,56,Center,5689521133,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847723,13,1,1,1,38,36g6ifzjliec1jqnbtf7yesme,1,21.8,42.1,2025-04-28T17:04:01.076Z,2025-04-28T17:04:03Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5688942583,141,28.3,5688942581,140,24.1,5688942579,56,Back,5688942585,212,9.7,5688942587,213,4.96,5688942577,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847735,14,1,1,1,40,36g6ifzjliec1jqnbtf7yesme,0,24.1,28.3,2025-04-28T17:04:03.139Z,2025-04-28T17:04:04Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5688942679,213,6.28,5688942673,140,59.5,5688942671,56,Center,5688942669,157,,5688942675,141,28.2,5688942677,212,37.2,5688942681,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847807,27,1,1,1,46,c165yjiny1qnmfdvefxvflnkc,1,24.8,89.7,2025-04-28T17:04:09.016Z,2025-04-28T19:58:43Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5688943055,213,4.22,5688943049,140,12.4,5688943053,212,27.7,5688943051,141,53.8,5688943045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847851,28,1,1,1,49,c165yjiny1qnmfdvefxvflnkc,0,14.0,58.4,2025-04-28T17:04:12.135Z,2025-04-28T17:04:18Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5688943317,140,67.1,5688943313,157,,5688943315,56,Center,5688943319,141,47.6,5688943325,1,,5688943321,212,56.2,5688943323,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847843,15,1,1,1,52,36g6ifzjliec1jqnbtf7yesme,1,35.0,61.4,2025-04-28T17:04:15.852Z,2025-04-28T17:04:17Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5688943269,3,,5688943271,56,Back,5688943273,140,43.5,5688943285,213,0.78,5688943281,212,12.6,5688943277,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847895,17,1,1,1,55,36g6ifzjliec1jqnbtf7yesme,1,44.0,76.9,2025-04-28T17:04:18.076Z,2025-04-28T17:56:14Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5688943555,141,95.7,5688943553,140,68.4,5688943551,56,Left,5688943559,213,0.46,5688943557,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847921,18,1,1,2,0,36g6ifzjliec1jqnbtf7yesme,1,66.7,96.2,2025-04-28T17:04:22.972Z,2025-04-28T17:04:25Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5688943689,141,96.3,5688943685,56,Back,5688943693,213,3.14,5688943691,212,21.2,5688943687,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847953,19,1,1,2,2,36g6ifzjliec1jqnbtf7yesme,1,47.0,96.6,2025-04-28T17:04:25.622Z,2025-04-28T19:59:27Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5688943863,212,20.7,5688943861,141,70.3,5688943865,213,4.19,5688943857,56,Back,5688943859,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807847979,20,1,1,2,6,36g6ifzjliec1jqnbtf7yesme,1,37.6,69.0,2025-04-28T17:04:28.995Z,2025-04-28T17:04:31Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5688943995,213,4.78,5688943989,140,38.7,5688943991,141,43.1,5688943993,212,17.6,5688943987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848019,21,1,1,2,8,36g6ifzjliec1jqnbtf7yesme,1,41.0,37.9,2025-04-28T17:04:31.740Z,2025-04-28T17:04:36Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5688944261,213,0.86,5688944263,1,,5688944257,141,93.0,5688944255,140,71.7,5688944253,56,Left,5688944251,155,,5688944259,212,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848029,22,1,1,2,13,36g6ifzjliec1jqnbtf7yesme,0,75.9,87.5,2025-04-28T17:04:35.908Z,2025-04-28T21:16:48Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5689524081,236,,5688944317,212,6.7,5689523903,225,,5689523721,2,,5689657881,233,29,5689523907,72,,5688944319,213,5.56,5688944313,140,80.7,5689524083,286,5689523905,386,5688944311,56,Left,5688944315,141,80.9,,,,,,,,,,,,,,,,,,,,
2807848047,29,12,1,2,13,c165yjiny1qnmfdvefxvflnkc,1,11.9,14.9,2025-04-28T17:04:36.008Z,2025-04-28T21:16:48Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5689657885,233,22,5689524015,185,,5688944433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848051,23,1,1,2,15,36g6ifzjliec1jqnbtf7yesme,1,92.7,81.1,2025-04-28T17:04:38.692Z,2025-04-28T17:04:39Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5688944447,56,Left,5688944451,141,92.6,5688944453,212,11.5,5688944455,213,2.39,5688944449,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848055,24,1,1,2,16,36g6ifzjliec1jqnbtf7yesme,0,84.5,93.0,2025-04-28T17:04:39.685Z,2025-04-28T20:00:06Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5688944479,2,,5688944491,213,5.01,5688944487,141,49.0,5688944483,56,Center,5688944481,155,,5688944485,140,93.2,5688944489,212,31.3,5689524395,72,,5689524393,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848069,30,12,1,2,20,c165yjiny1qnmfdvefxvflnkc,1,6.9,55.7,2025-04-28T17:04:43.104Z,2025-04-28T17:04:44Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5688944615,56,Back,5688944629,15,,5688944623,212,38.5,5688944621,141,33.3,5688944619,140,40.6,5688944625,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848085,25,1,1,2,24,36g6ifzjliec1jqnbtf7yesme,1,56.4,61.8,2025-04-28T17:04:47.836Z,2025-04-28T20:00:24Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5688944725,56,Back,5688944729,141,77.3,5688944733,213,2.66,5688944731,212,22.9,5688944727,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848123,26,1,1,2,26,36g6ifzjliec1jqnbtf7yesme,1,37.0,77.3,2025-04-28T17:04:48.897Z,2025-04-28T17:04:52Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5688944907,140,57.0,5688944913,213,0.51,5688944911,212,24.0,5688944905,56,Left,5688944909,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807848143,27,1,1,2,29,36g6ifzjliec1jqnbtf7yesme,1,61.3,94.7,2025-04-28T17:04:52.357Z,2025-04-28T20:00:40Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5688945027,213,3.96,5688945021,140,44.7,5688945023,141,67.2,5688945019,56,Back,5688945025,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
