id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2786055297,6,1,1,0,34,36g6ifzjliec1jqnbtf7yesme,1,30.4,28.0,2025-03-09T13:02:07.048Z,2025-03-09T13:02:08Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5569147297,213,2.80,5569147295,212,29.8,5569147289,56,Back,5569147293,141,42.8,5569147291,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055355,7,1,1,0,36,36g6ifzjliec1jqnbtf7yesme,0,3.7,42.8,2025-03-09T13:02:08.567Z,2025-03-09T13:02:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5569147529,157,,5569147539,213,6.17,5569147541,1,,5569147531,56,Center,5569147537,212,54.1,5569147535,141,34.0,5569147533,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055327,10,43,1,0,36,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-09T13:02:09.157Z,2025-03-09T20:19:58Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569147445,56,Left,5571274789,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055379,11,1,1,0,39,59as3grjvj19voay31j3yfgni,0,44.4,66.9,2025-03-09T13:02:11.940Z,2025-03-09T13:02:13Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5569147653,3,,5569147657,140,58.9,5569147661,212,15.4,5569147663,213,6.14,5569147655,56,Center,5569147659,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055431,8,1,1,0,41,36g6ifzjliec1jqnbtf7yesme,1,38.7,37.9,2025-03-09T13:02:14.184Z,2025-03-09T13:02:17Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5569147907,140,44.1,5569147911,212,10.2,5569147913,213,5.30,5569147909,141,25.5,5569147903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055473,9,1,1,0,44,36g6ifzjliec1jqnbtf7yesme,1,44.2,25.5,2025-03-09T13:02:17.080Z,2025-03-09T13:02:19Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5569148139,140,62.5,5569148145,213,5.60,5569148137,56,Right,5569148143,212,24.7,5569148141,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055481,10,1,1,0,45,36g6ifzjliec1jqnbtf7yesme,1,62.5,2.6,2025-03-09T13:02:17.648Z,2025-03-09T20:20:44Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5569148173,56,Right,5569148181,213,1.67,5569148179,212,10.3,5569148175,140,61.5,5569148177,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055487,11,1,1,0,46,36g6ifzjliec1jqnbtf7yesme,0,61.5,17.6,2025-03-09T13:02:19.331Z,2025-03-09T13:02:21Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5569148209,56,Right,5569148213,141,14.0,5569148217,213,5.61,5569148271,233,12,5569148215,212,3.9,5569148211,140,64.4,5569148275,286,,5569148269,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055469,12,74,1,0,46,59as3grjvj19voay31j3yfgni,1,34.3,90.2,2025-03-09T13:02:19.332Z,2025-03-09T13:02:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5569148117,56,Back,5569148119,285,,5569148283,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055513,12,61,1,0,48,36g6ifzjliec1jqnbtf7yesme,1,64.4,14.0,2025-03-09T13:02:21.286Z,2025-03-09T13:02:22Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5569148365,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055509,13,1,1,0,49,59as3grjvj19voay31j3yfgni,1,30.6,77.5,2025-03-09T13:02:21.965Z,2025-03-09T20:20:57Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5569148353,213,0.04,5569148349,141,77.9,5569148351,212,6.1,5569148345,56,Back,5569148347,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786443311,919,61,1,0,50,59as3grjvj19voay31j3yfgni,0,36.3,78.1,2025-03-09T13:02:22.411Z,2025-03-09T20:21:07Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5571278005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055551,13,1,1,0,50,36g6ifzjliec1jqnbtf7yesme,1,59.9,20.6,2025-03-09T13:02:22.824Z,2025-03-09T13:02:25Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5569148601,56,Right,5569148609,213,5.45,5569148603,140,68.2,5569148605,141,6.5,5569148607,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786443593,860,3,1,0,50,36g6ifzjliec1jqnbtf7yesme,1,66.7,13.3,2025-03-09T13:02:23.160Z,2025-03-09T20:21:29Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5571279497,464,,5571279495,286,,5571279499,233,920,5571279491,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786443585,920,45,1,0,50,59as3grjvj19voay31j3yfgni,0,33.3,86.7,2025-03-09T13:02:23.160Z,2025-03-09T20:21:29Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5571279421,56,Back,5571279565,233,860,5571279427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055573,14,1,1,0,52,36g6ifzjliec1jqnbtf7yesme,0,64.2,15.0,2025-03-09T13:02:25.368Z,2025-03-09T13:02:26Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5569148731,213,1.95,5569148723,56,Center,5569148729,212,13.0,5569148725,140,59.6,5569148727,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055675,14,8,1,0,55,59as3grjvj19voay31j3yfgni,1,39.6,63.7,2025-03-09T13:02:27.540Z,2025-03-09T20:21:39Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569149215,56,Back,5571280213,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786057603,42,1,1,0,56,36g6ifzjliec1jqnbtf7yesme,0,57.7,30.7,2025-03-09T13:02:29.044Z,2025-03-09T13:15:22Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5569215831,213,1.87,5569215829,212,1.4,5569215825,140,57.3,5569159357,56,Center,5569215827,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786068891,108,61,1,0,58,59as3grjvj19voay31j3yfgni,1,45.7,65.4,2025-03-09T13:02:30.521Z,2025-03-09T13:16:05Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569219379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055751,15,1,1,1,0,36g6ifzjliec1jqnbtf7yesme,0,41.5,34.6,2025-03-09T13:02:32.424Z,2025-03-09T13:05:13Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569149541,56,Right,5569149549,213,5.26,5569162571,1,,5569162567,157,,5569149543,140,53.4,5569149545,141,4.7,5569149547,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055765,16,4,1,1,2,36g6ifzjliec1jqnbtf7yesme,1,51.8,5.2,2025-03-09T13:02:35.124Z,2025-03-09T20:21:52Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5569149621,13,,5569149623,56,Right,5571281017,294,,5569149629,286,,5569149635,233,15,5569149625,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055733,15,4,1,1,2,59as3grjvj19voay31j3yfgni,0,48.2,94.8,2025-03-09T13:02:35.125Z,2025-03-09T20:21:50Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5569149657,233,16,5569149583,285,,5569149579,152,,5571280757,294,,5569149575,13,,5569149577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055873,17,1,1,1,9,36g6ifzjliec1jqnbtf7yesme,1,47.0,2.2,2025-03-09T13:02:41.673Z,2025-03-09T13:02:45Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5569150177,213,2.37,5569150169,140,32.2,5569150173,212,21.8,5569150163,5,,5569150165,152,,5569150171,141,24.6,5569150167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055951,18,1,1,1,12,36g6ifzjliec1jqnbtf7yesme,1,34.9,27.3,2025-03-09T13:02:45.241Z,2025-03-09T13:02:49Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5569150511,140,30.6,5569150513,141,59.6,5569150509,56,Back,5569150515,212,22.4,5569150517,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055961,19,1,1,1,17,36g6ifzjliec1jqnbtf7yesme,1,31.3,61.7,2025-03-09T13:02:49.400Z,2025-03-09T13:02:50Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569150579,213,5.29,5569150565,56,Back,5569150571,141,40.4,5569150575,212,17.2,5569150569,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056029,20,1,1,1,17,36g6ifzjliec1jqnbtf7yesme,1,40.2,40.4,2025-03-09T13:02:50.200Z,2025-03-09T13:02:55Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5569151041,56,Back,5569151051,213,3.13,5569151045,140,14.7,5569151049,212,26.8,5569151047,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056065,21,1,1,1,22,36g6ifzjliec1jqnbtf7yesme,1,15.2,42.8,2025-03-09T13:02:55.273Z,2025-03-09T13:02:57Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5569151233,140,10.4,5569151235,141,64.9,5569151237,212,15.9,5569151231,56,Back,5569151239,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056105,22,1,1,1,25,36g6ifzjliec1jqnbtf7yesme,1,10.4,64.9,2025-03-09T13:02:57.737Z,2025-03-09T13:03:00Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569151437,56,Back,5569151439,140,15.9,5569151445,213,1.28,5569151441,141,93.5,5569151443,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056123,23,1,1,1,27,36g6ifzjliec1jqnbtf7yesme,0,17.1,93.6,2025-03-09T13:02:59.993Z,2025-03-09T13:03:01Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5569151591,213,6.11,5569151609,233,16,5569151617,286,,5569151589,212,1.2,5569151583,56,Back,5569151607,236,,5569151585,140,18.2,5569151587,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056113,16,74,1,1,27,59as3grjvj19voay31j3yfgni,1,79.9,3.2,2025-03-09T13:02:59.994Z,2025-03-09T13:03:02Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5569151643,233,23,5569151525,285,,5569151523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056139,17,5,1,1,29,59as3grjvj19voay31j3yfgni,0,81.6,-1.7,2025-03-09T13:03:01.764Z,2025-03-09T13:16:22Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5569151649,56,Right,5569151651,347,,5569152707,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056313,24,5,1,1,29,36g6ifzjliec1jqnbtf7yesme,1,18.4,101.7,2025-03-09T13:03:01.764Z,2025-03-09T13:16:22Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5569152583,56,Back,5569152663,233,17,5569152585,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056355,25,1,1,1,43,36g6ifzjliec1jqnbtf7yesme,1,17.2,100.0,2025-03-09T13:03:15.417Z,2025-03-09T13:03:18Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5569152855,141,89.3,5569152857,212,20.3,5569152849,107,,5569152853,140,35.0,5569152859,213,5.88,5569152851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056361,26,61,1,1,45,36g6ifzjliec1jqnbtf7yesme,0,35.0,89.3,2025-03-09T13:03:17.977Z,2025-03-09T13:03:18Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5569152883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056403,18,1,1,1,45,59as3grjvj19voay31j3yfgni,1,57.2,7.0,2025-03-09T13:03:18.004Z,2025-03-09T13:03:20Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569153089,141,18.5,5569153091,212,9.5,5569153087,140,52.0,5569153085,56,Right,5569153093,213,2.18,5569153083,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056439,19,1,1,1,47,59as3grjvj19voay31j3yfgni,1,51.2,18.8,2025-03-09T13:03:20.228Z,2025-03-09T13:03:22Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5569153281,56,Back,5569153291,141,24.0,5569153299,1,,5569153297,213,3.04,5569153287,140,18.8,5569153295,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056543,21,1,1,1,50,59as3grjvj19voay31j3yfgni,0,20.0,24.9,2025-03-09T13:03:23.364Z,2025-03-09T13:03:27Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5569153771,157,,5569153773,56,Center,5569153781,213,0.06,5569153783,1,,5569153779,212,60.6,5569153775,140,77.6,5569153777,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056557,27,1,1,1,54,36g6ifzjliec1jqnbtf7yesme,1,24.3,73.6,2025-03-09T13:03:26.505Z,2025-03-09T13:03:29Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569153879,140,12.9,5569153885,213,3.87,5569153883,212,16.0,5569153875,3,,5569153877,56,Back,5569153881,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056801,29,1,1,2,5,36g6ifzjliec1jqnbtf7yesme,1,8.2,54.6,2025-03-09T13:03:37.721Z,2025-03-09T13:03:43Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5569154993,140,24.5,5569155003,1,,5569154995,141,7.0,5569154997,212,36.6,5569154991,56,Back,5569154999,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056859,30,1,1,2,10,36g6ifzjliec1jqnbtf7yesme,1,25.6,7.0,2025-03-09T13:03:43.178Z,2025-03-09T13:03:46Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5569155279,141,18.3,5569155283,213,2.54,5569155277,140,14.9,5569155275,56,Back,5569155281,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056887,31,1,1,2,13,36g6ifzjliec1jqnbtf7yesme,0,22.9,9.4,2025-03-09T13:03:46.218Z,2025-03-09T13:03:47Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5569155429,140,39.0,5569155431,141,36.0,5569155427,56,Back,5569155435,213,0.82,5569155425,155,,5569155433,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056891,22,8,1,2,16,59as3grjvj19voay31j3yfgni,1,60.0,66.0,2025-03-09T13:03:48.996Z,2025-03-09T20:22:47Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569155477,56,Center,5571283925,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
