id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2813912981,861,83,1,0,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.1,84.7,2025-05-11T14:01:05.804Z,2025-05-11T21:39:12Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5722455829,399,61sojkdsmaz9hbwaskt4rws15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561293,8,1,1,0,22,5rz9enoyknpg8ji78za5b82p0,0,75.5,18.0,2025-05-11T14:01:08.627Z,2025-05-11T14:01:11Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720516895,140,70.6,5720516909,286,,5720516897,141,23.6,5720516901,213,2.50,5720516903,236,,5720516899,212,6.4,5720516905,233,5,5720516893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561271,5,74,1,0,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.7,74.8,2025-05-11T14:01:08.628Z,2025-05-11T15:00:21Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5720516791,56,Back,5720516951,233,8,5720516793,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561349,6,83,1,0,24,9w3sjm5ml4sjr2v81oxzdrt8v,0,46.8,76.6,2025-05-11T14:01:10.668Z,2025-05-11T21:39:37Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5720517349,399,8xrco8qhcvplvc3wmcschoi22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561351,9,1,1,0,25,5rz9enoyknpg8ji78za5b82p0,1,51.0,18.6,2025-05-11T14:01:12.159Z,2025-05-11T21:39:39Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720517169,140,28.6,5720517173,212,27.9,5720517171,141,40.6,5720517167,56,Back,5720517175,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561385,10,1,1,0,27,5rz9enoyknpg8ji78za5b82p0,1,24.5,42.1,2025-05-11T14:01:14.263Z,2025-05-11T14:01:17Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720517319,56,Back,5720517323,141,60.3,5720517327,213,2.29,5720517325,212,16.5,5720517321,140,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561441,11,1,1,0,32,5rz9enoyknpg8ji78za5b82p0,0,18.7,62.0,2025-05-11T14:01:19.032Z,2025-05-11T14:01:22Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5720517631,1,,5720517629,213,0.20,5720517613,56,Center,5720517625,212,51.0,5720517617,140,66.3,5720517619,141,76.9,5720517609,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561437,7,44,1,0,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.6,20.1,2025-05-11T14:01:20.788Z,2025-05-11T14:59:48Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720517729,233,12,5720517599,285,,5720517597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561447,12,44,1,0,34,5rz9enoyknpg8ji78za5b82p0,0,66.4,79.9,2025-05-11T14:01:20.789Z,2025-05-11T14:59:48Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720517777,233,7,5720517655,56,Left,5720517657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561443,8,12,1,0,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.8,15.6,2025-05-11T14:01:21.269Z,2025-05-11T14:01:24Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720517643,141,0.0,5720517641,140,42.8,5720517691,167,,5720517639,56,Back,5720517645,212,15.1,5720517647,213,5.39,5720517843,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561451,9,5,1,0,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.6,-1.8,2025-05-11T14:01:21.870Z,2025-05-11T14:01:34Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720517675,347,,5720517673,56,Back,5720518417,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561565,13,5,1,0,35,5rz9enoyknpg8ji78za5b82p0,1,57.4,101.8,2025-05-11T14:01:21.870Z,2025-05-11T14:14:09Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720518349,347,,5720518347,56,Left,5720518379,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561583,14,1,1,0,47,5rz9enoyknpg8ji78za5b82p0,1,57.7,100.0,2025-05-11T14:01:33.751Z,2025-05-11T14:01:35Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720518475,56,Left,5720518477,140,57.8,5720518483,213,4.73,5720518479,141,94.5,5720518473,107,,5720518481,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561619,15,1,1,0,48,5rz9enoyknpg8ji78za5b82p0,1,57.9,94.4,2025-05-11T14:01:34.791Z,2025-05-11T14:01:38Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5720518675,56,Left,5720518679,140,60.9,5720518683,141,96.5,5720518687,213,0.43,5720518685,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561669,16,1,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,56.5,96.5,2025-05-11T14:01:37.895Z,2025-05-11T14:01:42Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720518951,212,27.6,5720518949,141,62.6,5720518953,213,4.13,5720518947,140,42.0,5720518945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561725,17,1,1,0,55,5rz9enoyknpg8ji78za5b82p0,0,46.8,54.9,2025-05-11T14:01:42.183Z,2025-05-11T14:01:46Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720519261,56,Right,5720519269,213,5.83,5720519267,212,62.7,5720519265,141,14.6,5720519263,140,100.0,5720519259,155,,5720519271,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561749,10,5,1,0,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.9,85.8,2025-05-11T14:01:45.154Z,2025-05-11T14:14:09Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720519383,346,,5720519775,233,18,5720519381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561831,18,5,1,0,58,5rz9enoyknpg8ji78za5b82p0,0,100.9,14.2,2025-05-11T14:01:45.154Z,2025-05-11T14:14:10Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720519757,56,Right,5720519759,346,,5720519827,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561873,11,1,1,1,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,56.0,2025-05-11T14:01:53.908Z,2025-05-11T14:01:58Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5720519977,124,,5720519993,213,0.83,5720519999,237,,5720519989,212,8.7,5720519979,56,Back,5720519987,141,65.4,5720519985,140,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561919,12,1,1,1,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.6,67.9,2025-05-11T14:01:58.388Z,2025-05-11T14:02:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720520227,140,25.2,5720520247,1,,5720520219,196,,5720520233,141,2.2,5720520237,212,46.0,5720520243,213,4.96,5720520215,155,,5720520223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561939,13,1,1,1,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.7,2.0,2025-05-11T14:02:02.804Z,2025-05-11T14:02:05Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5720520411,141,7.6,5720520407,56,Back,5720520413,212,9.1,5720520409,140,14.8,5720520415,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561955,14,1,1,1,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,14.8,7.6,2025-05-11T14:02:04.868Z,2025-05-11T14:02:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720520501,56,Right,5720520509,213,0.08,5720520499,157,,5720520503,140,54.7,5720520505,141,12.5,5720520507,212,42.0,5720520511,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813561971,19,1,1,1,20,5rz9enoyknpg8ji78za5b82p0,0,47.9,86.3,2025-05-11T14:02:06.567Z,2025-05-11T14:02:07Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720520599,212,9.0,5720520601,213,4.37,5720520591,3,,5720520593,56,Back,5720520597,141,73.9,5720520595,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562015,15,1,1,1,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.7,33.1,2025-05-11T14:02:08.769Z,2025-05-11T14:02:11Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5720520827,140,77.6,5720520825,56,Center,5720520831,212,18.3,5720520829,141,22.1,5720520833,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562021,20,8,1,1,25,5rz9enoyknpg8ji78za5b82p0,1,21.9,76.7,2025-05-11T14:02:11.751Z,2025-05-11T21:54:40Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720520867,56,Back,5722504861,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562047,16,83,1,1,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,81.0,13.7,2025-05-11T14:02:13.748Z,2025-05-11T14:02:16Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5720521185,399,8xrco8qhcvplvc3wmcschoi22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562103,22,1,1,1,28,5rz9enoyknpg8ji78za5b82p0,1,15.4,78.4,2025-05-11T14:02:14.999Z,2025-05-11T14:02:17Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720521281,56,Back,5720521289,213,5.56,5720521283,140,21.4,5720521285,141,70.3,5720521287,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562153,23,1,1,1,30,5rz9enoyknpg8ji78za5b82p0,1,22.8,67.6,2025-05-11T14:02:16.999Z,2025-05-11T14:02:20Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720521525,56,Back,5720521527,140,26.6,5720521531,212,34.6,5720521539,1,,5720521535,213,4.83,5720521529,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562161,24,3,1,1,34,5rz9enoyknpg8ji78za5b82p0,0,27.6,13.7,2025-05-11T14:02:20.455Z,2025-05-11T21:54:53Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5720521567,285,,5720521565,56,Back,5720521735,233,17,5722505383,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562183,17,7,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.4,86.3,2025-05-11T14:02:20.456Z,2025-05-11T21:55:04Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5722505805,383,,5722505807,178,,5720521659,286,,5720521711,233,24,5720521657,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562285,19,1,1,1,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.6,88.7,2025-05-11T14:02:26.788Z,2025-05-11T14:02:30Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5720522183,56,Center,5720522193,213,4.11,5720522189,141,75.3,5720522191,212,11.1,5720522187,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562311,20,1,1,1,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.0,89.7,2025-05-11T14:02:30.787Z,2025-05-11T14:02:32Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720522307,140,71.9,5720522305,56,Center,5720522311,212,11.0,5720522313,213,4.31,5720522309,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562329,21,1,1,1,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.8,73.5,2025-05-11T14:02:32.755Z,2025-05-11T14:02:34Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5720522415,56,Right,5720522417,140,86.5,5720522423,213,4.99,5720522419,141,0.0,5720522411,155,,5720522421,212,53.3,5720522425,1,,5720522413,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562333,22,5,1,1,47,9w3sjm5ml4sjr2v81oxzdrt8v,0,87.0,-1.6,2025-05-11T14:02:34.360Z,2025-05-11T14:14:10Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5720523203,233,25,5720522439,347,,5720522437,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562465,25,5,1,1,47,5rz9enoyknpg8ji78za5b82p0,1,13.0,101.6,2025-05-11T14:02:34.360Z,2025-05-11T14:14:10Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720523173,233,22,5720523169,56,Back,5720523171,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562589,26,1,1,2,6,5rz9enoyknpg8ji78za5b82p0,0,19.1,100.0,2025-05-11T14:02:53.289Z,2025-05-11T14:02:55Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720523887,56,Back,5720523885,107,,5720523895,213,6.15,5720523897,1,,5720523891,141,96.3,5720523889,140,44.8,5720523893,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562613,23,1,1,2,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,52.8,4.7,2025-05-11T14:02:56.580Z,2025-05-11T15:01:52Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5720524039,140,62.4,5720524045,213,0.03,5720524035,3,,5720524041,141,5.2,5720524037,56,Right,5720524043,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562685,27,1,1,2,11,5rz9enoyknpg8ji78za5b82p0,1,44.9,92.3,2025-05-11T14:02:57.799Z,2025-05-11T14:03:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5720524445,212,20.0,5720524439,140,60.2,5720524449,213,5.64,5720524437,56,Center,5720524441,141,74.7,5720524435,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562693,28,44,1,2,14,5rz9enoyknpg8ji78za5b82p0,1,55.6,74.4,2025-05-11T14:03:00.739Z,2025-05-11T14:59:49Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720524463,56,Center,5720524465,286,,5720524497,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562679,24,44,1,2,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,44.4,25.6,2025-05-11T14:03:00.740Z,2025-05-11T15:02:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720524515,233,28,5720524413,56,Back,5720524415,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562765,29,1,1,2,14,5rz9enoyknpg8ji78za5b82p0,1,58.4,71.4,2025-05-11T14:03:01.126Z,2025-05-11T14:59:27Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720524915,3,,5720524923,141,54.8,5720524921,140,46.7,5720524919,56,Back,5720766445,156,,5720524925,212,16.7,5720524927,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562783,30,1,1,2,19,5rz9enoyknpg8ji78za5b82p0,1,59.6,26.4,2025-05-11T14:03:06.086Z,2025-05-11T14:03:07Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720525061,141,5.2,5720525063,212,15.6,5720525059,140,65.2,5720525065,213,5.10,5720525057,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562831,31,1,1,2,21,5rz9enoyknpg8ji78za5b82p0,1,64.8,4.9,2025-05-11T14:03:07.542Z,2025-05-11T14:03:10Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5720525293,213,2.02,5720525291,212,10.2,5720525287,140,60.6,5720525285,56,Right,5720525289,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813562855,32,1,1,2,24,5rz9enoyknpg8ji78za5b82p0,1,66.1,11.9,2025-05-11T14:03:10.806Z,2025-05-11T14:03:12Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720525407,141,3.4,5720525399,56,Right,5720525411,213,3.94,5720525403,140,60.7,5720525409,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
