id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2703650927,7,5,1,0,11,77tfx9me4aaqhzv78bmgsy9bg,0,76.6,-1.1,2024-07-27T14:00:51.185Z,2024-07-27T14:00:54Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5119263671,347,,5119263669,56,Right,5119263735,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651027,6,1,1,0,22,59as3grjvj19voay31j3yfgni,1,24.3,100.0,2024-07-27T14:01:02.171Z,2024-07-27T14:01:07Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5119264059,107,,5119264063,140,39.3,5119264061,56,Back,5119264069,213,5.97,5119264067,212,16.6,5119264065,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651031,7,1,1,0,25,59as3grjvj19voay31j3yfgni,0,39.6,94.1,2024-07-27T14:01:04.939Z,2024-07-27T14:59:32Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5119264093,141,88.4,5119264087,168,,5119264085,3,,5119264089,56,Left,5119264091,140,58.4,5119264095,212,20.1,5119264097,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651041,8,1,1,0,26,77tfx9me4aaqhzv78bmgsy9bg,1,41.5,6.5,2024-07-27T14:01:06.244Z,2024-07-27T14:01:08Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119264143,141,15.2,5119264149,1,,5119264145,212,29.7,5119264147,213,0.20,5119264137,157,,5119264139,56,Right,5119264141,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651043,9,44,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,1,70.8,19.4,2024-07-27T14:01:08.644Z,2024-07-27T14:01:11Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5119264253,233,8,5119264155,286,,5119264153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651055,8,44,1,0,28,59as3grjvj19voay31j3yfgni,0,29.2,80.6,2024-07-27T14:01:08.645Z,2024-07-27T14:01:11Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119264231,56,Back,5119264273,233,9,5119264233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651049,10,1,1,0,29,77tfx9me4aaqhzv78bmgsy9bg,0,69.2,15.2,2024-07-27T14:01:09.011Z,2024-07-27T14:01:09Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5119264187,56,Center,5119264185,3,,5119264199,213,1.08,5119264195,141,32.3,5119264197,212,13.2,5119264191,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651073,9,1,1,0,31,59as3grjvj19voay31j3yfgni,0,27.1,53.9,2024-07-27T14:01:11.291Z,2024-07-27T14:01:13Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5119264319,157,,5119264331,1,,5119264321,56,Center,5119264329,213,0.29,5119264327,212,32.9,5119264325,141,67.9,5119264323,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651075,10,44,1,0,32,59as3grjvj19voay31j3yfgni,1,56.8,71.7,2024-07-27T14:01:12.642Z,2024-07-27T19:04:40Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5119264393,233,11,5119264335,56,Center,5119264337,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651071,11,44,1,0,32,77tfx9me4aaqhzv78bmgsy9bg,0,43.2,28.3,2024-07-27T14:01:12.643Z,2024-07-27T16:45:45Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119264317,285,,5119264315,56,Back,5119264375,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703733061,739,1,1,0,33,59as3grjvj19voay31j3yfgni,0,52.4,76.4,2024-07-27T14:01:12.887Z,2024-07-27T16:46:02Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5119716733,140,55.8,5119716727,3,,5119716739,213,6.00,5119716735,141,74.9,5119716729,168,,5119716737,212,3.7,5119716731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651079,12,61,1,0,34,77tfx9me4aaqhzv78bmgsy9bg,1,43.5,24.5,2024-07-27T14:01:14.028Z,2024-07-27T16:45:51Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119264359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651085,11,43,1,0,37,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-27T14:01:17.275Z,2024-07-27T14:01:25Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5119264649,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651107,12,1,1,0,37,59as3grjvj19voay31j3yfgni,1,44.4,50.0,2024-07-27T14:01:17.324Z,2024-07-27T14:01:20Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5119264509,212,32.6,5119264505,141,90.0,5119264513,213,0.98,5119264501,140,61.6,5119264491,155,,5119264517,1,,5119264497,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651119,13,1,1,0,40,59as3grjvj19voay31j3yfgni,1,61.6,90.0,2024-07-27T14:01:20.187Z,2024-07-27T14:01:21Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5119264575,56,Back,5119264579,141,95.4,5119264577,140,40.5,5119264581,212,22.5,5119264583,213,2.98,5119264573,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651123,14,1,1,0,41,59as3grjvj19voay31j3yfgni,1,40.5,95.4,2024-07-27T14:01:21.691Z,2024-07-27T14:01:22Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5119264601,56,Back,5119264603,140,29.6,5119264609,213,4.08,5119264607,212,19.4,5119264605,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651137,15,1,1,0,42,59as3grjvj19voay31j3yfgni,1,29.6,72.4,2024-07-27T14:01:22.683Z,2024-07-27T14:01:27Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119264697,213,4.47,5119264695,212,21.0,5119264691,140,24.7,5119264689,56,Back,5119264693,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651155,16,1,1,0,47,59as3grjvj19voay31j3yfgni,1,24.7,48.7,2024-07-27T14:01:27.147Z,2024-07-27T14:01:31Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5119264783,141,59.3,5119264781,140,33.5,5119264779,56,Back,5119264787,213,0.66,5119264785,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651157,17,61,1,0,48,59as3grjvj19voay31j3yfgni,0,33.4,59.3,2024-07-27T14:01:28.195Z,2024-07-27T14:59:36Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5119264793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651159,14,3,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,0,76.1,33.6,2024-07-27T14:01:31.363Z,2024-07-27T16:46:26Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5119264795,56,Center,5119264797,286,,5119718615,465,,5119264845,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651173,18,7,1,0,51,59as3grjvj19voay31j3yfgni,1,23.9,66.4,2024-07-27T14:01:31.364Z,2024-07-27T16:46:28Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119264837,285,,5119264835,56,Back,5119264841,233,14,5119718727,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651185,20,1,1,0,54,59as3grjvj19voay31j3yfgni,1,22.4,73.2,2024-07-27T14:01:34.539Z,2024-07-27T14:01:38Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119264887,56,Back,5119264889,140,34.2,5119264893,212,20.3,5119264895,213,0.91,5119264891,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651191,21,61,1,0,57,59as3grjvj19voay31j3yfgni,0,34.2,96.8,2024-07-27T14:01:37.411Z,2024-07-27T14:51:43Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5119264927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703673661,350,83,1,0,58,59as3grjvj19voay31j3yfgni,0,36.4,62.7,2024-07-27T14:01:37.843Z,2024-07-27T14:51:52Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5119387715,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651193,15,1,1,0,58,77tfx9me4aaqhzv78bmgsy9bg,1,68.6,20.9,2024-07-27T14:01:37.955Z,2024-07-27T14:52:43Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119264937,213,2.22,5119264935,212,9.2,5119264929,56,Center,5119264931,140,63.3,5119264933,141,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651211,17,1,1,0,59,77tfx9me4aaqhzv78bmgsy9bg,0,63.3,31.7,2024-07-27T14:01:39.125Z,2024-07-27T14:52:54Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119264979,213,0.22,5119264975,141,35.7,5119264977,212,12.6,5119264973,140,75.0,5119264971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651239,22,1,1,1,2,59as3grjvj19voay31j3yfgni,0,22.8,54.8,2024-07-27T14:01:41.915Z,2024-07-27T14:01:44Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5119265093,140,73.5,5119265089,157,,5119265101,1,,5119265091,56,Center,5119265099,213,5.97,5119265095,141,29.2,5119265097,212,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651249,18,1,1,1,5,77tfx9me4aaqhzv78bmgsy9bg,1,27.7,65.7,2024-07-27T14:01:45.125Z,2024-07-27T14:01:46Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5119265151,56,Back,5119265153,140,35.4,5119265155,141,61.3,5119265159,213,5.93,5119265157,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651273,19,1,1,1,8,77tfx9me4aaqhzv78bmgsy9bg,1,36.1,61.3,2024-07-27T14:01:48.531Z,2024-07-27T14:01:51Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119265259,56,Left,5119265263,141,91.6,5119265261,140,61.2,5119265265,212,33.5,5119265269,1,,5119265267,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651297,20,1,1,1,11,77tfx9me4aaqhzv78bmgsy9bg,1,63.1,92.1,2024-07-27T14:01:51.123Z,2024-07-27T14:01:54Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5119265359,141,84.6,5119265355,56,Back,5119265357,140,47.4,5119265363,213,3.44,5119265361,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651319,21,1,1,1,14,77tfx9me4aaqhzv78bmgsy9bg,1,46.8,82.4,2024-07-27T14:01:53.955Z,2024-07-27T14:01:56Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119265483,212,19.4,5119265481,141,58.5,5119265479,140,36.7,5119265477,56,Back,5119265485,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651341,22,1,1,1,16,77tfx9me4aaqhzv78bmgsy9bg,1,36.2,57.0,2024-07-27T14:01:56.659Z,2024-07-27T14:01:59Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119265569,56,Back,5119265573,141,43.0,5119265571,140,44.5,5119265577,213,5.45,5119265575,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651345,23,50,1,1,19,77tfx9me4aaqhzv78bmgsy9bg,1,42.7,43.0,2024-07-27T14:01:59.364Z,2024-07-27T14:02:02Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119265583,286,,5119265581,56,Back,5119265643,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651359,23,7,1,1,19,59as3grjvj19voay31j3yfgni,0,57.3,57.0,2024-07-27T14:01:59.365Z,2024-07-27T16:47:01Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5119265633,233,23,5119265627,285,,5119265625,56,Center,5119720651,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651361,24,1,1,1,20,77tfx9me4aaqhzv78bmgsy9bg,1,34.2,31.5,2024-07-27T14:02:00.772Z,2024-07-27T14:02:19Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119265653,141,41.3,5119265649,56,Back,5119265651,140,47.3,5119266245,157,,5119266247,1,,5119265657,213,0.45,5119265655,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651471,25,61,1,1,21,77tfx9me4aaqhzv78bmgsy9bg,1,45.2,44.1,2024-07-27T14:02:01.355Z,2024-07-27T14:02:17Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119266161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651387,24,52,1,1,25,59as3grjvj19voay31j3yfgni,1,8.8,43.7,2024-07-27T14:02:05.387Z,2024-07-27T16:47:18Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5119721441,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651435,25,1,1,1,25,59as3grjvj19voay31j3yfgni,1,8.8,43.7,2024-07-27T14:02:05.483Z,2024-07-27T14:02:12Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5119265963,123,,5119265971,212,28.7,5119265967,140,24.8,5119265969,141,77.9,5119265965,56,Back,5119265973,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651449,26,1,1,1,32,59as3grjvj19voay31j3yfgni,1,23.0,72.4,2024-07-27T14:02:12.171Z,2024-07-27T14:02:14Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119266041,141,41.3,5119266045,213,4.25,5119266037,56,Back,5119266039,140,13.0,5119266043,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651475,27,1,1,1,34,59as3grjvj19voay31j3yfgni,1,13.5,40.4,2024-07-27T14:02:13.899Z,2024-07-27T14:02:16Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5119266165,56,Back,5119266169,141,52.7,5119266167,140,4.3,5119266175,213,2.43,5119266171,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651495,28,1,1,1,36,59as3grjvj19voay31j3yfgni,1,8.7,54.3,2024-07-27T14:02:16.666Z,2024-07-27T14:02:19Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5119266269,213,1.14,5119266265,141,93.5,5119266267,212,29.3,5119266263,140,20.3,5119266261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651509,29,1,1,1,39,59as3grjvj19voay31j3yfgni,1,20.3,93.5,2024-07-27T14:02:19.404Z,2024-07-27T14:02:22Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5119266331,212,14.4,5119266329,141,94.5,5119266327,140,34.0,5119266325,56,Back,5119266333,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651515,30,1,1,1,42,59as3grjvj19voay31j3yfgni,1,34.0,94.5,2024-07-27T14:02:22.204Z,2024-07-27T14:52:28Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5119266377,213,4.45,5119266359,56,Back,5119266363,140,32.6,5119266373,212,5.8,5119266399,156,,5119266367,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651547,31,61,1,1,43,59as3grjvj19voay31j3yfgni,0,33.9,88.7,2024-07-27T14:02:23.019Z,2024-07-27T14:52:48Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5119266515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651527,26,1,1,1,43,77tfx9me4aaqhzv78bmgsy9bg,0,60.6,19.9,2024-07-27T14:02:23.842Z,2024-07-27T14:52:54Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119388951,233,351,5119266443,141,20.3,5119388955,286,,5119266441,140,64.7,5119388949,236,,5119266445,212,4.3,5119266449,1,,5119266447,213,0.06,5119266439,56,Right,5119266437,157,,,,,,,,,,,,,,,,,,,,,,,,
2703673891,351,74,1,1,44,59as3grjvj19voay31j3yfgni,1,37.4,71.8,2024-07-27T14:02:23.843Z,2024-07-27T14:52:54Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5119388931,285,,5119388929,56,Back,5119388985,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703674111,552,61,1,1,45,77tfx9me4aaqhzv78bmgsy9bg,1,69.0,17.4,2024-07-27T14:02:24.843Z,2024-07-27T14:59:56Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119390153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651541,27,45,1,1,45,77tfx9me4aaqhzv78bmgsy9bg,0,63.8,26.7,2024-07-27T14:02:25.571Z,2024-07-27T14:03:13Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119266493,56,Center,5119268029,233,36,5119266495,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703651851,36,3,1,1,45,59as3grjvj19voay31j3yfgni,1,36.2,73.3,2024-07-27T14:02:25.571Z,2024-07-27T16:47:51Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5119723323,465,,5119267931,286,,5119267961,233,27,5119267929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
