id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2704278019,6,61,1,0,16,b3r6d8ydtmtjckam6pku9y400,1,60.3,82.9,2024-07-28T16:02:41.913Z,2024-07-28T16:02:55Z,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,5122656079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704277923,9,1,1,0,17,5rz9enoyknpg8ji78za5b82p0,0,55.3,12.7,2024-07-28T16:02:43.337Z,2024-07-28T18:49:56Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5122655567,141,10.7,5122655565,140,53.4,5122655571,213,3.74,5122655563,56,Right,5122655569,212,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704367347,799,61,1,0,17,b3r6d8ydtmtjckam6pku9y400,1,47.0,90.2,2024-07-28T16:02:43.385Z,2024-07-28T18:50:24Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5123167233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704277947,4,1,1,0,19,b3r6d8ydtmtjckam6pku9y400,1,67.6,84.9,2024-07-28T16:02:45.281Z,2024-07-28T18:50:11Z,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,5122655719,213,5.55,5122655705,56,Center,5122655711,141,71.8,5122655707,140,77.0,5122655715,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704277953,5,3,1,0,20,b3r6d8ydtmtjckam6pku9y400,0,77.4,71.4,2024-07-28T16:02:46.117Z,2024-07-28T18:50:32Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5123167637,465,,5122655743,286,,5122655741,56,Center,5122656009,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704277987,10,7,1,0,20,5rz9enoyknpg8ji78za5b82p0,1,22.6,28.6,2024-07-28T16:02:46.118Z,2024-07-28T18:50:40Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5123167829,14,,5122655927,56,Back,5122655929,285,,5122655989,233,5,5123167835,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704277991,11,52,1,0,23,5rz9enoyknpg8ji78za5b82p0,1,12.4,37.0,2024-07-28T16:02:49.497Z,2024-07-28T18:50:45Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5123168057,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278059,12,1,1,0,31,5rz9enoyknpg8ji78za5b82p0,1,13.6,43.1,2024-07-28T16:02:57.304Z,2024-07-28T16:02:59Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5122656327,213,1.05,5122656325,212,18.7,5122656319,56,Back,5122656323,141,67.0,5122656317,123,,5122656321,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278089,13,1,1,0,33,5rz9enoyknpg8ji78za5b82p0,1,22.6,67.0,2024-07-28T16:02:59.353Z,2024-07-28T16:03:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5122656459,56,Back,5122656467,213,3.83,5122656465,212,16.1,5122656461,140,10.8,5122656463,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278151,14,1,1,0,37,5rz9enoyknpg8ji78za5b82p0,1,11.1,43.7,2024-07-28T16:03:03.048Z,2024-07-28T16:03:08Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5122656811,141,17.9,5122656807,56,Right,5122656805,157,,5122656813,212,56.7,5122656809,140,62.5,5122656815,213,5.97,5122656817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278159,15,43,1,0,42,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-07-28T16:03:08.841Z,2024-07-28T16:03:32Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5122656855,286,0,5122658305,144,44,5122656853,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278173,16,1,1,0,45,5rz9enoyknpg8ji78za5b82p0,1,60.6,7.7,2024-07-28T16:03:11.080Z,2024-07-28T16:03:13Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5122656931,141,5.0,5122656927,56,Back,5122656933,212,17.4,5122656935,213,3.25,5122656929,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278209,17,1,1,0,47,5rz9enoyknpg8ji78za5b82p0,1,44.6,5.0,2024-07-28T16:03:13.288Z,2024-07-28T16:03:16Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5122657151,140,37.3,5122657153,141,20.7,5122657149,56,Back,5122657155,212,13.1,5122657157,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278225,18,1,1,0,50,5rz9enoyknpg8ji78za5b82p0,1,35.6,25.9,2024-07-28T16:03:16.200Z,2024-07-28T16:03:18Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5122657283,212,18.8,5122657277,56,Back,5122657281,141,53.4,5122657285,213,1.65,5122657279,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278295,19,1,1,0,52,5rz9enoyknpg8ji78za5b82p0,1,34.7,58.4,2024-07-28T16:03:18.168Z,2024-07-28T16:03:23Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5122657697,213,0.00,5122657695,212,6.0,5122657691,140,40.4,5122657693,141,58.4,5122657689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278301,20,3,1,0,57,5rz9enoyknpg8ji78za5b82p0,0,42.7,64.0,2024-07-28T16:03:23.608Z,2024-07-28T18:51:19Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5122657991,233,7,5122657711,56,Back,5123169041,465,,5122657713,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278331,7,7,1,0,57,b3r6d8ydtmtjckam6pku9y400,1,57.3,36.0,2024-07-28T16:03:23.609Z,2024-07-28T18:51:22Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5122657895,285,,5122657893,56,Center,5122657953,233,20,5123169127,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278345,8,3,1,0,59,b3r6d8ydtmtjckam6pku9y400,0,57.3,36.6,2024-07-28T16:03:25.413Z,2024-07-28T18:51:35Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5123169505,465,,5122657931,286,,5122658045,233,21,5122657929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278351,21,7,1,0,59,5rz9enoyknpg8ji78za5b82p0,0,42.7,63.4,2024-07-28T16:03:25.414Z,2024-07-28T18:51:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5122658025,233,8,5122657973,56,Back,5123169595,385,,5122657975,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704367805,800,3,1,1,1,b3r6d8ydtmtjckam6pku9y400,0,58.8,31.7,2024-07-28T16:03:26.990Z,2024-07-28T18:51:49Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5123169953,465,,5123169951,286,,5123169955,467,cgkvw4q8ddcjl0po181upzwx6,5123169949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278363,9,4,1,1,2,b3r6d8ydtmtjckam6pku9y400,1,58.3,29.5,2024-07-28T16:03:28.277Z,2024-07-28T16:03:29Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5122658121,56,Center,5122658123,152,,5122658127,286,,5122658119,13,,5122658125,265,,5122658185,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278371,22,4,1,1,2,5rz9enoyknpg8ji78za5b82p0,0,41.7,70.5,2024-07-28T16:03:28.278Z,2024-07-28T16:03:30Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5122658199,233,9,5122658149,265,,5122658145,56,Back,5122658151,285,,5122658143,13,,5122658147,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278559,10,1,1,1,14,b3r6d8ydtmtjckam6pku9y400,1,59.0,31.2,2024-07-28T16:03:40.702Z,2024-07-28T18:52:30Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5122659127,141,67.4,5122659121,152,,5122838245,189,,5122659123,56,Back,5122659119,5,,5122659131,213,2.19,5122659125,140,42.4,5122659129,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278565,11,1,1,1,15,b3r6d8ydtmtjckam6pku9y400,1,41.0,67.7,2024-07-28T16:03:40.909Z,2024-07-28T18:52:33Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5122659175,213,1.28,5122659167,140,42.9,5123170883,189,,5122659169,141,77.5,5122659171,212,7.0,5122659165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704309897,382,61,1,1,19,b3r6d8ydtmtjckam6pku9y400,1,41.9,69.8,2024-07-28T16:03:44.895Z,2024-07-28T18:52:11Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5123170555,189,,5122839099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704310035,383,1,1,1,20,b3r6d8ydtmtjckam6pku9y400,1,33.6,60.2,2024-07-28T16:03:45.895Z,2024-07-28T18:52:49Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5123171617,189,,5122839887,56,Back,5122839895,213,4.84,5122839893,212,27.5,5122839889,140,36.9,5122839891,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278579,12,1,1,1,20,b3r6d8ydtmtjckam6pku9y400,1,38.3,25.8,2024-07-28T16:03:46.605Z,2024-07-28T18:52:51Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5122659223,213,1.76,5122659215,56,Back,5122659221,212,22.1,5122659217,140,34.4,5122659219,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278591,13,1,1,1,22,b3r6d8ydtmtjckam6pku9y400,1,34.4,57.8,2024-07-28T16:03:48.222Z,2024-07-28T16:52:36Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5122659285,141,48.3,5122659287,212,22.8,5122659281,56,Back,5122659289,213,3.43,5122659283,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278631,14,1,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,13.6,48.3,2024-07-28T16:03:49.606Z,2024-07-28T16:52:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5122659491,212,15.9,5122659489,141,28.0,5122659493,213,5.24,5122659485,56,Back,5122659487,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278683,15,2,1,1,26,b3r6d8ydtmtjckam6pku9y400,1,30.1,22.9,2024-07-28T16:03:52.646Z,2024-07-28T18:53:04Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5122659765,56,Right,5122659767,140,76.5,5122659775,1,,5122659989,7,euur9yvhgrieu4kl0vdkh244q,5122659769,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278751,23,55,1,1,26,5rz9enoyknpg8ji78za5b82p0,1,27.2,71.1,2024-07-28T16:03:52.647Z,2024-07-28T18:53:07Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5122661003,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278971,24,1,1,1,50,5rz9enoyknpg8ji78za5b82p0,1,29.1,61.2,2024-07-28T16:04:16.377Z,2024-07-28T18:53:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5122661375,212,18.8,5122661361,5,,5123172537,189,,5122661377,213,4.79,5122661369,56,Back,5122661373,141,33.6,5122661365,241,,5122661371,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279019,25,1,1,1,51,5rz9enoyknpg8ji78za5b82p0,1,30.9,30.6,2024-07-28T16:04:17.239Z,2024-07-28T16:04:19Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5122661583,141,7.7,5122661581,140,37.3,5122661587,213,5.12,5122661579,56,Back,5122661585,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279043,26,1,1,1,53,5rz9enoyknpg8ji78za5b82p0,1,38.0,7.6,2024-07-28T16:04:19.784Z,2024-07-28T16:04:21Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5122661721,141,25.6,5122661717,56,Back,5122661723,212,14.7,5122661719,140,30.3,5122661725,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279051,27,1,1,1,54,5rz9enoyknpg8ji78za5b82p0,0,30.5,26.2,2024-07-28T16:04:20.677Z,2024-07-28T16:04:23Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5122661759,141,26.7,5122661763,213,0.13,5122661761,212,2.5,5122661755,56,Back,5122661771,236,,5122661773,233,16,5122661757,140,32.9,5122661777,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279031,16,74,1,1,54,b3r6d8ydtmtjckam6pku9y400,1,73.7,80.2,2024-07-28T16:04:20.678Z,2024-07-28T16:04:22Z,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,5122661653,56,Left,5122661797,233,27,5122661655,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704368585,808,51,1,1,54,5rz9enoyknpg8ji78za5b82p0,1,25.7,23.9,2024-07-28T16:04:20.724Z,2024-07-28T18:54:20Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5123174445,169,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279091,18,15,1,1,58,b3r6d8ydtmtjckam6pku9y400,1,86.0,69.1,2024-07-28T16:04:24.677Z,2024-07-28T18:54:21Z,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,5122662185,20,,5122661985,22,,5122662541,146,98.0,5122662543,147,51.6,5123174469,468,808,5122662571,233,28,5122662535,102,50.0,5122662533,79,,5122662537,103,27.8,5122661991,56,Center,5122662539,458,5122661987,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279081,28,10,1,1,58,5rz9enoyknpg8ji78za5b82p0,1,3.7,47.6,2024-07-28T16:04:24.777Z,2024-07-28T18:53:57Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5123173639,173,,5122661945,56,Back,5122662235,233,18,5122661943,182,,5123173641,378,,5122661941,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279107,29,52,1,1,59,5rz9enoyknpg8ji78za5b82p0,1,3.7,47.6,2024-07-28T16:04:25.259Z,2024-07-28T18:54:02Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5123173801,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279221,30,1,1,2,10,5rz9enoyknpg8ji78za5b82p0,1,14.3,51.9,2024-07-28T16:04:36.536Z,2024-07-28T16:04:39Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5122662809,212,38.3,5122662805,140,35.9,5122662803,56,Back,5122662801,199,,5122662811,213,5.35,5122662807,141,6.5,5122662813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279241,31,1,1,2,13,5rz9enoyknpg8ji78za5b82p0,1,37.4,8.3,2024-07-28T16:04:39.256Z,2024-07-28T16:04:41Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5122662953,141,22.8,5122662951,140,31.4,5122662957,213,2.14,5122662955,212,11.7,5122662949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279263,32,1,1,2,15,5rz9enoyknpg8ji78za5b82p0,1,31.3,25.8,2024-07-28T16:04:41.384Z,2024-07-28T16:04:43Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5122663053,213,1.77,5122663045,56,Back,5122663051,212,20.2,5122663047,140,27.4,5122663049,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704279293,33,1,1,2,17,5rz9enoyknpg8ji78za5b82p0,1,28.9,60.8,2024-07-28T16:04:43.752Z,2024-07-28T16:04:46Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5122663243,213,1.31,5122663235,56,Back,5122663237,140,33.3,5122663241,212,17.9,5122663239,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
