id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2815299831,9,1,1,0,17,77tfx9me4aaqhzv78bmgsy9bg,1,44.5,58.2,2025-05-16T17:01:37.155Z,2025-05-16T17:01:40Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730271107,140,47.7,5730271115,212,21.5,5730271105,56,Back,5730271119,213,4.87,5730271111,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299849,10,1,1,0,20,77tfx9me4aaqhzv78bmgsy9bg,1,54.0,23.1,2025-05-16T17:01:40.483Z,2025-05-16T17:01:43Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730271213,140,58.6,5730271215,141,5.2,5730271217,212,13.1,5730271219,213,5.09,5730271211,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299875,11,1,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,1,60.2,8.6,2025-05-16T17:01:43.155Z,2025-05-16T17:01:47Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5730271381,212,6.9,5730271377,140,55.1,5730271375,56,Right,5730271379,141,15.0,5730271383,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299913,12,1,1,0,27,77tfx9me4aaqhzv78bmgsy9bg,1,53.3,17.9,2025-05-16T17:01:47.843Z,2025-05-16T17:01:53Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730271549,140,45.8,5730271551,141,50.3,5730271553,212,23.4,5730271547,56,Back,5730271555,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299927,13,1,1,0,33,77tfx9me4aaqhzv78bmgsy9bg,1,43.8,55.7,2025-05-16T17:01:53.156Z,2025-05-16T17:01:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730271617,212,23.8,5730271615,141,21.5,5730271611,56,Back,5730271621,213,4.93,5730271613,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299939,14,1,1,0,35,77tfx9me4aaqhzv78bmgsy9bg,0,53.0,20.1,2025-05-16T17:01:55.171Z,2025-05-16T17:01:57Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730271661,56,Center,5730271663,140,88.2,5730271659,155,,5730271671,213,0.61,5730271665,141,57.8,5730271667,212,45.0,5730271675,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299949,3,11,1,0,38,5rz9enoyknpg8ji78za5b82p0,1,10.4,46.2,2025-05-16T17:01:58.577Z,2025-05-16T20:47:34Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5731172377,56,Back,5731172471,378,,5731172379,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299995,4,1,1,0,42,5rz9enoyknpg8ji78za5b82p0,1,13.8,52.6,2025-05-16T17:02:02.865Z,2025-05-16T17:02:05Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5730272005,213,1.50,5730271999,140,14.9,5730272001,141,76.9,5730271997,56,Back,5730271995,123,,5730272003,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300013,5,1,1,0,45,5rz9enoyknpg8ji78za5b82p0,1,17.0,83.7,2025-05-16T17:02:05.033Z,2025-05-16T17:02:09Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730272109,56,Back,5730272115,212,9.1,5730272117,213,0.93,5730272111,140,22.2,5730272113,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300015,6,61,1,0,49,5rz9enoyknpg8ji78za5b82p0,0,26.3,95.1,2025-05-16T17:02:09.857Z,2025-05-16T17:02:10Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730272125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300035,16,1,1,0,52,77tfx9me4aaqhzv78bmgsy9bg,0,63.1,5.2,2025-05-16T17:02:12.228Z,2025-05-16T17:02:12Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5730272243,140,68.7,5730272245,141,12.3,5730272247,212,7.6,5730272241,56,Right,5730272249,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300037,7,8,1,0,52,5rz9enoyknpg8ji78za5b82p0,1,27.2,94.4,2025-05-16T17:02:12.737Z,2025-05-16T20:49:06Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5731175479,385,,5730272251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300053,17,1,1,0,53,77tfx9me4aaqhzv78bmgsy9bg,0,70.3,11.0,2025-05-16T17:02:13.844Z,2025-05-16T17:02:15Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730272331,212,13.9,5730272329,141,30.0,5730272325,56,Center,5730272327,140,75.1,5730272333,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300069,8,1,1,0,55,5rz9enoyknpg8ji78za5b82p0,1,23.7,66.3,2025-05-16T17:02:15.041Z,2025-05-16T17:02:17Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5730272415,213,0.65,5730272409,140,30.3,5730272407,56,Back,5730272411,141,74.1,5730272413,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300081,10,1,1,0,57,5rz9enoyknpg8ji78za5b82p0,1,31.6,71.4,2025-05-16T17:02:17.554Z,2025-05-16T17:55:50Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730272463,141,71.4,5730272459,56,Back,5730272465,212,9.0,5730272467,213,0.00,5730272461,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300085,11,4,1,1,1,5rz9enoyknpg8ji78za5b82p0,1,37.4,80.9,2025-05-16T17:02:21.105Z,2025-05-16T17:22:09Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5730272545,13,,5730272547,56,Back,5730272601,233,18,5730272549,152,,5730272551,265,,5730272553,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300089,18,4,1,1,1,77tfx9me4aaqhzv78bmgsy9bg,0,62.6,19.1,2025-05-16T17:02:21.106Z,2025-05-16T17:22:09Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5730272579,13,,5730272605,233,11,5730272587,285,,5730272585,265,,5730272583,152,,5730272581,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300143,12,1,1,1,8,5rz9enoyknpg8ji78za5b82p0,1,42.6,74.8,2025-05-16T17:02:28.017Z,2025-05-16T17:56:24Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730272841,212,22.5,5730272835,56,Back,5730272837,140,31.9,5730272843,213,4.19,5730471419,189,,5730272831,5,,5730272839,141,46.2,5730272833,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300159,13,1,1,1,9,5rz9enoyknpg8ji78za5b82p0,1,31.6,45.5,2025-05-16T17:02:29.825Z,2025-05-16T17:02:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730272923,141,15.4,5730272919,56,Back,5730272921,140,39.6,5730272925,212,22.1,5730272927,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300181,14,1,1,1,11,5rz9enoyknpg8ji78za5b82p0,1,39.7,8.8,2025-05-16T17:02:31.233Z,2025-05-16T17:02:35Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5730273047,141,23.8,5730273045,140,14.8,5730273051,213,2.77,5730273049,212,28.1,5730273043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300205,15,1,1,1,15,5rz9enoyknpg8ji78za5b82p0,0,13.5,22.7,2025-05-16T17:02:35.442Z,2025-05-16T17:02:39Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5730273179,213,0.13,5730273171,56,Center,5730273169,157,,5730273173,140,64.8,5730273175,141,33.4,5730273177,212,54.4,5730273181,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300215,19,12,1,1,19,77tfx9me4aaqhzv78bmgsy9bg,1,34.0,79.7,2025-05-16T17:02:39.989Z,2025-05-16T20:49:25Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730273247,140,46.4,5730273245,56,Back,5730273249,141,77.6,5730273251,212,13.1,5731175995,15,,5730273253,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300217,20,43,1,1,21,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-16T17:02:41.812Z,2025-05-16T17:02:44Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5730273365,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300221,21,3,1,1,22,77tfx9me4aaqhzv78bmgsy9bg,0,44.5,76.5,2025-05-16T17:02:42.212Z,2025-05-16T20:49:35Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5730273345,233,16,5730273269,56,Back,5730273271,286,,5731176437,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300225,16,7,1,1,22,5rz9enoyknpg8ji78za5b82p0,1,55.5,23.5,2025-05-16T17:02:42.213Z,2025-05-16T20:49:44Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5730273325,233,21,5731176553,384,,5730273289,56,Center,5731176735,21,,5731176555,178,,5730273291,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300237,17,1,1,1,23,5rz9enoyknpg8ji78za5b82p0,1,58.4,25.0,2025-05-16T17:02:43.266Z,2025-05-16T17:02:44Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730273371,140,61.9,5730273377,213,0.90,5730273375,212,5.9,5730273373,141,31.8,5730273369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815461455,1038,43,1,1,24,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-16T17:02:44.556Z,2025-05-16T21:52:21Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5731264383,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300249,18,1,1,1,25,5rz9enoyknpg8ji78za5b82p0,1,62.0,31.8,2025-05-16T17:02:45.770Z,2025-05-16T20:50:07Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730273465,140,64.0,5730273467,141,17.0,5730273469,212,10.3,5730273471,213,4.92,5730273463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300267,19,1,1,1,27,5rz9enoyknpg8ji78za5b82p0,1,64.0,16.8,2025-05-16T17:02:47.330Z,2025-05-16T17:02:49Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730273577,213,5.56,5730273575,212,9.0,5730273571,140,70.4,5730273569,56,Right,5730273573,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300269,20,61,1,1,29,5rz9enoyknpg8ji78za5b82p0,0,70.8,5.6,2025-05-16T17:02:49.795Z,2025-05-16T17:02:50Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5730273581,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300275,21,5,1,1,30,5rz9enoyknpg8ji78za5b82p0,0,73.2,-1.0,2025-05-16T17:02:50.229Z,2025-05-16T17:22:14Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5730273591,56,Right,5730273593,347,,5730274019,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300347,22,5,1,1,30,77tfx9me4aaqhzv78bmgsy9bg,1,26.8,101.0,2025-05-16T17:02:50.229Z,2025-05-16T17:22:13Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5730274001,56,Back,5730274011,233,21,5730274003,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300359,23,1,1,1,40,77tfx9me4aaqhzv78bmgsy9bg,0,28.3,100.0,2025-05-16T17:03:00.501Z,2025-05-16T17:03:02Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5730274093,213,6.01,5730274083,107,,5730274087,140,40.6,5730274091,212,13.4,5730274085,56,Back,5730274089,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300379,22,1,1,1,43,5rz9enoyknpg8ji78za5b82p0,1,60.7,11.5,2025-05-16T17:03:03.474Z,2025-05-16T17:03:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5730274167,56,Center,5730274165,3,,5730274175,213,0.93,5730274173,212,12.6,5730274169,140,67.9,5730274171,141,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300405,23,1,1,1,44,5rz9enoyknpg8ji78za5b82p0,1,68.1,26.8,2025-05-16T17:03:04.899Z,2025-05-16T20:50:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730274329,141,21.6,5730274323,3,,5730274331,212,5.6,5730274325,56,Center,5730274327,140,72.2,5730274333,213,5.60,5731177759,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815336113,307,1,1,1,45,5rz9enoyknpg8ji78za5b82p0,0,69.7,18.3,2025-05-16T17:03:04.994Z,2025-05-16T20:51:07Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730473575,212,7.3,5731177979,155,,5730473569,140,62.8,5730473567,56,Right,5730473581,213,3.26,5730473573,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300441,24,1,1,1,47,77tfx9me4aaqhzv78bmgsy9bg,0,30.9,86.3,2025-05-16T17:03:07.174Z,2025-05-16T20:51:12Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5730274491,212,8.9,5730274487,140,33.7,5730274485,56,Back,5730274489,141,73.9,5730274493,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300453,26,1,1,1,48,5rz9enoyknpg8ji78za5b82p0,1,62.5,30.5,2025-05-16T17:03:08.163Z,2025-05-16T20:51:18Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730274571,56,Back,5731178069,155,,5730274579,213,2.31,5730274573,140,42.8,5730274577,212,30.8,5730274575,141,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300421,25,43,1,1,48,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-05-16T17:03:08.388Z,2025-05-16T17:57:53Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730274403,141,20.0,5730474039,144,1,5730274401,140,67.3,5730274407,212,5.2,5730274399,56,Right,5730274411,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300491,27,1,1,1,50,5rz9enoyknpg8ji78za5b82p0,1,41.9,60.9,2025-05-16T17:03:10.243Z,2025-05-16T20:51:32Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730274787,140,17.9,5730274791,212,26.1,5730274785,56,Back,5730274789,141,51.0,5730274793,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300535,28,1,1,1,58,5rz9enoyknpg8ji78za5b82p0,1,18.2,50.4,2025-05-16T17:03:18.307Z,2025-05-16T17:03:22Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5730275013,140,21.6,5730275017,212,10.2,5730275015,141,36.4,5730275011,56,Back,5730275019,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300575,29,1,1,2,2,5rz9enoyknpg8ji78za5b82p0,1,24.8,33.7,2025-05-16T17:03:22.339Z,2025-05-16T17:03:29Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730275217,141,17.9,5730275215,140,78.7,5730275223,1,,5730275219,212,57.6,5730275211,155,,5730275221,213,6.10,5730275213,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300593,30,1,1,2,9,5rz9enoyknpg8ji78za5b82p0,0,89.0,15.0,2025-05-16T17:03:29.219Z,2025-05-16T17:03:49Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5730275299,140,89.0,5730275303,212,10.7,5730275297,56,Center,5730275301,141,30.7,5730275305,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300739,26,61,1,2,10,77tfx9me4aaqhzv78bmgsy9bg,1,14.5,69.4,2025-05-16T17:03:30.930Z,2025-05-16T17:04:04Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730275979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300601,31,61,1,2,11,5rz9enoyknpg8ji78za5b82p0,0,88.6,37.1,2025-05-16T17:03:31.155Z,2025-05-16T17:58:39Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730275325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
