id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2778767749,9,1,1,0,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.2,4.9,2025-02-21T18:02:11.746Z,2025-02-21T20:37:23Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529425827,141,6.4,5529425831,213,2.90,5529425829,212,4.3,5529425825,140,64.2,5529425823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767755,10,1,1,0,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.7,15.3,2025-02-21T18:02:13.898Z,2025-02-21T20:37:44Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529425857,212,12.8,5529425853,141,12.8,5529425849,56,Right,5529425861,213,6.15,5529425851,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778913651,945,1,1,0,20,9w3sjm5ml4sjr2v81oxzdrt8v,0,63.5,9.5,2025-02-21T18:02:14.374Z,2025-02-21T20:37:46Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5530211453,141,8.1,5530211461,213,6.19,5530211449,140,73.1,5530211445,56,Right,5530211457,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767763,4,1,1,0,22,anga7587r1zv4ey71ge9zxol3,1,29.1,84.1,2025-02-21T18:02:16.762Z,2025-02-21T18:02:17Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529425893,141,72.4,5529425891,140,21.7,5529425895,212,11.1,5529425889,56,Back,5529425897,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767785,5,1,1,0,23,anga7587r1zv4ey71ge9zxol3,0,21.7,72.4,2025-02-21T18:02:17.544Z,2025-02-21T18:02:20Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529426013,157,,5529426023,213,0.01,5529426015,56,Center,5529426021,212,55.7,5529426025,1,,5529426017,140,74.7,5529426019,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767801,11,59,1,0,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.2,18.9,2025-02-21T18:02:20.257Z,2025-02-21T20:37:57Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529426087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767807,12,12,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.4,20.3,2025-02-21T18:02:21.137Z,2025-02-21T20:38:00Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529426113,212,21.7,5529426107,56,Back,5529426123,167,,5529426115,213,5.51,5529426109,140,37.2,5529426111,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767845,6,5,1,0,28,anga7587r1zv4ey71ge9zxol3,1,61.6,101.7,2025-02-21T18:02:22.883Z,2025-02-21T20:38:01Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529426311,233,13,5529426301,56,Left,5529426303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767809,13,5,1,0,28,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.4,-1.7,2025-02-21T18:02:22.883Z,2025-02-21T18:12:13Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529426121,347,,5529426337,233,6,5529426119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767863,7,1,1,0,35,anga7587r1zv4ey71ge9zxol3,0,59.4,100.0,2025-02-21T18:02:30.056Z,2025-02-21T18:02:32Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529426405,107,,5529426413,212,20.5,5529426409,140,75.2,5529426415,213,5.65,5529426407,56,Left,5529426411,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767881,14,44,1,0,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.3,13.9,2025-02-21T18:02:32.211Z,2025-02-21T18:59:18Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529426519,56,Back,5529426523,233,8,5529426521,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767865,8,44,1,0,38,anga7587r1zv4ey71ge9zxol3,0,73.7,86.1,2025-02-21T18:02:32.212Z,2025-02-21T18:59:18Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529426421,286,,5529426545,233,14,5529426419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767891,15,1,1,0,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.9,9.7,2025-02-21T18:02:32.641Z,2025-02-21T20:38:21Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529426571,56,Back,5529426569,3,,5529426573,140,35.4,5529426575,141,10.1,5529426581,213,0.04,5529426579,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767903,9,1,1,0,40,anga7587r1zv4ey71ge9zxol3,0,70.3,91.8,2025-02-21T18:02:34.727Z,2025-02-21T19:01:43Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529426627,140,73.9,5529426629,141,82.0,5529426631,212,7.7,5529426623,56,Left,5529426633,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767929,16,1,1,0,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,34.6,12.0,2025-02-21T18:02:35.802Z,2025-02-21T18:02:37Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529426773,157,,5529426775,56,Back,5529426783,213,5.77,5529426777,140,44.0,5529426785,1,,5529426781,212,11.3,5529426779,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767945,10,2,1,0,45,anga7587r1zv4ey71ge9zxol3,1,56.8,89.5,2025-02-21T18:02:39.538Z,2025-02-21T20:38:46Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529426873,140,70.5,5529427415,56,Left,5529426875,141,85.7,5529427413,7,58o5ram4bf58357786j9jr7kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768065,18,1,1,0,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.8,19.7,2025-02-21T18:02:50.858Z,2025-02-21T20:39:01Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5530218411,189,,5529427687,213,1.60,5529427675,5,,5529427683,141,50.1,5529427677,241,,5529427685,212,20.7,5529427679,56,Back,5529427681,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768083,19,1,1,0,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.4,58.8,2025-02-21T18:02:52.857Z,2025-02-21T18:02:55Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529427807,56,Back,5529427813,212,31.8,5529427815,213,0.85,5529427809,140,48.4,5529427811,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768117,20,1,1,1,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.9,94.5,2025-02-21T18:02:55.274Z,2025-02-21T18:02:58Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529427967,213,3.77,5529427959,56,Back,5529427963,141,72.1,5529427965,212,25.8,5529427961,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768153,21,1,1,1,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.2,68.7,2025-02-21T18:02:58.586Z,2025-02-21T18:03:01Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529428099,141,32.4,5529428095,56,Back,5529428101,212,24.7,5529428097,140,28.0,5529428103,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768181,22,1,1,1,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.8,31.3,2025-02-21T18:03:01.353Z,2025-02-21T18:03:05Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529428213,56,Back,5529428221,213,6.25,5529428215,140,41.8,5529428217,141,30.6,5529428219,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768245,23,1,1,1,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.3,27.3,2025-02-21T18:03:05.786Z,2025-02-21T18:03:13Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529428563,56,Right,5529428565,140,70.7,5529428571,213,5.61,5529428569,212,20.7,5529428567,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768281,11,83,1,1,17,anga7587r1zv4ey71ge9zxol3,0,13.1,89.1,2025-02-21T18:03:11.294Z,2025-02-21T20:39:22Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529428925,399,d1j2a0az2datf1l2efdzne7vu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768251,24,61,1,1,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,86.5,13.2,2025-02-21T18:03:12.433Z,2025-02-21T20:39:23Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529428597,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768303,12,5,1,1,22,anga7587r1zv4ey71ge9zxol3,1,8.2,100.7,2025-02-21T18:03:16.315Z,2025-02-21T18:12:14Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529428857,347,,5529428855,56,Back,5529428901,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768283,25,5,1,1,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,91.8,-0.7,2025-02-21T18:03:16.315Z,2025-02-21T18:12:14Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529428905,233,12,5529428749,56,Right,5529428751,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768347,13,1,1,1,30,anga7587r1zv4ey71ge9zxol3,1,6.0,100.0,2025-02-21T18:03:24.560Z,2025-02-21T18:03:27Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529429115,1,,5529429109,141,86.6,5529429113,213,5.90,5529429105,56,Back,5529429103,107,,5529429111,212,26.3,5529429107,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768353,14,44,1,1,32,anga7587r1zv4ey71ge9zxol3,1,34.2,87.3,2025-02-21T18:03:26.263Z,2025-02-21T20:39:38Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529429289,233,26,5529429141,285,,5529429139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768383,26,44,1,1,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,65.8,12.7,2025-02-21T18:03:26.264Z,2025-02-21T20:39:39Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529429287,286,,5529429313,233,14,5529429285,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768367,15,1,1,1,32,anga7587r1zv4ey71ge9zxol3,0,29.5,86.8,2025-02-21T18:03:26.763Z,2025-02-21T20:39:40Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529429217,213,2.88,5529429207,3,,5529429211,140,22.7,5529657845,156,,5529429213,141,89.6,5529429215,212,7.4,5529429209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778916099,946,44,1,1,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.1,15.9,2025-02-21T18:03:27.870Z,2025-02-21T20:40:11Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5530224599,56,Right,5530224603,286,,5530224605,233,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778916091,889,44,1,1,33,anga7587r1zv4ey71ge9zxol3,0,22.9,84.1,2025-02-21T18:03:27.871Z,2025-02-21T20:40:10Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5530224557,285,,5530224653,233,946,5530224555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768419,27,61,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,0,68.3,10.9,2025-02-21T18:03:28.618Z,2025-02-21T20:39:42Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529429473,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768423,16,3,1,1,37,anga7587r1zv4ey71ge9zxol3,0,33.6,93.6,2025-02-21T18:03:31.637Z,2025-02-21T20:40:23Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529429769,286,,5530225887,465,,5529429699,233,28,5529429495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768455,28,7,1,1,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.4,6.4,2025-02-21T18:03:31.638Z,2025-02-21T20:47:40Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,5529429759,285,,5529429653,233,16,5530226055,178,,5529429635,56,Right,5529429633,167,,5530226053,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768543,17,5,1,1,40,anga7587r1zv4ey71ge9zxol3,1,33.0,101.5,2025-02-21T18:03:34.214Z,2025-02-21T18:12:14Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529430087,56,Back,5529430089,347,,5529430107,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768507,29,5,1,1,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.0,-1.5,2025-02-21T18:03:34.214Z,2025-02-21T18:12:14Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,5529429869,347,,5529429867,56,Right,5529430127,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768569,18,1,1,1,52,anga7587r1zv4ey71ge9zxol3,0,26.9,100.0,2025-02-21T18:03:46.664Z,2025-02-21T18:03:48Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529430217,140,41.6,5529430219,141,83.2,5529430213,107,,5529430223,212,20.0,5529430215,56,Back,5529430225,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768583,30,1,1,1,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,56.5,23.6,2025-02-21T18:03:48.714Z,2025-02-21T20:41:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529430271,140,65.0,5529430269,56,Center,5529430277,213,0.38,5529430275,212,9.6,5529430273,141,28.9,5529430267,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768589,19,1,1,1,56,anga7587r1zv4ey71ge9zxol3,1,32.3,74.1,2025-02-21T18:03:51.054Z,2025-02-21T18:03:52Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5529430311,212,31.2,5529430307,140,61.4,5529430305,56,Left,5529430303,157,,5529430315,1,,5529430309,141,83.2,5529430313,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768617,21,1,1,1,58,anga7587r1zv4ey71ge9zxol3,1,61.2,83.2,2025-02-21T18:03:52.585Z,2025-02-21T18:03:56Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529430445,56,Center,5529430451,212,10.0,5529430447,140,58.9,5529430449,141,69.0,5529430453,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768607,31,83,1,2,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,44.6,53.1,2025-02-21T18:03:55.019Z,2025-02-21T18:04:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529430673,399,bpw4cd5vmghjhelb3uxupmqjt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768661,22,1,1,2,2,anga7587r1zv4ey71ge9zxol3,1,57.9,49.3,2025-02-21T18:03:56.100Z,2025-02-21T18:04:00Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529430655,213,5.00,5529430651,141,13.2,5529430647,56,Right,5529430653,212,25.6,5529430649,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768721,23,1,1,2,6,anga7587r1zv4ey71ge9zxol3,1,75.1,14.1,2025-02-21T18:04:00.302Z,2025-02-21T20:41:35Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,1.0,5529430995,213,0.88,5529430983,2,,5529430989,140,92.0,5529430993,212,27.7,5530232341,20,,5529432303,154,,5529430987,56,Center,5529430985,155,,5529430991,141,45.4,5530232339,224,5529432301,210,15,,,,,,,,,,,,,,,,,,,,,,
2778768725,24,43,1,2,7,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-02-21T18:04:01.233Z,2025-02-21T20:41:53Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529431021,286,0,5529431067,233,32,5529431019,56,Center,5530233921,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768715,32,43,1,2,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-02-21T18:04:01.234Z,2025-02-21T20:41:54Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529430949,56,Back,5530234001,144,44,5529430951,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768883,26,15,1,2,7,anga7587r1zv4ey71ge9zxol3,1,91.7,46.0,2025-02-21T18:04:01.407Z,2025-02-21T20:41:59Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529432451,233,33,5529432155,328,,5529431951,22,,5529432355,147,46.8,5529432157,82,,5529432329,55,23,5529432323,78,,5529432335,102,49.6,5529432327,154,,5529432361,231,5529432149,15,,47.1,5529432339,103,19,5529432353,146,93.4,5529432151,17,5529432359,230,99.9,5529431955,56,Center,5529432325,29,,,,,
2778768727,33,10,1,2,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.1,53.6,2025-02-21T18:04:01.507Z,2025-02-21T20:41:41Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529432461,233,26,5529431023,56,Back,5529432445,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
