id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2726948735,8,61,1,0,9,5rz9enoyknpg8ji78za5b82p0,1,71.5,21.9,2024-09-28T14:01:56.130Z,2024-09-28T16:51:40Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5247322449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726948865,9,1,1,0,11,5rz9enoyknpg8ji78za5b82p0,0,69.0,4.0,2024-09-28T14:01:57.362Z,2024-09-28T16:51:46Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247323035,212,8.6,5247323037,213,5.79,5247323029,56,Right,5247323033,141,0.0,5247323031,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949185,4,5,1,0,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.4,101.5,2024-09-28T14:01:59.364Z,2024-09-28T16:12:56Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5247324677,56,Back,5247324743,233,10,5247324679,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726948871,10,5,1,0,13,5rz9enoyknpg8ji78za5b82p0,0,78.6,-1.5,2024-09-28T14:01:59.364Z,2024-09-28T16:12:56Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5247323075,347,,5247324841,233,4,5247323071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949283,5,1,1,0,24,9w3sjm5ml4sjr2v81oxzdrt8v,0,20.6,100.0,2024-09-28T14:02:10.492Z,2024-09-28T14:02:13Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5247325149,56,Center,5247325155,212,51.4,5247325159,1,,5247325153,141,74.5,5247325157,213,5.92,5247325147,107,,5247325151,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949535,12,1,1,0,29,5rz9enoyknpg8ji78za5b82p0,1,24.4,24.9,2024-09-28T14:02:15.868Z,2024-09-28T14:02:20Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247326381,212,20.4,5247326377,140,12.5,5247326383,213,2.23,5247326379,141,48.7,5247326375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949613,13,1,1,0,33,5rz9enoyknpg8ji78za5b82p0,1,11.9,54.7,2024-09-28T14:02:20.218Z,2024-09-28T14:02:22Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247326739,140,15.0,5247326745,213,1.35,5247326737,56,Back,5247326741,141,76.4,5247326743,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949747,14,1,1,0,35,5rz9enoyknpg8ji78za5b82p0,1,13.2,74.4,2024-09-28T14:02:22.122Z,2024-09-28T14:02:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5247327445,213,4.37,5247327433,56,Back,5247327437,140,7.1,5247327443,212,19.2,5247327441,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949803,15,1,1,0,39,5rz9enoyknpg8ji78za5b82p0,1,7.5,41.4,2024-09-28T14:02:25.643Z,2024-09-28T14:02:27Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247327749,56,Back,5247327753,141,21.9,5247327759,213,5.71,5247327757,212,24.5,5247327751,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726949961,16,1,1,0,40,5rz9enoyknpg8ji78za5b82p0,1,27.8,21.3,2024-09-28T14:02:26.978Z,2024-09-28T14:02:31Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247328467,141,7.0,5247328471,213,4.90,5247328465,140,29.6,5247328469,212,9.9,5247328463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950011,17,1,1,0,45,5rz9enoyknpg8ji78za5b82p0,1,58.6,16.2,2024-09-28T14:02:31.850Z,2024-09-28T14:02:33Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247328697,213,1.17,5247328687,141,28.5,5247328681,56,Center,5247328693,212,9.1,5247328683,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950089,18,1,1,0,46,5rz9enoyknpg8ji78za5b82p0,1,61.8,28.3,2024-09-28T14:02:33.323Z,2024-09-28T14:02:35Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247329075,56,Right,5247329079,141,10.6,5247329083,212,13.9,5247329087,213,5.24,5247329077,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950125,19,1,1,0,49,5rz9enoyknpg8ji78za5b82p0,0,69.6,8.7,2024-09-28T14:02:35.715Z,2024-09-28T14:02:36Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247329243,140,80.3,5247329241,56,Right,5247329249,213,0.05,5247329245,141,9.5,5247329247,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950261,7,1,1,0,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.7,93.4,2024-09-28T14:02:39.053Z,2024-09-28T14:02:41Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5247329909,56,Back,5247329911,140,40.2,5247329919,213,6.11,5247329913,141,86.1,5247329907,155,,5247329915,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950357,8,1,1,0,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.2,87.6,2024-09-28T14:02:40.565Z,2024-09-28T16:52:55Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247330469,141,65.3,5247330473,213,4.76,5247330471,212,15.2,5247330465,56,Back,5247330467,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950371,9,50,1,0,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.4,66.2,2024-09-28T14:02:42.866Z,2024-09-28T16:53:00Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5247330535,286,,5247330923,233,20,5247330531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950415,20,7,1,0,56,5rz9enoyknpg8ji78za5b82p0,1,64.6,33.8,2024-09-28T14:02:42.867Z,2024-09-28T16:53:02Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5247330855,233,9,5247330859,285,,5248985003,384,,5247330751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950511,22,1,1,0,59,5rz9enoyknpg8ji78za5b82p0,1,64.8,24.4,2024-09-28T14:02:46.347Z,2024-09-28T14:03:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5247331165,56,Right,5247331171,140,65.9,5247331195,213,4.82,5247331187,212,11.1,5247331179,141,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950775,23,1,1,1,1,5rz9enoyknpg8ji78za5b82p0,1,64.8,6.5,2024-09-28T14:02:47.627Z,2024-09-28T14:02:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5247332575,141,8.5,5247332579,213,0.04,5247332573,140,98.5,5247332577,212,35.4,5247332571,56,Right,5247332581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950783,24,61,1,1,3,5rz9enoyknpg8ji78za5b82p0,1,98.9,8.1,2024-09-28T14:02:49.675Z,2024-09-28T16:53:12Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5247332629,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726951841,10,5,1,1,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.3,84.9,2024-09-28T14:02:51.814Z,2024-09-28T16:53:13Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5247337743,233,25,5247337713,346,,5247337711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726950819,25,5,1,1,7,5rz9enoyknpg8ji78za5b82p0,0,101.3,15.1,2024-09-28T14:02:53.814Z,2024-09-28T16:12:56Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5247332783,56,Right,5247337843,233,10,5247332785,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726951895,11,1,1,1,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.1,56.5,2024-09-28T14:03:16.454Z,2024-09-28T16:53:32Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5247338029,237,,5247338019,212,11.8,5247338013,56,Back,5247338015,140,7.6,5247340423,189,,5247338011,124,,5247338021,213,1.35,5247338017,141,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726951933,12,1,1,1,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.6,73.4,2024-09-28T14:03:18.870Z,2024-09-28T16:53:34Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5247338191,56,Back,5247338197,141,45.0,5247338201,212,19.5,5247338193,140,5.2,5247338203,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952155,13,1,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.3,45.0,2024-09-28T14:03:21.071Z,2024-09-28T16:53:36Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5247339339,213,0.08,5247339333,140,50.4,5247339341,1,,5247339335,141,50.9,5247339331,56,Center,5247339337,212,47.5,5247339329,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952215,14,1,1,1,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,47.8,48.3,2024-09-28T14:03:25.687Z,2024-09-28T16:53:42Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247339619,141,29.0,5247339623,213,5.94,5247339615,56,Center,5247339625,1,,5247339621,212,38.9,5247339617,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952375,27,1,1,1,41,5rz9enoyknpg8ji78za5b82p0,1,13.9,62.3,2024-09-28T14:03:27.740Z,2024-09-28T14:03:31Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247340489,213,0.52,5247340483,140,28.5,5247340485,141,75.1,5247340481,56,Back,5247340487,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952441,28,1,1,1,45,5rz9enoyknpg8ji78za5b82p0,1,27.6,75.3,2024-09-28T14:03:31.636Z,2024-09-28T14:03:33Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5247340889,189,,5247340793,212,13.0,5247340801,213,4.79,5247340779,140,28.6,5247340783,141,56.3,5247340773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952631,29,1,1,1,47,5rz9enoyknpg8ji78za5b82p0,1,28.8,56.0,2024-09-28T14:03:33.372Z,2024-09-28T14:03:37Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247341787,140,30.7,5247341793,213,4.80,5247341785,56,Back,5247341791,212,22.9,5247341789,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952669,30,1,1,1,50,5rz9enoyknpg8ji78za5b82p0,1,34.6,24.1,2024-09-28T14:03:37.268Z,2024-09-28T14:03:38Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247341967,140,44.0,5247341983,213,5.99,5247341973,141,19.7,5247341965,56,Back,5247341977,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952733,31,1,1,1,52,5rz9enoyknpg8ji78za5b82p0,1,44.2,19.7,2024-09-28T14:03:38.548Z,2024-09-28T14:03:40Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247342353,213,2.85,5247342343,141,24.5,5247342347,212,11.5,5247342339,56,Back,5247342341,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726952821,32,1,1,1,53,5rz9enoyknpg8ji78za5b82p0,1,34.0,27.5,2024-09-28T14:03:40.236Z,2024-09-28T14:03:42Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247342819,140,32.0,5247342823,141,52.4,5247342817,56,Back,5247342827,212,17.1,5247342831,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953007,33,1,1,1,56,5rz9enoyknpg8ji78za5b82p0,1,33.0,55.0,2024-09-28T14:03:42.420Z,2024-09-28T14:03:47Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247343785,213,1.04,5247343777,141,87.4,5247343769,56,Back,5247343773,140,45.3,5247343781,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953257,34,1,1,2,1,5rz9enoyknpg8ji78za5b82p0,1,57.5,87.5,2024-09-28T14:03:47.373Z,2024-09-28T14:03:53Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5247344837,56,Left,5247344843,212,18.1,5247344841,141,94.9,5247344839,140,74.1,5247344845,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953285,35,1,1,2,5,5rz9enoyknpg8ji78za5b82p0,0,79.6,77.8,2024-09-28T14:03:51.988Z,2024-09-28T16:54:21Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5247344989,212,10.7,5247344983,56,Center,5247344991,213,5.42,5247344987,141,65.9,5247344985,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953359,15,61,1,2,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.6,37.8,2024-09-28T14:03:52.472Z,2024-09-28T16:54:23Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5247345389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953423,16,1,1,2,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,16.1,37.4,2024-09-28T14:03:55.168Z,2024-09-28T16:54:28Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5247381009,1,,5247381001,140,42.6,5247380997,157,,5247381003,141,32.5,5247381007,213,6.16,5247380999,56,Back,5247381005,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953655,36,1,1,2,12,5rz9enoyknpg8ji78za5b82p0,1,46.7,78.7,2024-09-28T14:03:58.429Z,2024-09-28T16:54:41Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5247346917,213,3.91,5247346907,56,Back,5247346909,140,27.6,5247346913,212,27.8,5247346911,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953743,37,1,1,2,15,5rz9enoyknpg8ji78za5b82p0,1,27.7,50.3,2024-09-28T14:04:02.317Z,2024-09-28T14:04:04Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247347317,141,26.0,5247347325,213,4.99,5247347315,140,32.1,5247347311,56,Back,5247347321,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726953891,38,1,1,2,17,5rz9enoyknpg8ji78za5b82p0,1,33.1,25.2,2024-09-28T14:04:04.109Z,2024-09-28T14:04:07Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247348051,212,24.9,5247348047,141,15.9,5247348043,56,Right,5247348045,140,56.0,5247348053,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726954149,39,1,1,2,21,5rz9enoyknpg8ji78za5b82p0,0,56.7,9.8,2024-09-28T14:04:07.510Z,2024-09-28T14:04:14Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247349387,213,6.24,5247349393,1,,5247349365,155,,5247349381,141,6.6,5247349379,140,100.0,5247349373,56,Right,5247349383,212,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726954815,17,5,1,2,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.0,94.3,2024-09-28T14:04:13.104Z,2024-09-28T16:12:57Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5247352753,56,Back,5247352757,346,,5247352777,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726954165,40,5,1,2,26,5rz9enoyknpg8ji78za5b82p0,0,101.0,5.7,2024-09-28T14:04:13.104Z,2024-09-28T16:12:57Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247349451,56,Right,5247349453,346,,5247352869,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726955135,18,1,1,2,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.4,57.7,2024-09-28T14:04:34.464Z,2024-09-28T17:27:43Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5247354307,124,,5247354315,212,52.7,5247354319,1,,5247354313,141,56.7,5247354317,213,6.27,5247354327,74,,5247354309,56,Center,5247354311,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
