id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2716218441,7,4,1,0,24,b3r6d8ydtmtjckam6pku9y400,0,94.6,20.0,2024-09-01T12:03:50.054Z,2024-09-01T19:41:00Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5188468867,286,,5188469097,233,6,5188468863,152,,5188468861,56,Right,5190957109,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218537,7,1,1,0,29,9qsmopgutr7ut5g6workk8w4i,1,8.5,82.1,2024-09-01T12:03:55.077Z,2024-09-01T12:03:59Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188469265,5,,5188469279,212,17.1,5188469271,140,3.0,5188469275,141,58.4,5188469269,56,Back,5188469283,213,4.37,5188469267,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218583,8,1,1,0,34,9qsmopgutr7ut5g6workk8w4i,0,3.6,65.4,2024-09-01T12:03:59.429Z,2024-09-01T15:04:24Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5188469487,1,,5189365651,196,,5188469479,140,22.8,5188469477,56,Back,5188469475,155,,5188469483,212,49.3,5188469485,213,5.13,5188469481,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219373,8,5,1,0,36,b3r6d8ydtmtjckam6pku9y400,1,75.8,100.8,2024-09-01T12:04:02.134Z,2024-09-01T14:05:16Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5188473491,233,9,5188473409,56,Left,5188473411,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716218587,9,5,1,0,36,9qsmopgutr7ut5g6workk8w4i,0,24.2,-0.8,2024-09-01T12:04:02.134Z,2024-09-01T14:05:16Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5188469501,347,,5188469499,56,Back,5188473513,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219377,9,27,1,1,14,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-01T12:04:40.222Z,2024-09-01T12:04:48Z,,,,,5188473413,201,,5188473415,203,,5188473437,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219361,10,27,1,1,14,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-09-01T12:04:40.222Z,2024-09-01T12:04:49Z,,,,,5188473489,233,9,5188473359,203,,5188473355,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219571,10,28,1,1,32,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-01T12:04:57.805Z,2024-09-01T12:04:59Z,,,,,5188474385,55,9,5188474471,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219587,11,28,1,1,32,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-09-01T12:04:57.805Z,2024-09-01T12:04:59Z,,,,,5188474449,55,10,5188474529,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219631,11,1,1,1,34,b3r6d8ydtmtjckam6pku9y400,1,72.2,100.0,2024-09-01T12:04:59.653Z,2024-09-01T12:05:01Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5188474673,107,,5188474703,1,,5188474685,140,44.9,5188474699,213,3.53,5188474695,212,31.0,5188474689,141,84.5,5188474677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219711,12,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,45.1,82.6,2024-09-01T12:05:01.077Z,2024-09-01T12:05:04Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5188475087,212,33.5,5188475093,1,,5188475091,213,4.97,5188475083,140,53.2,5188475085,141,34.9,5188475081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219763,13,1,1,1,39,b3r6d8ydtmtjckam6pku9y400,1,53.2,34.9,2024-09-01T12:05:04.741Z,2024-09-01T12:05:07Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188475345,212,17.5,5188475341,140,36.5,5188475343,141,34.8,5188475347,213,3.15,5188475339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219859,14,1,1,1,42,b3r6d8ydtmtjckam6pku9y400,1,35.9,34.8,2024-09-01T12:05:07.493Z,2024-09-01T12:05:13Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5188475879,213,2.51,5188475877,212,22.8,5188475873,140,18.3,5188475875,141,54.5,5188475871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219927,15,1,1,1,47,b3r6d8ydtmtjckam6pku9y400,1,22.7,52.8,2024-09-01T12:05:13.317Z,2024-09-01T12:05:17Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5188476187,141,30.9,5188476185,140,29.3,5188476183,56,Back,5188476189,212,16.4,5188476193,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219953,16,1,1,1,52,b3r6d8ydtmtjckam6pku9y400,1,28.7,35.7,2024-09-01T12:05:17.765Z,2024-09-01T12:05:19Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5188476307,213,6.09,5188476301,140,35.4,5188476305,212,7.2,5188476303,141,33.7,5188476299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219975,17,1,1,1,53,b3r6d8ydtmtjckam6pku9y400,1,36.1,34.9,2024-09-01T12:05:19.141Z,2024-09-01T12:05:21Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5188476417,213,4.56,5188476409,56,Back,5188476413,141,20.4,5188476415,212,10.0,5188476411,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219991,18,1,1,1,55,b3r6d8ydtmtjckam6pku9y400,1,34.7,19.5,2024-09-01T12:05:20.980Z,2024-09-01T12:05:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188476515,213,5.42,5188476513,212,13.8,5188476511,141,4.0,5188476507,56,Back,5188476509,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220025,12,45,1,1,57,9qsmopgutr7ut5g6workk8w4i,0,57.7,91.2,2024-09-01T12:05:23.012Z,2024-09-01T15:36:33Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5188476677,285,,5188476675,56,Left,5188476713,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716219999,19,3,1,1,57,b3r6d8ydtmtjckam6pku9y400,1,42.3,8.8,2024-09-01T12:05:23.012Z,2024-09-01T15:36:33Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5189372971,464,,5188476689,233,12,5188476545,286,,5188476543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220057,13,83,1,1,58,9qsmopgutr7ut5g6workk8w4i,0,56.9,88.6,2024-09-01T12:05:23.564Z,2024-09-01T15:05:58Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188485315,399,c9u2w9ikckbrra8vln2ucbf9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220023,20,3,1,1,59,b3r6d8ydtmtjckam6pku9y400,0,41.5,20.9,2024-09-01T12:05:24.620Z,2024-09-01T15:06:09Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5189377209,464,,5188476667,56,Back,5188476669,286,,5188476771,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220085,14,1,1,2,1,9qsmopgutr7ut5g6workk8w4i,0,53.1,79.9,2024-09-01T12:05:26.436Z,2024-09-01T12:05:28Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5188476969,56,Left,5188476971,140,57.4,5188476973,141,82.4,5188476999,236,,5188476967,157,,5188476979,1,,5188477001,233,21,5188476977,213,0.36,5188476975,212,4.8,5188477005,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220061,21,74,1,2,1,b3r6d8ydtmtjckam6pku9y400,1,42.6,25.3,2024-09-01T12:05:26.437Z,2024-09-01T12:05:28Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188477021,233,14,5188476843,56,Back,5188476845,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220181,16,1,1,2,4,9qsmopgutr7ut5g6workk8w4i,1,58.2,93.5,2024-09-01T12:05:30.036Z,2024-09-01T12:05:33Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188477449,213,4.71,5188477445,141,87.2,5188477441,56,Left,5188477443,140,58.2,5188477447,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716389449,1043,1,1,2,5,9qsmopgutr7ut5g6workk8w4i,1,66.1,83.0,2024-09-01T12:05:30.546Z,2024-09-01T15:36:25Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5189396387,56,Left,5189396395,213,1.61,5189396389,140,65.9,5189396393,212,5.6,5189396391,141,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220131,22,83,1,2,5,b3r6d8ydtmtjckam6pku9y400,0,34.7,15.0,2024-09-01T12:05:30.820Z,2024-09-01T15:08:51Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188477497,399,1gr0k94d0nh7msa32f6728aok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220159,23,43,1,2,7,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-01T12:05:32.613Z,2024-09-01T12:05:55Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188479337,144,83,5188477473,399,7z1pv1wezn5rydamnknklv2ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220185,17,3,1,2,8,9qsmopgutr7ut5g6workk8w4i,0,65.8,93.6,2024-09-01T12:05:33.828Z,2024-09-01T15:36:33Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5189573557,233,687,5188477461,56,Left,5188477961,286,,5189391175,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220203,24,43,1,2,8,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-01T12:05:33.829Z,2024-09-01T15:08:04Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188484123,233,17,5188477923,285,0,5189388503,144,7,5188477563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716388293,687,7,1,2,8,b3r6d8ydtmtjckam6pku9y400,1,34.2,6.4,2024-09-01T12:05:33.829Z,2024-09-01T15:36:33Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5189390485,167,,5189390489,285,,5189390491,385,,5189390487,56,Back,5189573543,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220353,18,5,1,2,10,9qsmopgutr7ut5g6workk8w4i,1,65.4,101.6,2024-09-01T12:05:35.998Z,2024-09-01T14:05:16Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5188478305,233,25,5188478251,56,Left,5188478253,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220215,25,5,1,2,10,b3r6d8ydtmtjckam6pku9y400,0,34.6,-1.6,2024-09-01T12:05:35.998Z,2024-09-01T14:05:17Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188477611,347,,5188477607,56,Back,5188478341,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220387,19,1,1,2,18,9qsmopgutr7ut5g6workk8w4i,1,62.4,100.0,2024-09-01T12:05:43.748Z,2024-09-01T15:10:26Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188478431,213,3.47,5188478415,140,46.5,5188478411,56,Back,5188478407,107,,5188478419,141,92.7,5188478425,212,17.6,5189404753,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220397,20,1,1,2,19,9qsmopgutr7ut5g6workk8w4i,1,46.5,92.7,2024-09-01T12:05:44.868Z,2024-09-01T12:05:45Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188478467,56,Back,5188478475,213,5.66,5188478473,212,3.6,5188478471,141,89.6,5188478469,140,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220431,21,1,1,2,20,9qsmopgutr7ut5g6workk8w4i,1,49.3,89.6,2024-09-01T12:05:45.556Z,2024-09-01T12:05:47Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5188478629,141,69.7,5188478631,212,17.1,5188478633,213,4.06,5188478627,140,39.4,5188478625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220543,22,1,1,2,22,9qsmopgutr7ut5g6workk8w4i,1,37.6,62.3,2024-09-01T12:05:47.748Z,2024-09-01T12:05:53Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5188479183,56,Back,5188479193,212,17.9,5188479195,213,4.65,5188479191,141,36.1,5188479189,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220631,23,1,1,2,28,9qsmopgutr7ut5g6workk8w4i,1,37.1,31.9,2024-09-01T12:05:53.540Z,2024-09-01T12:05:59Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5188479663,56,Back,5188479665,140,33.7,5188479669,212,13.7,5188479673,213,1.84,5188479667,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220691,24,1,1,2,33,9qsmopgutr7ut5g6workk8w4i,1,34.1,50.3,2024-09-01T12:05:59.028Z,2024-09-01T12:06:03Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5188480049,212,10.7,5188480047,141,66.0,5188480045,140,33.8,5188480043,56,Back,5188480051,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220757,25,1,1,2,37,9qsmopgutr7ut5g6workk8w4i,1,32.3,60.5,2024-09-01T12:06:02.980Z,2024-09-01T12:06:06Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188480383,140,29.0,5188480385,141,23.1,5188480381,56,Back,5188480387,212,25.7,5188480389,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220803,26,1,1,2,40,9qsmopgutr7ut5g6workk8w4i,0,29.0,21.2,2024-09-01T12:06:05.988Z,2024-09-01T12:06:08Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5188480597,141,43.0,5188480599,212,41.2,5188480601,213,0.37,5188480603,1,,5188480595,140,65.6,5188480591,157,,5188480593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220887,27,1,1,2,44,b3r6d8ydtmtjckam6pku9y400,1,33.0,58.7,2024-09-01T12:06:10.005Z,2024-09-01T12:06:13Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5188481041,141,58.4,5188481045,213,6.26,5188481043,212,8.9,5188481037,56,Back,5188481039,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220925,27,45,1,2,47,9qsmopgutr7ut5g6workk8w4i,0,57.6,41.2,2024-09-01T12:06:12.965Z,2024-09-01T12:06:16Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5188481341,233,28,5188481251,56,Center,5188481253,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220933,28,3,1,2,47,b3r6d8ydtmtjckam6pku9y400,1,42.4,58.8,2024-09-01T12:06:12.965Z,2024-09-01T15:10:57Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5188481289,56,Back,5188481291,286,,5188481305,233,27,5189408215,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716220973,29,1,1,2,48,b3r6d8ydtmtjckam6pku9y400,0,55.8,52.8,2024-09-01T12:06:14.308Z,2024-09-01T12:06:16Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5188481475,141,32.1,5188481471,140,70.6,5188481479,212,21.0,5188481483,213,5.55,5188481467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
