id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/18/value
2793540341,8,1,1,0,14,c165yjiny1qnmfdvefxvflnkc,1,67.8,36.9,2025-03-30T12:01:19.239Z,2025-03-30T12:35:13Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5610178987,56,Right,5610178993,212,25.1,5610178991,141,3.1,5610178995,213,5.12,5610178989,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793591619,466,83,1,0,17,anga7587r1zv4ey71ge9zxol3,0,29.7,97.1,2025-03-30T12:01:21.847Z,2025-03-30T12:53:56Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610453093,399,6lap0wrnichfxxqm5kgtoflec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540343,9,3,1,0,18,c165yjiny1qnmfdvefxvflnkc,0,80.0,3.8,2025-03-30T12:01:23.158Z,2025-03-30T15:02:25Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5610179007,56,Right,5611312319,464,,5610221041,233,77,5610179009,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793548393,77,7,1,0,18,anga7587r1zv4ey71ge9zxol3,1,20.0,96.2,2025-03-30T12:01:23.159Z,2025-03-30T15:02:21Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610220993,56,Back,5610221021,233,9,5611311889,383,,5611311891,178,,5610220995,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793591525,465,12,1,0,19,anga7587r1zv4ey71ge9zxol3,1,27.6,97.3,2025-03-30T12:01:23.847Z,2025-03-30T12:54:00Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610452353,141,100.0,5610452357,213,0.43,5610452355,212,5.4,5610452349,56,Back,5610452351,140,32.3,5610452347,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540547,11,5,1,0,19,c165yjiny1qnmfdvefxvflnkc,1,78.8,-1.7,2025-03-30T12:01:24.142Z,2025-03-30T12:44:55Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5610223903,233,86,5610179969,56,Right,5610179971,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793548855,86,5,1,0,19,anga7587r1zv4ey71ge9zxol3,0,21.2,101.7,2025-03-30T12:01:24.142Z,2025-03-30T12:44:56Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5610223313,56,Back,5610223315,347,,5610223933,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540553,12,1,1,0,39,c165yjiny1qnmfdvefxvflnkc,1,62.7,0.0,2025-03-30T12:01:44.358Z,2025-03-30T12:52:59Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5610179993,140,81.2,5610179997,212,19.8,5610179995,141,4.7,5610179989,107,,5610179999,213,0.19,5610179991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540599,13,1,1,0,42,c165yjiny1qnmfdvefxvflnkc,0,79.5,21.5,2025-03-30T12:01:47.110Z,2025-03-30T15:03:08Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5610180293,213,0.66,5610180287,140,94.6,5610180283,155,,5610180281,2,,5610180291,212,20.1,5610180285,56,Center,5611316231,223,,5610180289,141,39.7,5611316233,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540681,5,52,1,0,53,anga7587r1zv4ey71ge9zxol3,1,8.1,53.7,2025-03-30T12:01:58.318Z,2025-03-30T15:03:12Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5611316735,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540715,6,1,1,0,54,anga7587r1zv4ey71ge9zxol3,1,8.1,54.6,2025-03-30T12:01:59.278Z,2025-03-30T12:02:01Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5610180955,56,Back,5610180953,123,,5610180957,140,11.9,5610180963,213,1.31,5610180959,141,77.0,5610180961,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540733,7,1,1,0,56,anga7587r1zv4ey71ge9zxol3,1,12.1,78.2,2025-03-30T12:02:01.182Z,2025-03-30T12:54:30Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610181061,213,0.85,5610181047,56,Back,5610181053,141,96.9,5610181057,212,17.0,5610181049,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540745,8,1,1,0,57,anga7587r1zv4ey71ge9zxol3,1,24.5,95.6,2025-03-30T12:02:02.734Z,2025-03-30T12:02:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610181123,212,4.3,5610181125,213,5.17,5610181119,140,26.3,5610181121,141,89.9,5610181117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540765,9,1,1,0,58,anga7587r1zv4ey71ge9zxol3,1,25.5,88.1,2025-03-30T12:02:03.822Z,2025-03-30T12:02:05Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5610181225,56,Back,5610181229,141,85.3,5610181233,213,3.28,5610181231,212,14.3,5610181227,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540807,10,1,1,1,0,anga7587r1zv4ey71ge9zxol3,1,12.0,85.3,2025-03-30T12:02:05.390Z,2025-03-30T12:54:40Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610181433,56,Back,5610181437,140,26.9,5610181445,212,17.5,5610181441,141,96.8,5610181449,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540851,11,1,1,1,4,anga7587r1zv4ey71ge9zxol3,1,25.3,96.6,2025-03-30T12:02:08.958Z,2025-03-30T12:02:12Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610181719,213,3.69,5610181717,212,18.4,5610181713,140,10.3,5610181715,141,82.6,5610181711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540901,12,1,1,1,7,anga7587r1zv4ey71ge9zxol3,1,11.1,74.7,2025-03-30T12:02:12.511Z,2025-03-30T12:54:44Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610181951,155,,5610181955,56,Back,5610181953,196,,5610181957,140,26.5,5610181959,141,6.8,5610181963,213,5.05,5610181961,212,48.9,5610181965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540945,13,1,1,1,11,anga7587r1zv4ey71ge9zxol3,1,35.4,5.5,2025-03-30T12:02:16.446Z,2025-03-30T12:02:19Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610182171,140,42.9,5610182175,212,7.9,5610182169,56,Back,5610182177,213,0.09,5610182173,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540953,14,61,1,1,13,anga7587r1zv4ey71ge9zxol3,1,40.8,5.5,2025-03-30T12:02:18.444Z,2025-03-30T12:55:04Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5610182209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540983,15,1,1,1,14,anga7587r1zv4ey71ge9zxol3,0,45.2,9.9,2025-03-30T12:02:19.444Z,2025-03-30T12:55:23Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610182389,141,9.0,5610182409,286,,5610182395,213,5.83,5610182405,233,15,5610182385,140,46.4,5610182393,212,1.4,5610182403,236,,5610182383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540941,14,43,1,1,14,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-30T12:02:19.445Z,2025-03-30T12:55:09Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5610182145,56,Left,5610459263,144,74,5610182149,285,0,5610458671,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540975,15,74,1,1,14,c165yjiny1qnmfdvefxvflnkc,1,59.9,82.7,2025-03-30T12:02:19.445Z,2025-03-30T13:00:07Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610182463,233,15,5610182333,56,Left,5610182335,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793591435,350,61,1,1,17,c165yjiny1qnmfdvefxvflnkc,0,58.4,96.9,2025-03-30T12:02:21.847Z,2025-03-30T15:04:43Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610451905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540997,16,5,1,1,17,c165yjiny1qnmfdvefxvflnkc,0,58.1,101.1,2025-03-30T12:02:22.070Z,2025-03-30T12:10:01Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610182445,56,Left,5610182717,233,16,5610182449,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541021,16,5,1,1,17,anga7587r1zv4ey71ge9zxol3,1,41.9,-1.1,2025-03-30T12:02:22.070Z,2025-03-30T12:10:01Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5610182603,347,,5610182601,56,Back,5610182663,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541149,17,1,1,1,24,anga7587r1zv4ey71ge9zxol3,1,47.5,0.0,2025-03-30T12:02:29.102Z,2025-03-30T12:02:32Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610183221,212,11.9,5610183219,141,11.7,5610183223,213,0.89,5610183211,56,Right,5610183215,140,54.6,5610183207,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541225,18,1,1,1,27,anga7587r1zv4ey71ge9zxol3,1,54.5,8.8,2025-03-30T12:02:32.158Z,2025-03-30T12:02:37Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5610183643,141,11.7,5610183647,213,3.00,5610183645,212,14.3,5610183639,56,Back,5610183641,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541515,22,61,1,1,28,anga7587r1zv4ey71ge9zxol3,0,38.0,19.2,2025-03-30T12:02:33.406Z,2025-03-30T12:03:05Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610185295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541209,17,3,1,1,28,c165yjiny1qnmfdvefxvflnkc,0,69.0,84.1,2025-03-30T12:02:33.645Z,2025-03-30T16:34:35Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5610183555,56,Left,5610185433,286,,5611848073,233,19,5611331801,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541229,19,7,1,1,28,anga7587r1zv4ey71ge9zxol3,0,31.0,15.9,2025-03-30T12:02:33.646Z,2025-03-30T16:34:34Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610185957,285,,5611343189,389,,5611343187,385,,5611848021,233,17,5610183657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793757569,678,61,1,1,29,c165yjiny1qnmfdvefxvflnkc,1,73.1,89.0,2025-03-30T12:02:34.300Z,2025-03-30T15:08:47Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5611351485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793757965,679,61,1,1,29,c165yjiny1qnmfdvefxvflnkc,1,68.5,86.2,2025-03-30T12:02:34.365Z,2025-03-30T15:09:09Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5611353601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541241,19,3,1,1,29,c165yjiny1qnmfdvefxvflnkc,0,90.4,83.6,2025-03-30T12:02:34.647Z,2025-03-30T15:05:53Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5611332997,465,,5610184055,233,20,5610183717,286,,5610183715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541289,20,7,1,1,29,anga7587r1zv4ey71ge9zxol3,1,9.6,16.4,2025-03-30T12:02:34.648Z,2025-03-30T15:05:57Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5611333395,178,,5611333393,385,,5610183981,285,,5610183977,56,Back,5610184045,233,19,5610183975,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541253,20,6,1,1,34,c165yjiny1qnmfdvefxvflnkc,1,95.2,81.3,2025-03-30T12:02:39.334Z,2025-03-30T12:08:28Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5610184251,233,21,5610183865,56,Left,5610183867,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541297,21,6,1,1,34,anga7587r1zv4ey71ge9zxol3,0,4.8,18.7,2025-03-30T12:02:39.334Z,2025-03-30T15:09:31Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5610184207,56,Back,5610184271,233,20,5610184209,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541697,21,1,1,2,0,c165yjiny1qnmfdvefxvflnkc,1,99.5,99.5,2025-03-30T12:03:05.127Z,2025-03-30T12:54:15Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5610186277,6,,5610186285,140,92.3,5610186291,213,4.04,5610186281,56,Left,5610186287,141,85.6,5610186289,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541709,22,1,1,2,2,c165yjiny1qnmfdvefxvflnkc,0,93.0,85.7,2025-03-30T12:03:07.318Z,2025-03-30T15:11:07Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5610186629,1,,5610186347,56,Right,5610186351,141,0.0,5611368031,224,,5610186345,155,,5611368707,345,,5610186343,2,,5611368033,72,,5610186349,140,87.3,5610186355,213,4.61,5610186353,212,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541851,23,5,1,2,7,anga7587r1zv4ey71ge9zxol3,1,12.9,101.9,2025-03-30T12:03:12.280Z,2025-03-30T12:10:01Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610187045,347,,5610187079,233,23,5610187043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541773,23,5,1,2,7,c165yjiny1qnmfdvefxvflnkc,0,87.1,-1.9,2025-03-30T12:03:12.280Z,2025-03-30T12:10:02Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5610186661,347,,5610187121,233,23,5610186659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541885,24,1,1,2,12,anga7587r1zv4ey71ge9zxol3,1,16.2,100.0,2025-03-30T12:03:17.381Z,2025-03-30T12:57:11Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5610187215,107,,5610187217,56,Back,5610187225,213,3.75,5610187221,141,93.3,5610187219,140,8.8,5610187223,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541927,25,1,1,2,14,anga7587r1zv4ey71ge9zxol3,1,7.9,90.3,2025-03-30T12:03:19.118Z,2025-03-30T12:03:21Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610187475,140,3.8,5610187481,213,4.26,5610187477,141,77.2,5610187473,56,Back,5610187479,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541963,26,1,1,2,16,anga7587r1zv4ey71ge9zxol3,1,5.1,77.9,2025-03-30T12:03:21.694Z,2025-03-30T12:57:16Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610187653,212,14.3,5610187655,213,1.06,5610187651,141,96.2,5610187649,140,11.8,5610187647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542021,27,1,1,2,19,anga7587r1zv4ey71ge9zxol3,1,14.4,96.6,2025-03-30T12:03:24.046Z,2025-03-30T12:03:27Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610187941,140,5.1,5610187939,56,Back,5610187945,212,14.1,5610187947,213,3.95,5610187943,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542081,28,1,1,2,22,anga7587r1zv4ey71ge9zxol3,1,5.7,73.3,2025-03-30T12:03:27.422Z,2025-03-30T12:57:23Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610188323,213,5.11,5610188325,1,,5610188321,212,48.4,5610188319,141,7.7,5610188317,140,23.6,5610188315,56,Back,5610188307,155,,5610188311,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542093,29,1,1,2,27,anga7587r1zv4ey71ge9zxol3,0,12.3,7.4,2025-03-30T12:03:32.398Z,2025-03-30T12:03:33Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610188389,141,7.9,5610188395,213,0.02,5610188385,56,Back,5610188391,212,18.0,5610188387,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
