id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2780290059,6,1,1,0,10,b3r6d8ydtmtjckam6pku9y400,0,43.2,64.0,2025-02-23T17:01:51.760Z,2025-02-23T20:48:03Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5537594707,3,,5537594713,141,67.9,5537594717,212,4.8,5537594709,56,Back,5537594711,140,39.4,5537594719,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780441539,896,8,1,0,11,59as3grjvj19voay31j3yfgni,1,64.1,28.5,2025-02-23T17:01:52.403Z,2025-02-23T20:48:22Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5538429229,56,Center,5538429351,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290071,7,43,1,0,11,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-02-23T17:01:52.472Z,2025-02-23T20:48:06Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537594779,56,Back,5537594785,212,7.5,5537594783,141,71.1,5538428629,144,1,5537594787,213,0.30,5537594781,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780298881,116,1,1,0,12,59as3grjvj19voay31j3yfgni,1,57.5,21.2,2025-02-23T17:01:53.382Z,2025-02-23T17:15:28Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5537642771,141,19.8,5537642769,140,66.6,5537642767,56,Right,5537642773,212,9.6,5537642775,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780299391,122,1,1,0,13,59as3grjvj19voay31j3yfgni,1,70.7,22.4,2025-02-23T17:01:54.422Z,2025-02-23T17:14:27Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5537645551,56,Center,5537645553,140,59.4,5537645555,141,24.1,5537645559,213,3.04,5537645557,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780299519,123,1,1,0,14,59as3grjvj19voay31j3yfgni,1,62.3,21.8,2025-02-23T17:01:56.079Z,2025-02-23T17:14:36Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5537646261,56,Right,5537646269,213,4.62,5537646259,155,,5537646263,140,61.3,5537646265,141,5.0,5537646267,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780299927,128,1,1,0,17,59as3grjvj19voay31j3yfgni,1,59.3,7.1,2025-02-23T17:01:58.445Z,2025-02-23T17:15:13Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,5537648625,140,69.2,5537648623,56,Right,5537648631,213,0.02,5537648627,141,7.4,5537648629,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290179,7,3,1,0,18,59as3grjvj19voay31j3yfgni,0,69.6,3.8,2025-02-23T17:01:59.542Z,2025-02-23T20:49:32Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5538432547,465,,5537595403,56,Right,5537610463,286,,5537650353,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780292845,44,7,1,0,18,b3r6d8ydtmtjckam6pku9y400,1,30.4,96.2,2025-02-23T17:01:59.543Z,2025-02-23T20:49:36Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537650343,233,7,5538432719,178,,5537610255,56,Back,5538432715,167,,5537610257,285,,5538432717,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290207,8,5,1,0,20,59as3grjvj19voay31j3yfgni,1,67.0,-1.3,2025-02-23T17:02:01.656Z,2025-02-23T17:12:47Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5537597303,233,8,5537595593,347,,5537595591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290487,8,5,1,0,20,b3r6d8ydtmtjckam6pku9y400,0,33.0,101.3,2025-02-23T17:02:01.656Z,2025-02-23T17:12:48Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5537597099,56,Back,5537597101,347,,5537597323,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290595,9,1,1,0,48,59as3grjvj19voay31j3yfgni,0,69.2,0.0,2025-02-23T17:02:29.890Z,2025-02-23T17:49:45Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5537597765,141,27.9,5537597763,140,88.4,5537597759,107,,5537597767,212,28.6,5537597761,56,Center,5537597771,1,,5537597769,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290599,9,44,1,0,53,b3r6d8ydtmtjckam6pku9y400,1,12.5,74.3,2025-02-23T17:02:34.863Z,2025-02-23T17:45:05Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537597787,56,Back,5537598007,233,10,5537597789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290603,10,44,1,0,53,59as3grjvj19voay31j3yfgni,0,87.5,25.7,2025-02-23T17:02:34.864Z,2025-02-23T17:45:05Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,5537598037,233,9,5537597795,286,,5537597793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290617,10,12,1,0,54,b3r6d8ydtmtjckam6pku9y400,1,13.9,77.9,2025-02-23T17:02:35.416Z,2025-02-23T17:02:37Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537597921,213,0.93,5537597917,141,85.6,5537597919,212,6.5,5537597915,140,17.6,5537597913,56,Back,5537597965,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290641,11,1,1,0,55,59as3grjvj19voay31j3yfgni,0,76.7,7.6,2025-02-23T17:02:36.449Z,2025-02-23T20:50:29Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5537598071,155,,5537598069,2,,5537598081,213,1.20,5537598079,212,41.1,5538435045,224,,5537598075,140,91.0,5537598073,56,Center,5538435047,20,,5537598083,1,5537598077,141,63.9,,,,,,,,,,,,,,,,,,,,,,,
2780290659,11,44,1,0,56,b3r6d8ydtmtjckam6pku9y400,1,7.8,35.9,2025-02-23T17:02:38.064Z,2025-02-23T17:45:06Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5537598139,285,,5537598137,56,Back,5537598281,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290647,12,44,1,0,56,59as3grjvj19voay31j3yfgni,0,92.2,64.1,2025-02-23T17:02:38.065Z,2025-02-23T17:45:06Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5537598297,233,11,5537598097,286,,5537598093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290677,12,12,1,0,57,b3r6d8ydtmtjckam6pku9y400,1,5.4,36.0,2025-02-23T17:02:38.592Z,2025-02-23T17:04:29Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5537598219,141,43.6,5537598221,212,9.7,5537598257,15,,5537598215,140,13.2,5537598223,213,0.56,5537598213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780292221,40,12,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,13.5,36.0,2025-02-23T17:02:39.790Z,2025-02-23T20:51:40Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5537606581,56,Back,5537606587,212,36.2,5537606589,213,0.37,5537606583,140,45.7,5537606585,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290757,13,1,1,1,3,59as3grjvj19voay31j3yfgni,1,52.6,41.7,2025-02-23T17:02:44.961Z,2025-02-23T20:52:15Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,5537598699,212,36.3,5537598701,213,3.05,5537598695,140,18.2,5537598693,56,Back,5537598703,1,,5537598697,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290815,14,1,1,1,5,59as3grjvj19voay31j3yfgni,0,18.8,46.6,2025-02-23T17:02:47.073Z,2025-02-23T20:52:17Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,5537598993,140,41.0,5537598995,141,21.0,5537598987,157,,5537598997,212,29.1,5537598999,213,5.64,5537599001,1,,5537598991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290807,13,61,1,1,9,b3r6d8ydtmtjckam6pku9y400,0,59.1,69.9,2025-02-23T17:02:50.503Z,2025-02-23T17:02:50Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5537598961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290843,15,61,1,1,12,59as3grjvj19voay31j3yfgni,1,38.0,19.4,2025-02-23T17:02:53.298Z,2025-02-23T17:02:53Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5537599137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290879,16,1,1,1,13,59as3grjvj19voay31j3yfgni,1,23.6,18.3,2025-02-23T17:02:54.817Z,2025-02-23T17:02:55Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,5537599313,213,2.05,5537599303,140,19.2,5537599305,141,31.3,5537599301,56,Back,5537599309,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290905,17,1,1,1,14,59as3grjvj19voay31j3yfgni,1,19.0,31.9,2025-02-23T17:02:55.569Z,2025-02-23T17:02:56Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,5537599435,56,Back,5537599445,213,2.64,5537599437,140,3.8,5537599441,212,18.2,5537599439,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290953,18,1,1,1,15,59as3grjvj19voay31j3yfgni,0,5.8,44.9,2025-02-23T17:02:56.642Z,2025-02-23T17:03:01Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,5537599701,140,47.8,5537599709,1,,5537599699,56,Back,5537599703,141,15.9,5537599705,212,48.3,5537599707,213,5.86,5537599697,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290957,14,44,1,1,19,b3r6d8ydtmtjckam6pku9y400,1,52.6,83.4,2025-02-23T17:03:00.528Z,2025-02-23T17:45:06Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5537599825,233,19,5537599719,286,,5537599717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290959,19,44,1,1,19,59as3grjvj19voay31j3yfgni,0,47.4,16.6,2025-02-23T17:03:00.529Z,2025-02-23T17:45:06Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5537599723,56,Back,5537599725,285,,5537599859,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780290999,15,1,1,1,19,b3r6d8ydtmtjckam6pku9y400,0,53.5,82.1,2025-02-23T17:03:00.783Z,2025-02-23T17:03:02Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5537599937,141,65.2,5537599935,140,52.7,5537599933,56,Center,5537599931,3,,5537599941,213,4.64,5537599939,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291079,20,61,1,1,23,59as3grjvj19voay31j3yfgni,0,44.8,27.4,2025-02-23T17:03:04.226Z,2025-02-23T17:12:56Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,5537600279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291095,17,1,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,51.3,68.5,2025-02-23T17:03:04.582Z,2025-02-23T20:53:15Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537600371,213,4.38,5537600367,141,62.2,5537600369,212,4.5,5537600365,140,49.9,5537600363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291129,18,1,1,1,25,b3r6d8ydtmtjckam6pku9y400,1,54.5,43.1,2025-02-23T17:03:06.847Z,2025-02-23T17:03:10Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5537600599,140,62.4,5537600605,212,25.3,5537600603,141,7.9,5537600607,213,5.05,5537600597,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291181,19,1,1,1,29,b3r6d8ydtmtjckam6pku9y400,1,64.1,7.4,2025-02-23T17:03:10.719Z,2025-02-23T17:03:15Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5537600867,141,8.5,5537600871,213,0.04,5537600869,212,18.1,5537600863,56,Right,5537600865,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291207,20,1,1,1,34,b3r6d8ydtmtjckam6pku9y400,1,86.0,6.7,2025-02-23T17:03:15.519Z,2025-02-23T17:03:17Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5537601013,213,2.50,5537601003,56,Right,5537601007,140,77.7,5537601011,212,10.8,5537601009,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291225,21,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,77.7,16.2,2025-02-23T17:03:16.928Z,2025-02-23T17:03:18Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5537601111,213,5.05,5537601109,212,7.0,5537601107,141,6.5,5537601103,56,Right,5537601105,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291257,22,1,1,1,37,b3r6d8ydtmtjckam6pku9y400,1,78.6,6.2,2025-02-23T17:03:18.527Z,2025-02-23T17:03:21Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5537601269,140,69.9,5537601271,141,3.7,5537601267,56,Right,5537601275,213,3.33,5537601273,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291279,23,1,1,1,39,b3r6d8ydtmtjckam6pku9y400,1,69.4,4.6,2025-02-23T17:03:20.935Z,2025-02-23T17:03:22Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5537601399,141,17.0,5537601403,212,8.4,5537601407,213,1.61,5537601395,56,Right,5537601397,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291323,24,1,1,1,41,b3r6d8ydtmtjckam6pku9y400,1,69.1,17.0,2025-02-23T17:03:22.247Z,2025-02-23T17:03:25Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537601647,213,6.27,5537601643,141,16.8,5537601645,212,10.1,5537601639,56,Right,5537601641,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291369,25,1,1,1,44,b3r6d8ydtmtjckam6pku9y400,1,78.2,18.2,2025-02-23T17:03:25.975Z,2025-02-23T17:03:28Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5537601843,213,5.21,5537601835,56,Right,5537601837,140,81.6,5537601839,141,8.5,5537601841,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291383,26,1,1,1,47,b3r6d8ydtmtjckam6pku9y400,1,81.6,8.5,2025-02-23T17:03:28.280Z,2025-02-23T17:03:29Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5537601917,213,1.46,5537601913,141,18.3,5537601915,212,6.7,5537601909,56,Right,5537601911,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291393,27,1,1,1,48,b3r6d8ydtmtjckam6pku9y400,0,82.3,18.3,2025-02-23T17:03:29.271Z,2025-02-23T17:03:29Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5537601973,213,3.49,5537601971,212,6.1,5537601969,141,15.2,5537601967,140,76.8,5537601965,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291399,21,8,1,1,48,59as3grjvj19voay31j3yfgni,1,20.5,83.6,2025-02-23T17:03:29.713Z,2025-02-23T20:54:07Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,5537601997,56,Back,5538444779,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291443,23,1,1,1,50,59as3grjvj19voay31j3yfgni,1,27.6,83.0,2025-02-23T17:03:31.777Z,2025-02-23T17:03:32Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,5537602241,212,8.6,5537602239,141,95.6,5537602243,213,1.56,5537602235,56,Back,5537602237,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291477,24,3,1,1,51,59as3grjvj19voay31j3yfgni,1,29.5,94.3,2025-02-23T17:03:32.319Z,2025-02-23T20:54:21Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,5538445515,465,,5537602485,233,28,5537602443,56,Back,5537602445,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291439,28,45,1,1,51,b3r6d8ydtmtjckam6pku9y400,0,70.5,5.7,2025-02-23T17:03:32.319Z,2025-02-23T17:52:12Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5537602537,233,24,5537602219,56,Right,5537602221,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291511,25,3,1,1,53,59as3grjvj19voay31j3yfgni,1,31.8,88.5,2025-02-23T17:03:35.090Z,2025-02-23T22:28:32Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,5537602671,56,Back,5538448197,465,,5538448195,285,,5537602689,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291481,29,45,1,1,53,b3r6d8ydtmtjckam6pku9y400,0,68.2,11.5,2025-02-23T17:03:35.090Z,2025-02-23T22:28:33Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5537602461,56,Right,5538782119,286,,5537602697,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291525,30,83,1,1,55,b3r6d8ydtmtjckam6pku9y400,0,61.7,21.5,2025-02-23T17:03:36.999Z,2025-02-23T17:13:02Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5537639797,399,4zrsiizdbzwwkmit3ta0f0dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780291519,26,3,1,1,56,59as3grjvj19voay31j3yfgni,0,42.3,75.3,2025-02-23T17:03:37.890Z,2025-02-23T20:55:35Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,5537602795,211,,5538448939,465,,5537602729,286,,5537602727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
