id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2813429131,8,1,1,0,13,aljua8crr0vkwit0j3m59jw9j,1,31.5,46.1,2025-05-11T12:00:23.640Z,2025-05-11T12:00:25Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5719813169,212,21.3,5719813163,140,20.9,5719813165,141,19.4,5719813161,56,Back,5719813175,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429183,9,1,1,0,15,aljua8crr0vkwit0j3m59jw9j,1,20.9,19.4,2025-05-11T12:00:25.799Z,2025-05-11T12:00:28Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719813419,213,5.37,5719813417,212,14.7,5719813415,141,2.3,5719813413,140,29.5,5719813409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429205,10,1,1,0,17,aljua8crr0vkwit0j3m59jw9j,1,29.5,2.3,2025-05-11T12:00:28.408Z,2025-05-11T12:00:29Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5719813535,56,Back,5719813549,213,2.21,5719813539,140,18.7,5719813545,212,18.9,5719813541,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429297,11,1,1,0,19,aljua8crr0vkwit0j3m59jw9j,1,18.7,24.6,2025-05-11T12:00:29.816Z,2025-05-11T12:00:34Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719814053,141,67.3,5719814055,212,29.5,5719814051,140,13.6,5719814049,56,Back,5719814057,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429405,12,1,1,0,24,aljua8crr0vkwit0j3m59jw9j,1,23.2,67.0,2025-05-11T12:00:34.616Z,2025-05-11T12:00:40Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719814567,141,3.7,5719814571,213,4.92,5719814561,196,,5719814565,140,31.7,5719814569,212,44.0,5719814573,1,,5719814563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429453,13,1,1,0,29,aljua8crr0vkwit0j3m59jw9j,1,39.7,4.1,2025-05-11T12:00:40.344Z,2025-05-11T12:00:43Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5719814793,141,22.7,5719814789,56,Back,5719814791,140,34.9,5719814795,212,13.6,5719814797,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429509,14,1,1,0,32,aljua8crr0vkwit0j3m59jw9j,1,38.8,23.4,2025-05-11T12:00:43.304Z,2025-05-11T12:00:47Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719815081,140,33.0,5719815085,212,34.4,5719815089,213,1.75,5719815079,56,Back,5719815083,141,73.2,5719815093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429563,15,1,1,0,36,aljua8crr0vkwit0j3m59jw9j,1,34.4,73.3,2025-05-11T12:00:47.369Z,2025-05-11T12:00:51Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719815349,140,46.9,5719815357,212,21.5,5719815361,213,0.92,5719815343,56,Back,5719815353,141,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429703,16,1,1,0,40,aljua8crr0vkwit0j3m59jw9j,1,43.5,90.2,2025-05-11T12:00:50.889Z,2025-05-11T12:00:59Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5719816141,1,,5719816139,213,4.43,5719816133,140,33.4,5719816137,212,37.4,5719816135,141,37.4,5719816131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429779,17,1,1,0,48,aljua8crr0vkwit0j3m59jw9j,1,69.2,28.9,2025-05-11T12:00:59.209Z,2025-05-11T12:01:03Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719816567,212,16.9,5719816573,213,4.97,5719816565,141,4.9,5719816563,140,73.3,5719816561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429855,18,1,1,0,52,aljua8crr0vkwit0j3m59jw9j,1,70.4,4.3,2025-05-11T12:01:02.889Z,2025-05-11T12:01:06Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5719816925,213,2.44,5719816923,212,10.0,5719816921,141,13.8,5719816915,56,Right,5719816919,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429885,19,1,1,0,55,aljua8crr0vkwit0j3m59jw9j,1,63.1,13.8,2025-05-11T12:01:06.025Z,2025-05-11T12:01:07Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719817053,141,4.0,5719817051,140,72.2,5719817055,212,11.6,5719817049,56,Right,5719817057,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429981,20,1,1,0,56,aljua8crr0vkwit0j3m59jw9j,1,72.3,3.8,2025-05-11T12:01:07.113Z,2025-05-11T12:49:55Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5719817545,212,29.8,5719817541,140,44.0,5719817543,141,7.1,5719817539,56,Back,5719817547,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430043,21,1,1,1,1,aljua8crr0vkwit0j3m59jw9j,1,41.5,8.3,2025-05-11T12:01:11.849Z,2025-05-11T12:01:14Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719817839,140,17.8,5719817843,212,31.8,5719817841,141,37.3,5719817837,56,Back,5719817845,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430131,22,1,1,1,4,aljua8crr0vkwit0j3m59jw9j,1,18.8,37.3,2025-05-11T12:01:14.585Z,2025-05-11T12:01:20Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5719818329,140,25.7,5719818331,141,71.4,5719818335,213,1.27,5719818327,56,Back,5719818333,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430155,23,1,1,1,9,aljua8crr0vkwit0j3m59jw9j,1,29.0,70.0,2025-05-11T12:01:20.073Z,2025-05-11T12:01:21Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719818499,212,16.3,5719818495,141,68.5,5719818493,140,44.5,5719818491,56,Back,5719818503,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430181,24,1,1,1,10,aljua8crr0vkwit0j3m59jw9j,1,44.5,68.5,2025-05-11T12:01:21.242Z,2025-05-11T12:01:23Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5719818635,141,67.0,5719818631,56,Back,5719818637,212,20.7,5719818643,156,,5719818633,140,24.8,5719818639,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430247,25,1,1,1,14,aljua8crr0vkwit0j3m59jw9j,1,25.3,66.3,2025-05-11T12:01:24.794Z,2025-05-11T12:01:27Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719818995,141,23.0,5719818991,140,24.7,5719818999,213,4.69,5719818989,56,Back,5719818997,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430283,26,1,1,1,16,aljua8crr0vkwit0j3m59jw9j,1,24.8,22.7,2025-05-11T12:01:27.113Z,2025-05-11T12:01:29Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719819135,140,32.5,5719819137,141,3.2,5719819133,56,Back,5719819141,213,5.26,5719819139,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430339,27,1,1,1,19,aljua8crr0vkwit0j3m59jw9j,1,32.6,3.1,2025-05-11T12:01:29.737Z,2025-05-11T12:01:33Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5719819427,141,17.0,5719819425,140,21.9,5719819429,212,14.7,5719819431,213,2.44,5719819423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430377,28,1,1,1,22,aljua8crr0vkwit0j3m59jw9j,1,21.9,17.0,2025-05-11T12:01:32.905Z,2025-05-11T12:01:34Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719819635,213,2.31,5719819631,141,36.9,5719819629,140,10.2,5719819633,212,18.3,5719819627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430487,29,1,1,1,24,aljua8crr0vkwit0j3m59jw9j,1,10.2,36.4,2025-05-11T12:01:34.826Z,2025-05-11T12:01:38Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5719820069,141,66.6,5719820067,140,15.7,5719820065,56,Back,5719820071,212,21.3,5719820073,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430531,30,1,1,1,28,aljua8crr0vkwit0j3m59jw9j,1,20.9,67.9,2025-05-11T12:01:38.810Z,2025-05-11T12:01:41Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719820351,141,94.4,5719820353,212,18.8,5719820345,56,Back,5719820347,140,26.0,5719820357,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430579,31,1,1,1,31,aljua8crr0vkwit0j3m59jw9j,1,26.2,94.2,2025-05-11T12:01:41.865Z,2025-05-11T12:01:43Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5719820567,56,Back,5719820571,141,90.5,5719820575,213,6.13,5719820569,140,41.4,5719820573,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430669,32,1,1,1,33,aljua8crr0vkwit0j3m59jw9j,1,41.5,90.3,2025-05-11T12:01:43.850Z,2025-05-11T12:01:48Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5719821049,212,13.0,5719821051,213,3.99,5719821043,56,Back,5719821047,141,75.9,5719821045,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430695,33,1,1,1,37,aljua8crr0vkwit0j3m59jw9j,1,33.5,77.5,2025-05-11T12:01:48.426Z,2025-05-11T12:01:50Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5719821237,212,14.6,5719821231,56,Back,5719821235,141,71.2,5719821239,213,3.44,5719821233,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430739,34,1,1,1,39,aljua8crr0vkwit0j3m59jw9j,1,20.2,70.9,2025-05-11T12:01:50.507Z,2025-05-11T12:01:52Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719821487,140,25.0,5719821491,212,27.7,5719821485,56,Back,5719821489,141,30.9,5719821493,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430795,35,1,1,1,41,aljua8crr0vkwit0j3m59jw9j,1,29.4,25.8,2025-05-11T12:01:52.539Z,2025-05-11T12:01:55Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719821729,141,3.7,5719821731,212,22.9,5719821727,140,45.9,5719821733,213,5.57,5719821725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430815,36,1,1,1,45,aljua8crr0vkwit0j3m59jw9j,1,45.9,3.5,2025-05-11T12:01:55.739Z,2025-05-11T12:01:56Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5719821831,212,26.6,5719821829,141,3.8,5719821825,56,Right,5719821833,213,0.01,5719821827,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430849,37,1,1,1,46,aljua8crr0vkwit0j3m59jw9j,1,71.2,3.8,2025-05-11T12:01:56.810Z,2025-05-11T12:50:44Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5719822071,156,,5719822021,140,55.0,5719822023,141,2.5,5719822025,212,17.0,5719822019,56,Right,5719822027,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430963,38,1,1,1,48,aljua8crr0vkwit0j3m59jw9j,1,47.4,2.5,2025-05-11T12:01:59.371Z,2025-05-11T12:02:02Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5719822573,141,11.4,5719822575,212,12.9,5719822531,56,Back,5719822535,140,36.5,5719822577,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431119,39,1,1,1,52,aljua8crr0vkwit0j3m59jw9j,1,38.6,15.3,2025-05-11T12:02:02.827Z,2025-05-11T12:02:10Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719823339,56,Back,5719823351,212,27.2,5719823353,213,1.83,5719823343,140,31.9,5719823349,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431185,40,1,1,1,59,aljua8crr0vkwit0j3m59jw9j,1,31.9,51.6,2025-05-11T12:02:09.867Z,2025-05-11T12:02:12Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5719823679,140,33.9,5719823683,212,25.8,5719823685,213,1.49,5719823681,141,89.4,5719823675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431253,41,1,1,2,2,aljua8crr0vkwit0j3m59jw9j,1,34.5,89.4,2025-05-11T12:02:12.635Z,2025-05-11T12:02:15Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719823991,213,4.26,5719823985,140,30.0,5719823987,141,75.1,5719823983,56,Back,5719823989,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431315,42,1,1,2,4,aljua8crr0vkwit0j3m59jw9j,1,30.2,74.7,2025-05-11T12:02:15.259Z,2025-05-11T12:02:17Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5719824251,140,44.7,5719824255,141,73.6,5719824263,213,6.23,5719824259,212,15.2,5719824247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431325,43,1,1,2,6,aljua8crr0vkwit0j3m59jw9j,1,44.7,73.6,2025-05-11T12:02:17.499Z,2025-05-11T12:02:18Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5719824343,212,17.2,5719824335,140,28.4,5719824345,213,3.24,5719824339,141,71.1,5719824333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431385,44,1,1,2,8,aljua8crr0vkwit0j3m59jw9j,1,28.4,70.6,2025-05-11T12:02:18.570Z,2025-05-11T12:51:05Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719824701,56,Back,5719824705,141,54.6,5719824707,212,20.9,5719824703,140,11.4,5719824709,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431529,45,1,1,2,12,aljua8crr0vkwit0j3m59jw9j,1,11.4,54.5,2025-05-11T12:02:22.811Z,2025-05-11T12:02:28Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5719825439,141,68.7,5719825441,212,19.1,5719825443,213,0.53,5719825437,140,27.1,5719825435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431541,46,1,1,2,17,aljua8crr0vkwit0j3m59jw9j,1,29.6,68.7,2025-05-11T12:02:28.523Z,2025-05-11T12:02:29Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5719825547,56,Back,5719825553,212,24.4,5719825549,140,31.6,5719825551,141,33.0,5719825555,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431579,47,1,1,2,19,aljua8crr0vkwit0j3m59jw9j,1,31.6,33.0,2025-05-11T12:02:29.851Z,2025-05-11T12:02:32Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5719825777,140,44.9,5719825779,141,5.6,5719825783,213,5.36,5719825781,212,23.3,5719825771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431615,48,1,1,2,21,aljua8crr0vkwit0j3m59jw9j,1,45.0,5.6,2025-05-11T12:02:32.284Z,2025-05-11T12:02:34Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5719825943,141,11.4,5719825941,140,67.4,5719825945,212,23.8,5719825939,56,Right,5719825947,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431647,49,1,1,2,23,aljua8crr0vkwit0j3m59jw9j,0,67.4,11.4,2025-05-11T12:02:33.883Z,2025-05-11T12:02:35Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5719826097,141,34.6,5719826099,212,17.8,5719826101,213,1.09,5719826093,56,Center,5719826095,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431835,4,1,1,2,29,ahnt9ejgwj58ul8auzdvi3czf,1,35.5,52.8,2025-05-11T12:02:39.789Z,2025-05-11T12:02:42Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5719827023,213,4.53,5719827009,56,Back,5719827011,140,32.3,5719827015,141,26.0,5719827019,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431873,5,1,1,2,31,ahnt9ejgwj58ul8auzdvi3czf,1,35.1,26.9,2025-05-11T12:02:42.397Z,2025-05-11T12:02:44Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5719827169,141,41.5,5719827167,140,31.0,5719827165,56,Back,5719827171,212,10.8,5719827173,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431909,6,1,1,2,33,ahnt9ejgwj58ul8auzdvi3czf,1,34.9,43.4,2025-05-11T12:02:44.413Z,2025-05-11T12:02:45Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5719827345,56,Back,5719827353,213,1.33,5719827347,140,36.8,5719827351,212,8.3,5719827349,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432021,7,1,1,2,35,ahnt9ejgwj58ul8auzdvi3czf,1,36.8,55.2,2025-05-11T12:02:45.773Z,2025-05-11T12:02:51Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5719827885,56,Back,5719827903,212,9.5,5719827891,140,33.1,5719827897,141,42.5,5719827907,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432083,8,1,1,2,40,ahnt9ejgwj58ul8auzdvi3czf,1,44.3,34.1,2025-05-11T12:02:51.070Z,2025-05-11T12:02:53Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5719828211,56,Back,5719828213,140,42.9,5719828215,141,70.2,5719828223,213,1.63,5719828221,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
