id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2782948611,6,1,1,0,22,c165yjiny1qnmfdvefxvflnkc,1,20.6,0.0,2025-03-02T13:00:47.579Z,2025-03-02T13:00:51Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5552136737,107,,5552136747,213,0.37,5552136745,212,20.5,5552136741,140,38.8,5552136739,56,Back,5552136743,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782948625,7,4,1,0,26,cftj6g399tknheudaxsdpfdgb,1,57.8,91.5,2025-03-02T13:00:51.466Z,2025-03-02T13:02:05Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5552136931,13,,5552136933,294,,5552137075,233,7,5552136939,286,,5552136937,152,,5552136935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782948613,7,4,1,0,26,c165yjiny1qnmfdvefxvflnkc,0,42.2,8.5,2025-03-02T13:00:51.467Z,2025-03-02T13:02:05Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5552136969,285,,5552137125,233,7,5552136963,56,Back,5552136961,13,,5552143179,294,,5552136965,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782948783,8,1,1,0,29,cftj6g399tknheudaxsdpfdgb,1,64.6,88.4,2025-03-02T13:00:55.072Z,2025-03-02T13:01:01Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552137581,140,41.4,5552137591,213,3.82,5552137569,152,,5552137587,212,31.3,5552137565,5,,5552137575,56,Back,5552137585,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782948847,9,1,1,0,35,cftj6g399tknheudaxsdpfdgb,1,55.5,37.1,2025-03-02T13:01:01.296Z,2025-03-02T13:01:05Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552137905,213,5.08,5552137899,140,62.0,5552137903,212,19.0,5552137901,141,11.0,5552137897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782948901,10,1,1,0,39,cftj6g399tknheudaxsdpfdgb,1,62.0,11.0,2025-03-02T13:01:05.080Z,2025-03-02T13:01:08Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5552138151,141,17.0,5552138147,56,Right,5552138153,212,5.6,5552138155,213,0.82,5552138149,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782948973,11,1,1,0,42,cftj6g399tknheudaxsdpfdgb,1,65.6,17.0,2025-03-02T13:01:08.216Z,2025-03-02T13:01:11Z,195o7hchielt14ic49r3k06sq,Serginho,,,5552138513,56,Center,5552138521,213,2.43,5552138515,140,55.3,5552138517,141,30.7,5552138519,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949043,12,1,1,0,46,cftj6g399tknheudaxsdpfdgb,1,55.3,30.7,2025-03-02T13:01:11.632Z,2025-03-02T13:01:15Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552138795,141,51.2,5552138801,1,,5552138797,212,34.2,5552138799,213,2.72,5552138793,140,25.6,5552138791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949077,13,1,1,0,49,cftj6g399tknheudaxsdpfdgb,0,26.2,46.7,2025-03-02T13:01:15.048Z,2025-03-02T13:01:18Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5552139047,140,33.9,5552139057,213,4.95,5552139051,141,0.0,5552139125,1,,5552139045,56,Back,5552139055,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949273,8,5,1,0,52,c165yjiny1qnmfdvefxvflnkc,1,65.7,101.8,2025-03-02T13:01:18.141Z,2025-03-02T13:02:14Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5552140101,233,14,5552140089,56,Left,5552140091,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949091,14,5,1,0,52,cftj6g399tknheudaxsdpfdgb,0,34.3,-1.8,2025-03-02T13:01:18.141Z,2025-03-02T13:02:14Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5552139143,347,,5552139139,56,Back,5552140207,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949397,9,1,1,1,3,c165yjiny1qnmfdvefxvflnkc,1,65.2,100.0,2025-03-02T13:01:28.604Z,2025-03-02T13:01:35Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552140691,141,96.2,5552140689,140,50.6,5552140693,212,15.7,5552140685,107,,5552140687,56,Left,5552140695,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949431,10,1,1,1,10,c165yjiny1qnmfdvefxvflnkc,1,44.8,92.9,2025-03-02T13:01:35.708Z,2025-03-02T13:02:20Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552140831,140,34.4,5552140827,56,Back,5552140841,213,4.38,5552140843,1,,5552140839,212,33.5,5552140835,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949537,11,1,1,1,12,c165yjiny1qnmfdvefxvflnkc,1,34.1,46.9,2025-03-02T13:01:38.172Z,2025-03-02T13:01:43Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5552141371,141,75.6,5552141373,212,19.8,5552141369,140,31.2,5552141367,56,Back,5552141375,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949577,12,1,1,1,17,c165yjiny1qnmfdvefxvflnkc,1,38.3,77.8,2025-03-02T13:01:43.148Z,2025-03-02T13:01:46Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552141609,56,Back,5552141617,213,1.44,5552141611,140,39.7,5552141615,212,11.0,5552141613,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949679,13,1,1,1,21,c165yjiny1qnmfdvefxvflnkc,1,39.7,93.6,2025-03-02T13:01:46.541Z,2025-03-02T13:01:52Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552142113,56,Left,5552142111,155,,5552142119,212,54.9,5552142121,213,0.01,5552142115,140,92.0,5552142123,1,,5552142117,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949693,14,1,1,1,27,c165yjiny1qnmfdvefxvflnkc,0,99.2,90.1,2025-03-02T13:01:52.461Z,2025-03-02T16:27:56Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5553331789,225,,5552142213,141,69.1,5553331791,386,,5553331793,72,,5552142211,140,93.6,5552142209,56,Center,5552142207,155,,5552142205,2,,5552142215,212,15.4,5552142217,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949725,15,12,1,1,28,cftj6g399tknheudaxsdpfdgb,1,5.9,35.4,2025-03-02T13:01:54.224Z,2025-03-02T13:01:55Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552142377,213,4.43,5552142375,212,23.2,5552142371,140,0.0,5552142417,167,,5552142373,141,2.6,5552142369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949765,15,6,1,1,29,c165yjiny1qnmfdvefxvflnkc,1,93.9,75.3,2025-03-02T13:01:54.728Z,2025-03-02T13:02:15Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5552142941,233,16,5552142747,73,,5552142745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782949729,16,6,1,1,29,cftj6g399tknheudaxsdpfdgb,0,6.1,24.7,2025-03-02T13:01:54.728Z,2025-03-02T16:28:24Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552142537,56,Back,5552142793,233,15,5552142539,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950273,16,1,1,2,0,c165yjiny1qnmfdvefxvflnkc,0,99.5,99.5,2025-03-02T13:02:26.221Z,2025-03-02T16:28:28Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5552144935,56,Center,5552144921,6,,5552144937,140,93.9,5553333839,20,,5552144933,223,,5552144931,155,,5552144943,213,4.51,5552144939,141,56.9,5552144919,2,,5552144941,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950333,17,12,1,2,5,cftj6g399tknheudaxsdpfdgb,1,6.6,35.7,2025-03-02T13:02:30.736Z,2025-03-02T16:28:41Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552145247,213,0.71,5552145241,140,14.6,5552145243,141,46.4,5552145245,212,11.1,5552145239,56,Back,5553334831,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950345,18,12,1,2,6,cftj6g399tknheudaxsdpfdgb,1,14.6,46.4,2025-03-02T13:02:31.983Z,2025-03-02T13:02:33Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5552145309,213,5.83,5552145327,15,,5552145305,141,35.1,5552145303,140,29.7,5552145301,56,Back,5552145307,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950445,17,1,1,2,8,c165yjiny1qnmfdvefxvflnkc,1,71.7,61.8,2025-03-02T13:02:34.127Z,2025-03-02T13:57:13Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5552145735,213,3.32,5552145729,140,49.6,5552145727,56,Back,5552145733,212,23.6,5552145731,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950557,18,1,1,2,13,c165yjiny1qnmfdvefxvflnkc,1,47.1,56.0,2025-03-02T13:02:39.245Z,2025-03-02T13:57:11Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5552146295,56,Back,5552146303,212,31.7,5552146297,140,17.2,5552146305,213,3.29,5552146299,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950601,19,1,1,2,20,c165yjiny1qnmfdvefxvflnkc,1,20.0,51.2,2025-03-02T13:02:45.790Z,2025-03-02T13:02:48Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5552146553,140,22.8,5552146565,213,1.36,5552146557,141,71.4,5552146561,212,14.0,5552146549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950637,20,1,1,2,22,c165yjiny1qnmfdvefxvflnkc,1,22.7,69.6,2025-03-02T13:02:48.414Z,2025-03-02T13:02:51Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552146741,213,4.72,5552146739,212,26.1,5552146737,141,31.2,5552146735,140,22.8,5552146733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950717,21,1,1,2,26,c165yjiny1qnmfdvefxvflnkc,1,25.6,21.0,2025-03-02T13:02:51.566Z,2025-03-02T13:02:57Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5552147183,141,8.0,5552147181,140,38.9,5552147179,56,Back,5552147185,212,16.5,5552147187,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950689,19,45,1,2,29,cftj6g399tknheudaxsdpfdgb,0,60.2,85.8,2025-03-02T13:02:54.670Z,2025-03-02T16:29:35Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5552147623,56,Left,5552147625,285,,5552152985,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950725,22,3,1,2,29,c165yjiny1qnmfdvefxvflnkc,1,39.8,14.2,2025-03-02T13:02:54.670Z,2025-03-02T19:42:23Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5552152963,233,19,5553336541,464,,5552147223,56,Back,5552147225,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783174949,838,83,1,2,31,cftj6g399tknheudaxsdpfdgb,1,66.7,85.0,2025-03-02T13:02:56.567Z,2025-03-02T16:30:28Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5553341055,399,6lap0wrnichfxxqm5kgtoflec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783175179,825,1,1,2,31,c165yjiny1qnmfdvefxvflnkc,1,33.3,15.0,2025-03-02T13:02:57.424Z,2025-03-02T16:30:26Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5553342261,56,Back,5553342271,212,10.1,5553342265,140,23.7,5553342273,213,3.07,5553342269,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950803,23,1,1,2,33,c165yjiny1qnmfdvefxvflnkc,1,24.1,13.7,2025-03-02T13:02:59.278Z,2025-03-02T13:03:03Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5552147605,212,29.0,5552147603,141,53.3,5552147599,56,Back,5552147601,140,13.8,5552147607,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950843,24,1,1,2,37,c165yjiny1qnmfdvefxvflnkc,1,7.3,59.7,2025-03-02T13:03:02.910Z,2025-03-02T13:03:06Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5552147869,141,94.2,5552147865,56,Back,5552147873,213,0.83,5552147867,140,27.6,5552147871,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950863,25,1,1,2,40,c165yjiny1qnmfdvefxvflnkc,1,27.6,94.2,2025-03-02T13:03:06.126Z,2025-03-02T13:03:07Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552147953,213,4.49,5552147943,56,Back,5552147947,140,23.2,5552147951,212,21.0,5552147949,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950891,26,1,1,2,41,c165yjiny1qnmfdvefxvflnkc,1,23.2,63.7,2025-03-02T13:03:07.422Z,2025-03-02T13:03:10Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552148127,141,51.9,5552148123,56,Back,5552148131,213,3.59,5552148125,140,7.4,5552148129,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950923,27,1,1,2,44,c165yjiny1qnmfdvefxvflnkc,1,6.0,47.0,2025-03-02T13:03:09.950Z,2025-03-02T13:03:13Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5552148299,141,13.1,5552148295,56,Back,5552148303,213,4.96,5552148301,212,23.8,5552148297,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950981,28,1,1,2,47,c165yjiny1qnmfdvefxvflnkc,0,11.0,9.7,2025-03-02T13:03:12.943Z,2025-03-02T13:03:17Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5552148577,212,58.3,5552148575,141,48.1,5552148581,1,,5552148571,56,Center,5552148573,140,60.6,5552148579,213,0.46,5552148569,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782951003,20,44,1,2,51,cftj6g399tknheudaxsdpfdgb,1,39.7,57.3,2025-03-02T13:03:17.134Z,2025-03-02T13:11:23Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5552148687,56,Back,5552148697,233,29,5552148689,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782950985,29,44,1,2,51,c165yjiny1qnmfdvefxvflnkc,0,60.3,42.7,2025-03-02T13:03:17.135Z,2025-03-02T13:11:23Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5552148607,56,Center,5552148727,233,20,5552148609,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782951025,21,12,1,2,52,cftj6g399tknheudaxsdpfdgb,1,37.8,64.0,2025-03-02T13:03:17.895Z,2025-03-02T13:03:20Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5552148771,213,0.23,5552148763,56,Back,5552148769,212,8.7,5552148767,141,66.9,5552148765,140,45.9,5552148775,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782951053,22,1,1,2,54,cftj6g399tknheudaxsdpfdgb,1,45.5,65.4,2025-03-02T13:03:19.975Z,2025-03-02T13:03:21Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5552148905,140,39.2,5552148907,141,71.1,5552148903,56,Back,5552148901,157,,5552148909,212,7.7,5552148911,213,2.61,5552148913,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782951071,23,1,1,2,55,cftj6g399tknheudaxsdpfdgb,0,38.7,73.5,2025-03-02T13:03:21.280Z,2025-03-02T13:03:22Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552148993,141,38.6,5552148991,140,59.4,5552148989,56,Center,5552148999,1,,5552148995,212,32.2,5552148997,213,5.45,5552148987,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782951099,30,1,1,2,57,c165yjiny1qnmfdvefxvflnkc,0,35.8,57.5,2025-03-02T13:03:23.423Z,2025-03-02T13:03:25Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552149155,212,27.3,5552149157,213,5.96,5552149149,56,Center,5552149153,141,44.8,5552149147,3,,5552149151,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782951187,24,1,1,2,59,cftj6g399tknheudaxsdpfdgb,1,43.5,55.8,2025-03-02T13:03:25.384Z,2025-03-02T13:03:29Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552149543,140,56.1,5552149539,3,,5552149541,56,Center,5552149549,213,6.01,5552149545,141,50.4,5552149547,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
