id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2744371373,16,1,1,0,35,ahnt9ejgwj58ul8auzdvi3czf,0,42.0,3.3,2024-11-04T18:02:10.445Z,2024-11-04T18:52:46Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5342419517,212,3.4,5342419513,140,45.2,5342419515,141,4.1,5342419519,213,0.16,5342418751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371447,11,1,1,0,39,b3r6d8ydtmtjckam6pku9y400,1,44.9,96.6,2024-11-04T18:02:14.291Z,2024-11-04T18:02:18Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5342419151,56,Back,5342419155,141,41.2,5342419157,212,41.4,5342419153,140,28.6,5342419159,213,4.29,5342419161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371477,12,1,1,0,44,b3r6d8ydtmtjckam6pku9y400,1,30.4,35.5,2024-11-04T18:02:18.667Z,2024-11-04T18:02:22Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5342419317,213,5.54,5342419307,56,Back,5342419313,212,23.6,5342419311,141,11.9,5342419309,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371507,13,1,1,0,47,b3r6d8ydtmtjckam6pku9y400,1,48.6,12.8,2024-11-04T18:02:22.307Z,2024-11-04T18:02:25Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5342419445,212,13.9,5342419441,140,37.2,5342419439,56,Back,5342419443,141,23.3,5342419447,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371525,14,1,1,0,50,b3r6d8ydtmtjckam6pku9y400,1,40.9,22.8,2024-11-04T18:02:25.155Z,2024-11-04T18:02:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5342419537,56,Right,5342419543,212,28.5,5342419541,141,4.0,5342419545,213,5.82,5342419539,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371547,15,1,1,0,53,b3r6d8ydtmtjckam6pku9y400,0,68.5,4.0,2024-11-04T18:02:28.172Z,2024-11-04T18:02:31Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5342419637,140,90.1,5342419643,212,31.7,5342419639,141,36.6,5342419645,213,0.77,5342419635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371599,18,1,1,0,57,ahnt9ejgwj58ul8auzdvi3czf,1,14.5,68.1,2024-11-04T18:02:32.571Z,2024-11-04T18:02:35Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5342419909,141,31.2,5342419905,140,14.3,5342419901,56,Back,5342419917,213,4.70,5342419913,212,25.1,5342419899,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371621,19,1,1,1,1,ahnt9ejgwj58ul8auzdvi3czf,1,14.2,30.7,2024-11-04T18:02:35.822Z,2024-11-04T18:02:36Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5342420037,56,Back,5342420045,213,0.90,5342420041,141,47.6,5342420039,140,22.8,5342420043,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371649,20,1,1,1,2,ahnt9ejgwj58ul8auzdvi3czf,1,22.2,46.0,2024-11-04T18:02:36.748Z,2024-11-04T18:02:38Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5342420167,213,4.47,5342420163,141,24.6,5342420159,56,Back,5342420165,212,15.0,5342420161,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371701,21,1,1,1,3,ahnt9ejgwj58ul8auzdvi3czf,1,18.7,24.6,2024-11-04T18:02:38.620Z,2024-11-04T18:02:44Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5342420421,141,51.2,5342420425,213,2.04,5342420419,140,9.9,5342420423,212,20.3,5342420417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371741,22,1,1,1,9,ahnt9ejgwj58ul8auzdvi3czf,1,8.4,47.3,2024-11-04T18:02:44.412Z,2024-11-04T18:02:48Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5342420689,140,10.9,5342420695,213,4.85,5342420687,56,Back,5342420691,141,20.3,5342420693,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371757,23,1,1,1,13,ahnt9ejgwj58ul8auzdvi3czf,0,14.8,16.1,2024-11-04T18:02:48.619Z,2024-11-04T18:02:51Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5342420809,213,1.18,5342420811,1,,5342420801,56,Back,5342420805,141,72.1,5342420807,212,41.2,5342420799,155,,5342420803,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371759,16,8,1,1,16,b3r6d8ydtmtjckam6pku9y400,1,66.7,21.9,2024-11-04T18:02:51.316Z,2024-11-04T18:02:51Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5342420817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371801,18,1,1,1,18,b3r6d8ydtmtjckam6pku9y400,1,83.6,19.8,2024-11-04T18:02:53.644Z,2024-11-04T18:03:44Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,1.0,,5342421109,212,23.0,5342421111,213,1.13,5342422809,154,,5342422811,22,,5342421105,140,93.0,5342422807,210,16,5342421101,155,,5342421099,2,,5342421107,141,50.4,5342421103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744371805,19,16,1,1,21,b3r6d8ydtmtjckam6pku9y400,1,93.5,50.2,2024-11-04T18:02:56.621Z,2024-11-04T18:03:45Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5342422855,231,50,5342422837,80,,5342421913,374,2024-11-04 18:02:56.211,5342422849,103,13.9,5342421911,328,,5342421119,22,,5342422847,102,47.9,5342421121,17,,5342421907,15,,5342422839,29,,5342421123,56,Center,5342422851,214,5342421917,375,01:21.558,5342422853,230,95.5,5342422843,55,18,5342422841,154,,,,,,,,,,,
2744372203,24,1,1,2,22,ahnt9ejgwj58ul8auzdvi3czf,1,49.9,50.0,2024-11-04T18:03:57.518Z,2024-11-04T18:04:09Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5342423775,189,,5342423429,279,G,5342423415,56,Back,5342423427,213,3.86,5342423423,141,44.2,5342423425,212,6.0,5342423419,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372205,25,61,1,2,23,ahnt9ejgwj58ul8auzdvi3czf,1,45.6,44.5,2024-11-04T18:03:58.347Z,2024-11-04T19:04:09Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5342423435,56,Back,5342423449,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372219,21,1,1,2,24,b3r6d8ydtmtjckam6pku9y400,1,7.4,49.9,2024-11-04T18:03:58.976Z,2024-11-04T18:04:01Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5342423505,213,0.82,5342423501,141,63.9,5342423497,56,Back,5342423499,140,15.9,5342423503,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372233,22,1,1,2,26,b3r6d8ydtmtjckam6pku9y400,1,15.9,63.9,2024-11-04T18:04:01.318Z,2024-11-04T18:04:03Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5342423569,141,96.2,5342423565,56,Back,5342423571,212,23.6,5342423573,213,1.20,5342423567,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372319,23,1,1,2,28,b3r6d8ydtmtjckam6pku9y400,1,24.0,96.6,2024-11-04T18:04:02.918Z,2024-11-04T18:04:12Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5342424015,56,Back,5342424011,155,,5342424017,140,24.0,5342424013,196,,5342424019,141,5.0,5342424021,212,62.3,5342424025,1,,5342424023,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372321,24,61,1,2,35,b3r6d8ydtmtjckam6pku9y400,0,24.8,4.6,2024-11-04T18:04:10.503Z,2024-11-04T19:04:14Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5342424029,56,Back,5342426949,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372323,25,5,1,2,36,b3r6d8ydtmtjckam6pku9y400,0,28.1,-1.4,2024-11-04T18:04:11.310Z,2024-11-04T18:50:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5342424049,56,Back,5342424051,347,,5342424197,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372341,26,5,1,2,36,ahnt9ejgwj58ul8auzdvi3czf,1,71.9,101.4,2024-11-04T18:04:11.310Z,2024-11-04T18:50:22Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5342424145,347,,5342424179,233,25,5342424143,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372357,27,1,1,2,41,ahnt9ejgwj58ul8auzdvi3czf,1,69.5,100.0,2024-11-04T18:04:15.791Z,2024-11-04T18:04:18Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5342424251,212,15.3,5342424253,213,5.19,5342424249,141,81.2,5342424243,107,,5342424247,140,76.2,5342424245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372361,28,61,1,2,43,ahnt9ejgwj58ul8auzdvi3czf,1,75.8,81.2,2024-11-04T18:04:18.288Z,2024-11-04T18:04:18Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5342424269,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744399957,536,83,1,2,45,b3r6d8ydtmtjckam6pku9y400,0,31.5,10.7,2024-11-04T18:04:19.653Z,2024-11-04T18:52:30Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5342582227,399,bplpqy3ierwlm12d1f3prue7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372379,29,61,1,2,46,ahnt9ejgwj58ul8auzdvi3czf,0,70.7,91.5,2024-11-04T18:04:21.231Z,2024-11-04T18:52:26Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5342424355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372395,26,1,1,2,47,b3r6d8ydtmtjckam6pku9y400,1,39.7,19.5,2024-11-04T18:04:21.847Z,2024-11-04T18:04:23Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5342424449,140,35.1,5342424453,212,7.2,5342424455,213,3.98,5342424451,141,11.6,5342424447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372403,28,1,1,2,47,b3r6d8ydtmtjckam6pku9y400,0,30.6,10.9,2024-11-04T18:04:22.574Z,2024-11-04T18:52:10Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5342580875,140,32.9,5342424467,56,Back,5342580889,236,,5342580877,141,13.7,5342580879,212,3.1,5342580895,286,,5342580891,233,30,5342580881,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372397,30,74,1,2,47,ahnt9ejgwj58ul8auzdvi3czf,1,67.1,89.0,2024-11-04T18:04:22.575Z,2024-11-04T18:52:15Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5342580809,285,,5342424459,56,Left,5342580907,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744373025,45,61,1,2,48,b3r6d8ydtmtjckam6pku9y400,1,27.7,8.2,2024-11-04T18:04:23.549Z,2024-11-04T18:05:54Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5342428029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744399813,403,61,1,2,49,ahnt9ejgwj58ul8auzdvi3czf,1,67.3,88.0,2024-11-04T18:04:23.653Z,2024-11-04T18:52:14Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5342581237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372413,29,1,1,2,49,b3r6d8ydtmtjckam6pku9y400,1,34.4,13.2,2024-11-04T18:04:24.062Z,2024-11-04T18:04:25Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5342424537,56,Back,5342424543,212,5.6,5342424539,140,29.1,5342424545,213,3.21,5342424541,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744372433,30,1,1,2,50,b3r6d8ydtmtjckam6pku9y400,1,27.9,12.5,2024-11-04T18:04:25.006Z,2024-11-04T18:52:17Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5342424637,56,Back,5342424645,212,30.3,5342424641,140,8.2,5342424643,141,45.1,5342424647,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
