id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value
2736456363,3,8,1,0,10,ahnt9ejgwj58ul8auzdvi3czf,1,38.8,10.7,2024-10-20T14:03:15.126Z,2024-10-20T14:03:15Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5299162871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456395,5,1,1,0,11,ahnt9ejgwj58ul8auzdvi3czf,1,38.9,11.1,2024-10-20T14:03:15.733Z,2024-10-20T14:03:17Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5299163039,141,15.0,5299163043,212,6.8,5299163035,140,44.9,5299163045,213,0.40,5299163031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456427,6,1,1,0,12,ahnt9ejgwj58ul8auzdvi3czf,1,44.4,14.3,2024-10-20T14:03:17.092Z,2024-10-20T14:03:19Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5299163221,56,Back,5299163223,140,39.2,5299163229,213,3.90,5299163227,212,7.5,5299163225,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456455,7,1,1,0,14,ahnt9ejgwj58ul8auzdvi3czf,0,43.9,7.9,2024-10-20T14:03:19.093Z,2024-10-20T14:03:20Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5299163355,141,37.4,5299163357,212,29.4,5299163359,213,0.75,5299163353,140,64.4,5299163351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456511,8,1,1,0,17,ahnt9ejgwj58ul8auzdvi3czf,0,70.2,40.1,2024-10-20T14:03:21.589Z,2024-10-20T14:03:24Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5299163737,213,6.05,5299163735,212,15.9,5299163833,4,,5299163727,140,84.9,5299163725,56,Center,5299163731,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456473,9,8,1,0,17,77tfx9me4aaqhzv78bmgsy9bg,1,39.8,70.8,2024-10-20T14:03:21.859Z,2024-10-20T14:03:21Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5299163453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456615,11,1,1,0,19,77tfx9me4aaqhzv78bmgsy9bg,1,16.1,72.6,2024-10-20T14:03:24.019Z,2024-10-20T14:03:28Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5299164291,140,6.9,5299164293,141,57.9,5299164289,56,Back,5299164297,213,3.94,5299164295,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456671,12,1,1,0,24,77tfx9me4aaqhzv78bmgsy9bg,1,7.6,52.3,2024-10-20T14:03:28.642Z,2024-10-20T14:03:31Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5299164647,212,35.8,5299164649,213,5.19,5299164645,141,5.6,5299164651,1,,5299164641,56,Back,5299164643,140,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456697,13,1,1,0,27,77tfx9me4aaqhzv78bmgsy9bg,1,22.4,5.9,2024-10-20T14:03:31.619Z,2024-10-20T14:03:33Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5299164843,140,22.0,5299164849,213,1.62,5299164847,212,9.5,5299164845,141,19.8,5299164841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456743,14,1,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,1,22.0,19.8,2024-10-20T14:03:33.171Z,2024-10-20T14:03:36Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5299165141,140,31.4,5299165143,141,8.9,5299165139,56,Back,5299165147,213,5.64,5299165145,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456751,15,50,1,0,31,77tfx9me4aaqhzv78bmgsy9bg,1,35.9,10.2,2024-10-20T14:03:36.052Z,2024-10-20T14:14:41Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5299165201,56,Back,5299165489,286,,5299165485,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456781,9,7,1,0,31,ahnt9ejgwj58ul8auzdvi3czf,1,64.1,89.8,2024-10-20T14:03:36.053Z,2024-10-20T14:14:41Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5299165377,285,,5299165375,56,Left,5299165425,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456819,11,1,1,0,34,ahnt9ejgwj58ul8auzdvi3czf,1,58.0,95.4,2024-10-20T14:03:38.822Z,2024-10-20T14:03:40Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5299165581,140,53.4,5299165579,56,Left,5299165583,141,91.4,5299165587,213,3.65,5299165585,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456843,12,1,1,0,35,ahnt9ejgwj58ul8auzdvi3czf,1,53.3,91.2,2024-10-20T14:03:39.622Z,2024-10-20T14:03:41Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5299165721,212,10.0,5299165711,140,58.4,5299165707,56,Center,5299165715,141,78.8,5299165725,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456861,13,1,1,0,37,ahnt9ejgwj58ul8auzdvi3czf,1,58.7,78.8,2024-10-20T14:03:41.397Z,2024-10-20T14:03:42Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5299165791,141,89.3,5299165789,140,67.7,5299165787,56,Left,5299165795,213,0.65,5299165793,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456889,14,1,1,0,37,ahnt9ejgwj58ul8auzdvi3czf,0,67.7,89.3,2024-10-20T14:03:42.022Z,2024-10-20T14:03:44Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5299165947,140,57.5,5299165949,141,91.8,5299165983,156,,5299165945,56,Left,5299165951,212,10.8,5299165953,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456921,16,8,1,0,40,77tfx9me4aaqhzv78bmgsy9bg,1,34.4,12.1,2024-10-20T14:03:44.708Z,2024-10-20T14:03:44Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5299166099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456965,18,50,1,0,42,77tfx9me4aaqhzv78bmgsy9bg,1,25.0,3.2,2024-10-20T14:03:47.235Z,2024-10-20T14:03:51Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5299166343,285,,5299166339,56,Back,5299166451,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736456977,15,7,1,0,42,ahnt9ejgwj58ul8auzdvi3czf,1,75.0,96.8,2024-10-20T14:03:47.236Z,2024-10-20T14:03:51Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5299166417,233,18,5299166395,56,Left,5299166397,286,,5299166393,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457027,16,5,1,0,43,ahnt9ejgwj58ul8auzdvi3czf,0,73.0,101.7,2024-10-20T14:03:47.910Z,2024-10-20T14:15:28Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5299166715,56,Left,5299166717,347,,5299166765,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457017,19,5,1,0,43,77tfx9me4aaqhzv78bmgsy9bg,1,27.0,-1.7000000000000002,2024-10-20T14:03:47.910Z,2024-10-20T14:15:28Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5299166651,347,,5299166739,233,16,5299166649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457215,20,1,1,0,56,77tfx9me4aaqhzv78bmgsy9bg,0,25.9,0.0,2024-10-20T14:04:00.455Z,2024-10-20T14:04:03Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5299167721,140,37.4,5299167717,107,,5299167719,56,Back,5299167727,213,0.43,5299167725,212,13.3,5299167723,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457227,17,1,1,0,58,ahnt9ejgwj58ul8auzdvi3czf,0,53.4,90.3,2024-10-20T14:04:02.838Z,2024-10-20T14:04:03Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5299167763,3,,5299167767,56,Left,5299167771,140,67.6,5299167773,141,79.7,5299167775,212,16.6,5299167777,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457311,21,1,1,1,0,77tfx9me4aaqhzv78bmgsy9bg,1,29.6,14.8,2024-10-20T14:04:05.076Z,2024-10-20T14:04:08Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5299168261,213,0.27,5299168255,140,40.8,5299168257,141,19.6,5299168259,212,12.2,5299168253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457361,22,1,1,1,4,77tfx9me4aaqhzv78bmgsy9bg,1,43.5,33.9,2024-10-20T14:04:08.468Z,2024-10-20T14:04:11Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5299168553,56,Back,5299168559,212,31.0,5299168557,141,79.3,5299168555,140,46.6,5299168561,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457479,23,1,1,1,7,77tfx9me4aaqhzv78bmgsy9bg,1,58.5,83.3,2024-10-20T14:04:11.636Z,2024-10-20T14:04:17Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5299169175,213,0.55,5299169173,212,12.0,5299169169,140,68.3,5299169167,56,Left,5299169171,141,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457525,24,1,1,1,12,77tfx9me4aaqhzv78bmgsy9bg,1,75.1,90.5,2024-10-20T14:04:17.220Z,2024-10-20T14:04:20Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5299169451,141,89.4,5299169453,212,17.3,5299169447,56,Left,5299169449,140,58.6,5299169455,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457567,25,1,1,1,15,77tfx9me4aaqhzv78bmgsy9bg,1,56.9,86.1,2024-10-20T14:04:19.940Z,2024-10-20T14:04:22Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5299169691,56,Back,5299169705,212,24.2,5299169695,140,48.2,5299169699,141,53.2,5299169709,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457635,26,1,1,1,18,77tfx9me4aaqhzv78bmgsy9bg,1,47.8,46.8,2024-10-20T14:04:22.708Z,2024-10-20T14:04:26Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5299170039,212,22.4,5299170037,141,15.6,5299170035,140,54.5,5299170033,56,Right,5299170041,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457665,27,1,1,1,22,77tfx9me4aaqhzv78bmgsy9bg,1,57.9,13.9,2024-10-20T14:04:26.580Z,2024-10-20T14:04:28Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5299170201,141,28.8,5299170203,212,18.4,5299170197,56,Back,5299170199,140,43.3,5299170205,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457685,28,1,1,1,23,77tfx9me4aaqhzv78bmgsy9bg,1,43.5,33.1,2024-10-20T14:04:28.180Z,2024-10-20T14:04:29Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5299170339,56,Back,5299170349,212,21.7,5299170347,141,65.0,5299170351,213,1.58,5299170343,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457709,29,1,1,1,25,77tfx9me4aaqhzv78bmgsy9bg,1,43.3,65.8,2024-10-20T14:04:29.508Z,2024-10-20T14:04:30Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5299170421,56,Back,5299170423,140,47.2,5299170425,141,50.4,5299170429,213,5.09,5299170427,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457759,30,1,1,1,26,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,50.4,2024-10-20T14:04:30.692Z,2024-10-20T14:04:32Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5299170695,213,0.09,5299170693,212,6.1,5299170691,141,51.2,5299170687,56,Center,5299170689,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457817,31,1,1,1,28,77tfx9me4aaqhzv78bmgsy9bg,1,54.2,48.8,2024-10-20T14:04:32.421Z,2024-10-20T14:04:35Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5299171005,141,40.0,5299171007,212,12.0,5299171009,213,5.76,5299171001,56,Center,5299171003,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457841,32,1,1,1,31,77tfx9me4aaqhzv78bmgsy9bg,1,64.1,40.0,2024-10-20T14:04:35.428Z,2024-10-20T14:04:36Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5299171121,141,45.4,5299171117,56,Center,5299171119,140,60.7,5299171125,213,2.34,5299171123,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457897,33,1,1,1,31,77tfx9me4aaqhzv78bmgsy9bg,1,60.7,45.4,2024-10-20T14:04:36.212Z,2024-10-20T14:04:39Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5299171465,212,26.1,5299171467,213,4.79,5299171463,141,7.2,5299171459,140,62.7,5299171455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736457915,34,1,1,1,34,77tfx9me4aaqhzv78bmgsy9bg,1,64.5,6.2,2024-10-20T14:04:38.596Z,2024-10-20T14:04:40Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5299171551,141,14.6,5299171557,213,2.10,5299171547,56,Right,5299171553,212,6.6,5299171549,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458003,35,1,1,1,35,77tfx9me4aaqhzv78bmgsy9bg,1,61.5,16.0,2024-10-20T14:04:40.276Z,2024-10-20T14:04:44Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5299171945,212,51.3,5299171949,1,,5299171947,213,1.43,5299171935,155,,5299171937,196,,5299171939,56,Left,5299171941,140,68.2,5299171943,141,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458043,36,1,1,1,39,77tfx9me4aaqhzv78bmgsy9bg,1,68.0,92.2,2024-10-20T14:04:44.052Z,2024-10-20T14:04:46Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5299172169,56,Left,5299172171,140,56.5,5299172173,141,79.5,5299172175,212,14.8,5299172177,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458107,37,1,1,1,41,77tfx9me4aaqhzv78bmgsy9bg,1,56.2,76.3,2024-10-20T14:04:46.277Z,2024-10-20T14:04:49Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5299172551,140,46.6,5299172561,213,4.23,5299172547,56,Back,5299172559,212,21.8,5299172555,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458307,38,1,1,1,44,77tfx9me4aaqhzv78bmgsy9bg,1,46.6,46.5,2024-10-20T14:04:49.141Z,2024-10-20T14:04:57Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5299173541,56,Center,5299173543,140,72.5,5299173549,213,5.73,5299173547,212,32.0,5299173545,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458335,39,1,1,1,51,77tfx9me4aaqhzv78bmgsy9bg,0,98.1,36.1,2024-10-20T14:04:55.493Z,2024-10-20T14:05:04Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5299173681,213,1.53,5299173675,140,98.4,5299173677,141,48.1,5299173679,212,8.2,5299173673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458387,19,1,1,1,54,ahnt9ejgwj58ul8auzdvi3czf,1,10.8,55.7,2024-10-20T14:04:59.177Z,2024-10-20T14:05:03Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5299174031,212,52.9,5299174027,140,54.0,5299174029,141,95.6,5299174025,56,Left,5299174033,213,0.54,5299174055,287,,5299174035,1,,5299174023,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458713,20,1,1,2,6,ahnt9ejgwj58ul8auzdvi3czf,1,96.7,67.0,2024-10-20T14:05:10.656Z,2024-10-20T14:07:38Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,1.0,,5299175867,56,Center,5299175869,140,95.1,5299175871,141,56.3,5299192507,23,,5299175873,212,7.5,5299183211,210,16,5299175875,213,4.49,5299183213,154,,5299177725,195,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736458727,21,16,1,2,7,ahnt9ejgwj58ul8auzdvi3czf,1,94.9,53.2,2024-10-20T14:05:12.288Z,2024-10-20T14:07:39Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5299181195,16,,5299183259,103,1.9,5299175927,56,Center,5299183249,154,,5299181193,20,,5299183263,230,99.1,5299183245,80,,5299183257,102,47.8,5299183253,55,20,5299181199,374,2024-10-20 15:05:11.941,5299192631,23,5299183247,29,5299183261,328,5299184773,214,5299181203,375,02:07.553,5299183265,231,57.6,5299183251,133,,,,,,,
2736460033,40,1,1,3,13,77tfx9me4aaqhzv78bmgsy9bg,1,50.1,50.1,2024-10-20T14:06:18.047Z,2024-10-20T14:08:25Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5299183415,279,G,5299183419,278,,5299183401,140,43.8,5299198721,189,,5299183411,213,2.85,5299183409,212,6.9,5299183395,56,Back,5299183405,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
