id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2707931481,5,1,1,0,19,ahnt9ejgwj58ul8auzdvi3czf,1,31.4,93.3,2024-08-11T12:02:17.988Z,2024-08-11T12:02:19Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5142830843,56,Back,5142830847,141,82.4,5142830845,140,39.4,5142830849,212,11.2,5142830851,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931487,6,1,1,0,20,ahnt9ejgwj58ul8auzdvi3czf,1,39.4,82.4,2024-08-11T12:02:18.900Z,2024-08-11T15:09:02Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5142830881,141,82.4,5142830873,56,Back,5142830885,212,7.8,5142830875,140,32.0,5142830887,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931501,7,1,1,0,21,ahnt9ejgwj58ul8auzdvi3czf,0,32.1,82.2,2024-08-11T12:02:19.940Z,2024-08-11T12:32:17Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5142830909,56,Back,5142830911,140,31.3,5142830915,212,4.4,5142830913,141,88.6,5142830917,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931509,8,8,1,0,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.9,19.2,2024-08-11T12:02:20.281Z,2024-08-11T15:09:20Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5143563997,384,,5142830953,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931529,9,1,1,0,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.5,16.4,2024-08-11T12:02:20.433Z,2024-08-11T12:48:20Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5142831121,236,,5142831133,286,,5142831061,56,Right,5142831069,213,0.17,5142831125,233,8,5142831067,212,6.4,5142831063,140,61.5,5142831065,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931533,8,74,1,0,21,ahnt9ejgwj58ul8auzdvi3czf,1,39.8,86.6,2024-08-11T12:02:20.434Z,2024-08-11T13:53:55Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5142831081,285,,5142831139,233,9,5142831079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931557,9,1,1,0,24,ahnt9ejgwj58ul8auzdvi3czf,0,39.8,86.6,2024-08-11T12:02:23.227Z,2024-08-11T15:09:37Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5142831207,140,32.2,5142831211,212,8.0,5142831205,56,Back,5142831213,213,3.20,5142831209,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707961783,438,61,1,0,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.1,8.9,2024-08-11T12:02:23.848Z,2024-08-11T12:48:43Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5142986963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708069149,880,83,1,0,25,ahnt9ejgwj58ul8auzdvi3czf,1,36.9,88.7,2024-08-11T12:02:24.832Z,2024-08-11T15:10:00Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5143567751,399,9yuyz4ci6wqikd6ckjstbt2i1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931573,10,1,1,0,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.4,19.5,2024-08-11T12:02:25.505Z,2024-08-11T12:02:26Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5142831309,141,11.9,5142831311,212,10.0,5142831307,140,58.2,5142831313,213,3.68,5142831305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931587,12,1,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.2,11.9,2024-08-11T12:02:26.593Z,2024-08-11T12:02:27Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5142831361,56,Center,5142831363,140,59.6,5142831367,212,7.9,5142831365,141,23.3,5142831369,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931599,13,1,1,0,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.6,23.3,2024-08-11T12:02:27.618Z,2024-08-11T15:10:13Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5142831417,140,81.0,5142831415,56,Right,5142831425,212,23.5,5142831421,141,13.4,5142831427,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931591,10,43,1,0,28,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-08-11T12:02:27.651Z,2024-08-11T15:10:26Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5142831657,399,ag40mk09zc8tzbkr7dnnqumay,5143570283,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931605,14,1,1,0,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,81.0,13.4,2024-08-11T12:02:28.961Z,2024-08-11T12:02:29Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5142831459,212,14.8,5142831461,213,2.25,5142831453,56,Center,5142831457,141,30.3,5142831455,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931631,12,1,1,0,31,ahnt9ejgwj58ul8auzdvi3czf,1,24.6,74.4,2024-08-11T12:02:30.388Z,2024-08-11T12:02:31Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5142831579,56,Back,5142831585,212,14.7,5142831581,140,10.6,5142831587,213,3.10,5142831583,141,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931635,13,1,1,0,32,ahnt9ejgwj58ul8auzdvi3czf,1,10.5,75.2,2024-08-11T12:02:31.188Z,2024-08-11T12:02:33Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5142831637,141,55.3,5142831633,56,Back,5142831635,140,4.0,5142831639,212,15.2,5142831641,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931685,14,1,1,0,34,ahnt9ejgwj58ul8auzdvi3czf,1,4.0,55.3,2024-08-11T12:02:32.883Z,2024-08-11T12:32:40Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5142831879,56,Back,5142831885,212,15.1,5142831881,140,5.0,5142831887,213,1.50,5142831883,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931737,15,1,1,0,36,ahnt9ejgwj58ul8auzdvi3czf,1,4.9,81.9,2024-08-11T12:02:35.812Z,2024-08-11T15:10:59Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5142832139,212,35.4,5142832141,213,5.90,5142832133,56,Back,5142832137,141,62.3,5142832135,140,36.1,5142832143,1,,5143573489,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931743,16,1,1,0,40,ahnt9ejgwj58ul8auzdvi3czf,0,36.2,60.3,2024-08-11T12:02:39.379Z,2024-08-11T12:02:40Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5142832155,56,Back,5142832157,140,41.4,5142832161,212,12.4,5142832163,213,1.12,5142832159,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931763,15,1,1,0,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.1,17.1,2024-08-11T12:02:39.601Z,2024-08-11T12:02:41Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5142832259,56,Back,5142832263,141,28.5,5142832267,213,2.73,5142832261,140,49.2,5142832265,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931793,17,1,1,0,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.2,28.5,2024-08-11T12:02:42.033Z,2024-08-11T12:02:44Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5142832415,56,Right,5142832417,140,58.8,5142832423,212,15.1,5142832427,213,5.44,5142832419,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931831,18,1,1,0,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.5,11.4,2024-08-11T12:02:44.418Z,2024-08-11T12:02:46Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5142832591,213,2.67,5142832589,212,20.2,5142832585,140,43.4,5142832587,141,24.9,5142832583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931899,19,1,1,0,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.4,24.9,2024-08-11T12:02:46.433Z,2024-08-11T12:02:51Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5142832921,213,1.91,5142832919,212,23.8,5142832915,140,35.9,5142832913,56,Back,5142832917,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931945,20,1,1,0,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.9,57.8,2024-08-11T12:02:51.473Z,2024-08-11T12:02:54Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5142833167,213,4.74,5142833159,56,Back,5142833163,141,35.2,5142833165,212,15.4,5142833161,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707931965,21,1,1,0,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.1,30.1,2024-08-11T12:02:54.657Z,2024-08-11T12:02:56Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5142833259,56,Right,5142833263,141,18.9,5142833267,213,5.85,5142833261,140,59.6,5142833265,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932001,22,1,1,0,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.5,18.9,2024-08-11T12:02:56.833Z,2024-08-11T12:02:59Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5142833441,56,Right,5142833445,141,5.9,5142833443,140,74.1,5142833447,212,18.6,5142833449,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932019,23,1,1,1,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.1,5.9,2024-08-11T12:02:59.074Z,2024-08-11T12:03:00Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5142833525,212,9.9,5142833521,140,64.9,5142833519,56,Right,5142833527,213,2.94,5142833523,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932043,17,83,1,1,1,ahnt9ejgwj58ul8auzdvi3czf,0,37.4,90.6,2024-08-11T12:03:00.044Z,2024-08-11T15:11:47Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5142834159,399,6m5ftd7c68b2d4d2931xs5srt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932045,24,1,1,1,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.8,8.8,2024-08-11T12:03:00.101Z,2024-08-11T15:11:44Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5142833645,56,Right,5142833647,140,75.2,5142833651,212,11.1,5142833653,213,6.10,5142833649,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932065,25,1,1,1,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.2,4.3,2024-08-11T12:03:01.185Z,2024-08-11T15:12:10Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5142833761,212,21.7,5142833759,141,16.0,5142833763,213,2.77,5142833755,56,Back,5142833757,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932091,26,1,1,1,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.5,19.4,2024-08-11T12:03:02.385Z,2024-08-11T12:03:04Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5142833899,140,42.6,5142833901,141,55.2,5142833905,213,1.65,5142833903,212,24.4,5142833897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932163,27,1,1,1,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.6,55.2,2024-08-11T12:03:04.737Z,2024-08-11T12:03:08Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5142834279,212,27.3,5142834269,56,Left,5142834273,140,60.2,5142834281,213,0.83,5142834277,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932187,28,1,1,1,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.0,86.2,2024-08-11T12:03:08.753Z,2024-08-11T12:03:11Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5142834389,213,0.63,5142834383,140,71.9,5142834387,212,10.3,5142834381,56,Left,5142834385,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932245,29,1,1,1,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.9,95.1,2024-08-11T12:03:11.121Z,2024-08-11T12:03:18Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5142834679,212,9.5,5142834675,140,71.4,5142834677,141,81.2,5142834681,213,4.66,5142834673,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932259,30,1,1,1,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.4,81.2,2024-08-11T12:03:18.193Z,2024-08-11T12:03:34Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5142834755,140,90.8,5142834757,141,95.4,5142834753,56,Left,5142834761,213,0.44,5142834759,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932269,31,1,1,1,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,90.8,95.4,2024-08-11T12:03:18.538Z,2024-08-11T15:12:31Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5142834805,1,,5142834799,212,40.5,5142834803,213,4.99,5142834787,2,,5142834795,141,38.2,5142834793,140,100.0,5142834789,155,,5143582679,72,,5143582677,224,5142834791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932301,18,5,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,-1.0,59.7,2024-08-11T12:03:19.364Z,2024-08-11T12:03:25Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5142834975,233,32,5142834957,346,,5142834955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932275,32,5,1,1,20,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.0,40.3,2024-08-11T12:03:19.364Z,2024-08-11T12:50:44Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5142834831,346,,5142834827,56,Center,5142834985,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932529,19,1,1,1,41,ahnt9ejgwj58ul8auzdvi3czf,1,5.1,61.8,2024-08-11T12:03:40.310Z,2024-08-11T12:03:44Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5142836205,213,4.90,5142836203,212,24.8,5142836209,237,,5142836199,140,9.6,5142836201,141,26.0,5142836197,56,Back,5142836195,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932549,20,1,1,1,45,ahnt9ejgwj58ul8auzdvi3czf,0,13.1,17.3,2024-08-11T12:03:44.516Z,2024-08-11T15:12:59Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,,5142836335,213,6.00,5142836331,141,0.0,5142836337,1,,5142836333,212,46.9,5142836329,140,56.0,5142836325,157,,5142836327,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932553,21,5,1,1,47,ahnt9ejgwj58ul8auzdvi3czf,0,56.6,-1.6,2024-08-11T12:03:46.497Z,2024-08-11T12:50:44Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5142836351,56,Right,5142836355,347,,5142836973,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932675,33,5,1,1,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.4,101.6,2024-08-11T12:03:46.497Z,2024-08-11T12:50:44Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5142836969,233,21,5142836953,56,Back,5142836955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932701,34,1,1,1,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.1,100.0,2024-08-11T12:03:54.563Z,2024-08-11T15:13:29Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5142837079,140,25.5,5143588297,189,,5142837087,1,,5142837075,107,,5142837083,212,23.0,5142837085,213,3.85,5142837081,141,79.9,5142837077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707932787,35,1,1,1,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.5,79.9,2024-08-11T12:03:56.129Z,2024-08-11T12:04:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5142837473,213,4.76,5142837469,141,44.5,5142837467,140,26.5,5142837471,212,24.1,5142837465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
