id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2818172817,9,1,1,0,12,aljua8crr0vkwit0j3m59jw9j,1,35.9,27.0,2025-05-24T13:03:22.330Z,2025-05-24T13:03:26Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746098049,213,1.72,5746098039,56,Back,5746098045,212,22.4,5746098043,141,59.6,5746098041,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172849,10,1,1,0,16,aljua8crr0vkwit0j3m59jw9j,1,35.8,62.6,2025-05-24T13:03:26.730Z,2025-05-24T13:03:28Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746098207,141,65.4,5746098203,56,Back,5746098205,140,40.6,5746098209,212,5.4,5746098211,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172861,11,1,1,0,18,aljua8crr0vkwit0j3m59jw9j,1,39.2,66.9,2025-05-24T13:03:28.217Z,2025-05-24T13:03:29Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5746098289,213,3.55,5746098285,212,12.7,5746098273,56,Back,5746098277,140,28.1,5746098281,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172881,12,1,1,0,19,aljua8crr0vkwit0j3m59jw9j,1,28.1,59.4,2025-05-24T13:03:29.466Z,2025-05-24T13:03:31Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746098423,213,3.86,5746098421,212,13.5,5746098417,140,18.4,5746098415,56,Back,5746098419,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172895,13,1,1,0,21,aljua8crr0vkwit0j3m59jw9j,1,18.4,46.4,2025-05-24T13:03:31.146Z,2025-05-24T13:03:33Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5746098501,141,50.0,5746098505,213,0.25,5746098497,56,Back,5746098499,140,27.4,5746098503,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172927,14,1,1,0,23,aljua8crr0vkwit0j3m59jw9j,1,27.4,50.0,2025-05-24T13:03:33.146Z,2025-05-24T13:03:36Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5746098711,213,1.84,5746098701,140,23.5,5746098709,212,15.4,5746098697,56,Back,5746098705,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172971,15,1,1,0,26,aljua8crr0vkwit0j3m59jw9j,1,25.3,76.3,2025-05-24T13:03:35.890Z,2025-05-24T13:03:41Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746098991,56,Back,5746099003,212,19.0,5746099005,213,5.85,5746098999,141,64.5,5746098995,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172975,16,4,1,0,31,aljua8crr0vkwit0j3m59jw9j,1,41.6,60.9,2025-05-24T13:03:40.936Z,2025-05-24T13:07:35Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5746099053,13,,5746099057,152,,5746099059,265,,5746099055,56,Back,5746099347,233,4,5746099061,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173007,4,4,1,0,31,c165yjiny1qnmfdvefxvflnkc,0,58.4,39.1,2025-05-24T13:03:40.937Z,2025-05-24T14:01:48Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5746099327,265,,5746099321,13,,5746099323,56,Center,5746099325,152,,5746099329,285,,5746099371,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173047,17,1,1,0,37,aljua8crr0vkwit0j3m59jw9j,1,35.7,58.1,2025-05-24T13:03:47.482Z,2025-05-24T13:03:48Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5746099469,152,,5746099473,140,39.7,5746099477,212,6.9,5746099471,56,Back,5746099479,213,0.91,5746099475,141,66.1,5746099467,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173069,18,1,1,0,38,aljua8crr0vkwit0j3m59jw9j,1,39.7,66.1,2025-05-24T13:03:48.250Z,2025-05-24T13:03:49Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5746099579,141,60.0,5746099575,56,Back,5746099583,212,5.6,5746099585,213,3.97,5746099577,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173085,19,1,1,0,39,aljua8crr0vkwit0j3m59jw9j,1,41.9,56.9,2025-05-24T13:03:49.386Z,2025-05-24T13:03:51Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5746099659,56,Center,5746099661,140,56.5,5746099667,213,5.42,5746099663,141,30.3,5746099665,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173101,20,1,1,0,41,aljua8crr0vkwit0j3m59jw9j,1,56.5,30.3,2025-05-24T13:03:50.970Z,2025-05-24T13:03:52Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5746099777,213,2.92,5746099773,212,20.8,5746099765,140,37.2,5746099769,141,37.1,5746099761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173157,21,1,1,0,42,aljua8crr0vkwit0j3m59jw9j,1,37.2,37.1,2025-05-24T13:03:52.698Z,2025-05-24T13:03:57Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746099975,212,21.1,5746099973,141,68.1,5746099971,140,37.7,5746099977,213,1.55,5746099969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173177,22,1,1,0,47,aljua8crr0vkwit0j3m59jw9j,0,44.6,69.7,2025-05-24T13:03:57.178Z,2025-05-24T13:04:00Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746100085,140,73.8,5746100089,212,48.0,5746100093,1,,5746100091,213,5.40,5746100081,155,,5746100087,141,15.3,5746100083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173199,5,1,1,0,51,c165yjiny1qnmfdvefxvflnkc,0,36.2,89.1,2025-05-24T13:04:01.115Z,2025-05-24T13:04:02Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746100201,141,86.8,5746100203,212,16.9,5746100199,140,52.2,5746100195,3,,5746100197,56,Left,5746100205,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173245,23,1,1,0,54,aljua8crr0vkwit0j3m59jw9j,1,58.7,6.5,2025-05-24T13:04:04.040Z,2025-05-24T13:04:07Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5746100459,56,Right,5746100463,141,5.8,5746100461,140,63.4,5746100467,213,6.19,5746100465,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173247,24,4,1,0,56,aljua8crr0vkwit0j3m59jw9j,1,56.0,9.3,2025-05-24T13:04:06.794Z,2025-05-24T13:07:36Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5746100477,56,Right,5746100483,286,,5746100525,233,6,5746100481,265,,5746100479,152,,5746100475,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173237,6,4,1,0,56,c165yjiny1qnmfdvefxvflnkc,0,44.0,90.7,2025-05-24T13:04:06.795Z,2025-05-24T13:07:36Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746100493,285,,5746100487,56,Back,5746100491,265,,5746100547,233,24,5746100485,13,,5746100489,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173331,25,1,1,1,5,aljua8crr0vkwit0j3m59jw9j,1,61.2,5.9,2025-05-24T13:04:14.900Z,2025-05-24T13:04:16Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5746100957,212,10.8,5746100953,140,50.9,5746100949,152,,5746100947,5,,5746100955,141,7.1,5746100959,213,3.07,5746100951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173343,26,1,1,1,6,aljua8crr0vkwit0j3m59jw9j,1,50.9,7.1,2025-05-24T13:04:15.882Z,2025-05-24T13:04:17Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5746101035,140,40.4,5746101039,212,17.9,5746101037,141,27.9,5746101033,56,Back,5746101041,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173383,27,1,1,1,7,aljua8crr0vkwit0j3m59jw9j,1,40.4,27.9,2025-05-24T13:04:17.018Z,2025-05-24T13:04:19Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746101227,140,41.3,5746101233,213,1.53,5746101225,56,Back,5746101229,141,64.2,5746101231,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173409,28,1,1,1,9,aljua8crr0vkwit0j3m59jw9j,1,56.0,64.6,2025-05-24T13:04:19.626Z,2025-05-24T13:04:22Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746101347,140,72.7,5746101345,56,Center,5746101349,141,58.7,5746101353,213,6.06,5746101351,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173419,29,1,1,1,12,aljua8crr0vkwit0j3m59jw9j,1,72.7,58.7,2025-05-24T13:04:21.962Z,2025-05-24T13:04:22Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5746101389,140,73.8,5746101395,213,1.43,5746101391,141,70.6,5746101393,212,8.2,5746101387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173439,30,1,1,1,12,aljua8crr0vkwit0j3m59jw9j,1,73.8,70.6,2025-05-24T13:04:22.603Z,2025-05-24T13:04:25Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5746101503,56,Center,5746101507,141,77.5,5746101511,213,2.84,5746101509,212,16.0,5746101505,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173471,31,1,1,1,15,aljua8crr0vkwit0j3m59jw9j,1,59.1,77.5,2025-05-24T13:04:25.434Z,2025-05-24T13:04:28Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746101697,56,Left,5746101703,212,11.2,5746101705,213,0.83,5746101701,141,89.6,5746101699,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173485,32,1,1,1,18,aljua8crr0vkwit0j3m59jw9j,1,64.4,88.1,2025-05-24T13:04:28.234Z,2025-05-24T13:04:30Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5746101761,56,Left,5746101769,141,94.2,5746101765,140,79.4,5746101773,213,0.26,5746101771,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173505,33,1,1,1,20,aljua8crr0vkwit0j3m59jw9j,1,80.2,95.9,2025-05-24T13:04:29.914Z,2025-05-24T13:04:31Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746101857,56,Left,5746101863,212,10.8,5746101865,213,3.17,5746101861,141,95.4,5746101859,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173543,34,1,1,1,21,aljua8crr0vkwit0j3m59jw9j,1,67.8,95.1,2025-05-24T13:04:31.850Z,2025-05-24T13:04:35Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5746102055,140,45.4,5746102059,212,24.2,5746102061,213,3.37,5746102057,141,86.9,5746102053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173587,35,1,1,1,25,aljua8crr0vkwit0j3m59jw9j,1,42.9,75.1,2025-05-24T13:04:35.802Z,2025-05-24T13:04:38Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746102299,141,35.7,5746102295,56,Back,5746102297,140,41.7,5746102301,212,26.8,5746102303,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173661,36,1,1,1,28,aljua8crr0vkwit0j3m59jw9j,1,42.3,35.8,2025-05-24T13:04:38.858Z,2025-05-24T13:04:45Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746102705,212,23.9,5746102707,213,1.52,5746102701,140,43.5,5746102699,56,Back,5746102703,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173681,37,1,1,1,35,aljua8crr0vkwit0j3m59jw9j,1,49.9,70.3,2025-05-24T13:04:45.306Z,2025-05-24T13:04:47Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746102821,56,Left,5746102829,213,0.83,5746102825,141,96.2,5746102823,140,65.2,5746102827,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173759,38,1,1,1,37,aljua8crr0vkwit0j3m59jw9j,0,65.2,96.2,2025-05-24T13:04:47.434Z,2025-05-24T13:04:51Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746103117,1,,5746103107,56,Left,5746103113,212,38.5,5746103111,141,80.2,5746103115,213,6.00,5746103109,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173911,7,5,1,1,41,c165yjiny1qnmfdvefxvflnkc,1,-0.4,17.8,2025-05-24T13:04:51.805Z,2025-05-24T13:11:29Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746103997,56,Back,5746103999,346,,5746104165,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173935,39,5,1,1,41,aljua8crr0vkwit0j3m59jw9j,0,100.4,82.2,2025-05-24T13:04:51.805Z,2025-05-24T13:11:30Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746104159,56,Left,5746104161,346,,5746104187,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173951,8,1,1,2,1,c165yjiny1qnmfdvefxvflnkc,1,3.6,49.7,2025-05-24T13:05:10.954Z,2025-05-24T13:05:16Z,1k9g7x8jwhzcpx8bc5ji7og0k,T. Jakobsen,,,5746104229,212,52.9,5746104225,140,53.9,5746104221,124,,5746104231,213,0.04,5746104223,56,Center,5746104233,1,,5746104227,141,53.1,5746104237,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173981,9,1,1,2,6,c165yjiny1qnmfdvefxvflnkc,1,52.6,52.7,2025-05-24T13:05:16.298Z,2025-05-24T13:05:22Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5746104419,212,32.3,5746104415,140,66.1,5746104421,213,5.17,5746104423,1,,5746104413,56,Right,5746104417,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174015,10,1,1,2,12,c165yjiny1qnmfdvefxvflnkc,1,82.1,15.3,2025-05-24T13:05:21.979Z,2025-05-24T17:37:05Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746104585,2,,5746104589,56,Center,5746104595,212,29.1,5746104591,140,89.1,5747293991,224,,5746104593,141,56.7,5746104597,213,1.32,5747293993,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174021,11,61,1,2,15,c165yjiny1qnmfdvefxvflnkc,0,87.9,56.0,2025-05-24T13:05:25.546Z,2025-05-24T13:05:25Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5746104625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174081,41,1,1,2,18,aljua8crr0vkwit0j3m59jw9j,0,20.7,56.0,2025-05-24T13:05:28.682Z,2025-05-24T17:37:29Z,6je6y9uk6km1tkzatpw8v9p1w,A. Pedersen,,,5746104927,141,55.1,5746104923,56,Center,5746104933,1,,5746104931,213,6.27,5746105045,157,,5746104925,140,76.8,5746104929,212,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174127,13,1,1,2,22,c165yjiny1qnmfdvefxvflnkc,1,29.0,34.3,2025-05-24T13:05:32.187Z,2025-05-24T13:05:35Z,1k9g7x8jwhzcpx8bc5ji7og0k,T. Jakobsen,,,5746105139,140,32.7,5746105143,212,5.5,5746105145,213,5.49,5746105141,141,28.5,5746105137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174169,14,1,1,2,25,c165yjiny1qnmfdvefxvflnkc,1,32.8,29.4,2025-05-24T13:05:35.195Z,2025-05-24T13:05:38Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5746105397,213,1.58,5746105391,140,32.5,5746105393,141,67.8,5746105389,56,Back,5746105395,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174207,15,1,1,2,28,c165yjiny1qnmfdvefxvflnkc,1,39.7,73.6,2025-05-24T13:05:38.714Z,2025-05-24T13:05:42Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5746105613,140,55.9,5746105617,141,94.4,5746105621,213,0.69,5746105609,56,Left,5746105619,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174221,16,1,1,2,32,c165yjiny1qnmfdvefxvflnkc,1,52.7,96.3,2025-05-24T13:05:42.842Z,2025-05-24T13:05:45Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746105715,56,Back,5746105719,141,85.1,5746105717,140,32.2,5746105723,213,3.48,5746105721,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818174283,17,1,1,2,34,c165yjiny1qnmfdvefxvflnkc,1,27.8,84.1,2025-05-24T13:05:44.874Z,2025-05-24T13:05:50Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5746106005,212,20.5,5746106003,141,65.1,5746106001,140,12.7,5746106007,213,3.83,5746105999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
