id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2810156137,7,1,1,0,40,cftj6g399tknheudaxsdpfdgb,0,71.0,86.4,2025-05-04T12:00:47.709Z,2025-05-04T16:21:06Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5701753629,5,,5703516263,72,,5701753643,213,5.37,5701753631,155,,5701753639,141,48.4,5701753645,1,,5701753635,56,Center,5701753627,2,,5701753633,152,5701753641,212,32.8,5703516261,224,5701753637,140,90.2,,,,,,,,,,,,,,,,,,,,,,,
2810156235,7,44,1,0,41,anga7587r1zv4ey71ge9zxol3,1,10.9,49.2,2025-05-04T12:00:48.446Z,2025-05-04T12:47:10Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5701754149,285,,5701754551,233,8,5701754147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156149,8,44,1,0,41,cftj6g399tknheudaxsdpfdgb,0,89.1,50.8,2025-05-04T12:00:48.447Z,2025-05-04T12:47:02Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,5701753699,286,,5701753697,56,Center,5701754575,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156125,5,12,1,0,42,anga7587r1zv4ey71ge9zxol3,1,10.8,43.7,2025-05-04T12:00:49.628Z,2025-05-04T12:47:08Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5701753567,141,37.7,5701753571,213,6.00,5701753589,15,,5701753569,212,14.4,5701753565,140,24.0,5701753563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156177,9,13,1,0,43,cftj6g399tknheudaxsdpfdgb,1,84.6,54.2,2025-05-04T12:00:51.165Z,2025-05-04T16:23:56Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,5701803915,24,,5701804629,103,9.7,5701804643,231,49.6,5701804613,15,,5701804639,147,56.3,5701803921,153,,5702011545,17,,5701804635,458,,5701753849,56,5701804641,230,97.7,5701804625,102,5701804633,328,,Center,58.7,5702011547,83,5701804637,146,93.8,,,,,,,,,,,,,,,,
2810156215,6,12,1,0,45,anga7587r1zv4ey71ge9zxol3,1,11.5,39.5,2025-05-04T12:00:53.069Z,2025-05-04T12:47:09Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5701754063,56,Center,5701754069,212,59.5,5701754065,140,67.2,5701754071,213,0.18,5701754067,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156309,10,1,1,0,52,cftj6g399tknheudaxsdpfdgb,1,23.2,46.7,2025-05-04T12:00:59.533Z,2025-05-04T12:01:04Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,5701754491,141,43.1,5701754487,56,Back,5701754489,140,34.2,5701754493,212,11.8,5701754495,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156321,11,1,1,0,57,cftj6g399tknheudaxsdpfdgb,1,33.1,41.9,2025-05-04T12:01:04.365Z,2025-05-04T12:01:06Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5701754581,140,34.3,5701754615,156,,5701754585,212,12.5,5701754579,56,Back,5701754587,213,1.47,5701754583,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156349,12,1,1,0,59,cftj6g399tknheudaxsdpfdgb,1,36.2,65.7,2025-05-04T12:01:07.213Z,2025-05-04T12:01:08Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701754721,141,88.0,5701754717,56,Back,5701754725,213,1.07,5701754719,140,44.1,5701754723,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156387,13,1,1,1,1,cftj6g399tknheudaxsdpfdgb,1,44.1,88.0,2025-05-04T12:01:08.814Z,2025-05-04T12:01:12Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5701754921,140,34.9,5701754919,56,Back,5701754925,212,14.9,5701754927,213,4.01,5701754923,141,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156411,14,1,1,1,4,cftj6g399tknheudaxsdpfdgb,1,35.0,69.4,2025-05-04T12:01:11.901Z,2025-05-04T12:01:13Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701755061,140,31.4,5701755065,212,20.6,5701755067,213,4.53,5701755059,56,Back,5701755063,141,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156453,15,1,1,1,6,cftj6g399tknheudaxsdpfdgb,1,31.4,39.6,2025-05-04T12:01:13.597Z,2025-05-04T12:01:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5701755305,212,14.7,5701755299,56,Back,5701755301,140,30.9,5701755303,141,61.2,5701755307,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156499,16,4,1,1,11,cftj6g399tknheudaxsdpfdgb,1,32.9,69.2,2025-05-04T12:01:18.988Z,2025-05-04T12:01:25Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701755599,233,8,5701755545,265,,5701755539,13,,5701755541,56,Back,5701755543,152,,5701755547,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156489,8,4,1,1,11,anga7587r1zv4ey71ge9zxol3,0,67.1,30.8,2025-05-04T12:01:18.989Z,2025-05-04T12:01:24Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5701755617,233,16,5701755589,152,,5701755591,265,,5701755587,56,Center,5701755593,286,,5701755585,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156591,17,1,1,1,19,cftj6g399tknheudaxsdpfdgb,1,31.5,73.5,2025-05-04T12:01:26.958Z,2025-05-04T12:01:57Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701756035,140,29.3,5701756029,5,,5701757829,189,,5701756031,152,,5701756039,212,22.8,5701756033,56,Back,5701756041,213,4.61,5701756037,141,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156621,18,1,1,1,20,cftj6g399tknheudaxsdpfdgb,1,29.2,39.8,2025-05-04T12:01:28.190Z,2025-05-04T12:01:30Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5701756179,212,9.8,5701756175,140,36.4,5701756173,56,Back,5701756181,213,0.69,5701756177,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156681,19,1,1,1,23,cftj6g399tknheudaxsdpfdgb,1,33.6,48.9,2025-05-04T12:01:30.366Z,2025-05-04T12:01:35Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,5701756425,213,4.96,5701756419,140,39.1,5701756417,56,Back,5701756421,141,15.2,5701756423,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156701,20,1,1,1,28,cftj6g399tknheudaxsdpfdgb,1,38.8,20.6,2025-05-04T12:01:35.534Z,2025-05-04T12:01:37Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,5701756589,212,14.9,5701756585,140,49.5,5701756583,56,Back,5701756587,141,6.2,5701756591,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156739,21,1,1,1,30,cftj6g399tknheudaxsdpfdgb,1,46.8,10.1,2025-05-04T12:01:37.678Z,2025-05-04T12:01:39Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,5701756797,212,17.8,5701756791,56,Back,5701756799,213,2.21,5701756793,140,36.7,5701756795,141,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156773,22,1,1,1,32,cftj6g399tknheudaxsdpfdgb,1,38.1,31.9,2025-05-04T12:01:39.806Z,2025-05-04T12:01:42Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5701756993,213,1.68,5701756985,56,Back,5701756991,212,22.9,5701756987,140,35.7,5701756989,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156833,23,1,1,1,35,cftj6g399tknheudaxsdpfdgb,1,44.5,70.0,2025-05-04T12:01:42.830Z,2025-05-04T12:01:48Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701757331,56,Left,5701757337,141,92.3,5701757339,212,19.3,5701757335,140,55.9,5701757341,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156799,9,83,1,1,37,anga7587r1zv4ey71ge9zxol3,0,34.7,5.9,2025-05-04T12:01:44.894Z,2025-05-04T12:01:51Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5701757529,399,eq7tnnzwq0g9q4eac0o9t9xey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156837,24,61,1,1,39,cftj6g399tknheudaxsdpfdgb,0,56.1,90.0,2025-05-04T12:01:46.398Z,2025-05-04T12:01:53Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,5701757349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156829,10,4,1,1,40,anga7587r1zv4ey71ge9zxol3,1,41.2,10.9,2025-05-04T12:01:48.191Z,2025-05-04T12:56:48Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5701757447,152,,5701757443,294,,5701757495,233,25,5701757449,286,,5701757441,13,,5701757445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156849,25,4,1,1,40,cftj6g399tknheudaxsdpfdgb,0,58.8,89.1,2025-05-04T12:01:48.192Z,2025-05-04T12:56:48Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,5701757507,233,10,5701757457,13,,5701757459,294,,5701757463,152,,5701757461,56,Left,5701757465,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157363,11,1,1,2,16,anga7587r1zv4ey71ge9zxol3,1,34.6,11.4,2025-05-04T12:02:23.451Z,2025-05-04T12:02:29Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5701759947,155,,5701759951,152,,5701759961,213,0.91,5701759945,5,,5701759959,212,67.0,5701759949,196,,5701759955,140,73.6,5701759957,141,89.4,5701759963,1,5701759953,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157391,12,1,1,2,21,anga7587r1zv4ey71ge9zxol3,1,70.8,91.4,2025-05-04T12:02:28.873Z,2025-05-04T12:02:31Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5701760063,212,26.4,5701760065,213,3.51,5701760059,140,47.3,5701760057,56,Back,5701760061,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157419,13,1,1,2,24,anga7587r1zv4ey71ge9zxol3,1,46.0,77.2,2025-05-04T12:02:31.513Z,2025-05-04T12:02:34Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5701760233,141,52.4,5701760237,213,4.17,5701760235,212,19.7,5701760231,140,36.3,5701760227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157451,14,1,1,2,27,anga7587r1zv4ey71ge9zxol3,1,33.6,49.6,2025-05-04T12:02:34.482Z,2025-05-04T12:02:37Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5701760427,212,18.5,5701760421,56,Back,5701760429,213,4.54,5701760423,140,30.6,5701760425,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157479,15,1,1,2,30,anga7587r1zv4ey71ge9zxol3,0,27.4,16.4,2025-05-04T12:02:37.638Z,2025-05-04T12:02:42Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5701760567,212,61.9,5701760569,213,6.09,5701760563,140,85.2,5701760561,56,Right,5701760571,1,,5701760659,155,,5701760565,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157481,16,5,1,2,33,anga7587r1zv4ey71ge9zxol3,0,83.2,-1.4,2025-05-04T12:02:40.544Z,2025-05-04T12:02:45Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5701760579,56,Right,5701760821,233,26,5701760581,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157519,26,5,1,2,33,cftj6g399tknheudaxsdpfdgb,1,16.8,101.4,2025-05-04T12:02:40.544Z,2025-05-04T12:58:22Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,5701760751,56,Back,5701760753,347,,5701760783,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157561,27,1,1,2,38,cftj6g399tknheudaxsdpfdgb,1,22.2,100.0,2025-05-04T12:02:45.793Z,2025-05-04T12:02:48Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,5701761039,213,3.91,5701761033,140,13.8,5701761037,212,12.2,5701761029,107,,5701761035,141,88.9,5701761031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157571,28,1,1,2,40,cftj6g399tknheudaxsdpfdgb,0,13.8,88.9,2025-05-04T12:02:47.936Z,2025-05-04T12:02:52Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701761073,141,89.9,5701761069,56,Back,5701761077,213,0.91,5701761075,212,0.9,5701761301,233,17,5701761299,236,,5701761305,286,,5701761071,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157617,17,74,1,2,40,anga7587r1zv4ey71ge9zxol3,1,87.7,8.5,2025-05-04T12:02:47.937Z,2025-05-04T12:58:35Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5701761249,56,Right,5701761251,285,,5701761317,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157631,18,5,1,2,42,anga7587r1zv4ey71ge9zxol3,0,83.6,-1.4,2025-05-04T12:02:49.488Z,2025-05-04T12:58:23Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5701761361,56,Right,5701761835,233,29,5701761363,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157729,29,5,1,2,42,cftj6g399tknheudaxsdpfdgb,1,16.4,101.4,2025-05-04T12:02:49.488Z,2025-05-04T12:58:22Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5701761805,233,18,5701761789,56,Back,5701761791,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157787,30,1,1,2,51,cftj6g399tknheudaxsdpfdgb,1,17.5,100.0,2025-05-04T12:02:58.801Z,2025-05-04T12:03:16Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,5701762089,213,5.60,5701762083,140,34.4,5701762091,1,,5701762087,212,22.9,5701762877,189,,5701762079,107,,5701762085,141,79.4,5701762081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157799,31,61,1,2,53,cftj6g399tknheudaxsdpfdgb,1,38.9,69.9,2025-05-04T12:03:00.332Z,2025-05-04T12:03:32Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5701762753,189,,5701762129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157791,19,1,1,2,53,anga7587r1zv4ey71ge9zxol3,0,45.9,36.0,2025-05-04T12:03:00.619Z,2025-05-04T12:03:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5701762107,212,41.8,5701762109,213,5.91,5701762103,140,83.0,5701762111,1,,5701762101,56,Right,5701762105,141,13.8,5701762099,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157873,21,4,1,3,0,anga7587r1zv4ey71ge9zxol3,1,91.4,13.4,2025-05-04T12:03:07.472Z,2025-05-04T12:03:16Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5701762905,265,,5701762477,13,,5701762493,286,,5701762519,233,32,5701762489,152,,5701762485,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157853,32,4,1,3,0,cftj6g399tknheudaxsdpfdgb,0,8.6,86.6,2025-05-04T12:03:07.473Z,2025-05-04T16:33:33Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,5701762379,56,Back,5701762383,265,,5701762385,285,,5701762539,233,21,5701762377,13,,5701762381,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810158453,22,1,1,3,35,anga7587r1zv4ey71ge9zxol3,0,92.6,7.3,2025-05-04T12:03:42.888Z,2025-05-04T16:34:34Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5701765105,5,,5701765115,56,Center,5701765123,213,1.52,5703577597,20,,5701765111,152,,5701765101,2,,5703577593,224,,5701765119,141,50.1,5701765107,155,5701765121,212,29.1,5701765117,140,,,,,94.0,,,,,,,,,,,,,,,,,,,,,
2810158527,33,12,1,3,39,cftj6g399tknheudaxsdpfdgb,1,8.2,40.1,2025-05-04T12:03:47.074Z,2025-05-04T12:03:57Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,5701765475,140,14.2,5701765479,212,7.4,5701765473,56,Back,5701766091,15,,5701765477,141,45.7,5701765481,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810158565,34,12,1,3,40,cftj6g399tknheudaxsdpfdgb,1,14.2,45.8,2025-05-04T12:03:47.818Z,2025-05-04T12:03:59Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,5701766203,15,,5701765643,213,0.02,5701765635,56,Back,5701765637,140,22.1,5701765639,141,46.1,5701765641,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
