id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2736320031,5,44,1,0,12,anga7587r1zv4ey71ge9zxol3,1,47.0,29.6,2024-10-20T12:01:35.859Z,2024-10-20T12:48:38Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298431769,285,,5298431823,233,7,5298431767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320035,7,44,1,0,12,cftj6g399tknheudaxsdpfdgb,0,53.0,70.4,2024-10-20T12:01:35.860Z,2024-10-20T12:08:18Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298431777,56,Center,5298431779,286,,5298431809,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320095,8,1,1,0,13,cftj6g399tknheudaxsdpfdgb,0,55.0,72.8,2024-10-20T12:01:36.287Z,2024-10-20T12:01:56Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298432061,3,,5298432069,212,7.0,5298432065,140,60.0,5298432071,213,0.73,5298432063,56,Left,5298432067,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321519,17,1,1,0,13,anga7587r1zv4ey71ge9zxol3,0,46.5,40.4,2024-10-20T12:01:36.640Z,2024-10-20T12:03:18Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298439119,141,40.4,5298439111,3,,5298439115,56,Back,5298439113,168,,5298439123,212,0.6,5298439117,140,47.1,5298439127,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320071,6,1,1,0,14,anga7587r1zv4ey71ge9zxol3,0,46.2,10.7,2024-10-20T12:01:37.397Z,2024-10-20T12:59:27Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298431937,141,28.6,5298431941,213,0.72,5298431935,140,59.3,5298431933,56,Center,5298431939,212,18.4,5298431931,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320111,9,1,1,0,15,cftj6g399tknheudaxsdpfdgb,1,31.1,62.1,2024-10-20T12:01:38.687Z,2024-10-20T12:01:40Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298432167,140,39.8,5298432171,212,9.4,5298432163,3,,5298432165,56,Back,5298432169,141,58.7,5298432173,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320245,11,1,1,0,17,cftj6g399tknheudaxsdpfdgb,1,40.5,60.3,2024-10-20T12:01:41.031Z,2024-10-20T12:01:47Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298432799,141,76.8,5298432807,213,1.07,5298432803,212,12.8,5298432791,56,Back,5298432795,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320139,7,83,1,0,18,anga7587r1zv4ey71ge9zxol3,0,57.9,31.6,2024-10-20T12:01:41.446Z,2024-10-20T12:01:48Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5298432883,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320251,8,83,1,0,21,anga7587r1zv4ey71ge9zxol3,0,44.4,1.1,2024-10-20T12:01:44.158Z,2024-10-20T12:59:52Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298432911,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736374061,416,1,1,0,22,cftj6g399tknheudaxsdpfdgb,1,54.7,96.9,2024-10-20T12:01:45.153Z,2024-10-20T12:52:59Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5298715749,140,41.3,5298715751,141,92.9,5298715747,56,Back,5298715753,212,14.3,5298715755,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320267,13,43,1,0,22,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-20T12:01:45.840Z,2024-10-20T12:52:34Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5298713677,144,50,5298432899,56,Left,5298432901,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736374071,417,1,1,0,23,cftj6g399tknheudaxsdpfdgb,0,38.3,92.9,2024-10-20T12:01:46.153Z,2024-10-20T12:52:59Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298715805,212,31.1,5298715799,56,Left,5298715807,213,6.24,5298715803,141,90.9,5298715801,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320257,12,43,1,0,23,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-20T12:01:46.887Z,2024-10-20T12:01:48Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5298432851,140,58.5,5298432855,212,0,5298432853,141,94.4,5298432849,56,Left,5298432897,144,1,5298432857,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320443,10,1,1,0,25,anga7587r1zv4ey71ge9zxol3,1,30.5,12.0,2024-10-20T12:01:48.725Z,2024-10-20T12:01:59Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,5298433797,213,2.48,5298433789,56,Back,5298433791,140,3.3,5298433799,1,,5298433793,141,44.9,5298433795,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320527,11,1,1,0,35,anga7587r1zv4ey71ge9zxol3,1,14.2,39.5,2024-10-20T12:01:58.999Z,2024-10-20T12:02:02Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298434221,141,49.6,5298434219,140,56.9,5298434225,213,0.15,5298434223,212,45.4,5298434215,157,,5298434227,1,,5298434217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320529,12,44,1,0,39,anga7587r1zv4ey71ge9zxol3,1,57.9,49.1,2024-10-20T12:02:02.455Z,2024-10-20T12:48:38Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298434303,233,14,5298434241,286,,5298434239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320537,14,44,1,0,39,cftj6g399tknheudaxsdpfdgb,0,42.1,50.9,2024-10-20T12:02:02.456Z,2024-10-20T12:48:38Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298434269,56,Back,5298434329,233,12,5298434271,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320557,13,1,1,0,39,anga7587r1zv4ey71ge9zxol3,0,56.9,49.6,2024-10-20T12:02:02.631Z,2024-10-20T12:02:04Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298434371,213,0.47,5298434363,56,Center,5298434365,140,89.7,5298434373,1,,5298434369,212,38.6,5298434361,168,,5298434359,3,,5298434367,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320693,16,1,1,0,45,cftj6g399tknheudaxsdpfdgb,1,11.5,27.0,2024-10-20T12:02:09.069Z,2024-10-20T12:02:12Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298435043,140,29.5,5298435045,141,10.1,5298435049,213,5.74,5298435047,212,22.1,5298435039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320753,17,1,1,0,48,cftj6g399tknheudaxsdpfdgb,1,30.0,10.0,2024-10-20T12:02:12.072Z,2024-10-20T12:02:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298435309,56,Back,5298435319,213,1.97,5298435313,140,24.7,5298435315,141,29.5,5298435317,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320837,18,1,1,0,51,cftj6g399tknheudaxsdpfdgb,1,24.2,33.7,2024-10-20T12:02:14.984Z,2024-10-20T12:02:19Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298435721,141,73.2,5298435729,213,1.47,5298435719,140,26.8,5298435725,212,27.0,5298435717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320863,19,1,1,0,56,cftj6g399tknheudaxsdpfdgb,1,26.8,73.2,2024-10-20T12:02:19.272Z,2024-10-20T12:02:21Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298435845,141,93.1,5298435843,140,36.9,5298435849,213,0.91,5298435841,56,Back,5298435847,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320967,20,1,1,0,58,cftj6g399tknheudaxsdpfdgb,1,36.9,93.1,2024-10-20T12:02:21.393Z,2024-10-20T12:02:27Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298436327,140,70.9,5298436325,56,Left,5298436331,212,35.7,5298436323,155,,5298436333,213,6.25,5298436329,141,91.3,5298436335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320973,21,50,1,1,0,cftj6g399tknheudaxsdpfdgb,1,68.4,91.5,2024-10-20T12:02:23.991Z,2024-10-20T13:02:24Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5298436383,286,,5298436761,233,14,5298436381,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736320917,14,7,1,1,0,anga7587r1zv4ey71ge9zxol3,0,31.6,8.5,2024-10-20T12:02:23.992Z,2024-10-20T13:02:24Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,5298436709,285,,5298436705,56,Back,5298436727,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321013,15,1,1,1,3,anga7587r1zv4ey71ge9zxol3,0,36.8,14.3,2024-10-20T12:02:26.792Z,2024-10-20T12:02:29Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298436599,141,22.5,5298436603,213,0.10,5298436605,1,,5298436597,140,89.0,5298436593,157,,5298436595,56,Center,5298436601,212,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321111,22,1,1,1,11,cftj6g399tknheudaxsdpfdgb,1,12.0,73.7,2024-10-20T12:02:34.537Z,2024-10-20T12:02:37Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298437083,140,12.9,5298437085,141,49.3,5298437089,213,4.77,5298437081,56,Back,5298437087,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321149,23,1,1,1,14,cftj6g399tknheudaxsdpfdgb,1,14.2,45.7,2024-10-20T12:02:37.729Z,2024-10-20T12:02:40Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298437299,140,23.5,5298437305,213,1.02,5298437303,212,18.7,5298437297,56,Back,5298437301,141,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321223,24,1,1,1,16,cftj6g399tknheudaxsdpfdgb,1,24.2,72.6,2024-10-20T12:02:39.913Z,2024-10-20T12:02:44Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298437651,212,8.3,5298437655,213,0.37,5298437647,141,77.0,5298437641,56,Back,5298437645,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321233,25,4,1,1,19,cftj6g399tknheudaxsdpfdgb,1,29.6,87.0,2024-10-20T12:02:43.143Z,2024-10-20T12:02:49Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5298437831,295,,5298437833,56,Back,5298437853,233,16,5298437829,13,,5298437835,152,,5298437837,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321201,16,4,1,1,19,anga7587r1zv4ey71ge9zxol3,0,70.4,13.0,2024-10-20T12:02:43.144Z,2024-10-20T12:02:49Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298437673,152,,5298437669,295,,5298437675,286,,5298437671,56,Right,5298437875,233,25,5298437667,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321539,26,1,1,1,37,cftj6g399tknheudaxsdpfdgb,1,31.1,84.1,2024-10-20T12:03:00.521Z,2024-10-20T12:03:01Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298439213,140,28.2,5298439239,189,,5298439203,152,,5298439223,212,29.4,5298439201,5,,5298439209,56,Back,5298439217,141,41.1,5298439227,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321583,27,1,1,1,39,cftj6g399tknheudaxsdpfdgb,1,27.8,31.2,2024-10-20T12:03:02.193Z,2024-10-20T12:03:04Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298439487,140,29.5,5298439491,212,13.9,5298439485,56,Back,5298439489,141,10.9,5298439493,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321657,28,1,1,1,40,cftj6g399tknheudaxsdpfdgb,1,30.0,9.4,2024-10-20T12:03:04.090Z,2024-10-20T12:03:07Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298439857,213,1.23,5298439849,56,Back,5298439855,212,16.2,5298439853,141,31.9,5298439851,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321709,29,1,1,1,44,cftj6g399tknheudaxsdpfdgb,0,35.0,32.1,2024-10-20T12:03:07.322Z,2024-10-20T12:03:09Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298440123,1,,5298440117,141,38.0,5298440113,56,Center,5298440115,140,80.4,5298440121,213,0.08,5298440119,212,47.8,5298440111,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321815,19,1,1,1,49,anga7587r1zv4ey71ge9zxol3,0,14.5,51.5,2024-10-20T12:03:12.809Z,2024-10-20T12:03:13Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298440543,157,,5298440545,56,Back,5298440549,141,12.5,5298440553,213,5.58,5298440547,140,44.4,5298440555,1,,5298440551,212,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321987,31,1,1,1,53,cftj6g399tknheudaxsdpfdgb,1,56.9,81.7,2024-10-20T12:03:16.315Z,2024-10-20T12:03:23Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298441355,141,92.6,5298441353,140,67.5,5298441357,212,13.4,5298441351,56,Left,5298441359,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321993,32,50,1,1,59,cftj6g399tknheudaxsdpfdgb,1,82.7,87.0,2024-10-20T12:03:22.792Z,2024-10-20T13:02:25Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5298441457,233,20,5298441381,286,,5298441379,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736321975,20,7,1,1,59,anga7587r1zv4ey71ge9zxol3,0,17.3,13.0,2024-10-20T12:03:22.793Z,2024-10-20T13:02:24Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298441411,233,32,5298441297,56,Back,5298441299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322091,33,1,1,2,3,cftj6g399tknheudaxsdpfdgb,1,85.2,90.6,2024-10-20T12:03:26.650Z,2024-10-20T12:55:18Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298441845,140,64.0,5298441843,56,Left,5298441849,212,22.6,5298441847,141,84.8,5298441851,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322121,34,1,1,2,6,cftj6g399tknheudaxsdpfdgb,1,68.5,84.2,2024-10-20T12:03:30.130Z,2024-10-20T12:55:17Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298441969,212,28.1,5298441961,155,,5298441971,213,5.61,5298441963,56,Center,5298441965,140,89.4,5298441967,141,58.5,5298441957,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322127,35,61,1,2,8,cftj6g399tknheudaxsdpfdgb,1,89.1,57.2,2024-10-20T12:03:31.871Z,2024-10-20T12:55:16Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5298441997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322175,36,1,1,2,9,cftj6g399tknheudaxsdpfdgb,1,88.1,33.1,2024-10-20T12:03:33.003Z,2024-10-20T12:55:15Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,1.0,5298442267,213,2.07,5298442265,212,9.3,5298442263,141,45.1,5298442261,140,83.9,5298442259,56,Center,5298445725,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322179,37,13,1,2,11,cftj6g399tknheudaxsdpfdgb,1,81.7,41.2,2024-10-20T12:03:34.355Z,2024-10-20T12:05:04Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298445781,29,,5298445793,215,,5298445801,230,99.1,5298445183,72,,5298445803,231,50.7,5298445791,103,22.2,5298442275,22,,5298445797,146,93.2,5298445789,102,62.0,5298445785,55,36,5298445777,73,5298445795,328,5298445185,18,5298442291,56,Center,5298445799,147,61.6,5298445189,153,,,,,,,,,
2736322165,21,12,1,2,11,anga7587r1zv4ey71ge9zxol3,1,12.0,32.1,2024-10-20T12:03:34.833Z,2024-10-20T13:03:24Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5298442195,56,Back,5298442199,141,34.8,5298442203,213,0.12,5298442197,140,26.8,5298442201,212,15.6,5298442211,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736376559,418,1,1,2,12,cftj6g399tknheudaxsdpfdgb,1,72.4,69.7,2024-10-20T12:03:35.153Z,2024-10-20T12:55:44Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298728807,56,Center,5298728815,213,1.44,5298728813,212,5.6,5298728811,141,77.9,5298728809,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322265,38,1,1,2,13,cftj6g399tknheudaxsdpfdgb,1,71.4,77.7,2024-10-20T12:03:37.027Z,2024-10-20T12:56:04Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298442767,56,Left,5298442775,213,0.73,5298442773,212,12.4,5298442769,140,80.2,5298442771,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736322315,39,1,1,2,19,cftj6g399tknheudaxsdpfdgb,1,82.4,85.3,2024-10-20T12:03:43.051Z,2024-10-20T12:56:02Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,1.0,5298455221,210,13,5298442993,155,,5298442995,56,Center,5298442991,2,,5298455223,154,,5298442999,141,46.6,5298442997,140,93.3,5298443001,212,28.7,5298443003,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,
