id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2802144861,8,1,1,0,28,anga7587r1zv4ey71ge9zxol3,1,28.1,13.2,2025-04-17T12:02:36.178Z,2025-04-17T12:02:38Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5657647277,213,4.92,5657647269,56,Back,5657647275,212,6.5,5657647271,140,29.4,5657647273,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144869,9,1,1,0,30,anga7587r1zv4ey71ge9zxol3,0,29.4,3.8,2025-04-17T12:02:38.026Z,2025-04-17T12:02:38Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657647329,233,6,5657647333,286,,5657647321,213,6.20,5657647317,141,3.7,5657647319,212,0.8,5657647313,56,Back,5657647315,140,30.2,5657647327,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144865,6,74,1,0,30,aljua8crr0vkwit0j3m59jw9j,1,68.1,97.3,2025-04-17T12:02:38.027Z,2025-04-17T15:18:30Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657647289,285,,5657647337,233,9,5657647285,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144871,7,5,1,0,31,aljua8crr0vkwit0j3m59jw9j,0,68.4,101.6,2025-04-17T12:02:39.634Z,2025-04-17T12:09:06Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657647341,347,,5657647339,56,Left,5657647365,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144873,10,5,1,0,31,anga7587r1zv4ey71ge9zxol3,1,31.6,-1.6,2025-04-17T12:02:39.634Z,2025-04-17T12:02:43Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657647345,347,,5657647343,56,Back,5657647359,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144889,11,1,1,0,38,anga7587r1zv4ey71ge9zxol3,1,33.5,0.0,2025-04-17T12:02:46.652Z,2025-04-17T12:02:49Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657647473,56,Right,5657647479,212,21.6,5657647483,1,,5657647471,107,,5657647481,213,0.31,5657647477,141,8.2,5657647475,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144891,12,1,1,0,41,anga7587r1zv4ey71ge9zxol3,0,53.1,8.2,2025-04-17T12:02:49.227Z,2025-04-17T12:02:51Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657647489,168,,5657647497,212,0.7,5657647505,233,8,5657647493,140,53.7,5657647499,213,0.31,5657647491,56,Right,5657647503,236,,5657647509,286,,5657647495,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144887,8,74,1,0,41,aljua8crr0vkwit0j3m59jw9j,1,46.0,90.8,2025-04-17T12:02:49.228Z,2025-04-17T15:18:46Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657647469,285,,5657647527,233,12,5657647467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144907,10,1,1,0,42,aljua8crr0vkwit0j3m59jw9j,1,46.5,75.9,2025-04-17T12:02:50.748Z,2025-04-17T12:02:56Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657647587,213,3.80,5657647579,56,Back,5657647581,140,35.7,5657647585,212,14.3,5657647583,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144927,11,1,1,0,48,aljua8crr0vkwit0j3m59jw9j,1,29.8,55.5,2025-04-17T12:02:56.396Z,2025-04-17T12:03:02Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5657647693,140,29.9,5657647699,213,1.56,5657647695,141,72.3,5657647697,212,11.4,5657647691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144945,12,1,1,0,54,aljua8crr0vkwit0j3m59jw9j,1,38.9,71.7,2025-04-17T12:03:02.188Z,2025-04-17T12:03:06Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5657647771,141,4.0,5657647775,213,5.11,5657647773,212,49.9,5657647767,56,Right,5657647763,155,,5657647769,140,57.2,5657647777,1,,5657647765,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144949,13,1,1,0,58,aljua8crr0vkwit0j3m59jw9j,1,56.6,5.0,2025-04-17T12:03:06.060Z,2025-04-17T12:03:09Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5657647817,212,5.8,5657647813,140,54.5,5657647819,213,1.96,5657647815,141,12.9,5657647811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144957,14,1,1,1,1,aljua8crr0vkwit0j3m59jw9j,1,45.0,17.1,2025-04-17T12:03:09.340Z,2025-04-17T12:03:11Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5657647857,141,16.7,5657647849,56,Back,5657647861,213,3.18,5657647859,212,7.4,5657647853,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144963,15,1,1,1,3,aljua8crr0vkwit0j3m59jw9j,1,35.4,30.3,2025-04-17T12:03:11.644Z,2025-04-17T12:03:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5657647887,140,31.7,5657647885,56,Back,5657647893,213,1.75,5657647889,141,61.1,5657647891,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144965,16,1,1,1,6,aljua8crr0vkwit0j3m59jw9j,1,33.3,68.5,2025-04-17T12:03:13.819Z,2025-04-17T12:03:16Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5657647907,140,60.3,5657647913,213,0.53,5657647909,141,93.2,5657647911,212,33.0,5657647915,1,,5657647905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144967,17,61,1,1,8,aljua8crr0vkwit0j3m59jw9j,0,60.3,93.2,2025-04-17T12:03:16.236Z,2025-04-17T12:03:16Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657647919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144971,18,83,1,1,8,aljua8crr0vkwit0j3m59jw9j,0,61.0,90.6,2025-04-17T12:03:16.637Z,2025-04-17T12:03:20Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657647999,399,58o5ram4bf58357786j9jr7kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144977,13,1,1,1,9,anga7587r1zv4ey71ge9zxol3,0,34.9,8.0,2025-04-17T12:03:17.611Z,2025-04-17T15:19:34Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657647961,140,33.8,5657647967,213,1.75,5657647959,56,Back,5657647965,212,6.4,5657647963,141,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144981,19,1,1,1,10,aljua8crr0vkwit0j3m59jw9j,1,66.4,84.5,2025-04-17T12:03:18.459Z,2025-04-17T12:03:19Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5657647989,140,62.2,5657647995,213,2.50,5657647991,141,89.3,5657647987,56,Left,5657647993,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144983,20,1,1,1,11,aljua8crr0vkwit0j3m59jw9j,0,62.8,89.0,2025-04-17T12:03:19.516Z,2025-04-17T12:03:20Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657648007,141,80.9,5657648011,213,5.72,5657648001,155,,5657648005,140,71.2,5657648009,212,10.4,5657648003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144987,14,1,1,1,13,anga7587r1zv4ey71ge9zxol3,0,27.2,15.6,2025-04-17T12:03:21.139Z,2025-04-17T12:03:21Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657648033,212,10.8,5657648029,140,37.2,5657648025,3,,5657648027,56,Back,5657648031,141,12.2,5657648035,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145011,21,1,1,1,15,aljua8crr0vkwit0j3m59jw9j,1,62.6,89.4,2025-04-17T12:03:22.910Z,2025-04-17T12:03:25Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657648137,141,95.0,5657648131,155,,5657648135,140,74.7,5657648133,56,Left,5657648139,212,13.3,5657648141,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145013,22,50,1,1,17,aljua8crr0vkwit0j3m59jw9j,1,75.4,94.4,2025-04-17T12:03:25.658Z,2025-04-17T12:42:43Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657648145,56,Left,5657648147,286,,5657648159,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145015,15,7,1,1,17,anga7587r1zv4ey71ge9zxol3,1,24.6,5.6,2025-04-17T12:03:25.659Z,2025-04-17T15:19:57Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657648151,56,Back,5657873893,383,,5657648155,233,22,5657648153,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145025,17,1,1,1,20,anga7587r1zv4ey71ge9zxol3,0,13.4,4.9,2025-04-17T12:03:28.787Z,2025-04-17T12:03:29Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657648207,212,18.2,5657648201,56,Back,5657648211,1,,5657648199,157,,5657648205,141,16.8,5657648203,140,28.9,5657648209,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145041,24,1,1,1,25,aljua8crr0vkwit0j3m59jw9j,1,80.2,77.1,2025-04-17T12:03:33.356Z,2025-04-17T15:20:11Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5657648295,141,87.9,5657648297,212,8.7,5657648291,56,Left,5657648293,140,84.6,5657648299,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145105,20,45,1,1,26,anga7587r1zv4ey71ge9zxol3,0,13.8,16.5,2025-04-17T12:03:34.388Z,2025-04-17T12:42:47Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5657648761,233,25,5657648671,56,Back,5657648673,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145049,25,3,1,1,26,aljua8crr0vkwit0j3m59jw9j,1,86.2,83.5,2025-04-17T12:03:34.388Z,2025-04-17T15:20:24Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657874301,465,,5657648365,286,,5657648363,56,Left,5657648715,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145225,27,83,1,1,27,anga7587r1zv4ey71ge9zxol3,0,15.7,12.5,2025-04-17T12:03:34.882Z,2025-04-17T12:04:30Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657649369,399,94560hgwsjkx8qgz48f7gzitw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145051,26,1,1,1,28,aljua8crr0vkwit0j3m59jw9j,1,87.3,85.0,2025-04-17T12:03:36.188Z,2025-04-17T12:54:01Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657648369,140,86.2,5657648367,56,Center,5657648379,213,4.50,5657648375,212,5.4,5657648371,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802156637,366,61,1,1,29,aljua8crr0vkwit0j3m59jw9j,0,86.4,76.1,2025-04-17T12:03:36.802Z,2025-04-17T12:54:02Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5657715953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145061,18,43,1,1,29,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-17T12:03:37.235Z,2025-04-17T12:04:43Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657648415,56,Back,5657648419,141,26.5,5657648421,212,8.8,5657648417,140,14.3,5657649533,144,12,5657648423,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145071,19,12,1,1,31,anga7587r1zv4ey71ge9zxol3,1,14.3,26.5,2025-04-17T12:03:38.867Z,2025-04-17T12:57:10Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657648473,141,33.4,5657648469,56,Center,5657648471,140,69.0,5657648475,212,57.6,5657648477,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145099,27,1,1,1,37,aljua8crr0vkwit0j3m59jw9j,1,33.6,75.9,2025-04-17T12:03:44.956Z,2025-04-17T12:03:51Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657648637,141,77.5,5657648633,56,Back,5657648639,212,9.3,5657648641,213,0.12,5657648635,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145109,28,1,1,1,44,aljua8crr0vkwit0j3m59jw9j,0,45.3,70.8,2025-04-17T12:03:51.836Z,2025-04-17T12:03:55Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5657648689,196,,5657648697,212,48.8,5657648701,1,,5657648687,155,,5657648699,213,5.25,5657648693,140,69.2,5657648695,141,9.2,5657648691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145125,21,1,1,1,48,anga7587r1zv4ey71ge9zxol3,1,20.6,92.0,2025-04-17T12:03:56.764Z,2025-04-17T12:57:20Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657648813,56,Back,5657648819,212,7.5,5657648815,140,27.2,5657648811,3,,5657648817,141,87.7,5657648821,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145135,23,1,1,1,50,anga7587r1zv4ey71ge9zxol3,1,30.5,89.1,2025-04-17T12:03:58.212Z,2025-04-17T15:21:10Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5657648847,212,14.4,5657648843,140,20.1,5657648849,213,3.85,5657648845,141,75.4,5657648841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145139,24,1,1,1,51,anga7587r1zv4ey71ge9zxol3,1,21.2,74.2,2025-04-17T12:03:59.620Z,2025-04-17T12:57:45Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5657717557,141,72.2,5657717559,212,9.7,5657648869,56,Back,5657717561,213,6.14,5657717555,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802156857,430,1,1,1,52,anga7587r1zv4ey71ge9zxol3,0,29.3,72.8,2025-04-17T12:03:59.802Z,2025-04-17T12:57:58Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5657717595,156,,5657717579,140,19.4,5657717583,212,26.2,5657717581,141,37.4,5657717577,56,Back,5657717585,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802156865,431,51,1,1,53,anga7587r1zv4ey71ge9zxol3,1,26.4,72.7,2025-04-17T12:04:00.802Z,2025-04-17T12:58:04Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5657717661,169,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145147,30,15,1,1,55,aljua8crr0vkwit0j3m59jw9j,1,86.7,59.0,2025-04-17T12:04:02.940Z,2025-04-17T15:21:40Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657648915,17,,5657649107,231,50.5,5657648917,56,Center,5657649041,82,,5657649105,230,97.7,5657649111,233,25,5657649093,76,,5657649037,72,,5657649097,103,19,5657648913,22,5657649095,102,52.0,5657649103,147,57.6,5657649101,146,89.4,5657649099,458,,,,,,,,,,,,,
2802145157,25,10,1,1,55,anga7587r1zv4ey71ge9zxol3,1,10.6,42.4,2025-04-17T12:04:03.040Z,2025-04-17T12:58:09Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657649119,233,30,5657648967,94,,5657648969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145159,26,6,1,1,55,anga7587r1zv4ey71ge9zxol3,0,10.2,40.8,2025-04-17T12:04:03.691Z,2025-04-17T15:22:02Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657648997,56,Back,5657649021,233,31,5657648999,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145149,31,6,1,1,55,aljua8crr0vkwit0j3m59jw9j,1,89.8,59.2,2025-04-17T12:04:03.691Z,2025-04-17T12:29:49Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657648961,73,,5657649015,233,26,5657648959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145281,32,1,1,2,45,aljua8crr0vkwit0j3m59jw9j,1,99.5,99.5,2025-04-17T12:04:52.907Z,2025-04-17T15:22:09Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5657649719,140,89.1,5657649715,224,,5657875613,72,,5657649723,212,49.5,5657649717,56,Center,5657649721,141,28.5,5657649713,155,,5657649709,2,,5657649727,1,,5657649711,6,5657649725,213,4.49,,,,,,,,,,,,,,,,,,,,,
2802145283,33,1,1,2,48,aljua8crr0vkwit0j3m59jw9j,0,89.3,28.5,2025-04-17T12:04:56.548Z,2025-04-17T13:03:07Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5657649733,56,Center,5657649739,212,10.1,5657649741,213,1.48,5657649731,3,,5657649735,140,90.2,5657649737,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145285,28,12,1,2,49,anga7587r1zv4ey71ge9zxol3,1,8.5,57.5,2025-04-17T12:04:57.254Z,2025-04-17T15:22:35Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5657649757,141,61.1,5657649761,213,0.21,5657649759,212,11.8,5657649753,56,Back,5657649765,15,,5657649755,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
