id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2740235373,28,50,1,0,30,59as3grjvj19voay31j3yfgni,1,57.6,5.0,2024-10-27T17:01:59.994Z,2024-10-27T17:05:05Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,5319859913,286,,5319859911,56,Right,5319866727,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234181,7,7,1,0,30,5rz9enoyknpg8ji78za5b82p0,1,42.4,95.0,2024-10-27T17:01:59.995Z,2024-10-27T17:05:04Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319866667,233,28,5319866649,285,,5319866975,167,,5319853043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234161,7,43,1,0,31,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-10-27T17:02:01.337Z,2024-10-27T17:03:46Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319860259,144,1,5319852907,3,0,5319852927,141,7.1,5319852923,140,53.2,5319852913,168,0,5319852919,56,Right,5319852931,212,14.5,5319852933,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234215,9,43,1,0,33,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-27T17:02:03.370Z,2024-10-27T17:04:58Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319866357,144,8,5319853251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234225,8,5,1,0,34,59as3grjvj19voay31j3yfgni,1,50.8,-1.8,2024-10-27T17:02:04.443Z,2024-10-27T17:24:49Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319853343,233,8,5319853269,56,Right,5319853271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234189,8,5,1,0,34,5rz9enoyknpg8ji78za5b82p0,0,49.2,101.8,2024-10-27T17:02:04.443Z,2024-10-27T17:02:10Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319853073,347,,5319853071,56,Back,5319853353,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234325,9,1,1,0,43,59as3grjvj19voay31j3yfgni,1,46.5,0.0,2024-10-27T17:02:12.921Z,2024-10-27T17:02:15Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,5319853919,212,16.0,5319853915,140,37.9,5319853907,107,,5319853917,141,17.8,5319853911,56,Back,5319853921,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234383,10,1,1,0,45,59as3grjvj19voay31j3yfgni,1,36.5,23.3,2024-10-27T17:02:14.888Z,2024-10-27T17:02:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,5319854237,1,,5319854219,56,Back,5319854233,213,1.83,5319854229,212,35.9,5319854225,141,74.3,5319854221,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234403,11,1,1,0,49,59as3grjvj19voay31j3yfgni,0,27.8,74.3,2024-10-27T17:02:18.952Z,2024-10-27T17:02:19Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319854301,157,,5319854303,56,Center,5319854307,141,28.1,5319854309,212,51.7,5319854311,213,5.63,5319854313,1,,5319854305,140,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234441,10,1,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,31.2,72.3,2024-10-27T17:02:21.131Z,2024-10-27T17:02:23Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319854539,157,,5319854545,141,49.6,5319854541,56,Center,5319854543,140,55.1,5319854547,212,29.5,5319854549,213,5.73,5319854551,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234453,11,61,1,0,52,5rz9enoyknpg8ji78za5b82p0,0,55.9,49.9,2024-10-27T17:02:22.163Z,2024-10-27T17:57:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5319854611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234467,12,1,1,0,53,59as3grjvj19voay31j3yfgni,1,45.5,56.1,2024-10-27T17:02:22.728Z,2024-10-27T17:02:24Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5319854697,141,37.6,5319854699,212,18.9,5319854695,140,32.1,5319854693,56,Back,5319854701,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234523,13,1,1,0,54,59as3grjvj19voay31j3yfgni,1,32.1,37.6,2024-10-27T17:02:24.041Z,2024-10-27T17:02:28Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5319854985,56,Back,5319854991,212,8.5,5319854989,141,25.4,5319854987,140,33.9,5319854993,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234547,14,1,1,0,58,59as3grjvj19voay31j3yfgni,1,33.9,23.8,2024-10-27T17:02:27.961Z,2024-10-27T17:02:30Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,5319855137,213,6.08,5319855131,140,58.9,5319855133,141,15.7,5319855135,212,26.8,5319855129,56,Right,5319855127,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234553,15,44,1,0,59,59as3grjvj19voay31j3yfgni,1,64.8,12.2,2024-10-27T17:02:28.906Z,2024-10-27T17:58:52Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5319855187,286,,5319855185,56,Right,5319855201,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234531,12,44,1,0,59,5rz9enoyknpg8ji78za5b82p0,0,35.2,87.8,2024-10-27T17:02:28.907Z,2024-10-27T17:25:05Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5319855039,285,,5319855037,56,Back,5319855215,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234577,16,1,1,1,0,59as3grjvj19voay31j3yfgni,1,58.9,15.7,2024-10-27T17:02:30.249Z,2024-10-27T17:58:53Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5319855381,212,11.1,5319855383,213,0.09,5319855379,141,17.2,5319855375,56,Right,5319855377,140,69.4,5319855373,168,,5319855371,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234587,17,1,1,1,4,59as3grjvj19voay31j3yfgni,0,74.7,29.5,2024-10-27T17:02:33.748Z,2024-10-27T17:59:07Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319855413,212,14.6,5319855411,141,50.7,5319855409,140,72.3,5319855415,213,1.74,5319855407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234585,13,8,1,1,4,5rz9enoyknpg8ji78za5b82p0,1,23.7,60.6,2024-10-27T17:02:34.363Z,2024-10-27T17:02:34Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5319855405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234613,14,1,1,1,5,5rz9enoyknpg8ji78za5b82p0,1,20.3,64.5,2024-10-27T17:02:35.691Z,2024-10-27T17:02:36Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319855551,140,24.4,5319855553,141,58.8,5319855557,213,5.55,5319855549,56,Back,5319855555,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234625,16,4,1,1,8,5rz9enoyknpg8ji78za5b82p0,1,28.0,60.7,2024-10-27T17:02:38.284Z,2024-10-27T17:24:55Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5319855939,233,18,5319855631,152,,5319855633,265,,5319855629,56,Back,5319855627,13,,5319855635,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234667,18,4,1,1,8,59as3grjvj19voay31j3yfgni,0,72.0,39.3,2024-10-27T17:02:38.285Z,2024-10-27T17:24:55Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319855895,265,,5319855889,13,,5319855955,233,16,5319855897,286,,5319855893,152,,5319855891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234825,17,1,1,1,23,5rz9enoyknpg8ji78za5b82p0,1,26.4,61.1,2024-10-27T17:02:53.388Z,2024-10-27T17:02:55Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319856755,5,,5319856761,140,34.2,5319856763,141,85.0,5319856767,213,1.10,5319856757,152,,5319856759,56,Back,5319856765,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234851,18,1,1,1,25,5rz9enoyknpg8ji78za5b82p0,1,37.1,80.8,2024-10-27T17:02:55.596Z,2024-10-27T17:02:58Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5319856899,141,51.9,5319856895,56,Back,5319856897,140,30.3,5319856901,212,20.9,5319856903,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234877,19,1,1,1,28,5rz9enoyknpg8ji78za5b82p0,1,28.7,49.6,2024-10-27T17:02:57.964Z,2024-10-27T17:03:01Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319857083,56,Back,5319857087,141,23.0,5319857089,212,18.1,5319857091,213,4.70,5319857085,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234913,20,1,1,1,31,5rz9enoyknpg8ji78za5b82p0,0,29.2,15.8,2024-10-27T17:03:01.276Z,2024-10-27T17:03:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5319857287,141,16.1,5319857289,212,58.9,5319857281,155,,5319857283,56,Right,5319857293,1,,5319857291,213,0.00,5319857285,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234937,20,1,1,1,36,59as3grjvj19voay31j3yfgni,1,14.4,83.1,2024-10-27T17:03:06.058Z,2024-10-27T17:03:07Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5319857405,213,3.96,5319857401,141,64.8,5319857403,212,17.0,5319857399,140,3.4,5319857397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234983,21,1,1,1,37,59as3grjvj19voay31j3yfgni,0,3.4,65.4,2024-10-27T17:03:07.402Z,2024-10-27T17:03:11Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5319857655,141,64.4,5319857661,1,,5319857653,140,45.8,5319857651,56,Back,5319857659,213,6.27,5319857657,212,44.5,5319857649,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234997,21,44,1,1,40,5rz9enoyknpg8ji78za5b82p0,1,50.6,38.0,2024-10-27T17:03:10.685Z,2024-10-27T17:25:06Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319857869,286,,5319857767,233,22,5319857701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740234989,22,44,1,1,40,59as3grjvj19voay31j3yfgni,0,49.4,62.0,2024-10-27T17:03:10.686Z,2024-10-27T17:25:06Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,5319857687,56,Back,5319857811,233,21,5319981475,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235031,22,1,1,1,41,5rz9enoyknpg8ji78za5b82p0,0,44.5,42.1,2024-10-27T17:03:11.005Z,2024-10-27T17:03:12Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319857887,141,22.4,5319857889,212,27.5,5319857881,3,,5319857883,56,Center,5319857885,140,67.4,5319857891,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235093,23,1,1,1,45,59as3grjvj19voay31j3yfgni,1,32.7,72.5,2024-10-27T17:03:15.642Z,2024-10-27T17:03:17Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319858265,140,53.3,5319858273,1,,5319858267,141,43.0,5319858269,212,29.5,5319858271,213,5.54,5319858261,157,,5319858263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235103,24,1,1,1,47,59as3grjvj19voay31j3yfgni,0,53.5,43.3,2024-10-27T17:03:17.258Z,2024-10-27T17:03:18Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319858331,213,5.33,5319858323,56,Center,5319858321,3,,5319858325,140,59.9,5319858329,212,11.7,5319858327,141,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235171,24,1,1,1,54,5rz9enoyknpg8ji78za5b82p0,0,62.3,91.5,2024-10-27T17:03:24.333Z,2024-10-27T17:03:25Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319858803,213,0.18,5319858801,212,12.5,5319858793,56,Left,5319858797,141,94.8,5319858795,140,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235213,25,43,1,1,58,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-10-27T17:03:27.871Z,2024-10-27T17:59:48Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,5319859013,56,Back,5320166891,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235217,26,50,1,1,58,59as3grjvj19voay31j3yfgni,1,25.5,5.1,2024-10-27T17:03:27.901Z,2024-10-27T17:25:00Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,5319859037,56,Back,5319859039,285,,5319859131,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235223,25,7,1,1,58,5rz9enoyknpg8ji78za5b82p0,1,74.5,94.9,2024-10-27T17:03:27.902Z,2024-10-27T17:25:00Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5319859105,233,26,5319859067,56,Left,5319859069,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235233,27,50,1,1,59,5rz9enoyknpg8ji78za5b82p0,1,74.9,94.1,2024-10-27T17:03:29.194Z,2024-10-27T17:03:32Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5319859141,233,27,5319859085,56,Left,5319859087,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235227,27,7,1,1,59,59as3grjvj19voay31j3yfgni,0,25.1,5.9,2024-10-27T17:03:29.195Z,2024-10-27T18:00:27Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,5319859079,285,,5319859077,56,Back,5319859283,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235305,28,1,1,2,1,5rz9enoyknpg8ji78za5b82p0,1,65.2,96.9,2024-10-27T17:03:31.453Z,2024-10-27T17:03:34Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319859501,213,4.48,5319859497,141,69.1,5319859499,212,19.4,5319859495,140,61.0,5319859493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235339,29,1,1,2,4,5rz9enoyknpg8ji78za5b82p0,1,60.5,68.8,2024-10-27T17:03:34.509Z,2024-10-27T17:08:06Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319859697,140,59.9,5319859695,56,Center,5319859699,141,53.6,5319859703,213,4.65,5319859701,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235369,30,1,1,2,9,5rz9enoyknpg8ji78za5b82p0,1,61.6,46.3,2024-10-27T17:03:39.358Z,2024-10-27T17:08:10Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5319859893,213,5.03,5319859887,140,70.5,5319859885,56,Right,5319859891,212,30.4,5319859889,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235425,31,1,1,2,12,5rz9enoyknpg8ji78za5b82p0,1,74.0,2.6,2024-10-27T17:03:42.573Z,2024-10-27T17:03:46Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5319860209,212,13.5,5319860205,141,7.6,5319860201,140,61.6,5319860211,213,2.89,5319860199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235443,32,1,1,2,16,5rz9enoyknpg8ji78za5b82p0,1,61.6,7.6,2024-10-27T17:03:45.965Z,2024-10-27T17:03:47Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5319860325,56,Right,5319860331,141,5.8,5319860329,140,77.8,5319860335,212,17.1,5319860341,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740235463,33,1,1,2,17,5rz9enoyknpg8ji78za5b82p0,1,74.8,4.4,2024-10-27T17:03:47.453Z,2024-10-27T17:03:49Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5319860429,213,2.13,5319860425,141,20.1,5319860427,212,12.6,5319860423,140,68.4,5319860421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
