id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/15/value
2793675443,4,44,1,0,18,5rz9enoyknpg8ji78za5b82p0,1,56.6,49.8,2025-03-30T14:00:56.996Z,2025-03-30T14:26:33Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,5610900479,286,,5610900477,56,Center,5610900525,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675447,8,44,1,0,18,77tfx9me4aaqhzv78bmgsy9bg,0,43.4,50.2,2025-03-30T14:00:56.997Z,2025-03-30T14:34:22Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5610900495,285,,5610900537,233,4,5610900493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675463,5,1,1,0,19,5rz9enoyknpg8ji78za5b82p0,0,56.2,57.2,2025-03-30T14:00:57.262Z,2025-03-30T14:00:59Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,5610900597,141,55.2,5610900595,140,55.5,5610900599,212,1.5,5610900591,3,,5610900593,56,Center,5610900601,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675467,6,83,1,0,21,5rz9enoyknpg8ji78za5b82p0,0,58.1,51.6,2025-03-30T14:00:59.590Z,2025-03-30T14:01:05Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5610901195,399,ayistjficdvpd0v10681qf578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675525,9,1,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,1,38.3,49.3,2025-03-30T14:01:01.408Z,2025-03-30T14:01:04Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,5610901033,140,15.6,5610901031,56,Back,5610901035,141,53.4,5610901039,213,3.03,5610901037,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675573,10,1,1,0,26,77tfx9me4aaqhzv78bmgsy9bg,1,14.7,53.6,2025-03-30T14:01:04.208Z,2025-03-30T14:01:06Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5610901287,212,29.0,5610901281,56,Back,5610901289,213,4.90,5610901285,141,11.7,5610901283,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675595,11,1,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,1,23.6,8.9,2025-03-30T14:01:06.337Z,2025-03-30T14:01:07Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5610901413,56,Back,5610901431,213,6.18,5610901417,140,35.0,5610901429,212,12.0,5610901423,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675607,12,1,1,0,29,77tfx9me4aaqhzv78bmgsy9bg,1,35.0,7.1,2025-03-30T14:01:07.840Z,2025-03-30T14:01:09Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5610901477,212,10.2,5610901473,140,26.0,5610901491,156,,5610901471,56,Back,5610901475,141,12.6,5610901479,213,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675641,13,1,1,0,31,77tfx9me4aaqhzv78bmgsy9bg,1,26.0,12.6,2025-03-30T14:01:09.344Z,2025-03-30T14:01:10Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5610901681,141,17.7,5610901677,56,Back,5610901685,213,0.62,5610901679,140,30.6,5610901683,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675683,14,1,1,0,32,77tfx9me4aaqhzv78bmgsy9bg,1,30.8,15.3,2025-03-30T14:01:10.608Z,2025-03-30T14:01:12Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5610901869,141,17.3,5610901877,213,0.19,5610901865,140,37.5,5610901873,212,7.2,5610901861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675715,15,61,1,0,33,77tfx9me4aaqhzv78bmgsy9bg,1,36.6,19.2,2025-03-30T14:01:11.888Z,2025-03-30T19:05:50Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5610902021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675727,16,1,1,0,34,77tfx9me4aaqhzv78bmgsy9bg,1,31.7,29.4,2025-03-30T14:01:12.785Z,2025-03-30T14:01:14Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5610902103,56,Back,5610902109,212,18.8,5610902105,140,35.1,5610902111,213,1.38,5610902107,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675769,17,1,1,0,36,77tfx9me4aaqhzv78bmgsy9bg,1,38.9,64.5,2025-03-30T14:01:14.560Z,2025-03-30T14:53:46Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5610902307,141,88.9,5610902303,56,Back,5610902305,140,44.1,5610902311,213,1.25,5610902309,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675915,18,1,1,0,38,77tfx9me4aaqhzv78bmgsy9bg,1,43.5,87.1,2025-03-30T14:01:17.008Z,2025-03-30T14:01:24Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5610903123,140,41.5,5610903121,56,Back,5610903129,213,4.53,5610903125,141,70.8,5610903127,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793742259,563,1,1,0,43,77tfx9me4aaqhzv78bmgsy9bg,1,44.7,70.2,2025-03-30T14:01:21.185Z,2025-03-30T14:53:29Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611267537,141,63.3,5611267541,213,4.51,5611267533,56,Back,5611267539,212,4.8,5611267535,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793742525,564,1,1,0,44,77tfx9me4aaqhzv78bmgsy9bg,1,43.8,63.9,2025-03-30T14:01:22.185Z,2025-03-30T14:53:45Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5611268869,56,Back,5611268877,213,3.08,5611268875,212,7.5,5611268871,140,36.7,5611268873,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675931,19,43,1,0,46,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-03-30T14:01:24.865Z,2025-03-30T14:53:41Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611268613,144,1,5610903217,56,Back,5610903219,140,36.8,5610903223,212,18.5,5610903221,141,41.5,5610903225,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675963,20,1,1,0,47,77tfx9me4aaqhzv78bmgsy9bg,1,35.3,65.0,2025-03-30T14:01:25.737Z,2025-03-30T14:54:00Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5610903387,212,31.9,5610903383,140,39.6,5610903385,141,18.6,5610903389,213,4.85,5610903381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793675991,21,1,1,0,50,77tfx9me4aaqhzv78bmgsy9bg,1,43.6,24.6,2025-03-30T14:01:28.497Z,2025-03-30T14:01:30Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5610903559,56,Right,5610903567,213,5.48,5610903565,212,15.8,5610903561,140,54.1,5610903563,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676003,7,83,1,0,52,5rz9enoyknpg8ji78za5b82p0,0,56.7,90.5,2025-03-30T14:01:30.195Z,2025-03-30T19:06:10Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5610904053,399,5uqf7a0y0fd1hf2rrmgx11tuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676013,22,1,1,0,52,77tfx9me4aaqhzv78bmgsy9bg,1,49.3,6.4,2025-03-30T14:01:30.369Z,2025-03-30T14:01:32Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5610903667,56,Back,5610903675,213,3.06,5610903671,141,8.0,5610903673,212,12.8,5610903669,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676081,23,1,1,0,54,77tfx9me4aaqhzv78bmgsy9bg,1,34.8,8.8,2025-03-30T14:01:32.257Z,2025-03-30T19:06:17Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5610904017,56,Back,5610904025,141,36.4,5610904029,212,24.9,5610904031,213,2.29,5610904021,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676161,24,1,1,0,59,77tfx9me4aaqhzv78bmgsy9bg,1,16.6,45.7,2025-03-30T14:01:37.217Z,2025-03-30T14:01:41Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5610904473,212,16.5,5610904475,213,2.39,5610904467,56,Back,5610904471,141,62.3,5610904469,140,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676187,25,1,1,1,2,77tfx9me4aaqhzv78bmgsy9bg,0,5.2,70.6,2025-03-30T14:01:40.913Z,2025-03-30T14:01:43Z,9h6c9ue598hllcri39erjitqs,W. Lykke,,5610904607,140,59.0,5610904617,1,,5610904613,213,0.03,5610904603,157,,5610904611,212,56.5,5610904605,56,Center,5610904609,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676223,8,1,1,1,5,5rz9enoyknpg8ji78za5b82p0,0,30.6,32.2,2025-03-30T14:01:43.796Z,2025-03-30T14:01:52Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5610904767,141,36.6,5610904763,56,Center,5610904771,213,0.13,5610905203,3,,5610904765,140,52.0,5610904769,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676279,26,1,1,1,8,77tfx9me4aaqhzv78bmgsy9bg,1,53.1,69.7,2025-03-30T14:01:46.977Z,2025-03-30T14:01:49Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5610905107,213,0.95,5610905095,56,Left,5610905097,140,62.4,5610905105,212,16.7,5610905101,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676317,27,1,1,1,11,77tfx9me4aaqhzv78bmgsy9bg,1,62.3,83.6,2025-03-30T14:01:49.601Z,2025-03-30T14:01:51Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,5610905321,212,10.9,5610905307,56,Center,5610905323,213,4.38,5610905319,141,68.4,5610905315,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676399,28,1,1,1,13,77tfx9me4aaqhzv78bmgsy9bg,1,68.8,62.7,2025-03-30T14:01:51.441Z,2025-03-30T14:01:55Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5610905737,140,71.3,5610905741,212,5.8,5610905743,213,1.10,5610905739,141,70.3,5610905735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676403,29,50,1,1,16,77tfx9me4aaqhzv78bmgsy9bg,1,67.6,62.6,2025-03-30T14:01:54.763Z,2025-03-30T14:26:31Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5610905765,56,Center,5610905767,286,,5610905829,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676391,9,7,1,1,16,5rz9enoyknpg8ji78za5b82p0,0,32.4,37.4,2025-03-30T14:01:54.764Z,2025-03-30T19:06:42Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5610905705,56,Back,5612497791,178,,5610905797,233,29,5612497789,385,,5610905707,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793744219,565,1,1,1,18,77tfx9me4aaqhzv78bmgsy9bg,1,69.1,63.0,2025-03-30T14:01:56.185Z,2025-03-30T14:55:26Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611278239,212,16.6,5611278235,140,64.7,5611278241,213,4.43,5611278233,56,Center,5611278237,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676465,30,1,1,1,19,77tfx9me4aaqhzv78bmgsy9bg,1,66.7,36.9,2025-03-30T14:01:57.842Z,2025-03-30T14:01:59Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5610906113,140,74.9,5610906121,212,20.3,5610906125,213,5.15,5610906109,56,Right,5610906117,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676533,31,1,1,1,21,77tfx9me4aaqhzv78bmgsy9bg,1,74.0,12.2,2025-03-30T14:01:59.426Z,2025-03-30T14:02:02Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5610906459,212,21.4,5610906455,140,57.0,5610906453,56,Center,5610906461,213,2.56,5610906457,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676643,32,1,1,1,24,77tfx9me4aaqhzv78bmgsy9bg,1,54.3,33.1,2025-03-30T14:02:02.610Z,2025-03-30T14:02:08Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5610907047,141,65.1,5610907051,213,1.67,5610907043,56,Center,5610907045,140,52.2,5610907049,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676695,33,1,1,1,30,77tfx9me4aaqhzv78bmgsy9bg,1,48.9,65.2,2025-03-30T14:02:08.594Z,2025-03-30T14:02:11Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5610907317,213,5.14,5610907313,141,27.9,5610907315,212,27.8,5610907309,56,Center,5610907311,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676803,34,1,1,1,33,77tfx9me4aaqhzv78bmgsy9bg,0,66.2,25.0,2025-03-30T14:02:11.554Z,2025-03-30T14:02:18Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5610907891,212,57.8,5610907895,1,,5610907887,140,97.6,5610907893,213,0.96,5610907883,196,,5610907889,141,94.8,5610907885,56,Left,5610907881,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676865,11,1,1,1,40,5rz9enoyknpg8ji78za5b82p0,0,4.5,8.0,2025-03-30T14:02:19.009Z,2025-03-30T14:02:22Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5610908197,1,,5610908189,140,31.4,5610908185,157,,5610908193,212,28.9,5610908191,141,16.8,5610908187,56,Back,5610908195,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676919,36,1,1,1,46,77tfx9me4aaqhzv78bmgsy9bg,0,63.0,91.2,2025-03-30T14:02:24.306Z,2025-03-30T14:02:25Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5610908489,140,67.2,5610908493,212,4.6,5610908491,141,92.9,5610908495,213,0.26,5610908487,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676925,12,1,1,1,47,5rz9enoyknpg8ji78za5b82p0,1,30.8,10.6,2025-03-30T14:02:25.259Z,2025-03-30T14:02:25Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,5610908543,213,6.22,5610908535,56,Back,5610908539,141,10.3,5610908541,212,3.3,5610908537,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676953,13,1,1,1,47,5rz9enoyknpg8ji78za5b82p0,1,33.9,10.3,2025-03-30T14:02:25.852Z,2025-03-30T14:02:27Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5610908651,212,2.3,5610908647,140,32.0,5610908653,213,3.69,5610908645,56,Back,5610908649,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793676999,15,1,1,1,49,5rz9enoyknpg8ji78za5b82p0,1,32.2,8.5,2025-03-30T14:02:27.430Z,2025-03-30T14:02:29Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,5610908917,213,0.66,5610908913,141,14.4,5610908915,212,6.5,5610908911,140,37.1,5610908909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793677153,16,1,1,1,51,5rz9enoyknpg8ji78za5b82p0,1,36.8,15.5,2025-03-30T14:02:29.399Z,2025-03-30T14:02:37Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5610909751,140,34.6,5610909747,155,,5610909759,1,,5610909755,212,37.5,5610909753,141,70.6,5610909749,56,Back,5610909757,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793677189,17,1,1,1,59,5rz9enoyknpg8ji78za5b82p0,1,61.9,78.7,2025-03-30T14:02:37.696Z,2025-03-30T14:02:39Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5610909993,213,1.05,5610909987,140,66.2,5610909991,212,9.0,5610909985,56,Left,5610909989,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
