id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value
2754011951,9,1,1,0,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.9,25.7,2024-12-01T13:01:49.889Z,2024-12-01T13:01:51Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5394995587,141,26.3,5394995583,56,Center,5394995589,212,26.0,5394995591,213,0.02,5394995585,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754011969,10,1,1,0,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.7,24.6,2024-12-01T13:01:51.249Z,2024-12-01T13:01:53Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5394995711,56,Right,5394995719,213,5.65,5394995713,140,81.8,5394995717,212,21.0,5394995715,141,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012003,11,1,1,0,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,85.0,6.7,2024-12-01T13:01:53.441Z,2024-12-01T13:01:55Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5394995887,141,10.7,5394995883,56,Right,5394995889,212,10.3,5394995891,213,0.27,5394995885,140,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012045,12,1,1,0,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,94.5,10.7,2024-12-01T13:01:55.841Z,2024-12-01T13:02:00Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5394996111,56,Right,5394996115,141,19.6,5394996117,212,6.6,5394996113,140,97.0,5394996119,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012051,13,1,1,0,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.4,19.7,2024-12-01T13:01:58.959Z,2024-12-01T17:57:22Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5394996151,213,1.81,5394996145,140,97.0,5394996149,212,1.8,5394996147,141,22.2,5394996143,56,Center,5396657091,225,,5394996153,236,,5394996157,233,3,5396657095,20,5394996135,2,5394996161,286,5396657093,386,,,,,,,,,,,,,,,,,,,,,,,
2754012025,3,12,1,0,25,cftj6g399tknheudaxsdpfdgb,1,2.5,77.5,2024-12-01T13:01:59.059Z,2024-12-01T13:02:01Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5394996167,233,13,5394996025,185,,5394996027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012053,4,6,1,0,27,cftj6g399tknheudaxsdpfdgb,0,2.8,77.6,2024-12-01T13:02:00.419Z,2024-12-01T17:57:26Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5394996185,56,Back,5394996187,73,,5394996337,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012063,14,6,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,97.2,22.4,2024-12-01T13:02:00.419Z,2024-12-01T13:10:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5394996313,75,,5394996319,233,4,5394996311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012541,15,1,1,1,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.5,0.5,2024-12-01T13:02:34.418Z,2024-12-01T17:57:38Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,1.0,,5394998463,2,,5394998465,6,,5396657993,20,,5395009327,210,13,5395009329,154,,5394998477,212,30.7,5394998479,213,1.75,5394998469,224,,5394998467,155,5394998471,56,5394998475,141,5394998473,140,Center,45.0,94.3,,,,,,,,,,,,,,,,,,,,
2754012581,17,13,1,1,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.2,51.2,2024-12-01T13:02:39.779Z,2024-12-01T13:09:47Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5395012989,72,,5395009349,146,95.2,5395009347,391,,5394998689,17,,5395009353,230,97.8,5395009335,154,,5395009341,102,38.0,5395009351,147,49.1,5395009343,103,5395009337,55,5394998691,56,5395009333,29,15,Center,,5.6,5395008857,153,5395009355,231,50.5,5395008849,25,5395009345,328,5395009331,75,,,,,,,,
2754012543,16,61,1,1,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,94.3,45.0,2024-12-01T13:02:39.934Z,2024-12-01T18:06:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5394998483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012545,5,12,1,1,6,cftj6g399tknheudaxsdpfdgb,1,5.0,48.1,2024-12-01T13:02:39.991Z,2024-12-01T18:06:21Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5395009823,213,2.42,5395009817,140,1.7,5395009821,212,4.6,5395009819,141,52.6,5394998485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012567,6,52,1,1,8,cftj6g399tknheudaxsdpfdgb,1,3.5,50.5,2024-12-01T13:02:41.331Z,2024-12-01T18:05:29Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5396682691,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012605,7,1,1,1,10,cftj6g399tknheudaxsdpfdgb,1,3.9,49.7,2024-12-01T13:02:43.364Z,2024-12-01T13:05:33Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5394998809,123,,5394998815,141,92.1,5394998819,213,0.67,5394998821,1,,5394998817,212,46.3,5394998813,140,38.4,5394998811,56,Back,5394998833,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012653,8,3,1,1,13,cftj6g399tknheudaxsdpfdgb,1,40.6,83.0,2024-12-01T13:02:46.468Z,2024-12-01T18:05:36Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5394999093,56,Back,5394999183,233,18,5394999095,286,,5396683287,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012635,18,45,1,1,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,59.4,17.0,2024-12-01T13:02:46.468Z,2024-12-01T13:02:51Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5394999009,285,,5394999193,233,8,5394999007,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012667,9,43,1,1,14,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-12-01T13:02:47.732Z,2024-12-01T13:02:52Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5394999179,56,Back,5394999339,144,3,5394999181,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012693,10,43,1,1,15,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-12-01T13:02:48.820Z,2024-12-01T13:02:55Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5394999455,144,61,5394999271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012695,11,4,1,1,16,cftj6g399tknheudaxsdpfdgb,1,39.4,84.8,2024-12-01T13:02:49.489Z,2024-12-01T13:02:55Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5394999327,295,,5394999331,152,,5394999323,13,,5394999329,56,Back,5394999343,233,19,5394999333,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012681,19,4,1,1,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.6,15.2,2024-12-01T13:02:49.490Z,2024-12-01T13:02:55Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5394999301,56,Right,5394999305,285,,5394999349,233,11,5394999303,152,,5394999297,13,,5394999299,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012931,12,1,1,1,35,cftj6g399tknheudaxsdpfdgb,1,45.8,82.0,2024-12-01T13:03:08.302Z,2024-12-01T18:06:31Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5395000545,56,Back,5395000551,212,14.0,5396687219,189,,5395000549,141,66.1,5395000543,152,,5395000547,140,37.4,5395000553,213,4.03,5395000541,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012981,13,1,1,1,36,cftj6g399tknheudaxsdpfdgb,1,37.1,65.6,2024-12-01T13:03:09.332Z,2024-12-01T13:03:12Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395000765,56,Center,5395000771,212,17.6,5395000773,213,0.01,5395000769,141,65.9,5395000767,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754012999,14,1,1,1,38,cftj6g399tknheudaxsdpfdgb,1,48.6,72.7,2024-12-01T13:03:11.941Z,2024-12-01T13:03:14Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5395000861,141,91.0,5395000859,140,52.6,5395000857,56,Left,5395000863,212,13.1,5395000865,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013033,15,1,1,1,41,cftj6g399tknheudaxsdpfdgb,1,45.9,82.0,2024-12-01T13:03:14.293Z,2024-12-01T13:03:17Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5395001053,212,19.7,5395001055,213,3.55,5395001051,141,70.4,5395001047,56,Back,5395001049,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013059,16,1,1,1,43,cftj6g399tknheudaxsdpfdgb,1,26.4,66.7,2024-12-01T13:03:17.172Z,2024-12-01T13:03:20Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395001125,212,26.6,5395001127,213,4.61,5395001123,141,27.8,5395001119,56,Back,5395001121,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013109,17,1,1,1,46,cftj6g399tknheudaxsdpfdgb,1,25.5,23.8,2024-12-01T13:03:19.941Z,2024-12-01T13:03:25Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5395001425,212,20.2,5395001417,56,Back,5395001419,140,38.4,5395001423,141,1.8,5395001427,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013137,18,1,1,1,51,cftj6g399tknheudaxsdpfdgb,1,34.7,6.4,2024-12-01T13:03:24.933Z,2024-12-01T13:03:28Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5395001575,212,15.8,5395001569,56,Back,5395001571,140,24.3,5395001577,213,2.34,5395001573,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013191,19,1,1,1,54,cftj6g399tknheudaxsdpfdgb,1,24.3,25.4,2024-12-01T13:03:28.005Z,2024-12-01T13:03:31Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5395001849,212,22.3,5395001847,141,57.5,5395001843,56,Back,5395001845,140,28.8,5395001851,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013281,20,1,1,1,58,cftj6g399tknheudaxsdpfdgb,1,34.6,62.8,2024-12-01T13:03:31.606Z,2024-12-01T13:03:38Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395002255,212,16.5,5395002249,56,Back,5395002251,140,49.5,5395002253,141,55.3,5395002257,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754322889,844,3,1,2,1,cftj6g399tknheudaxsdpfdgb,0,52.4,53.9,2024-12-01T13:03:34.677Z,2024-12-01T18:07:18Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5396690203,286,,5396690207,467,effgiwtme6eu08o1ninlnqqqd,5396690201,56,Center,5396690205,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013283,21,4,1,2,3,cftj6g399tknheudaxsdpfdgb,1,53.4,52.6,2024-12-01T13:03:36.642Z,2024-12-01T13:10:15Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5395002267,13,,5395002337,233,20,5395002271,56,Center,5395002275,265,,5395002277,286,,5395002273,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013275,20,4,1,2,3,9w3sjm5ml4sjr2v81oxzdrt8v,0,46.6,47.4,2024-12-01T13:03:36.643Z,2024-12-01T13:10:15Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5395002379,233,21,5395002315,56,Back,5395002313,13,,5395002321,285,,5395002317,152,,5395002319,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015293,44,1,1,2,11,cftj6g399tknheudaxsdpfdgb,1,55.0,56.0,2024-12-01T13:03:44.715Z,2024-12-01T13:06:40Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5395013595,141,74.2,5395013599,212,14.4,5395013589,56,Back,5395013795,5,,5395013603,213,2.11,5395013891,189,,5395013591,140,48.0,5395013797,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013409,22,1,1,2,14,cftj6g399tknheudaxsdpfdgb,1,46.2,65.6,2024-12-01T13:03:47.253Z,2024-12-01T13:06:38Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5395003011,140,55.7,5395003013,141,84.3,5395003017,213,0.91,5395003009,56,Left,5395003015,212,16.2,5395005049,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013425,23,1,1,2,15,cftj6g399tknheudaxsdpfdgb,1,56.0,84.0,2024-12-01T13:03:48.614Z,2024-12-01T13:03:49Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5395003089,140,46.3,5395003087,56,Back,5395003091,141,79.9,5395003095,213,3.41,5395003093,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013453,24,1,1,2,16,cftj6g399tknheudaxsdpfdgb,1,46.3,79.9,2024-12-01T13:03:49.798Z,2024-12-01T13:03:51Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5395003237,213,4.05,5395003233,141,57.1,5395003229,56,Back,5395003231,140,34.7,5395003235,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013525,25,1,1,2,18,cftj6g399tknheudaxsdpfdgb,1,35.3,59.6,2024-12-01T13:03:51.605Z,2024-12-01T13:03:56Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395003559,56,Back,5395003565,212,27.4,5395003563,141,20.1,5395003567,213,4.91,5395003561,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013567,26,1,1,2,23,cftj6g399tknheudaxsdpfdgb,1,53.7,11.5,2024-12-01T13:03:56.359Z,2024-12-01T13:03:59Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5395003761,212,15.4,5395003755,56,Right,5395003757,140,67.0,5395003759,141,1.9,5395003763,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013607,27,1,1,2,25,cftj6g399tknheudaxsdpfdgb,1,66.4,1.7000000000000002,2024-12-01T13:03:59.062Z,2024-12-01T13:04:03Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5395003981,56,Back,5395003995,213,2.50,5395003987,141,24.6,5395003985,140,46.6,5395003991,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013647,28,1,1,2,30,cftj6g399tknheudaxsdpfdgb,1,45.5,27.0,2024-12-01T13:04:04.119Z,2024-12-01T13:04:06Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5395004233,212,21.0,5395004227,56,Back,5395004229,140,36.7,5395004235,213,2.03,5395004231,141,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013673,29,1,1,2,33,cftj6g399tknheudaxsdpfdgb,1,36.5,58.0,2024-12-01T13:04:06.695Z,2024-12-01T13:04:08Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395004387,140,40.1,5395004389,141,43.1,5395004391,212,10.8,5395004385,56,Back,5395004393,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013707,30,1,1,2,35,cftj6g399tknheudaxsdpfdgb,1,40.1,43.1,2024-12-01T13:04:08.790Z,2024-12-01T13:04:12Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5395004567,140,36.3,5395004569,141,64.1,5395004573,213,1.84,5395004571,212,14.8,5395004565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013733,31,1,1,2,38,cftj6g399tknheudaxsdpfdgb,1,36.4,71.5,2024-12-01T13:04:11.895Z,2024-12-01T13:04:14Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395004707,141,91.8,5395004703,56,Back,5395004709,212,14.2,5395004705,140,39.7,5395004711,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013759,32,1,1,2,41,cftj6g399tknheudaxsdpfdgb,1,41.3,81.6,2024-12-01T13:04:14.775Z,2024-12-01T13:04:16Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5395004865,141,81.3,5395004863,140,29.7,5395004869,212,12.2,5395004873,213,3.16,5395004861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013789,33,1,1,2,42,cftj6g399tknheudaxsdpfdgb,1,29.7,81.3,2024-12-01T13:04:16.055Z,2024-12-01T13:04:19Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5395005037,213,4.82,5395005021,56,Back,5395005029,141,49.8,5395005025,140,32.0,5395005035,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754013913,34,1,1,2,48,cftj6g399tknheudaxsdpfdgb,1,40.5,25.8,2024-12-01T13:04:21.543Z,2024-12-01T13:04:27Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5395005635,140,57.9,5395005641,213,5.59,5395005637,141,3.6,5395005633,56,Right,5395005639,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
