id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2786268155,6,1,1,0,12,b3r6d8ydtmtjckam6pku9y400,1,66.4,8.5,2025-03-09T17:01:32.699Z,2025-03-09T19:44:34Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5570301103,213,0.86,5570301097,140,69.8,5570301099,141,14.6,5570301095,56,Right,5570301101,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268163,7,1,1,0,12,b3r6d8ydtmtjckam6pku9y400,0,69.8,14.6,2025-03-09T17:01:33.342Z,2025-03-09T17:01:33Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5570301155,141,21.2,5570301151,56,Center,5570301159,213,2.30,5570301157,212,6.0,5570301153,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268333,7,1,1,0,14,aljua8crr0vkwit0j3m59jw9j,1,28.1,61.4,2025-03-09T17:01:35.477Z,2025-03-09T17:57:29Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5570302019,212,12.3,5570302011,140,35.0,5570302021,213,0.94,5570302007,56,Back,5570302015,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786331415,407,1,1,0,15,aljua8crr0vkwit0j3m59jw9j,1,37.4,74.2,2025-03-09T17:01:35.640Z,2025-03-09T17:58:18Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5570648469,212,10.8,5570648463,56,Back,5570648467,141,70.9,5570648471,213,3.35,5570648465,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786331423,408,1,1,0,16,aljua8crr0vkwit0j3m59jw9j,0,28.5,72.4,2025-03-09T17:01:36.640Z,2025-03-09T17:58:23Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5570648521,212,33.0,5570648525,1,,5570648515,56,Left,5570648519,141,100.0,5570648513,155,,5570648517,140,53.7,5570648523,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268301,8,5,1,0,18,b3r6d8ydtmtjckam6pku9y400,1,45.8,-1.2,2025-03-09T17:01:39.630Z,2025-03-09T17:32:01Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5570301827,347,,5570301823,56,Back,5570302079,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268339,8,5,1,0,18,aljua8crr0vkwit0j3m59jw9j,0,54.2,101.2,2025-03-09T17:01:39.630Z,2025-03-09T17:32:01Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5570302103,233,8,5570302055,347,,5570302053,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268485,9,1,1,0,24,b3r6d8ydtmtjckam6pku9y400,1,25.6,0.0,2025-03-09T17:01:45.166Z,2025-03-09T17:01:51Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570302879,213,2.19,5570302869,107,,5570302875,141,25.3,5570302881,1,,5570302871,56,Back,5570302873,140,13.1,5570302877,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268513,10,1,1,0,31,b3r6d8ydtmtjckam6pku9y400,1,21.7,46.0,2025-03-09T17:01:51.822Z,2025-03-09T17:01:54Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5570303033,141,89.7,5570303037,213,1.10,5570303029,56,Back,5570303039,1,,5570303031,140,36.2,5570303035,212,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268605,11,1,1,0,33,b3r6d8ydtmtjckam6pku9y400,1,35.7,88.6,2025-03-09T17:01:54.223Z,2025-03-09T17:02:00Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570303531,56,Back,5570303549,213,4.27,5570303537,140,30.2,5570303541,141,70.6,5570303545,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268639,12,1,1,0,39,b3r6d8ydtmtjckam6pku9y400,1,30.6,66.1,2025-03-09T17:02:00.318Z,2025-03-09T17:02:03Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5570303751,140,43.7,5570303755,212,22.7,5570303749,56,Back,5570303757,213,0.92,5570303753,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268695,13,1,1,0,42,b3r6d8ydtmtjckam6pku9y400,1,42.5,92.0,2025-03-09T17:02:03.006Z,2025-03-09T17:02:06Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570304053,213,4.24,5570304049,141,73.2,5570304047,140,36.3,5570304045,56,Back,5570304051,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268739,14,1,1,0,45,b3r6d8ydtmtjckam6pku9y400,1,34.1,68.8,2025-03-09T17:02:06.350Z,2025-03-09T17:02:08Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5570304273,141,36.3,5570304277,213,4.68,5570304269,56,Back,5570304275,212,22.1,5570304271,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268805,15,1,1,0,47,b3r6d8ydtmtjckam6pku9y400,1,34.9,32.5,2025-03-09T17:02:08.558Z,2025-03-09T17:02:12Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570304611,56,Back,5570304615,141,63.4,5570304613,140,37.3,5570304619,213,1.45,5570304617,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268841,16,1,1,0,51,b3r6d8ydtmtjckam6pku9y400,1,37.2,64.3,2025-03-09T17:02:12.526Z,2025-03-09T17:02:15Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5570304823,140,46.2,5570304827,212,11.1,5570304821,56,Back,5570304825,141,55.8,5570304829,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268861,17,1,1,0,54,b3r6d8ydtmtjckam6pku9y400,1,43.9,53.9,2025-03-09T17:02:15.230Z,2025-03-09T17:02:16Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5570304951,56,Back,5570304955,141,33.0,5570304959,213,4.18,5570304953,140,36.0,5570304957,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268889,18,1,1,0,55,b3r6d8ydtmtjckam6pku9y400,1,36.0,33.0,2025-03-09T17:02:16.350Z,2025-03-09T17:02:18Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570305045,140,36.0,5570305051,213,1.57,5570305047,141,64.2,5570305049,212,21.2,5570305043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786268963,19,1,1,0,57,b3r6d8ydtmtjckam6pku9y400,1,36.0,64.2,2025-03-09T17:02:18.110Z,2025-03-09T17:02:22Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5570305381,140,31.9,5570305385,212,19.6,5570305379,56,Back,5570305387,213,4.49,5570305383,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269013,20,1,1,1,1,b3r6d8ydtmtjckam6pku9y400,1,27.9,23.6,2025-03-09T17:02:21.998Z,2025-03-09T17:02:24Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570305669,212,11.2,5570305667,141,7.7,5570305663,56,Back,5570305671,213,4.99,5570305665,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269053,21,1,1,1,3,b3r6d8ydtmtjckam6pku9y400,0,28.3,10.7,2025-03-09T17:02:24.030Z,2025-03-09T17:02:26Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5570305873,212,5.6,5570305867,56,Back,5570305869,140,29.7,5570305875,213,1.30,5570305871,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269037,9,8,1,1,4,aljua8crr0vkwit0j3m59jw9j,1,67.3,80.2,2025-03-09T17:02:25.334Z,2025-03-09T19:46:12Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5571170969,385,,5570305797,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269097,22,43,1,1,7,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-09T17:02:27.807Z,2025-03-09T17:02:48Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5570306103,56,Back,5570307953,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269173,23,1,1,1,8,b3r6d8ydtmtjckam6pku9y400,1,33.8,31.9,2025-03-09T17:02:28.718Z,2025-03-09T17:02:32Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5570306507,212,17.5,5570306497,56,Back,5570306511,213,5.01,5570306505,141,7.3,5570306501,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269185,24,1,1,1,11,b3r6d8ydtmtjckam6pku9y400,0,39.7,6.4,2025-03-09T17:02:31.934Z,2025-03-09T18:05:07Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5570306631,1,,5570306611,56,Center,5570306625,212,50.6,5570306615,140,85.2,5570306609,155,,5570306619,141,30.9,5570306629,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269227,10,52,1,1,14,aljua8crr0vkwit0j3m59jw9j,1,13.7,62.2,2025-03-09T17:02:35.510Z,2025-03-09T19:46:20Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5571171481,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269565,12,1,1,1,31,aljua8crr0vkwit0j3m59jw9j,1,14.9,46.0,2025-03-09T17:02:52.599Z,2025-03-09T19:46:44Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5571172915,155,,5570308673,141,21.8,5570308677,213,5.83,5570308669,56,Back,5570308679,1,,5570308671,140,46.9,5570308675,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269577,13,44,1,1,35,aljua8crr0vkwit0j3m59jw9j,1,43.0,13.2,2025-03-09T17:02:56.494Z,2025-03-09T21:01:38Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5570308721,285,,5570308757,233,25,5570308719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269559,25,44,1,1,35,b3r6d8ydtmtjckam6pku9y400,0,57.0,86.8,2025-03-09T17:02:56.495Z,2025-03-09T21:01:39Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570308781,233,13,5570308641,286,,5570308639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269625,14,1,1,1,36,aljua8crr0vkwit0j3m59jw9j,1,46.0,24.1,2025-03-09T17:02:57.220Z,2025-03-09T17:03:00Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5570309025,141,13.5,5570309021,56,Back,5570309029,213,4.47,5570309019,3,,5570309023,140,44.3,5570309027,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269647,15,61,1,1,38,aljua8crr0vkwit0j3m59jw9j,0,47.0,1.7,2025-03-09T17:02:58.663Z,2025-03-09T19:46:58Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5570309115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269653,16,5,1,1,38,aljua8crr0vkwit0j3m59jw9j,0,55.4,-1.7,2025-03-09T17:02:59.615Z,2025-03-09T17:32:01Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5570309157,347,,5570309529,233,26,5570309155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269715,26,5,1,1,38,b3r6d8ydtmtjckam6pku9y400,1,44.6,101.7,2025-03-09T17:02:59.615Z,2025-03-09T17:32:01Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570309495,233,16,5570309459,347,,5570309457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269749,27,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,1,44.5,100.0,2025-03-09T17:03:06.830Z,2025-03-09T17:03:07Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5570309713,212,24.1,5570309717,1,,5570309707,56,Back,5570309705,107,,5570309715,213,4.21,5570309709,140,33.4,5570309711,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269755,28,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,1,33.4,70.5,2025-03-09T17:03:07.486Z,2025-03-09T17:03:08Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570309791,213,0.37,5570309783,56,Back,5570309789,212,13.9,5570309787,141,77.9,5570309785,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269805,29,1,1,1,47,b3r6d8ydtmtjckam6pku9y400,1,45.7,77.9,2025-03-09T17:03:08.190Z,2025-03-09T17:03:12Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5570310105,141,73.3,5570310101,56,Back,5570310103,140,36.5,5570310109,213,3.45,5570310107,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269857,30,1,1,1,51,b3r6d8ydtmtjckam6pku9y400,1,36.5,72.6,2025-03-09T17:03:12.157Z,2025-03-09T17:03:15Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570310357,140,45.6,5570310359,141,96.9,5570310363,213,1.05,5570310361,212,19.1,5570310355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269913,31,1,1,1,54,b3r6d8ydtmtjckam6pku9y400,1,45.6,96.9,2025-03-09T17:03:15.118Z,2025-03-09T17:03:18Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570310663,212,12.2,5570310657,56,Left,5570310665,213,0.04,5570310661,141,97.7,5570310659,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269983,32,1,1,1,57,b3r6d8ydtmtjckam6pku9y400,1,57.2,97.7,2025-03-09T17:03:18.206Z,2025-03-09T17:03:23Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5570311075,212,26.2,5570311071,140,32.9,5570311069,56,Back,5570311073,141,88.9,5570311077,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786269999,33,1,1,2,2,b3r6d8ydtmtjckam6pku9y400,1,32.5,85.4,2025-03-09T17:03:23.502Z,2025-03-09T17:03:25Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5570311185,140,29.4,5570311189,212,13.1,5570311187,141,66.7,5570311183,56,Back,5570311191,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270039,34,1,1,2,4,b3r6d8ydtmtjckam6pku9y400,1,32.3,54.0,2025-03-09T17:03:25.102Z,2025-03-09T17:03:27Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570311403,140,38.0,5570311409,212,19.6,5570311407,141,26.5,5570311411,213,5.02,5570311401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270157,35,1,1,2,6,b3r6d8ydtmtjckam6pku9y400,1,38.0,26.5,2025-03-09T17:03:27.549Z,2025-03-09T17:03:33Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5570311995,56,Back,5570312003,213,1.86,5570312001,212,11.1,5570311999,141,42.1,5570311997,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270229,36,1,1,2,12,b3r6d8ydtmtjckam6pku9y400,1,36.4,51.8,2025-03-09T17:03:33.006Z,2025-03-09T17:03:36Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5570312447,213,1.21,5570312435,140,46.6,5570312425,155,,5570312445,212,30.7,5570312441,141,94.1,5570312429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270305,37,1,1,2,15,b3r6d8ydtmtjckam6pku9y400,0,47.5,96.2,2025-03-09T17:03:36.335Z,2025-03-09T17:03:40Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570312833,213,6.01,5570312825,56,Center,5570312835,1,,5570312831,212,58.4,5570312829,141,73.3,5570312827,140,100.0,5570312823,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270679,17,5,1,2,20,aljua8crr0vkwit0j3m59jw9j,1,-1.0,29.8,2025-03-09T17:03:40.740Z,2025-03-09T17:32:02Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5570315501,233,38,5570314987,346,,5570314985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270769,38,5,1,2,20,b3r6d8ydtmtjckam6pku9y400,0,101.0,70.2,2025-03-09T17:03:40.740Z,2025-03-09T17:32:02Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5570315535,233,17,5570315457,346,,5570315451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270745,18,1,1,2,41,aljua8crr0vkwit0j3m59jw9j,1,4.6,49.7,2025-03-09T17:04:01.848Z,2025-03-09T17:04:04Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5570315325,124,,5570315345,74,,5570315337,212,57.8,5570315341,1,,5570315333,140,54.6,5570315329,56,Right,5570315339,213,5.85,5570315327,155,,5570315335,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786270755,19,44,1,2,44,aljua8crr0vkwit0j3m59jw9j,1,53.7,6.6,2025-03-09T17:04:04.744Z,2025-03-09T17:04:11Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5570315399,56,Right,5570315401,286,,5570315633,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
