id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2797238329,6,1,1,0,14,36g6ifzjliec1jqnbtf7yesme,0,80.2,19.0,2025-04-06T14:02:32.666Z,2025-04-06T14:52:43Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5630791121,213,6.19,5630791115,140,100.0,5630502137,56,Right,5630791113,155,,5630791117,141,16.2,5630791119,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238365,7,56,1,0,15,c165yjiny1qnmfdvefxvflnkc,1,2.7,82.9,2025-04-06T14:02:33.564Z,2025-04-06T14:02:52Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5630502315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238497,7,5,1,0,16,36g6ifzjliec1jqnbtf7yesme,0,100.6,17.6,2025-04-06T14:02:34.365Z,2025-04-06T14:02:49Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5630503095,56,Right,5630503097,346,,5630503151,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238381,8,5,1,0,16,c165yjiny1qnmfdvefxvflnkc,1,-0.6,82.4,2025-04-06T14:02:34.365Z,2025-04-06T14:49:43Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5630503125,233,7,5630502405,56,Back,5630502607,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238587,9,1,1,0,36,c165yjiny1qnmfdvefxvflnkc,1,3.2,57.0,2025-04-06T14:02:53.920Z,2025-04-06T14:02:56Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5630503697,237,,5630503689,141,91.8,5630503683,124,,5630503693,213,1.09,5630503687,140,15.0,5630503691,212,26.7,5630503685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238597,10,1,1,0,38,c165yjiny1qnmfdvefxvflnkc,0,16.7,90.3,2025-04-06T14:02:55.935Z,2025-04-06T14:02:56Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5630503749,56,Left,5630503753,140,57.2,5630503759,212,42.8,5630503761,213,6.17,5630503747,155,,5630503757,141,83.3,5630503763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238625,8,1,1,0,39,36g6ifzjliec1jqnbtf7yesme,0,37.9,17.2,2025-04-06T14:02:56.971Z,2025-04-06T14:02:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5630503913,141,14.0,5630503907,3,,5630503911,140,54.2,5630503909,56,Right,5630503917,213,6.16,5630503915,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238661,11,1,1,0,40,c165yjiny1qnmfdvefxvflnkc,0,33.4,91.5,2025-04-06T14:02:57.887Z,2025-04-06T15:02:11Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5630504111,140,56.9,5630504113,141,84.2,5630504107,3,,5630504115,212,25.2,5630504117,213,6.08,5630504109,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238677,9,1,1,0,41,36g6ifzjliec1jqnbtf7yesme,1,41.6,18.9,2025-04-06T14:02:59.666Z,2025-04-06T14:03:01Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5630504185,140,56.8,5630504191,213,0.00,5630504189,212,16.0,5630504187,141,19.0,5630504183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238695,10,1,1,0,43,36g6ifzjliec1jqnbtf7yesme,0,60.0,19.3,2025-04-06T14:03:01.226Z,2025-04-06T14:03:02Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5630504261,141,12.5,5630504265,213,5.25,5630504263,212,5.4,5630504257,56,Right,5630504259,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238711,12,8,1,0,44,c165yjiny1qnmfdvefxvflnkc,1,33.4,90.5,2025-04-06T14:03:01.915Z,2025-04-06T17:13:25Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5630504331,56,Back,5631525109,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238747,14,1,1,0,45,c165yjiny1qnmfdvefxvflnkc,0,35.6,93.5,2025-04-06T14:03:03.055Z,2025-04-06T17:13:26Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5630504521,56,Left,5630504529,213,0.17,5630504523,140,61.1,5630504525,141,100.0,5630504531,1,,5630504527,212,27.2,5630504519,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238737,13,43,1,0,46,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-04-06T14:03:03.977Z,2025-04-06T14:03:06Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5630504627,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238889,11,5,1,0,46,36g6ifzjliec1jqnbtf7yesme,1,41.2,-0.6,2025-04-06T14:03:04.774Z,2025-04-06T14:49:43Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5630505251,56,Back,5630505253,347,,5630505259,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238755,15,5,1,0,46,c165yjiny1qnmfdvefxvflnkc,0,58.8,100.6,2025-04-06T14:03:04.774Z,2025-04-06T14:49:43Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5630504555,56,Left,5630504557,347,,5630505289,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797238961,12,1,1,0,57,36g6ifzjliec1jqnbtf7yesme,0,58.1,0.0,2025-04-06T14:03:15.370Z,2025-04-06T14:53:15Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5630505595,212,50.2,5630505589,56,Center,5630505597,213,0.44,5630505591,140,100.0,5630505593,141,30.5,5630505587,107,,5630505599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239055,13,5,1,1,3,36g6ifzjliec1jqnbtf7yesme,0,100.8,27.5,2025-04-06T14:03:20.998Z,2025-04-06T14:49:44Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5630506075,56,Center,5630506077,346,,5630506353,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239097,16,5,1,1,3,c165yjiny1qnmfdvefxvflnkc,1,-0.8,72.5,2025-04-06T14:03:20.998Z,2025-04-06T14:49:44Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5630506325,346,,5630506323,56,Back,5630506343,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239163,17,1,1,1,15,c165yjiny1qnmfdvefxvflnkc,1,3.2,53.3,2025-04-06T14:03:33.614Z,2025-04-06T14:03:38Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5630506643,124,,5630506649,141,11.1,5630506651,212,31.8,5630506653,213,5.16,5630506647,140,16.2,5630506657,237,,5630506645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239189,18,1,1,1,20,c165yjiny1qnmfdvefxvflnkc,1,13.7,15.0,2025-04-06T14:03:38.504Z,2025-04-06T17:30:37Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630506787,212,25.5,5630506779,56,Back,5630506785,141,51.7,5630506783,140,18.8,5630506789,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239207,19,1,1,1,22,c165yjiny1qnmfdvefxvflnkc,1,19.8,55.1,2025-04-06T14:03:40.254Z,2025-04-06T17:30:34Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5630506909,140,7.8,5630506915,213,3.17,5630506907,56,Back,5630506913,212,12.6,5631598875,156,,5630506911,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239253,20,1,1,1,23,c165yjiny1qnmfdvefxvflnkc,1,7.8,54.5,2025-04-06T14:03:41.706Z,2025-04-06T14:03:45Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5630507199,141,92.1,5630507203,213,1.18,5630507195,56,Back,5630507197,140,17.9,5630507201,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239341,21,1,1,1,27,c165yjiny1qnmfdvefxvflnkc,1,17.9,92.1,2025-04-06T14:03:45.706Z,2025-04-06T14:03:53Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5630507681,140,35.8,5630507685,212,18.8,5630507677,56,Back,5630507687,213,0.01,5630507683,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239331,14,83,1,1,32,36g6ifzjliec1jqnbtf7yesme,0,74.3,33.6,2025-04-06T14:03:49.818Z,2025-04-06T17:30:59Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5630507773,399,94hei5v2f93ga4b0iwxxisbu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239355,22,1,1,1,33,c165yjiny1qnmfdvefxvflnkc,1,32.1,58.7,2025-04-06T14:03:51.157Z,2025-04-06T17:31:00Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5630507743,140,23.2,5630507749,213,4.13,5630507739,56,Back,5630507745,141,37.9,5630507747,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239407,23,1,1,1,36,c165yjiny1qnmfdvefxvflnkc,1,23.2,37.9,2025-04-06T14:03:54.516Z,2025-04-06T14:03:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5630508031,141,4.3,5630508027,56,Back,5630508033,212,31.9,5630508035,213,5.48,5630508029,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239459,24,1,1,1,39,c165yjiny1qnmfdvefxvflnkc,0,57.4,7.1,2025-04-06T14:03:57.579Z,2025-04-06T14:04:02Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630508339,213,0.13,5630508333,140,89.0,5630508341,1,,5630508331,56,Right,5630508337,212,33.5,5630508335,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239515,16,1,1,1,46,36g6ifzjliec1jqnbtf7yesme,0,1.3,93.2,2025-04-06T14:04:04.426Z,2025-04-06T14:55:00Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5630508601,212,14.1,5630508599,141,94.4,5630508597,140,14.7,5630508595,56,Back,5630508603,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239523,17,43,1,1,48,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-04-06T14:04:06.314Z,2025-04-06T14:54:57Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5630508639,213,6.25,5630508633,140,11.5,5630508921,233,25,5630508631,56,Back,5630508919,236,0,5630508637,212,2.1,5630508635,141,94.3,5630508925,286,0,5630802273,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239567,25,61,1,1,48,c165yjiny1qnmfdvefxvflnkc,1,84.0,7.1,2025-04-06T14:04:06.502Z,2025-04-06T15:01:58Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630508907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239555,18,5,1,1,49,36g6ifzjliec1jqnbtf7yesme,1,15.7,101.8,2025-04-06T14:04:07.289Z,2025-04-06T14:49:44Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5630508823,347,,5630508973,233,26,5630508821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239579,26,5,1,1,49,c165yjiny1qnmfdvefxvflnkc,0,84.3,-1.8,2025-04-06T14:04:07.289Z,2025-04-06T14:49:44Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630508953,347,,5630508951,56,Right,5630508983,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239717,19,1,1,2,3,36g6ifzjliec1jqnbtf7yesme,0,23.1,100.0,2025-04-06T14:04:21.338Z,2025-04-06T14:04:23Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5630509741,107,,5630509749,212,8.7,5630509751,213,4.64,5630509743,56,Back,5630509745,140,22.5,5630509747,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239771,28,1,1,2,5,c165yjiny1qnmfdvefxvflnkc,1,78.9,15.3,2025-04-06T14:04:23.636Z,2025-04-06T17:31:40Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5630510071,140,87.6,5630510075,212,11.2,5630510069,56,Center,5630510073,141,24.9,5630510077,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239779,29,3,1,2,6,c165yjiny1qnmfdvefxvflnkc,1,88.6,32.4,2025-04-06T14:04:24.257Z,2025-04-06T17:31:51Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5630526841,233,57,5630510111,56,Center,5630510113,286,,5631603593,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797242821,57,45,1,2,6,36g6ifzjliec1jqnbtf7yesme,0,11.4,67.6,2025-04-06T14:04:24.257Z,2025-04-06T17:31:53Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5630526515,285,,5630526889,233,29,5630526513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797241285,42,61,1,2,8,c165yjiny1qnmfdvefxvflnkc,0,90.2,33.3,2025-04-06T14:04:26.746Z,2025-04-06T14:06:08Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5630518489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239869,21,5,1,2,11,36g6ifzjliec1jqnbtf7yesme,1,-0.6,71.0,2025-04-06T14:04:29.260Z,2025-04-06T14:49:45Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5630512469,233,30,5630510633,346,,5630510631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240201,30,5,1,2,11,c165yjiny1qnmfdvefxvflnkc,0,100.6,29.0,2025-04-06T14:04:29.260Z,2025-04-06T14:49:45Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5630512391,346,,5630512491,233,21,5630512389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797239819,20,43,1,2,12,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-04-06T14:04:30.042Z,2025-04-06T14:07:36Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5630527083,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240145,22,1,1,2,26,36g6ifzjliec1jqnbtf7yesme,1,4.3,60.9,2025-04-06T14:04:44.617Z,2025-04-06T14:08:17Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5630512063,212,7.8,5630512057,56,Back,5630512071,74,,5630512061,141,49.5,5630512055,124,,5630512059,140,4.3,5630512065,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797243471,60,1,1,2,27,36g6ifzjliec1jqnbtf7yesme,1,7.5,45.8,2025-04-06T14:04:45.769Z,2025-04-06T14:08:07Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5630530301,140,56.9,5630530299,56,Left,5630530303,141,81.0,5630530309,1,,5630530305,212,57.1,5630530307,213,0.43,5630530297,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240171,23,1,1,2,32,36g6ifzjliec1jqnbtf7yesme,0,53.9,79.3,2025-04-06T14:04:50.074Z,2025-04-06T14:04:51Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5630512213,168,,5630512219,140,63.8,5630512225,213,0.23,5630512217,56,Left,5630512209,3,,5630512223,212,10.7,5630512221,141,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240257,32,1,1,2,35,c165yjiny1qnmfdvefxvflnkc,1,21.9,16.1,2025-04-06T14:04:53.488Z,2025-04-06T14:04:55Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630512711,140,6.2,5630512709,56,Back,5630512719,213,2.56,5630512717,212,19.8,5630512713,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240281,33,1,1,2,38,c165yjiny1qnmfdvefxvflnkc,1,6.4,30.3,2025-04-06T14:04:55.800Z,2025-04-06T14:04:57Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5630512851,141,5.2,5630512849,140,19.9,5630512853,212,22.2,5630512855,213,5.41,5630512847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240295,34,61,1,2,39,c165yjiny1qnmfdvefxvflnkc,0,19.8,4.3,2025-04-06T14:04:57.743Z,2025-04-06T14:04:58Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630512939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240561,24,5,1,2,40,36g6ifzjliec1jqnbtf7yesme,1,79.2,101.4,2025-04-06T14:04:58.212Z,2025-04-06T14:49:45Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5630514399,233,35,5630514377,347,,5630514373,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240301,35,5,1,2,40,c165yjiny1qnmfdvefxvflnkc,0,20.8,-1.4,2025-04-06T14:04:58.212Z,2025-04-06T14:49:46Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5630512971,347,,5630512969,56,Back,5630514415,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797240573,25,1,1,2,56,36g6ifzjliec1jqnbtf7yesme,1,78.5,100.0,2025-04-06T14:05:13.929Z,2025-04-06T14:05:15Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5630514457,213,4.11,5630514455,212,13.2,5630514447,107,,5630514453,141,84.6,5630514449,56,Left,5630514451,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
