id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2789346963,7,61,1,0,23,cftj6g399tknheudaxsdpfdgb,1,55.0,22.8,2025-03-16T16:00:33.972Z,2025-03-16T16:00:34Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5587194941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789346997,8,4,1,0,25,cftj6g399tknheudaxsdpfdgb,1,56.8,14.2,2025-03-16T16:00:35.578Z,2025-03-16T16:32:15Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5587195117,265,,5587195115,152,,5587195113,56,Right,5587195147,233,5,5587195111,13,,5587195119,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789346981,5,4,1,0,25,b3r6d8ydtmtjckam6pku9y400,0,43.2,85.8,2025-03-16T16:00:35.579Z,2025-03-16T16:00:40Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5587195049,265,,5587195165,233,8,5587195043,13,,5587195051,285,,5587195047,152,,5587195045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347097,9,1,1,0,33,cftj6g399tknheudaxsdpfdgb,1,57.1,11.3,2025-03-16T16:00:43.824Z,2025-03-16T16:00:44Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5587195677,5,,5587195691,212,19.9,5587195681,152,,5587195689,141,32.5,5587195685,56,Back,5587195687,140,44.0,5587195693,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347133,10,1,1,0,34,cftj6g399tknheudaxsdpfdgb,1,44.0,32.5,2025-03-16T16:00:44.809Z,2025-03-16T16:00:46Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5587195869,56,Back,5587195871,140,44.9,5587195873,141,57.9,5587195875,212,17.3,5587195877,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347185,11,1,1,0,35,cftj6g399tknheudaxsdpfdgb,1,44.9,57.9,2025-03-16T16:00:46.201Z,2025-03-16T16:00:49Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5587196179,212,19.8,5587196175,140,63.5,5587196177,141,53.4,5587196173,56,Center,5587196181,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347225,12,1,1,0,38,cftj6g399tknheudaxsdpfdgb,1,62.2,59.4,2025-03-16T16:00:49.030Z,2025-03-16T16:00:51Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5587196363,213,1.78,5587196361,212,25.8,5587196353,56,Left,5587196355,140,57.2,5587196357,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347261,13,1,1,0,40,cftj6g399tknheudaxsdpfdgb,1,57.7,97.2,2025-03-16T16:00:51.109Z,2025-03-16T16:00:53Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5587196591,56,Left,5587196599,213,6.26,5587196597,212,15.1,5587196595,141,96.6,5587196593,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347289,14,1,1,0,42,cftj6g399tknheudaxsdpfdgb,0,70.6,97.2,2025-03-16T16:00:53.062Z,2025-03-16T16:00:55Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5587196723,141,100.0,5587196727,212,12.0,5587196731,213,2.90,5587196717,56,Left,5587196721,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347413,6,5,1,0,44,b3r6d8ydtmtjckam6pku9y400,1,42.7,-1.2,2025-03-16T16:00:54.875Z,2025-03-16T16:35:38Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5587197329,347,,5587197371,233,15,5587197327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347295,15,5,1,0,44,cftj6g399tknheudaxsdpfdgb,0,57.3,101.2,2025-03-16T16:00:54.875Z,2025-03-16T16:35:38Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5587197385,233,6,5587196743,56,Left,5587196745,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347479,7,1,1,0,51,b3r6d8ydtmtjckam6pku9y400,1,46.2,0.0,2025-03-16T16:01:02.089Z,2025-03-16T16:01:05Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5587197589,107,,5587197599,213,2.77,5587197591,56,Back,5587197597,212,18.8,5587197595,141,9.1,5587197593,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347545,8,1,1,0,54,b3r6d8ydtmtjckam6pku9y400,1,28.9,12.3,2025-03-16T16:01:05.129Z,2025-03-16T16:01:08Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5587198007,56,Back,5587198009,140,19.4,5587198011,141,50.8,5587198015,213,1.93,5587198013,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347617,9,1,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,17.7,50.1,2025-03-16T16:01:08.810Z,2025-03-16T16:01:11Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5587198429,212,23.1,5587198421,140,17.7,5587198425,141,16.2,5587198419,56,Back,5587198433,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347651,10,1,1,1,1,b3r6d8ydtmtjckam6pku9y400,1,18.0,14.3,2025-03-16T16:01:11.602Z,2025-03-16T16:01:13Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5587198581,141,24.5,5587198583,212,7.3,5587198585,213,1.24,5587198577,56,Back,5587198579,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347721,11,1,1,1,3,b3r6d8ydtmtjckam6pku9y400,1,21.2,24.9,2025-03-16T16:01:13.594Z,2025-03-16T16:50:19Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5587198801,141,17.1,5587198799,140,11.2,5587198803,212,11.8,5587198797,56,Back,5587198805,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347769,12,1,1,1,6,b3r6d8ydtmtjckam6pku9y400,1,11.0,18.6,2025-03-16T16:01:16.498Z,2025-03-16T16:01:19Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5587199031,213,5.64,5587199021,56,Back,5587199023,140,17.7,5587199025,141,10.8,5587199027,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347785,13,1,1,1,9,b3r6d8ydtmtjckam6pku9y400,1,18.2,10.4,2025-03-16T16:01:19.578Z,2025-03-16T16:01:20Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5587199093,213,1.96,5587199087,140,16.0,5587199085,56,Back,5587199089,141,18.6,5587199091,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347891,14,1,1,1,10,b3r6d8ydtmtjckam6pku9y400,1,16.0,18.6,2025-03-16T16:01:20.786Z,2025-03-16T16:50:31Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5587199665,213,0.89,5587199663,212,8.9,5587199659,141,28.8,5587199655,56,Back,5587199657,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347925,15,1,1,1,16,b3r6d8ydtmtjckam6pku9y400,1,31.2,33.1,2025-03-16T16:01:26.586Z,2025-03-16T21:12:23Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5587199829,213,0.01,5587199823,140,41.6,5587199827,212,10.9,5587199819,56,Back,5587199825,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348005,16,1,1,1,19,b3r6d8ydtmtjckam6pku9y400,1,47.0,42.1,2025-03-16T16:01:29.931Z,2025-03-16T21:12:32Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5587200201,141,93.6,5588880151,1,,5587200203,212,40.9,5587200205,213,1.03,5587200199,140,67.1,5587200197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348025,17,1,1,1,21,b3r6d8ydtmtjckam6pku9y400,1,71.5,90.7,2025-03-16T16:01:31.810Z,2025-03-16T16:50:44Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5587200323,141,88.5,5587200319,140,62.9,5587200327,212,9.2,5587200315,56,Left,5587200329,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348101,18,1,1,1,22,b3r6d8ydtmtjckam6pku9y400,1,62.9,88.5,2025-03-16T16:01:32.514Z,2025-03-16T16:01:35Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5587200699,213,4.33,5587200691,56,Center,5587200693,140,59.7,5587200695,141,76.2,5587200697,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348141,19,1,1,1,25,b3r6d8ydtmtjckam6pku9y400,1,61.7,82.7,2025-03-16T16:01:35.706Z,2025-03-16T16:01:37Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5587200919,140,65.9,5587200917,56,Left,5587200925,213,0.69,5587200923,212,5.7,5587200921,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348225,20,1,1,1,27,b3r6d8ydtmtjckam6pku9y400,1,65.9,88.1,2025-03-16T16:01:37.554Z,2025-03-16T16:01:40Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5587201271,212,23.8,5587201269,141,82.9,5587201265,56,Back,5587201267,140,43.5,5587201273,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348353,21,1,1,1,30,b3r6d8ydtmtjckam6pku9y400,1,44.7,73.6,2025-03-16T16:01:40.802Z,2025-03-16T21:13:04Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5587201851,56,Back,5587201859,213,4.79,5587201857,212,21.9,5587201855,141,41.5,5587201853,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348405,22,1,1,1,36,b3r6d8ydtmtjckam6pku9y400,1,51.9,39.9,2025-03-16T16:01:46.802Z,2025-03-16T21:13:20Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5587202159,212,11.5,5587202155,140,48.9,5587202157,141,56.2,5587202153,56,Back,5587202161,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348479,23,1,1,1,39,b3r6d8ydtmtjckam6pku9y400,1,47.9,54.0,2025-03-16T16:01:49.394Z,2025-03-16T21:13:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5587202525,213,5.05,5587202523,212,10.3,5587202521,141,39.7,5587202519,140,51.1,5587202517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348535,24,1,1,1,43,b3r6d8ydtmtjckam6pku9y400,1,55.3,33.8,2025-03-16T16:01:53.706Z,2025-03-16T16:01:56Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5587202813,140,70.0,5587202815,141,7.1,5587202817,212,23.8,5587202811,56,Right,5587202819,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348577,25,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,1,70.5,7.1,2025-03-16T16:01:56.874Z,2025-03-16T16:01:59Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5587203047,212,8.1,5587203045,141,11.2,5587203039,56,Right,5587203041,140,77.7,5587203049,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348587,26,1,1,1,49,b3r6d8ydtmtjckam6pku9y400,0,80.0,11.2,2025-03-16T16:01:59.801Z,2025-03-16T16:02:00Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5587203101,56,Right,5587203109,213,3.64,5587203107,212,2.4,5587203105,141,9.5,5587203103,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348607,16,50,1,1,50,cftj6g399tknheudaxsdpfdgb,1,22.0,87.0,2025-03-16T16:02:00.930Z,2025-03-16T16:52:32Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5587203353,233,27,5587203201,56,Back,5587203203,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348619,27,7,1,1,50,b3r6d8ydtmtjckam6pku9y400,0,78.0,13.0,2025-03-16T16:02:00.931Z,2025-03-16T21:13:40Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5588884633,178,,5587203249,56,Right,5587203309,233,16,5587203253,286,,5588884631,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348815,18,1,1,2,0,cftj6g399tknheudaxsdpfdgb,1,53.8,77.6,2025-03-16T16:02:10.702Z,2025-03-16T16:02:13Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5587204379,213,4.19,5587204371,140,45.1,5587204375,141,54.2,5587204377,212,18.3,5587204367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348871,19,1,1,2,3,cftj6g399tknheudaxsdpfdgb,1,45.0,51.3,2025-03-16T16:02:14.030Z,2025-03-16T16:02:15Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5587204643,140,57.1,5587204647,212,21.8,5587204645,141,25.3,5587204649,213,5.34,5587204641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348913,20,1,1,2,5,cftj6g399tknheudaxsdpfdgb,1,58.2,24.6,2025-03-16T16:02:15.827Z,2025-03-16T16:02:17Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5587204819,56,Right,5587204821,140,64.1,5587204825,212,16.8,5587204827,213,5.09,5587204823,141,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348969,21,1,1,2,7,cftj6g399tknheudaxsdpfdgb,1,64.1,1.7,2025-03-16T16:02:17.593Z,2025-03-16T16:02:20Z,195o7hchielt14ic49r3k06sq,Serginho,,,5587205105,212,15.1,5587205097,140,52.1,5587205095,56,Right,5587205109,213,2.56,5587205101,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789348999,22,1,1,2,9,cftj6g399tknheudaxsdpfdgb,1,51.3,16.8,2025-03-16T16:02:19.876Z,2025-03-16T21:14:01Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5587205289,140,38.2,5587205287,56,Back,5587205291,141,34.8,5587205295,213,2.41,5587205293,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789349053,23,1,1,2,11,cftj6g399tknheudaxsdpfdgb,1,33.4,34.2,2025-03-16T16:02:21.956Z,2025-03-16T16:02:24Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5587205611,212,24.8,5587205605,56,Back,5587205607,140,37.8,5587205609,141,70.0,5587205613,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789349111,24,1,1,2,14,cftj6g399tknheudaxsdpfdgb,1,38.7,70.5,2025-03-16T16:02:24.335Z,2025-03-16T16:02:27Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5587205881,56,Back,5587205889,213,1.06,5587205887,212,17.8,5587205885,141,93.3,5587205883,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789349181,25,1,1,2,16,cftj6g399tknheudaxsdpfdgb,1,46.0,94.2,2025-03-16T16:02:27.134Z,2025-03-16T16:02:30Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5587206321,213,3.93,5587206323,1,,5587206313,56,Back,5587206315,140,19.6,5587206317,141,53.3,5587206319,212,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789349233,26,1,1,2,20,cftj6g399tknheudaxsdpfdgb,1,19.6,53.3,2025-03-16T16:02:30.588Z,2025-03-16T16:02:33Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5587206663,140,22.7,5587206667,212,11.4,5587206665,141,37.3,5587206661,56,Back,5587206669,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789349325,27,1,1,2,22,cftj6g399tknheudaxsdpfdgb,1,30.3,35.5,2025-03-16T16:02:33.182Z,2025-03-16T16:02:37Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5587207077,56,Back,5587207079,140,40.9,5587207081,141,5.2,5587207085,213,5.21,5587207083,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789349525,28,1,1,2,26,cftj6g399tknheudaxsdpfdgb,1,48.3,5.9,2025-03-16T16:02:36.668Z,2025-03-16T16:02:44Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5587208021,141,19.4,5587208025,213,0.34,5587208023,212,27.6,5587208017,56,Right,5587208019,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
