id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/16/value
2713952061,5,43,1,0,12,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-26T17:00:19.072Z,2024-08-26T17:00:25Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176022663,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952063,7,61,1,0,12,cftj6g399tknheudaxsdpfdgb,1,76.1,5.2,2024-08-26T17:00:19.260Z,2024-08-26T17:57:09Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5176022607,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952069,8,1,1,0,14,cftj6g399tknheudaxsdpfdgb,1,71.5,3.4,2024-08-26T17:00:21.049Z,2024-08-26T17:57:16Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176022641,141,7.3,5176022645,213,2.01,5176022639,140,70.3,5176022643,212,2.9,5176022637,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952071,9,1,1,0,16,cftj6g399tknheudaxsdpfdgb,1,70.0,8.8,2024-08-26T17:00:23.377Z,2024-08-26T17:57:26Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5176022655,141,23.0,5176022659,213,0.81,5176022651,56,Center,5176022653,140,78.8,5176022657,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952073,10,1,1,0,17,cftj6g399tknheudaxsdpfdgb,1,78.8,23.0,2024-08-26T17:00:24.353Z,2024-08-26T17:57:37Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5176022671,212,10.7,5176022667,140,77.3,5176136529,156,,5176022673,213,4.56,5176022669,141,7.4,5176022665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952075,11,1,1,0,19,cftj6g399tknheudaxsdpfdgb,1,76.8,7.6,2024-08-26T17:00:26.097Z,2024-08-26T17:57:45Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5176022679,56,Right,5176022685,212,4.9,5176022681,140,80.3,5176022683,141,2.8,5176022687,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952077,12,3,1,0,21,cftj6g399tknheudaxsdpfdgb,0,80.4,4.8,2024-08-26T17:00:28.720Z,2024-08-26T19:49:35Z,195o7hchielt14ic49r3k06sq,Serginho,,,5176511339,465,,5176022691,56,Right,5176022693,286,,5176022723,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952085,7,7,1,0,21,anga7587r1zv4ey71ge9zxol3,0,19.6,95.2,2024-08-26T17:00:28.721Z,2024-08-26T19:49:39Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176022715,285,,5176511621,385,,5176022717,233,12,5176022713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952089,13,61,1,0,24,cftj6g399tknheudaxsdpfdgb,0,83.4,3.1,2024-08-26T17:00:30.937Z,2024-08-26T17:57:58Z,195o7hchielt14ic49r3k06sq,Serginho,,,5176022731,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952099,8,5,1,0,24,anga7587r1zv4ey71ge9zxol3,1,15.3,101.2,2024-08-26T17:00:31.720Z,2024-08-26T17:23:54Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176022773,233,14,5176022769,56,Back,5176022771,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952091,14,5,1,0,24,cftj6g399tknheudaxsdpfdgb,0,84.7,-1.2,2024-08-26T17:00:31.720Z,2024-08-26T17:23:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176022735,56,Right,5176022791,233,8,5176022737,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952133,9,1,1,0,40,anga7587r1zv4ey71ge9zxol3,1,22.7,100.0,2024-08-26T17:00:47.492Z,2024-08-26T17:00:54Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176022957,140,30.2,5176022953,107,,5176022961,212,9.2,5176022959,141,95.0,5176022963,213,5.74,5176022955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952135,15,83,1,0,44,cftj6g399tknheudaxsdpfdgb,0,82.9,5.5,2024-08-26T17:00:50.968Z,2024-08-26T17:58:25Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5176022997,399,9pnirb3qt48zeui3su8cvu1ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952137,10,1,1,0,47,anga7587r1zv4ey71ge9zxol3,1,12.7,97.4,2024-08-26T17:00:54.721Z,2024-08-26T17:00:55Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5176022975,141,95.7,5176022979,213,3.24,5176022971,56,Back,5176022973,140,1.7,5176022977,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952139,11,1,1,0,48,anga7587r1zv4ey71ge9zxol3,0,1.1,95.7,2024-08-26T17:00:55.633Z,2024-08-26T17:00:56Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176022985,56,Back,5176022989,141,84.4,5176022995,1,,5176022993,213,5.86,5176022983,157,,5176022987,140,17.2,5176022991,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952155,17,1,1,0,50,cftj6g399tknheudaxsdpfdgb,1,84.5,18.0,2024-08-26T17:00:57Z,2024-08-26T19:50:17Z,195o7hchielt14ic49r3k06sq,Serginho,,,5176023087,141,30.9,5176023091,213,1.44,5176023089,212,8.8,5176023083,56,Center,5176023085,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952163,18,1,1,0,52,cftj6g399tknheudaxsdpfdgb,1,79.6,27.0,2024-08-26T17:00:59.688Z,2024-08-26T19:50:28Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5176023111,140,71.4,5176023115,212,13.9,5176023109,56,Right,5176023117,213,4.05,5176023113,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952183,19,1,1,0,56,cftj6g399tknheudaxsdpfdgb,1,70.7,14.6,2024-08-26T17:01:03.704Z,2024-08-26T17:58:53Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176023191,140,55.2,5176023195,212,21.1,5176023189,56,Center,5176023197,213,2.45,5176023193,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952189,20,1,1,0,59,cftj6g399tknheudaxsdpfdgb,1,54.6,34.8,2024-08-26T17:01:06.104Z,2024-08-26T17:01:08Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176023227,140,53.7,5176023231,212,15.7,5176023233,213,1.63,5176023229,141,57.9,5176023225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952197,21,1,1,1,0,cftj6g399tknheudaxsdpfdgb,1,53.7,56.7,2024-08-26T17:01:07.624Z,2024-08-26T17:01:09Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176023269,141,36.9,5176023265,56,Center,5176023271,212,13.5,5176023267,140,54.9,5176023273,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952221,22,1,1,1,4,cftj6g399tknheudaxsdpfdgb,1,59.6,35.2,2024-08-26T17:01:11.721Z,2024-08-26T17:01:15Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176023409,213,4.94,5176023403,140,64.1,5176023407,212,20.9,5176023405,141,5.2,5176023401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952241,23,1,1,1,8,cftj6g399tknheudaxsdpfdgb,1,64.2,11.0,2024-08-26T17:01:15.208Z,2024-08-26T17:01:18Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176023461,140,54.2,5176023459,56,Center,5176023467,213,1.90,5176023463,141,56.4,5176023465,212,32.6,5176023469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952255,24,1,1,1,11,cftj6g399tknheudaxsdpfdgb,1,62.0,63.7,2024-08-26T17:01:17.961Z,2024-08-26T17:01:22Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176023563,212,17.8,5176023565,213,1.06,5176023561,141,86.5,5176023559,140,70.3,5176023557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952257,25,1,1,1,15,cftj6g399tknheudaxsdpfdgb,1,67.6,83.3,2024-08-26T17:01:22.696Z,2024-08-26T17:01:23Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176023575,140,56.2,5176023581,213,3.65,5176023577,141,73.5,5176023573,56,Center,5176023579,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952269,26,1,1,1,17,cftj6g399tknheudaxsdpfdgb,1,56.2,73.5,2024-08-26T17:01:23.864Z,2024-08-26T17:01:27Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176023645,140,70.6,5176023651,213,0.79,5176023647,141,95.9,5176023643,56,Left,5176023649,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952265,12,43,1,1,18,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-26T17:01:25.504Z,2024-08-26T19:50:56Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5176516385,144,45,5176023619,285,0,5176023617,56,Back,5176023743,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952281,27,43,1,1,18,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:01:25.504Z,2024-08-26T19:50:57Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5176023713,286,0,5176516505,144,3,5176023711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952285,28,3,1,1,23,cftj6g399tknheudaxsdpfdgb,0,74.8,94.0,2024-08-26T17:01:30.238Z,2024-08-26T19:51:05Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5176516961,464,,5176023731,286,,5176023729,56,Left,5176023763,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952287,13,7,1,1,23,anga7587r1zv4ey71ge9zxol3,0,25.2,6.0,2024-08-26T17:01:30.239Z,2024-08-26T19:51:09Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5176023737,56,Back,5176023739,285,,5176517207,385,,5176023745,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952293,29,1,1,1,25,cftj6g399tknheudaxsdpfdgb,1,73.4,96.6,2024-08-26T17:01:32.136Z,2024-08-26T17:01:35Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5176023785,56,Left,5176023789,141,96.8,5176023793,213,3.12,5176023787,140,67.1,5176023791,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952303,30,1,1,1,27,cftj6g399tknheudaxsdpfdgb,1,67.0,96.0,2024-08-26T17:01:33.944Z,2024-08-26T17:01:37Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176023843,141,45.5,5176023847,213,4.34,5176023839,56,Center,5176023841,140,54.3,5176023849,1,,5176023845,212,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952315,31,1,1,1,31,cftj6g399tknheudaxsdpfdgb,1,58.4,37.7,2024-08-26T17:01:37.848Z,2024-08-26T17:01:42Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176023917,213,4.85,5176023913,141,8.8,5176023915,212,19.8,5176023911,140,60.9,5176023909,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952327,32,1,1,1,35,cftj6g399tknheudaxsdpfdgb,1,66.3,7.0,2024-08-26T17:01:41.944Z,2024-08-26T17:01:43Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176023969,213,0.62,5176023965,141,11.6,5176023967,212,5.4,5176023963,140,70.5,5176023961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952335,33,1,1,1,36,cftj6g399tknheudaxsdpfdgb,1,70.5,11.6,2024-08-26T17:01:42.888Z,2024-08-26T17:01:44Z,195o7hchielt14ic49r3k06sq,Serginho,,,5176024009,156,,5176023999,212,6.7,5176023995,140,65.0,5176023997,141,6.7,5176023993,56,Right,5176024001,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952347,34,1,1,1,37,cftj6g399tknheudaxsdpfdgb,1,63.6,5.8,2024-08-26T17:01:44.632Z,2024-08-26T17:01:47Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176024079,140,55.7,5176024081,141,30.7,5176024085,213,2.03,5176024077,56,Center,5176024083,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952375,35,1,1,1,40,cftj6g399tknheudaxsdpfdgb,1,56.0,32.7,2024-08-26T17:01:47.352Z,2024-08-26T17:01:53Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176024255,140,46.7,5176024253,56,Back,5176024261,213,1.99,5176024259,212,23.9,5176024257,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952391,36,1,1,1,46,cftj6g399tknheudaxsdpfdgb,1,49.6,65.5,2024-08-26T17:01:53.528Z,2024-08-26T17:01:56Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176024343,140,55.8,5176024349,213,5.00,5176024347,212,22.8,5176024345,141,33.4,5176024341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952431,37,1,1,1,50,cftj6g399tknheudaxsdpfdgb,1,57.8,32.4,2024-08-26T17:01:56.841Z,2024-08-26T17:02:05Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176024553,1,,5176024541,196,,5176024543,56,Left,5176024539,155,,5176024551,213,1.23,5176024547,141,95.3,5176024545,140,72.4,5176024549,212,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952441,38,1,1,1,58,cftj6g399tknheudaxsdpfdgb,1,66.0,88.6,2024-08-26T17:02:05.768Z,2024-08-26T17:02:09Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176024631,141,73.3,5176024635,213,3.97,5176024629,140,56.9,5176024627,56,Center,5176024633,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952457,39,1,1,2,2,cftj6g399tknheudaxsdpfdgb,1,59.1,69.7,2024-08-26T17:02:09.768Z,2024-08-26T17:02:15Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176024725,56,Right,5176024735,1,,5176024729,141,4.3,5176024733,213,5.16,5176024721,155,,5176024727,140,79.3,5176024731,212,49.3,5176024723,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952459,40,61,1,2,8,cftj6g399tknheudaxsdpfdgb,0,87.0,5.0,2024-08-26T17:02:15.400Z,2024-08-26T17:02:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176024739,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952469,15,1,1,2,10,anga7587r1zv4ey71ge9zxol3,1,7.6,89.7,2024-08-26T17:02:17.456Z,2024-08-26T17:02:18Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176024789,140,3.8,5176024791,141,82.4,5176024795,213,4.04,5176024787,56,Back,5176024793,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952475,16,1,1,2,11,anga7587r1zv4ey71ge9zxol3,1,3.8,82.4,2024-08-26T17:02:18.721Z,2024-08-26T17:02:20Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176024821,140,26.2,5176024825,212,23.6,5176024823,141,78.8,5176024827,213,6.18,5176024819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952485,17,1,1,2,13,anga7587r1zv4ey71ge9zxol3,1,26.9,79.6,2024-08-26T17:02:19.969Z,2024-08-26T17:02:22Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5176024877,140,27.1,5176024881,212,7.5,5176024879,141,90.6,5176024875,56,Back,5176024883,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952489,18,3,1,2,15,anga7587r1zv4ey71ge9zxol3,1,33.4,94.4,2024-08-26T17:02:22.448Z,2024-08-26T19:51:50Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5176024953,286,,5176024911,233,41,5176519397,464,,5176024895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713952487,41,45,1,2,15,cftj6g399tknheudaxsdpfdgb,0,66.6,5.6,2024-08-26T17:02:22.448Z,2024-08-26T18:11:06Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176176221,285,,5176024891,56,Right,5176024923,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
