id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2702471409,5,5,1,0,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.4,101.5,2024-07-21T14:01:55.881Z,2024-07-21T14:08:09Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5112650505,347,,5112650503,56,Back,5112650555,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471381,7,5,1,0,34,c165yjiny1qnmfdvefxvflnkc,0,68.6,-1.5,2024-07-21T14:01:55.881Z,2024-07-21T14:02:03Z,ejeagwkwh1ijuwgfpiya8cel1,D. Kolinger,,,5112650563,233,5,5112650383,347,,5112650381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471451,6,1,1,0,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.3,100.0,2024-07-21T14:02:09.889Z,2024-07-21T14:02:13Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5112650797,212,27.6,5112650793,140,53.6,5112650789,107,,5112650801,1,,5112650799,213,6.00,5112650791,56,Left,5112650795,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471457,7,1,1,0,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.6,90.8,2024-07-21T14:02:12.305Z,2024-07-21T16:45:09Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5112650833,141,73.3,5112650837,213,3.93,5112650831,140,42.4,5112650835,212,16.7,5112996483,156,,5112650829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471481,9,1,1,0,51,c165yjiny1qnmfdvefxvflnkc,1,62.0,23.6,2024-07-21T14:02:13.214Z,2024-07-21T14:02:19Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5112650957,56,Right,5112650961,141,14.0,5112650965,213,5.49,5112650959,140,68.1,5112650963,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471495,10,1,1,0,57,c165yjiny1qnmfdvefxvflnkc,1,64.6,6.5,2024-07-21T14:02:19.614Z,2024-07-21T14:02:23Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5112651043,140,18.5,5112651051,1,,5112651047,212,57.7,5112651039,155,,5112651049,213,2.56,5112651041,56,Back,5112651045,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471513,11,1,1,1,1,c165yjiny1qnmfdvefxvflnkc,1,18.4,53.7,2024-07-21T14:02:23.102Z,2024-07-21T16:05:22Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5112651141,56,Back,5112651145,141,63.6,5112651149,213,0.89,5112651147,212,8.7,5112651143,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471525,12,1,1,1,3,c165yjiny1qnmfdvefxvflnkc,1,23.6,66.5,2024-07-21T14:02:25.214Z,2024-07-21T14:02:28Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5112651203,141,49.6,5112651199,56,Back,5112651205,212,19.2,5112651201,140,9.0,5112651207,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471553,13,1,1,1,6,c165yjiny1qnmfdvefxvflnkc,1,9.0,49.6,2024-07-21T14:02:28.686Z,2024-07-21T14:02:33Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5112651339,141,31.6,5112651325,56,Back,5112651343,212,12.6,5112651333,140,11.8,5112651347,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471579,14,1,1,1,11,c165yjiny1qnmfdvefxvflnkc,0,23.2,22.7,2024-07-21T14:02:33.022Z,2024-07-21T14:02:36Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5112651481,141,0.0,5112651485,213,5.95,5112651477,56,Right,5112651483,212,49.8,5112651479,140,68.0,5112651487,1,,5112651475,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471633,8,5,1,1,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.1,101.5,2024-07-21T14:02:36.432Z,2024-07-21T14:08:09Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5112651823,233,15,5112651793,347,,5112651791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471581,15,5,1,1,14,c165yjiny1qnmfdvefxvflnkc,0,75.9,-1.5,2024-07-21T14:02:36.432Z,2024-07-21T14:02:47Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5112651489,56,Right,5112651849,233,8,5112651491,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471653,9,1,1,1,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,16.2,100.0,2024-07-21T14:02:46.697Z,2024-07-21T14:02:49Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5112651917,1,,5112651907,56,Back,5112651913,212,28.6,5112651909,140,40.4,5112651905,107,,5112651915,213,5.81,5112651911,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471655,10,61,1,1,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,40.4,82.4,2024-07-21T14:02:49.825Z,2024-07-21T14:02:50Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5112651921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471699,17,1,1,1,29,c165yjiny1qnmfdvefxvflnkc,0,64.4,19.7,2024-07-21T14:02:50.926Z,2024-07-21T14:02:55Z,ejeagwkwh1ijuwgfpiya8cel1,D. Kolinger,,,5112652155,155,,5112652159,140,100.0,5112652165,213,6.22,5112652161,141,16.0,5112652163,212,38.4,5112652167,1,,5112652157,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471695,11,5,1,1,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.0,81.4,2024-07-21T14:02:54.753Z,2024-07-21T14:02:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5112652139,56,Back,5112652141,346,,5112652193,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471701,18,5,1,1,32,c165yjiny1qnmfdvefxvflnkc,0,101.0,18.6,2024-07-21T14:02:54.753Z,2024-07-21T14:08:09Z,ejeagwkwh1ijuwgfpiya8cel1,D. Kolinger,,,5112652211,233,11,5112652175,346,,5112652173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471879,12,1,1,1,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,3.7,57.2,2024-07-21T14:03:17.489Z,2024-07-21T14:03:24Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5112653155,140,60.9,5112653151,124,,5112653159,212,61.8,5112653161,213,6.04,5112653167,74,,5112653157,141,35.7,5112653163,1,,5112653153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471857,19,44,1,1,59,c165yjiny1qnmfdvefxvflnkc,1,38.2,65.0,2024-07-21T14:03:21.405Z,2024-07-21T14:03:25Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5112653039,285,,5112653037,56,Back,5112653241,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471887,13,44,1,1,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.8,35.0,2024-07-21T14:03:21.406Z,2024-07-21T14:03:25Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5112653247,233,19,5112653223,56,Center,5112653225,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471865,20,1,1,1,59,c165yjiny1qnmfdvefxvflnkc,1,37.1,65.3,2024-07-21T14:03:21.789Z,2024-07-21T14:03:22Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5112653093,213,1.00,5112653087,140,42.0,5112653083,3,,5112653091,212,9.5,5112653085,56,Back,5112653089,141,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471881,22,1,1,2,1,c165yjiny1qnmfdvefxvflnkc,1,43.6,82.5,2024-07-21T14:03:22.878Z,2024-07-21T14:03:24Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5112653191,140,30.5,5112653195,212,13.8,5112653211,156,,5112653193,141,80.3,5112653187,56,Back,5112653197,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471945,23,1,1,2,3,c165yjiny1qnmfdvefxvflnkc,1,25.1,81.3,2024-07-21T14:03:25.549Z,2024-07-21T14:03:34Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5112653533,212,28.2,5112653527,56,Back,5112653529,140,6.6,5112653531,141,51.2,5112653535,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471961,24,1,1,2,12,c165yjiny1qnmfdvefxvflnkc,1,7.4,48.8,2024-07-21T14:03:34.350Z,2024-07-21T16:46:49Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5112653615,141,40.9,5112653611,56,Back,5112653619,213,5.96,5112999377,189,,5112653613,140,22.8,5112653617,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471971,25,1,1,2,14,c165yjiny1qnmfdvefxvflnkc,1,22.8,40.9,2024-07-21T14:03:36.414Z,2024-07-21T16:48:45Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5112653685,189,,5112653667,56,Back,5112653673,212,18.8,5112653669,140,14.6,5112653675,213,4.24,5112653671,141,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471987,26,1,1,2,16,c165yjiny1qnmfdvefxvflnkc,1,14.5,16.1,2024-07-21T14:03:38.525Z,2024-07-21T16:48:33Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5112653775,56,Back,5112653787,213,0.20,5112653783,141,24.5,5112653785,212,29.1,5112653781,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702471991,27,1,1,2,17,c165yjiny1qnmfdvefxvflnkc,1,41.7,24.5,2024-07-21T14:03:39.613Z,2024-07-21T14:03:40Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5112653803,140,32.8,5112653807,212,9.6,5112653837,156,,5112653809,213,2.93,5112653801,56,Back,5112653805,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472043,28,1,1,2,19,c165yjiny1qnmfdvefxvflnkc,1,31.8,28.4,2024-07-21T14:03:41.101Z,2024-07-21T16:48:41Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5112654131,155,,5112654135,56,Left,5112654141,212,53.0,5112654145,1,,5112654139,141,95.1,5112654143,213,1.03,5112654133,196,,5112654137,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472055,29,1,1,2,25,c165yjiny1qnmfdvefxvflnkc,0,64.4,92.1,2024-07-21T14:03:47.293Z,2024-07-21T16:48:57Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5112654199,155,,5112654201,56,Center,5112654205,141,51.0,5112654209,213,5.45,5113003351,72,,5112654211,1,,5113003349,224,,5112654203,140,88.4,5112654197,2,5112654207,212,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472067,14,44,1,2,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.5,48.8,2024-07-21T14:03:49.820Z,2024-07-21T14:03:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5112654257,285,,5112654255,56,Back,5112654263,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472063,30,44,1,2,27,c165yjiny1qnmfdvefxvflnkc,0,91.5,51.2,2024-07-21T14:03:49.821Z,2024-07-21T14:03:51Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5112654243,56,Center,5112654279,233,14,5112654245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472075,15,12,1,2,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.4,49.1,2024-07-21T14:03:50.321Z,2024-07-21T14:03:53Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5112654297,212,23.6,5112654383,15,,5112654299,213,4.34,5112654293,140,0.0,5112654291,56,Back,5112654295,141,16.8,5112654319,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472077,16,6,1,2,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,1.8,24.7,2024-07-21T14:03:51.082Z,2024-07-21T16:49:23Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5112654407,73,,5112654405,56,Back,5112654501,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472071,31,6,1,2,29,c165yjiny1qnmfdvefxvflnkc,1,98.2,75.3,2024-07-21T14:03:51.082Z,2024-07-21T14:26:07Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5112654463,233,16,5112654331,73,,5112654329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472223,32,1,1,2,56,c165yjiny1qnmfdvefxvflnkc,1,99.5,99.5,2024-07-21T14:04:18.077Z,2024-07-21T14:07:18Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5112655173,6,,5112655177,140,97.6,5112655181,212,20.2,5112655179,141,69.9,5112655175,56,Center,5112655183,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472225,33,1,1,2,57,c165yjiny1qnmfdvefxvflnkc,1,97.6,69.9,2024-07-21T14:04:19.069Z,2024-07-21T15:07:38Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5112655193,56,Left,5112655845,156,,5112655197,141,84.5,5112655195,140,92.8,5112655201,213,2.04,5112655199,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472249,34,1,1,2,58,c165yjiny1qnmfdvefxvflnkc,0,91.7,84.5,2024-07-21T14:04:20.826Z,2024-07-21T16:49:35Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5112655317,155,,5112655325,141,46.1,5112655321,140,95.1,5112655329,213,4.85,5113004419,20,,5113004417,223,,5112655319,56,Center,5112655315,2,,5112655327,212,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472259,17,44,1,3,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.0,54.9,2024-07-21T14:04:23.693Z,2024-07-21T14:04:25Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5112655369,56,Back,5112655371,285,,5112655391,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472253,35,44,1,3,1,c165yjiny1qnmfdvefxvflnkc,0,94.0,45.1,2024-07-21T14:04:23.694Z,2024-07-21T14:04:25Z,ejeagwkwh1ijuwgfpiya8cel1,D. Kolinger,,,5112655399,233,17,5112655335,286,,5112655333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472279,18,12,1,3,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.1,55.8,2024-07-21T14:04:23.929Z,2024-07-21T17:57:03Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5112655467,212,21.6,5112655487,167,,5112655493,15,,5112655469,213,1.97,5112655463,140,0.0,5112655465,141,85.1,5112655461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472283,19,6,1,3,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,1.2,78.0,2024-07-21T14:04:26.732Z,2024-07-21T16:50:09Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5112655533,56,Back,5112655581,233,36,5112655537,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472275,36,6,1,3,4,c165yjiny1qnmfdvefxvflnkc,1,98.8,22.0,2024-07-21T14:04:26.732Z,2024-07-21T14:06:31Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5112655489,56,Center,5112655573,233,19,5112655491,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472459,37,1,1,3,30,c165yjiny1qnmfdvefxvflnkc,0,99.5,0.5,2024-07-21T14:04:52.509Z,2024-07-21T16:50:13Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5112656515,56,Center,5112656511,223,,5112656527,212,32.2,5113005453,72,,5112656519,140,98.3,5112656579,233,20,5112656501,6,,5112656505,155,,5112656523,141,5112656535,1,,47.8,5112656531,213,1.61,5112656497,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702472471,20,11,1,3,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.5,54.2,2024-07-21T14:04:56.177Z,2024-07-21T16:50:17Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5112656583,233,37,5112656577,88,,5113005497,378,,5112656575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
