id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2751320107,9,1,1,0,16,aljua8crr0vkwit0j3m59jw9j,0,19.9,5.8,2024-11-24T15:01:23.134Z,2024-11-24T15:01:24Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380359765,56,Back,5380359769,141,7.6,5380359773,213,0.06,5380359767,140,39.0,5380359771,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320101,3,8,1,0,17,9qsmopgutr7ut5g6workk8w4i,1,63.0,93.8,2024-11-24T15:01:23.729Z,2024-11-24T17:50:14Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5381282611,385,,5380359733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320203,10,1,1,0,18,aljua8crr0vkwit0j3m59jw9j,1,31.7,18.0,2024-11-24T15:01:25.278Z,2024-11-24T15:01:30Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380360203,56,Back,5380360205,140,44.5,5380360211,213,6.15,5380360207,141,15.3,5380360201,3,,5380360209,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320205,11,61,1,0,20,aljua8crr0vkwit0j3m59jw9j,0,45.6,14.4,2024-11-24T15:01:26.710Z,2024-11-24T16:03:32Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5380360221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320199,4,1,1,0,21,9qsmopgutr7ut5g6workk8w4i,1,60.3,85.4,2024-11-24T15:01:27.760Z,2024-11-24T15:01:29Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5380360181,141,80.5,5380360185,213,3.28,5380360179,140,37.8,5380360177,56,Back,5380360183,212,23.9,5380360175,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320217,5,1,1,0,23,9qsmopgutr7ut5g6workk8w4i,0,36.7,79.1,2024-11-24T15:01:29.697Z,2024-11-24T15:01:30Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380360291,141,75.6,5380360295,213,6.15,5380360293,212,18.3,5380360287,56,Center,5380360289,140,54.0,5380360285,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320279,12,1,1,0,24,aljua8crr0vkwit0j3m59jw9j,1,43.2,25.8,2024-11-24T15:01:31.214Z,2024-11-24T15:01:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380360655,213,0.57,5380360651,141,39.1,5380360649,140,56.6,5380360647,56,Center,5380360653,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320287,13,1,1,0,29,aljua8crr0vkwit0j3m59jw9j,0,77.6,35.7,2024-11-24T15:01:36.318Z,2024-11-24T15:01:36Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380360703,56,Center,5380360713,212,11.6,5380360715,213,0.48,5380360711,141,43.6,5380360707,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320307,6,12,1,0,30,9qsmopgutr7ut5g6workk8w4i,1,11.7,59.7,2024-11-24T15:01:37.272Z,2024-11-24T16:00:08Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380360921,167,,5380360853,56,Back,5380360861,213,2.85,5380360855,140,0.0,5380360859,212,14.4,5380360857,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320317,7,6,1,0,31,9qsmopgutr7ut5g6workk8w4i,0,3.8,62.2,2024-11-24T15:01:37.934Z,2024-11-24T17:50:41Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380360967,233,14,5380360927,73,,5380360925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320303,14,6,1,0,31,aljua8crr0vkwit0j3m59jw9j,1,96.2,37.8,2024-11-24T15:01:37.934Z,2024-11-24T15:49:07Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380360885,56,Center,5380360887,75,,5380360953,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320861,15,1,1,1,7,aljua8crr0vkwit0j3m59jw9j,0,99.5,0.5,2024-11-24T15:02:14.079Z,2024-11-24T17:50:52Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5380363923,2,,5380363925,6,,5380363939,213,1.81,5381285437,72,,5380363941,1,,5380363937,212,33.4,5380363931,56,Center,5380363927,155,,5380363933,140,92.1,5380363935,141,48.2,5380363929,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320897,8,12,1,1,10,9qsmopgutr7ut5g6workk8w4i,1,4.8,42.1,2024-11-24T15:02:17.104Z,2024-11-24T16:00:27Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380364093,213,0.17,5380364087,140,17.3,5380364083,56,Back,5380364133,15,,5380364089,141,45.4,5380364091,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320909,16,13,1,1,11,aljua8crr0vkwit0j3m59jw9j,1,81.2,51.9,2024-11-24T15:02:17.886Z,2024-11-24T17:51:56Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380398781,102,61.2,5380398327,153,,5380398807,230,99.1,5380364157,56,Center,5380398783,103,11.1,5380398809,231,49.6,5380398789,328,,5380398319,25,,5380398805,147,57.2,5381289941,73,,5380398323,18,5381289943,108,5380398787,215,5380398321,72,5380398795,458,5380398801,146,94.0,,,,,,,,,,,,,,,,
2751320929,9,12,1,1,12,9qsmopgutr7ut5g6workk8w4i,1,8.7,44.3,2024-11-24T15:02:19.504Z,2024-11-24T16:01:08Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5380364253,140,23.0,5380364259,213,5.96,5380364251,56,Back,5380364257,212,15.8,5380364255,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321037,17,1,1,1,16,aljua8crr0vkwit0j3m59jw9j,1,71.2,81.4,2024-11-24T15:02:23.294Z,2024-11-24T15:02:27Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380364889,56,Center,5380364891,140,50.9,5380364893,141,57.8,5380364897,213,3.79,5380364895,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321131,18,1,1,1,20,aljua8crr0vkwit0j3m59jw9j,1,51.0,57.8,2024-11-24T15:02:27.358Z,2024-11-24T15:02:36Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380365415,212,27.1,5380365409,56,Left,5380365417,213,0.92,5380365895,155,,5380365413,141,89.4,5380365411,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321151,19,1,1,1,25,aljua8crr0vkwit0j3m59jw9j,1,68.1,91.4,2024-11-24T15:02:31.757Z,2024-11-24T15:02:33Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380365525,140,53.8,5380365531,213,3.44,5380365527,141,84.7,5380365529,212,15.7,5380365523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321215,20,1,1,1,26,aljua8crr0vkwit0j3m59jw9j,1,49.7,83.5,2024-11-24T15:02:33.182Z,2024-11-24T15:02:36Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380365875,212,24.6,5380365879,213,4.53,5380365871,140,45.5,5380365873,141,47.9,5380365869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321309,21,1,1,1,32,aljua8crr0vkwit0j3m59jw9j,1,44.3,35.5,2024-11-24T15:02:39.008Z,2024-11-24T15:02:41Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380366401,141,59.9,5380366405,213,1.84,5380366397,56,Back,5380366403,212,17.2,5380366399,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321357,22,1,1,1,35,aljua8crr0vkwit0j3m59jw9j,1,39.7,62.7,2024-11-24T15:02:41.790Z,2024-11-24T15:02:44Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5380366643,213,0.89,5380366635,56,Left,5380366637,140,53.7,5380366639,141,89.6,5380366641,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321453,23,1,1,1,38,aljua8crr0vkwit0j3m59jw9j,1,54.1,89.6,2024-11-24T15:02:44.797Z,2024-11-24T15:02:51Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380367121,56,Left,5380367129,213,6.16,5380367123,140,69.7,5380367127,212,16.5,5380367125,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321463,24,1,1,1,43,aljua8crr0vkwit0j3m59jw9j,0,68.7,86.2,2024-11-24T15:02:50.350Z,2024-11-24T15:03:17Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380367171,56,Left,5380367179,141,86.2,5380369741,233,10,5380367181,212,1.6,5380367175,140,70.2,5380369739,236,,5380367185,213,0.00,5380369745,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321459,10,74,1,1,43,9qsmopgutr7ut5g6workk8w4i,1,15.7,12.6,2024-11-24T15:02:50.351Z,2024-11-24T15:03:16Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380369759,233,24,5380367159,56,Back,5380367161,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321473,25,61,1,1,46,aljua8crr0vkwit0j3m59jw9j,1,70.2,86.2,2024-11-24T15:02:52.680Z,2024-11-24T15:02:52Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380367229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321543,11,1,1,1,46,9qsmopgutr7ut5g6workk8w4i,1,12.8,7.1,2024-11-24T15:02:53.216Z,2024-11-24T15:02:56Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380367569,212,14.9,5380367563,56,Back,5380367571,213,0.16,5380367567,141,10.6,5380367565,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321553,12,3,1,1,48,9qsmopgutr7ut5g6workk8w4i,0,28.5,11.7,2024-11-24T15:02:54.988Z,2024-11-24T17:53:19Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5381295907,464,,5380370153,233,26,5380367621,285,,5380367617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321573,26,7,1,1,48,aljua8crr0vkwit0j3m59jw9j,1,71.5,88.3,2024-11-24T15:02:54.989Z,2024-11-24T22:43:54Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380370187,233,12,5380367719,286,,5380367717,56,Left,5381296943,384,,5382326565,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321623,27,1,1,1,50,aljua8crr0vkwit0j3m59jw9j,1,67.1,83.2,2024-11-24T15:02:57.630Z,2024-11-24T15:02:59Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380367961,141,92.0,5380367965,213,0.85,5380367957,56,Left,5380367959,140,72.1,5380367963,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321641,28,1,1,1,52,aljua8crr0vkwit0j3m59jw9j,1,72.1,92.0,2024-11-24T15:02:59.613Z,2024-11-24T15:03:00Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380368067,213,6.08,5380368061,140,81.1,5380368065,212,9.7,5380368063,141,89.1,5380368059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321669,29,1,1,1,53,aljua8crr0vkwit0j3m59jw9j,0,81.3,89.3,2024-11-24T15:03:00.462Z,2024-11-24T17:54:24Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380368167,56,Center,5381299491,72,,5380368163,2,,5381299489,224,,5380368171,141,57.6,5380368173,212,23.4,5380368169,140,89.9,5380368177,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321757,13,12,1,1,54,9qsmopgutr7ut5g6workk8w4i,1,9.1,38.0,2024-11-24T15:03:01.072Z,2024-11-24T15:03:06Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380368701,213,5.72,5380368697,141,10.9,5380368699,212,34.4,5380368695,140,36.8,5380368693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321777,30,44,1,1,59,aljua8crr0vkwit0j3m59jw9j,1,63.7,90.8,2024-11-24T15:03:06.287Z,2024-11-24T16:05:44Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380368837,233,14,5380368795,56,Left,5380368797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321765,14,44,1,1,59,9qsmopgutr7ut5g6workk8w4i,0,36.3,9.2,2024-11-24T15:03:06.288Z,2024-11-24T16:05:44Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5380368735,56,Back,5380368737,285,,5380368861,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321799,31,1,1,2,0,aljua8crr0vkwit0j3m59jw9j,0,64.1,92.6,2024-11-24T15:03:06.974Z,2024-11-24T15:03:08Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380368945,212,7.1,5380368947,213,0.09,5380368939,140,70.8,5380368931,3,,5380368943,141,93.5,5380368935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321819,15,1,1,2,1,9qsmopgutr7ut5g6workk8w4i,0,30.9,7.0,2024-11-24T15:03:08.348Z,2024-11-24T15:03:10Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5380369121,233,32,5380369061,212,3.5,5380369059,141,8.6,5380369125,286,,5380369119,236,,5380369055,56,Back,5380369057,140,34.1,5380369063,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321807,32,74,1,2,1,aljua8crr0vkwit0j3m59jw9j,1,69.5,93.2,2024-11-24T15:03:08.349Z,2024-11-24T15:03:09Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380368995,56,Left,5380368997,285,,5380369129,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321931,16,5,1,2,2,9qsmopgutr7ut5g6workk8w4i,1,28.4,-1.4,2024-11-24T15:03:09.245Z,2024-11-24T15:49:56Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5380369673,56,Back,5380369721,233,33,5380369675,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321823,33,5,1,2,2,aljua8crr0vkwit0j3m59jw9j,0,71.6,101.4,2024-11-24T15:03:09.245Z,2024-11-24T15:49:56Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380369081,56,Left,5380369083,347,,5380369805,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751322203,17,1,1,2,21,9qsmopgutr7ut5g6workk8w4i,1,30.8,0.0,2024-11-24T15:03:28.048Z,2024-11-24T15:03:31Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380371159,213,0.59,5380371151,56,Back,5380371149,107,,5380371157,212,7.5,5380371155,141,5.3,5380371153,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751322213,18,50,1,2,23,9qsmopgutr7ut5g6workk8w4i,1,40.2,7.8,2024-11-24T15:03:30.397Z,2024-11-24T16:02:00Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5380372339,233,34,5380371201,286,,5380371199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751322427,34,7,1,2,23,aljua8crr0vkwit0j3m59jw9j,0,59.8,92.2,2024-11-24T15:03:30.398Z,2024-11-24T22:44:00Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5381304491,385,,5380372253,56,Left,5380372255,285,,5380372321,233,18,5382326791,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751322251,19,1,1,2,24,9qsmopgutr7ut5g6workk8w4i,1,36.3,8.5,2024-11-24T15:03:31.455Z,2024-11-24T16:02:12Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5380371379,140,24.3,5380371381,141,52.2,5380371377,56,Back,5380371383,212,32.3,5380371375,155,,5380371387,1,,5380371385,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751322361,20,1,1,2,27,9qsmopgutr7ut5g6workk8w4i,1,23.9,58.4,2024-11-24T15:03:33.983Z,2024-11-24T15:03:37Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5380371879,140,33.7,5380371877,56,Back,5380371885,212,23.5,5380371889,213,1.12,5380371881,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751322413,21,1,1,2,30,9qsmopgutr7ut5g6workk8w4i,1,37.2,89.0,2024-11-24T15:03:37.312Z,2024-11-24T15:03:40Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380372199,213,5.30,5380372189,56,Back,5380372197,212,12.4,5380372195,141,73.8,5380372193,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
