id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2719378669,7,1,1,0,15,36g6ifzjliec1jqnbtf7yesme,1,57.7,23.9,2024-09-13T17:05:07.277Z,2024-09-13T17:05:10Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5205963393,140,65.6,5205963391,56,Right,5205963397,212,10.5,5205963399,213,5.62,5205963395,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378679,8,1,1,0,18,36g6ifzjliec1jqnbtf7yesme,0,69.1,12.5,2024-09-13T17:05:09.917Z,2024-09-13T17:05:11Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5205963465,212,31.6,5205963467,213,0.83,5205963459,56,Center,5205963461,140,89.5,5205963455,2,,5205963463,141,46.7,5205963457,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378687,7,12,1,0,19,anga7587r1zv4ey71ge9zxol3,1,9.2,47.3,2024-09-13T17:05:11.183Z,2024-09-13T17:05:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5205963499,15,,5205963483,140,21.4,5205963491,212,20.1,5205963479,56,Back,5205963487,141,24.6,5205963493,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378739,9,1,1,0,24,anga7587r1zv4ey71ge9zxol3,0,21.7,22.7,2024-09-13T17:05:16.063Z,2024-09-13T17:21:46Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5205963711,141,22.5,5205963715,213,6.21,5205963709,140,23.5,5205992763,286,,5205992757,236,,5205963713,212,1.9,5206007345,233,9,5205963707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378793,9,74,1,0,24,36g6ifzjliec1jqnbtf7yesme,1,63.1,81.1,2024-09-13T17:05:16.064Z,2024-09-13T17:21:46Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5206007327,233,9,5205963987,56,Left,5205963989,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378771,10,1,1,0,26,anga7587r1zv4ey71ge9zxol3,1,28.5,17.3,2024-09-13T17:05:18.190Z,2024-09-13T17:05:19Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5205963885,141,12.2,5205963889,213,5.82,5205963887,212,7.7,5205963879,140,35.1,5205963875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378775,11,1,1,0,27,anga7587r1zv4ey71ge9zxol3,0,35.1,12.2,2024-09-13T17:05:19.262Z,2024-09-13T17:21:48Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5205963991,236,,5205963897,56,Back,5205963903,212,2.5,5206007425,233,10,5205963901,141,12.0,5205963899,140,37.5,5205963997,286,,5205963905,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378807,10,74,1,0,27,36g6ifzjliec1jqnbtf7yesme,1,59.5,82.4,2024-09-13T17:05:19.263Z,2024-09-13T17:21:48Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5205964063,56,Left,5205964065,285,,5206007419,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386399,161,1,1,0,30,36g6ifzjliec1jqnbtf7yesme,0,34.0,82.7,2024-09-13T17:05:22.183Z,2024-09-13T17:20:15Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206003717,212,12.0,5206003719,213,5.71,5206003715,141,73.2,5206003713,140,43.6,5206003711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378813,12,1,1,0,31,anga7587r1zv4ey71ge9zxol3,0,57.9,20.4,2024-09-13T17:05:23.180Z,2024-09-13T17:21:49Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5205964129,286,,5205964095,140,58.3,5205964099,141,20.3,5205964107,213,6.12,5205964103,212,0.4,5206007463,233,164,5205964091,157,,5205964111,1,,5205964093,56,Right,5205964123,236,,,,,,,,,,,,,,,,,,,,,,,,
2719386495,164,74,1,0,31,36g6ifzjliec1jqnbtf7yesme,1,45.8,72.9,2024-09-13T17:05:23.181Z,2024-09-13T17:21:50Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206004345,285,,5206007455,233,12,5206004343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379113,17,44,1,0,32,anga7587r1zv4ey71ge9zxol3,1,45.5,17.1,2024-09-13T17:05:23.998Z,2024-09-13T17:35:58Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5205965669,285,,5205965663,56,Back,5205966901,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379317,21,44,1,0,32,36g6ifzjliec1jqnbtf7yesme,0,54.5,82.9,2024-09-13T17:05:23.999Z,2024-09-13T17:35:58Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5205966755,286,,5205966907,233,17,5205966753,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378829,13,1,1,0,32,anga7587r1zv4ey71ge9zxol3,1,53.6,18.0,2024-09-13T17:05:24.071Z,2024-09-13T18:01:12Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5205964197,56,Center,5205964195,3,,5205964199,140,60.5,5205964205,213,0.39,5205964203,212,7.8,5205964201,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378831,11,43,1,0,33,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-09-13T17:05:24.756Z,2024-09-13T18:09:33Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5205964213,140,41.0,5205964217,212,2.3,5205964211,56,Back,5206145953,144,1,5205964215,141,71.1,5205964219,213,5.59,5205964209,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378843,14,1,1,0,34,anga7587r1zv4ey71ge9zxol3,1,60.5,22.4,2024-09-13T17:05:25.998Z,2024-09-13T17:05:27Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5205964255,141,13.5,5205964259,213,4.51,5205964251,56,Right,5205964257,212,6.2,5205964253,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378865,15,1,1,0,35,anga7587r1zv4ey71ge9zxol3,1,59.3,13.5,2024-09-13T17:05:27.311Z,2024-09-13T18:01:23Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5205964365,140,65.0,5205964369,212,26.8,5206094079,155,,5205964367,141,51.9,5205964371,213,1.35,5205964363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378877,12,4,1,0,37,36g6ifzjliec1jqnbtf7yesme,1,34.4,46.0,2024-09-13T17:05:28.915Z,2024-09-13T17:05:34Z,,,,,5205964597,56,Back,5205964601,286,,5205964595,10,,5205964599,152,,5205964603,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378869,16,4,1,0,37,anga7587r1zv4ey71ge9zxol3,0,65.6,54.0,2024-09-13T17:05:28.916Z,2024-09-13T17:05:35Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5205964447,285,,5205964445,152,,5205964443,56,Center,5205964609,233,12,5205964441,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719378997,13,1,1,0,47,36g6ifzjliec1jqnbtf7yesme,1,41.7,51.6,2024-09-13T17:05:38.942Z,2024-09-13T17:05:41Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5205964979,213,3.85,5205964975,141,36.9,5205964967,152,,5205964971,56,Back,5205964977,212,15.4,5205964961,5,,5205964973,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379053,14,1,1,0,50,36g6ifzjliec1jqnbtf7yesme,1,32.0,37.6,2024-09-13T17:05:41.700Z,2024-09-13T17:05:47Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5205965295,212,23.1,5205965291,140,38.5,5205965297,213,1.27,5205965293,141,70.0,5205965289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379073,15,1,1,0,55,36g6ifzjliec1jqnbtf7yesme,1,39.9,72.1,2024-09-13T17:05:47.308Z,2024-09-13T17:05:49Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5205965433,213,4.03,5205965427,140,32.6,5205965431,212,12.2,5205965429,141,58.2,5205965425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379097,16,1,1,0,57,36g6ifzjliec1jqnbtf7yesme,1,31.8,56.0,2024-09-13T17:05:49.116Z,2024-09-13T17:05:51Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5205965581,212,18.8,5205965583,213,4.89,5205965575,56,Back,5205965579,141,28.8,5205965577,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379129,17,1,1,1,0,36g6ifzjliec1jqnbtf7yesme,1,35.2,28.8,2024-09-13T17:05:51.789Z,2024-09-13T17:05:54Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5205965731,56,Back,5205965735,141,8.5,5205965739,213,5.27,5205965733,140,43.4,5205965737,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379145,18,1,1,1,2,36g6ifzjliec1jqnbtf7yesme,1,43.4,8.5,2024-09-13T17:05:53.917Z,2024-09-13T17:05:55Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5205965843,213,1.88,5205965841,212,9.8,5205965835,56,Back,5205965839,141,22.2,5205965837,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379167,19,1,1,1,3,36g6ifzjliec1jqnbtf7yesme,0,41.6,28.6,2024-09-13T17:05:55.244Z,2024-09-13T17:06:03Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5205966081,1,,5205965957,140,63.8,5205965963,213,5.56,5205965955,56,Right,5205965961,212,31.2,5205966079,157,,5205965959,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379189,18,5,1,1,5,anga7587r1zv4ey71ge9zxol3,1,36.0,101.6,2024-09-13T17:05:57.342Z,2024-09-13T17:06:01Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5205966045,56,Back,5205966063,233,20,5205966047,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379177,20,5,1,1,5,36g6ifzjliec1jqnbtf7yesme,0,64.0,-1.6,2024-09-13T17:05:57.342Z,2024-09-13T17:15:51Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5205966009,347,,5205966007,56,Right,5205966075,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379329,19,1,1,1,21,anga7587r1zv4ey71ge9zxol3,1,36.8,100.0,2024-09-13T17:06:12.975Z,2024-09-13T17:06:18Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5205966821,107,,5205966831,213,3.67,5205966823,56,Back,5205966829,212,7.0,5205966825,140,31.0,5205966827,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379341,20,1,1,1,26,anga7587r1zv4ey71ge9zxol3,1,27.8,93.9,2024-09-13T17:06:18.334Z,2024-09-13T17:06:20Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5205966915,141,97.4,5205966919,213,0.32,5205966917,212,7.6,5205966911,56,Back,5205966913,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379371,21,1,1,1,28,anga7587r1zv4ey71ge9zxol3,1,34.7,97.4,2024-09-13T17:06:20.207Z,2024-09-13T17:06:22Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5205967041,155,,5205967051,213,5.97,5205967043,56,Left,5205967049,212,21.1,5205967045,140,53.8,5205967047,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379373,22,61,1,1,31,anga7587r1zv4ey71ge9zxol3,0,53.8,87.8,2024-09-13T17:06:22.702Z,2024-09-13T17:06:23Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5205967055,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379375,22,61,1,1,31,36g6ifzjliec1jqnbtf7yesme,1,41.2,19.4,2024-09-13T17:06:23.445Z,2024-09-13T17:06:23Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5205967057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379437,23,1,1,1,34,anga7587r1zv4ey71ge9zxol3,1,64.2,96.0,2024-09-13T17:06:25.695Z,2024-09-13T17:06:30Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5205967295,141,96.3,5205967299,213,0.02,5205967297,212,11.4,5205967291,56,Left,5205967293,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379441,23,45,1,1,38,36g6ifzjliec1jqnbtf7yesme,0,17.5,8.2,2024-09-13T17:06:29.886Z,2024-09-13T17:16:09Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5205967317,285,,5205967315,56,Back,5205967445,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379463,24,3,1,1,38,anga7587r1zv4ey71ge9zxol3,1,82.5,91.8,2024-09-13T17:06:29.886Z,2024-09-13T17:16:09Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5205967419,286,,5205967417,56,Left,5205967429,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380361,26,61,1,1,41,36g6ifzjliec1jqnbtf7yesme,1,3.4,57.8,2024-09-13T17:06:32.811Z,2024-09-13T17:08:23Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5205971957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379477,25,1,1,1,41,anga7587r1zv4ey71ge9zxol3,0,96.3,71.1,2024-09-13T17:06:33.086Z,2024-09-13T17:08:21Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5205967491,155,,5205967501,213,4.86,5205967493,56,Center,5205967495,140,97.9,5205967499,212,11.5,5205967497,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379629,24,43,1,1,42,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-09-13T17:06:33.980Z,2024-09-13T17:08:02Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5205971231,144,61,5205968243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380121,25,4,1,1,42,36g6ifzjliec1jqnbtf7yesme,1,2.5,55.1,2024-09-13T17:06:34.189Z,2024-09-13T17:15:54Z,,,,,5205970677,10,,5205971415,233,30,5205970681,152,,5205971317,343,3,5205970679,56,Back,5205970683,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380197,30,4,1,1,42,anga7587r1zv4ey71ge9zxol3,0,97.5,44.9,2024-09-13T17:06:34.190Z,2024-09-13T17:15:54Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5205971407,343,3,5205971107,10,,5205971113,286,,5205971109,56,Center,5205971111,152,,5205971431,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719379521,26,84,1,1,45,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-13T17:06:37.078Z,2024-09-13T17:07:56Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5205970991,436,16,5205968433,20,,5205967739,22,,5205967743,56,Center,5205968437,374,2024-09-13 18:06:36.882,5205967741,16,,5205968441,375,01:45.307,5205970625,343,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380083,27,27,1,2,54,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-13T17:07:46.348Z,2024-09-13T17:07:46Z,,,,,5205970451,201,,5205970453,207,,5205970455,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380119,28,65,1,2,54,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-13T17:07:46.358Z,2024-09-13T17:07:54Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5205970631,329,,5205970633,365,26,5205970797,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380145,29,28,1,3,1,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-13T17:07:53.470Z,2024-09-13T17:07:54Z,,,,,5205970775,55,27,5205970773,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380401,27,1,1,3,34,36g6ifzjliec1jqnbtf7yesme,1,3.8,55.4,2024-09-13T17:08:26.443Z,2024-09-13T17:08:28Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5205972203,141,43.9,5205972207,213,5.90,5205972195,5,,5205972199,56,Back,5205972201,140,22.4,5205972229,189,,5205972197,152,,5205972205,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380433,28,1,1,3,37,36g6ifzjliec1jqnbtf7yesme,1,18.4,44.5,2024-09-13T17:08:29.451Z,2024-09-13T17:08:32Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5205972357,212,13.8,5205972353,140,31.2,5205972355,141,39.7,5205972359,213,6.04,5205972351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380469,29,1,1,3,40,36g6ifzjliec1jqnbtf7yesme,1,31.5,39.1,2024-09-13T17:08:32.187Z,2024-09-13T17:08:35Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5205972559,189,,5205972551,212,18.5,5205972549,141,48.5,5205972545,140,15.0,5205972541,56,Back,5205972553,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719380509,30,1,1,3,44,36g6ifzjliec1jqnbtf7yesme,0,18.9,48.5,2024-09-13T17:08:35.948Z,2024-09-13T17:08:38Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5205972733,213,6.22,5205972723,157,,5205972727,140,67.7,5205972731,212,51.3,5205972725,56,Center,5205972729,141,43.9,5205972735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
