id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2708009771,5,1,1,0,21,5rz9enoyknpg8ji78za5b82p0,1,28.9,12.6,2024-08-11T14:00:21.801Z,2024-08-11T14:00:24Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143246263,212,21.3,5143246261,141,31.3,5143246257,56,Back,5143246265,213,2.50,5143246259,140,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009799,6,1,1,0,24,5rz9enoyknpg8ji78za5b82p0,1,11.9,29.7,2024-08-11T14:00:24.536Z,2024-08-11T14:00:27Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5143246417,140,19.5,5143246419,141,5.8,5143246421,212,18.1,5143246415,56,Back,5143246425,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009809,7,1,1,0,27,5rz9enoyknpg8ji78za5b82p0,0,20.7,7.7,2024-08-11T14:00:27.688Z,2024-08-11T14:00:29Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143246477,141,15.3,5143246481,213,0.49,5143246473,56,Back,5143246479,212,11.0,5143246475,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009837,7,1,1,0,30,9qsmopgutr7ut5g6workk8w4i,1,70.3,88.1,2024-08-11T14:00:30.528Z,2024-08-11T14:00:32Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5143246617,213,0.16,5143246607,56,Left,5143246611,140,80.9,5143246615,212,11.3,5143246613,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009869,9,1,1,0,33,9qsmopgutr7ut5g6workk8w4i,0,90.5,77.9,2024-08-11T14:00:33.777Z,2024-08-11T14:14:26Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5143246753,141,56.9,5143246749,56,Center,5143246751,140,80.7,5143246755,212,17.6,5143246757,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009887,8,1,1,0,35,5rz9enoyknpg8ji78za5b82p0,1,17.4,44.0,2024-08-11T14:00:35.064Z,2024-08-11T14:00:36Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143246847,213,5.20,5143246843,141,25.5,5143246841,140,23.7,5143246839,56,Back,5143246845,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009911,10,4,1,0,39,5rz9enoyknpg8ji78za5b82p0,1,25.6,25.2,2024-08-11T14:00:39.481Z,2024-08-11T14:00:42Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143246985,56,Back,5143247141,233,10,5143246989,265,,5143246991,285,,5143246987,152,,5143246983,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009917,10,4,1,0,39,9qsmopgutr7ut5g6workk8w4i,0,74.4,74.8,2024-08-11T14:00:39.482Z,2024-08-11T14:00:42Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143247087,265,,5143247125,233,10,5143247091,286,,5143247085,152,,5143247083,56,Center,5143247081,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708009999,11,1,1,0,44,5rz9enoyknpg8ji78za5b82p0,1,23.8,25.3,2024-08-11T14:00:44.585Z,2024-08-11T14:00:46Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143247381,141,56.7,5143247383,212,21.5,5143247373,5,,5143247385,213,1.67,5143247377,56,Back,5143247379,140,21.7,5143247375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010055,12,1,1,0,46,5rz9enoyknpg8ji78za5b82p0,1,21.7,56.7,2024-08-11T14:00:46.649Z,2024-08-11T14:00:51Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143247675,140,25.6,5143247677,141,82.7,5143247673,56,Back,5143247681,212,18.1,5143247683,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010083,13,1,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,41.1,88.1,2024-08-11T14:00:51.464Z,2024-08-11T14:00:54Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143247847,140,33.4,5143247855,212,17.0,5143247843,56,Back,5143247851,141,66.1,5143247859,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010109,14,1,1,0,54,5rz9enoyknpg8ji78za5b82p0,1,33.6,63.3,2024-08-11T14:00:54.601Z,2024-08-11T14:00:57Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143248007,140,44.2,5143248005,56,Back,5143248011,212,28.4,5143248009,141,24.9,5143248013,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010135,15,1,1,0,57,5rz9enoyknpg8ji78za5b82p0,1,44.2,24.9,2024-08-11T14:00:56.970Z,2024-08-11T14:01:00Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143248167,141,24.1,5143248165,140,37.0,5143248169,212,7.6,5143248171,213,3.21,5143248163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010155,16,1,1,1,0,5rz9enoyknpg8ji78za5b82p0,1,37.6,25.0,2024-08-11T14:01:00.154Z,2024-08-11T14:01:03Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143248257,140,46.1,5143248263,213,5.48,5143248261,212,12.9,5143248259,141,11.4,5143248255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010185,17,1,1,1,3,5rz9enoyknpg8ji78za5b82p0,1,54.1,9.4,2024-08-11T14:01:03.017Z,2024-08-11T14:01:07Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143248457,141,17.9,5143248461,213,2.81,5143248453,56,Back,5143248459,212,17.6,5143248455,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010203,18,1,1,1,7,5rz9enoyknpg8ji78za5b82p0,1,38.5,23.7,2024-08-11T14:01:07.001Z,2024-08-11T14:01:09Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143248559,140,32.4,5143248557,56,Back,5143248565,213,1.89,5143248563,212,20.5,5143248561,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010243,19,1,1,1,9,5rz9enoyknpg8ji78za5b82p0,1,33.2,56.1,2024-08-11T14:01:09.162Z,2024-08-11T14:01:12Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143248747,140,40.0,5143248745,56,Back,5143248753,213,1.23,5143248749,141,85.3,5143248751,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010267,20,1,1,1,12,5rz9enoyknpg8ji78za5b82p0,1,42.8,88.6,2024-08-11T14:01:12.586Z,2024-08-11T14:01:15Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143248863,56,Left,5143248867,141,80.2,5143248869,212,27.9,5143248871,213,6.08,5143248865,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010275,21,61,1,1,15,5rz9enoyknpg8ji78za5b82p0,0,68.8,80.2,2024-08-11T14:01:15.115Z,2024-08-11T14:01:15Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5143248917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010289,11,61,1,1,15,9qsmopgutr7ut5g6workk8w4i,1,28.8,28.6,2024-08-11T14:01:15.349Z,2024-08-11T14:15:20Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5143248981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010313,22,1,1,1,16,5rz9enoyknpg8ji78za5b82p0,1,70.2,82.9,2024-08-11T14:01:16.138Z,2024-08-11T14:01:18Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5143249091,213,0.42,5143249087,141,89.1,5143249085,140,79.1,5143249089,212,10.3,5143249081,155,,5143249083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010363,23,1,1,1,18,5rz9enoyknpg8ji78za5b82p0,0,84.8,93.2,2024-08-11T14:01:18.730Z,2024-08-11T16:50:08Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143249381,140,93.3,5143249383,141,0.0,5143249395,1,,5143249377,155,,5144058943,345,,5144058109,72,,5143249379,56,Right,5143249391,213,4.85,5143249387,212,65.1,5144058107,224,5143249375,2,,,,,,,,,,,,,,,,,,,,,,,,,
2708010493,12,5,1,1,22,9qsmopgutr7ut5g6workk8w4i,1,8.0,101.5,2024-08-11T14:01:22.734Z,2024-08-11T14:42:34Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5143250085,347,,5143250083,56,Back,5143250109,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010371,24,5,1,1,22,5rz9enoyknpg8ji78za5b82p0,0,92.0,-1.5,2024-08-11T14:01:22.734Z,2024-08-11T14:42:34Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143250125,233,12,5143249421,347,,5143249419,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010513,13,1,1,1,33,9qsmopgutr7ut5g6workk8w4i,1,5.8,100.0,2024-08-11T14:01:33.508Z,2024-08-11T16:50:41Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143250163,56,Back,5143250161,107,,5144061307,189,,5143250169,212,12.6,5143250171,213,5.33,5143250165,140,12.7,5143250167,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010531,14,1,1,1,34,9qsmopgutr7ut5g6workk8w4i,1,12.7,86.9,2024-08-11T14:01:34.674Z,2024-08-11T14:01:36Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5143250279,140,7.6,5143250283,212,7.3,5143250277,56,Back,5143250285,213,2.40,5143250281,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010553,15,1,1,1,35,9qsmopgutr7ut5g6workk8w4i,0,7.7,94.2,2024-08-11T14:01:35.003Z,2024-08-11T16:50:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143250431,141,73.8,5143250427,56,Back,5143250435,212,36.5,5143250439,1,,5143250429,140,39.9,5143250437,213,5.89,5143250425,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010645,26,1,1,1,40,5rz9enoyknpg8ji78za5b82p0,1,67.5,15.8,2024-08-11T14:01:40.331Z,2024-08-11T14:01:44Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143250879,140,70.5,5143250883,212,6.2,5143250877,56,Right,5143250885,213,5.25,5143250881,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010651,27,4,1,1,44,5rz9enoyknpg8ji78za5b82p0,1,73.3,3.1,2024-08-11T14:01:44.658Z,2024-08-11T14:42:44Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143250935,13,,5143250943,286,,5143250941,265,,5143250939,152,,5143250991,233,16,5143250937,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708010643,16,4,1,1,44,9qsmopgutr7ut5g6workk8w4i,0,26.7,96.9,2024-08-11T14:01:44.659Z,2024-08-11T14:42:44Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5143250977,285,,5143251009,233,27,5143250973,152,,5143250969,13,,5143250971,56,Back,5143250975,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011061,28,1,1,2,22,5rz9enoyknpg8ji78za5b82p0,1,72.7,3.3,2024-08-11T14:02:21.852Z,2024-08-11T16:51:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,1.0,,5143253475,140,91.7,5143253479,212,40.1,5143253477,141,54.4,5143253469,155,,5144064777,20,,5143253473,56,Center,5143253465,2,,5143253483,1,,5143253467,5,,5144064775,224,5143253471,152,5143253987,210,13,5143253989,154,5143253481,213,1.05,,,,,,,,,,,,,,,,,
2708011065,29,13,1,2,24,5rz9enoyknpg8ji78za5b82p0,1,90.4,52.2,2024-08-11T14:02:23.940Z,2024-08-11T16:51:54Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143253997,77,,5143254011,230,98.4,5143254003,55,28,5143253683,24,,5143253503,56,Center,5143253999,29,,5143253685,15,,5143253689,328,,5143254009,103,68.1,5143254007,102,5143254001,154,5144065813,214,,5143254013,231,5143253501,17,,57.8,51.6,,,,,,,,,,,,,,,
2708011111,17,5,1,2,26,9qsmopgutr7ut5g6workk8w4i,1,-1.2,45.2,2024-08-11T14:02:25.836Z,2024-08-11T14:42:34Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143253769,56,Back,5143253771,346,,5143253781,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011069,30,5,1,2,26,5rz9enoyknpg8ji78za5b82p0,0,101.2,54.8,2024-08-11T14:02:25.836Z,2024-08-11T14:02:31Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143253801,233,17,5143253529,346,,5143253527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011349,18,1,1,2,46,9qsmopgutr7ut5g6workk8w4i,1,4.7,39.4,2024-08-11T14:02:46.420Z,2024-08-11T14:02:48Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5143255021,140,2.8,5143255019,56,Back,5143255017,124,,5143255031,213,1.82,5143255025,141,50.7,5143255039,237,,5143255027,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011387,19,1,1,2,48,9qsmopgutr7ut5g6workk8w4i,1,8.4,50.7,2024-08-11T14:02:48.676Z,2024-08-11T14:02:52Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143255261,213,5.70,5143255263,1,,5143255257,141,3.2,5143255255,140,55.1,5143255251,157,,5143255259,212,58.7,5143255253,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011445,20,1,1,2,52,9qsmopgutr7ut5g6workk8w4i,0,58.0,3.7,2024-08-11T14:02:51.957Z,2024-08-11T14:02:54Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5143255519,213,0.09,5143255509,3,,5143255513,140,71.2,5143255515,141,5.5,5143255511,56,Right,5143255517,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011483,32,1,1,2,55,5rz9enoyknpg8ji78za5b82p0,0,26.6,95.7,2024-08-11T14:02:55.197Z,2024-08-11T14:02:56Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143255681,213,6.26,5143255677,141,95.1,5143255675,140,43.8,5143255679,212,18.1,5143255673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011513,21,1,1,2,57,9qsmopgutr7ut5g6workk8w4i,0,54.7,2.2,2024-08-11T14:02:57.317Z,2024-08-11T14:02:58Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143255845,157,,5143255853,212,26.4,5143255855,213,6.19,5143255849,140,79.7,5143255851,141,0.0,5143255857,1,,5143255847,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011515,22,5,1,2,58,9qsmopgutr7ut5g6workk8w4i,0,77.9,-1.4,2024-08-11T14:02:58.335Z,2024-08-11T14:42:35Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143255859,56,Right,5143256511,233,33,5143255861,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011641,33,5,1,2,58,5rz9enoyknpg8ji78za5b82p0,1,22.1,101.4,2024-08-11T14:02:58.335Z,2024-08-11T14:42:34Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143256487,233,22,5143256465,56,Back,5143256467,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011659,34,1,1,3,5,5rz9enoyknpg8ji78za5b82p0,1,25.1,100.0,2024-08-11T14:03:05.068Z,2024-08-11T14:03:06Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143256587,212,7.6,5143256575,107,,5143256591,213,4.99,5143256579,140,27.1,5143256577,56,Back,5143256583,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011709,35,1,1,3,5,5rz9enoyknpg8ji78za5b82p0,1,27.1,90.9,2024-08-11T14:03:05.758Z,2024-08-11T14:03:09Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143256847,140,21.3,5143256851,212,6.5,5143256849,141,94.2,5143256845,56,Back,5143256853,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011701,23,83,1,3,8,9qsmopgutr7ut5g6workk8w4i,0,72.9,6.7,2024-08-11T14:03:08.133Z,2024-08-11T14:03:10Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143256895,399,cgkvw4q8ddcjl0po181upzwx6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011719,36,1,1,3,9,5rz9enoyknpg8ji78za5b82p0,0,28.4,95.7,2024-08-11T14:03:09.037Z,2024-08-11T14:03:10Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143256881,140,29.6,5143256883,141,96.3,5143256967,233,24,5143256885,212,1.3,5143256971,286,,5143256879,56,Back,5143256965,236,,5143256887,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708011735,24,74,1,3,9,9qsmopgutr7ut5g6workk8w4i,1,67.2,5.0,2024-08-11T14:03:09.038Z,2024-08-11T14:42:46Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5143256937,285,,5143256997,233,36,5143256933,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
