id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2710369461,8,1,1,0,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.9,6.2,2024-08-18T12:02:30.125Z,2024-08-18T12:02:31Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5156318799,213,2.19,5156318793,140,61.5,5156318795,141,20.1,5156318791,56,Right,5156318797,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369467,9,1,1,0,23,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.2,19.8,2024-08-18T12:02:31.867Z,2024-08-18T12:02:32Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5156318851,212,15.5,5156318847,140,75.4,5156318853,213,6.01,5156318849,141,13.7,5156318845,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369485,5,1,1,0,25,aljua8crr0vkwit0j3m59jw9j,0,26.9,81.2,2024-08-18T12:02:34.291Z,2024-08-18T12:02:34Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5156318957,140,43.4,5156318961,212,19.0,5156318955,56,Back,5156318963,213,5.86,5156318959,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369481,10,8,1,0,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.0,27.0,2024-08-18T12:02:34.350Z,2024-08-18T15:33:29Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5157236415,385,,5156318949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369507,6,83,1,0,28,aljua8crr0vkwit0j3m59jw9j,0,43.5,69.3,2024-08-18T12:02:36.819Z,2024-08-18T12:02:41Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5156319335,399,3cdo7b8vwb5kzeoaxzqm6esk4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369543,12,1,1,0,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.2,22.5,2024-08-18T12:02:37.101Z,2024-08-18T12:02:41Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5156319297,141,22.5,5156319299,212,10.1,5156319295,140,72.8,5156319293,56,Center,5156319301,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369545,13,61,1,0,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.8,22.5,2024-08-18T12:02:37.910Z,2024-08-18T12:14:33Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5156319305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369633,7,5,1,0,30,aljua8crr0vkwit0j3m59jw9j,1,23.9,101.3,2024-08-18T12:02:39.252Z,2024-08-18T12:14:55Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5156319763,233,14,5156319753,347,,5156319751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369557,14,5,1,0,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,76.1,-1.3,2024-08-18T12:02:39.252Z,2024-08-18T12:14:56Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5156319341,56,Right,5156319789,233,7,5156319343,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369707,8,1,1,0,41,aljua8crr0vkwit0j3m59jw9j,1,22.3,100.0,2024-08-18T12:02:50.291Z,2024-08-18T12:02:55Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5156320119,141,28.6,5156320113,107,,5156320121,212,49.0,5156320127,1,,5156320115,56,Back,5156320123,213,4.71,5156320117,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369747,9,1,1,0,47,aljua8crr0vkwit0j3m59jw9j,1,21.4,17.1,2024-08-18T12:02:55.812Z,2024-08-18T12:02:59Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5156320355,140,26.6,5156320357,141,3.4,5156320361,213,5.24,5156320353,56,Back,5156320359,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369795,10,1,1,0,50,aljua8crr0vkwit0j3m59jw9j,0,29.7,3.4,2024-08-18T12:02:59.108Z,2024-08-18T12:03:04Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5156320619,155,,5156320625,141,23.4,5156320621,56,Center,5156320627,212,60.8,5156320629,213,0.23,5156320623,140,86.1,5156320631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369807,15,1,1,0,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.8,72.6,2024-08-18T12:03:03.534Z,2024-08-18T12:03:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5156320697,213,4.18,5156320691,140,4.2,5156320689,56,Back,5156320693,141,50.3,5156320695,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369847,17,1,1,0,58,9w3sjm5ml4sjr2v81oxzdrt8v,0,9.4,42.7,2024-08-18T12:03:06.927Z,2024-08-18T12:03:09Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5156320931,212,34.1,5156320929,141,0.0,5156320923,155,,5156320935,1,,5156320927,140,24.1,5156320933,213,5.18,5156320925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370075,11,5,1,1,1,aljua8crr0vkwit0j3m59jw9j,1,76.3,101.7,2024-08-18T12:03:09.538Z,2024-08-18T12:52:41Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5156322237,233,18,5156322229,347,,5156322223,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710369849,18,5,1,1,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,23.7,-1.7000000000000002,2024-08-18T12:03:09.538Z,2024-08-18T12:14:56Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5156320937,56,Back,5156320939,347,,5156322253,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370089,12,1,1,1,26,aljua8crr0vkwit0j3m59jw9j,1,81.0,100.0,2024-08-18T12:03:34.773Z,2024-08-18T12:03:36Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5156322295,56,Left,5156322293,107,,5156322301,212,11.4,5156322299,141,88.6,5156322297,140,73.7,5156322303,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370111,13,1,1,1,28,aljua8crr0vkwit0j3m59jw9j,1,73.7,88.6,2024-08-18T12:03:36.517Z,2024-08-18T12:03:38Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5156322407,212,19.8,5156322399,155,,5156322401,56,Left,5156322405,141,82.1,5156322403,140,92.1,5156322409,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370143,14,1,1,1,29,aljua8crr0vkwit0j3m59jw9j,0,95.5,83.3,2024-08-18T12:03:38.133Z,2024-08-18T15:35:31Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5156322583,141,55.2,5156322579,56,Center,5156322589,233,19,5156322587,213,4.91,5156322577,155,,5156322581,140,99.1,5157247185,224,,5156322575,2,,5156322585,212,19.5,5157247187,72,,,,,,,,,,,,,,,,,,,,,,,,,
2710370139,19,11,1,1,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.3,43.6,2024-08-18T12:03:40.815Z,2024-08-18T15:35:38Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5156322647,233,14,5156322557,56,Back,5156322559,88,,5157248007,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370185,20,1,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.5,47.5,2024-08-18T12:03:43.184Z,2024-08-18T12:03:46Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5156322885,141,97.1,5156322887,212,43.1,5156322881,56,Back,5156322899,287,,5156322883,140,36.0,5156322891,1,,5156322879,123,,5156322889,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370243,21,1,1,1,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,41.6,93.6,2024-08-18T12:03:49.279Z,2024-08-18T12:03:52Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5156323193,141,86.9,5156323195,212,26.2,5156323191,140,66.2,5156323189,56,Left,5156323197,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370251,15,8,1,1,44,aljua8crr0vkwit0j3m59jw9j,1,23.9,6.4,2024-08-18T12:03:52.805Z,2024-08-18T15:36:10Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5156323219,56,Back,5157250985,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370423,16,1,1,1,47,aljua8crr0vkwit0j3m59jw9j,1,9.4,1.1,2024-08-18T12:03:55.493Z,2024-08-18T12:04:05Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5156324065,141,5.3,5156324061,56,Back,5156324067,212,35.5,5156324059,157,,5156324069,213,0.08,5156324063,140,43.1,5156324071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370433,17,50,1,1,54,aljua8crr0vkwit0j3m59jw9j,1,58.3,9.1,2024-08-18T12:04:03.343Z,2024-08-18T12:32:19Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5156324129,286,,5156324185,233,22,5156324127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370403,22,7,1,1,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.7,90.9,2024-08-18T12:04:03.344Z,2024-08-18T15:36:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5157252777,385,,5156323981,56,Back,5156323983,285,,5156323979,167,,5156324141,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370449,18,5,1,1,55,aljua8crr0vkwit0j3m59jw9j,1,61.2,-1.5,2024-08-18T12:04:04.225Z,2024-08-18T12:14:57Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5156324321,233,23,5156324211,56,Right,5156324213,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370407,23,5,1,1,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.8,101.5,2024-08-18T12:04:04.225Z,2024-08-18T12:14:57Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5156323999,347,,5156323997,56,Back,5156324333,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370627,19,1,1,2,14,aljua8crr0vkwit0j3m59jw9j,1,58.6,0.0,2024-08-18T12:04:22.999Z,2024-08-18T12:04:25Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5156325155,107,,5156325163,212,14.5,5156325165,213,0.23,5156325159,140,72.0,5156325157,56,Right,5156325161,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370645,20,1,1,2,17,aljua8crr0vkwit0j3m59jw9j,1,72.0,2.9,2024-08-18T12:04:25.734Z,2024-08-18T12:04:27Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5156325255,212,9.7,5156325249,56,Right,5156325253,141,1.9,5156325257,213,3.21,5156325251,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370651,21,50,1,2,19,aljua8crr0vkwit0j3m59jw9j,1,63.2,3.0,2024-08-18T12:04:27.489Z,2024-08-18T12:32:19Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5156325281,286,,5156325279,56,Right,5156325323,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370659,24,7,1,2,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,36.8,97.0,2024-08-18T12:04:27.490Z,2024-08-18T15:37:04Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5156325309,233,21,5156325291,56,Back,5157255981,385,,5156325295,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370683,22,1,1,2,20,aljua8crr0vkwit0j3m59jw9j,1,62.7,5.6,2024-08-18T12:04:29.053Z,2024-08-18T12:53:40Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5156325395,212,3.3,5156325393,141,6.4,5156325397,213,2.98,5156325389,56,Right,5156325391,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370719,23,1,1,2,22,aljua8crr0vkwit0j3m59jw9j,1,58.0,12.9,2024-08-18T12:04:30.487Z,2024-08-18T15:37:20Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5156325585,56,Back,5156325593,213,2.29,5156325587,140,44.6,5156325589,141,36.6,5156325591,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370755,24,1,1,2,26,aljua8crr0vkwit0j3m59jw9j,1,53.0,49.4,2024-08-18T12:04:34.615Z,2024-08-18T12:04:36Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5156325799,140,56.3,5156325801,141,85.7,5156325807,213,1.43,5156325797,56,Left,5156325803,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370795,25,1,1,2,29,aljua8crr0vkwit0j3m59jw9j,0,62.9,86.9,2024-08-18T12:04:38.279Z,2024-08-18T12:04:40Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5156326051,213,4.55,5156326047,141,65.2,5156326043,56,Center,5156326045,140,60.6,5156326049,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370803,25,8,1,2,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,31.0,2024-08-18T12:04:40.641Z,2024-08-18T15:37:44Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5156326089,56,Back,5157259791,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370821,27,1,1,2,34,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.2,22.3,2024-08-18T12:04:42.999Z,2024-08-18T15:37:59Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5156326185,213,6.13,5156326183,212,15.9,5156326179,140,46.2,5156326177,56,Back,5156326181,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370845,26,8,1,2,36,aljua8crr0vkwit0j3m59jw9j,1,53.6,82.8,2024-08-18T12:04:45.359Z,2024-08-18T15:38:07Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5157262255,385,,5156326297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710370861,27,5,1,2,37,aljua8crr0vkwit0j3m59jw9j,0,51.3,101.3,2024-08-18T12:04:45.489Z,2024-08-18T12:14:57Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5156327925,233,28,5156326401,347,,5156326399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371141,28,5,1,2,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.7,-1.3,2024-08-18T12:04:45.489Z,2024-08-18T12:14:57Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5156327879,347,,5156327897,233,27,5156327877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371155,29,1,1,3,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.9,0.0,2024-08-18T12:05:12.498Z,2024-08-18T15:38:45Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5156327957,107,,5156327967,213,0.63,5156327961,140,59.3,5156327963,141,7.2,5156327965,212,9.6,5156327959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371169,30,1,1,3,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.1,8.5,2024-08-18T12:05:13.266Z,2024-08-18T12:59:37Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5156328023,212,8.7,5156527881,156,,5156328017,56,Right,5156328019,140,55.3,5156328025,213,3.48,5156328021,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371233,31,1,1,3,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.7,4.4,2024-08-18T12:05:14.770Z,2024-08-18T12:05:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5156328773,1,,5156328323,212,21.6,5156328317,56,Center,5156328325,213,0.58,5156328319,140,72.9,5156328771,157,,5156328321,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371231,28,43,1,3,8,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-18T12:05:17.127Z,2024-08-18T12:05:22Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5156328307,56,Back,5156328583,144,44,5156328309,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371237,29,4,1,3,9,aljua8crr0vkwit0j3m59jw9j,1,27.1,83.6,2024-08-18T12:05:18.360Z,2024-08-18T12:15:01Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5156328421,56,Back,5156328425,285,,5156328419,294,,5156328417,13,,5156328461,233,32,5156328423,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710371241,32,4,1,3,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.9,16.4,2024-08-18T12:05:18.361Z,2024-08-18T12:15:02Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5156328451,286,,5156328443,13,,5156328483,233,29,5156328449,152,,5156328447,56,Right,5156328445,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
