id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2743726553,8,50,1,0,16,5rz9enoyknpg8ji78za5b82p0,1,43.4,14.4,2024-11-03T15:01:45.142Z,2024-11-03T20:02:55Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5338876325,233,3,5338876283,286,,5338876281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726471,3,7,1,0,16,anga7587r1zv4ey71ge9zxol3,0,56.6,85.6,2024-11-03T15:01:45.143Z,2024-11-03T20:02:57Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5338875849,56,Left,5340624835,385,,5338875851,285,,5338876297,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726557,9,61,1,0,17,5rz9enoyknpg8ji78za5b82p0,1,41.4,14.0,2024-11-03T15:01:46.479Z,2024-11-03T20:03:01Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5338876303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726599,5,1,1,0,21,anga7587r1zv4ey71ge9zxol3,1,67.9,86.2,2024-11-03T15:01:50.687Z,2024-11-03T15:01:54Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5338876577,56,Left,5338876585,213,0.62,5338876579,140,74.5,5338876583,212,8.5,5338876581,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726623,6,1,1,0,25,anga7587r1zv4ey71ge9zxol3,1,83.4,88.7,2024-11-03T15:01:53.816Z,2024-11-03T20:03:10Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5338876685,213,4.86,5338876677,56,Center,5338876679,140,85.6,5338876683,212,16.2,5338876681,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726643,7,61,1,0,26,anga7587r1zv4ey71ge9zxol3,0,85.6,65.1,2024-11-03T15:01:55.191Z,2024-11-03T20:03:09Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5338876777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726779,10,12,1,0,27,5rz9enoyknpg8ji78za5b82p0,1,10.1,49.9,2024-11-03T15:01:56.500Z,2024-11-03T20:03:12Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5338877495,56,Back,5338877501,212,45.0,5338877497,140,48.3,5338877499,141,20.0,5338877503,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726773,8,1,1,0,31,anga7587r1zv4ey71ge9zxol3,1,53.6,71.1,2024-11-03T15:02:00.015Z,2024-11-03T15:02:04Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5338877463,140,55.7,5338877467,212,8.4,5338877465,141,83.0,5338877469,213,1.30,5338877461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726811,9,1,1,0,36,anga7587r1zv4ey71ge9zxol3,1,57.7,83.2,2024-11-03T15:02:04.799Z,2024-11-03T15:02:06Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5338877683,56,Back,5338877697,213,3.69,5338877685,140,39.1,5338877687,141,65.5,5338877691,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726825,10,1,1,0,37,anga7587r1zv4ey71ge9zxol3,1,38.6,65.2,2024-11-03T15:02:05.887Z,2024-11-03T15:02:06Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5338877781,212,10.9,5338877779,141,76.0,5338877775,56,Back,5338877783,213,0.74,5338877777,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726845,11,1,1,0,38,anga7587r1zv4ey71ge9zxol3,1,48.2,76.1,2024-11-03T15:02:07.431Z,2024-11-03T20:03:33Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5338877895,213,5.87,5338877893,212,11.1,5338877885,140,57.9,5338877889,141,69.6,5338877881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726855,12,1,1,0,39,anga7587r1zv4ey71ge9zxol3,0,57.2,72.7,2024-11-03T15:02:08.447Z,2024-11-03T15:02:10Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5338877989,212,18.9,5338877981,56,Center,5338877985,141,70.3,5338877993,213,6.20,5338877983,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726903,12,1,1,0,43,5rz9enoyknpg8ji78za5b82p0,1,27.4,29.6,2024-11-03T15:02:12.717Z,2024-11-03T15:02:14Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5338878241,213,0.99,5338878235,141,43.1,5338878231,56,Back,5338878237,212,11.0,5338878233,140,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726909,13,4,1,0,45,5rz9enoyknpg8ji78za5b82p0,1,34.3,45.5,2024-11-03T15:02:14.430Z,2024-11-03T15:04:29Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5338878385,152,,5338878521,233,13,5338878377,13,,5338878379,294,,5338878387,286,,5338878381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743726895,13,4,1,0,45,anga7587r1zv4ey71ge9zxol3,0,65.7,54.5,2024-11-03T15:02:14.431Z,2024-11-03T15:04:30Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5338878539,233,13,5338878453,285,,5338878437,13,,5338878443,294,,5338878447,56,Center,5338878449,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727101,15,1,1,0,58,5rz9enoyknpg8ji78za5b82p0,1,44.6,56.6,2024-11-03T15:02:27.164Z,2024-11-03T20:03:54Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5338879435,56,Back,5338879443,213,1.65,5338879441,212,17.0,5340629507,189,,5338879437,140,43.3,5338879433,152,,5338879439,141,81.5,5338879431,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727121,16,1,1,0,59,5rz9enoyknpg8ji78za5b82p0,1,43.3,81.5,2024-11-03T15:02:28.188Z,2024-11-03T15:02:28Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5338879509,56,Back,5338879519,212,11.8,5338879523,213,4.08,5338879513,140,36.7,5338879517,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727151,17,1,1,1,0,5rz9enoyknpg8ji78za5b82p0,1,36.7,67.8,2024-11-03T15:02:28.844Z,2024-11-03T15:02:30Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5338879675,213,0.93,5338879667,56,Back,5338879673,212,12.4,5338879669,140,43.7,5338879671,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727203,18,1,1,1,1,5rz9enoyknpg8ji78za5b82p0,1,42.8,89.0,2024-11-03T15:02:30.652Z,2024-11-03T15:02:33Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5338879925,141,96.0,5338879927,212,15.4,5338879923,140,56.7,5338879929,213,0.32,5338879921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727261,19,1,1,1,4,5rz9enoyknpg8ji78za5b82p0,1,56.7,96.0,2024-11-03T15:02:33.676Z,2024-11-03T15:02:38Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5338880245,56,Back,5338880247,140,42.6,5338880253,213,3.29,5338880251,212,15.0,5338880249,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727279,20,1,1,1,8,5rz9enoyknpg8ji78za5b82p0,1,43.4,81.0,2024-11-03T15:02:36.845Z,2024-11-03T20:04:09Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5338880349,140,28.8,5338880347,56,Back,5338880355,213,3.64,5338880351,141,68.7,5338880353,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727305,21,1,1,1,10,5rz9enoyknpg8ji78za5b82p0,1,28.2,67.4,2024-11-03T15:02:38.788Z,2024-11-03T20:04:07Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5338880519,141,35.9,5338880521,212,21.9,5338880523,213,4.50,5338880517,140,23.7,5338880515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727369,22,1,1,1,12,5rz9enoyknpg8ji78za5b82p0,1,22.9,36.1,2024-11-03T15:02:41.132Z,2024-11-03T15:02:46Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5338880847,56,Back,5338880855,213,2.84,5338880849,140,5.6,5338880853,212,19.0,5338880851,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727425,23,1,1,1,17,5rz9enoyknpg8ji78za5b82p0,0,7.5,42.1,2024-11-03T15:02:46.061Z,2024-11-03T15:02:49Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5338881155,213,6.26,5338881135,157,,5338881143,140,42.6,5338881147,141,40.6,5338881157,1,,5338881151,212,36.9,5338881139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727461,14,1,1,1,20,anga7587r1zv4ey71ge9zxol3,1,51.6,63.6,2024-11-03T15:02:49.600Z,2024-11-03T15:02:51Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5338881313,140,59.1,5338881317,141,54.8,5338881305,3,,5338881325,213,5.63,5338881321,212,9.9,5338881309,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727481,15,1,1,1,21,anga7587r1zv4ey71ge9zxol3,0,61.3,55.4,2024-11-03T15:02:50.520Z,2024-11-03T20:04:19Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5338881443,141,63.7,5338881447,213,2.87,5338881441,140,42.1,5338881437,3,,5338881445,212,20.9,5338881439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727509,24,8,1,1,23,5rz9enoyknpg8ji78za5b82p0,1,54.8,28.3,2024-11-03T15:02:52.269Z,2024-11-03T20:04:29Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5340631883,15,,5340632019,384,,5338881571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727553,25,1,1,1,24,5rz9enoyknpg8ji78za5b82p0,1,53.5,30.5,2024-11-03T15:02:52.788Z,2024-11-03T20:04:30Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5338881829,56,Center,5338881833,141,24.4,5338881835,212,4.4,5338881837,213,4.37,5338881831,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727593,26,1,1,1,26,5rz9enoyknpg8ji78za5b82p0,1,52.0,23.6,2024-11-03T15:02:55.213Z,2024-11-03T15:02:57Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5338882041,140,46.7,5338882037,56,Back,5338882043,141,7.9,5338882045,212,12.0,5338882047,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727689,27,1,1,1,28,5rz9enoyknpg8ji78za5b82p0,1,51.3,5.8,2024-11-03T15:02:57.148Z,2024-11-03T15:03:01Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5338882561,213,2.81,5338882553,56,Back,5338882555,140,33.6,5338882557,141,15.2,5338882559,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727757,28,1,1,1,32,5rz9enoyknpg8ji78za5b82p0,1,32.9,26.2,2024-11-03T15:03:01.101Z,2024-11-03T15:03:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5338882919,56,Back,5338882921,140,28.9,5338882923,141,47.5,5338882927,213,1.85,5338882925,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727795,29,1,1,1,36,5rz9enoyknpg8ji78za5b82p0,1,33.2,64.7,2024-11-03T15:03:05.517Z,2024-11-03T15:03:07Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5338883129,212,15.1,5338883123,56,Back,5338883125,140,40.9,5338883131,213,1.00,5338883127,141,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727917,30,1,1,1,38,5rz9enoyknpg8ji78za5b82p0,0,41.9,90.6,2024-11-03T15:03:07.309Z,2024-11-03T15:03:13Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5338883831,140,100.0,5338883839,213,0.06,5338883833,141,96.2,5338883827,155,,5338883843,1,,5338883835,212,62.2,5338883829,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728249,16,5,1,1,43,anga7587r1zv4ey71ge9zxol3,1,-1.2,7.2,2024-11-03T15:03:12.321Z,2024-11-03T15:04:27Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5338885641,56,Back,5338885643,346,,5338885645,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743727929,31,5,1,1,43,5rz9enoyknpg8ji78za5b82p0,0,101.2,92.8,2024-11-03T15:03:12.321Z,2024-11-03T15:04:28Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5338885673,233,16,5338883891,346,,5338883889,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728259,17,1,1,2,6,anga7587r1zv4ey71ge9zxol3,1,4.4,46.4,2024-11-03T15:03:35.154Z,2024-11-03T15:03:36Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5338885711,141,64.0,5338885719,237,,5338885705,124,,5338885713,212,12.3,5338885709,140,7.2,5338885715,213,1.33,5338885707,56,Back,5338885725,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728311,18,1,1,2,9,anga7587r1zv4ey71ge9zxol3,1,9.1,69.1,2024-11-03T15:03:37.793Z,2024-11-03T15:03:40Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5338885977,213,1.22,5338885975,212,10.5,5338885973,141,83.6,5338885971,140,12.5,5338885969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728379,19,1,1,2,11,anga7587r1zv4ey71ge9zxol3,1,20.2,82.9,2024-11-03T15:03:40.289Z,2024-11-03T15:03:43Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5338886431,141,82.6,5338886433,212,11.1,5338886427,56,Back,5338886435,213,6.26,5338886429,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728381,20,1,1,2,13,anga7587r1zv4ey71ge9zxol3,0,30.1,85.2,2024-11-03T15:03:41.825Z,2024-11-03T20:05:25Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5340636741,141,89.5,5338886439,56,Back,5340636739,140,25.4,5340636745,213,2.61,5340636743,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728385,32,8,1,2,14,5rz9enoyknpg8ji78za5b82p0,1,75.1,11.9,2024-11-03T15:03:43.254Z,2024-11-03T20:05:28Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5338886449,56,Right,5340637035,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728445,21,43,1,2,16,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-11-03T15:03:45.119Z,2024-11-03T20:06:04Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5338886715,56,Back,5338886717,285,0,5338886741,233,34,5340640043,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728437,34,43,1,2,16,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-03T15:03:45.119Z,2024-11-03T20:06:05Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5340640091,144,3,5338886697,286,0,5338886695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744046925,720,83,1,2,18,anga7587r1zv4ey71ge9zxol3,1,13.5,96.0,2024-11-03T15:03:47.074Z,2024-11-03T20:06:16Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5340641063,399,61sojkdsmaz9hbwaskt4rws15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728461,35,1,1,2,19,5rz9enoyknpg8ji78za5b82p0,1,83.1,3.5,2024-11-03T15:03:48.206Z,2024-11-03T15:03:49Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5338886769,56,Right,5338886771,140,78.8,5338886773,141,2.9,5338886775,212,4.5,5338886777,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728489,36,1,1,2,20,5rz9enoyknpg8ji78za5b82p0,1,78.1,3.7,2024-11-03T15:03:49.406Z,2024-11-03T15:03:50Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5338886921,56,Right,5338886929,213,1.87,5338886927,212,5.8,5338886925,141,11.8,5338886923,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728523,37,1,1,2,21,5rz9enoyknpg8ji78za5b82p0,1,75.6,12.2,2024-11-03T15:03:50.734Z,2024-11-03T15:03:53Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5338887189,213,1.64,5338887179,56,Center,5338887185,141,25.7,5338887187,212,9.2,5338887183,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728535,38,1,1,2,23,5rz9enoyknpg8ji78za5b82p0,0,75.0,25.7,2024-11-03T15:03:52.294Z,2024-11-03T20:26:33Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5338887243,213,0.00,5338887229,56,Center,5340729877,233,22,5340643425,286,,5338887233,141,25.7,5338887237,212,1.4,5340643419,236,,5338887231,140,76.3,5340643135,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743728553,22,74,1,2,23,anga7587r1zv4ey71ge9zxol3,1,29.9,70.3,2024-11-03T15:03:52.295Z,2024-11-03T20:26:33Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5338887343,56,Back,5338887345,285,,5340729899,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
