id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2716446081,3,12,1,0,13,36g6ifzjliec1jqnbtf7yesme,1,16.5,18.3,2024-09-01T16:02:59.616Z,2024-09-01T16:03:01Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5189711029,141,0.0,5189711071,167,,5189711033,213,5.61,5189711025,56,Back,5189711031,212,21.5,5189711027,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446083,4,5,1,0,14,36g6ifzjliec1jqnbtf7yesme,0,33.1,-1.2,2024-09-01T16:03:00.929Z,2024-09-01T17:04:56Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5189711039,56,Back,5189711275,233,11,5189711041,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446121,11,5,1,0,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.9,101.2,2024-09-01T16:03:00.929Z,2024-09-01T17:04:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189711243,347,,5189711251,233,4,5189711241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446157,12,1,1,0,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.9,100.0,2024-09-01T16:03:03.730Z,2024-09-01T16:03:06Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5189711431,56,Left,5189711433,140,52.9,5189711435,141,92.9,5189711437,212,14.7,5189711439,213,3.53,5189711429,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446209,13,1,1,0,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.8,90.5,2024-09-01T16:03:09.682Z,2024-09-01T16:03:10Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189711653,212,16.6,5189711651,141,75.6,5189711647,56,Back,5189711655,213,3.80,5189711649,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446243,14,1,1,0,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.3,75.6,2024-09-01T16:03:10.722Z,2024-09-01T16:03:12Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189711855,212,14.7,5189711857,213,0.54,5189711847,56,Left,5189711851,140,53.3,5189711853,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446303,15,1,1,0,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.4,86.6,2024-09-01T16:03:12.738Z,2024-09-01T16:03:16Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189712109,141,76.7,5189712111,212,13.9,5189712113,213,3.65,5189712105,56,Back,5189712107,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446353,16,1,1,0,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.9,70.8,2024-09-01T16:03:16.322Z,2024-09-01T16:03:20Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189712415,212,15.0,5189712417,213,4.30,5189712409,56,Back,5189712411,140,37.1,5189712413,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446377,17,1,1,0,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.8,51.5,2024-09-01T16:03:20.146Z,2024-09-01T16:03:21Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5189712573,213,2.18,5189712569,141,68.8,5189712571,212,14.3,5189712565,56,Back,5189712567,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446409,18,1,1,0,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.0,68.8,2024-09-01T16:03:21.778Z,2024-09-01T16:03:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189712745,56,Left,5189712747,140,57.4,5189712751,212,25.9,5189712753,213,0.60,5189712749,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446429,19,1,1,0,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.9,91.1,2024-09-01T16:03:25.058Z,2024-09-01T16:03:26Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189712899,212,19.4,5189712891,56,Center,5189712893,140,74.5,5189712903,213,5.71,5189712895,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446439,5,8,1,0,40,36g6ifzjliec1jqnbtf7yesme,1,33.8,30.7,2024-09-01T16:03:27.100Z,2024-09-01T16:03:27Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5189712949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446463,6,5,1,0,41,36g6ifzjliec1jqnbtf7yesme,0,34.0,-1.4,2024-09-01T16:03:28.341Z,2024-09-01T17:04:57Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5189713071,56,Back,5189713073,347,,5189713435,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446521,20,5,1,0,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.0,101.4,2024-09-01T16:03:28.341Z,2024-09-01T17:04:56Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189713403,347,,5189713401,56,Left,5189713417,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446567,21,1,1,0,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.8,100.0,2024-09-01T16:03:33.778Z,2024-09-01T16:03:37Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189713659,141,88.0,5189713661,212,28.1,5189713663,213,3.46,5189713665,1,,5189713653,107,,5189713655,56,Back,5189713657,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446601,22,1,1,0,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.1,71.8,2024-09-01T16:03:37.170Z,2024-09-01T16:03:39Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189713835,213,4.83,5189713833,212,11.2,5189713827,56,Back,5189713831,141,55.4,5189713829,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446625,23,1,1,0,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.4,56.7,2024-09-01T16:03:39.522Z,2024-09-01T16:03:41Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5189713939,212,4.0,5189713933,56,Center,5189713941,213,0.52,5189713935,140,54.7,5189713937,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446633,24,1,1,0,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.7,59.6,2024-09-01T16:03:40.881Z,2024-09-01T16:03:42Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189713977,141,66.3,5189713975,140,41.7,5189713973,56,Back,5189713981,213,2.82,5189713985,156,,5189713979,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446671,25,1,1,0,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.7,66.3,2024-09-01T16:03:42.482Z,2024-09-01T16:03:44Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189714165,141,90.2,5189714157,56,Left,5189714167,212,22.4,5189714169,213,0.81,5189714161,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446695,26,1,1,0,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.4,90.2,2024-09-01T16:03:44.018Z,2024-09-01T16:58:52Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5189714335,212,6.8,5189714337,213,0.47,5189714327,56,Left,5189714333,141,94.7,5189714329,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446697,27,1,1,0,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,63.5,96.8,2024-09-01T16:03:45.667Z,2024-09-01T16:03:47Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189714357,56,Left,5189714383,236,,5189714385,233,7,5189714389,286,,5189714365,213,6.09,5189714363,212,2.1,5189714359,140,65.5,5189714361,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446689,7,74,1,0,59,36g6ifzjliec1jqnbtf7yesme,1,38.0,6.5,2024-09-01T16:03:45.668Z,2024-09-01T16:03:46Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189714305,285,,5189714393,233,27,5189714303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446759,28,1,1,1,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.6,96.5,2024-09-01T16:03:47.122Z,2024-09-01T16:03:52Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189714675,140,40.8,5189714677,141,88.9,5189714673,56,Back,5189714681,213,3.36,5189714679,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446801,29,1,1,1,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,37.1,69.9,2024-09-01T16:03:52.017Z,2024-09-01T16:03:58Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189714939,212,57.3,5189714933,56,Center,5189715097,4,,5189714931,155,,5189714943,1,,5189714937,141,61.5,5189714941,213,6.18,5189714935,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446981,10,1,1,1,20,36g6ifzjliec1jqnbtf7yesme,1,5.6,50.6,2024-09-01T16:04:07.140Z,2024-09-01T16:04:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5189715925,140,7.8,5189715927,141,60.5,5189715931,213,1.24,5189715929,212,7.1,5189715923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447007,11,1,1,1,24,36g6ifzjliec1jqnbtf7yesme,1,9.8,64.5,2024-09-01T16:04:11.083Z,2024-09-01T16:04:13Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5189716071,141,73.8,5189716073,212,21.5,5189716069,140,29.4,5189716067,56,Back,5189716075,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447015,12,1,1,1,26,36g6ifzjliec1jqnbtf7yesme,1,29.4,73.6,2024-09-01T16:04:12.884Z,2024-09-01T16:04:14Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189716129,140,32.9,5189716131,141,93.8,5189716127,56,Back,5189716125,168,,5189716133,212,14.2,5189716135,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447081,13,1,1,1,28,36g6ifzjliec1jqnbtf7yesme,1,31.8,91.8,2024-09-01T16:04:14.692Z,2024-09-01T16:04:17Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189716499,213,4.85,5189716491,56,Back,5189716493,140,33.5,5189716495,141,73.5,5189716497,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447085,14,4,1,1,30,36g6ifzjliec1jqnbtf7yesme,1,38.8,67.6,2024-09-01T16:04:17.388Z,2024-09-01T17:05:12Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189716589,286,,5189716587,265,,5189716585,152,,5189716633,233,30,5189716583,56,Back,5189716581,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447093,30,4,1,1,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.2,32.4,2024-09-01T16:04:17.389Z,2024-09-01T17:05:12Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189716617,265,,5189716615,152,,5189716613,56,Center,5189716611,13,,5189716641,233,14,5189716619,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447177,15,1,1,1,36,36g6ifzjliec1jqnbtf7yesme,1,45.5,63.3,2024-09-01T16:04:22.948Z,2024-09-01T16:04:25Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189717069,212,23.8,5189717065,140,35.4,5189717067,141,31.9,5189717075,189,,5189717059,5,,5189717061,152,,5189717063,56,Back,5189717071,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447233,16,61,1,1,42,36g6ifzjliec1jqnbtf7yesme,1,39.7,30.6,2024-09-01T16:04:28.765Z,2024-09-01T16:04:29Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5189717293,56,Back,5189717311,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447343,17,1,1,1,46,36g6ifzjliec1jqnbtf7yesme,1,52.6,11.6,2024-09-01T16:04:32.979Z,2024-09-01T16:04:35Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189717871,212,10.0,5189717869,141,3.7,5189717873,213,5.71,5189717867,140,60.6,5189717865,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447375,18,1,1,1,48,36g6ifzjliec1jqnbtf7yesme,1,59.6,5.8,2024-09-01T16:04:35.236Z,2024-09-01T16:04:36Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5189718007,141,15.9,5189718005,140,54.3,5189718003,56,Right,5189718009,212,8.8,5189718011,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447395,19,1,1,1,50,36g6ifzjliec1jqnbtf7yesme,1,53.9,15.8,2024-09-01T16:04:36.892Z,2024-09-01T16:04:38Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5189718155,140,42.4,5189718157,141,6.7,5189718153,56,Back,5189718159,212,13.6,5189718161,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447425,20,1,1,1,52,36g6ifzjliec1jqnbtf7yesme,1,42.3,6.5,2024-09-01T16:04:38.476Z,2024-09-01T16:04:40Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189718337,212,10.2,5189718335,141,18.0,5189718333,140,36.0,5189718331,56,Back,5189718339,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447465,21,1,1,1,54,36g6ifzjliec1jqnbtf7yesme,1,36.0,21.5,2024-09-01T16:04:40.620Z,2024-09-01T16:04:44Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5189718601,212,23.2,5189718603,213,2.24,5189718599,141,48.2,5189718597,140,22.2,5189718595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447483,22,1,1,1,58,36g6ifzjliec1jqnbtf7yesme,1,21.9,48.8,2024-09-01T16:04:44.820Z,2024-09-01T16:04:46Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5189718697,140,26.8,5189718703,213,0.90,5189718695,56,Back,5189718701,212,8.3,5189718699,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447545,23,1,1,1,59,36g6ifzjliec1jqnbtf7yesme,1,27.4,57.0,2024-09-01T16:04:46.324Z,2024-09-01T16:04:51Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5189719129,141,43.9,5189719131,212,10.4,5189719127,140,32.6,5189719125,56,Back,5189719133,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447553,24,4,1,2,4,36g6ifzjliec1jqnbtf7yesme,1,29.0,42.0,2024-09-01T16:04:50.924Z,2024-09-01T17:05:12Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5189719255,295,,5189719257,56,Back,5189719253,13,,5189719325,233,31,5189719261,285,,5189719259,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447551,31,4,1,2,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,71.0,58.0,2024-09-01T16:04:50.925Z,2024-09-01T17:05:12Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5189719307,286,,5189719299,13,,5189719305,152,,5189719303,56,Center,5189719345,233,24,5189719301,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447709,25,1,1,2,12,36g6ifzjliec1jqnbtf7yesme,1,34.0,34.5,2024-09-01T16:04:58.500Z,2024-09-01T16:05:02Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5189720053,152,,5189720051,5,,5189720057,140,27.3,5189720099,189,,5189720055,56,Back,5189720071,213,3.69,5189720061,141,28.2,5189720067,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447867,26,1,1,2,21,36g6ifzjliec1jqnbtf7yesme,1,27.6,31.0,2024-09-01T16:05:07.468Z,2024-09-01T16:05:09Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5189720921,140,9.6,5189720923,141,46.3,5189720925,212,21.6,5189720919,56,Back,5189720945,189,,5189720927,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447967,27,1,1,2,23,36g6ifzjliec1jqnbtf7yesme,1,9.7,50.4,2024-09-01T16:05:10.100Z,2024-09-01T16:05:14Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5189721473,56,Back,5189721477,141,91.7,5189721475,140,24.4,5189721479,212,32.0,5189721483,1,,5189721481,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716447995,28,1,1,2,28,36g6ifzjliec1jqnbtf7yesme,1,30.5,87.4,2024-09-01T16:05:14.716Z,2024-09-01T16:05:16Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189721629,140,21.7,5189721641,213,3.80,5189721637,212,11.7,5189721627,56,Back,5189721633,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
