id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2724203597,7,1,1,0,15,59as3grjvj19voay31j3yfgni,1,36.1,13.8,2024-09-22T12:02:07.458Z,2024-09-22T12:02:10Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5232177941,213,2.51,5232177925,56,Back,5232177929,140,20.2,5232177933,141,31.9,5232177937,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203655,8,1,1,0,18,59as3grjvj19voay31j3yfgni,1,21.8,36.0,2024-09-22T12:02:10.002Z,2024-09-22T12:02:14Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232178221,212,35.3,5232178217,140,25.1,5232178215,56,Back,5232178219,141,87.7,5232178223,213,1.47,5232178227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203785,9,1,1,0,22,59as3grjvj19voay31j3yfgni,1,26.6,88.6,2024-09-22T12:02:14.163Z,2024-09-22T12:02:22Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232178939,213,4.58,5232178931,56,Back,5232178933,140,22.2,5232178941,1,,5232178937,212,34.3,5232178935,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203833,10,1,1,0,30,59as3grjvj19voay31j3yfgni,1,32.3,37.1,2024-09-22T12:02:22.578Z,2024-09-22T12:02:25Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232179153,141,60.8,5232179155,212,16.2,5232179157,213,1.68,5232179149,56,Back,5232179151,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203875,11,1,1,0,33,59as3grjvj19voay31j3yfgni,1,31.1,64.6,2024-09-22T12:02:25.019Z,2024-09-22T12:02:27Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5232179375,212,19.1,5232179377,213,1.26,5232179373,141,91.4,5232179369,56,Back,5232179371,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203903,12,1,1,0,35,59as3grjvj19voay31j3yfgni,1,36.6,91.4,2024-09-22T12:02:27.298Z,2024-09-22T12:02:28Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232179505,212,11.3,5232179493,56,Back,5232179501,141,96.2,5232179509,213,0.29,5232179497,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203915,13,1,1,0,36,59as3grjvj19voay31j3yfgni,1,46.9,96.2,2024-09-22T12:02:27.858Z,2024-09-22T15:00:24Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5232179591,140,60.1,5232179589,56,Center,5232179593,141,78.4,5232179597,213,5.57,5232179595,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203927,14,1,1,0,37,59as3grjvj19voay31j3yfgni,1,60.1,78.4,2024-09-22T12:02:29.498Z,2024-09-22T15:00:27Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5232179673,212,11.4,5232179669,140,62.5,5232179671,141,94.8,5232179667,56,Left,5232179675,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724203959,15,1,1,0,39,59as3grjvj19voay31j3yfgni,1,62.5,94.8,2024-09-22T12:02:31.803Z,2024-09-22T12:02:34Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5232179875,140,43.6,5232179877,141,96.6,5232179873,56,Back,5232179881,213,3.08,5232179879,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204007,16,1,1,0,42,59as3grjvj19voay31j3yfgni,1,44.0,93.5,2024-09-22T12:02:34.306Z,2024-09-22T12:02:37Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232180189,1,,5232180181,140,35.1,5232180179,56,Back,5232180183,141,43.0,5232180185,212,35.6,5232180187,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204055,17,1,1,0,45,59as3grjvj19voay31j3yfgni,1,39.3,38.3,2024-09-22T12:02:37.362Z,2024-09-22T12:02:40Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232180427,140,51.3,5232180425,56,Right,5232180433,213,5.23,5232180429,141,5.5,5232180431,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204089,18,1,1,0,48,59as3grjvj19voay31j3yfgni,1,51.3,5.5,2024-09-22T12:02:40.346Z,2024-09-22T12:02:42Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5232180623,56,Right,5232180633,141,19.2,5232180629,140,67.8,5232180635,212,19.7,5232180637,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204117,19,1,1,0,49,59as3grjvj19voay31j3yfgni,1,61.4,20.5,2024-09-22T12:02:41.634Z,2024-09-22T15:00:59Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5232180771,213,3.42,5232180763,56,Back,5232180765,140,28.4,5232180781,156,,5232180767,141,5.8,5232180773,1,,5232180769,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204249,20,1,1,0,55,59as3grjvj19voay31j3yfgni,1,29.4,15.0,2024-09-22T12:02:47.666Z,2024-09-22T12:02:53Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232181451,141,50.6,5232181453,212,24.3,5232181449,140,31.8,5232181447,56,Back,5232181455,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204339,21,1,1,1,1,59as3grjvj19voay31j3yfgni,1,37.1,57.9,2024-09-22T12:02:52.971Z,2024-09-22T12:03:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5232181931,213,5.65,5232181923,56,Right,5232181925,140,85.2,5232181927,141,3.1,5232181933,1,,5232181929,212,62.8,5232181921,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204401,22,1,1,1,8,59as3grjvj19voay31j3yfgni,1,78.3,3.4,2024-09-22T12:02:59.890Z,2024-09-22T12:03:05Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5232182285,141,15.2,5232182291,213,2.67,5232182289,212,17.7,5232182281,140,63.3,5232182277,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204439,23,1,1,1,13,59as3grjvj19voay31j3yfgni,1,63.1,17.3,2024-09-22T12:03:05.042Z,2024-09-22T12:57:17Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232182385,56,Center,5232182393,213,2.22,5232182387,140,52.1,5232182391,212,19.2,5232182389,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204471,24,1,1,1,16,59as3grjvj19voay31j3yfgni,1,52.1,39.8,2024-09-22T12:03:08.018Z,2024-09-22T12:03:09Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232182589,141,66.4,5232182591,212,18.9,5232182585,56,Center,5232182587,140,57.2,5232182593,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204515,25,1,1,1,17,59as3grjvj19voay31j3yfgni,1,57.2,66.4,2024-09-22T12:03:09.301Z,2024-09-22T12:03:13Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5232182893,140,65.3,5232182891,56,Left,5232182899,213,1.13,5232182895,141,92.6,5232182897,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204589,26,1,1,1,21,59as3grjvj19voay31j3yfgni,1,73.1,95.9,2024-09-22T12:03:13.338Z,2024-09-22T12:03:18Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232183371,140,73.4,5232183375,212,12.9,5232183377,213,4.74,5232183373,141,76.9,5232183369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204609,27,1,1,1,23,59as3grjvj19voay31j3yfgni,1,73.4,76.9,2024-09-22T12:03:15.083Z,2024-09-22T15:01:19Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5232183473,213,0.46,5232183469,141,93.6,5232183467,140,95.4,5232183465,56,Left,5232183471,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204627,28,1,1,1,24,59as3grjvj19voay31j3yfgni,1,95.4,93.6,2024-09-22T12:03:16.219Z,2024-09-22T15:01:26Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,1.0,,5232183575,212,22.1,5232183577,213,4.61,5232197479,154,,5232183567,155,,5232183565,2,,5233351911,224,,5232183569,56,Center,5232183573,141,61.2,5233351913,72,5232197475,210,15,5232183571,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724206981,56,15,1,1,25,59as3grjvj19voay31j3yfgni,1,93.0,58.1,2024-09-22T12:03:16.922Z,2024-09-22T15:01:38Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5232197505,154,,5232195907,17,,5232197511,102,50.1,5232196919,72,,5232195909,56,Center,5232197535,147,57.4,5232197515,328,,5232197501,78,,5232197533,146,5232197507,55,28,5232197513,103,19,94.2,5232196923,82,5232197581,233,6,5232197539,231,50.5,5232195905,22,5232197537,230,99.1,5232197503,29,,,,,,,,,,,,,,,
2724204613,6,10,1,1,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.8,42.6,2024-09-22T12:03:17.022Z,2024-09-22T15:30:17Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5232183493,94,,5232197589,233,56,5232183497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204657,8,1,1,1,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,6.4,14.1,2024-09-22T12:03:19.649Z,2024-09-22T15:01:47Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232183705,212,21.2,5232487133,1,,5232183707,213,0.05,5232183703,141,15.8,5232487131,157,,5232183699,56,Back,5232183701,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204651,7,43,1,1,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-22T12:03:21.554Z,2024-09-22T12:03:34Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5232184949,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204729,29,1,1,1,29,59as3grjvj19voay31j3yfgni,1,74.6,80.2,2024-09-22T12:03:21.778Z,2024-09-22T15:02:05Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5232184117,141,63.4,5232184115,140,74.4,5232184121,213,4.69,5232184119,212,11.4,5232184113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204733,30,1,1,1,30,59as3grjvj19voay31j3yfgni,0,74.8,63.4,2024-09-22T12:03:22.418Z,2024-09-22T15:02:16Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232184173,141,79.3,5232184169,140,96.6,5232184175,212,25.3,5232184167,56,Left,5232184177,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204747,9,1,1,1,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,7.4,11.3,2024-09-22T12:03:24.122Z,2024-09-22T12:59:35Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232184247,212,20.9,5232184245,141,8.0,5232184243,140,27.2,5232184241,56,Back,5232184249,213,6.18,5232184251,1,,5232184239,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204785,10,43,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-22T12:03:26.777Z,2024-09-22T12:59:31Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232485423,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204873,31,1,1,1,40,59as3grjvj19voay31j3yfgni,1,72.9,90.0,2024-09-22T12:03:32.474Z,2024-09-22T12:03:33Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5232184907,141,95.9,5232184911,213,0.58,5232184905,140,78.7,5232184901,56,Left,5232184909,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204907,32,1,1,1,41,59as3grjvj19voay31j3yfgni,1,78.7,95.9,2024-09-22T12:03:33.379Z,2024-09-22T12:03:35Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232185065,212,12.4,5232185059,56,Left,5232185067,213,3.61,5232185063,141,87.7,5232185061,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204957,33,1,1,1,43,59as3grjvj19voay31j3yfgni,1,69.5,88.4,2024-09-22T12:03:35.442Z,2024-09-22T12:03:39Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5232185371,140,48.6,5232185379,1,,5232185367,155,,5232185369,56,Back,5232185373,141,45.5,5232185377,213,4.07,5232185375,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204977,34,1,1,1,47,59as3grjvj19voay31j3yfgni,1,47.2,46.1,2024-09-22T12:03:39.554Z,2024-09-22T12:03:41Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232185471,213,0.15,5232185463,56,Center,5232185469,212,29.0,5232185465,140,74.5,5232185467,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724204983,35,1,1,1,48,59as3grjvj19voay31j3yfgni,0,74.5,52.4,2024-09-22T12:03:40.266Z,2024-09-22T15:03:39Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5232185499,56,Center,5232185507,141,42.7,5232185511,212,13.6,5232185513,213,3.65,5232185557,156,,5232185503,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205067,12,1,1,1,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.7,49.4,2024-09-22T12:03:43.880Z,2024-09-22T12:03:46Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5232186019,140,49.6,5232186021,141,20.7,5232186023,212,28.6,5232186017,56,Back,5232186025,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205077,13,3,1,1,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.2,25.0,2024-09-22T12:03:46.818Z,2024-09-22T15:03:49Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232186073,286,,5232186071,56,Center,5233365785,465,,5232186111,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205069,36,45,1,1,54,59as3grjvj19voay31j3yfgni,0,38.8,75.0,2024-09-22T12:03:46.818Z,2024-09-22T12:03:50Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5232186029,56,Back,5232186031,285,,5232186127,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205081,14,3,1,1,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,66.1,27.8,2024-09-22T12:03:47.426Z,2024-09-22T15:03:53Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232186085,56,Center,5232186087,286,,5233366235,465,,5232186397,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205129,37,7,1,1,55,59as3grjvj19voay31j3yfgni,1,33.9,72.2,2024-09-22T12:03:47.427Z,2024-09-22T15:03:56Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5233366523,383,,5232186381,233,14,5232186363,285,,5232186361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205153,39,1,1,1,59,59as3grjvj19voay31j3yfgni,0,19.4,95.4,2024-09-22T12:03:51.010Z,2024-09-22T15:03:58Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232186497,212,39.6,5232186495,141,100.0,5232186493,140,57.0,5232186501,1,,5232186489,157,,5232186491,56,Left,5232186499,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205331,15,5,1,2,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.2,-0.9,2024-09-22T12:03:52.745Z,2024-09-22T12:42:31Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232187379,347,,5232187377,56,Back,5232187439,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205155,40,5,1,2,0,59as3grjvj19voay31j3yfgni,0,51.8,100.9,2024-09-22T12:03:52.745Z,2024-09-22T12:42:31Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232186513,347,,5232187469,233,15,5232186509,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724205433,16,1,1,2,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.5,0.0,2024-09-22T12:04:05.089Z,2024-09-22T12:04:10Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5232187885,107,,5232187893,212,26.4,5232187887,56,Back,5232187897,1,,5232187895,213,2.63,5232187891,141,17.1,5232187889,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
