id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2780761005,9,1,1,0,11,ahnt9ejgwj58ul8auzdvi3czf,1,19.8,17.4,2025-02-24T18:02:28.825Z,2025-02-24T18:02:30Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5540152989,140,24.8,5540152991,141,33.7,5540152987,56,Back,5540152993,212,12.3,5540152995,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761017,10,1,1,0,12,ahnt9ejgwj58ul8auzdvi3czf,0,24.8,33.1,2025-02-24T18:02:29.698Z,2025-02-24T20:37:10Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5540452721,157,,5540153065,140,28.1,5540153069,212,24.1,5540153063,56,Back,5540153071,213,4.86,5540452723,1,,5540153067,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761087,3,5,1,0,13,cftj6g399tknheudaxsdpfdgb,1,74.1,101.7,2025-02-24T18:02:30.208Z,2025-02-24T18:05:16Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5540153461,56,Left,5540153465,347,,5540153503,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761019,11,5,1,0,13,ahnt9ejgwj58ul8auzdvi3czf,0,25.9,-1.7,2025-02-24T18:02:30.208Z,2025-02-24T18:05:16Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5540153073,56,Back,5540153509,233,3,5540153075,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761109,4,1,1,0,25,cftj6g399tknheudaxsdpfdgb,1,66.8,100.0,2025-02-24T18:02:42.784Z,2025-02-24T18:02:46Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5540153595,56,Back,5540153605,1,,5540153593,107,,5540153599,141,94.5,5540153603,213,3.27,5540153601,212,36.6,5540153597,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761133,5,1,1,0,29,cftj6g399tknheudaxsdpfdgb,1,33.2,79.9,2025-02-24T18:02:46.624Z,2025-02-24T18:02:50Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5540153707,141,42.1,5540153711,213,4.72,5540153709,212,25.7,5540153703,56,Back,5540153705,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761149,6,1,1,0,33,cftj6g399tknheudaxsdpfdgb,1,36.3,36.8,2025-02-24T18:02:50.096Z,2025-02-24T20:37:25Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5540153771,212,25.2,5540153773,213,5.23,5540153769,141,4.5,5540153767,140,48.1,5540153765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761167,7,1,1,0,35,cftj6g399tknheudaxsdpfdgb,0,53.9,5.6,2025-02-24T18:02:52.672Z,2025-02-24T18:02:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5540153865,140,76.2,5540153873,212,27.7,5540153869,141,27.4,5540153863,56,Center,5540153861,155,,5540153877,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761183,12,12,1,0,38,ahnt9ejgwj58ul8auzdvi3czf,1,23.8,67.0,2025-02-24T18:02:55.578Z,2025-02-24T20:37:34Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5540153923,56,Back,5540153929,212,19.2,5540153931,213,0.77,5540153925,140,36.9,5540153927,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761189,8,61,1,0,40,cftj6g399tknheudaxsdpfdgb,0,63.0,20.1,2025-02-24T18:02:57.649Z,2025-02-24T18:02:57Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5540153967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761193,9,45,1,0,41,cftj6g399tknheudaxsdpfdgb,0,72.4,19.7,2025-02-24T18:02:58.335Z,2025-02-24T21:52:26Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5540153991,56,Right,5540154057,233,13,5540153993,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761197,13,3,1,0,41,ahnt9ejgwj58ul8auzdvi3czf,1,27.6,80.3,2025-02-24T18:02:58.335Z,2025-02-24T20:37:45Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5540154011,56,Back,5540154013,285,,5540154025,233,9,5540454035,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761251,15,1,1,0,42,ahnt9ejgwj58ul8auzdvi3czf,1,33.0,82.3,2025-02-24T18:02:59.788Z,2025-02-24T18:03:07Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5540154271,141,66.6,5540154273,212,14.5,5540154269,140,42.4,5540154267,56,Back,5540154275,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780814017,919,83,1,0,45,cftj6g399tknheudaxsdpfdgb,1,57.8,34.9,2025-02-24T18:03:01.898Z,2025-02-24T20:38:26Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5540454799,399,n2annzbap7hll02zo2v0ccgk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761265,16,1,1,0,50,ahnt9ejgwj58ul8auzdvi3czf,1,53.1,65.1,2025-02-24T18:03:07.147Z,2025-02-24T18:03:11Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5540154357,140,72.5,5540154363,213,5.20,5540154355,56,Right,5540154361,212,43.2,5540154365,1,,5540154359,141,9.1,5540154353,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761277,17,1,1,0,54,ahnt9ejgwj58ul8auzdvi3czf,1,72.6,8.6,2025-02-24T18:03:11.147Z,2025-02-24T18:03:14Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5540154415,140,54.4,5540154417,141,17.4,5540154413,56,Right,5540154419,212,20.0,5540154421,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761287,18,1,1,0,57,ahnt9ejgwj58ul8auzdvi3czf,1,55.0,17.4,2025-02-24T18:03:14.043Z,2025-02-24T18:03:16Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5540154467,140,67.6,5540154465,56,Right,5540154471,212,14.9,5540154469,141,7.4,5540154473,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761303,19,1,1,0,58,ahnt9ejgwj58ul8auzdvi3czf,1,67.4,7.4,2025-02-24T18:03:15.803Z,2025-02-24T18:03:20Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5540154605,140,56.5,5540154603,56,Center,5540154609,212,21.3,5540154611,213,2.14,5540154607,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761309,20,1,1,1,2,ahnt9ejgwj58ul8auzdvi3czf,1,54.4,33.4,2025-02-24T18:03:19.883Z,2025-02-24T18:03:22Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5540154643,56,Back,5540154649,212,16.1,5540154651,213,3.92,5540154645,140,43.5,5540154647,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761321,21,1,1,1,5,ahnt9ejgwj58ul8auzdvi3czf,1,43.4,14.6,2025-02-24T18:03:22.491Z,2025-02-24T18:03:24Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5540154677,56,Right,5540154683,212,21.2,5540154681,141,3.8,5540154685,213,5.93,5540154679,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761337,22,1,1,1,7,ahnt9ejgwj58ul8auzdvi3czf,1,62.6,3.7,2025-02-24T18:03:24.043Z,2025-02-24T18:03:26Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5540154765,213,1.05,5540154759,140,67.6,5540154757,56,Right,5540154763,212,10.6,5540154761,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761339,23,1,1,1,8,ahnt9ejgwj58ul8auzdvi3czf,0,67.6,17.3,2025-02-24T18:03:25.555Z,2025-02-24T18:03:28Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5540154775,212,5.1,5540154773,141,14.6,5540154769,56,Right,5540154771,140,72.1,5540154777,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761335,10,8,1,1,9,cftj6g399tknheudaxsdpfdgb,1,29.6,83.2,2025-02-24T18:03:26.225Z,2025-02-24T20:39:22Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5540154755,56,Back,5540458309,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761363,12,1,1,1,11,cftj6g399tknheudaxsdpfdgb,0,31.6,61.5,2025-02-24T18:03:28.897Z,2025-02-24T20:39:46Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5540154885,56,Center,5540154891,212,22.6,5540154889,141,58.7,5540154887,140,53.0,5540154893,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761395,25,1,1,1,13,ahnt9ejgwj58ul8auzdvi3czf,1,45.8,45.7,2025-02-24T18:03:30.609Z,2025-02-24T18:03:35Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5540155043,212,7.8,5540155033,56,Back,5540155047,213,1.84,5540155041,141,56.7,5540155037,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761403,26,1,1,1,18,ahnt9ejgwj58ul8auzdvi3czf,1,48.6,60.3,2025-02-24T18:03:35.483Z,2025-02-24T20:40:01Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5540155093,212,24.5,5540155087,56,Left,5540155095,213,1.23,5540155089,140,56.5,5540155091,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761421,27,1,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,62.5,92.0,2025-02-24T18:03:36.988Z,2025-02-24T18:03:40Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5540155169,141,76.7,5540155173,213,3.63,5540155171,212,22.3,5540155165,56,Back,5540155167,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761437,28,1,1,1,23,ahnt9ejgwj58ul8auzdvi3czf,1,42.2,69.4,2025-02-24T18:03:40.092Z,2025-02-24T18:03:42Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5540155261,141,46.9,5540155257,56,Back,5540155263,212,15.3,5540155259,140,41.6,5540155265,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761461,29,1,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,1,42.0,48.1,2025-02-24T18:03:42.300Z,2025-02-24T18:03:46Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5540155429,213,1.88,5540155423,140,36.0,5540155425,141,77.2,5540155427,212,20.8,5540155421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761469,30,1,1,1,31,ahnt9ejgwj58ul8auzdvi3czf,1,32.3,82.9,2025-02-24T18:03:48.364Z,2025-02-24T18:03:49Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5540155479,212,13.0,5540155473,56,Back,5540155481,213,0.71,5540155475,140,41.7,5540155477,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761475,31,1,1,1,32,ahnt9ejgwj58ul8auzdvi3czf,1,42.1,95.3,2025-02-24T18:03:49.164Z,2025-02-24T18:03:49Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5540155489,140,39.2,5540155491,141,88.4,5540155487,56,Back,5540155493,212,5.6,5540155495,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761491,32,1,1,1,32,ahnt9ejgwj58ul8auzdvi3czf,0,39.0,87.5,2025-02-24T18:03:49.660Z,2025-02-24T18:03:58Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5540155557,141,93.3,5540155555,140,55.6,5540155561,213,0.22,5540155553,56,Left,5540155559,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761495,13,1,1,1,34,cftj6g399tknheudaxsdpfdgb,0,44.7,7.1,2025-02-24T18:03:51.285Z,2025-02-24T18:03:52Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5540155587,140,61.0,5540155593,213,0.58,5540155589,141,23.6,5540155585,56,Center,5540155591,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761525,33,1,1,1,37,ahnt9ejgwj58ul8auzdvi3czf,1,40.4,64.2,2025-02-24T18:03:54.140Z,2025-02-24T18:03:57Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5540155727,213,5.20,5540155725,212,43.8,5540155721,140,60.1,5540155719,56,Right,5540155729,1,,5540155723,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761555,34,1,1,1,44,ahnt9ejgwj58ul8auzdvi3czf,1,77.7,5.0,2025-02-24T18:04:01.580Z,2025-02-24T18:04:04Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5540155903,56,Right,5540155909,212,11.2,5540155905,140,70.2,5540155907,141,16.7,5540155911,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761563,35,1,1,1,47,ahnt9ejgwj58ul8auzdvi3czf,1,69.6,11.9,2025-02-24T18:04:04.300Z,2025-02-24T18:04:06Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5540155947,213,5.90,5540155945,212,11.0,5540155939,56,Right,5540155941,140,79.3,5540155943,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761569,36,1,1,1,49,ahnt9ejgwj58ul8auzdvi3czf,1,78.2,4.9,2025-02-24T18:04:06.412Z,2025-02-24T18:04:08Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5540156003,213,2.14,5540155997,140,67.7,5540155995,56,Center,5540156001,212,20.3,5540155999,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761575,37,1,1,1,51,ahnt9ejgwj58ul8auzdvi3czf,1,67.7,30.0,2025-02-24T18:04:08.288Z,2025-02-24T18:04:09Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5540156053,212,9.3,5540156039,141,17.6,5540156037,140,63.9,5540156057,213,4.27,5540156035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761589,38,1,1,1,52,ahnt9ejgwj58ul8auzdvi3czf,1,60.3,16.0,2025-02-24T18:04:09.324Z,2025-02-24T20:40:45Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5540156119,212,18.3,5540156113,56,Center,5540156121,213,1.44,5540156115,140,62.5,5540156117,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761599,39,1,1,1,55,ahnt9ejgwj58ul8auzdvi3czf,1,62.8,51.1,2025-02-24T18:04:11.932Z,2025-02-24T20:40:53Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5540156167,212,7.3,5540156165,141,50.5,5540156161,56,Center,5540156163,140,69.7,5540156169,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761605,40,1,1,1,56,ahnt9ejgwj58ul8auzdvi3czf,1,69.1,50.9,2025-02-24T18:04:13.389Z,2025-02-24T20:41:00Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5540156209,140,62.4,5540156213,212,10.5,5540156215,213,3.98,5540156207,56,Center,5540156211,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761627,41,1,1,1,58,ahnt9ejgwj58ul8auzdvi3czf,1,60.3,37.6,2025-02-24T18:04:15.581Z,2025-02-24T18:04:17Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5540156335,140,76.3,5540156337,141,7.6,5540156341,213,5.40,5540156333,56,Right,5540156339,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761649,42,1,1,2,0,ahnt9ejgwj58ul8auzdvi3czf,1,78.1,5.9,2025-02-24T18:04:17.789Z,2025-02-24T18:04:21Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5540156439,56,Right,5540156445,212,6.9,5540156447,213,1.72,5540156443,141,15.9,5540156441,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761671,43,1,1,2,4,ahnt9ejgwj58ul8auzdvi3czf,1,74.1,22.5,2025-02-24T18:04:21.869Z,2025-02-24T18:04:23Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5540156565,141,31.5,5540156567,212,6.3,5540156563,140,75.4,5540156569,213,1.35,5540156561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780761685,44,1,1,2,6,ahnt9ejgwj58ul8auzdvi3czf,0,75.6,30.0,2025-02-24T18:04:23.661Z,2025-02-24T18:04:24Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5540156627,213,5.11,5540156621,140,79.1,5540156623,141,17.3,5540156619,56,Right,5540156625,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
