id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2783670315,4,5,1,0,26,anga7587r1zv4ey71ge9zxol3,0,50.5,-1.4,2025-03-03T18:02:29.533Z,2025-03-03T18:33:40Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5556079829,233,10,5556079569,56,Right,5556079573,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670305,10,5,1,0,26,9qsmopgutr7ut5g6workk8w4i,1,49.5,101.4,2025-03-03T18:02:29.533Z,2025-03-03T18:33:40Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5556079503,56,Back,5556079505,347,,5556079821,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670345,11,1,1,0,31,9qsmopgutr7ut5g6workk8w4i,1,49.9,100.0,2025-03-03T18:02:34.543Z,2025-03-03T18:02:36Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5556079755,213,3.85,5556079749,140,44.2,5556079747,56,Back,5556079745,107,,5556079751,141,93.8,5556079753,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670347,12,1,1,0,32,9qsmopgutr7ut5g6workk8w4i,1,44.2,93.8,2025-03-03T18:02:35.359Z,2025-03-03T18:02:36Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556079771,213,0.79,5556079767,141,97.1,5556079769,212,3.1,5556079763,56,Back,5556079765,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670359,13,1,1,0,33,9qsmopgutr7ut5g6workk8w4i,1,46.4,97.2,2025-03-03T18:02:36.030Z,2025-03-03T18:02:38Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5556079855,141,91.4,5556079849,56,Back,5556079857,212,18.0,5556079859,213,3.36,5556079851,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670395,14,1,1,0,35,9qsmopgutr7ut5g6workk8w4i,1,28.3,88.0,2025-03-03T18:02:38.446Z,2025-03-03T18:02:43Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5556080059,141,68.1,5556080057,140,37.3,5556080055,56,Back,5556080061,212,16.5,5556080063,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783798735,739,83,1,0,38,anga7587r1zv4ey71ge9zxol3,1,65.3,34.9,2025-03-03T18:02:41.343Z,2025-03-03T21:36:16Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556800957,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670447,15,1,1,0,40,9qsmopgutr7ut5g6workk8w4i,1,43.6,53.1,2025-03-03T18:02:42.991Z,2025-03-03T18:02:48Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556080393,213,5.68,5556080385,56,Center,5556080391,212,24.8,5556080387,140,63.1,5556080389,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670451,16,1,1,0,45,9qsmopgutr7ut5g6workk8w4i,0,77.4,30.1,2025-03-03T18:02:48.687Z,2025-03-03T18:02:49Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556080401,56,Center,5556080403,140,79.2,5556080405,141,49.4,5556080407,212,13.3,5556080409,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670489,5,12,1,0,46,anga7587r1zv4ey71ge9zxol3,1,26.9,47.6,2025-03-03T18:02:49.518Z,2025-03-03T18:03:16Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5556080593,56,Back,5556080595,140,28.4,5556080601,213,1.53,5556080599,212,36.8,5556080597,141,100.0,5556080661,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670493,6,5,1,0,49,anga7587r1zv4ey71ge9zxol3,0,28.6,101.4,2025-03-03T18:02:52.286Z,2025-03-03T18:02:54Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556080631,56,Back,5556080755,233,17,5556080633,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670513,17,5,1,0,49,9qsmopgutr7ut5g6workk8w4i,1,71.4,-1.4,2025-03-03T18:02:52.286Z,2025-03-03T18:33:41Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556080727,347,,5556080743,233,6,5556080725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670671,18,1,1,1,11,9qsmopgutr7ut5g6workk8w4i,1,77.6,0.0,2025-03-03T18:03:13.841Z,2025-03-03T18:03:14Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556081537,213,2.44,5556081527,107,,5556081531,140,70.8,5556081535,212,9.4,5556081533,141,7.6,5556081529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670685,19,1,1,1,11,9qsmopgutr7ut5g6workk8w4i,1,70.8,7.6,2025-03-03T18:03:14.641Z,2025-03-03T18:03:15Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556081615,56,Right,5556081621,212,6.4,5556081623,213,5.68,5556081619,141,2.3,5556081617,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670691,20,1,1,1,12,9qsmopgutr7ut5g6workk8w4i,1,75.8,2.3,2025-03-03T18:03:15.553Z,2025-03-03T18:03:16Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556081657,212,7.4,5556081659,213,2.71,5556081655,141,6.8,5556081651,56,Right,5556081653,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670709,21,1,1,1,13,9qsmopgutr7ut5g6workk8w4i,1,69.1,6.8,2025-03-03T18:03:16.657Z,2025-03-03T18:03:18Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556081745,140,72.0,5556081749,212,4.7,5556081747,141,12.0,5556081743,56,Right,5556081751,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670733,22,1,1,1,15,9qsmopgutr7ut5g6workk8w4i,1,72.5,12.2,2025-03-03T18:03:18.609Z,2025-03-03T21:36:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,1.0,,5556081881,212,13.0,5556801987,156,,5556081883,213,2.96,5556081879,141,15.6,5556081877,140,60.3,5556082403,210,15,5556081875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670739,23,15,1,1,19,9qsmopgutr7ut5g6workk8w4i,1,72.3,34.8,2025-03-03T18:03:21.729Z,2025-03-03T21:37:23Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556082425,215,,5556082423,103,2.5,5556082421,102,45.5,5556082417,55,22,5556081919,56,Center,5556081917,18,,5556082413,80,,5556082243,72,,5556082429,147,48.4,5556082427,146,98.6,5556082439,233,7,5556081915,22,5556082415,29,,,,,,,,,,,,,,,,,,,,,,,,
2783670741,7,10,1,1,19,anga7587r1zv4ey71ge9zxol3,1,3.0,54.9,2025-03-03T18:03:21.829Z,2025-03-03T21:37:30Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5556803241,376,,5556082445,233,23,5556081939,182,,5556082223,177,,5556081943,56,Back,5556082225,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670789,8,52,1,1,20,anga7587r1zv4ey71ge9zxol3,1,3.0,54.9,2025-03-03T18:03:22.855Z,2025-03-03T21:37:32Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5556803357,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670831,9,1,1,1,28,anga7587r1zv4ey71ge9zxol3,1,3.0,54.9,2025-03-03T18:03:30.751Z,2025-03-03T18:03:47Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5556082481,213,0.87,5556082459,56,Back,5556082465,140,20.8,5556083145,189,,5556082477,212,29.0,5556082471,141,87.5,5556082453,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670845,10,1,1,1,30,anga7587r1zv4ey71ge9zxol3,1,20.3,86.2,2025-03-03T18:03:33.519Z,2025-03-03T18:03:34Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556082535,141,71.7,5556082533,140,14.5,5556082531,56,Back,5556082537,212,11.6,5556082539,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670853,11,1,1,1,31,anga7587r1zv4ey71ge9zxol3,1,14.5,71.7,2025-03-03T18:03:34.333Z,2025-03-03T18:03:36Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556082591,141,88.4,5556082593,212,13.8,5556082595,213,0.97,5556082587,56,Back,5556082589,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670903,12,1,1,1,33,anga7587r1zv4ey71ge9zxol3,1,23.5,87.7,2025-03-03T18:03:36.414Z,2025-03-03T18:03:40Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556082855,140,38.9,5556082853,56,Back,5556082859,212,16.2,5556082861,213,0.03,5556082857,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670905,13,61,1,1,37,anga7587r1zv4ey71ge9zxol3,0,46.9,92.6,2025-03-03T18:03:40.670Z,2025-03-03T18:03:41Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5556082871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670915,14,5,1,1,39,anga7587r1zv4ey71ge9zxol3,0,50.2,101.4,2025-03-03T18:03:41.903Z,2025-03-03T18:03:46Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5556082905,347,,5556082903,56,Left,5556083007,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670933,24,5,1,1,39,9qsmopgutr7ut5g6workk8w4i,1,49.8,-1.4,2025-03-03T18:03:41.903Z,2025-03-03T18:33:42Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556083001,233,14,5556082997,56,Back,5556082999,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670959,25,1,1,1,42,9qsmopgutr7ut5g6workk8w4i,1,46.2,0.0,2025-03-03T18:03:45.315Z,2025-03-03T18:03:47Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556083157,213,1.96,5556083147,107,,5556083153,141,12.8,5556083155,212,10.7,5556083149,56,Back,5556083151,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670961,26,1,1,1,43,9qsmopgutr7ut5g6workk8w4i,1,42.3,12.8,2025-03-03T18:03:46.067Z,2025-03-03T18:03:47Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556083165,141,3.1,5556083167,212,8.5,5556083169,213,4.03,5556083163,140,37.2,5556083161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783670999,27,1,1,1,43,9qsmopgutr7ut5g6workk8w4i,1,37.2,2.9,2025-03-03T18:03:46.627Z,2025-03-03T18:03:51Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556083385,212,34.7,5556083389,1,,5556083387,213,2.40,5556083381,140,12.8,5556083379,56,Back,5556083383,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671037,28,1,1,1,48,9qsmopgutr7ut5g6workk8w4i,0,18.8,42.4,2025-03-03T18:03:51.508Z,2025-03-03T18:03:55Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5556083589,157,,5556083593,140,63.2,5556083591,56,Right,5556083597,212,55.5,5556083599,213,5.71,5556083601,1,,5556083595,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671071,15,5,1,1,52,anga7587r1zv4ey71ge9zxol3,1,37.7,101.9,2025-03-03T18:03:55.417Z,2025-03-03T18:33:42Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556083807,347,,5556083821,233,29,5556083805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671039,29,5,1,1,52,9qsmopgutr7ut5g6workk8w4i,0,62.3,-1.9,2025-03-03T18:03:55.417Z,2025-03-03T18:33:42Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5556083607,347,,5556083831,233,15,5556083605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671099,16,1,1,1,57,anga7587r1zv4ey71ge9zxol3,1,36.1,100.0,2025-03-03T18:03:59.759Z,2025-03-03T18:04:01Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556083959,56,Back,5556083957,107,,5556083965,141,80.2,5556083969,212,19.3,5556083963,140,24.4,5556083973,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671121,17,1,1,1,59,anga7587r1zv4ey71ge9zxol3,1,24.3,83.6,2025-03-03T18:04:01.870Z,2025-03-03T18:04:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556084101,56,Back,5556084103,140,35.3,5556084105,141,67.6,5556084109,213,5.53,5556084107,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671143,18,1,1,2,1,anga7587r1zv4ey71ge9zxol3,1,35.2,67.9,2025-03-03T18:04:03.823Z,2025-03-03T18:04:04Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5556084175,56,Back,5556084177,140,26.4,5556084179,141,88.3,5556084185,213,2.16,5556084183,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671169,19,1,1,2,2,anga7587r1zv4ey71ge9zxol3,1,26.4,88.3,2025-03-03T18:04:04.798Z,2025-03-03T18:04:08Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556084317,141,78.2,5556084319,212,8.8,5556084321,213,5.38,5556084315,140,31.6,5556084313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671219,20,1,1,2,5,anga7587r1zv4ey71ge9zxol3,1,32.9,72.0,2025-03-03T18:04:08.175Z,2025-03-03T18:04:14Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5556084589,196,,5556084587,155,,5556084591,56,Back,5556084593,140,37.4,5556084599,213,4.82,5556084601,1,,5556084597,212,44.2,5556084595,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671241,21,1,1,2,11,anga7587r1zv4ey71ge9zxol3,1,47.0,5.3,2025-03-03T18:04:14.047Z,2025-03-03T18:04:17Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5556084707,213,1.98,5556084699,56,Back,5556084701,140,42.3,5556084703,141,22.1,5556084705,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671269,22,1,1,2,14,anga7587r1zv4ey71ge9zxol3,1,46.0,35.1,2025-03-03T18:04:17.391Z,2025-03-03T18:04:20Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5556084813,213,1.42,5556084811,212,18.3,5556084805,56,Back,5556084809,141,61.7,5556084807,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671277,23,1,1,2,17,anga7587r1zv4ey71ge9zxol3,1,53.7,65.5,2025-03-03T18:04:20.079Z,2025-03-03T18:04:24Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556084873,56,Left,5556084877,141,95.1,5556084879,212,25.7,5556084881,213,0.90,5556084875,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671297,24,1,1,2,21,anga7587r1zv4ey71ge9zxol3,1,71.4,92.4,2025-03-03T18:04:24.544Z,2025-03-03T18:04:27Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5556084999,212,10.1,5556084997,141,85.4,5556084993,56,Left,5556084995,140,62.9,5556085001,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783671317,25,1,1,2,24,anga7587r1zv4ey71ge9zxol3,1,61.7,85.4,2025-03-03T18:04:27.071Z,2025-03-03T18:04:30Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556085105,141,50.9,5556085097,56,Center,5556085109,213,4.28,5556085107,212,25.8,5556085101,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
