id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2804402729,6,5,1,0,9,anga7587r1zv4ey71ge9zxol3,1,87.8,-1.4,2025-04-21T12:00:17.842Z,2025-04-21T12:51:47Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5669930795,56,Right,5669930797,347,,5669930811,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402763,7,1,1,0,29,anga7587r1zv4ey71ge9zxol3,0,85.9,0.0,2025-04-21T12:00:38.129Z,2025-04-21T12:00:43Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669930981,107,,5669930991,141,34.8,5669931001,213,1.27,5669930987,140,93.2,5669931005,1,,5669930997,212,25.7,5669930983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402761,6,44,1,0,33,cftj6g399tknheudaxsdpfdgb,1,5.8,64.3,2025-04-21T12:00:41.710Z,2025-04-21T12:53:42Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5669931051,233,8,5669930977,56,Back,5669930979,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402769,8,44,1,0,33,anga7587r1zv4ey71ge9zxol3,0,94.2,35.7,2025-04-21T12:00:41.711Z,2025-04-21T12:53:42Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669931063,233,6,5669931013,56,Center,5669931015,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402785,7,12,1,0,33,cftj6g399tknheudaxsdpfdgb,1,4.0,62.9,2025-04-21T12:00:41.950Z,2025-04-21T12:00:59Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5669931165,15,,5669931087,56,Back,5669931095,213,2.26,5669931093,212,9.1,5669931091,141,73.2,5669931089,140,0.0,5669931105,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402789,8,6,1,0,35,cftj6g399tknheudaxsdpfdgb,0,1.6,70.2,2025-04-21T12:00:43.519Z,2025-04-21T17:13:20Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5669931379,73,,5669931377,56,Back,5669931399,233,9,5669931541,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402791,9,6,1,0,35,anga7587r1zv4ey71ge9zxol3,1,98.4,29.8,2025-04-21T12:00:43.519Z,2025-04-21T12:43:37Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669932169,361,,5669931293,56,Center,5669931295,75,,5669931387,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403085,10,1,1,1,6,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2025-04-21T12:01:15.305Z,2025-04-21T17:13:18Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669932673,213,1.75,5669932657,2,,5669932667,140,95.0,5669932669,141,38.3,5669932659,6,,5669932663,224,,5669932661,155,,5669932671,212,26.1,5671327969,20,5669932665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403217,11,12,1,1,7,cftj6g399tknheudaxsdpfdgb,1,5.0,53.9,2025-04-21T12:01:15.806Z,2025-04-21T12:48:25Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5669933459,213,1.72,5669933455,141,62.4,5669933453,140,4.2,5669933451,56,Back,5669933457,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403099,11,1,1,1,12,anga7587r1zv4ey71ge9zxol3,1,97.2,30.4,2025-04-21T12:01:20.849Z,2025-04-21T12:51:33Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5669932751,212,13.1,5669932749,141,12.3,5669932747,140,92.9,5669932745,56,Right,5669932753,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403111,12,1,1,1,14,anga7587r1zv4ey71ge9zxol3,0,92.9,12.3,2025-04-21T12:01:22.482Z,2025-04-21T17:13:47Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669932825,236,,5669932817,140,93.2,5671328943,224,,5669932821,212,4.7,5669932813,155,,5669932831,286,,5669932811,2,,5669932823,213,1.50,5669932827,233,5671328945,20,,9,5669932815,56,Right,5669932819,141,19.2,,,,,,,,,,,,,,,,,,,,
2804403103,9,12,1,1,14,cftj6g399tknheudaxsdpfdgb,1,6.6,81.9,2025-04-21T12:01:22.582Z,2025-04-21T12:01:24Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669932835,233,12,5669932771,185,,5669932773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403117,10,6,1,1,15,cftj6g399tknheudaxsdpfdgb,0,6.6,81.4,2025-04-21T12:01:23.950Z,2025-04-21T17:13:54Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669932889,73,,5669932887,56,Back,5669932973,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403133,13,6,1,1,15,anga7587r1zv4ey71ge9zxol3,1,93.4,18.6,2025-04-21T12:01:23.950Z,2025-04-21T12:43:37Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669932963,233,10,5669932959,56,Right,5669932961,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403273,14,1,1,1,38,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2025-04-21T12:01:46.538Z,2025-04-21T17:13:52Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5671329169,20,,5669933743,213,1.85,5669933735,56,Center,5669933731,155,,5669933739,141,38.2,5669933729,6,,5669933733,224,,5669933741,212,26.7,5669933727,2,5669933737,140,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403291,12,12,1,1,40,cftj6g399tknheudaxsdpfdgb,1,5.7,61.1,2025-04-21T12:01:49.325Z,2025-04-21T12:01:52Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669933865,212,39.8,5669933863,141,94.8,5669933859,56,Back,5669933869,213,0.61,5669933881,15,,5669933861,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403349,15,1,1,1,48,anga7587r1zv4ey71ge9zxol3,1,56.1,9.2,2025-04-21T12:01:56.707Z,2025-04-21T12:02:02Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669934135,56,Back,5669934143,213,2.57,5669934139,141,38.9,5669934145,1,,5669934141,212,37.1,5669934137,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403403,16,1,1,1,54,anga7587r1zv4ey71ge9zxol3,0,27.2,29.8,2025-04-21T12:02:02.482Z,2025-04-21T12:02:07Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5669934373,56,Right,5669934375,140,80.3,5669934381,213,6.11,5669934379,212,56.6,5669934377,141,15.5,5669934383,1,,5669934371,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403379,13,44,1,1,57,cftj6g399tknheudaxsdpfdgb,1,21.6,87.0,2025-04-21T12:02:05.789Z,2025-04-21T12:53:42Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669934243,56,Back,5669934245,285,,5669934437,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403407,17,44,1,1,57,anga7587r1zv4ey71ge9zxol3,0,78.4,13.0,2025-04-21T12:02:05.790Z,2025-04-21T12:53:43Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669934457,233,13,5669934409,56,Right,5669934411,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403405,14,12,1,1,57,cftj6g399tknheudaxsdpfdgb,1,20.5,89.1,2025-04-21T12:02:05.989Z,2025-04-21T17:14:24Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5671330601,15,,5669934397,141,100.0,5669934401,213,0.66,5669934393,56,Back,5669934399,212,13.4,5669934395,140,30.6,5671330603,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403455,15,5,1,1,59,cftj6g399tknheudaxsdpfdgb,0,27.0,101.1,2025-04-21T12:02:08.078Z,2025-04-21T12:02:16Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669934895,233,18,5669934727,56,Back,5669934729,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403439,18,5,1,1,59,anga7587r1zv4ey71ge9zxol3,1,73.0,-1.1,2025-04-21T12:02:08.078Z,2025-04-21T12:51:47Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669934879,233,15,5669934631,56,Right,5669934633,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403471,19,1,1,2,2,anga7587r1zv4ey71ge9zxol3,1,73.1,0.0,2025-04-21T12:02:10.753Z,2025-04-21T12:02:15Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669934823,212,8.5,5669934819,140,72.0,5669934821,141,11.4,5669934813,56,Right,5669934825,213,1.71,5669934809,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403487,20,1,1,2,6,anga7587r1zv4ey71ge9zxol3,1,72.5,12.9,2025-04-21T12:02:14.882Z,2025-04-21T12:02:16Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5669934901,140,48.0,5669934907,213,3.11,5669934903,141,14.1,5669934905,212,25.7,5669934899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403493,21,1,1,2,7,anga7587r1zv4ey71ge9zxol3,1,56.4,19.2,2025-04-21T12:02:16.281Z,2025-04-21T17:14:43Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669934935,140,45.7,5669934937,141,57.5,5669934941,213,1.98,5669934933,56,Back,5669934939,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403523,22,1,1,2,9,anga7587r1zv4ey71ge9zxol3,1,46.3,58.3,2025-04-21T12:02:17.913Z,2025-04-21T17:14:46Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5669935105,212,29.3,5669935103,141,94.1,5669935107,213,0.98,5669935099,56,Left,5669935101,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403533,23,1,1,2,13,anga7587r1zv4ey71ge9zxol3,0,66.2,92.7,2025-04-21T12:02:21.673Z,2025-04-21T12:02:23Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669935179,56,Center,5669935181,140,79.5,5669935187,213,5.47,5669935185,212,20.2,5669935183,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403535,16,43,1,2,15,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-21T12:02:23.693Z,2025-04-21T17:14:59Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5671332109,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403547,17,1,1,2,15,cftj6g399tknheudaxsdpfdgb,1,19.9,24.8,2025-04-21T12:02:23.878Z,2025-04-21T12:02:26Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669935255,140,33.0,5669935253,56,Back,5669935259,212,13.8,5669935261,213,6.22,5669935257,141,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403555,18,1,1,2,18,cftj6g399tknheudaxsdpfdgb,1,32.0,30.2,2025-04-21T12:02:26.629Z,2025-04-21T12:49:04Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5669935303,141,36.5,5669935305,212,12.6,5669935301,140,20.7,5669935299,56,Back,5669935307,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403567,19,1,1,2,19,cftj6g399tknheudaxsdpfdgb,1,20.6,36.7,2025-04-21T12:02:28.037Z,2025-04-21T12:02:30Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669935343,140,24.2,5669935345,141,8.0,5669935349,213,4.90,5669935347,212,19.9,5669935341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403575,20,1,1,2,22,cftj6g399tknheudaxsdpfdgb,1,22.8,7.6,2025-04-21T12:02:30.693Z,2025-04-21T12:02:32Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5669935403,213,6.20,5669935395,56,Back,5669935399,141,6.7,5669935401,212,7.3,5669935397,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403585,21,1,1,2,24,cftj6g399tknheudaxsdpfdgb,1,28.6,5.3,2025-04-21T12:02:32.724Z,2025-04-21T12:02:34Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5669935455,140,5.6,5669935453,56,Back,5669935459,212,27.9,5669935461,213,2.62,5669935457,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403593,22,1,1,2,25,cftj6g399tknheudaxsdpfdgb,1,5.2,27.1,2025-04-21T12:02:34.404Z,2025-04-21T12:02:36Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669935519,213,1.42,5669935513,140,8.5,5669935517,212,22.6,5669935515,141,60.0,5669935511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403631,23,1,1,2,28,cftj6g399tknheudaxsdpfdgb,1,8.8,60.0,2025-04-21T12:02:36.757Z,2025-04-21T12:02:43Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5669935709,212,15.8,5669935703,56,Back,5669935707,141,57.5,5669935711,213,6.18,5669935705,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403641,24,1,1,2,34,cftj6g399tknheudaxsdpfdgb,1,25.6,71.9,2025-04-21T12:02:42.948Z,2025-04-21T12:02:44Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5669935787,213,5.03,5669935781,140,30.3,5669935779,56,Back,5669935783,141,50.1,5669935785,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403657,25,1,1,2,35,cftj6g399tknheudaxsdpfdgb,1,30.3,50.1,2025-04-21T12:02:43.957Z,2025-04-21T12:49:42Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5669935897,213,2.57,5669935889,140,24.7,5669935891,141,55.7,5669935893,212,7.0,5669935887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403663,26,1,1,2,38,cftj6g399tknheudaxsdpfdgb,0,24.1,56.6,2025-04-21T12:02:46.517Z,2025-04-21T12:02:46Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5669935921,56,Back,5669935927,212,2.8,5669935929,213,4.98,5669935925,141,52.7,5669935923,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403665,24,61,1,2,38,anga7587r1zv4ey71ge9zxol3,1,73.2,51.6,2025-04-21T12:02:46.963Z,2025-04-21T12:02:47Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669935935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403689,27,1,1,2,39,cftj6g399tknheudaxsdpfdgb,1,28.8,23.2,2025-04-21T12:02:48.189Z,2025-04-21T12:49:52Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669936095,212,16.6,5669936093,141,29.2,5669936097,213,0.25,5669936089,56,Back,5669936091,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403719,28,1,1,2,41,cftj6g399tknheudaxsdpfdgb,1,51.2,24.5,2025-04-21T12:02:50.180Z,2025-04-21T12:02:55Z,195o7hchielt14ic49r3k06sq,Serginho,,,5669936289,141,9.1,5669936293,213,5.71,5669936287,140,66.6,5669936291,212,19.3,5669936285,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403733,29,1,1,2,47,cftj6g399tknheudaxsdpfdgb,1,66.8,16.1,2025-04-21T12:02:55.660Z,2025-04-21T12:02:59Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5669936379,140,72.3,5669936381,141,28.3,5669936385,213,0.96,5669936383,212,10.1,5669936377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403753,30,43,1,2,50,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-21T12:02:59.396Z,2025-04-21T12:03:07Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5669936509,286,0,5669936793,144,3,5669936507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403769,31,1,1,2,53,cftj6g399tknheudaxsdpfdgb,1,80.9,21.5,2025-04-21T12:03:02.004Z,2025-04-21T12:03:04Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5669936601,56,Center,5669936605,141,30.1,5669936607,212,10.1,5669936603,140,73.0,5669936609,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403781,32,1,1,2,55,cftj6g399tknheudaxsdpfdgb,0,72.9,29.2,2025-04-21T12:03:04.068Z,2025-04-21T12:03:05Z,195o7hchielt14ic49r3k06sq,Serginho,,,5669936689,140,79.5,5669936701,1,,5669936697,212,49.5,5669936693,141,100.0,5669936699,213,1.43,5669936687,56,Left,5669936685,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403917,25,5,1,2,57,anga7587r1zv4ey71ge9zxol3,1,18.2,-1.4,2025-04-21T12:03:05.761Z,2025-04-21T12:51:47Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669937423,233,33,5669937411,56,Back,5669937413,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
