id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2801942563,9,1,1,0,20,36g6ifzjliec1jqnbtf7yesme,1,66.8,3.4,2025-04-16T17:01:03.543Z,2025-04-16T20:00:06Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5656506451,56,Right,5656506453,140,68.4,5656506459,213,1.24,5656506457,212,5.2,5656506455,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801973961,765,3,1,0,21,36g6ifzjliec1jqnbtf7yesme,1,74.5,20.2,2025-04-16T17:01:04.651Z,2025-04-16T19:59:50Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5656685097,286,,5656685093,56,Right,5656685101,233,1117,5656685099,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801973959,1117,45,1,0,21,ahnt9ejgwj58ul8auzdvi3czf,0,25.5,79.8,2025-04-16T17:01:04.651Z,2025-04-16T19:59:50Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5656685091,285,,5656685089,56,Back,5656685105,233,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942565,10,1,1,0,24,36g6ifzjliec1jqnbtf7yesme,1,68.3,10.6,2025-04-16T17:01:07.551Z,2025-04-16T17:01:08Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5656506467,141,3.7,5656506471,213,4.56,5656506465,140,67.6,5656506463,56,Right,5656506469,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942569,11,1,1,0,25,36g6ifzjliec1jqnbtf7yesme,1,67.6,3.7,2025-04-16T17:01:08.639Z,2025-04-16T17:01:09Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5656506487,56,Right,5656506493,212,9.0,5656506491,141,12.9,5656506495,213,0.77,5656506489,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942571,12,1,1,0,26,36g6ifzjliec1jqnbtf7yesme,0,77.3,15.3,2025-04-16T17:01:09.599Z,2025-04-16T17:01:11Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5656506507,213,2.13,5656506503,141,29.2,5656506501,140,71.7,5656506505,212,11.1,5656506499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942577,3,61,1,0,27,ahnt9ejgwj58ul8auzdvi3czf,1,30.9,79.1,2025-04-16T17:01:10.087Z,2025-04-16T20:01:40Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5656506537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942581,4,61,1,0,28,ahnt9ejgwj58ul8auzdvi3czf,1,30.9,79.1,2025-04-16T17:01:11.087Z,2025-04-16T20:01:42Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5656506561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942595,5,1,1,0,31,ahnt9ejgwj58ul8auzdvi3czf,1,31.7,66.7,2025-04-16T17:01:14.290Z,2025-04-16T17:02:12Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5656506645,212,7.7,5656506639,56,Back,5656506647,213,0.50,5656506643,141,72.1,5656506641,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942597,6,50,1,0,32,ahnt9ejgwj58ul8auzdvi3czf,1,38.3,72.0,2025-04-16T17:01:15.790Z,2025-04-16T17:28:15Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5656506651,56,Back,5656506653,286,,5656506661,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942591,13,7,1,0,32,36g6ifzjliec1jqnbtf7yesme,0,61.7,28.0,2025-04-16T17:01:15.791Z,2025-04-16T20:02:07Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5656506623,56,Center,5656687311,384,,5656506655,233,6,5656506625,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942601,14,1,1,0,34,36g6ifzjliec1jqnbtf7yesme,1,67.5,26.1,2025-04-16T17:01:17.471Z,2025-04-16T17:01:20Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5656506681,56,Right,5656506683,140,70.6,5656506689,213,4.98,5656506687,212,12.3,5656506685,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942603,15,1,1,0,37,36g6ifzjliec1jqnbtf7yesme,0,70.3,3.4,2025-04-16T17:01:19.968Z,2025-04-16T20:02:47Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5656506715,233,7,5656506705,212,1.2,5656506695,2,,5656687913,20,,5656506707,213,0.77,5656687911,224,,5656506697,155,,5656506699,56,Right,5656506719,286,5656506703,141,4.6,5656506713,236,5656506701,140,71.1,,,,,,,,,,,,,,,,,,,,
2801942605,7,12,1,0,37,ahnt9ejgwj58ul8auzdvi3czf,1,28.3,88.3,2025-04-16T17:01:20.068Z,2025-04-16T17:01:22Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5656506709,185,,5656506711,56,Back,5656506721,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942611,8,5,1,0,38,ahnt9ejgwj58ul8auzdvi3czf,0,27.2,101.6,2025-04-16T17:01:21.327Z,2025-04-16T17:55:04Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5656506745,56,Back,5656506801,233,16,5656506747,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942615,16,5,1,0,38,36g6ifzjliec1jqnbtf7yesme,1,72.8,-1.6,2025-04-16T17:01:21.327Z,2025-04-16T17:54:31Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5656506791,233,8,5656506771,347,,5656506769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942651,17,1,1,1,2,36g6ifzjliec1jqnbtf7yesme,0,79.3,0.0,2025-04-16T17:01:45.551Z,2025-04-16T17:01:49Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5656507059,1,,5656507047,107,,5656507055,212,29.1,5656507051,140,92.5,5656507053,141,36.0,5656507049,56,Center,5656507057,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942655,9,44,1,1,5,ahnt9ejgwj58ul8auzdvi3czf,1,8.8,60.0,2025-04-16T17:01:48.532Z,2025-04-16T17:28:19Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5656507069,285,,5656507081,233,18,5656507067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942653,18,44,1,1,5,36g6ifzjliec1jqnbtf7yesme,0,91.2,40.0,2025-04-16T17:01:48.533Z,2025-04-16T17:54:33Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5656507065,286,,5656507063,56,Center,5656507099,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942657,10,12,1,1,6,ahnt9ejgwj58ul8auzdvi3czf,1,9.1,51.1,2025-04-16T17:01:49.266Z,2025-04-16T17:04:02Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5656507077,212,10.2,5656507075,141,37.0,5656507071,56,Back,5656507097,15,,5656507073,140,12.4,5656507079,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942661,19,15,1,1,7,36g6ifzjliec1jqnbtf7yesme,1,86.7,67.3,2025-04-16T17:01:50.791Z,2025-04-16T20:05:17Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5656508175,82,,5656508199,230,97.6,5656508193,458,,5656508169,160,,5656552681,328,,5656507111,56,Center,5656508197,147,59.6,5656508171,72,,5656508187,102,5656508215,233,11,5656508191,215,5656508195,146,93.7,52.6,5656508201,231,54.7,5656689911,76,5656508189,103,19,5656507109,64,,,,,,,,,
2801942663,11,10,1,1,7,ahnt9ejgwj58ul8auzdvi3czf,1,6.4,37.9,2025-04-16T17:01:50.891Z,2025-04-16T21:18:01Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5656508219,233,19,5656507119,94,,5656507121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942681,12,1,1,1,13,ahnt9ejgwj58ul8auzdvi3czf,0,11.6,5.2,2025-04-16T17:01:56.733Z,2025-04-16T17:02:01Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5656507221,212,67.9,5656507213,157,,5656507217,140,75.6,5656507223,213,0.14,5656507215,56,Right,5656507219,141,19.1,5656507225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942699,20,1,1,1,19,36g6ifzjliec1jqnbtf7yesme,1,24.1,82.7,2025-04-16T17:02:02.175Z,2025-04-16T17:02:07Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5656507369,213,3.82,5656507365,141,67.9,5656507361,56,Back,5656507363,140,12.2,5656507367,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942705,21,1,1,1,24,36g6ifzjliec1jqnbtf7yesme,1,14.0,57.0,2025-04-16T17:02:06.959Z,2025-04-16T17:02:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5656507405,141,17.0,5656507407,212,30.4,5656507409,213,5.17,5656507401,56,Back,5656507403,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942709,22,1,1,1,28,36g6ifzjliec1jqnbtf7yesme,1,28.5,18.5,2025-04-16T17:02:11.486Z,2025-04-16T17:02:13Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5656507433,56,Back,5656507437,141,30.3,5656507441,213,1.66,5656507435,140,27.8,5656507439,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942719,23,1,1,1,30,36g6ifzjliec1jqnbtf7yesme,1,29.1,34.0,2025-04-16T17:02:13.551Z,2025-04-16T17:02:16Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5656507499,213,1.61,5656507495,141,59.9,5656507491,56,Back,5656507497,212,17.6,5656507493,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942731,24,1,1,1,33,36g6ifzjliec1jqnbtf7yesme,1,30.6,64.0,2025-04-16T17:02:16.095Z,2025-04-16T17:02:20Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5656507575,213,1.38,5656507567,56,Back,5656507573,212,19.3,5656507569,140,34.1,5656507571,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942737,25,1,1,1,37,36g6ifzjliec1jqnbtf7yesme,1,34.0,91.4,2025-04-16T17:02:20.750Z,2025-04-16T17:02:24Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5656507609,140,29.4,5656507611,141,76.0,5656507613,212,11.5,5656507615,213,4.28,5656507607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942751,26,1,1,1,41,36g6ifzjliec1jqnbtf7yesme,1,30.8,70.5,2025-04-16T17:02:23.998Z,2025-04-16T17:02:26Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5656507685,141,42.2,5656507687,212,19.3,5656507689,213,4.69,5656507683,140,30.3,5656507681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942757,27,1,1,1,43,36g6ifzjliec1jqnbtf7yesme,1,34.0,44.0,2025-04-16T17:02:26.382Z,2025-04-16T17:02:28Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5656507727,140,41.7,5656507725,56,Back,5656507731,212,28.7,5656507729,141,84.5,5656507733,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942767,28,1,1,1,45,36g6ifzjliec1jqnbtf7yesme,1,44.4,92.9,2025-04-16T17:02:28.830Z,2025-04-16T17:02:30Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5656507777,212,16.8,5656507775,141,97.8,5656507773,140,60.1,5656507771,56,Left,5656507779,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942777,29,1,1,1,47,36g6ifzjliec1jqnbtf7yesme,1,54.3,94.5,2025-04-16T17:02:30.734Z,2025-04-16T17:02:33Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5656507831,140,53.9,5656507833,141,82.6,5656507829,56,Left,5656507837,213,4.66,5656507835,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942787,30,1,1,1,50,36g6ifzjliec1jqnbtf7yesme,1,53.9,82.6,2025-04-16T17:02:33.390Z,2025-04-16T17:02:35Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5656507865,213,3.43,5656507857,56,Back,5656507863,212,18.5,5656507861,141,74.8,5656507859,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942795,31,1,1,1,52,36g6ifzjliec1jqnbtf7yesme,1,39.6,73.5,2025-04-16T17:02:35.358Z,2025-04-16T17:02:39Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5656507909,56,Back,5656507913,141,41.0,5656507911,140,38.6,5656507915,212,22.1,5656507917,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942801,32,1,1,1,56,36g6ifzjliec1jqnbtf7yesme,1,40.4,34.2,2025-04-16T17:02:39.070Z,2025-04-16T17:02:42Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5656507957,56,Left,5656507963,212,59.5,5656507955,155,,5656507961,141,93.5,5656507965,213,0.74,5656507967,1,,5656507959,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942803,33,1,1,1,59,36g6ifzjliec1jqnbtf7yesme,0,83.0,94.1,2025-04-16T17:02:42.287Z,2025-04-16T17:02:43Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5656507977,141,88.1,5656507975,140,76.1,5656507971,3,,5656507973,56,Left,5656507979,212,8.3,5656507981,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942809,14,50,1,2,3,ahnt9ejgwj58ul8auzdvi3czf,1,15.0,6.6,2025-04-16T17:02:46.332Z,2025-04-16T17:02:50Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5656508029,233,34,5656508019,285,,5656508017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942811,34,7,1,2,3,36g6ifzjliec1jqnbtf7yesme,0,85.0,93.4,2025-04-16T17:02:46.333Z,2025-04-16T20:06:52Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5656508021,56,Left,5656508023,286,,5656508025,233,14,5656691829,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942819,15,1,1,2,5,ahnt9ejgwj58ul8auzdvi3czf,1,10.3,6.7,2025-04-16T17:02:48.691Z,2025-04-16T17:02:50Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5656508067,141,12.6,5656508071,213,1.90,5656508065,140,9.0,5656508063,56,Back,5656508069,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942825,16,1,1,2,7,ahnt9ejgwj58ul8auzdvi3czf,0,9.0,12.6,2025-04-16T17:02:50.722Z,2025-04-16T17:02:52Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5656508115,1,,5656508105,56,Back,5656508107,140,32.8,5656508109,141,0.0,5656508103,157,,5656508113,213,5.92,5656508111,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942827,17,5,1,2,8,ahnt9ejgwj58ul8auzdvi3czf,0,28.2,-1.2,2025-04-16T17:02:51.326Z,2025-04-16T17:55:05Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5656508119,347,,5656508117,56,Back,5656508177,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942835,35,5,1,2,8,36g6ifzjliec1jqnbtf7yesme,1,71.8,101.2,2025-04-16T17:02:51.326Z,2025-04-16T17:55:04Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5656508163,347,,5656508161,56,Left,5656508165,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942851,36,1,1,2,20,36g6ifzjliec1jqnbtf7yesme,1,82.7,100.0,2025-04-16T17:03:03.712Z,2025-04-16T17:03:05Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5656508297,140,93.7,5656508295,56,Left,5656508293,107,,5656508303,213,5.78,5656508301,212,13.2,5656508299,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942853,37,1,1,2,21,36g6ifzjliec1jqnbtf7yesme,0,93.9,92.3,2025-04-16T17:03:04.230Z,2025-04-16T20:08:00Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5656508309,56,Left,5656508315,212,4.8,5656508311,140,91.9,5656508317,213,4.26,5656508313,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942861,18,12,1,2,23,ahnt9ejgwj58ul8auzdvi3czf,1,6.6,8.6,2025-04-16T17:03:06.595Z,2025-04-16T17:03:07Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5656508359,167,,5656508347,140,4.2,5656508351,212,7.4,5656508345,56,Back,5656508349,141,0.0,5656508353,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801942863,19,5,1,2,23,ahnt9ejgwj58ul8auzdvi3czf,0,5.0,-1.6,2025-04-16T17:03:06.798Z,2025-04-16T17:55:05Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5656508355,56,Back,5656508357,347,,5656508377,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
