id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2786166451,6,1,1,0,11,cftj6g399tknheudaxsdpfdgb,1,58.4,92.7,2025-03-09T15:02:00.142Z,2025-03-09T15:02:02Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5569744679,212,8.0,5569744677,141,97.3,5569744675,140,65.4,5569744673,56,Left,5569744681,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166459,7,50,1,0,12,cftj6g399tknheudaxsdpfdgb,1,61.3,94.7,2025-03-09T15:02:01.451Z,2025-03-09T15:54:13Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,5569744817,233,4,5569744703,286,,5569744701,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166447,4,7,1,0,12,5rz9enoyknpg8ji78za5b82p0,1,38.7,5.3,2025-03-09T15:02:01.452Z,2025-03-09T18:59:36Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5570976453,383,,5569744671,285,,5570976455,178,,5569744725,233,7,5569744669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166449,5,43,1,0,13,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-09T15:02:02.105Z,2025-03-09T15:59:17Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5570003469,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166485,6,61,1,0,14,5rz9enoyknpg8ji78za5b82p0,0,39.0,14.9,2025-03-09T15:02:03.417Z,2025-03-09T15:59:33Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5569744879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166527,9,1,1,0,17,cftj6g399tknheudaxsdpfdgb,1,56.7,82.2,2025-03-09T15:02:06.094Z,2025-03-09T18:59:57Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5569745091,56,Back,5569745097,141,94.0,5569745099,212,21.0,5569745101,213,2.75,5569745093,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166555,10,1,1,0,21,cftj6g399tknheudaxsdpfdgb,1,39.2,94.0,2025-03-09T15:02:10.414Z,2025-03-09T19:00:14Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,5569745255,56,Back,5570978521,1,,5569745265,213,3.87,5569745259,141,60.7,5569745257,140,15.1,5569745261,212,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166611,11,1,1,0,25,cftj6g399tknheudaxsdpfdgb,1,17.4,49.9,2025-03-09T15:02:14.094Z,2025-03-09T19:00:21Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,5569745645,1,,5569745641,212,38.8,5569745633,155,,5569745635,56,Back,5569745643,213,0.98,5569745637,140,37.9,5569745639,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166633,12,1,1,0,27,cftj6g399tknheudaxsdpfdgb,1,37.7,96.8,2025-03-09T15:02:16.815Z,2025-03-09T19:00:28Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,5569745749,212,42.0,5569745741,140,72.9,5569745757,1,,5569745745,141,67.5,5569745739,56,Center,5570980331,155,,5569745753,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166637,13,1,1,0,30,cftj6g399tknheudaxsdpfdgb,0,67.7,66.9,2025-03-09T15:02:19.407Z,2025-03-09T15:15:44Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,5569745771,212,8.0,5569745765,56,Center,5569745767,140,69.4,5569745773,213,4.94,5569745769,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166641,7,61,1,0,31,5rz9enoyknpg8ji78za5b82p0,0,37.3,42.4,2025-03-09T15:02:19.835Z,2025-03-09T15:02:20Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5569745781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166679,8,83,1,0,33,5rz9enoyknpg8ji78za5b82p0,0,37.0,24.7,2025-03-09T15:02:22.539Z,2025-03-09T15:02:26Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5569746275,399,akxcr1xe62dyl5jmh3ataq13o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166699,9,83,1,0,35,5rz9enoyknpg8ji78za5b82p0,0,37.2,26.1,2025-03-09T15:02:24.090Z,2025-03-09T15:02:26Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5569746263,399,akxcr1xe62dyl5jmh3ataq13o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166725,14,1,1,0,35,cftj6g399tknheudaxsdpfdgb,1,64.5,69.1,2025-03-09T15:02:24.767Z,2025-03-09T19:01:00Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,1.0,5569746255,213,4.74,5569746249,140,65.2,5569746247,56,Center,5569746251,141,32.5,5569746821,210,13,5569746253,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166759,15,13,1,0,38,cftj6g399tknheudaxsdpfdgb,1,74.1,29.3,2025-03-09T15:02:27.439Z,2025-03-09T19:01:21Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5569746435,56,Center,5569746853,103,63.9,5569746431,22,,5569746855,215,,5569746433,18,,5569746847,55,14,5569746851,102,40.7,5569746859,231,49.3,5570984323,81,5569746599,20,5569746845,29,5569746857,230,98.4,,,,,,,,,,,,,,,,,,,,,,,
2786166813,10,5,1,0,39,5rz9enoyknpg8ji78za5b82p0,1,-0.8,59.4,2025-03-09T15:02:27.882Z,2025-03-09T19:01:06Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5569746755,233,16,5569746737,346,,5569746735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166789,16,5,1,0,39,cftj6g399tknheudaxsdpfdgb,0,100.8,40.6,2025-03-09T15:02:27.882Z,2025-03-09T19:01:08Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5569746771,233,10,5569746585,346,,5569746583,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786166989,11,1,1,1,1,5rz9enoyknpg8ji78za5b82p0,1,5.4,51.0,2025-03-09T15:02:50.395Z,2025-03-09T15:02:55Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5569747779,140,54.0,5569747777,56,Right,5569747783,212,55.3,5569747775,124,,5569747791,74,,5569747787,1,,5569747781,141,19.5,5569747785,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167005,12,1,1,1,6,5rz9enoyknpg8ji78za5b82p0,1,55.0,19.4,2025-03-09T15:02:55.179Z,2025-03-09T16:00:03Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5569747881,3,,5569747885,140,60.6,5569747889,141,44.2,5569747893,213,1.24,5569747891,212,17.9,5569747883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167037,13,1,1,1,8,5rz9enoyknpg8ji78za5b82p0,1,60.9,46.0,2025-03-09T15:02:57.581Z,2025-03-09T15:03:00Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5569748041,213,3.23,5569748033,56,Center,5569748035,140,51.1,5569748039,212,10.3,5569748037,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167101,14,1,1,1,11,5rz9enoyknpg8ji78za5b82p0,1,53.1,44.2,2025-03-09T15:02:59.947Z,2025-03-09T15:03:04Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5569748433,213,0.91,5569748413,155,,5569748429,212,42.8,5569748425,141,93.9,5569748435,1,,5569748421,140,78.1,5569748417,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167109,15,1,1,1,15,5rz9enoyknpg8ji78za5b82p0,0,97.4,96.9,2025-03-09T15:03:04.715Z,2025-03-09T19:02:17Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5570988003,72,,5569748469,213,4.86,5569748465,212,6.6,5569748461,141,87.3,5569748455,56,Left,5569748449,2,,5569748451,155,,5570988001,224,,5569748457,140,,,,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,
2786167105,17,8,1,1,15,cftj6g399tknheudaxsdpfdgb,1,0.5,9.1,2025-03-09T15:03:04.815Z,2025-03-09T19:02:11Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5570987539,385,,5569748441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167129,16,6,1,1,16,5rz9enoyknpg8ji78za5b82p0,1,98.8,91.1,2025-03-09T15:03:05.456Z,2025-03-09T15:54:12Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5569748633,233,18,5569748607,56,Left,5569748609,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167117,18,6,1,1,16,cftj6g399tknheudaxsdpfdgb,0,1.2,8.9,2025-03-09T15:03:05.456Z,2025-03-09T19:02:32Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5569748561,73,,5569748559,56,Back,5569748671,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167589,17,1,1,1,50,5rz9enoyknpg8ji78za5b82p0,0,99.5,99.5,2025-03-09T15:03:39.677Z,2025-03-09T19:02:51Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5569750911,155,,5569750927,1,,5569750915,56,Center,5569750919,141,46.3,5570990815,20,,5569750913,223,,5569751095,233,19,5569750907,2,,5569750921,212,5569750917,140,5569750923,213,5569750909,6,,36.4,95.5,4.60,,,,,,,,,,,,,,,,,,,,
2786167673,20,43,1,1,54,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-03-09T15:03:43.682Z,2025-03-09T19:03:23Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,5569751377,285,0,5570992685,144,44,5569751375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167597,18,43,1,1,54,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-09T15:03:43.683Z,2025-03-09T19:03:21Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5569750965,286,0,5569750963,56,Center,5570992531,144,44,5569751451,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167623,19,41,1,1,55,cftj6g399tknheudaxsdpfdgb,0,2.1,51.1,2025-03-09T15:03:44.577Z,2025-03-09T19:04:17Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,5569751071,213,5.83,5569751125,233,17,5570996411,378,,5569751065,140,19.3,5569751069,212,20.1,5569751067,141,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167659,19,1,1,1,58,5rz9enoyknpg8ji78za5b82p0,1,89.8,45.1,2025-03-09T15:03:47.037Z,2025-03-09T16:01:06Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5569751289,3,,5569751299,141,55.4,5569751291,56,Center,5569751305,213,1.68,5569751301,212,7.0,5569751295,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167679,20,1,1,2,0,5rz9enoyknpg8ji78za5b82p0,1,89.7,57.8,2025-03-09T15:03:48.941Z,2025-03-09T16:01:13Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5569751415,56,Center,5569751423,213,2.26,5569751421,212,18.1,5569751419,141,78.4,5569751417,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167701,21,1,1,2,1,5rz9enoyknpg8ji78za5b82p0,0,81.2,87.9,2025-03-09T15:03:50.749Z,2025-03-09T19:04:33Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5569751557,56,Center,5569751559,140,95.2,5570997521,224,,5569751563,212,27.2,5569751555,155,,5569751561,141,54.2,5570997523,72,,5569751565,213,5.28,5569751553,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167741,21,12,1,2,4,cftj6g399tknheudaxsdpfdgb,1,4.0,47.5,2025-03-09T15:03:53.466Z,2025-03-09T15:54:24Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,5569751771,140,13.1,5569751775,212,34.6,5569751821,167,,5569751777,213,4.99,5569751773,141,0.0,5569751769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786167747,22,5,1,2,5,cftj6g399tknheudaxsdpfdgb,0,12.0,-1.4,2025-03-09T15:03:54.237Z,2025-03-09T15:53:58Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5569751799,56,Back,5569751803,347,,5569753395,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168009,22,5,1,2,5,5rz9enoyknpg8ji78za5b82p0,1,88.0,101.4,2025-03-09T15:03:54.237Z,2025-03-09T15:53:57Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5569753313,56,Left,5569753315,347,,5569753351,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168079,23,1,1,2,26,5rz9enoyknpg8ji78za5b82p0,0,89.9,100.0,2025-03-09T15:04:15.101Z,2025-03-09T15:04:19Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5569753709,107,,5569753713,140,92.2,5569753717,212,27.9,5569753721,213,4.80,5569753725,1,,5569753711,56,Center,5569753715,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168065,23,44,1,2,28,cftj6g399tknheudaxsdpfdgb,1,7.8,38.7,2025-03-09T15:04:17.585Z,2025-03-09T15:54:19Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,5569753645,56,Back,5569753797,233,24,5569753647,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168091,24,44,1,2,28,5rz9enoyknpg8ji78za5b82p0,0,92.2,61.3,2025-03-09T15:04:17.586Z,2025-03-09T15:54:19Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5569753777,286,,5569753775,56,Center,5569753817,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168083,24,12,1,2,29,cftj6g399tknheudaxsdpfdgb,1,6.8,37.2,2025-03-09T15:04:18.258Z,2025-03-09T19:05:01Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,5569753773,15,,5569753761,213,5.41,5569753753,141,26.2,5569753749,140,12.8,5569753747,56,Back,5569753757,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168101,25,12,1,2,31,cftj6g399tknheudaxsdpfdgb,1,9.5,25.0,2025-03-09T15:04:20.098Z,2025-03-09T15:04:21Z,195o7hchielt14ic49r3k06sq,Serginho,,5569753847,56,Back,5569753851,141,11.4,5569753849,140,29.7,5569753855,213,5.87,5569753853,212,23.1,5569753865,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168131,25,1,1,2,32,5rz9enoyknpg8ji78za5b82p0,1,78.1,76.0,2025-03-09T15:04:21.486Z,2025-03-09T15:04:23Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5569753985,3,,5569753993,212,8.9,5569753989,140,77.3,5569753987,56,Left,5569753995,213,1.67,5569753991,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168143,26,1,1,2,34,5rz9enoyknpg8ji78za5b82p0,0,75.8,92.8,2025-03-09T15:04:23.006Z,2025-03-09T19:05:13Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5570012261,2,,5569754041,140,79.8,5569754047,212,18.1,5569754051,213,4.95,5571000127,223,,5571000129,20,,5569754043,141,66.9,5569754037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168181,26,61,1,2,36,cftj6g399tknheudaxsdpfdgb,1,29.2,35.5,2025-03-09T15:04:25.208Z,2025-03-09T15:04:25Z,95nyhb9eanuobgbkdccyrwob8,F. Damkjer,,5569754245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168249,27,1,1,2,37,cftj6g399tknheudaxsdpfdgb,1,25.3,52.7,2025-03-09T15:04:26.498Z,2025-03-09T15:17:37Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5569754631,212,11.2,5569754625,56,Back,5569754627,140,32.5,5569754629,141,40.5,5569754633,213,5.45,5569754623,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168255,28,61,1,2,40,cftj6g399tknheudaxsdpfdgb,0,32.0,40.7,2025-03-09T15:04:28.826Z,2025-03-09T15:54:25Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,5569754647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168289,27,1,1,2,40,5rz9enoyknpg8ji78za5b82p0,0,56.7,62.0,2025-03-09T15:04:29.350Z,2025-03-09T15:54:25Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5569754813,56,Center,5569754823,1,,5569754821,213,5.77,5569754819,212,53.0,5569754817,141,23.4,5569754815,140,100.0,5569754811,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786168609,28,5,1,2,43,5rz9enoyknpg8ji78za5b82p0,0,100.6,26.8,2025-03-09T15:04:32.162Z,2025-03-09T15:53:58Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5569756515,346,,5569756589,233,29,5569756513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
