id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2713321609,4,74,1,0,12,b3r6d8ydtmtjckam6pku9y400,1,77.5,95.9,2024-08-25T14:01:08.906Z,2024-08-25T15:05:10Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5172572459,233,7,5172572441,56,Left,5172572443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321617,5,5,1,0,13,b3r6d8ydtmtjckam6pku9y400,0,80.1,101.6,2024-08-25T14:01:09.833Z,2024-08-25T15:04:53Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5172572479,56,Left,5172572841,233,8,5172572481,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321675,8,5,1,0,13,77tfx9me4aaqhzv78bmgsy9bg,1,19.9,-1.6,2024-08-25T14:01:09.833Z,2024-08-25T15:04:53Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5172572785,56,Back,5172572787,347,,5172572817,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321739,9,1,1,0,20,77tfx9me4aaqhzv78bmgsy9bg,1,21.8,0.0,2024-08-25T14:01:16.553Z,2024-08-25T17:44:35Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5172573003,140,22.3,5172573007,212,6.3,5172573001,56,Back,5173697633,189,,5172572999,107,,5172573005,141,7.7,5172573009,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321745,10,50,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,1,22.4,5.1,2024-08-25T14:01:19.977Z,2024-08-25T16:07:25Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5172573027,56,Back,5172573243,233,6,5172573029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321789,6,7,1,0,23,b3r6d8ydtmtjckam6pku9y400,1,77.6,94.9,2024-08-25T14:01:19.978Z,2024-08-25T17:44:43Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5173698453,384,,5172573233,233,10,5172573219,286,,5172573215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713362083,402,1,1,0,25,b3r6d8ydtmtjckam6pku9y400,1,86.1,94.1,2024-08-25T14:01:21.279Z,2024-08-25T14:58:40Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5172801303,212,4.2,5172801297,56,Left,5172801305,213,4.22,5172801299,140,84.2,5172801301,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321803,8,3,1,0,27,b3r6d8ydtmtjckam6pku9y400,0,80.4,85.3,2024-08-25T14:01:23.984Z,2024-08-25T17:45:13Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5172800651,211,,5172573269,56,Left,5172800645,286,,5173702323,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321847,12,1,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,0,20.5,9.4,2024-08-25T14:01:25.210Z,2024-08-25T17:45:25Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5172573463,140,52.5,5172573471,212,34.3,5172573459,56,Right,5172573473,213,6.08,5172573475,1,,5173703469,157,,5172573469,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321959,9,5,1,0,30,b3r6d8ydtmtjckam6pku9y400,1,46.5,101.3,2024-08-25T14:01:26.640Z,2024-08-25T15:04:54Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5172574107,233,13,5172574087,56,Back,5172574089,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321853,13,5,1,0,30,77tfx9me4aaqhzv78bmgsy9bg,0,53.5,-1.3,2024-08-25T14:01:26.640Z,2024-08-25T15:04:54Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5172574117,233,9,5172573491,347,,5172573489,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321979,10,1,1,0,41,b3r6d8ydtmtjckam6pku9y400,1,52.4,100.0,2024-08-25T14:01:38.049Z,2024-08-25T17:45:48Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5172574161,213,3.69,5172574155,140,42.7,5172574159,212,12.0,5172574157,141,92.0,5172574153,56,Back,5172574151,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321985,11,1,1,0,42,b3r6d8ydtmtjckam6pku9y400,1,41.7,93.6,2024-08-25T14:01:38.592Z,2024-08-25T14:59:18Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5172574189,140,53.0,5172574193,212,12.3,5172574195,213,0.28,5172574191,141,98.6,5172574187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713321991,12,1,1,0,43,b3r6d8ydtmtjckam6pku9y400,1,53.0,98.6,2024-08-25T14:01:39.391Z,2024-08-25T14:01:40Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5172574237,140,62.9,5172574245,213,5.51,5172574239,141,83.8,5172574235,56,Left,5172574241,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322013,13,1,1,0,43,b3r6d8ydtmtjckam6pku9y400,1,62.9,83.8,2024-08-25T14:01:40.272Z,2024-08-25T17:46:21Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5173709649,156,,5172574391,213,2.11,5172574387,141,91.2,5172574383,56,Left,5172574389,212,5.9,5172574385,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322017,14,1,1,0,45,b3r6d8ydtmtjckam6pku9y400,0,60.0,91.2,2024-08-25T14:01:41.368Z,2024-08-25T16:06:07Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5172574415,141,69.4,5172574419,213,5.05,5172574411,56,Center,5172574413,140,64.9,5172574417,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322011,14,8,1,0,45,77tfx9me4aaqhzv78bmgsy9bg,1,26.2,24.9,2024-08-25T14:01:42.185Z,2024-08-25T17:46:34Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5172574375,56,Back,5173710941,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322021,15,43,1,0,46,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-08-25T14:01:42.697Z,2024-08-25T17:46:44Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5173711937,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322077,16,1,1,0,46,77tfx9me4aaqhzv78bmgsy9bg,1,26.2,31.6,2024-08-25T14:01:43.097Z,2024-08-25T14:01:47Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5172574721,213,1.86,5172574713,56,Back,5172574717,141,68.4,5172574719,212,26.1,5172574715,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322073,15,83,1,0,51,b3r6d8ydtmtjckam6pku9y400,0,72.6,22.1,2024-08-25T14:01:47.296Z,2024-08-25T14:01:52Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5172575105,399,c9e54hwefvwos94ri459uylbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322141,17,1,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,1,25.5,84.6,2024-08-25T14:01:47.769Z,2024-08-25T17:46:59Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5172575077,140,36.5,5172575083,213,5.68,5172575081,212,14.0,5172575075,56,Back,5172575079,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322157,16,83,1,0,56,b3r6d8ydtmtjckam6pku9y400,0,69.4,18.3,2024-08-25T14:01:52.656Z,2024-08-25T14:01:57Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5172575367,399,5uqf7a0y0fd1hf2rrmgx11tuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322193,18,1,1,0,56,77tfx9me4aaqhzv78bmgsy9bg,0,33.8,76.5,2024-08-25T14:01:52.778Z,2024-08-25T17:47:15Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5173714781,213,2.75,5173714767,140,20.9,5172575237,56,Back,5173714773,141,84.8,5173714777,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322233,18,1,1,1,1,b3r6d8ydtmtjckam6pku9y400,0,94.0,27.0,2024-08-25T14:01:58.223Z,2024-08-25T17:47:43Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5172575499,212,12.6,5172575495,140,96.4,5172575501,213,1.37,5172575497,141,45.2,5172575493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322253,19,12,1,1,3,77tfx9me4aaqhzv78bmgsy9bg,1,3.7,56.3,2024-08-25T14:02:00.154Z,2024-08-25T14:02:03Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5172575645,15,,5172575617,56,Back,5172575625,213,1.54,5172575621,141,100.0,5172575759,167,,5172575623,212,30.9,5172575619,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322283,19,5,1,1,3,b3r6d8ydtmtjckam6pku9y400,1,95.0,-1.8,2024-08-25T14:02:00.208Z,2024-08-25T14:59:39Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5172575829,347,,5172575853,233,20,5172575827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322271,20,5,1,1,3,77tfx9me4aaqhzv78bmgsy9bg,0,5.0,101.8,2024-08-25T14:02:00.208Z,2024-08-25T15:04:54Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5172575859,233,19,5172575743,347,,5172575741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322405,20,1,1,1,17,b3r6d8ydtmtjckam6pku9y400,1,94.4,0.0,2024-08-25T14:02:13.744Z,2024-08-25T14:02:15Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5172576603,56,Right,5172576607,141,19.1,5172576605,140,92.5,5172576611,213,1.71,5172576609,212,14.3,5172576601,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322417,21,1,1,1,18,b3r6d8ydtmtjckam6pku9y400,1,93.7,15.6,2024-08-25T14:02:14.944Z,2024-08-25T17:48:06Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5172576647,140,90.9,5172576653,213,4.30,5172576665,156,,5172576651,212,7.3,5172576645,56,Right,5172576649,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322467,22,1,1,1,21,b3r6d8ydtmtjckam6pku9y400,1,88.5,2.7,2024-08-25T14:02:18.048Z,2024-08-25T17:48:19Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5172576935,212,35.0,5172804085,1,,5172576933,141,15.0,5172576937,213,2.90,5172576931,140,56.1,5172576929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322513,23,1,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,57.8,19.9,2024-08-25T14:02:20.272Z,2024-08-25T17:48:32Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5172577195,56,Center,5172577207,213,1.71,5172577201,141,55.0,5172577205,212,24.1,5172577197,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322575,24,1,1,1,29,b3r6d8ydtmtjckam6pku9y400,1,59.5,36.6,2024-08-25T14:02:25.904Z,2024-08-25T17:48:46Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5172577533,56,Right,5172577537,141,9.0,5172577535,140,77.5,5172577541,213,5.50,5172577539,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322631,25,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,74.7,23.3,2024-08-25T14:02:31.600Z,2024-08-25T14:02:35Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5172577817,212,9.9,5172577813,140,67.0,5172577811,56,Right,5172577819,213,3.76,5172577815,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713530921,1055,83,1,1,38,77tfx9me4aaqhzv78bmgsy9bg,1,33.3,72.3,2024-08-25T14:02:35.275Z,2024-08-25T17:49:07Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5173725517,399,c9u2w9ikckbrra8vln2ucbf9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322639,26,1,1,1,39,b3r6d8ydtmtjckam6pku9y400,0,67.6,17.1,2024-08-25T14:02:35.664Z,2024-08-25T14:02:36Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5172577871,213,1.12,5172577867,141,29.2,5172577869,212,9.1,5172577861,56,Center,5172577865,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322643,21,8,1,1,40,77tfx9me4aaqhzv78bmgsy9bg,1,26.6,71.1,2024-08-25T14:02:36.921Z,2024-08-25T17:49:14Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5172577897,56,Back,5173726213,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322697,27,1,1,1,41,b3r6d8ydtmtjckam6pku9y400,1,69.2,36.7,2024-08-25T14:02:37.856Z,2024-08-25T14:02:40Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5172578111,140,55.2,5172578115,212,20.4,5172578109,56,Center,5172578113,141,57.5,5172578117,213,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322747,28,1,1,1,43,b3r6d8ydtmtjckam6pku9y400,1,55.7,57.9,2024-08-25T14:02:40.079Z,2024-08-25T17:49:53Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5172578297,140,64.8,5172578303,213,1.14,5172578299,141,88.1,5172578295,56,Left,5172578301,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322761,29,1,1,1,46,b3r6d8ydtmtjckam6pku9y400,0,63.8,88.6,2024-08-25T14:02:42.976Z,2024-08-25T17:50:01Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5172578415,1,,5172578407,140,97.9,5172578411,212,43.3,5172578405,56,Center,5172578409,141,52.8,5173730087,4,,5172578413,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322831,22,52,1,1,53,77tfx9me4aaqhzv78bmgsy9bg,1,5.3,41.9,2024-08-25T14:02:50.025Z,2024-08-25T17:50:14Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5173731243,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322849,23,1,1,1,53,77tfx9me4aaqhzv78bmgsy9bg,1,2.6,45.2,2024-08-25T14:02:50.218Z,2024-08-25T17:50:26Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5172578855,141,44.4,5172578849,123,,5172578851,56,Back,5172578859,213,6.24,5172578857,212,13.6,5172578853,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322883,24,1,1,1,54,77tfx9me4aaqhzv78bmgsy9bg,1,16.5,45.6,2024-08-25T14:02:51.164Z,2024-08-25T17:50:32Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5172579071,212,23.6,5172579067,140,20.2,5172579069,141,79.9,5172579073,213,1.41,5172579065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322897,25,1,1,1,57,77tfx9me4aaqhzv78bmgsy9bg,1,34.8,81.5,2024-08-25T14:02:54.265Z,2024-08-25T14:02:56Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5172579199,140,52.2,5172579203,212,19.9,5172579201,141,93.0,5172579205,213,0.40,5172579197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322911,26,3,1,2,0,77tfx9me4aaqhzv78bmgsy9bg,1,55.0,89.8,2024-08-25T14:02:56.281Z,2024-08-25T17:50:49Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5173734279,465,,5172579259,56,Left,5172579335,233,31,5172579263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322925,31,45,1,2,0,b3r6d8ydtmtjckam6pku9y400,0,45.0,10.2,2024-08-25T14:02:56.281Z,2024-08-25T16:06:59Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5172579327,56,Back,5172579359,233,26,5172579329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713322991,27,1,1,2,0,77tfx9me4aaqhzv78bmgsy9bg,1,60.9,94.7,2024-08-25T14:02:57.161Z,2024-08-25T14:03:05Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5172579773,212,20.5,5172579777,213,6.08,5172579769,140,80.0,5172579767,56,Left,5172579771,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
