id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2751198811,5,74,1,0,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.3,18.0,2024-11-24T13:01:40.464Z,2024-11-24T14:32:51Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379716725,285,,5379716769,233,9,5379716723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751198839,6,83,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.1,8.1,2024-11-24T13:01:43.900Z,2024-11-24T13:01:48Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5379717151,399,6xjbcik3a56d0vqy4vrq5eokp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751198881,10,1,1,0,30,c165yjiny1qnmfdvefxvflnkc,1,67.5,86.9,2024-11-24T13:01:46.127Z,2024-11-24T16:04:46Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5379717081,140,55.1,5379717083,141,79.3,5379717079,56,Left,5379717087,213,3.52,5379717085,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751198915,11,1,1,0,31,c165yjiny1qnmfdvefxvflnkc,1,52.1,86.3,2024-11-24T13:01:47.312Z,2024-11-24T13:01:49Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379717233,141,70.6,5379717227,155,,5379717229,56,Center,5379717237,213,5.92,5379717235,212,29.7,5379717231,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751198931,12,1,1,0,33,c165yjiny1qnmfdvefxvflnkc,1,78.5,70.6,2024-11-24T13:01:49.791Z,2024-11-24T16:04:53Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5379717299,141,59.1,5379717303,213,4.70,5379717295,56,Center,5379717301,212,7.8,5379717297,140,78.4,5379717291,3,,5380757855,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751198959,13,1,1,0,35,c165yjiny1qnmfdvefxvflnkc,1,78.5,55.8,2024-11-24T13:01:51.679Z,2024-11-24T13:01:54Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5379717397,213,2.63,5379717395,212,9.5,5379717391,140,70.6,5379717387,3,,5379717393,141,62.7,5379717389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199013,14,1,1,0,37,c165yjiny1qnmfdvefxvflnkc,1,66.8,55.8,2024-11-24T13:01:53.888Z,2024-11-24T13:01:59Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5379717655,140,64.4,5379717657,141,3.8,5379717653,56,Right,5379717663,1,,5379717659,212,35.4,5379717651,155,,5379717661,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199063,15,1,1,0,43,c165yjiny1qnmfdvefxvflnkc,1,63.3,3.8,2024-11-24T13:01:59.087Z,2024-11-24T13:02:02Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5379717881,212,18.6,5379717877,140,56.3,5379717875,56,Center,5379717879,141,28.9,5379717883,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199117,16,1,1,0,46,c165yjiny1qnmfdvefxvflnkc,1,57.8,36.0,2024-11-24T13:02:02.351Z,2024-11-24T13:02:05Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5379718161,212,19.6,5379718159,141,64.6,5379718153,56,Center,5379718163,213,1.46,5379718157,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199155,17,1,1,0,49,c165yjiny1qnmfdvefxvflnkc,0,65.1,65.7,2024-11-24T13:02:05.647Z,2024-11-24T13:02:07Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379718333,213,5.81,5379718329,141,45.7,5379718323,155,,5379718331,212,29.6,5379718325,56,Center,5379718327,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199167,7,12,1,0,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.5,54.2,2024-11-24T13:02:08.046Z,2024-11-24T13:02:08Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379718363,140,21.5,5379718369,213,0.14,5379718367,212,8.5,5379718365,141,55.9,5379718361,56,Back,5379718405,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199223,8,1,1,0,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.4,54.4,2024-11-24T13:02:11.293Z,2024-11-24T13:02:12Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379718647,3,,5379718653,141,51.2,5379718655,212,14.4,5379718657,213,3.29,5379718649,56,Back,5379718651,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199225,9,52,1,0,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.3,51.8,2024-11-24T13:02:12.812Z,2024-11-24T16:05:17Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5380759609,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199295,10,1,1,1,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.8,48.0,2024-11-24T13:02:16.685Z,2024-11-24T13:02:18Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5379718929,140,24.1,5379718935,213,0.40,5379718931,141,55.4,5379718933,212,12.9,5379718927,56,Back,5379718925,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199307,11,1,1,1,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.5,55.9,2024-11-24T13:02:18.461Z,2024-11-24T13:02:19Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379719025,140,13.9,5379719027,141,49.5,5379719031,213,3.51,5379719023,56,Back,5379719029,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199407,12,1,1,1,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.9,49.5,2024-11-24T13:02:19.805Z,2024-11-24T13:02:26Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5379719489,141,58.5,5379719493,213,0.54,5379719485,56,Back,5379719487,140,23.6,5379719491,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199441,13,1,1,1,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.2,53.0,2024-11-24T13:02:26.828Z,2024-11-24T13:02:29Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379719653,140,32.1,5379719657,212,8.6,5379719655,141,41.8,5379719651,56,Back,5379719659,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199509,14,1,1,1,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.4,40.6,2024-11-24T13:02:29.485Z,2024-11-24T13:02:34Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379719999,155,,5379720011,1,,5379720005,141,8.4,5379720007,212,59.6,5379720001,56,Right,5379720003,140,85.2,5379720009,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199547,15,1,1,1,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,88.9,9.2,2024-11-24T13:02:34.300Z,2024-11-24T13:02:37Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5379720153,213,2.15,5379720147,140,74.5,5379720145,56,Center,5379720151,212,27.5,5379720149,141,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199571,16,83,1,1,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,74.2,42.7,2024-11-24T13:02:38.141Z,2024-11-24T14:03:05Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5379720385,399,22zuxw8lez5w4vjd8spzzysyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199589,17,83,1,1,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,66.2,38.2,2024-11-24T13:02:38.485Z,2024-11-24T16:30:50Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5379720617,399,22zuxw8lez5w4vjd8spzzysyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199593,19,1,1,1,23,c165yjiny1qnmfdvefxvflnkc,1,37.3,56.1,2024-11-24T13:02:39.295Z,2024-11-24T13:02:39Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5379720359,140,45.0,5379720363,212,8.4,5379720361,141,53.0,5379720365,213,6.03,5379720357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199645,20,1,1,1,24,c165yjiny1qnmfdvefxvflnkc,1,44.7,53.2,2024-11-24T13:02:40.127Z,2024-11-24T16:06:14Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5379720557,213,4.19,5379720579,156,,5379720555,212,23.9,5379720551,140,33.3,5379720549,56,Back,5379720553,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199685,21,3,1,1,29,c165yjiny1qnmfdvefxvflnkc,0,51.8,12.8,2024-11-24T13:02:45.183Z,2024-11-24T16:06:19Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5380764325,465,,5379720753,286,,5379720841,233,18,5379720749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199697,18,7,1,1,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.2,87.2,2024-11-24T13:02:45.184Z,2024-11-24T16:06:26Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5380764883,383,,5380759209,389,,5379720799,56,Back,5379720801,285,,5379720815,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199735,19,1,1,1,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.4,96.7,2024-11-24T13:02:48.332Z,2024-11-24T16:06:47Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5379720993,213,4.60,5379720989,141,91.0,5379720991,212,3.9,5379720985,56,Back,5379720987,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199877,21,1,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.7,95.8,2024-11-24T13:02:50.013Z,2024-11-24T16:07:48Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,1.0,,5379721641,56,Center,5380771487,154,,5379721647,212,26.7,5379721645,141,74.3,5379721649,213,5.70,5379722407,210,15,5379721643,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199883,22,15,1,1,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,98.2,61.9,2024-11-24T13:02:57.853Z,2024-11-24T16:07:48Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5379722429,55,21,5379722437,215,,5379722441,147,57.4,5379722433,102,51.3,5379721673,61,,5379722439,146,99.0,5379722427,29,,5379722499,233,22,5379721675,56,Center,5379998483,23,5380771559,154,5379722435,103,10.1,5379721759,72,5379722425,78,,,,,,,,,,,,,,,,,,,,,,
2751199881,22,10,1,1,41,c165yjiny1qnmfdvefxvflnkc,1,0.6000000000000001,44.2,2024-11-24T13:02:57.953Z,2024-11-24T16:08:05Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5379948669,389,,5379721669,56,Back,5379948673,183,,5379722529,233,22,5380773005,174,,5380772031,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751199927,23,52,1,1,42,c165yjiny1qnmfdvefxvflnkc,1,2.8,43.1,2024-11-24T13:02:58.967Z,2024-11-24T16:07:57Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5380772241,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200043,24,1,1,1,49,c165yjiny1qnmfdvefxvflnkc,1,12.9,58.4,2024-11-24T13:03:05.569Z,2024-11-24T16:08:24Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5379722461,212,20.4,5379722455,56,Back,5379722457,140,26.9,5379722459,141,79.3,5379722463,213,0.77,5379722453,123,,5380775023,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200071,25,1,1,1,52,c165yjiny1qnmfdvefxvflnkc,1,29.2,79.0,2024-11-24T13:03:08.719Z,2024-11-24T13:03:11Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5379722601,141,66.7,5379722599,140,27.1,5379722605,213,4.45,5379722603,212,8.6,5379722597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200091,26,1,1,1,54,c165yjiny1qnmfdvefxvflnkc,1,29.6,64.6,2024-11-24T13:03:10.895Z,2024-11-24T13:03:12Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5379722671,212,13.3,5379722667,140,30.3,5379722665,56,Back,5379722673,213,4.77,5379722669,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200137,27,1,1,1,55,c165yjiny1qnmfdvefxvflnkc,1,30.3,46.0,2024-11-24T13:03:11.935Z,2024-11-24T13:03:14Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5379722865,140,31.3,5379722863,56,Back,5379722871,212,7.6,5379722869,141,57.0,5379722873,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200169,28,1,1,1,58,c165yjiny1qnmfdvefxvflnkc,1,34.7,58.4,2024-11-24T13:03:14.239Z,2024-11-24T13:03:16Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5379723007,141,63.3,5379723005,140,45.1,5379723011,212,11.4,5379723003,56,Back,5379723013,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200201,29,1,1,2,0,c165yjiny1qnmfdvefxvflnkc,1,45.1,63.3,2024-11-24T13:03:16.159Z,2024-11-24T13:03:17Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5379723135,212,10.8,5379723137,213,3.57,5379723145,156,,5379723129,56,Back,5379723131,140,35.7,5379723133,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200323,30,1,1,2,1,c165yjiny1qnmfdvefxvflnkc,1,35.7,56.7,2024-11-24T13:03:17.999Z,2024-11-24T13:03:25Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5379723731,140,35.9,5379723735,212,18.3,5379723737,213,4.72,5379723729,56,Back,5379723733,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751200371,31,1,1,2,9,c165yjiny1qnmfdvefxvflnkc,1,52.2,18.9,2024-11-24T13:03:25.071Z,2024-11-24T13:03:28Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379724013,140,59.1,5379724019,213,5.33,5379724017,212,12.5,5379724015,141,4.0,5379724011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
