id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2715369323,7,43,1,0,14,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-31T14:00:53.023Z,2024-08-31T14:00:57Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5183901549,167,0,5183901553,56,Back,5183901557,285,0,5183901707,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715369311,6,5,1,0,17,77tfx9me4aaqhzv78bmgsy9bg,0,67.0,-1.1,2024-08-31T14:00:55.361Z,2024-08-31T14:56:49Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5183902755,233,8,5183901509,347,,5183901507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715369557,8,5,1,0,17,5rz9enoyknpg8ji78za5b82p0,1,33.0,101.1,2024-08-31T14:00:55.361Z,2024-08-31T14:56:48Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5183902691,233,6,5183902615,347,,5183902613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715369757,9,1,1,0,28,5rz9enoyknpg8ji78za5b82p0,0,27.4,100.0,2024-08-31T14:01:06.464Z,2024-08-31T14:01:09Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5183903557,212,23.6,5183903561,1,,5183903559,213,6.08,5183903551,56,Back,5183903553,140,49.4,5183903549,107,,5183903555,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715369783,7,1,1,0,30,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,10.2,2024-08-31T14:01:08.968Z,2024-08-31T14:01:10Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5183903693,140,44.3,5183903691,56,Back,5183903699,212,12.8,5183903689,3,,5183903697,141,29.0,5183903703,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715369889,9,1,1,0,33,77tfx9me4aaqhzv78bmgsy9bg,1,43.2,35.4,2024-08-31T14:01:11.481Z,2024-08-31T14:01:14Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5183904175,56,Back,5183904177,140,37.9,5183904191,213,1.86,5183904185,212,19.6,5183904179,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715369985,10,1,1,0,35,77tfx9me4aaqhzv78bmgsy9bg,1,37.9,63.2,2024-08-31T14:01:13.912Z,2024-08-31T14:01:17Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183904621,141,47.2,5183904623,212,32.6,5183904619,140,8.6,5183904629,1,,5183904627,213,3.48,5183904617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370065,11,1,1,0,38,77tfx9me4aaqhzv78bmgsy9bg,1,8.2,46.7,2024-08-31T14:01:16.905Z,2024-08-31T14:01:19Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5183905085,213,6.14,5183905079,140,20.4,5183905081,141,44.0,5183905083,212,12.9,5183905077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370137,12,1,1,0,41,77tfx9me4aaqhzv78bmgsy9bg,1,21.2,39.7,2024-08-31T14:01:19.865Z,2024-08-31T14:01:22Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5183905371,140,18.6,5183905373,141,19.9,5183905377,213,4.51,5183905375,212,13.7,5183905369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370191,13,1,1,0,43,77tfx9me4aaqhzv78bmgsy9bg,1,16.3,20.2,2024-08-31T14:01:22.233Z,2024-08-31T14:01:24Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5183905701,213,2.35,5183905695,140,6.0,5183905693,56,Back,5183905699,212,15.3,5183905697,141,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370303,14,1,1,0,45,77tfx9me4aaqhzv78bmgsy9bg,1,6.0,36.7,2024-08-31T14:01:24.168Z,2024-08-31T14:01:28Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5183906215,141,70.7,5183906213,140,12.0,5183906211,56,Back,5183906219,213,1.30,5183906217,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370447,15,1,1,0,49,77tfx9me4aaqhzv78bmgsy9bg,1,20.2,74.0,2024-08-31T14:01:28.200Z,2024-08-31T14:01:32Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5183906875,212,15.4,5183906873,141,94.8,5183906867,56,Back,5183906869,140,26.0,5183906877,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370555,16,1,1,0,53,77tfx9me4aaqhzv78bmgsy9bg,1,23.9,88.1,2024-08-31T14:01:32.089Z,2024-08-31T14:01:35Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183907405,140,8.1,5183907407,141,64.9,5183907411,213,3.90,5183907403,56,Back,5183907409,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370675,17,1,1,0,57,77tfx9me4aaqhzv78bmgsy9bg,1,7.5,52.2,2024-08-31T14:01:35.705Z,2024-08-31T17:45:59Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5183907955,141,46.7,5183907957,212,41.6,5183907961,1,,5185512587,157,,5183907959,213,6.19,5183907949,56,Back,5183907953,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370711,18,1,1,1,1,77tfx9me4aaqhzv78bmgsy9bg,1,47.0,46.7,2024-08-31T14:01:39.624Z,2024-08-31T14:01:41Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5183908129,56,Back,5183908133,141,61.4,5183908131,140,49.0,5183908135,212,10.2,5183908137,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370841,19,1,1,1,2,77tfx9me4aaqhzv78bmgsy9bg,1,49.0,61.4,2024-08-31T14:01:41.113Z,2024-08-31T14:01:46Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5183908855,56,Center,5183908863,213,5.59,5183908861,212,27.5,5183908857,140,69.2,5183908859,141,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715370857,20,61,1,1,8,77tfx9me4aaqhzv78bmgsy9bg,0,81.7,35.1,2024-08-31T14:01:46.696Z,2024-08-31T14:01:47Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5183908941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371059,10,12,1,1,9,5rz9enoyknpg8ji78za5b82p0,1,15.6,65.5,2024-08-31T14:01:47.808Z,2024-08-31T14:01:52Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5183909919,141,88.8,5183909923,213,0.48,5183909921,212,34.1,5183909917,140,44.4,5183909915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371047,21,1,1,1,12,77tfx9me4aaqhzv78bmgsy9bg,0,54.1,28.9,2024-08-31T14:01:51.049Z,2024-08-31T14:01:52Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5183909867,212,29.2,5183909859,3,,5183909865,141,0.0,5183909869,213,5.52,5183909861,56,Right,5183909863,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371585,11,5,1,1,14,5rz9enoyknpg8ji78za5b82p0,1,25.5,101.2,2024-08-31T14:01:52.571Z,2024-08-31T14:56:49Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5183912493,233,22,5183912401,56,Back,5183912403,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371065,22,5,1,1,14,77tfx9me4aaqhzv78bmgsy9bg,0,74.5,-1.2,2024-08-31T14:01:52.571Z,2024-08-31T14:56:49Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5183909951,347,,5183909949,56,Right,5183912523,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371747,12,1,1,1,31,5rz9enoyknpg8ji78za5b82p0,0,25.2,100.0,2024-08-31T14:02:10.255Z,2024-08-31T14:02:15Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5183913185,213,6.02,5183913181,212,19.6,5183913177,140,43.2,5183913169,107,,5183913173,56,Back,5183913179,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371721,23,44,1,1,35,77tfx9me4aaqhzv78bmgsy9bg,1,55.8,8.0,2024-08-31T14:02:13.769Z,2024-08-31T15:58:17Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5183913001,286,,5183913441,233,13,5183912999,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371757,13,44,1,1,35,5rz9enoyknpg8ji78za5b82p0,0,44.2,92.0,2024-08-31T14:02:13.770Z,2024-08-31T15:58:18Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5183913245,56,Back,5183913505,233,23,5183913247,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371791,24,1,1,1,35,77tfx9me4aaqhzv78bmgsy9bg,1,54.2,12.1,2024-08-31T14:02:14.009Z,2024-08-31T14:02:15Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5183913415,213,0.59,5183913409,141,23.8,5183913403,56,Center,5183913399,3,,5183913405,140,65.6,5183913413,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371825,25,61,1,1,37,77tfx9me4aaqhzv78bmgsy9bg,0,65.6,23.8,2024-08-31T14:02:15.737Z,2024-08-31T17:47:05Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5183913589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715371843,14,43,1,1,38,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-31T14:02:16.639Z,2024-08-31T14:02:21Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5183913665,213,5.35,5183913655,140,36.1,5183913653,56,Back,5183913661,212,13.3,5183913657,141,60.9,5183914045,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715372051,15,1,1,1,39,5rz9enoyknpg8ji78za5b82p0,1,36.6,59.2,2024-08-31T14:02:17.727Z,2024-08-31T14:02:25Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5183914609,140,8.5,5183914615,213,3.03,5183914611,141,64.0,5183914613,212,29.7,5183914607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715372167,16,1,1,1,47,5rz9enoyknpg8ji78za5b82p0,1,8.1,52.2,2024-08-31T14:02:25.376Z,2024-08-31T14:02:29Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5183915219,56,Back,5183915221,140,9.7,5183915223,141,38.0,5183915227,213,4.88,5183915225,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715372309,17,1,1,1,51,5rz9enoyknpg8ji78za5b82p0,1,13.8,43.4,2024-08-31T14:02:29.391Z,2024-08-31T14:02:33Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5183915879,56,Back,5183915885,212,15.0,5183915887,213,1.73,5183915881,140,11.5,5183915883,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715372513,18,1,1,1,55,5rz9enoyknpg8ji78za5b82p0,1,12.8,65.2,2024-08-31T14:02:33.663Z,2024-08-31T14:02:40Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5183916941,212,10.7,5183916943,213,4.86,5183916935,140,14.3,5183916939,141,49.7,5183916931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715372691,19,1,1,2,1,5rz9enoyknpg8ji78za5b82p0,0,22.6,36.9,2024-08-31T14:02:40.096Z,2024-08-31T17:47:24Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5183917827,1,,5183917825,213,5.90,5183917815,140,84.0,5185520945,155,,5183917819,141,0.0,5183917821,212,69.5,5183917811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715372709,20,5,1,2,6,5rz9enoyknpg8ji78za5b82p0,0,79.4,-1.4,2024-08-31T14:02:44.889Z,2024-08-31T14:56:50Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5183917871,347,,5183919491,233,26,5183917869,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373017,26,5,1,2,6,77tfx9me4aaqhzv78bmgsy9bg,1,20.6,101.4,2024-08-31T14:02:44.889Z,2024-08-31T14:56:49Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183919453,233,20,5183919347,56,Back,5183919349,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373127,27,1,1,2,14,77tfx9me4aaqhzv78bmgsy9bg,1,30.9,100.0,2024-08-31T14:02:53.145Z,2024-08-31T14:02:57Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183919965,212,6.2,5183919967,213,4.90,5183919959,56,Back,5183919961,140,32.0,5183919963,141,93.1,5183919957,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373141,28,4,1,2,18,77tfx9me4aaqhzv78bmgsy9bg,1,28.9,93.8,2024-08-31T14:02:56.889Z,2024-08-31T14:56:58Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5183920133,13,,5183920411,233,21,5183920137,152,,5183921013,294,,5183920415,285,,5183920135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373153,21,4,1,2,18,5rz9enoyknpg8ji78za5b82p0,0,71.1,6.2,2024-08-31T14:02:56.890Z,2024-08-31T14:56:58Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5183920315,152,,5183920313,56,Right,5183920311,294,,5183920441,233,28,5183920309,13,,5183920317,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373537,29,1,1,2,28,77tfx9me4aaqhzv78bmgsy9bg,1,33.5,95.7,2024-08-31T14:03:06.713Z,2024-08-31T14:03:09Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183921985,152,,5183921995,213,3.47,5183921979,5,,5183921987,56,Back,5183921991,141,88.2,5183921993,212,15.7,5183921989,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373587,30,1,1,2,30,77tfx9me4aaqhzv78bmgsy9bg,1,17.1,85.6,2024-08-31T14:03:09.257Z,2024-08-31T14:03:10Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5183922275,212,23.1,5183922277,213,4.20,5183922269,56,Back,5183922273,141,56.0,5183922271,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373633,31,1,1,2,32,77tfx9me4aaqhzv78bmgsy9bg,1,6.3,56.0,2024-08-31T14:03:10.633Z,2024-08-31T14:03:11Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5183922495,141,64.9,5183922499,213,0.59,5183922493,140,15.0,5183922487,56,Back,5183922497,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373739,32,1,1,2,33,77tfx9me4aaqhzv78bmgsy9bg,1,15.0,64.9,2024-08-31T14:03:11.769Z,2024-08-31T14:03:15Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5183923089,212,24.3,5183923083,140,30.6,5183923081,56,Back,5183923091,213,0.83,5183923087,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373789,33,1,1,2,37,77tfx9me4aaqhzv78bmgsy9bg,1,31.4,90.9,2024-08-31T14:03:15.481Z,2024-08-31T14:03:17Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183923325,213,4.89,5183923317,140,32.9,5183923323,212,9.1,5183923313,56,Back,5183923319,141,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373831,34,1,1,2,38,77tfx9me4aaqhzv78bmgsy9bg,1,33.0,79.6,2024-08-31T14:03:17.049Z,2024-08-31T14:03:18Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5183923529,56,Back,5183923531,140,35.0,5183923539,213,1.35,5183923535,141,93.4,5183923537,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715373947,35,1,1,2,39,77tfx9me4aaqhzv78bmgsy9bg,1,35.0,93.4,2024-08-31T14:03:18.152Z,2024-08-31T14:03:21Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5183924067,212,13.6,5183924071,213,3.56,5183924061,56,Back,5183924063,140,23.2,5183924065,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715374147,36,1,1,2,43,77tfx9me4aaqhzv78bmgsy9bg,1,23.6,75.8,2024-08-31T14:03:21.689Z,2024-08-31T14:03:27Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5183925145,141,43.6,5183925137,56,Back,5183925141,140,24.9,5183925151,213,4.77,5183925149,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715374239,37,1,1,2,49,77tfx9me4aaqhzv78bmgsy9bg,1,30.0,44.5,2024-08-31T14:03:27.561Z,2024-08-31T14:03:29Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5183925509,141,65.7,5183925511,212,14.5,5183925513,213,1.65,5183925505,56,Back,5183925507,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715374367,38,1,1,2,51,77tfx9me4aaqhzv78bmgsy9bg,1,29.1,67.9,2024-08-31T14:03:29.370Z,2024-08-31T14:03:33Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5183926159,141,84.0,5183926157,140,37.2,5183926163,213,0.91,5183926161,212,13.9,5183926155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
