id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2783082603,5,4,1,0,15,59as3grjvj19voay31j3yfgni,0,41.4,11.0,2025-03-02T15:00:28.928Z,2025-03-02T15:00:34Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5552838477,295,,5552838475,13,,5552838483,285,,5552838479,56,Back,5552838551,233,6,5552838481,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082673,7,1,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,1,54.9,85.4,2025-03-02T15:00:36.817Z,2025-03-02T15:00:37Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5552838831,212,8.5,5552838817,5,,5552838833,213,4.74,5552838821,152,,5552838827,140,55.1,5552838825,56,Center,5552838829,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082689,8,1,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,1,55.1,72.9,2025-03-02T15:00:37.463Z,2025-03-02T15:00:38Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5552838921,141,88.7,5552838923,212,11.7,5552838919,140,50.7,5552838925,213,1.98,5552838917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082723,9,1,1,0,25,77tfx9me4aaqhzv78bmgsy9bg,1,50.7,89.7,2025-03-02T15:00:38.839Z,2025-03-02T15:00:41Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5552839091,56,Back,5552839097,212,22.3,5552839095,141,85.1,5552839099,213,3.28,5552839093,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082799,10,1,1,0,27,77tfx9me4aaqhzv78bmgsy9bg,1,29.9,77.9,2025-03-02T15:00:41.361Z,2025-03-02T15:00:45Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5552839459,141,55.7,5552839455,56,Back,5552839463,213,3.89,5552839457,140,14.4,5552839461,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082889,11,1,1,0,32,77tfx9me4aaqhzv78bmgsy9bg,1,13.9,49.1,2025-03-02T15:00:45.551Z,2025-03-02T15:00:50Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5552839777,56,Back,5552839779,140,23.5,5552839783,212,27.4,5552839775,155,,5552839785,213,5.09,5552839781,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082929,12,1,1,0,36,77tfx9me4aaqhzv78bmgsy9bg,0,23.2,10.0,2025-03-02T15:00:50.145Z,2025-03-02T15:00:53Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5552839985,140,55.0,5552839989,212,37.3,5552839991,213,0.46,5552839993,1,,5552839983,56,Center,5552839987,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082927,6,8,1,0,39,59as3grjvj19voay31j3yfgni,1,52.5,68.7,2025-03-02T15:00:52.966Z,2025-03-02T18:19:51Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5552839981,56,Center,5553902373,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082969,7,1,1,0,41,59as3grjvj19voay31j3yfgni,1,57.6,38.6,2025-03-02T15:00:55.062Z,2025-03-02T15:00:56Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5552840211,56,Center,5552840217,140,53.1,5552840223,213,2.26,5552840219,141,47.0,5552840221,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082985,9,61,1,0,43,59as3grjvj19voay31j3yfgni,0,54.4,45.8,2025-03-02T15:00:56.741Z,2025-03-02T15:58:31Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5552840285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083007,13,1,1,0,44,77tfx9me4aaqhzv78bmgsy9bg,1,46.4,57.5,2025-03-02T15:00:57.624Z,2025-03-02T15:00:58Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5552840405,212,7.6,5552840407,213,3.40,5552840399,56,Back,5552840403,141,54.6,5552840401,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083015,14,1,1,0,45,77tfx9me4aaqhzv78bmgsy9bg,0,38.3,53.4,2025-03-02T15:00:58.768Z,2025-03-02T15:01:01Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5552840605,236,,5552840451,141,49.3,5552840449,140,38.2,5552840607,233,10,5552840445,56,Back,5552840455,213,4.67,5552840453,212,2.8,5552840611,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083039,10,74,1,0,45,59as3grjvj19voay31j3yfgni,1,63.6,53.4,2025-03-02T15:00:58.769Z,2025-03-02T15:58:39Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5552840643,233,14,5552840599,56,Center,5552840603,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083085,11,1,1,0,46,59as3grjvj19voay31j3yfgni,1,64.0,59.4,2025-03-02T15:00:59.829Z,2025-03-02T18:20:20Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5552840851,212,11.6,5552840847,140,60.1,5552840845,56,Center,5552840849,141,75.3,5552840853,213,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083141,12,1,1,0,50,59as3grjvj19voay31j3yfgni,1,61.1,76.7,2025-03-02T15:01:04.325Z,2025-03-02T15:01:06Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5552841115,213,1.06,5552841109,140,66.5,5552841111,141,91.5,5552841113,212,11.6,5552841107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783149341,470,83,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,0,28.5,5.2,2025-03-02T15:01:04.534Z,2025-03-02T15:59:06Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5553200461,399,4zrsiizdbzwwkmit3ta0f0dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083129,15,83,1,0,57,77tfx9me4aaqhzv78bmgsy9bg,0,12.4,9.2,2025-03-02T15:01:10.878Z,2025-03-02T18:24:05Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5553915793,399,4zrsiizdbzwwkmit3ta0f0dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083149,13,61,1,0,57,59as3grjvj19voay31j3yfgni,0,89.3,88.9,2025-03-02T15:01:10.879Z,2025-03-02T18:23:11Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5552841163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083225,16,61,1,0,58,77tfx9me4aaqhzv78bmgsy9bg,1,15.4,6.2,2025-03-02T15:01:12.104Z,2025-03-02T16:00:27Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5553205421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083229,17,61,1,0,58,77tfx9me4aaqhzv78bmgsy9bg,1,13.7,6.6,2025-03-02T15:01:12.240Z,2025-03-02T18:25:21Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5553205967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083269,16,1,1,0,59,59as3grjvj19voay31j3yfgni,1,88.6,90.2,2025-03-02T15:01:12.701Z,2025-03-02T18:25:00Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5552841817,141,82.4,5552841813,56,Left,5552841819,212,5.9,5552841815,140,91.0,5552841821,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083219,14,43,1,0,59,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-02T15:01:13.334Z,2025-03-02T18:26:15Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5552841545,56,Left,5553929089,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083243,15,43,1,1,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-02T15:01:14.454Z,2025-03-02T16:00:16Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5553204611,144,61,5552841709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783150581,471,83,1,1,1,77tfx9me4aaqhzv78bmgsy9bg,0,15.4,11.4,2025-03-02T15:01:14.534Z,2025-03-02T23:06:34Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5553206883,399,4zrsiizdbzwwkmit3ta0f0dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083307,17,1,1,1,3,59as3grjvj19voay31j3yfgni,1,91.0,82.4,2025-03-02T15:01:16.933Z,2025-03-02T15:01:19Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5552841949,140,91.4,5552841945,56,Center,5552841955,213,4.77,5552841951,141,71.2,5552841953,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083309,18,50,1,1,5,59as3grjvj19voay31j3yfgni,1,94.8,70.9,2025-03-02T15:01:19.080Z,2025-03-02T15:09:33Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5552842223,233,18,5552841973,286,,5552841971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083343,18,7,1,1,5,77tfx9me4aaqhzv78bmgsy9bg,1,5.2,29.1,2025-03-02T15:01:19.081Z,2025-03-02T18:27:42Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5553934385,384,,5552842137,285,,5552842177,233,18,5552842135,56,Back,5553934609,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083471,20,12,1,1,10,77tfx9me4aaqhzv78bmgsy9bg,1,1.5,9.5,2025-03-02T15:01:23.576Z,2025-03-02T15:01:29Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5552842715,140,6.9,5552842721,213,6.24,5552842719,212,5.7,5552842713,56,Back,5552842717,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083369,19,61,1,1,10,59as3grjvj19voay31j3yfgni,1,83.7,90.9,2025-03-02T15:01:23.986Z,2025-03-02T15:01:24Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5552842297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083463,21,1,1,1,14,59as3grjvj19voay31j3yfgni,0,89.1,77.6,2025-03-02T15:01:27.669Z,2025-03-02T15:01:28Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5552842673,56,Center,5552842677,141,71.4,5552842675,140,100.0,5552842681,213,5.97,5552842679,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083509,21,5,1,1,15,77tfx9me4aaqhzv78bmgsy9bg,1,-1.3,31.6,2025-03-02T15:01:28.736Z,2025-03-02T16:01:51Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5552842937,56,Back,5552842943,233,22,5552842939,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083483,22,5,1,1,15,59as3grjvj19voay31j3yfgni,0,101.3,68.4,2025-03-02T15:01:28.736Z,2025-03-02T15:01:35Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5552842953,233,21,5552842793,56,Center,5552842795,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083737,22,1,1,1,31,77tfx9me4aaqhzv78bmgsy9bg,1,3.7,46.8,2025-03-02T15:01:44.895Z,2025-03-02T17:09:16Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5552844269,189,,5552844159,124,,5552844163,140,7.4,5552844165,141,30.5,5552844171,237,,5552844169,213,5.05,5552844161,56,Back,5552844167,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083999,24,1,1,1,31,77tfx9me4aaqhzv78bmgsy9bg,0,8.5,33.1,2025-03-02T15:01:44.932Z,2025-03-02T18:30:07Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5552845605,213,5.18,5552845597,56,Back,5552845601,141,18.0,5552845599,140,13.4,5552845603,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083743,24,1,1,1,33,59as3grjvj19voay31j3yfgni,1,85.6,82.0,2025-03-02T15:01:46.907Z,2025-03-02T15:01:47Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5552844211,212,7.3,5552844205,56,Center,5552844209,141,71.7,5552844207,140,83.8,5552844213,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083763,25,1,1,1,34,59as3grjvj19voay31j3yfgni,1,83.8,71.7,2025-03-02T15:01:47.653Z,2025-03-02T15:01:48Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5552844321,141,81.1,5552844323,212,13.1,5552844319,140,94.7,5552844325,213,0.51,5552844317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083773,26,1,1,1,35,59as3grjvj19voay31j3yfgni,0,94.4,80.5,2025-03-02T15:01:48.789Z,2025-03-02T18:29:21Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5553940991,72,,5552844359,155,,5553940989,224,,5552844357,2,,5552844363,140,89.5,5552844369,213,4.45,5552844365,141,52.8,5552844367,212,19.5,5552844361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083823,23,12,1,1,37,77tfx9me4aaqhzv78bmgsy9bg,1,10.7,53.4,2025-03-02T15:01:51.056Z,2025-03-02T15:01:56Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5552844627,56,Back,5552844633,212,17.9,5552844629,140,17.9,5552844653,15,,5552844631,141,29.5,5552844635,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083821,27,13,1,1,39,59as3grjvj19voay31j3yfgni,1,82.8,67.6,2025-03-02T15:01:52.789Z,2025-03-02T18:29:53Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5552845165,108,,5552845171,230,99.3,5552844793,20,,5552844617,56,Center,5552845169,458,,5552844615,18,,5552845161,103,75,5552845167,328,,5552845159,102,52.6,5552845157,74,5552844613,22,5552845173,231,51.4,5552845163,215,,,,,,,,,,,,,,,,,,,,,,,,,
2783083827,28,5,1,1,40,59as3grjvj19voay31j3yfgni,0,101.6,50.4,2025-03-02T15:01:53.536Z,2025-03-02T16:01:00Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5552844661,346,,5552844659,56,Center,5552849181,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783084661,36,5,1,1,40,77tfx9me4aaqhzv78bmgsy9bg,1,-1.6,49.6,2025-03-02T15:01:53.536Z,2025-03-02T15:09:29Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5552849003,346,,5552849001,56,Back,5552849173,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783084085,25,1,1,1,58,77tfx9me4aaqhzv78bmgsy9bg,1,4.3,39.1,2025-03-02T15:02:11.927Z,2025-03-02T18:30:41Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5552846023,56,Back,5552846031,213,1.56,5553213047,189,,5552848567,124,,5552846027,141,50.7,5552846029,212,7.9,5552848569,237,,5552846025,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783151837,472,1,1,2,0,77tfx9me4aaqhzv78bmgsy9bg,1,4.5,47.2,2025-03-02T15:02:13.534Z,2025-03-02T18:30:45Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5553213533,155,,5553213543,213,5.40,5553213545,1,,5553213537,140,26.5,5553213535,56,Back,5553213541,212,36.2,5553213539,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783084143,26,1,1,2,3,77tfx9me4aaqhzv78bmgsy9bg,1,36.7,7.6,2025-03-02T15:02:17.383Z,2025-03-02T15:02:19Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5552846345,140,45.0,5552846349,212,15.0,5552846351,213,0.95,5552846347,141,25.6,5552846343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783084147,27,1,1,2,6,77tfx9me4aaqhzv78bmgsy9bg,1,50.9,21.9,2025-03-02T15:02:19.792Z,2025-03-02T15:02:20Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5552846373,212,9.8,5552846371,141,7.9,5552846369,140,53.1,5552846375,213,4.95,5552846367,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
