id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2706013199,4,2,1,0,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.3,96.6,2024-08-04T14:03:07.727Z,2024-08-04T14:03:21Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5132197027,56,Left,5132197025,1,,5132197023,7,54ipja7wrxji6kn8yw5uhr6ga,5132196737,141,96.8,5132196735,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013243,9,55,1,0,13,b3r6d8ydtmtjckam6pku9y400,1,30.1,11.9,2024-08-04T14:03:07.728Z,2024-08-04T14:25:31Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5132197317,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013367,10,1,1,0,40,b3r6d8ydtmtjckam6pku9y400,1,32.5,17.4,2024-08-04T14:03:34.824Z,2024-08-04T17:22:30Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5132197595,241,,5132197593,5,,5132197605,213,2.35,5132197597,56,Back,5132818555,189,,5132197599,140,15.9,5132197601,141,43.6,5132197603,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013379,11,1,1,0,48,b3r6d8ydtmtjckam6pku9y400,1,14.3,45.7,2024-08-04T14:03:42.216Z,2024-08-04T14:03:44Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5132197679,212,24.5,5132197681,213,5.08,5132197673,56,Back,5132197677,141,12.0,5132197675,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013385,12,1,1,0,50,b3r6d8ydtmtjckam6pku9y400,1,22.6,8.6,2024-08-04T14:03:44.056Z,2024-08-04T14:03:48Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5132197739,140,10.4,5132197747,213,2.18,5132197745,212,22.4,5132197735,56,Back,5132197741,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013397,13,1,1,0,54,b3r6d8ydtmtjckam6pku9y400,0,6.6,42.2,2024-08-04T14:03:48.376Z,2024-08-04T14:03:52Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5132197811,140,31.0,5132197813,141,69.4,5132197815,212,31.6,5132197819,1,,5132197807,157,,5132197817,213,0.63,5132197809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013401,6,61,1,0,57,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.7,28.5,2024-08-04T14:03:51.287Z,2024-08-04T17:22:48Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5132197821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013395,5,43,1,0,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-08-04T14:03:51.791Z,2024-08-04T14:03:54Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5132197851,144,8,5132197805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013433,14,1,1,0,58,b3r6d8ydtmtjckam6pku9y400,1,27.2,67.6,2024-08-04T14:03:52.688Z,2024-08-04T17:22:52Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5132197983,56,Back,5132197991,213,5.57,5132197989,212,10.5,5132197987,141,57.5,5132197985,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013453,15,1,1,1,3,b3r6d8ydtmtjckam6pku9y400,0,34.8,57.5,2024-08-04T14:03:57.832Z,2024-08-04T14:21:37Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5132198107,141,42.4,5132198105,140,87.9,5132198113,1,,5132198111,213,6.10,5132198109,212,56.7,5132198101,155,,5132198103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013463,8,1,1,1,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.1,55.8,2024-08-04T14:04:01.824Z,2024-08-04T14:04:03Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5132198185,56,Back,5132198187,140,20.8,5132198191,212,12.1,5132198193,213,5.57,5132198189,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013477,9,1,1,1,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.8,44.2,2024-08-04T14:04:02.311Z,2024-08-04T17:23:07Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5132198277,141,56.6,5132198275,140,24.1,5132198273,56,Back,5132198279,212,9.1,5132198281,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013479,10,50,1,1,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.8,60.0,2024-08-04T14:04:04.279Z,2024-08-04T17:23:08Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5132198467,233,16,5132198297,285,,5132198295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013509,16,7,1,1,10,b3r6d8ydtmtjckam6pku9y400,0,72.2,40.0,2024-08-04T14:04:04.280Z,2024-08-04T17:23:11Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5132198441,233,10,5132820603,385,,5132198445,286,,5132198429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706122253,694,61,1,1,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.3,66.3,2024-08-04T14:04:05.378Z,2024-08-04T17:23:29Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5132821121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013503,11,12,1,1,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,18.4,64.8,2024-08-04T14:04:06.279Z,2024-08-04T17:23:50Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5132198409,56,Back,5132198417,213,0.69,5132198415,212,39.1,5132314305,167,,5132198413,141,100.0,5132198411,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013507,12,5,1,1,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,46.0,101.7,2024-08-04T14:04:08.403Z,2024-08-04T14:04:14Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5132198427,347,,5132198425,56,Back,5132198557,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013523,17,5,1,1,14,b3r6d8ydtmtjckam6pku9y400,1,54.0,-1.7000000000000002,2024-08-04T14:04:08.403Z,2024-08-04T14:27:07Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5132198553,233,12,5132198541,56,Right,5132198543,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013531,18,1,1,1,20,b3r6d8ydtmtjckam6pku9y400,1,56.8,0.0,2024-08-04T14:04:14.968Z,2024-08-04T14:04:16Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5132198605,212,14.8,5132198597,107,,5132198599,56,Back,5132198601,140,44.2,5132198603,141,7.9,5132198607,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013533,19,1,1,1,21,b3r6d8ydtmtjckam6pku9y400,1,44.8,9.2,2024-08-04T14:04:15.976Z,2024-08-04T14:04:16Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5132198619,141,7.4,5132198621,212,9.3,5132198617,140,53.6,5132198615,56,Right,5132198623,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013569,20,1,1,1,22,b3r6d8ydtmtjckam6pku9y400,1,53.8,7.4,2024-08-04T14:04:16.728Z,2024-08-04T14:25:47Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5132198737,140,47.3,5132198743,213,2.18,5132198735,56,Back,5132198741,212,12.0,5132198739,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013583,21,1,1,1,26,b3r6d8ydtmtjckam6pku9y400,1,47.3,23.7,2024-08-04T14:04:20.888Z,2024-08-04T14:25:48Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5132198833,140,31.3,5132198831,56,Back,5132198839,213,2.23,5132198835,141,55.7,5132198837,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013605,22,1,1,1,29,b3r6d8ydtmtjckam6pku9y400,1,31.3,55.7,2024-08-04T14:04:23.080Z,2024-08-04T14:04:27Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5132198949,212,13.5,5132198947,141,47.9,5132198943,56,Back,5132198951,213,3.55,5132198945,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013615,23,1,1,1,32,b3r6d8ydtmtjckam6pku9y400,1,21.8,44.5,2024-08-04T14:04:26.888Z,2024-08-04T14:04:29Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5132199029,212,25.3,5132199023,56,Back,5132199031,213,5.03,5132199025,140,29.3,5132199027,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013643,24,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,28.0,9.5,2024-08-04T14:04:29.575Z,2024-08-04T14:04:34Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5132199203,140,28.5,5132199201,56,Back,5132199209,213,1.51,5132199207,212,8.9,5132199205,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013651,25,1,1,1,40,b3r6d8ydtmtjckam6pku9y400,1,28.9,28.5,2024-08-04T14:04:34.024Z,2024-08-04T14:04:35Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5132199249,213,2.48,5132199247,212,23.2,5132199241,56,Back,5132199243,140,11.4,5132199245,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013659,26,1,1,1,41,b3r6d8ydtmtjckam6pku9y400,1,11.5,49.9,2024-08-04T14:04:35.816Z,2024-08-04T14:04:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5132199273,140,15.2,5132199271,56,Back,5132199275,141,67.2,5132199279,213,1.25,5132199277,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013689,27,1,1,1,43,b3r6d8ydtmtjckam6pku9y400,1,15.1,67.3,2024-08-04T14:04:37.303Z,2024-08-04T14:04:42Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5132199419,141,42.4,5132199423,213,4.48,5132199417,140,11.2,5132199415,56,Back,5132199421,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013717,28,1,1,1,48,b3r6d8ydtmtjckam6pku9y400,1,11.2,40.4,2024-08-04T14:04:42.232Z,2024-08-04T14:56:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5132199593,212,19.4,5132199591,141,53.7,5132199595,213,0.49,5132199589,140,27.5,5132199587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013725,29,1,1,1,54,b3r6d8ydtmtjckam6pku9y400,1,28.5,60.6,2024-08-04T14:04:48.104Z,2024-08-04T14:04:49Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5132199623,56,Back,5132199633,212,14.2,5132199639,213,1.90,5132199629,141,80.3,5132199627,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013755,30,1,1,1,55,b3r6d8ydtmtjckam6pku9y400,1,24.1,80.3,2024-08-04T14:04:49.272Z,2024-08-04T14:04:52Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5132199801,140,40.8,5132199803,141,86.3,5132199805,212,18.0,5132199807,213,0.23,5132199799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013789,31,1,1,1,58,b3r6d8ydtmtjckam6pku9y400,1,67.8,81.7,2024-08-04T14:04:52.488Z,2024-08-04T14:04:56Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5132199981,212,9.0,5132199979,141,91.8,5132199983,213,0.87,5132199977,140,73.3,5132199975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013823,32,1,1,2,2,b3r6d8ydtmtjckam6pku9y400,1,62.3,77.5,2024-08-04T14:04:56.215Z,2024-08-04T14:04:59Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5132200105,213,3.99,5132200101,141,66.1,5132200103,212,10.3,5132200097,56,Center,5132200099,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013877,33,1,1,2,4,b3r6d8ydtmtjckam6pku9y400,1,55.2,65.1,2024-08-04T14:04:58.672Z,2024-08-04T14:57:07Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5132200447,212,14.8,5132200449,213,4.54,5132200445,141,43.7,5132200443,140,52.8,5132200441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706032673,463,1,1,2,7,b3r6d8ydtmtjckam6pku9y400,1,54.1,48.9,2024-08-04T14:05:00.977Z,2024-08-04T14:57:24Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5132307065,141,71.6,5132307059,155,,5132307063,140,89.9,5132307061,56,Center,5132307067,212,40.6,5132307069,213,0.39,5132307071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013893,34,50,1,2,9,b3r6d8ydtmtjckam6pku9y400,1,92.4,66.8,2024-08-04T14:05:03.235Z,2024-08-04T17:35:24Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5132200491,286,,5132200489,56,Center,5132200559,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706124051,695,7,1,2,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,7.6,33.2,2024-08-04T14:05:03.236Z,2024-08-04T17:35:24Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5132831905,385,,5132854417,233,34,5132831901,56,Back,5132831903,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706124145,1121,61,1,2,10,b3r6d8ydtmtjckam6pku9y400,1,92.4,66.9,2024-08-04T14:05:04.236Z,2024-08-04T17:28:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5132832473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013903,13,12,1,2,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.1,33.7,2024-08-04T14:05:05.768Z,2024-08-04T17:28:43Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5132830931,213,3.41,5132830929,212,6.2,5132830927,141,31.3,5132830925,140,2.4,5132200539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013905,14,6,1,2,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,7.4,31.0,2024-08-04T14:05:06.687Z,2024-08-04T17:28:50Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5132200621,73,,5132200619,56,Back,5132243833,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013939,36,6,1,2,12,b3r6d8ydtmtjckam6pku9y400,1,92.6,69.0,2024-08-04T14:05:06.687Z,2024-08-04T14:36:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5132243829,233,14,5132200781,73,,5132200779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706013921,35,43,1,2,13,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-04T14:05:07.328Z,2024-08-04T14:57:42Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5132307443,144,61,5132200671,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706014023,37,1,1,2,34,b3r6d8ydtmtjckam6pku9y400,0,99.5,99.5,2024-08-04T14:05:28.487Z,2024-08-04T17:35:40Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5132201227,213,4.52,5132201211,2,,5132201229,1,,5132201215,155,,5132201223,141,50.0,5132201213,6,,5132201247,233,15,5132201225,212,34.3,5132855327,20,5132201219,56,Center,5132201221,140,93.4,5132201217,223,,,,,,,,,,,,,,,,,,,,
2706014025,15,11,1,2,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.0,57.2,2024-08-04T14:05:31.585Z,2024-08-04T17:35:50Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5132201265,233,37,5132201233,88,,5132855751,378,,5132201231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706014049,16,1,1,2,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.5,54.3,2024-08-04T14:05:34.111Z,2024-08-04T14:05:37Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5132201379,140,28.4,5132201377,56,Back,5132201383,212,18.8,5132201381,141,41.5,5132201385,213,5.80,5132201375,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706014059,17,1,1,2,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,45.0,33.3,2024-08-04T14:05:37.839Z,2024-08-04T17:36:13Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5132201437,212,25.4,5132201435,141,18.6,5132201433,140,67.2,5132201431,56,Right,5132201439,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706014261,39,1,1,2,45,b3r6d8ydtmtjckam6pku9y400,1,30.3,84.6,2024-08-04T14:05:39.794Z,2024-08-04T17:36:19Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5132202475,141,66.0,5132202477,212,30.3,5132202473,140,4.1,5132202479,213,3.57,5132202471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706014067,38,43,1,2,46,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-04T14:05:39.991Z,2024-08-04T17:36:14Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5132856925,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
