id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2705448927,8,1,1,0,12,36g6ifzjliec1jqnbtf7yesme,1,69.3,69.9,2024-08-03T14:00:31.066Z,2024-08-03T14:00:33Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5129184897,56,Center,5129184903,212,17.8,5129184905,213,3.21,5129184901,141,68.1,5129184899,140,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448929,4,83,1,0,14,59as3grjvj19voay31j3yfgni,0,35.6,45.2,2024-08-03T14:00:32.578Z,2024-08-03T14:00:38Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5129185041,399,dq2eqqywinhsh9ijg8amqyp78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448943,9,1,1,0,14,36g6ifzjliec1jqnbtf7yesme,1,52.4,68.1,2024-08-03T14:00:32.954Z,2024-08-03T14:00:36Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5129184975,212,11.2,5129184971,140,55.9,5129184973,141,83.6,5129184977,213,1.24,5129184969,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448965,5,45,1,0,17,59as3grjvj19voay31j3yfgni,0,43.2,20.2,2024-08-03T14:00:35.898Z,2024-08-03T14:56:28Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5129185121,233,10,5129185103,56,Back,5129185105,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448951,10,3,1,0,17,36g6ifzjliec1jqnbtf7yesme,1,56.8,79.8,2024-08-03T14:00:35.898Z,2024-08-03T14:56:28Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5129185013,286,,5129185117,233,5,5129185011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448953,11,1,1,0,17,36g6ifzjliec1jqnbtf7yesme,1,53.6,79.2,2024-08-03T14:00:36.362Z,2024-08-03T14:00:38Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5129185029,56,Back,5129185031,140,39.5,5129185035,212,15.5,5129185037,213,3.44,5129185033,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448955,12,1,1,0,19,36g6ifzjliec1jqnbtf7yesme,1,38.6,72.3,2024-08-03T14:00:37.978Z,2024-08-03T14:00:38Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5129185051,212,12.9,5129185047,140,35.6,5129185053,213,4.47,5129185049,141,53.9,5129185045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448963,13,1,1,0,20,36g6ifzjliec1jqnbtf7yesme,1,35.6,53.9,2024-08-03T14:00:38.874Z,2024-08-03T14:00:40Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5129185087,141,73.8,5129185095,213,1.92,5129185091,212,14.4,5129185083,140,30.9,5129185079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705448981,14,1,1,0,22,36g6ifzjliec1jqnbtf7yesme,1,30.9,73.8,2024-08-03T14:00:40.587Z,2024-08-03T14:00:44Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5129185201,212,24.2,5129185199,141,56.8,5129185195,56,Back,5129185203,213,3.64,5129185197,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449007,15,1,1,0,27,36g6ifzjliec1jqnbtf7yesme,1,15.5,57.3,2024-08-03T14:00:45.723Z,2024-08-03T14:00:48Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5129185381,155,,5129185385,140,54.8,5129185391,213,6.27,5129185387,141,56.6,5129185393,1,,5129185389,212,41.3,5129185383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449011,16,1,1,0,29,36g6ifzjliec1jqnbtf7yesme,0,54.8,56.6,2024-08-03T14:00:47.867Z,2024-08-03T14:54:21Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5129185435,212,14.4,5129185429,56,Center,5129185425,3,,5129185431,140,68.4,5129185437,213,6.18,5129185433,141,54.4,5129185427,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449041,6,1,1,0,29,59as3grjvj19voay31j3yfgni,1,27.9,46.9,2024-08-03T14:00:47.965Z,2024-08-03T14:00:53Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129185597,141,55.1,5129185595,140,45.3,5129185591,56,Back,5129185601,213,0.30,5129185599,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449049,8,1,1,0,35,59as3grjvj19voay31j3yfgni,1,45.5,55.1,2024-08-03T14:00:53.867Z,2024-08-03T14:00:54Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5129185639,212,29.2,5129185635,140,32.8,5129185633,56,Back,5129185641,213,2.05,5129185637,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449065,9,1,1,0,35,59as3grjvj19voay31j3yfgni,1,32.8,93.3,2024-08-03T14:00:54.394Z,2024-08-03T14:00:57Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5129185739,56,Back,5129185747,213,4.44,5129185743,141,67.2,5129185741,140,28.0,5129185745,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449073,10,1,1,0,38,59as3grjvj19voay31j3yfgni,1,28.2,66.3,2024-08-03T14:00:57.115Z,2024-08-03T14:00:57Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129185779,213,5.34,5129185773,140,33.7,5129185771,56,Back,5129185775,141,54.6,5129185777,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449089,11,1,1,0,39,59as3grjvj19voay31j3yfgni,1,33.7,54.6,2024-08-03T14:00:57.722Z,2024-08-03T14:01:00Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5129185871,140,32.0,5129185875,212,18.2,5129185869,56,Back,5129185877,213,4.61,5129185873,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449099,12,1,1,0,42,59as3grjvj19voay31j3yfgni,1,32.0,28.0,2024-08-03T14:01:00.619Z,2024-08-03T14:01:03Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129185949,213,5.33,5129185943,140,41.2,5129185945,141,8.2,5129185941,56,Back,5129185947,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449107,13,1,1,0,45,59as3grjvj19voay31j3yfgni,1,41.2,8.2,2024-08-03T14:01:03.707Z,2024-08-03T14:01:05Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5129185965,140,29.9,5129185969,212,12.3,5129185971,213,2.87,5129185967,141,13.1,5129185963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449119,14,1,1,0,46,59as3grjvj19voay31j3yfgni,1,30.0,13.1,2024-08-03T14:01:05.195Z,2024-08-03T14:01:07Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129186047,141,25.6,5129186043,56,Back,5129186051,213,0.73,5129186045,140,39.1,5129186049,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449127,15,1,1,0,48,59as3grjvj19voay31j3yfgni,1,38.7,24.5,2024-08-03T14:01:07.403Z,2024-08-03T14:01:09Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5129186087,56,Back,5129186095,213,2.99,5129186091,141,27.1,5129186093,212,12.0,5129186089,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449151,16,1,1,0,50,59as3grjvj19voay31j3yfgni,1,27.4,27.1,2024-08-03T14:01:09.371Z,2024-08-03T14:01:13Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129186207,212,19.5,5129186201,56,Back,5129186205,141,55.5,5129186203,140,24.8,5129186209,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449159,17,1,1,0,54,59as3grjvj19voay31j3yfgni,0,25.5,61.7,2024-08-03T14:01:13.245Z,2024-08-03T14:01:16Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129186269,141,100.0,5129186265,56,Left,5129186273,213,0.65,5129186263,155,,5129186271,212,44.6,5129186267,140,59.4,5129186275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449165,17,5,1,0,57,36g6ifzjliec1jqnbtf7yesme,1,39.0,-1.6,2024-08-03T14:01:15.804Z,2024-08-03T14:01:19Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5129186297,56,Back,5129186299,347,,5129186313,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449163,18,5,1,0,57,59as3grjvj19voay31j3yfgni,0,61.0,101.6,2024-08-03T14:01:15.804Z,2024-08-03T14:56:39Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129186295,347,,5129186293,56,Left,5129186319,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449231,18,1,1,1,3,36g6ifzjliec1jqnbtf7yesme,1,36.0,0.0,2024-08-03T14:01:21.854Z,2024-08-03T14:01:27Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5129186651,141,12.9,5129186647,56,Back,5129186659,189,,5129186655,213,2.37,5129186649,140,26.0,5129186645,107,,5129186653,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449241,19,1,1,1,8,36g6ifzjliec1jqnbtf7yesme,1,26.0,12.9,2024-08-03T14:01:27.244Z,2024-08-03T14:01:29Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5129186695,141,44.8,5129186691,56,Back,5129186697,212,25.4,5129186705,189,,5129186699,213,2.12,5129186693,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449253,20,1,1,1,10,36g6ifzjliec1jqnbtf7yesme,1,13.4,44.8,2024-08-03T14:01:29.292Z,2024-08-03T14:01:30Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5129186735,213,0.73,5129186731,141,56.2,5129186729,140,21.7,5129186733,212,11.7,5129186727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449265,21,1,1,1,11,36g6ifzjliec1jqnbtf7yesme,1,21.7,56.2,2024-08-03T14:01:30.300Z,2024-08-03T14:01:32Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5129186811,212,15.2,5129186807,140,9.0,5129186813,213,3.64,5129186809,141,45.6,5129186805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449283,22,1,1,1,13,36g6ifzjliec1jqnbtf7yesme,0,8.8,45.6,2024-08-03T14:01:32.380Z,2024-08-03T14:01:35Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5129186927,213,6.26,5129186923,141,44.1,5129186917,157,,5129186925,212,48.9,5129186929,1,,5129186919,56,Center,5129186921,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449289,19,1,1,1,16,59as3grjvj19voay31j3yfgni,1,42.3,57.2,2024-08-03T14:01:35.404Z,2024-08-03T14:01:37Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129186947,213,0.23,5129186943,141,64.5,5129186939,56,Center,5129186945,212,22.0,5129186937,3,,5129186941,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449299,20,1,1,1,18,59as3grjvj19voay31j3yfgni,1,62.7,64.5,2024-08-03T14:01:37.357Z,2024-08-03T14:01:38Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5129186981,140,69.2,5129186975,3,,5129186979,56,Center,5129186985,212,7.7,5129186977,168,,5129186983,141,69.6,5129186987,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449341,22,1,1,1,20,59as3grjvj19voay31j3yfgni,1,69.2,69.6,2024-08-03T14:01:38.636Z,2024-08-03T14:01:42Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5129187103,140,60.6,5129187111,213,2.13,5129187109,212,17.0,5129187101,56,Left,5129187105,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449363,23,1,1,1,23,59as3grjvj19voay31j3yfgni,1,61.0,91.2,2024-08-03T14:01:42.108Z,2024-08-03T14:01:45Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5129187247,140,42.5,5129187251,212,19.7,5129187245,56,Back,5129187249,141,86.1,5129187253,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449383,24,1,1,1,26,59as3grjvj19voay31j3yfgni,1,41.1,84.2,2024-08-03T14:01:45.004Z,2024-08-03T14:01:48Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129187359,212,31.0,5129187355,140,38.8,5129187353,56,Back,5129187361,213,4.63,5129187357,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449395,25,1,1,1,29,59as3grjvj19voay31j3yfgni,1,39.2,34.6,2024-08-03T14:01:48.316Z,2024-08-03T14:01:49Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129187425,56,Back,5129187431,212,11.9,5129187429,141,50.3,5129187427,140,44.3,5129187433,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449407,26,1,1,1,31,59as3grjvj19voay31j3yfgni,1,44.3,44.8,2024-08-03T14:01:49.868Z,2024-08-03T14:01:52Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5129187465,140,37.0,5129187469,141,30.2,5129187473,212,12.5,5129187461,56,Back,5129187477,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705473933,426,83,1,1,33,36g6ifzjliec1jqnbtf7yesme,0,58.1,48.6,2024-08-03T14:01:51.409Z,2024-08-03T14:55:08Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5129318239,399,ddl5g7raihnc9s4u3wetz8v10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449441,27,1,1,1,33,59as3grjvj19voay31j3yfgni,1,36.8,31.3,2024-08-03T14:01:52.060Z,2024-08-03T14:01:55Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129187627,56,Back,5129187633,212,18.2,5129187629,140,44.1,5129187631,141,7.0,5129187635,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449457,28,1,1,1,36,59as3grjvj19voay31j3yfgni,1,44.1,7.0,2024-08-03T14:01:55.404Z,2024-08-03T14:01:57Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5129187731,56,Right,5129187735,141,4.0,5129187733,140,61.3,5129187737,212,18.2,5129187741,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449461,29,1,1,1,38,59as3grjvj19voay31j3yfgni,0,61.3,4.0,2024-08-03T14:01:57.004Z,2024-08-03T14:01:58Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5129187777,213,2.35,5129187769,56,Right,5129187775,212,2.9,5129187813,233,23,5129187771,140,59.4,5129187773,141,7.0,5129187811,236,,5129187817,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449467,23,74,1,1,38,36g6ifzjliec1jqnbtf7yesme,1,36.2,95.9,2024-08-03T14:01:57.005Z,2024-08-03T14:57:34Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5129187833,233,29,5129187809,285,,5129187807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449477,24,5,1,1,39,36g6ifzjliec1jqnbtf7yesme,0,39.3,101.2,2024-08-03T14:01:58.204Z,2024-08-03T14:56:40Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5129187863,56,Back,5129188091,233,30,5129187865,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449523,30,5,1,1,39,59as3grjvj19voay31j3yfgni,1,60.7,-1.2,2024-08-03T14:01:58.204Z,2024-08-03T14:56:40Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5129188067,347,,5129188073,233,24,5129188065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449549,31,1,1,1,49,59as3grjvj19voay31j3yfgni,1,56.8,0.0,2024-08-03T14:02:08.077Z,2024-08-03T14:02:10Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5129188193,213,2.53,5129188189,141,18.4,5129188183,107,,5129188185,56,Back,5129188191,212,23.2,5129188195,1,,5129188187,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449555,32,1,1,1,51,59as3grjvj19voay31j3yfgni,1,39.2,17.9,2024-08-03T14:02:10.029Z,2024-08-03T14:02:11Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129188223,212,16.3,5129188217,56,Back,5129188225,213,1.86,5129188221,141,40.9,5129188219,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449561,33,1,1,1,52,59as3grjvj19voay31j3yfgni,1,35.4,42.7,2024-08-03T14:02:11.245Z,2024-08-03T14:02:12Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5129188249,141,31.9,5129188245,56,Back,5129188253,213,5.41,5129188251,212,9.6,5129188247,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449579,34,1,1,1,53,59as3grjvj19voay31j3yfgni,1,41.3,31.9,2024-08-03T14:02:12.062Z,2024-08-03T14:02:15Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5129188373,140,34.5,5129188379,212,8.0,5129188369,56,Back,5129188377,141,26.5,5129188381,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449609,35,1,1,1,57,59as3grjvj19voay31j3yfgni,1,40.1,26.0,2024-08-03T14:02:15.629Z,2024-08-03T14:02:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5129188483,213,1.02,5129188477,140,46.7,5129188479,141,42.7,5129188475,56,Back,5129188481,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705449615,36,1,1,2,1,59as3grjvj19voay31j3yfgni,1,52.2,44.6,2024-08-03T14:02:19.422Z,2024-08-03T14:02:20Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5129188563,140,59.4,5129188569,213,1.08,5129188567,212,16.0,5129188565,141,65.4,5129188561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
