id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value
2786803891,9,1,1,0,16,9qsmopgutr7ut5g6workk8w4i,1,46.3,23.5,2025-03-10T18:02:55.113Z,2025-03-10T18:03:00Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573254655,56,Right,5573254671,1,,5573254663,141,17.8,5573254649,155,,5573254669,213,6.18,5573254659,140,81.7,5573254667,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786803897,10,1,1,0,22,9qsmopgutr7ut5g6workk8w4i,0,92.3,15.1,2025-03-10T18:03:00.361Z,2025-03-10T20:43:35Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573254731,140,90.7,5573254725,2,,5573770875,20,,5573770873,386,,5573254737,213,1.70,5573254733,141,33.5,5573254729,56,Center,5573254735,212,12.6,5573770871,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786803935,4,1,1,0,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,13.3,81.1,2025-03-10T18:03:04.175Z,2025-03-10T18:03:05Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573254957,141,96.6,5573254951,56,Back,5573254961,212,29.6,5573254965,213,0.36,5573254947,155,,5573254955,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786803939,11,8,1,0,27,9qsmopgutr7ut5g6workk8w4i,1,62.0,3.8,2025-03-10T18:03:05.449Z,2025-03-10T20:43:43Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573771323,385,,5573255025,15,,5573254993,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786803997,5,5,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.6,101.3,2025-03-10T18:03:06.206Z,2025-03-10T18:13:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573255391,233,12,5573255363,347,,5573255359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786803949,12,5,1,0,27,9qsmopgutr7ut5g6workk8w4i,0,59.4,-1.3,2025-03-10T18:03:06.206Z,2025-03-10T18:13:33Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573255059,347,,5573255057,56,Right,5573255397,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804067,6,1,1,0,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.4,100.0,2025-03-10T18:03:19.984Z,2025-03-10T19:01:23Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573255821,140,28.3,5573255827,213,3.87,5573255817,107,,5573436597,189,,5573255823,141,82.7,5573255825,212,19.8,5573255819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804105,7,1,1,0,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.6,69.1,2025-03-10T18:03:21.640Z,2025-03-10T19:01:24Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573255977,56,Back,5573255983,212,38.9,5573255985,213,4.74,5573255979,140,23.5,5573436663,189,,5573255987,1,,5573255981,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804153,8,1,1,0,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.9,7.1,2025-03-10T18:03:25.030Z,2025-03-10T18:03:30Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573256231,141,7.4,5573256225,56,Right,5573256239,213,0.00,5573256223,157,,5573256229,140,70.9,5573256235,212,48.3,5573256243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804171,9,1,1,0,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,73.7,6.4,2025-03-10T18:03:30.419Z,2025-03-10T18:03:32Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5573256337,212,18.2,5573256327,3,,5573256329,168,,5573256333,140,90.4,5573256335,141,0.0,5573256331,56,Right,5573256339,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804173,10,5,1,0,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,90.2,-1.2,2025-03-10T18:03:32.466Z,2025-03-10T18:13:34Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5573256349,56,Right,5573256611,233,13,5573256351,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804203,13,5,1,0,54,9qsmopgutr7ut5g6workk8w4i,1,9.8,101.2,2025-03-10T18:03:32.466Z,2025-03-10T18:13:33Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573256547,347,,5573256583,233,10,5573256545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804233,14,1,1,0,57,9qsmopgutr7ut5g6workk8w4i,1,8.1,100.0,2025-03-10T18:03:35.977Z,2025-03-10T18:03:38Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573256719,141,81.3,5573256711,56,Back,5573256725,213,5.52,5573256723,212,19.0,5573256715,140,21.2,5573256707,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804257,15,1,1,0,59,9qsmopgutr7ut5g6workk8w4i,1,21.7,81.2,2025-03-10T18:03:38.024Z,2025-03-10T18:03:40Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573256837,213,2.77,5573256833,141,89.1,5573256829,56,Back,5573256835,212,14.7,5573256831,140,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804275,16,1,1,1,1,9qsmopgutr7ut5g6workk8w4i,1,8.7,89.1,2025-03-10T18:03:40.057Z,2025-03-10T18:03:41Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573256897,56,Back,5573256905,213,4.16,5573256903,212,9.9,5573256901,141,76.7,5573256899,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804293,17,1,1,1,3,9qsmopgutr7ut5g6workk8w4i,0,3.4,76.5,2025-03-10T18:03:41.529Z,2025-03-10T18:03:44Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5573257011,213,0.01,5573257007,141,77.4,5573257013,1,,5573257009,212,44.5,5573257001,157,,5573257005,140,45.8,5573257003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804317,11,1,1,1,7,9w3sjm5ml4sjr2v81oxzdrt8v,0,56.3,23.3,2025-03-10T18:03:45.338Z,2025-03-10T18:03:46Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573257127,56,Right,5573257135,213,5.59,5573257129,140,69.5,5573257133,212,18.0,5573257131,141,6.4,5573257125,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804339,18,1,1,1,9,9qsmopgutr7ut5g6workk8w4i,0,27.6,95.7,2025-03-10T18:03:47.273Z,2025-03-10T18:03:47Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573257259,213,4.96,5573257251,56,Back,5573257255,141,79.4,5573257253,140,30.3,5573257257,212,11.4,5573257249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804381,12,3,1,1,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.0,22.0,2025-03-10T18:03:49.385Z,2025-03-10T20:45:00Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573775173,465,,5573258279,233,19,5573257499,56,Center,5573257501,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804363,19,45,1,1,11,9qsmopgutr7ut5g6workk8w4i,0,30.0,78.0,2025-03-10T18:03:49.385Z,2025-03-10T18:13:40Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573258295,233,12,5573257403,285,,5573257399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804643,16,1,1,1,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.7,23.6,2025-03-10T18:03:50.248Z,2025-03-10T18:04:19Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573258905,140,74.6,5573258903,56,Center,5573258909,212,15.0,5573258907,141,35.7,5573258911,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804449,20,12,1,1,12,9qsmopgutr7ut5g6workk8w4i,1,22.6,62.9,2025-03-10T18:03:50.905Z,2025-03-10T18:03:56Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573257795,213,0.43,5573257793,212,14.7,5573257789,140,35.3,5573257791,141,71.9,5573257787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804413,13,1,1,1,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.1,36.3,2025-03-10T18:03:53.071Z,2025-03-10T18:03:54Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573257657,213,4.97,5573257649,56,Center,5573257655,212,6.1,5573257653,141,27.6,5573257651,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804505,14,1,1,1,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.6,25.8,2025-03-10T18:03:55.070Z,2025-03-10T18:04:22Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573258083,56,Center,5573258085,140,70.4,5573258087,141,21.2,5573258091,213,5.81,5573258089,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804453,21,83,1,1,18,9qsmopgutr7ut5g6workk8w4i,0,35.3,90.2,2025-03-10T18:03:56.408Z,2025-03-10T18:04:02Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5573258201,399,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804507,15,4,1,1,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.4,12.0,2025-03-10T18:03:59.447Z,2025-03-10T20:46:17Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573258127,286,,5573258121,56,Right,5573258119,13,,5573778577,295,,5573258123,152,,5573258163,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804489,22,4,1,1,21,9qsmopgutr7ut5g6workk8w4i,0,34.6,88.0,2025-03-10T18:03:59.448Z,2025-03-10T20:46:21Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5573258173,233,15,5573258033,13,,5573258043,285,,5573258039,152,,5573778735,295,,5573258037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804787,17,1,1,1,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.4,11.6,2025-03-10T18:04:30.792Z,2025-03-10T20:46:32Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573259745,2,,5573779283,20,,5573259757,141,49.1,5573259759,212,34.1,5573259751,152,,5573259761,213,0.85,5573259749,155,,5573779281,224,,5573259747,5,5573259763,1,5573259755,140,91.9,5573259753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804803,23,12,1,1,55,9qsmopgutr7ut5g6workk8w4i,1,9.6,46.9,2025-03-10T18:04:33.305Z,2025-03-10T18:55:53Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573259833,212,16.4,5573259829,140,20.2,5573259835,213,0.83,5573259831,141,64.7,5573259841,15,,5573259827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804903,25,1,1,1,58,9qsmopgutr7ut5g6workk8w4i,1,21.1,62.7,2025-03-10T18:04:37.049Z,2025-03-10T18:04:44Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573260433,155,,5573260457,1,,5573260443,141,26.6,5573260453,213,5.48,5573260439,140,43.8,5573260447,212,34.2,5573260437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804955,26,1,1,2,6,9qsmopgutr7ut5g6workk8w4i,0,67.5,24.1,2025-03-10T18:04:44.776Z,2025-03-10T18:56:31Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573260699,212,24.4,5573260691,155,,5573260701,213,0.71,5573260697,141,47.6,5573260695,140,85.1,5573260693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804917,19,8,1,2,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.0,49.7,2025-03-10T18:04:45.632Z,2025-03-10T20:46:59Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573260497,56,Back,5573780391,384,,5573438889,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804937,20,52,1,2,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.7,50.0,2025-03-10T18:04:47.272Z,2025-03-10T20:47:03Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5573780595,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786804989,21,1,1,2,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.3,49.4,2025-03-10T18:04:49.318Z,2025-03-10T18:04:52Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5573260855,140,25.6,5573260853,56,Back,5573260859,212,11.9,5573260851,123,,5573260861,213,0.03,5573260857,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805015,22,1,1,2,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.9,57.0,2025-03-10T18:04:51.880Z,2025-03-10T18:04:56Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573261009,141,95.6,5573261007,140,32.8,5573261013,213,1.42,5573261005,56,Back,5573261011,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805043,23,1,1,2,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.7,93.2,2025-03-10T18:04:56.410Z,2025-03-10T18:04:59Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573261177,213,4.10,5573261169,56,Back,5573261173,141,73.5,5573261175,212,16.4,5573261171,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805093,24,1,1,2,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.0,63.0,2025-03-10T18:04:59.285Z,2025-03-10T18:05:04Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573261541,140,24.8,5573261545,212,19.1,5573261543,141,34.9,5573261539,56,Back,5573261547,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805169,25,1,1,2,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.3,31.0,2025-03-10T18:05:03.971Z,2025-03-10T18:05:07Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573261937,141,6.7,5573261941,213,5.27,5573261939,212,19.5,5573261935,140,38.2,5573261933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805181,26,1,1,2,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.6,9.1,2025-03-10T18:05:07.752Z,2025-03-10T18:05:09Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5573262041,140,42.2,5573262045,212,8.9,5573262043,141,21.6,5573262039,56,Back,5573262047,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805191,27,1,1,2,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.0,21.2,2025-03-10T18:05:09.127Z,2025-03-10T18:05:10Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573262099,213,6.00,5573262089,141,13.2,5573262093,212,19.8,5573262081,56,Right,5573262087,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805219,27,1,1,2,32,9qsmopgutr7ut5g6workk8w4i,1,37.0,88.7,2025-03-10T18:05:10.537Z,2025-03-10T18:05:12Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573262219,213,5.89,5573262211,56,Center,5573262215,141,68.1,5573262213,140,69.3,5573262209,157,,5573262217,212,36.7,5573262221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805229,28,1,1,2,34,9qsmopgutr7ut5g6workk8w4i,0,69.2,68.1,2025-03-10T18:05:12.584Z,2025-03-10T18:05:13Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5573262293,212,6.8,5573262295,213,6.24,5573262285,168,,5573262283,3,,5573262287,56,Center,5573262289,140,75.7,5573262291,141,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805261,28,1,1,2,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.9,23.3,2025-03-10T18:05:14.360Z,2025-03-10T18:05:17Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573262475,212,22.7,5573262469,56,Back,5573262473,141,3.1,5573262471,140,47.1,5573262477,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786805271,29,1,1,2,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.7,2.5,2025-03-10T18:05:17.093Z,2025-03-10T18:05:18Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573262545,141,14.7,5573262543,140,74.8,5573262549,213,0.36,5573262541,56,Right,5573262547,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
