id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2754129649,7,1,1,0,15,c165yjiny1qnmfdvefxvflnkc,0,32.5,53.1,2024-12-01T15:00:56.483Z,2024-12-01T15:00:58Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5395624777,212,32.5,5395624781,1,,5395624773,140,61.8,5395624775,141,68.3,5395624771,56,Center,5395624769,157,,5395624779,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754129701,5,1,1,0,18,59as3grjvj19voay31j3yfgni,1,32.6,32.8,2024-12-01T15:00:59.047Z,2024-12-01T15:01:00Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5395625051,213,5.57,5395625049,212,9.8,5395625045,140,39.7,5395625043,56,Back,5395625047,141,23.4,5395625041,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754129751,6,1,1,0,19,59as3grjvj19voay31j3yfgni,1,36.2,25.6,2024-12-01T15:01:00.078Z,2024-12-01T18:03:02Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5395625339,212,33.4,5395625341,213,5.78,5395625333,56,Right,5395625335,140,64.1,5395625337,141,2.1,5395625331,157,,5395625343,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754129755,7,43,1,0,22,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-12-01T15:01:03.210Z,2024-12-01T15:01:07Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5395625357,56,Right,5395625787,144,5,5395625359,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754319961,902,61,1,0,22,59as3grjvj19voay31j3yfgni,0,67.1,2.0,2024-12-01T15:01:03.496Z,2024-12-01T18:03:09Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5396674091,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754129851,8,1,1,0,26,c165yjiny1qnmfdvefxvflnkc,0,39.6,96.0,2024-12-01T15:01:06.840Z,2024-12-01T15:01:07Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5395625837,213,6.21,5395625827,56,Left,5395625833,141,93.3,5395625835,212,23.9,5395625829,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754129905,9,1,1,0,29,59as3grjvj19voay31j3yfgni,0,26.8,9.4,2024-12-01T15:01:10.095Z,2024-12-01T15:01:10Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5395626141,213,0.49,5395626139,212,14.4,5395626137,141,19.4,5395626133,56,Back,5395626135,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754129985,10,1,1,0,31,c165yjiny1qnmfdvefxvflnkc,1,52.7,90.0,2024-12-01T15:01:12.245Z,2024-12-01T15:01:15Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5395626597,141,76.5,5395626595,140,61.1,5395626591,56,Center,5395626599,212,12.7,5395626601,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130069,11,1,1,0,34,c165yjiny1qnmfdvefxvflnkc,1,58.4,77.0,2024-12-01T15:01:15.518Z,2024-12-01T15:01:21Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5395627109,1,,5395627101,140,42.6,5395627099,56,Back,5395627103,141,20.5,5395627105,212,41.8,5395627107,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130133,12,1,1,0,40,c165yjiny1qnmfdvefxvflnkc,1,55.3,16.7,2024-12-01T15:01:21.136Z,2024-12-01T15:01:24Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5395627461,140,67.9,5395627457,56,Right,5395627469,212,13.3,5395627473,213,0.09,5395627465,141,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130145,13,1,1,0,43,c165yjiny1qnmfdvefxvflnkc,1,69.0,19.9,2024-12-01T15:01:24.167Z,2024-12-01T15:56:06Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5395627529,213,5.97,5395627527,212,17.9,5395627523,140,85.2,5395627525,141,11.9,5395627521,56,Right,5395627519,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130197,14,1,1,0,46,c165yjiny1qnmfdvefxvflnkc,0,91.5,15.4,2024-12-01T15:01:27.181Z,2024-12-01T18:04:09Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5395627777,56,Center,5396677621,20,,5395627773,2,,5395627775,155,,5395627783,212,12.4,5395627785,213,1.47,5396677619,224,,5395627779,140,92.7,5395627781,141,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130287,10,12,1,0,46,59as3grjvj19voay31j3yfgni,1,6.2,68.7,2024-12-01T15:01:27.399Z,2024-12-01T15:01:34Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5395628395,56,Back,5395628401,212,5.9,5395628397,140,10.8,5395628399,141,73.6,5395628403,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130283,15,13,1,0,49,c165yjiny1qnmfdvefxvflnkc,1,93.3,34.8,2024-12-01T15:01:30.375Z,2024-12-01T15:56:45Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5395628365,56,Center,5395628363,63,,5395629019,276,,5395629017,147,100,5395629015,146,96.4,5395629013,458,,5395628609,153,,5395936565,108,,5395628605,20,,5395628361,22,5395629021,230,98.2,5395629007,103,5.6,5395629023,231,46.0,5395629005,102,100,5395629003,73,,,,,,,,,,,,,,,,,,,
2754130721,11,5,1,0,53,59as3grjvj19voay31j3yfgni,1,6.2,-1.2,2024-12-01T15:01:33.879Z,2024-12-01T15:56:27Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5395630737,56,Back,5395630755,233,16,5395630739,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130309,16,5,1,0,53,c165yjiny1qnmfdvefxvflnkc,0,93.8,101.2,2024-12-01T15:01:33.879Z,2024-12-01T15:56:28Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5395628497,56,Left,5395628499,347,,5395630803,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130781,12,1,1,1,15,59as3grjvj19voay31j3yfgni,0,9.6,0.0,2024-12-01T15:01:56.141Z,2024-12-01T15:01:59Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5395631049,140,32.5,5395631051,141,14.1,5395631047,56,Back,5395631045,107,,5395631055,213,0.40,5395631053,212,26.1,5395631057,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130787,17,43,1,1,17,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-12-01T15:01:58.593Z,2024-12-01T18:04:42Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5395631089,286,0,5396679595,144,44,5395631087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130793,13,43,1,1,17,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-12-01T15:01:58.594Z,2024-12-01T18:04:41Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5395631133,56,Back,5395631135,285,0,5395631257,233,17,5396679511,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130825,18,1,1,1,18,c165yjiny1qnmfdvefxvflnkc,1,65.7,90.0,2024-12-01T15:01:58.983Z,2024-12-01T15:02:01Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5395631363,140,72.0,5395631365,141,56.3,5395631359,3,,5395631367,212,23.9,5395631369,213,4.99,5395631361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130949,19,61,1,1,20,c165yjiny1qnmfdvefxvflnkc,1,72.0,56.3,2024-12-01T15:02:01.322Z,2024-12-01T15:57:07Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5395632071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754186517,340,1,1,1,23,c165yjiny1qnmfdvefxvflnkc,0,64.4,68.1,2024-12-01T15:02:03.810Z,2024-12-01T15:57:22Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5395938615,56,Center,5395938613,157,,5395938621,212,15.4,5395938617,140,76.3,5395938619,141,54.9,5395938625,1,,5395938623,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754130939,14,1,1,1,23,59as3grjvj19voay31j3yfgni,0,21.8,54.9,2024-12-01T15:02:04.790Z,2024-12-01T15:57:43Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5395632003,213,5.48,5395631999,141,42.4,5395632001,212,11.8,5395631997,140,29.6,5395631995,56,Back,5395631993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754186897,341,1,1,1,27,c165yjiny1qnmfdvefxvflnkc,1,68.8,64.4,2024-12-01T15:02:07.810Z,2024-12-01T15:57:55Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5395940649,196,,5395940651,56,Right,5395940659,213,4.96,5395940657,212,42.3,5395940653,140,78.6,5395940655,141,4.1,5395940661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131013,20,1,1,1,34,c165yjiny1qnmfdvefxvflnkc,0,85.5,6.5,2024-12-01T15:02:15.636Z,2024-12-01T18:05:05Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5395632445,2,,5395632447,155,,5395632449,56,Center,5395632451,140,89.8,5395632457,213,1.40,5395632453,141,44.2,5395632455,212,26.0,5396680963,223,,5396680965,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131025,15,12,1,1,36,59as3grjvj19voay31j3yfgni,1,13.8,52.8,2024-12-01T15:02:17.614Z,2024-12-01T15:02:18Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5395632569,213,4.16,5395632567,212,15.1,5395632563,140,6.2,5395632565,141,33.9,5395632561,56,Back,5395632613,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131069,16,1,1,1,39,59as3grjvj19voay31j3yfgni,1,7.2,32.5,2024-12-01T15:02:19.847Z,2024-12-01T15:02:20Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5395632801,213,6.22,5395632789,56,Back,5395632799,212,12.7,5395632797,141,31.3,5395632783,3,,5395632793,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131087,17,1,1,1,39,59as3grjvj19voay31j3yfgni,0,19.3,31.3,2024-12-01T15:02:20.702Z,2024-12-01T15:02:22Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5395632891,213,4.67,5395632881,56,Back,5395632885,141,0.0,5395632883,140,18.3,5395632887,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131099,18,5,1,1,40,59as3grjvj19voay31j3yfgni,0,19.1,-1.6,2024-12-01T15:02:21.228Z,2024-12-01T15:56:28Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5395632961,56,Back,5395633341,233,21,5395632963,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131153,21,5,1,1,40,c165yjiny1qnmfdvefxvflnkc,1,80.9,101.6,2024-12-01T15:02:21.228Z,2024-12-01T15:56:28Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5395633299,233,18,5395633273,347,,5395633269,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131209,22,1,1,1,45,c165yjiny1qnmfdvefxvflnkc,1,79.6,100.0,2024-12-01T15:02:26.492Z,2024-12-01T15:02:29Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5395633631,140,70.7,5395633629,56,Left,5395633637,213,3.82,5395633627,107,,5395633633,141,90.5,5395633635,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131359,23,1,1,1,48,c165yjiny1qnmfdvefxvflnkc,1,62.0,88.5,2024-12-01T15:02:29.351Z,2024-12-01T15:02:38Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5395634415,1,,5395634413,213,3.24,5395634405,56,Back,5395634411,212,35.4,5395634407,140,28.5,5395634409,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131447,24,1,1,1,57,c165yjiny1qnmfdvefxvflnkc,1,25.8,69.6,2024-12-01T15:02:38.611Z,2024-12-01T15:02:43Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5395634949,140,22.8,5395634951,141,23.5,5395634947,56,Back,5395634955,213,4.61,5395634953,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131487,25,1,1,2,2,c165yjiny1qnmfdvefxvflnkc,1,25.3,26.5,2024-12-01T15:02:43.646Z,2024-12-01T15:02:46Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5395635181,140,24.8,5395635183,141,60.0,5395635185,212,22.8,5395635187,213,1.59,5395635179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131543,26,1,1,2,5,c165yjiny1qnmfdvefxvflnkc,1,24.5,59.1,2024-12-01T15:02:46.480Z,2024-12-01T15:02:49Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5395635511,140,27.0,5395635517,213,4.84,5395635513,141,29.0,5395635515,212,20.6,5395635509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131603,27,1,1,2,8,c165yjiny1qnmfdvefxvflnkc,1,29.9,28.0,2024-12-01T15:02:49.354Z,2024-12-01T15:02:51Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5395635815,213,1.87,5395635813,212,23.7,5395635809,140,23.3,5395635807,56,Back,5395635811,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131645,28,1,1,2,10,c165yjiny1qnmfdvefxvflnkc,1,23.2,65.3,2024-12-01T15:02:51.688Z,2024-12-01T15:02:54Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5395636045,56,Back,5395636047,140,24.8,5395636049,141,88.5,5395636051,212,15.9,5395636053,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131807,29,1,1,2,13,c165yjiny1qnmfdvefxvflnkc,1,24.5,87.3,2024-12-01T15:02:53.890Z,2024-12-01T15:58:19Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5395942045,155,,5395636937,141,79.4,5395636935,140,46.7,5395636933,56,Back,5395636941,213,6.06,5395636939,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131723,19,83,1,2,16,59as3grjvj19voay31j3yfgni,0,53.1,31.0,2024-12-01T15:02:57.526Z,2024-12-01T15:58:34Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5395637137,399,94hei5v2f93ga4b0iwxxisbu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754187369,342,50,1,2,19,c165yjiny1qnmfdvefxvflnkc,1,47.6,75.3,2024-12-01T15:02:59.810Z,2024-12-01T16:46:46Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5395944145,233,20,5395943159,56,Back,5395943161,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131845,20,7,1,2,19,59as3grjvj19voay31j3yfgni,1,52.4,24.7,2024-12-01T15:02:59.811Z,2024-12-01T19:10:49Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5396683855,383,,5395944139,233,342,5396896993,178,,5395637185,56,Center,5395944119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754187965,475,1,1,2,20,59as3grjvj19voay31j3yfgni,0,51.9,28.9,2024-12-01T15:03:00.810Z,2024-12-01T15:59:35Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5395946573,212,6.4,5395946575,213,0.21,5395946567,56,Center,5395946569,140,57.9,5395946571,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754131811,30,43,1,2,20,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-12-01T15:03:01.732Z,2024-12-01T15:59:03Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5395636971,56,Back,5395945005,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754187543,343,8,1,2,21,c165yjiny1qnmfdvefxvflnkc,1,42.1,76.5,2024-12-01T15:03:01.810Z,2024-12-01T18:06:45Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5396688053,385,,5395944069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
