id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807001547,6,15,1,0,18,cftj6g399tknheudaxsdpfdgb,1,90.2,31.0,2025-04-27T12:01:07.419Z,2025-04-27T12:01:34Z,195o7hchielt14ic49r3k06sq,Serginho,,,5684291739,23,,5684290663,56,Center,5684292339,215,,5684292335,102,46.1,5684292341,146,98.5,5684291741,72,,5684292329,29,,5684292331,55,5,5684292327,80,5684290661,63,5684292383,233,6,5684292343,147,46.6,5684292337,103,5.1,,,,,,,,,,,,,,,,,,,,,,
2807001535,6,10,1,0,19,aljua8crr0vkwit0j3m59jw9j,1,1.9,53.9,2025-04-27T12:01:07.519Z,2025-04-27T12:01:34Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5684290781,176,,5684290599,182,,5684290783,179,,5684292437,233,6,5684290601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807001959,8,1,1,0,48,aljua8crr0vkwit0j3m59jw9j,1,7.4,42.8,2025-04-27T12:01:37.333Z,2025-04-27T12:52:32Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5684292789,140,12.7,5684292785,123,,5684292791,141,13.5,5684292793,212,20.7,5684292795,213,4.98,5684570877,189,,5684292787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807001967,9,1,1,0,50,aljua8crr0vkwit0j3m59jw9j,1,12.7,13.5,2025-04-27T12:01:38.629Z,2025-04-27T12:01:39Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5684292837,140,4.3,5684292839,141,40.3,5684292841,212,20.2,5684292835,56,Back,5684292843,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807001997,10,1,1,0,51,aljua8crr0vkwit0j3m59jw9j,1,4.3,40.3,2025-04-27T12:01:39.613Z,2025-04-27T12:01:41Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5684292973,140,8.4,5684292979,213,1.37,5684292971,56,Back,5684292977,212,21.2,5684292975,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002011,11,1,1,0,52,aljua8crr0vkwit0j3m59jw9j,1,8.4,70.6,2025-04-27T12:01:41.229Z,2025-04-27T12:01:42Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5684293045,141,39.4,5684293043,140,7.0,5684293049,213,4.64,5684293041,56,Back,5684293047,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002037,12,1,1,0,54,aljua8crr0vkwit0j3m59jw9j,1,7.0,39.2,2025-04-27T12:01:42.572Z,2025-04-27T12:01:44Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5684293211,212,16.4,5684293213,213,5.96,5684293209,141,31.5,5684293207,140,21.8,5684293205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002079,13,1,1,0,55,aljua8crr0vkwit0j3m59jw9j,1,21.8,31.5,2025-04-27T12:01:44.028Z,2025-04-27T12:52:30Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5684293409,56,Back,5684570777,156,,5684293415,212,17.6,5684293411,140,12.5,5684293417,213,4.12,5684293413,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002099,14,1,1,0,57,aljua8crr0vkwit0j3m59jw9j,1,12.9,10.6,2025-04-27T12:01:46.381Z,2025-04-27T12:01:47Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5684293503,140,23.7,5684293507,212,11.8,5684293501,56,Back,5684293505,141,5.9,5684293509,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002117,15,1,1,0,58,aljua8crr0vkwit0j3m59jw9j,1,23.7,5.9,2025-04-27T12:01:47.381Z,2025-04-27T12:01:48Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5684293589,212,7.0,5684293587,141,15.5,5684293583,56,Back,5684293585,140,26.0,5684293591,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002137,16,1,1,1,0,aljua8crr0vkwit0j3m59jw9j,1,26.0,15.5,2025-04-27T12:01:48.604Z,2025-04-27T12:01:49Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5684293689,56,Back,5684293693,140,23.6,5684293701,213,4.41,5684293695,141,3.7,5684293699,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002183,17,1,1,1,1,aljua8crr0vkwit0j3m59jw9j,1,23.3,3.8,2025-04-27T12:01:49.733Z,2025-04-27T12:01:52Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5684293907,213,2.67,5684293901,140,11.1,5684293903,141,13.5,5684293899,56,Back,5684293905,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002245,18,1,1,1,3,aljua8crr0vkwit0j3m59jw9j,1,11.0,15.9,2025-04-27T12:01:52.157Z,2025-04-27T12:01:55Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5684294255,141,36.0,5684294253,140,3.7,5684294259,213,2.08,5684294251,56,Back,5684294257,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002337,19,1,1,1,6,aljua8crr0vkwit0j3m59jw9j,1,4.4,35.5,2025-04-27T12:01:55.301Z,2025-04-27T12:02:01Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5684294729,1,,5684294725,212,33.2,5684294719,56,Back,5684294723,141,77.5,5684294727,213,1.04,5684294721,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002403,20,1,1,1,13,aljua8crr0vkwit0j3m59jw9j,1,24.4,76.6,2025-04-27T12:02:01.757Z,2025-04-27T12:02:07Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5684295039,212,14.8,5684295037,141,62.3,5684295033,56,Back,5684295035,140,13.8,5684295041,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002475,21,1,1,1,19,aljua8crr0vkwit0j3m59jw9j,1,24.1,55.8,2025-04-27T12:02:07.549Z,2025-04-27T12:02:11Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5684295395,213,4.81,5684295387,56,Back,5684295389,140,26.3,5684295391,141,20.7,5684295393,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002521,22,1,1,1,23,aljua8crr0vkwit0j3m59jw9j,0,28.3,6.1,2025-04-27T12:02:11.605Z,2025-04-27T12:02:15Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5684295583,212,38.4,5684295579,140,64.6,5684295581,141,0.0,5684295587,1,,5684295577,56,Right,5684295585,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002711,8,5,1,1,26,cftj6g399tknheudaxsdpfdgb,1,35.2,101.0,2025-04-27T12:02:15.004Z,2025-04-27T12:46:09Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5684296573,56,Back,5684296583,233,23,5684296575,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002527,23,5,1,1,26,aljua8crr0vkwit0j3m59jw9j,0,64.8,-1.0,2025-04-27T12:02:15.004Z,2025-04-27T12:52:57Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5684295605,56,Right,5684295607,347,,5684296589,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002731,9,1,1,1,39,cftj6g399tknheudaxsdpfdgb,1,32.6,100.0,2025-04-27T12:02:27.644Z,2025-04-27T12:02:29Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5684296669,212,15.9,5684296671,213,5.29,5684296665,140,40.9,5684296667,141,81.5,5684296661,107,,5684296663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002741,10,1,1,1,41,cftj6g399tknheudaxsdpfdgb,0,40.3,82.1,2025-04-27T12:02:29.722Z,2025-04-27T12:02:30Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5684296723,56,Center,5684296731,213,5.70,5684296727,141,72.0,5684296729,212,12.5,5684296725,140,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002787,25,1,1,1,44,aljua8crr0vkwit0j3m59jw9j,1,44.9,28.3,2025-04-27T12:02:32.501Z,2025-04-27T12:02:34Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5684296939,141,41.6,5684296943,213,2.42,5684296935,56,Back,5684296941,212,13.7,5684296937,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002887,26,1,1,1,45,aljua8crr0vkwit0j3m59jw9j,1,35.1,42.1,2025-04-27T12:02:34.133Z,2025-04-27T12:02:41Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5684297489,141,80.9,5684297493,213,0.99,5684297491,212,31.5,5684297485,56,Left,5684297487,140,51.5,5684297483,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002871,11,83,1,1,51,cftj6g399tknheudaxsdpfdgb,0,60.2,4.3,2025-04-27T12:02:40.169Z,2025-04-27T12:02:45Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5684297737,399,33sxiwcjeqcop3ukuok86ujmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002903,27,1,1,1,53,aljua8crr0vkwit0j3m59jw9j,0,42.3,98.0,2025-04-27T12:02:41.660Z,2025-04-27T12:02:42Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5684297567,141,96.9,5684297569,212,16.7,5684297563,56,Left,5684297571,213,6.24,5684297565,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002951,13,3,1,1,56,cftj6g399tknheudaxsdpfdgb,1,43.8,10.6,2025-04-27T12:02:45.035Z,2025-04-27T12:02:49Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5684297823,56,Back,5684297827,286,,5684297835,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807002941,28,45,1,1,56,aljua8crr0vkwit0j3m59jw9j,0,56.2,89.4,2025-04-27T12:02:45.035Z,2025-04-27T12:02:49Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5684297867,233,13,5684297751,56,Left,5684297753,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003013,14,1,1,1,57,cftj6g399tknheudaxsdpfdgb,1,45.5,5.6,2025-04-27T12:02:46.010Z,2025-04-27T12:02:52Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5684298135,140,56.2,5684298141,213,6.17,5684298133,56,Right,5684298139,212,11.3,5684298137,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003053,15,1,1,2,3,cftj6g399tknheudaxsdpfdgb,1,64.2,13.6,2025-04-27T12:02:52.426Z,2025-04-27T12:02:55Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5684298315,213,2.69,5684298309,140,45.5,5684298307,56,Back,5684298313,212,21.9,5684298311,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003115,16,1,1,2,6,cftj6g399tknheudaxsdpfdgb,1,39.0,30.5,2025-04-27T12:02:55.066Z,2025-04-27T12:03:00Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5684298533,140,32.8,5684298531,56,Back,5684298537,212,19.9,5684298535,141,58.1,5684298539,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003173,17,1,1,2,11,cftj6g399tknheudaxsdpfdgb,1,57.0,71.3,2025-04-27T12:02:59.898Z,2025-04-27T12:03:04Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5684298865,212,21.3,5684298863,141,92.7,5684298859,56,Left,5684298861,140,71.8,5684298867,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003203,18,1,1,2,16,cftj6g399tknheudaxsdpfdgb,1,67.7,93.5,2025-04-27T12:03:04.667Z,2025-04-27T12:03:08Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5684298989,141,85.8,5684298991,212,26.1,5684298985,56,Back,5684298993,213,3.34,5684298987,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003277,19,1,1,2,19,cftj6g399tknheudaxsdpfdgb,1,39.4,74.1,2025-04-27T12:03:08.330Z,2025-04-27T12:03:13Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5684299295,212,21.3,5684299289,56,Back,5684299293,141,43.0,5684299297,213,4.59,5684299291,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003299,20,1,1,2,24,cftj6g399tknheudaxsdpfdgb,1,43.4,48.7,2025-04-27T12:03:13.034Z,2025-04-27T12:03:15Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5684299427,212,28.7,5684299429,213,0.48,5684299421,56,Center,5684299423,140,67.7,5684299425,141,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003315,21,1,1,2,26,cftj6g399tknheudaxsdpfdgb,0,67.8,68.1,2025-04-27T12:03:15.146Z,2025-04-27T12:03:16Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5684299533,286,,5684299529,233,29,5684299493,56,Center,5684299497,141,61.8,5684299527,236,,5684299499,212,6.8,5684299495,140,62.8,5684299501,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003313,29,74,1,2,26,aljua8crr0vkwit0j3m59jw9j,1,48.3,41.8,2025-04-27T12:03:15.147Z,2025-04-27T12:03:17Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5684299481,56,Back,5684299551,233,21,5684299485,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003337,30,1,1,2,28,aljua8crr0vkwit0j3m59jw9j,1,45.6,33.4,2025-04-27T12:03:17.029Z,2025-04-27T12:03:18Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5684299639,213,4.69,5684299635,141,15.8,5684299631,56,Back,5684299637,212,12.0,5684299633,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003379,32,1,1,2,31,aljua8crr0vkwit0j3m59jw9j,1,46.0,9.8,2025-04-27T12:03:19.573Z,2025-04-27T12:03:21Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5684299855,213,1.53,5684299847,56,Back,5684299853,212,7.6,5684299851,141,21.0,5684299849,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003483,33,1,1,2,32,aljua8crr0vkwit0j3m59jw9j,1,46.3,20.4,2025-04-27T12:03:20.941Z,2025-04-27T12:03:27Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5684300329,56,Right,5684300333,141,3.8,5684300337,213,5.82,5684300331,140,67.6,5684300335,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003495,34,1,1,2,39,aljua8crr0vkwit0j3m59jw9j,0,71.9,19.2,2025-04-27T12:03:27.652Z,2025-04-27T12:03:28Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5684300401,213,0.98,5684300395,140,84.1,5684300397,141,47.3,5684300399,212,23.0,5684300393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003539,22,12,1,2,40,cftj6g399tknheudaxsdpfdgb,1,12.2,57.8,2025-04-27T12:03:29.257Z,2025-04-27T12:03:31Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5684300585,141,76.1,5684300587,212,14.1,5684300589,213,1.08,5684300581,56,Back,5684300583,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003525,35,61,1,2,41,aljua8crr0vkwit0j3m59jw9j,0,80.5,32.2,2025-04-27T12:03:30.165Z,2025-04-27T12:03:30Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5684300527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003765,23,12,1,2,42,cftj6g399tknheudaxsdpfdgb,1,18.5,68.4,2025-04-27T12:03:31.338Z,2025-04-27T12:03:45Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5684301753,213,6.01,5684301739,56,Back,5684301745,141,62.0,5684301749,212,16.1,5684301741,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003597,36,1,1,2,45,aljua8crr0vkwit0j3m59jw9j,1,65.9,33.7,2025-04-27T12:03:34.316Z,2025-04-27T12:03:35Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5684300875,56,Center,5684300881,212,3.1,5684300877,140,67.9,5684300879,141,30.3,5684300883,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807003615,37,1,1,2,46,aljua8crr0vkwit0j3m59jw9j,1,66.3,29.2,2025-04-27T12:03:35.372Z,2025-04-27T12:03:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5684300967,141,30.1,5684300963,56,Center,5684300969,212,9.2,5684300971,213,3.07,5684300965,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
