id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2738554655,6,1,1,0,17,ahnt9ejgwj58ul8auzdvi3czf,1,7.6,59.0,2024-10-25T17:02:27.184Z,2024-10-25T17:02:33Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,5310781327,141,70.9,5310781329,212,8.4,5310781331,213,1.30,5310781325,140,9.7,5310781323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738588671,563,1,1,0,22,ahnt9ejgwj58ul8auzdvi3czf,0,9.8,95.6,2024-10-25T17:02:31.615Z,2024-10-26T05:38:40Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310965303,213,6.17,5310965301,212,3.6,5310965293,157,,5310965299,141,95.0,5310965677,286,,5310965673,233,3,5310965305,1,,5310965671,236,,5310965295,56,Back,5310965297,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,
2738554677,3,74,1,0,22,36g6ifzjliec1jqnbtf7yesme,1,96.8,4.3,2024-10-25T17:02:31.616Z,2024-10-26T05:38:41Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310781445,233,563,5310781431,285,,5310781429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554665,7,43,1,0,23,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-10-25T17:02:33.568Z,2024-10-25T17:02:36Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310781389,56,Back,5310781395,212,0,5310781397,213,0.00,5310781517,144,1,5310781437,236,0,5310781443,286,0,5310781393,141,95.1,5310781391,140,4.3,5310781387,157,0,5310781439,233,3,5310781399,1,0,,,,,,,,,,,,,,,,,,,,,
2738554681,4,5,1,0,25,36g6ifzjliec1jqnbtf7yesme,0,77.6,-1.3,2024-10-25T17:02:35.544Z,2024-10-25T18:06:32Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310781461,56,Right,5310781463,347,,5310782277,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554837,8,5,1,0,25,ahnt9ejgwj58ul8auzdvi3czf,1,22.4,101.3,2024-10-25T17:02:35.544Z,2024-10-25T18:06:32Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310782263,56,Back,5310782265,347,,5310782271,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554853,9,1,1,0,39,ahnt9ejgwj58ul8auzdvi3czf,1,19.4,100.0,2024-10-25T17:02:49.375Z,2024-10-25T17:54:32Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310782351,141,93.0,5310782349,140,17.9,5310782345,107,,5310782353,212,5.1,5310782347,56,Back,5310782357,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738589103,564,1,1,0,40,ahnt9ejgwj58ul8auzdvi3czf,1,17.6,89.7,2024-10-25T17:02:49.615Z,2024-10-25T17:54:48Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310967647,56,Back,5310967649,140,6.2,5310967651,141,91.8,5310967655,213,3.02,5310967653,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554899,10,1,1,0,40,ahnt9ejgwj58ul8auzdvi3czf,0,8.4,98.5,2024-10-25T17:02:49.759Z,2024-10-25T17:54:49Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310782667,213,6.15,5310782661,140,12.4,5310782659,56,Back,5310782663,141,97.7,5310782665,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738588649,368,61,1,0,41,36g6ifzjliec1jqnbtf7yesme,1,91.8,8.0,2024-10-25T17:02:50.615Z,2024-10-25T17:53:57Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5310965161,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554969,5,5,1,0,43,36g6ifzjliec1jqnbtf7yesme,0,74.5,-1.6,2024-10-25T17:02:53.064Z,2024-10-25T18:06:33Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310783035,347,,5310783031,56,Right,5310967727,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555075,11,5,1,0,43,ahnt9ejgwj58ul8auzdvi3czf,1,25.5,101.6,2024-10-25T17:02:53.064Z,2024-10-25T18:06:33Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310783577,56,Back,5310783579,347,,5310967709,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555119,12,1,1,1,1,ahnt9ejgwj58ul8auzdvi3czf,1,22.8,100.0,2024-10-25T17:03:10.723Z,2024-10-25T17:03:13Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310783769,56,Back,5310783777,213,5.61,5310783767,107,,5310783775,212,13.3,5310783773,141,89.7,5310783771,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555125,13,1,1,1,3,ahnt9ejgwj58ul8auzdvi3czf,0,33.4,89.0,2024-10-25T17:03:13.152Z,2024-10-25T17:54:58Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310783809,56,Back,5310783817,213,3.34,5310783811,140,24.9,5310783815,212,9.1,5310783813,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555135,6,50,1,1,4,36g6ifzjliec1jqnbtf7yesme,1,62.3,23.8,2024-10-25T17:03:14.120Z,2024-10-25T17:55:48Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5310783861,286,,5310783859,56,Center,5310970209,233,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738589571,565,7,1,1,4,ahnt9ejgwj58ul8auzdvi3czf,1,37.7,76.2,2024-10-25T17:03:14.121Z,2024-10-26T05:39:42Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310970183,56,Back,5310970185,285,,5310970203,233,6,5312291743,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555167,7,61,1,1,6,36g6ifzjliec1jqnbtf7yesme,0,56.3,26.7,2024-10-25T17:03:15.977Z,2024-10-25T17:54:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310784017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555163,14,1,1,1,7,ahnt9ejgwj58ul8auzdvi3czf,0,36.8,67.9,2024-10-25T17:03:16.814Z,2024-10-25T17:55:24Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,5310784013,56,Back,5310969107,141,72.8,5310969111,213,1.51,5310969105,140,37.0,5310969109,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738589743,369,61,1,1,8,36g6ifzjliec1jqnbtf7yesme,1,53.7,28.2,2024-10-25T17:03:17.615Z,2024-10-25T17:56:02Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310971009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738589873,566,1,1,1,9,ahnt9ejgwj58ul8auzdvi3czf,1,43.8,72.7,2024-10-25T17:03:18.615Z,2024-10-25T17:56:16Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310971681,141,70.9,5310971685,213,3.56,5310971683,212,3.0,5310971679,140,41.2,5310971671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555237,16,1,1,1,11,ahnt9ejgwj58ul8auzdvi3czf,1,35.1,75.6,2024-10-25T17:03:21.328Z,2024-10-25T17:03:22Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310784353,213,6.10,5310784351,212,15.3,5310784349,141,71.5,5310784347,140,49.4,5310784345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555245,17,1,1,1,12,ahnt9ejgwj58ul8auzdvi3czf,1,44.4,67.5,2024-10-25T17:03:22.479Z,2024-10-25T17:56:29Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310784387,140,46.4,5310784391,141,75.4,5310784395,212,5.8,5310784385,56,Back,5310784401,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738590185,567,1,1,1,13,ahnt9ejgwj58ul8auzdvi3czf,1,48.0,69.9,2024-10-25T17:03:22.615Z,2024-10-25T17:56:54Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310973231,56,Back,5310973233,140,47.1,5310973235,141,73.0,5310973239,213,1.99,5310973237,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555263,18,1,1,1,13,ahnt9ejgwj58ul8auzdvi3czf,1,44.9,77.2,2024-10-25T17:03:23.407Z,2024-10-25T17:03:25Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310784517,213,1.06,5310784513,141,94.7,5310784515,212,13.6,5310784511,140,51.2,5310784507,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555289,19,1,1,1,15,ahnt9ejgwj58ul8auzdvi3czf,1,51.7,92.0,2024-10-25T17:03:25.327Z,2024-10-25T17:56:54Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310784673,141,66.7,5310784675,212,22.3,5310784671,140,38.2,5310784677,213,4.02,5310784669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555317,20,1,1,1,17,ahnt9ejgwj58ul8auzdvi3czf,1,38.0,66.4,2024-10-25T17:03:27.551Z,2024-10-25T17:03:29Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310784815,56,Back,5310784823,213,4.21,5310784819,141,30.3,5310784821,212,28.0,5310784817,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555339,21,1,1,1,19,ahnt9ejgwj58ul8auzdvi3czf,1,25.6,28.2,2024-10-25T17:03:29.375Z,2024-10-25T17:03:30Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310784913,212,11.8,5310784915,213,5.39,5310784907,140,32.6,5310784909,141,14.7,5310784903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555365,22,1,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,33.0,11.3,2024-10-25T17:03:30.543Z,2024-10-25T17:03:32Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310785033,140,34.4,5310785035,141,20.7,5310785031,56,Back,5310785037,212,6.6,5310785039,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555373,23,1,1,1,22,ahnt9ejgwj58ul8auzdvi3czf,1,33.8,21.2,2024-10-25T17:03:32.544Z,2024-10-25T17:03:33Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,5310785079,141,19.8,5310785077,140,25.2,5310785075,56,Back,5310785081,212,9.1,5310785083,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555387,24,1,1,1,23,ahnt9ejgwj58ul8auzdvi3czf,1,27.9,24.6,2024-10-25T17:03:33.151Z,2024-10-25T17:03:33Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310785161,56,Back,5310785169,213,1.06,5310785165,141,30.9,5310785163,140,30.2,5310785167,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555403,25,1,1,1,24,ahnt9ejgwj58ul8auzdvi3czf,1,30.2,31.5,2024-10-25T17:03:33.840Z,2024-10-25T17:03:34Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,5310785247,140,26.7,5310785257,213,3.12,5310785245,56,Back,5310785249,141,31.6,5310785253,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555413,8,83,1,1,24,36g6ifzjliec1jqnbtf7yesme,0,57.4,64.4,2024-10-25T17:03:34.527Z,2024-10-26T08:56:38Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310785567,399,55u45p7vwom7civ3xy3hdf71m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555445,26,1,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,1,28.6,32.8,2024-10-25T17:03:34.848Z,2024-10-25T17:03:37Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310785421,141,37.3,5310785423,212,14.6,5310785425,213,0.21,5310785419,140,42.2,5310785417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555455,27,1,1,1,27,ahnt9ejgwj58ul8auzdvi3czf,0,43.1,36.6,2024-10-25T17:03:37.584Z,2024-10-25T17:57:21Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310785465,56,Back,5310785469,141,25.0,5310785471,212,8.3,5310785473,213,5.02,5310785467,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555529,10,1,1,1,29,36g6ifzjliec1jqnbtf7yesme,1,53.4,78.1,2024-10-25T17:03:38.910Z,2024-10-25T17:03:43Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5310785807,213,0.26,5310785795,140,64.7,5310785803,212,12.3,5310785793,56,Left,5310785799,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555543,11,1,1,1,33,36g6ifzjliec1jqnbtf7yesme,0,80.3,84.8,2024-10-25T17:03:43.530Z,2024-10-25T17:03:45Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5310785893,212,22.0,5310785895,213,4.90,5310785891,141,53.0,5310785887,56,Center,5310785889,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555657,28,12,1,1,36,ahnt9ejgwj58ul8auzdvi3czf,1,14.6,48.5,2024-10-25T17:03:45.695Z,2024-10-25T17:03:56Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310786523,56,Back,5310786525,140,44.4,5310786529,212,34.9,5310786527,141,71.1,5310786531,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555613,12,1,1,1,40,36g6ifzjliec1jqnbtf7yesme,1,59.1,22.6,2024-10-25T17:03:50.456Z,2024-10-25T17:03:53Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5310786257,56,Right,5310786265,213,5.58,5310786263,212,13.8,5310786259,140,69.1,5310786261,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555635,13,1,1,1,43,36g6ifzjliec1jqnbtf7yesme,0,72.0,8.8,2024-10-25T17:03:52.920Z,2024-10-26T05:41:41Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310786395,213,1.09,5310786393,212,31.0,5310786387,56,Center,5310786391,141,49.2,5312292335,224,,5310786389,140,85.6,5312292337,20,,5310786383,2,,5310786385,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555661,29,12,1,1,47,ahnt9ejgwj58ul8auzdvi3czf,1,14.1,51.0,2024-10-25T17:03:56.863Z,2024-10-25T17:03:57Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310786559,141,69.0,5310786561,212,14.7,5310786555,56,Back,5310786563,213,0.98,5310786557,140,21.9,5310786573,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555687,30,1,1,1,48,ahnt9ejgwj58ul8auzdvi3czf,0,22.2,69.9,2024-10-25T17:03:58.360Z,2024-10-25T17:54:54Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310786717,141,100.0,5310786713,56,Back,5310786715,140,28.4,5310786719,212,22.2,5310786721,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555697,14,5,1,1,49,36g6ifzjliec1jqnbtf7yesme,1,73.8,-1.6,2024-10-25T17:03:58.904Z,2024-10-25T17:04:02Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310786743,56,Right,5310786745,347,,5310786747,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555691,31,5,1,1,49,ahnt9ejgwj58ul8auzdvi3czf,0,26.2,101.6,2024-10-25T17:03:58.904Z,2024-10-25T18:06:33Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310786781,233,14,5310786735,56,Back,5310786737,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555759,15,1,1,1,53,36g6ifzjliec1jqnbtf7yesme,1,77.2,0.0,2024-10-25T17:04:03.417Z,2024-10-25T17:04:05Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310787061,107,,5310787063,56,Center,5310787065,140,71.1,5310787071,213,1.95,5310787069,212,17.2,5310787067,141,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555773,16,1,1,1,55,36g6ifzjliec1jqnbtf7yesme,1,71.1,22.2,2024-10-25T17:04:05.240Z,2024-10-25T17:04:06Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5310787147,141,9.2,5310787143,56,Right,5310787145,140,67.3,5310787151,213,4.29,5310787149,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555783,17,1,1,1,57,36g6ifzjliec1jqnbtf7yesme,1,67.1,9.2,2024-10-25T17:04:06.776Z,2024-10-25T17:04:07Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310787189,140,72.1,5310787183,56,Right,5310787191,141,18.2,5310787195,213,0.86,5310787193,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555857,18,1,1,1,57,36g6ifzjliec1jqnbtf7yesme,1,72.1,18.2,2024-10-25T17:04:07.511Z,2024-10-25T17:04:13Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5310787579,140,59.0,5310787581,141,11.6,5310787577,56,Right,5310787585,213,3.46,5310787583,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
