id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2777895251,11,61,1,0,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,45.5,48.8,2025-02-17T18:02:54.387Z,2025-02-17T18:15:12Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5524500669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895255,10,1,1,0,22,b3r6d8ydtmtjckam6pku9y400,0,49.6,37.4,2025-02-17T18:02:54.693Z,2025-02-17T18:02:56Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5524500689,56,Center,5524500697,213,0.48,5524500693,141,48.8,5524500691,140,63.7,5524500695,212,16.7,5524500687,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895259,12,44,1,0,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.3,50.8,2025-02-17T18:02:55.428Z,2025-02-17T18:02:58Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5524500707,285,,5524500705,56,Back,5524500711,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895257,11,44,1,0,22,b3r6d8ydtmtjckam6pku9y400,0,61.7,49.2,2025-02-17T18:02:55.429Z,2025-02-17T18:02:59Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5524500717,233,12,5524500703,286,,5524500701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895275,13,1,1,0,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.1,50.6,2025-02-17T18:02:55.491Z,2025-02-17T20:58:40Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5524500809,141,58.7,5524500811,212,12.0,5524500803,3,,5524500813,213,2.67,5524500807,140,31.9,5524500805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895277,14,1,1,0,23,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.9,58.7,2025-02-17T18:02:56.347Z,2025-02-17T18:15:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5524500829,213,0.00,5524500823,140,55.0,5524500819,157,,5524500825,141,58.7,5524500831,1,,5524500827,212,24.3,5524500821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895553,24,44,1,0,24,b3r6d8ydtmtjckam6pku9y400,1,40.8,46.5,2025-02-17T18:02:56.667Z,2025-02-17T19:27:40Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5524502415,285,,5524502413,56,Back,5524508933,233,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777896625,57,44,1,0,24,9w3sjm5ml4sjr2v81oxzdrt8v,0,59.2,53.5,2025-02-17T18:02:56.668Z,2025-02-17T19:27:40Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5524508833,286,,5524508831,56,Center,5524508949,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895279,12,1,1,0,25,b3r6d8ydtmtjckam6pku9y400,0,40.6,40.9,2025-02-17T18:02:57.581Z,2025-02-17T21:57:25Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5524500845,213,0.24,5524500835,3,,5524500837,56,Center,5524500841,141,49.2,5524500843,212,23.8,5524500839,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895281,15,1,1,0,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,41.2,48.2,2025-02-17T18:02:58.523Z,2025-02-17T20:59:31Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5524500861,1,,5524500859,213,0.30,5524500855,141,50.7,5524500851,56,Back,5524500853,140,46.4,5524500849,157,,5524500857,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895285,13,43,1,0,27,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-02-17T18:02:59.733Z,2025-02-17T18:07:07Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5524500867,56,Center,5524508209,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895305,14,1,1,0,27,b3r6d8ydtmtjckam6pku9y400,0,59.1,45.7,2025-02-17T18:03:00.469Z,2025-02-17T20:04:03Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5524500955,140,70.1,5524500953,56,Center,5524500951,3,,5524500957,141,40.9,5524500961,213,6.01,5524500959,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895309,16,1,1,0,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,58.2,2025-02-17T18:03:02.659Z,2025-02-17T18:03:04Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5524500979,213,0.99,5524500973,140,35.7,5524500975,141,72.6,5524500977,212,11.7,5524500969,3,,5524500971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895325,17,1,1,0,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.1,72.7,2025-02-17T18:03:03.892Z,2025-02-17T20:59:48Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5524501043,140,27.9,5524501049,213,3.06,5524875575,156,,5524501039,3,,5524501041,56,Back,5524501047,212,11.8,5524501045,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895329,18,1,1,0,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.9,74.1,2025-02-17T18:03:05.524Z,2025-02-17T18:19:03Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5524501077,213,5.61,5524501069,56,Back,5524501073,141,54.9,5524501071,140,43.4,5524501075,212,20.9,5524539867,1,,5524539865,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895369,16,1,1,0,36,b3r6d8ydtmtjckam6pku9y400,0,54.8,52.7,2025-02-17T18:03:09.317Z,2025-02-17T21:00:16Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5524501259,141,39.2,5524501265,1,,5524501261,212,40.3,5524501263,213,6.05,5524876243,4,,5524501257,140,92.2,5524501251,155,,5524501255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895371,19,52,1,0,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.8,56.4,2025-02-17T18:03:10.947Z,2025-02-17T21:00:21Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5524876311,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895435,20,1,1,0,49,9w3sjm5ml4sjr2v81oxzdrt8v,0,12.0,46.3,2025-02-17T18:03:21.893Z,2025-02-17T18:03:24Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5524501607,199,,5524501619,1,,5524501615,212,54.9,5524501609,56,Center,5524501617,213,6.16,5524501613,141,36.3,5524501611,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895449,17,1,1,0,52,b3r6d8ydtmtjckam6pku9y400,0,45.3,60.0,2025-02-17T18:03:25.382Z,2025-02-17T18:03:28Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5524501711,213,0.64,5524501709,212,22.0,5524501705,140,62.1,5524501703,56,Left,5524501701,3,,5524501707,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895457,21,44,1,0,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.0,20.8,2025-02-17T18:03:28.197Z,2025-02-17T19:27:41Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524501767,233,18,5524501753,285,,5524501751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895451,18,44,1,0,55,b3r6d8ydtmtjckam6pku9y400,0,58.0,79.2,2025-02-17T18:03:28.198Z,2025-02-17T19:27:41Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5524501771,233,21,5524501717,286,,5524501715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895461,22,1,1,0,58,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.7,6.4,2025-02-17T18:03:31.028Z,2025-02-17T18:03:33Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524501781,56,Right,5524501787,212,45.6,5524501785,141,18.0,5524501783,140,74.5,5524501791,1,,5524501789,213,0.17,5524501779,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895479,19,1,1,1,1,b3r6d8ydtmtjckam6pku9y400,1,31.3,77.9,2025-02-17T18:03:33.990Z,2025-02-17T18:03:34Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5524501887,140,41.8,5524501885,56,Back,5524501893,213,0.52,5524501889,141,87.1,5524501883,3,,5524501891,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895481,20,1,1,1,2,b3r6d8ydtmtjckam6pku9y400,1,41.8,87.1,2025-02-17T18:03:34.808Z,2025-02-17T18:16:22Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5524501897,56,Back,5524501903,212,8.6,5524501899,140,35.3,5524501913,156,,5524501905,213,2.49,5524501901,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895485,21,12,1,1,3,b3r6d8ydtmtjckam6pku9y400,1,33.0,92.1,2025-02-17T18:03:36.478Z,2025-02-17T21:01:08Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5524501939,140,40.5,5524501949,213,0.71,5524501937,56,Back,5524501941,141,100.0,5524501945,212,10.4,5524877171,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895489,22,5,1,1,5,b3r6d8ydtmtjckam6pku9y400,0,40.6,101.8,2025-02-17T18:03:37.836Z,2025-02-17T18:47:42Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5524502231,233,23,5524501961,56,Back,5524501963,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895521,23,5,1,1,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.4,-1.8,2025-02-17T18:03:37.836Z,2025-02-17T18:49:40Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524502215,56,Right,5524502223,233,22,5524502217,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895527,24,1,1,1,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.8,0.0,2025-02-17T18:03:48.229Z,2025-02-17T21:01:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524502243,107,,5524502251,212,14.6,5524502249,141,18.5,5524502277,189,,5524502247,140,64.1,5524502245,56,Right,5524502253,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895535,23,61,1,1,17,b3r6d8ydtmtjckam6pku9y400,1,34.8,88.4,2025-02-17T18:03:50.400Z,2025-02-17T21:01:26Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5524502307,56,Back,5524534209,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895557,25,1,1,1,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.9,31.9,2025-02-17T18:03:52.766Z,2025-02-17T21:01:33Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5524502433,56,Back,5524502439,212,18.3,5524502435,140,43.4,5524502437,141,9.4,5524502441,213,5.29,5524502431,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895559,26,1,1,1,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.4,9.2,2025-02-17T18:03:54.541Z,2025-02-17T21:01:35Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5524502451,140,59.6,5524502457,213,5.89,5524502449,56,Right,5524502455,212,18.4,5524502459,1,,5524502447,157,,5524502453,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895575,25,5,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,42.6,101.4,2025-02-17T18:03:55.906Z,2025-02-17T18:49:41Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5524502503,347,,5524502501,56,Back,5524502519,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895567,27,5,1,1,23,9w3sjm5ml4sjr2v81oxzdrt8v,0,57.4,-1.4,2025-02-17T18:03:55.906Z,2025-02-17T18:47:40Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5524502533,233,25,5524502485,56,Right,5524502487,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777895619,26,1,1,1,33,b3r6d8ydtmtjckam6pku9y400,0,38.6,100.0,2025-02-17T18:04:06.231Z,2025-02-17T18:04:08Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5524502719,213,5.99,5524502713,140,59.4,5524502755,1,,5524502717,212,22.8,5524502711,56,Left,5524502715,141,92.4,5524502709,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
