id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2713226241,9,1,1,0,19,c165yjiny1qnmfdvefxvflnkc,0,68.5,17.0,2024-08-25T12:01:06.933Z,2024-08-25T12:49:07Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172064261,141,12.0,5172064257,56,Right,5172064265,213,5.55,5172064259,140,72.1,5172064263,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226245,3,8,1,0,20,ahnt9ejgwj58ul8auzdvi3czf,1,30.3,86.9,2024-08-25T12:01:08.031Z,2024-08-25T14:31:00Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5172691903,383,,5172064275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713263215,401,83,1,0,21,c165yjiny1qnmfdvefxvflnkc,0,68.0,16.8,2024-08-25T12:01:08.682Z,2024-08-25T12:50:27Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172259821,399,cuufy3ioo1kio56er2cfn0mqc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226287,5,50,1,0,21,ahnt9ejgwj58ul8auzdvi3czf,1,33.0,88.6,2024-08-25T12:01:08.975Z,2024-08-25T14:00:53Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5172064447,56,Back,5172263815,233,402,5172263751,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713263889,402,7,1,0,21,c165yjiny1qnmfdvefxvflnkc,0,67.0,11.4,2024-08-25T12:01:08.976Z,2024-08-25T14:30:55Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5172263795,286,,5172263119,56,Right,5172691451,385,,5172263791,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226291,6,4,1,0,24,ahnt9ejgwj58ul8auzdvi3czf,1,36.4,85.8,2024-08-25T12:01:12.431Z,2024-08-25T12:52:00Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5172064517,233,10,5172064485,265,,5172064483,152,,5172064487,286,,5172064479,13,,5172064481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226297,10,4,1,0,24,c165yjiny1qnmfdvefxvflnkc,0,63.6,14.2,2024-08-25T12:01:12.432Z,2024-08-25T12:52:00Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5172064513,265,,5172064509,56,Right,5172064515,285,,5172064525,233,6,5172064511,152,,5172064507,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226509,7,1,1,0,46,ahnt9ejgwj58ul8auzdvi3czf,1,36.1,68.1,2024-08-25T12:01:34.591Z,2024-08-25T12:01:35Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5172065651,212,12.7,5172065639,5,,5172065647,140,32.5,5172065643,152,,5172065653,213,4.41,5172065645,56,Back,5172065649,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226515,8,1,1,0,47,ahnt9ejgwj58ul8auzdvi3czf,1,32.5,50.3,2024-08-25T12:01:35.327Z,2024-08-25T12:01:36Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172065677,212,13.6,5172065675,141,30.7,5172065673,140,34.9,5172065671,56,Back,5172065679,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226525,9,1,1,0,48,ahnt9ejgwj58ul8auzdvi3czf,1,34.9,30.7,2024-08-25T12:01:35.934Z,2024-08-25T12:01:36Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172065711,56,Back,5172065719,213,1.64,5172065717,212,12.9,5172065715,141,49.7,5172065713,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226539,10,1,1,0,48,ahnt9ejgwj58ul8auzdvi3czf,1,34.1,49.7,2024-08-25T12:01:36.655Z,2024-08-25T12:01:37Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172065787,56,Back,5172065793,212,11.2,5172065795,213,0.23,5172065789,140,44.5,5172065791,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226557,11,1,1,0,49,ahnt9ejgwj58ul8auzdvi3czf,1,44.5,53.4,2024-08-25T12:01:37.519Z,2024-08-25T12:01:38Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5172065861,140,34.3,5172065865,141,46.9,5172065869,212,11.6,5172065871,213,3.53,5172065859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226569,12,1,1,0,50,ahnt9ejgwj58ul8auzdvi3czf,1,34.3,46.9,2024-08-25T12:01:38.671Z,2024-08-25T12:01:39Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172065905,56,Back,5172065907,140,37.5,5172065911,212,15.1,5172065909,141,25.2,5172065913,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226607,13,1,1,0,52,ahnt9ejgwj58ul8auzdvi3czf,1,37.5,25.2,2024-08-25T12:01:39.807Z,2024-08-25T12:01:43Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172066075,212,17.3,5172066073,141,50.3,5172066077,213,1.75,5172066071,140,34.6,5172066069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226645,14,1,1,0,55,ahnt9ejgwj58ul8auzdvi3czf,1,37.4,41.9,2024-08-25T12:01:43.279Z,2024-08-25T12:01:45Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172066257,56,Back,5172066261,141,21.5,5172066259,140,39.7,5172066263,212,14.1,5172066265,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226679,15,1,1,0,57,ahnt9ejgwj58ul8auzdvi3czf,1,39.6,19.2,2024-08-25T12:01:45.471Z,2024-08-25T12:01:47Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172066387,213,0.06,5172066385,212,18.9,5172066383,141,21.0,5172066381,140,57.6,5172066379,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226709,16,1,1,0,59,ahnt9ejgwj58ul8auzdvi3czf,1,55.4,21.9,2024-08-25T12:01:47.103Z,2024-08-25T12:01:50Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5172066529,212,21.9,5172066523,56,Back,5172066525,140,36.8,5172066531,213,2.67,5172066527,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226781,17,1,1,1,2,ahnt9ejgwj58ul8auzdvi3czf,1,35.7,39.4,2024-08-25T12:01:50.175Z,2024-08-25T12:01:55Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172066869,56,Back,5172066871,140,36.9,5172066873,141,71.7,5172066875,212,22.0,5172066877,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226845,18,1,1,1,7,ahnt9ejgwj58ul8auzdvi3czf,1,41.9,70.3,2024-08-25T12:01:55.503Z,2024-08-25T12:01:59Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5172067145,212,14.8,5172067143,141,49.7,5172067147,213,4.39,5172067141,140,37.5,5172067139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226863,19,1,1,1,11,ahnt9ejgwj58ul8auzdvi3czf,1,44.1,36.9,2024-08-25T12:01:58.960Z,2024-08-25T12:02:00Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172067221,213,4.76,5172067217,141,21.0,5172067215,140,44.6,5172067219,212,10.8,5172067213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226883,20,1,1,1,12,ahnt9ejgwj58ul8auzdvi3czf,1,44.0,22.1,2024-08-25T12:02:00.639Z,2024-08-25T12:02:03Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172067321,141,32.5,5172067317,56,Back,5172067319,140,46.8,5172067325,213,1.18,5172067323,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226889,21,1,1,1,15,ahnt9ejgwj58ul8auzdvi3czf,1,46.8,32.5,2024-08-25T12:02:03.456Z,2024-08-25T12:02:04Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5172067359,141,24.9,5172067355,56,Center,5172067363,213,5.66,5172067357,140,53.6,5172067361,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226913,22,1,1,1,16,ahnt9ejgwj58ul8auzdvi3czf,1,53.6,24.9,2024-08-25T12:02:03.935Z,2024-08-25T12:02:07Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5172067451,212,9.5,5172067447,140,60.1,5172067445,56,Center,5172067449,141,34.6,5172067453,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226903,11,83,1,1,17,c165yjiny1qnmfdvefxvflnkc,0,34.7,75.7,2024-08-25T12:02:05.380Z,2024-08-25T12:02:07Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172067569,399,6wrch4yhbs6utcc0doguj90q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226931,23,1,1,1,19,ahnt9ejgwj58ul8auzdvi3czf,1,68.6,18.2,2024-08-25T12:02:06.895Z,2024-08-25T12:02:07Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5172067537,141,3.4,5172067533,56,Right,5172067541,213,5.27,5172067539,212,11.9,5172067535,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226945,24,50,1,1,21,ahnt9ejgwj58ul8auzdvi3czf,1,76.0,4.4,2024-08-25T12:02:08.736Z,2024-08-25T12:02:13Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5172067607,286,,5172067827,233,12,5172067605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226981,12,7,1,1,21,c165yjiny1qnmfdvefxvflnkc,1,24.0,95.6,2024-08-25T12:02:08.737Z,2024-08-25T14:30:52Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172067789,56,Back,5172067791,285,,5172067787,167,,5172691143,385,,5172067797,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227009,13,5,1,1,22,c165yjiny1qnmfdvefxvflnkc,0,23.6,100.8,2024-08-25T12:02:10Z,2024-08-25T12:52:06Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172067905,56,Back,5172067925,233,25,5172067907,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713226991,25,5,1,1,22,ahnt9ejgwj58ul8auzdvi3czf,1,76.4,-0.8,2024-08-25T12:02:10Z,2024-08-25T12:52:06Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5172067837,56,Right,5172067909,233,13,5172067839,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227023,26,1,1,1,23,ahnt9ejgwj58ul8auzdvi3czf,1,74.1,0.0,2024-08-25T12:02:11.471Z,2024-08-25T12:02:15Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5172067999,213,2.96,5172067989,107,,5172067991,56,Right,5172067993,140,55.1,5172067995,141,4.4,5172067997,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227051,27,1,1,1,27,ahnt9ejgwj58ul8auzdvi3czf,1,56.1,5.6,2024-08-25T12:02:15.136Z,2024-08-25T12:02:16Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172068101,213,1.60,5172068097,141,17.7,5172068095,140,55.9,5172068093,56,Right,5172068099,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227077,28,1,1,1,28,ahnt9ejgwj58ul8auzdvi3czf,1,55.9,18.5,2024-08-25T12:02:16.383Z,2024-08-25T12:02:18Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172068231,140,64.1,5172068235,212,8.7,5172068229,56,Right,5172068233,141,20.0,5172068237,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227105,29,1,1,1,30,ahnt9ejgwj58ul8auzdvi3czf,1,64.1,20.0,2024-08-25T12:02:18.336Z,2024-08-25T12:02:20Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5172068393,56,Right,5172068399,212,8.3,5172068395,140,56.2,5172068397,141,19.2,5172068401,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227115,30,1,1,1,33,ahnt9ejgwj58ul8auzdvi3czf,1,56.9,20.6,2024-08-25T12:02:20.767Z,2024-08-25T12:02:22Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172068479,141,3.1,5172068475,56,Right,5172068483,213,5.31,5172068481,212,14.4,5172068477,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227167,31,1,1,1,34,ahnt9ejgwj58ul8auzdvi3czf,1,64.6,3.1,2024-08-25T12:02:22.223Z,2024-08-25T12:02:25Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5172068719,141,11.9,5172068715,56,Back,5172068723,213,2.87,5172068717,140,44.2,5172068721,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227219,32,1,1,1,38,ahnt9ejgwj58ul8auzdvi3czf,1,36.9,14.6,2024-08-25T12:02:25.792Z,2024-08-25T12:02:31Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172068955,213,2.34,5172068953,212,24.1,5172068949,140,20.9,5172068951,141,40.0,5172068947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227255,33,1,1,1,43,ahnt9ejgwj58ul8auzdvi3czf,1,21.9,40.1,2024-08-25T12:02:30.912Z,2024-08-25T12:02:33Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5172069125,56,Back,5172069133,213,4.77,5172069129,141,25.9,5172069131,212,9.7,5172069127,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227311,34,1,1,1,45,ahnt9ejgwj58ul8auzdvi3czf,1,22.4,25.9,2024-08-25T12:02:33.520Z,2024-08-25T12:02:38Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172069431,212,20.5,5172069421,56,Back,5172069425,140,9.4,5172069433,213,2.30,5172069429,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227351,35,1,1,1,50,ahnt9ejgwj58ul8auzdvi3czf,1,11.8,56.1,2024-08-25T12:02:38.624Z,2024-08-25T12:02:43Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5172069611,56,Back,5172069619,213,1.53,5172069617,212,24.3,5172069613,140,12.8,5172069615,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227371,36,1,1,1,56,ahnt9ejgwj58ul8auzdvi3czf,1,12.9,91.5,2024-08-25T12:02:44.512Z,2024-08-25T12:02:45Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5172069709,213,0.28,5172069701,56,Back,5172069705,141,96.2,5172069703,140,23.5,5172069707,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227387,37,1,1,1,57,ahnt9ejgwj58ul8auzdvi3czf,1,23.5,96.2,2024-08-25T12:02:45.072Z,2024-08-25T12:02:46Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5172069775,141,82.3,5172069771,140,22.5,5172069787,213,4.60,5172069781,212,9.5,5172069769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227433,38,1,1,1,58,ahnt9ejgwj58ul8auzdvi3czf,0,22.5,82.3,2024-08-25T12:02:46.255Z,2024-08-25T14:32:06Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5172070033,213,0.03,5172070029,141,84.5,5172070035,1,,5172070025,56,Left,5172070023,157,,5172070027,140,75.0,5172070031,212,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227497,15,1,1,2,2,c165yjiny1qnmfdvefxvflnkc,1,32.6,10.4,2024-08-25T12:02:50.179Z,2024-08-25T12:02:58Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172070361,56,Back,5172070369,141,33.0,5172070375,212,30.5,5172070377,213,2.61,5172070365,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227547,16,1,1,2,10,c165yjiny1qnmfdvefxvflnkc,1,9.0,49.4,2024-08-25T12:02:58.387Z,2024-08-25T12:03:03Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5172070679,141,74.8,5172070675,56,Back,5172070683,213,1.40,5172070677,140,11.8,5172070681,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713227597,17,1,1,2,15,c165yjiny1qnmfdvefxvflnkc,1,16.5,75.0,2024-08-25T12:03:03.059Z,2024-08-25T12:03:07Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172070905,140,28.8,5172070903,56,Back,5172070907,141,91.7,5172070911,213,0.72,5172070909,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
