id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2808786763,7,12,1,0,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.8,50.4,2025-05-02T17:01:58.248Z,2025-05-02T17:01:59Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5694326667,56,Center,5694326671,141,44.3,5694326675,213,6.11,5694326673,212,23.7,5694326677,15,,5694326669,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786783,5,1,1,0,41,77tfx9me4aaqhzv78bmgsy9bg,1,47.9,56.7,2025-05-02T17:02:00.427Z,2025-05-02T17:02:01Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694326793,140,55.4,5694326789,3,,5694326797,212,13.5,5694326795,141,72.9,5694326791,56,Center,5694326799,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786797,6,1,1,0,42,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,76.3,2025-05-02T17:02:01.642Z,2025-05-02T17:02:03Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5694326851,213,2.81,5694326843,56,Back,5694326847,141,85.3,5694326845,140,36.9,5694326849,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786819,7,1,1,0,44,77tfx9me4aaqhzv78bmgsy9bg,1,36.9,85.3,2025-05-02T17:02:03.867Z,2025-05-02T18:00:02Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5694326989,56,Left,5694326997,213,0.11,5694326993,141,88.1,5694326995,212,16.8,5694326991,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786825,8,1,1,0,46,77tfx9me4aaqhzv78bmgsy9bg,1,52.8,88.1,2025-05-02T17:02:05.851Z,2025-05-02T17:02:06Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5694327017,140,46.3,5694327021,212,7.1,5694327023,213,3.43,5694327015,56,Back,5694327019,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786831,9,1,1,0,47,77tfx9me4aaqhzv78bmgsy9bg,1,46.3,85.1,2025-05-02T17:02:06.155Z,2025-05-02T17:02:06Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694327047,212,5.1,5694327041,56,Back,5694327045,141,92.4,5694327043,140,45.4,5694327049,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786857,10,1,1,0,47,77tfx9me4aaqhzv78bmgsy9bg,1,45.4,92.4,2025-05-02T17:02:06.619Z,2025-05-02T17:02:09Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5694327169,212,14.9,5694327165,140,31.3,5694327171,213,3.24,5694327163,56,Back,5694327167,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786863,11,1,1,0,50,77tfx9me4aaqhzv78bmgsy9bg,1,31.5,90.5,2025-05-02T17:02:09.211Z,2025-05-02T18:00:11Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5694327201,212,10.9,5694327197,140,41.7,5694327203,213,6.08,5694327199,141,87.2,5694327195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786865,12,43,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-02T17:02:10.347Z,2025-05-02T17:02:14Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694327207,56,Back,5694327399,144,50,5694327209,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786887,13,1,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,0,41.7,87.2,2025-05-02T17:02:10.381Z,2025-05-02T17:02:12Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694327329,140,69.5,5694327325,155,,5694327331,141,76.3,5694327335,213,6.03,5694327327,56,Center,5694327333,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786917,8,12,1,0,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.4,29.8,2025-05-02T17:02:13.276Z,2025-05-02T17:02:15Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5694327457,212,14.7,5694327455,141,43.9,5694327451,56,Back,5694327453,140,33.0,5694327459,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786921,9,61,1,0,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.0,43.9,2025-05-02T17:02:15.213Z,2025-05-02T17:03:17Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5694327475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786951,10,2,1,0,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.2,45.2,2025-05-02T17:02:17.353Z,2025-05-02T20:16:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5694327645,140,58.0,5694327647,141,32.5,5694327685,56,Center,5694327681,7,ag40mk09zc8tzbkr7dnnqumay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787015,14,55,1,0,58,77tfx9me4aaqhzv78bmgsy9bg,1,45.4,43.4,2025-05-02T17:02:17.354Z,2025-05-02T20:16:30Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5694495203,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787041,15,1,1,1,6,77tfx9me4aaqhzv78bmgsy9bg,1,36.8,67.8,2025-05-02T17:02:25.258Z,2025-05-02T20:16:56Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5694328077,5,,5694328083,140,35.6,5694328087,212,18.7,5694328089,213,4.65,5694328081,56,Back,5694328079,241,,5694328085,141,40.3,5694496275,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787053,16,1,1,1,7,77tfx9me4aaqhzv78bmgsy9bg,1,35.6,40.3,2025-05-02T17:02:26.442Z,2025-05-02T17:02:27Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5694328139,140,40.8,5694328145,213,6.00,5694328143,212,5.7,5694328141,141,38.0,5694328137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787059,17,1,1,1,8,77tfx9me4aaqhzv78bmgsy9bg,0,40.2,38.9,2025-05-02T17:02:27.611Z,2025-05-02T17:02:32Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5694328437,233,11,5694328157,56,Back,5694328165,213,1.57,5694328161,141,41.2,5694328435,236,,5694328441,286,,5694328159,140,40.2,5694328163,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787103,11,74,1,1,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.3,64.2,2025-05-02T17:02:27.612Z,2025-05-02T17:25:32Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5694328443,233,17,5694328391,56,Center,5694328393,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787095,18,1,1,1,10,77tfx9me4aaqhzv78bmgsy9bg,1,50.6,48.1,2025-05-02T17:02:29.611Z,2025-05-02T17:02:31Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694328365,141,48.8,5694328363,140,54.2,5694328361,56,Center,5694328367,212,3.8,5694328369,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788183,50,50,1,1,11,77tfx9me4aaqhzv78bmgsy9bg,1,46.2,43.4,2025-05-02T17:02:30.626Z,2025-05-02T17:30:34Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5694333993,56,Back,5694333995,286,,5694334261,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787687,19,7,1,1,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.8,56.6,2025-05-02T17:02:30.627Z,2025-05-02T20:17:20Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5695373211,389,,5694331491,285,,5695373209,385,,5694331489,56,Center,5694334237,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787099,19,61,1,1,12,77tfx9me4aaqhzv78bmgsy9bg,0,54.2,48.8,2025-05-02T17:02:31.338Z,2025-05-02T17:02:31Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5694328385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787755,20,61,1,1,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.0,57.8,2025-05-02T17:02:32.836Z,2025-05-02T17:09:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5694331871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787117,12,1,1,1,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,54.9,60.2,2025-05-02T17:02:32.862Z,2025-05-02T17:02:33Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5694328485,212,5.1,5694328479,56,Center,5694328483,141,57.3,5694328481,140,59.4,5694328487,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787123,20,8,1,1,14,77tfx9me4aaqhzv78bmgsy9bg,1,51.6,51.6,2025-05-02T17:02:33.594Z,2025-05-02T20:17:37Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5695374459,383,,5694328509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787141,13,83,1,1,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,59.4,56.9,2025-05-02T17:02:35.861Z,2025-05-02T17:08:36Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5694346939,399,3zc9hy5uicgp21wr6z5wyuntg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787137,21,61,1,1,16,77tfx9me4aaqhzv78bmgsy9bg,0,51.7,49.7,2025-05-02T17:02:36.083Z,2025-05-02T17:08:35Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5694328579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787171,14,1,1,1,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.6,57.6,2025-05-02T17:02:36.720Z,2025-05-02T17:02:39Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5694328737,213,6.13,5694328735,212,8.3,5694328733,141,55.8,5694328731,140,66.4,5694328729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787199,16,1,1,1,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.5,73.5,2025-05-02T17:02:40.953Z,2025-05-02T17:02:43Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5694328869,141,83.5,5694328873,213,0.73,5694328865,56,Left,5694328871,212,10.2,5694328867,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787205,17,1,1,1,24,9w3sjm5ml4sjr2v81oxzdrt8v,0,87.8,83.3,2025-05-02T17:02:43.344Z,2025-05-02T17:02:44Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5694328899,140,87.1,5694328905,213,4.66,5694328903,212,13.1,5694328901,141,64.0,5694328897,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808819445,442,12,1,1,25,77tfx9me4aaqhzv78bmgsy9bg,1,15.4,41.9,2025-05-02T17:02:44.098Z,2025-05-02T18:01:45Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694501193,212,3.8,5694501195,213,5.44,5694501191,141,37.7,5694501189,140,17.8,5694501187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787207,22,61,1,1,25,77tfx9me4aaqhzv78bmgsy9bg,1,11.0,34.6,2025-05-02T17:02:44.261Z,2025-05-02T17:02:44Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5694328911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787233,24,1,1,1,27,77tfx9me4aaqhzv78bmgsy9bg,1,21.4,31.0,2025-05-02T17:02:46.411Z,2025-05-02T17:02:47Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5694329037,213,0.24,5694329033,141,33.9,5694329035,212,8.3,5694329031,140,29.1,5694329029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787257,25,1,1,1,28,77tfx9me4aaqhzv78bmgsy9bg,1,29.1,33.9,2025-05-02T17:02:47.195Z,2025-05-02T17:02:48Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5694329149,140,30.9,5694329147,56,Back,5694329155,213,5.02,5694329151,141,25.2,5694329153,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787271,26,1,1,1,29,77tfx9me4aaqhzv78bmgsy9bg,1,30.9,25.2,2025-05-02T17:02:48.459Z,2025-05-02T17:02:50Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5694329235,56,Back,5694329239,141,36.4,5694329241,212,10.8,5694329237,140,38.2,5694329243,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787337,27,1,1,1,30,77tfx9me4aaqhzv78bmgsy9bg,1,38.2,36.4,2025-05-02T17:02:49.899Z,2025-05-02T17:02:58Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5694329599,56,Right,5694329603,141,12.3,5694329605,212,30.9,5694329601,140,63.2,5694329607,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787341,28,1,1,1,39,77tfx9me4aaqhzv78bmgsy9bg,0,79.5,20.0,2025-05-02T17:02:58.251Z,2025-05-02T17:02:59Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5694329627,56,Center,5694329635,213,1.71,5694329631,141,41.3,5694329633,212,14.6,5694329629,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787483,18,12,1,1,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.1,47.2,2025-05-02T17:02:59.886Z,2025-05-02T17:07:57Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5694330467,56,Back,5694330469,140,24.9,5694330471,141,61.2,5694330475,213,1.37,5694330473,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787357,29,1,1,1,41,77tfx9me4aaqhzv78bmgsy9bg,1,77.3,37.3,2025-05-02T17:03:00.635Z,2025-05-02T17:03:03Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5694329755,212,11.9,5694329751,140,72.5,5694329753,141,53.1,5694329757,213,2.01,5694329749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787375,30,1,1,1,43,77tfx9me4aaqhzv78bmgsy9bg,1,72.5,53.1,2025-05-02T17:03:02.875Z,2025-05-02T17:03:06Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5694329869,212,10.0,5694329865,140,63.7,5694329871,213,3.53,5694329867,141,47.5,5694329863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787389,31,1,1,1,46,77tfx9me4aaqhzv78bmgsy9bg,1,63.7,47.5,2025-05-02T17:03:05.866Z,2025-05-02T17:03:07Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694329935,56,Center,5694329939,140,56.1,5694329947,212,16.0,5694329943,141,27.1,5694329951,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787425,32,1,1,1,48,77tfx9me4aaqhzv78bmgsy9bg,1,56.1,27.1,2025-05-02T17:03:07.179Z,2025-05-02T17:03:11Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5694330145,141,7.3,5694330141,56,Right,5694330143,140,69.0,5694330147,212,19.1,5694330149,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787477,33,1,1,1,51,77tfx9me4aaqhzv78bmgsy9bg,1,62.6,9.7,2025-05-02T17:03:11.050Z,2025-05-02T17:03:16Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5694330437,213,1.74,5694330435,212,15.9,5694330431,140,60.1,5694330433,141,32.8,5694330429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787511,34,1,1,1,57,77tfx9me4aaqhzv78bmgsy9bg,1,68.2,32.5,2025-05-02T17:03:16.139Z,2025-05-02T17:03:20Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5694330605,140,73.8,5694330609,212,17.5,5694330607,141,8.2,5694330603,56,Right,5694330611,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787581,35,1,1,2,2,77tfx9me4aaqhzv78bmgsy9bg,1,69.4,10.3,2025-05-02T17:03:22.027Z,2025-05-02T17:03:25Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5694330975,212,28.0,5694330971,140,42.8,5694330973,141,12.6,5694330977,213,3.09,5694330969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
